n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_post_constraint
22	4	1	2	2	1	2	3	0	2	0	3	0	2	4.0	5	1	1	2	1	0	Despite her long, black hair, the girl was beautiful and had the most stunning smile she'd ever seen.	0
5	1	1	0	0	0	1	1	0	0	0	1	0	0	1.0	3	0	0	0	0	0	  **Without any subordinate propositions	0
10	1	0	0	0	1	2	2	0	0	0	2	0	2	3.0	5	0	0	2	0	0	The rain fell, but the thunder remained silent.	0
14	0	2	0	0	0	3	3	0	1	0	2	0	3	4.0	5	2	2	1	1	0	She sat on the porch, watching the sunset melt into the sea.	0
23	4	3	0	0	1	4	6	0	0	0	2	0	3	5.0	7	1	1	1	1	0	The relentless storm whipped across the open sea, painting the distant shores in a breathtaking tapestry of swirling blues and grays.	0
22	3	3	0	0	1	2	6	0	2	0	2	0	3	5.0	7	1	1	2	1	0	 The lonely astronaut floated through the vast expanse of interstellar space, her dreams carrying her amidst swirling stars and galaxies.	0
15	2	2	1	0	0	0	3	0	2	1	2	0	1	3.0	7	0	0	1	0	0	  Despite her recent failures, Sarah's unwavering optimism ultimately led to her success..	0
14	1	1	0	1	0	2	3	0	2	0	1	1	1	4.0	6	1	1	2	1	0	She felt no pain because she was oblivious to the world's harshness.	0
20	2	3	1	0	0	5	5	0	0	0	2	0	2	3.0	10	1	1	1	1	0	The moon rose peacefully in the sky, casting a shimmering light on the peaceful pond in the distance.	0
17	1	3	0	0	1	1	5	0	1	0	2	0	3	5.0	4	1	1	2	0	0	The boy sat in silence and observed, his mind filled with dreams of faraway places.	0
17	2	3	0	1	0	2	4	0	2	0	2	0	1	6.0	4	1	1	2	0	0	He walked through a field of wildflowers, a beautiful landscape that was untouched by man.	0
17	0	2	0	0	0	2	5	0	2	0	2	0	3	4.0	13	2	2	1	1	0	 _Her dog barked at the delivery guy, leaving his belongings scattered across the floor._	0
14	0	0	2	0	0	1	3	0	3	0	2	1	2	3.0	5	1	0	2	1	1	Even though it stormed all night, I finished my marathon race early.	0
29	2	4	1	0	0	4	7	0	4	0	3	1	3	4.0	15	2	2	3	1	0	 The young musician stood with her instrument, her fingers gracefully weaving across the keys, as she played a solo in a concert of her own composition.	0
15	1	2	0	0	0	3	4	0	1	0	2	0	2	4.0	5	1	1	1	1	0	  The little boy ran down the hill, ignoring the warnings of his grandmother.	0
9	0	2	0	0	0	2	3	0	0	0	1	0	1	3.0	3	0	0	1	0	0	The sun rose without the interruption of clouds.	0
13	0	1	1	0	0	2	4	0	1	0	1	1	2	3.0	5	1	1	2	0	0	The boy slept soundly while his parents went to the movie theatre.	0
20	1	4	0	0	0	5	6	0	1	0	2	0	1	7.0	3	0	0	1	0	0	The old man sat in silence, the silence a testament to the vastness of the ocean before him.	0
21	0	1	2	1	1	1	3	0	4	0	2	0	4	4.0	11	2	2	2	2	0	She left her purse behind the bus stop, but didn't remember to take it when she got there.	0
17	2	1	0	1	0	1	3	0	4	0	2	0	2	4.0	5	1	1	2	2	0	Despite her best efforts, she couldn't escape the inevitable storm that struck her home.	0
21	3	2	0	0	0	4	6	0	0	0	3	0	2	4.0	5	1	1	1	2	0	  Despite the rainclouds' gloomy hue, laughter filled the courtyard, rejuvenating the weary hearts with each playful clap.	0
18	2	1	1	2	1	0	3	0	4	0	1	1	1	4.0	6	1	1	2	1	0	She was so surprised and happy that she could not express her delight on her wedding night.	0
12	0	1	0	2	0	2	2	0	1	0	1	1	2	3.0	4	1	1	2	0	0	The city was deserted as everyone had evacuated during the disaster.	0
15	2	2	0	0	0	3	5	0	0	0	1	0	2	4.0	4	1	1	1	1	0	 The young artist captured a captivating scene of nature unfolding beneath the setting sun.	0
16	1	2	0	0	1	3	5	0	0	0	2	0	2	4.0	7	1	0	1	1	1	Despite the chaos surrounding the election, the winner emerged with surprising fortitude and determination.	0
13	0	2	1	0	1	2	2	0	0	0	2	0	3	3.0	5	1	1	1	0	0	The boy ran down the stairs, skipping and laughing out loud.	0
23	3	4	0	1	0	5	6	0	0	0	2	0	2	5.0	5	2	2	2	0	0	The sky was blue with a soft breeze blowing through the leaves, adding to the enchanting beauty of the autumn sunset.	0
18	1	2	2	1	0	2	2	0	2	0	2	1	2	4.0	4	2	1	2	0	1	 Even though she was tired, she decided to go out for a stroll in the park.	0
17	2	1	0	0	0	1	4	0	2	0	3	0	2	4.0	8	1	1	1	1	0	The young lady smiled, despite her shy demeanor, to greet her beloved's arrival.	0
13	1	2	0	0	0	2	3	0	0	0	2	0	3	5.0	3	2	2	1	0	0	The old house sat nestled amidst the trees, shrouded in darkness.	0
12	2	1	0	0	0	2	3	0	0	0	2	0	1	3.0	5	0	0	1	0	0	Despite the rain's relentless barrage, the vibrant flowers persevered.	0
21	1	1	0	2	0	4	4	0	1	0	2	1	3	6.0	4	2	2	2	2	0	None.	0
15	0	1	0	1	0	3	4	0	1	0	3	0	1	3.0	8	0	0	2	1	0	Sure, the sentence is: My dog chased the cat across the park.	0
27	2	2	3	0	1	4	8	0	0	0	3	0	3	6.0	9	2	2	1	2	0	The rain fell softly, washing away all trace of yesterday’s city, leaving only a faint echo of memories and a shimmering moonlit sky.	0
22	1	1	2	0	2	1	5	0	4	0	2	1	3	4.0	6	1	0	2	3	1	 Even though his efforts brought him no success, he stood determinedly and achieved his goal through sheer willpower and grit.	0
9	1	1	0	0	0	2	3	0	0	0	1	0	1	3.0	3	0	0	1	0	0	The sky remained a vibrant blue without interruption.	0
16	2	3	0	0	0	3	5	0	0	0	1	0	1	3.0	5	0	0	1	0	0	The city's bustling streets echoed with the rhythmic click of boots against the pavement.	0
25	3	3	1	0	0	4	7	0	2	0	2	0	3	6.0	8	2	2	3	1	0	The small bird landed on the window sill, its wings fluttering in the gentle breeze that whispered secrets of the bustling city below.	1
13	0	1	1	1	0	2	4	0	2	0	1	0	1	4.0	3	1	1	2	1	0	 My sister is the reason I always feel a sense of melancholy.	1
16	1	2	0	0	0	4	4	0	0	0	3	0	2	4.0	7	1	0	1	1	1	A small child, playing in the rain, chased a butterfly into the pond.	1
14	2	1	0	1	0	1	3	0	1	0	3	0	2	4.0	6	2	1	2	1	1	The boy, who is smart, enjoys reading stories about brave heroes.	1
17	0	2	1	0	1	2	3	0	2	0	3	0	3	3.0	10	0	0	1	1	0	She went to a restaurant, bought some food, and ate there with her friends.	1
16	0	1	0	0	0	4	4	0	0	0	2	1	4	4.0	7	3	3	2	1	0	The cat chased the dog, running around the park until the dog stopped running.	1
14	1	1	0	0	0	1	3	0	3	0	2	0	2	3.0	4	1	1	1	2	0	Despite the gloomy weather, my determination pushed me to continue my journey.	1
16	0	1	1	0	0	4	4	0	0	0	2	0	3	3.0	7	2	2	1	2	0	The cat chased the ball into the bushes, causing the dog to bark excitedly.	1
18	1	2	0	0	0	3	5	0	2	0	2	0	3	4.0	8	2	1	2	1	1	The cat chasing its tail ran down the dusty road, its ears flapping in the wind.	1
15	1	2	0	2	0	3	3	0	1	0	1	0	2	4.0	8	1	0	2	0	1	The man who is walking by the river was seen by the old woman.	1
22	2	3	0	0	0	2	4	0	4	0	3	1	3	5.0	9	2	1	3	1	1	The rain, that falls on the ground today, reminds me of endless longing for something more than I have.	1
14	3	1	0	0	0	3	4	0	0	0	2	0	1	4.0	3	0	0	1	1	0	  The vibrant leaves painted the verdant grass, a symphony in vibrant hues.	1
18	1	2	0	0	1	3	6	0	1	0	2	0	2	5.0	8	1	1	1	2	0	The dog chased its own tail around the tree, leaving a trail of laughter and regret.	1
17	1	1	0	1	0	3	4	0	1	1	2	1	2	3.0	11	2	2	2	2	0	John bought some groceries while his friend was at the park, enjoying the fresh air.	1
15	1	1	0	0	0	3	4	0	2	0	1	0	2	3.0	8	1	1	1	2	0	My grandmother told me to take a long hike in the mountains this weekend.	1
12	3	2	0	0	0	2	3	0	0	0	1	0	1	2.0	6	0	0	1	0	0	The quick brown fox jumps over the lazy dogs at dawn..	1
14	1	1	1	0	1	3	3	0	0	0	1	0	3	4.0	5	1	1	1	1	0	The girl walked to the river and saw a small bird singing there.	1
19	0	3	1	0	0	3	6	0	2	0	1	1	2	4.0	6	1	1	2	1	0	My grandmother always made dinner while she listened to the music play on the radio in the kitchen.	1
20	1	1	1	0	0	2	3	0	3	1	2	1	4	4.0	7	3	3	2	3	0	John left his keys on the table, causing a major inconvenience because he needed them to get home.	1
20	3	1	2	0	0	2	5	0	1	0	3	0	3	4.0	8	2	1	2	2	1	The bustling market, where vibrant produce danced freely, had a farmer tending his field with deep care.	1
21	2	2	0	2	0	2	4	0	0	1	3	1	3	4.0	9	2	1	1	1	1	  > Despite having been trained on vast amounts of data, the AI failed to pass a simple math test.	1
13	2	2	0	0	0	3	4	0	0	0	1	0	1	3.0	5	0	0	1	0	0	  The beautiful flower with vibrant petals bloomed across the field this morning.	1
26	3	2	0	0	2	4	7	0	2	0	2	0	4	6.0	7	2	2	2	3	0	The artist employed the technique of recurring symbolism, embedding subtle motifs into his paintings that reflected both the real world and an ethereal realm.	1
17	0	2	1	0	1	2	6	0	0	0	2	0	3	5.0	4	1	1	1	1	0	  The rain fell in torrents, bringing forth a symphony of cascading waterfalls and raging streams..	1
10	1	1	0	1	0	1	2	0	1	0	1	0	2	3.0	4	1	0	2	0	1	The little boy who is crying goes to bed.	1
21	4	3	0	0	1	3	5	0	1	0	2	0	2	5.0	9	1	1	1	2	0	  The vibrant sunset cast an eerie silhouette upon the sprawling river, painting it in shades of gold and red.	1
21	3	1	1	0	2	1	5	0	1	0	1	2	4	5.0	10	2	2	1	2	0	My friend enjoys the thrill of exploring new places with interesting history and vibrant culture while hiking or trekking outdoors.	1
9	0	1	0	0	0	3	3	0	0	0	1	0	1	2.0	5	0	0	1	1	0	  The cat chased the mouse through the forest..	1
22	3	4	0	0	0	4	6	0	1	0	2	0	2	6.0	5	1	1	2	0	0	The small creature scurried into the lush forest, its fluffy fur shimmering like sunlight on a lake within the shadows.	1
25	4	1	0	0	2	1	6	0	4	0	3	1	3	5.0	7	2	1	2	4	1	The young artist, while enjoying his creativity, found solace in his artistic endeavors that brought him both inner peace and external acclaim.	1
17	1	2	1	0	1	0	4	0	4	0	2	0	2	3.0	7	1	1	2	0	0	  Despite his age, his determination and sharp memory ensured he always excelled in his studies.	1
20	1	1	2	0	1	3	3	0	2	0	2	0	4	5.0	4	2	2	2	2	0	The young boy ran to the store, where he purchased some candy and went home to eat it.	1
8	0	0	0	0	0	0	2	0	1	1	1	1	2	2.0	4	1	1	2	1	0	John played basketball while it rained yesterday.	1
19	0	3	0	0	1	4	5	0	1	0	1	1	3	4.0	5	1	1	1	1	0	The boy jumped over the fence and jumped onto the roof while holding the key in his hand.	1
7	0	1	0	0	0	1	2	0	1	0	1	0	1	2.0	3	0	0	1	1	0	The rain brought me to tears.	1
20	1	2	1	0	0	3	3	0	3	0	3	0	4	4.0	5	3	3	2	2	0	The old dog chased a fly through the park, which it promptly tripped over, leaving it bewildered.	1
34	4	6	0	2	1	5	8	0	2	0	3	0	2	5.0	9	1	1	2	0	0	Despite the constant onslaught of negative thoughts and distractions, her laughter rang out across the tranquil park like a beacon, a testament to the resilient spirit that would not be extinguished.	1
28	2	4	1	0	0	4	8	0	2	0	4	0	3	4.0	12	1	1	2	0	0	The young girl, with her hair as bright as the setting sun, skipped through the city streets, her laughter echoing through the towering architecture.	1
12	0	0	1	1	0	2	2	0	1	0	2	0	2	4.0	10	1	0	2	1	1	Sure, a sentence that follows the given instructions is below:  Despite the ongoing war and turmoil in this region, the hope for peace remains alive and well within the hearts and minds of all who seek it.	1
11	1	1	0	0	0	2	4	0	0	0	1	0	1	4.0	7	0	0	1	0	0	The rain arrived despite the early morning sun's warmth.	1
13	0	1	2	1	0	0	2	1	2	0	1	1	2	3.0	5	1	1	2	0	0	My dog barked because he was left home alone for two hours.	1
22	0	4	0	0	1	5	6	0	1	0	2	0	3	6.0	6	1	1	1	1	0	She sat at the table and read a book, despite the noise of the dinner party unfolding across the street.	1
20	3	3	0	0	0	3	6	0	0	0	2	0	2	4.0	8	1	1	1	1	0	The boy's laughter spread like wild flowers in the park, generating a vibrant tapestry of joyous sounds.	1
21	1	1	2	0	0	3	4	0	1	0	4	1	4	3.0	14	2	2	2	2	0	  The old man smiled warmly, **bringing comfort to the grieving daughter** as he gently spoke the truth.	1
12	0	0	1	0	0	0	4	0	2	0	2	1	2	3.0	5	1	0	2	2	1	 Even though she enjoys reading books, she dislikes reading newspapers.	1
15	2	1	0	0	1	2	4	0	1	0	2	0	2	4.0	7	1	1	1	2	0	The rain made a loud and steady sound, sending shivers down my spine.	1
21	3	1	0	0	0	3	4	0	2	0	3	1	3	3.0	9	2	2	1	3	0	The cat chased its tail despite not seeing it, chasing a long, happy string through the sunlit forest.	1
25	2	4	0	0	0	3	8	0	1	0	2	0	4	4.0	10	3	2	1	3	1	The old tree standing in the corner provides an ample of place for birds to rest, giving them respite during long summer days.	1
22	2	2	2	1	1	3	3	0	0	0	4	1	3	4.0	9	2	1	1	0	1	"After searching far and wide, the missing document was found amongst the papers in a box marked ""Important."""	1
13	2	1	1	0	0	1	3	0	1	0	1	0	3	4.0	6	2	1	2	1	1	The happy girl who always gets good grades loves listening to music.	1
13	1	1	0	0	0	1	2	0	2	0	2	1	3	3.0	4	2	1	1	1	1	 Despite my initial apprehension, I remained dedicated to achieving the goal.	2
15	2	3	0	0	0	2	3	0	2	0	2	0	1	3.0	8	0	0	1	1	0	 Despite the overwhelming evidence to the contrary, her undeniable charm won her over.	2
20	3	2	0	0	0	5	5	0	0	0	2	0	3	4.0	7	1	1	1	2	0	The young boy chased the butterflies through the meadow, enjoying the flittering dance of the tiny winged creatures.	2
22	2	1	0	2	1	3	5	0	2	0	2	0	3	6.0	15	2	0	2	2	2	  The woman who had a secret past and was able to maintain her beauty, will appear at the party tomorrow.	2
21	2	0	1	1	2	0	2	2	3	0	4	0	3	4.0	9	0	0	2	1	0	  **My grandmother lived to be eighty-five, yet she remained incredibly youthful and vibrant her entire life.**	2
20	2	2	1	1	0	4	5	0	1	0	1	0	2	3.0	9	1	1	2	1	0	  The city's skyline was transformed into an enchanting spectacle when the towering skyscrapers illuminated themselves in the night..	2
14	2	2	0	0	1	2	2	0	0	2	1	0	2	4.0	5	0	0	1	0	0	  The child ran and swam in the deep blue water of Lake Superior..	2
2	0	0	1	0	0	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0	0	Certainly.	2
22	3	1	0	0	0	1	5	0	3	0	4	1	3	3.0	9	2	1	1	2	1	 **Despite failing his recent medical check-up, he continues to pursue his fitness goals with a strong will.**	2
30	0	3	2	0	2	4	10	0	1	0	3	1	4	6.0	8	2	2	1	1	0	My dog chased butterflies all afternoon, flying gracefully through the fields and meadows before retreating home for a nap amidst the swaying grasses and dew-kissed petals.	2
20	2	2	0	2	0	4	4	0	1	0	3	0	1	5.0	15	1	0	2	0	1	The dog, who was tired after a long walk in the sun, could not sleep that night.	2
27	1	3	1	2	2	3	5	0	3	0	2	1	3	4.0	11	2	2	3	0	0	The girl with bright eyes and hair the color of a sunrise smiled at me, and I knew that we were destined to be together.	2
17	0	1	0	2	1	1	3	0	3	0	1	0	4	5.0	8	2	2	2	2	0	I am going to build a treehouse that my kids can explore and grow plants in.	2
24	3	3	1	0	0	5	7	0	0	0	3	0	2	6.0	5	1	1	1	1	0	A single, majestic waterfall tumbled down into a canyon, each cascading rock telling a different story of the journey of life.	2
16	3	0	0	0	1	4	4	0	1	0	1	0	2	4.0	5	1	1	2	2	0	   The vibrant flowers and the tranquil breeze carried a gentle fragrance that filled the air.	2
30	2	5	1	0	1	4	8	0	0	1	5	0	3	6.0	7	1	1	2	0	0	  Despite the gloomy weather on Saturday, a joyful gathering arose at the park, where people united through laughter, camaraderie, and a shared sense of belonging.	2
30	1	2	2	2	0	3	4	0	4	0	5	0	5	4.0	17	2	2	3	3	0	Sure, the instructions have allowed me to create the following sentence:   **Despite her past mistakes, she has finally achieved the success she always dreamed of.**	2
15	1	2	0	0	0	2	5	0	1	0	2	0	2	3.0	5	1	1	1	1	0	A small squirrel scampered down the branch, gathering nuts for its winter stash.	2
13	0	1	3	0	0	0	1	0	3	0	2	0	3	3.0	5	2	2	1	1	0	Her dog barked at him fiercely, making him instantly jump away.	2
15	2	3	0	1	0	2	6	0	0	0	1	0	0	4.0	4	0	0	1	0	0	Rain is a necessary condition for plant growth in most parts of the world.	2
32	3	4	0	0	1	3	10	0	2	0	3	1	4	7.0	8	2	2	3	1	0	The bustling streets hummed with anticipation as children chased each other down their toy-filled paths, their laughter echoing amidst the vibrant city's symphony of lights and scents.	2
16	3	2	0	0	0	2	3	0	0	0	3	1	2	3.0	9	1	0	1	0	1	  **Despite living in a bustling city, the quaint cottage remained untouched by outsiders.**	2
19	3	2	0	0	1	3	6	0	0	0	2	0	2	5.0	6	1	1	1	1	0	The vibrant city lights danced on the bustling streets, creating an ethereal tapestry of color and sound.	2
29	4	1	1	1	1	3	4	0	4	0	2	1	6	8.0	9	5	5	2	4	0	She was able to maintain her composure and remain unaffected while facing the overwhelming odds stacked against her, ultimately finding a resolution that benefited the entire community.	2
14	1	1	0	0	2	0	5	0	2	0	1	0	2	4.0	8	1	1	1	1	0	She loves reading books and writing stories about her own life and dreams.	2
20	2	2	0	0	1	3	4	0	4	0	2	0	2	5.0	13	1	0	2	1	1	Despite the harshness of her upbringing and the neglectful parents who raised her, she became an exceptional artist.	2
27	5	2	0	0	2	3	6	0	1	0	3	0	4	6.0	14	2	0	1	2	2	The diligent student, possessing both deep academic curiosity and a strong determination to succeed, achieved the coveted admission into their chosen field of study.	2
17	1	2	1	1	0	0	2	0	3	0	2	1	3	4.0	6	2	1	2	1	1	 Although she was determined, she ultimately failed to achieve her goal due to unforeseen circumstances.	2
36	4	2	0	1	3	3	7	0	3	0	3	2	4	6.0	18	4	4	2	4	0	She was not able to find a way to escape her confinement, either while on vacation or at home, as she lacked the necessary tools or resources to make a successful break free.	2
28	3	4	0	0	1	5	8	0	1	0	3	0	3	6.0	8	2	1	2	2	1	The old tree, that stands on the hill, provides a shady haven for hikers and campers seeking solace amidst the tranquil beauty of the countryside.	2
14	2	1	0	0	0	2	3	0	0	0	4	0	1	3.0	6	0	0	1	0	0	 * **Despite the ongoing conflict, the families' bond remains unbreakable.**	2
25	2	3	0	0	1	4	7	0	1	0	3	0	3	4.0	6	1	1	1	1	0	Despite the rain's intensity, an adventurous explorer ventured into the flooded forest, captivating the creatures with her laughter and dazzling aura.	2
15	2	2	0	1	0	2	5	0	0	0	2	0	0	3.0	6	0	0	1	0	0	 Despite the rain's gloomy nature, the city streets were abuzz with activity.	2
13	0	1	1	0	1	2	2	1	1	0	2	0	2	4.0	8	0	0	2	1	0	   The cat chased two rabbits, and both of them raced away.	2
21	4	2	0	0	1	2	5	0	1	0	2	0	3	4.0	6	1	1	1	2	0	 Despite the ongoing economic turmoil, children from marginalized communities have a strong desire to learn and pursue their dreams.	2
29	3	4	1	0	0	5	8	0	1	0	3	0	4	8.0	5	3	3	2	1	0	The busy bee buzzed around the flower field, its wings gently brushing the petals, adding to the vibrant tapestry of colors spreading across the vibrant landscape.	2
12	1	0	0	0	2	2	2	0	1	0	2	0	2	4.0	4	0	0	1	2	0	He ate an apple and ate an banana, both delicious.	2
11	0	0	0	0	1	0	3	0	3	0	1	1	2	3.0	3	1	1	1	2	0	Her friends and family supported her in achieving her goal.	2
14	3	1	0	1	1	0	1	0	3	0	2	0	1	3.0	4	1	1	1	1	0	Despite her recent challenges, she is hopeful and determined to overcome them.	2
32	2	3	0	0	1	5	9	0	3	0	2	1	5	8.0	10	3	3	2	3	0	The boy jumped into the lake while riding his bicycle and caught a beautiful butterfly in his hands, his smile shining brighter than the sunbeams illuminating the water's surface.	2
21	1	4	0	1	1	3	7	0	0	0	2	0	2	5.0	6	1	1	1	0	0	Rain will occur in this city tomorrow, leading to a rise in floodwaters and a disruption of daily life.	2
29	3	4	0	1	1	4	8	0	1	0	2	1	4	8.0	6	3	3	2	2	0	The city is filled with residents who hold onto old traditions while seeking progress in various fields, ensuring a harmonious coexistence between the past and the present.	2
32	3	4	3	1	2	3	6	0	3	1	2	0	3	4.0	20	1	1	2	2	0	John was so excited to finally get his ticket and went to the show with friends the next day but unfortunately, he missed it due to an unexpected time change.	2
25	3	3	1	0	1	5	7	0	1	0	2	0	2	6.0	8	1	1	2	1	0	The children gazed longingly at the twinkling stars in the vast sky, each star painting a unique and intricate masterpiece on their eyelids.	2
21	2	0	1	2	0	2	4	0	3	1	3	1	2	4.0	6	2	1	3	1	1	 **Even though Sarah is a skilled artist, her latest project revealed a vulnerability that her colleagues had overlooked.**	2
26	2	1	2	0	1	3	5	0	4	0	3	1	4	4.0	10	2	1	3	3	1	  > Despite the heavy rain that plagued her earlier that day, the woman smiled brightly as she greeted her guests and received heartfelt congratulations..	2
19	4	1	0	0	1	3	5	0	1	0	2	0	2	4.0	7	1	1	1	2	0	The vibrant colors and mesmerizing patterns of the landscape captivated our senses, offering an unparalleled sensory journey.	2
24	4	1	1	1	1	2	4	0	2	0	2	1	3	4.0	8	3	1	1	2	2	 Despite being unable to access the physical location, she managed to accomplish the task effectively through her logical mind and creative approach.	2
18	3	1	0	0	2	2	6	0	0	0	2	0	2	4.0	7	1	1	1	2	0	The bustling city offers numerous parks and greenery, providing tranquility and respite amidst the urban chaos.	2
15	0	0	0	0	1	3	4	0	3	0	2	0	2	4.0	5	1	1	2	1	0	My sister and I had a fight this afternoon, which lasted all day.	2
9	0	1	0	0	0	3	3	0	0	0	1	0	1	2.0	5	0	0	1	1	0	   The cat chased the dog across the park..	4
26	2	3	0	1	1	4	7	0	1	0	3	1	3	5.0	15	1	1	3	0	0	The city was bustling, as the people scurried through the lively streets and buildings, their lives entwined like a symphony of interconnected paths.	4
27	0	2	1	1	1	4	7	0	3	0	3	0	5	6.0	7	3	2	3	0	1	The man whose hair was lost ran away, his keys forgotten, a smile hidden behind his eyes and the city beckoning with a siren.	4
19	3	1	0	0	1	3	4	0	1	0	2	0	3	3.0	6	1	1	1	2	0	 Despite the gloomy weather and incessant drizzle, we braved the treacherous jungle to rescue the lost traveler.	4
23	2	4	0	0	1	2	6	0	3	1	2	0	2	5.0	7	1	1	2	2	0	Despite their initial skepticism, Mary found solace and support in a supportive community that offered a sanctuary for individuals like her.	4
23	3	3	0	1	1	3	6	0	1	0	2	0	3	4.0	9	1	1	1	1	0	  The vibrant city is enveloped in a swirling tapestry of shimmering lights, illuminating the streets and homes within its enchanting embrace.	4
2	1	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0	0	Sure! A sentence that can be generated from the instruction is:  The vibrant sunset shone down over the sprawling city, illuminating the glistening streets in a symphony of golden hues.	4
5	1	0	0	0	0	0	1	0	0	0	3	0	0	1.0	1	0	0	0	0	0	 **Subordinate propositions:** My cat went for a walk and ate a handful of berries while chasing butterflies.	4
20	0	2	0	0	0	4	8	0	1	0	2	0	2	4.0	10	1	1	2	1	0	The dog chased the butterflies through the flower meadow, their wings sparkling with the afternoon sun's reflection.	4
20	4	3	0	1	1	2	4	0	0	0	3	0	2	5.0	7	1	0	1	0	1	The vibrant city, thriving with life, was characterized by a plethora of fascinating sights unseen and unheard.	4
25	4	2	0	0	0	4	6	0	2	0	2	0	5	6.0	6	3	2	2	2	1	 The vibrant tapestry woven in the rolling hills had countless narratives, each thread signifying a different struggle that unfolded within its vibrant tapestry.	4
15	1	3	1	0	0	3	4	0	0	0	2	0	1	3.0	6	0	0	1	0	0	  Despite the gloomy weather, a group of children played safely in the park..	4
18	1	0	1	0	2	2	5	0	2	0	2	0	3	5.0	4	1	1	1	1	0	 The young child ran away, his excitement and joy illuminating the surrounding park and its inhabitants.	4
27	3	2	0	0	1	4	9	0	0	0	4	1	2	5.0	15	1	1	2	2	0	The bustling market offered a vibrant tapestry of sights, sounds, and aromas, with each shopwindow illuminating the enchanting beauty of nature's creations.	4
31	1	5	1	0	2	4	9	0	1	0	4	0	4	4.0	16	1	1	1	2	0	The little boy walked to the beach, built a fort out of seaweed and shells, and then explored the tide pools with his friends, giggling with delight.	4
15	2	0	0	0	1	2	3	1	1	0	1	0	4	5.0	11	2	2	0	4	0	 Let us generate four subordinate propositions following the main clause and write the sentence:  The dog barked and chased the cat around the yard..	4
22	3	3	0	0	0	4	5	0	1	0	3	0	2	4.0	6	1	1	1	1	0	 > Despite the stormy weather, the group of students managed to gather all the necessary materials for their upcoming project.	4
19	0	0	2	1	2	1	2	0	3	0	2	1	5	4.0	8	1	1	2	2	0	My dog chased a butterfly and caught it, then ran away and played while it was trapped.	4
20	3	2	0	0	0	4	4	0	1	0	4	0	2	5.0	16	1	1	1	1	0	 **She stood at the precipice of the cliff, a lone sentinel watching the treacherous descent.</strong>	4
21	1	2	0	0	1	5	7	0	0	0	4	0	1	4.0	11	0	0	1	0	0	   The boy, the cat, the bird, and the fish swam in a pond full of lily pads.	4
21	2	2	0	0	0	4	6	0	1	0	3	0	3	4.0	8	2	2	1	2	0	The sun rose, painting the sky with an ethereal hue, providing a breathtaking backdrop before our sunset stroll.	4
23	2	3	1	0	0	2	5	1	2	0	2	1	4	5.0	7	3	3	2	1	0	The little dog ran away with four playful squirrels, leaving his tail bouncing in the breeze as he raced towards safety.	4
25	0	4	3	0	0	2	3	0	3	3	2	2	3	4.0	7	2	1	3	1	1	 Even though Mary failed a test in Mathematics, she scored exceptionally in Physics because she consistently scored at the top of her class.	4
