n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	n_obj_post.1	n_subj_pre.1	sentence	obj_post_constraint
21	3	3	0	0	1	3	6	0	0	0	2	0	2	5.0	9	1	1	1	1	0	1	1	The sun set in a mesmerizing display of colors, illuminating the city's skyline with soft and comforting rays.	0
16	1	0	0	0	0	2	4	0	2	0	2	0	4	8.0	5	3	3	1	2	0	2	1	There is no task given to generate content that lacks a post-verbal object.	0
17	0	2	0	0	0	3	6	0	0	0	2	0	2	4.0	7	1	1	1	0	0	0	1	The morning dew danced on the spider's web, shimmering with the sun's reflection.	0
17	2	3	0	0	0	3	5	0	0	0	2	0	2	3.0	6	0	0	1	0	0	0	1	A single, flickering candle flickered across the night sky in search of a new flame.	0
17	2	0	0	1	0	3	3	0	2	0	1	1	3	5.0	8	2	2	3	2	0	2	3	None.	0
15	1	2	2	0	1	2	2	0	1	0	2	0	2	4.0	7	1	1	1	0	0	0	1	She sat on the swing, swinging back and forth in the warm sunshine.	0
10	1	1	0	1	0	1	2	1	1	0	1	0	1	2.0	6	0	0	1	1	0	1	1	I can generate a sentence with 0 postverbal objects.	0
16	1	1	2	1	1	2	3	0	1	0	2	0	2	4.0	5	1	1	1	1	0	1	1	The sky was as blue as the stars, shining brightly and illuminating our world.	0
11	0	1	1	0	0	2	3	0	0	0	3	0	1	2.0	7	0	0	1	0	0	0	1	  The stars shimmer brightly **across** the midnight sky.	0
13	0	3	0	0	0	4	4	0	0	0	1	0	1	3.0	6	0	0	1	0	0	0	1	The sun rose in the east without any clouds in the sky.	0
19	1	2	0	0	0	3	4	0	1	0	5	0	3	4.0	5	2	2	1	2	0	2	1	"  ""I stood by the river, watching the sunset paint the surface with vibrant hues.""."	0
12	0	1	1	1	0	1	1	0	1	0	2	0	3	3.0	6	2	2	1	0	0	0	1	  They sat quietly in the corner, waiting to be called.	0
9	0	1	1	0	0	2	3	0	0	0	1	0	1	2.0	5	0	0	1	0	0	0	1	The sun rose brightly in the sky today.	0
9	0	1	0	0	0	3	3	0	0	0	1	0	1	2.0	5	0	0	1	1	0	1	1	  The boy chased the butterfly around the garden.	0
16	0	3	0	0	0	4	5	0	0	0	2	0	2	4.0	5	1	1	1	1	0	1	1	The sun rose over the horizon, painting the sky with the colors of dawn.	0
14	1	2	0	0	0	3	4	0	0	0	2	0	2	3.0	5	1	1	1	1	0	1	1	The sun rose in the east, casting long shadows across the fields.	0
15	1	1	2	1	0	0	0	0	4	0	2	1	2	2.0	6	1	0	2	1	1	1	2	Even though she tried hard, she couldn't finish it on her own.	0
8	0	1	0	0	0	2	2	0	0	0	1	0	2	3.0	4	1	1	2	0	0	0	2	The rain arrived without any wind blowing.	0
17	0	1	3	0	0	1	2	0	3	0	2	2	3	4.0	9	2	0	2	1	2	1	2	  Even though she always planned on going to the library, she never made it today.	0
16	1	2	1	0	0	3	4	0	1	0	2	0	2	3.0	6	1	1	1	1	0	1	1	The sun rose early on that day, illuminating the clouds with its golden hue.	0
9	1	1	0	0	0	2	2	0	0	0	2	0	1	2.0	4	0	0	1	0	0	0	1	 > The rain fell in a quiet drizzle.	0
16	2	1	1	0	0	2	4	0	2	0	2	0	2	3.0	10	1	1	2	1	0	1	2	The little girl kicked her ball across the playground, its red dots bouncing joyously.	1
22	3	2	1	0	0	3	4	0	3	0	2	1	3	4.0	9	2	2	2	2	0	2	2	The little birds flew away, singing their songs for their dear mother while they chased each other through the forest.	1
15	0	1	1	0	0	0	2	0	4	0	3	1	3	3.0	4	2	1	2	1	1	1	2	After he arrived, his dog jumped over him, wagging its tail happily.	1
9	0	0	1	0	0	2	2	0	0	0	1	1	2	3.0	5	1	1	2	0	0	0	2	 The dog barked loudly after the children arrived.	1
14	0	1	1	0	0	4	4	0	0	0	1	1	2	3.0	9	1	1	2	1	0	1	2	The dog chased the ball across the field after the children returned home.	1
14	0	1	1	0	1	2	3	0	1	0	2	0	3	4.0	5	1	1	1	1	0	1	1	The dog ran through the park, barking loudly and chasing its tail.	1
15	1	2	0	0	0	3	4	0	1	0	2	0	2	3.0	7	1	1	2	0	0	0	2	The girl ran down the hill, her laughter echoing through the quiet forest.	1
17	2	1	1	0	0	3	5	0	1	0	2	0	2	4.0	5	1	1	2	1	0	1	2	The little dog chased the bright butterfly, its wings flickering excitedly beneath the afternoon sun.	1
22	2	2	0	0	0	5	5	0	1	0	2	0	4	4.0	11	3	3	0	1	0	1	0	There was a peaceful breeze blowing through the park that day, lifting the leaves to dance in the gentle sunlight.	1
19	0	2	1	0	1	0	5	0	4	0	1	1	3	4.0	9	2	2	2	0	0	0	2	My sister and I went swimming in our aunt's backyard pool after she got home from work.	1
11	1	2	0	0	0	3	3	0	0	0	1	0	1	3.0	5	0	0	1	0	0	0	1	The girl with the blue dress ran down the street.	1
17	1	2	1	0	0	3	4	0	1	0	1	0	3	4.0	9	2	1	2	0	1	0	2	The boy who jumped in the lake last summer finally returned to the lake to swim.	1
14	0	2	0	0	0	2	2	0	1	0	2	1	4	4.0	5	3	2	2	0	1	0	2	The girl jumping into the lake coughed, looking up as she laughed.	1
17	2	2	0	1	0	3	5	0	1	0	2	0	1	4.0	6	1	0	2	0	1	0	2	The girl dancing under the moonlight was beautiful, her dance a magical symphony of colors.	1
1	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0	0	0	0	.	1
19	0	2	1	0	1	4	5	0	0	0	2	0	4	4.0	6	1	1	1	1	0	1	1	The baby jumped happily into the lake, taking a dip and holding onto a floating lily pad.	1
11	2	1	1	0	0	2	3	0	0	0	1	0	1	2.0	7	0	0	1	0	0	0	1	 The child played beautifully last evening under the starry sky.	1
14	1	1	1	0	0	2	4	0	0	0	2	0	3	4.0	5	2	2	2	1	0	1	2	The sun rose, casting long shadows across the field where flowers bloomed.	1
13	2	1	0	0	0	3	4	0	0	0	1	0	2	2.0	8	0	0	1	1	0	1	1	The young artist completed an intricate mosaic on the decaying stone wall.	1
16	0	0	2	0	1	2	3	0	3	0	2	0	3	3.0	7	0	0	1	4	0	4	1	She wrote him a love letter, then took the box and closed it tightly.	1
21	2	3	0	0	0	4	7	0	1	0	2	0	2	4.0	10	1	1	1	2	0	2	1	 The dog chased his ball through the meadow, leaving a trail of muddy paw prints on the green grass.	1
21	1	2	0	0	1	3	7	0	1	0	2	0	3	5.0	8	1	1	1	1	0	1	1	My pet cat chased the butterflies in the meadow today, jumping and dancing in the sun's warm rays.	1
13	0	1	1	0	0	3	3	0	0	0	2	0	3	4.0	6	2	2	2	0	0	0	2	The cat sat quietly on the windowsill, watching the birds sing.	1
12	1	0	1	0	0	1	3	0	2	0	2	0	2	4.0	5	1	1	2	1	0	1	2	The dog chased her ball, its fluffy tail swaying gently.	1
13	1	1	1	0	0	2	3	0	1	0	2	0	2	3.0	5	1	1	1	1	0	1	1	The young child skipped away, kicking a butterfly with his toy.	1
20	0	1	1	0	0	3	4	0	2	0	4	1	4	5.0	6	3	3	3	1	0	1	3	The dog ran through the grass, chasing the cat, as they played together, its fur glistening.	1
11	0	1	0	0	0	3	3	0	1	0	1	0	2	4.0	3	1	1	2	2	0	2	2	The cat chased a mouse that scampering up a tree.	1
15	0	2	0	0	0	4	5	0	0	0	2	0	2	3.0	8	1	1	1	1	0	1	1	The cat chased a butterfly through the sunflower garden, landing upon a daisy.	1
12	1	0	1	1	0	2	3	0	1	0	2	0	1	4.0	3	1	1	2	1	0	1	2	Sure thing, here's a sentence that meets the requirements:  The blue bird sang a melody, adding a refreshing note to the tranquil atmosphere.	1
9	0	1	0	0	0	3	3	0	0	0	1	0	1	2.0	5	0	0	1	1	0	1	1	The cat chased the bird through the trees.	1
13	0	0	1	1	0	1	2	0	2	0	4	0	1	2.0	7	0	0	2	1	0	1	2	"Sure, the sentence is ""She left her keys behind."""	1
11	0	2	0	0	0	3	3	0	1	0	1	0	1	2.0	8	0	0	1	1	0	1	1	She put the book on the table with the pen.	1
22	0	4	0	0	0	5	5	0	2	0	2	1	3	4.0	8	2	2	2	2	0	2	2	The child chased the ball through the backyard, kicking it up in the air before it landed in the pond.	1
17	2	3	0	0	0	3	4	0	1	0	2	0	2	3.0	5	1	1	2	0	0	0	2	The old clock on the wall rang, its chimes ringing out as a melodious serenade.	1
20	1	4	0	0	0	5	5	0	1	0	2	0	2	4.0	8	1	1	1	1	0	1	1	The dog chased after a ball across the park, leaving a wet trail on the grass behind it.	1
9	0	1	0	1	0	1	2	1	0	0	2	0	0	3.0	7	0	0	1	0	0	0	1	Sure, a sentence with two objects is: The dog barked to her child after dinner.	1
13	0	1	1	0	0	3	3	0	1	0	2	0	2	2.0	8	1	1	1	2	0	2	1	The boy chased the dog around the tree, finally catching it.	1
14	0	1	0	1	0	3	4	0	0	0	2	1	2	3.0	4	1	0	2	1	1	1	2	After the rain had stopped, the children chased butterflies across the meadow.	1
20	3	2	0	0	1	1	5	0	4	0	2	0	2	4.0	8	1	1	1	2	0	2	1	She wrote a heartfelt letter to her grandmother, expressing her deep gratitude for her unwavering love and support.	1
27	1	4	0	0	3	2	6	0	4	0	3	0	4	6.0	6	1	1	1	2	0	2	1	 Despite the chaos of the day, we remained calm and collected, keeping our wits about us and achieving our goals with grace and determination.	1
23	2	2	2	0	0	2	5	0	3	0	2	0	5	5.0	8	3	2	2	2	1	2	2	The old man who lives next door just finished mowing his lawn, leaving a trail of neatly trimmed grass behind him.	1
9	0	1	0	0	0	3	3	0	0	0	1	0	1	2.0	5	0	0	1	1	0	1	1	The cat chased the butterfly across the flowers.	1
22	4	3	0	0	0	3	5	0	2	0	3	0	2	5.0	9	1	1	2	1	0	1	2	They chased the playful kitten, its fur turning bright brown with excitement, down a hidden path behind a tree.	1
18	1	1	0	2	0	4	4	0	0	0	4	0	1	2.0	10	0	0	2	1	0	1	2	"Sure, the sentence would be ""The young boy kicked the ball into the lake."" It has one postverbal object, ""the ball."""	1
19	1	2	0	0	0	5	7	0	0	0	2	0	2	3.0	8	1	1	1	2	0	2	1	The dog chased a ball up the hill yesterday, leaving a wet paw print on the tree.	1
13	3	1	0	0	0	3	4	0	0	0	1	0	1	2.0	8	0	0	1	1	0	1	1	The old tree cast a majestic shadow over the bustling city square.	1
17	1	2	0	0	0	3	5	0	1	0	2	0	2	4.0	8	1	1	1	1	0	1	1	 The cat leaped onto the rooftop, catching the fish's attention with its sleek form.	1
13	0	1	1	0	0	2	3	0	1	0	2	0	3	4.0	5	2	2	1	2	0	2	1	The dog barked softly after dinner, watching me prepare the meal.	1
17	0	3	1	0	0	4	4	0	0	0	2	0	3	3.0	7	2	2	1	0	0	0	1	The cat sat on the bench, looking up at the sky at the birds singing.	1
16	0	1	0	1	0	3	3	0	0	0	2	1	5	4.0	4	2	1	1	1	1	1	1	 Despite being exhausted, the adventurer found the lost artifact hidden behind a crumbling pillar.	1
20	3	2	0	2	1	2	4	1	1	0	2	0	1	3.0	7	1	1	0	1	0	1	0	Without any other context or direction, it would be impossible to write a sentence with 2 postverbal objects.	2
14	0	1	1	0	1	1	3	0	1	1	2	0	3	4.0	5	1	1	1	2	0	2	1	John played guitar and sang along, captivating the audience in his performance.	2
16	1	2	1	0	1	2	5	0	0	0	2	0	2	5.0	5	1	1	1	1	0	1	1	The birds sang beautifully, painting the sky with vibrant postpojects of gold and blue.	2
20	2	2	1	0	1	3	5	1	1	0	2	0	2	5.0	8	1	1	2	1	0	1	2	The flowers swayed gently over the lake, their fragrance filling the air with two sweet and fragrant scents.	2
22	2	3	0	0	0	5	6	0	1	0	2	0	3	4.0	9	1	1	2	1	0	1	2	The birds soared above the shimmering sea, their graceful wings painting the sky with the hues of the rising sun.	2
13	0	1	1	0	1	2	2	0	0	2	2	0	2	3.0	5	1	1	1	1	0	1	1	John and Mary sat together, reading a book at the library.	2
26	2	3	1	0	1	4	7	0	1	0	3	0	3	3.0	8	1	1	1	1	0	1	1	Despite the storm's fury and deafening soundwaves, the lone eagle soared high over the city, scattering its feathers amidst the towering skyscrapers.	2
24	2	3	1	0	1	4	6	0	1	0	3	0	3	7.0	4	2	2	2	0	0	0	2	The rain pattered down, landing in the shimmering ponds, its reflection dancing around a vibrant bird and a field of dandelions.	2
31	3	3	0	0	0	7	9	1	1	0	3	0	4	7.0	8	2	2	2	3	0	3	2	The bird built a nest above the rushing river, casting two beautiful feathers in the flowing water, a mesmerizing spectacle that drew the attention of the many onlookers.	2
14	1	2	1	0	1	1	2	0	2	1	1	0	2	3.0	8	0	0	1	1	0	1	1	He went on a date with Sarah and then saw his best friend.	2
20	4	2	0	1	1	2	4	0	2	0	2	0	1	3.0	8	0	0	1	1	0	1	1	Despite her strong physique and unwavering spirit, she could not defeat the evil sorcerer in the magical realm.	2
10	0	1	0	0	0	3	4	0	0	0	1	0	1	2.0	6	0	0	1	1	0	1	1	The cat chased the butterflies through the apple trees.	2
14	0	2	0	0	1	3	4	0	1	0	1	0	2	3.0	5	0	0	1	1	0	1	1	The child ran to the store and bought a toy for their sister.	2
11	0	1	0	0	0	2	3	1	2	0	1	0	1	2.0	8	0	0	1	2	0	2	1	She chased her two children to the park that day.	2
15	1	1	0	0	0	2	3	1	2	0	2	0	3	4.0	7	2	2	2	2	0	2	2	She wrote two letters addressed to her friends, each containing a different postpositive.	2
16	0	2	0	0	1	4	5	0	0	0	1	0	3	4.0	5	1	0	1	1	1	1	1	The cat chasing the mice leaped across the stream and dove under a willow tree.	2
32	3	5	2	1	1	3	7	1	2	0	1	1	4	5.0	11	2	2	2	0	0	0	2	One young girl ran away with a precious toy in her pocket and then hid in the park under the big oak tree while waiting to be reunited with her friend.	2
10	0	1	0	0	0	2	3	1	1	0	1	0	1	2.0	6	0	0	1	2	0	2	1	The dog chased her two cats around the park.	2
9	0	1	0	0	0	2	3	0	1	0	1	0	1	2.0	6	0	0	1	1	0	1	1	They chased the butterflies across the moonlit fields.	2
19	0	2	0	0	1	3	6	0	1	0	2	1	3	4.0	6	2	2	2	1	0	1	2	The birds flew to the garden, bringing twigs and worms as they settled in the morning dew.	2
13	0	1	0	0	0	4	4	0	1	0	1	0	2	4.0	5	1	0	2	2	1	2	2	The boy who chased the dog chased the cat around the corner.	2
16	1	2	0	0	1	2	4	0	1	0	2	0	3	5.0	6	2	2	1	1	0	1	1	He danced with laughter and joy, sending the colorful flowers scattering across the stage.	2
26	2	4	1	0	0	5	8	0	1	0	2	0	3	6.0	7	1	1	2	2	0	2	2	The birds built a magnificent nest on the branch of a towering oak, each one meticulously crafting pieces of delicate metalwork for their home.	2
11	0	1	1	0	0	2	2	0	0	0	2	1	2	3.0	3	1	1	1	0	0	0	1	  **The dancers swayed gracefully while dancing in the moonlight..	2
24	2	3	2	0	0	5	6	0	0	0	2	1	3	4.0	10	2	2	2	1	0	1	2	The leaves rustle softly on the quiet pond, casting long shadows on the surface while the sun slowly dips below the horizon.	2
14	0	2	0	0	1	3	3	1	0	0	1	0	3	5.0	4	1	1	1	0	0	0	1	The leaves shimmered and danced between the two birds singing from the trees.	2
19	1	3	0	0	1	4	5	0	1	0	2	0	2	3.0	13	1	1	1	1	0	1	1	The boy ran, throwing the ball in the air to both his siblings at the same time.	2
18	0	2	0	1	1	2	3	0	4	0	1	1	3	4.0	7	1	1	2	2	0	2	2	They walked their dogs to the beach and fed them while they were playing in the waves.	2
16	1	2	0	0	1	2	6	1	0	0	2	0	1	4.0	10	0	0	1	1	0	1	1	 **The dancing lady threw two bouquets of sunflowers and marigolds at the bewildered bystanders.**	2
16	1	3	0	0	0	4	5	1	0	0	1	0	1	4.0	5	0	0	1	0	0	0	1	The birds sing at the two birds on the branches of the old oak tree.	2
22	2	2	1	0	1	4	6	0	1	0	2	0	3	6.0	7	2	2	2	2	0	2	2	The birds sing cheerfully in the lush gardens, providing a melodious duet that fills the air with joy and serenity.	2
15	2	2	0	0	0	3	4	1	0	0	2	0	1	5.0	3	0	0	1	1	0	1	1	The painter applied two delicate brushes, each laden with a shade of ochre.	2
12	0	1	0	0	1	3	3	0	1	0	1	0	2	3.0	5	0	0	1	2	0	2	1	She kissed the boy and left the flowers with the bird.	2
27	3	3	1	0	1	4	6	0	2	0	2	1	4	6.0	7	2	2	3	0	0	0	3	The birds soared effortlessly amidst the shimmering blue waters, their cries echoing across the tranquil lake as they danced and played amongst the lily pads.	2
11	0	1	0	0	1	3	3	0	0	1	1	0	1	3.0	8	0	0	1	1	0	1	1	John brought a book and a pen to the library.	2
13	0	1	1	0	0	3	3	0	0	0	2	0	3	3.0	5	2	2	1	1	0	1	1	The cat sat beside the dog, watching the clouds drift past.	2
10	0	2	0	0	0	3	3	0	0	0	1	0	1	2.0	6	0	0	1	0	0	0	1	The birds sing under the trees after the storm.	2
24	1	2	1	0	1	6	7	0	1	0	2	0	3	5.0	10	2	2	2	3	0	3	2	The rain gently washed the car and the leaves from the trees, creating a beautiful symphony that filled the park with life.	2
18	2	2	1	0	0	3	6	0	0	0	2	0	2	4.0	6	1	1	1	1	0	1	1	The dancing shadows danced between the sleeping trees, casting eerie shadows on the mossy ground below.	2
22	1	3	0	0	0	5	6	0	1	0	2	1	2	4.0	18	1	1	2	1	0	1	2	   _The children laughed as they built a treehouse in the forest, under the shade of a giant oak tree._	2
9	0	1	0	0	1	2	2	0	0	0	1	0	2	3.0	3	0	0	1	0	0	0	1	The birds sang and flew in the twilight.	2
17	1	1	2	0	0	2	4	0	1	0	3	0	3	4.0	5	2	2	2	1	0	1	2	The young musicians sat quietly, their instruments glowing brightly, composing music for the festival.	2
15	1	0	0	1	0	2	2	0	3	0	2	1	2	4.0	7	2	2	2	3	0	3	2	They were unable to give her a ride, as she had no cars.	2
20	0	3	1	0	0	3	5	0	2	0	2	0	3	3.0	9	2	2	1	2	0	2	1	The boy chased the butterflies across the fields after school, bringing them home for his parents to watch.	2
21	0	2	0	0	0	2	4	0	2	1	5	0	4	6.0	10	2	2	2	2	0	2	2	"Sure, consider the following sentence: ""The boy who walked with his dog went shopping on Saturday""."	2
10	1	1	0	0	1	1	2	0	0	2	1	0	1	3.0	5	0	0	1	0	0	0	1	John and Mary went to the concert last night.	2
19	1	2	2	0	0	2	5	0	1	0	2	1	3	4.0	6	2	2	2	1	0	1	2	A flock of birds gracefully soared across the sky, carrying precious gemstones as their wings spread wide.	2
16	0	2	2	0	1	2	3	0	2	0	2	0	2	3.0	10	1	1	1	1	0	1	1	You jumped over the rainbow and down to the sea, taking your keys along.	2
12	2	0	2	0	1	2	2	0	0	0	1	0	2	3.0	4	0	0	1	1	0	1	1	The young musicians played flawlessly and generated an amazing melody together.	2
10	0	0	0	0	1	0	1	1	2	0	1	1	3	3.0	5	1	1	2	1	0	1	2	She baked two cookies while he sat and watched.	2
21	4	3	1	0	0	4	5	0	0	0	2	0	2	4.0	11	1	1	1	1	0	1	1	The beautiful flowers danced gracefully through the enchanted garden amidst the vibrant petals, leaving a lingering scent of happiness.	3
21	2	3	0	0	1	3	6	0	1	0	2	0	3	4.0	8	2	2	1	1	0	1	1	The woman with sparkling eyes and her beautiful smile sat on the bench, watching children play in the sunshine.	3
15	2	0	1	0	1	3	3	0	1	0	3	0	1	3.0	11	0	0	2	1	0	1	2	She left the groceries behind, the dishes unwashed, and the flowers dead.	3
20	1	1	0	0	1	3	5	0	1	0	3	1	4	3.0	12	2	2	2	3	0	3	2	The children chased the birds, carrying feathers and dropping nuts, as they raced through the leafy meadow.	3
16	3	0	0	0	1	1	3	1	3	0	1	0	2	3.0	10	1	1	1	3	0	3	1	She gave him three beautiful paintings and a charming scarf to brighten his gloomy week.	3
16	0	1	1	0	2	1	2	0	0	3	2	0	3	3.0	5	1	1	1	1	0	1	1	John, Sarah and Mark jumped onto the field and began to play hopscotch together.	3
20	1	3	0	0	2	3	5	0	1	0	2	0	3	5.0	5	1	1	1	0	0	0	1	  The children danced around the trees, laughing and playing with the colorful flowers and butterflies in their hands.	3
23	2	4	1	0	0	4	7	0	0	0	2	0	3	5.0	7	2	2	1	1	0	1	1	The dancing creatures soared gracefully among the shimmering clouds, delivering secrets from distant worlds to a village hidden among the mountains.	3
19	2	3	0	0	0	4	6	0	0	0	2	0	2	4.0	8	1	1	1	2	0	2	1	The painter added colorful paints to the flowers, leaving a stunning trail of beauty across the meadow.	3
25	3	2	0	0	0	4	6	0	1	0	5	0	4	5.0	7	3	2	1	3	1	3	1	The vibrant butterflies, scattered across the sky, fluttered their wings, illuminating the lush meadow, painting a beautiful panorama of wonder.	3
22	2	1	1	2	0	3	4	0	1	0	3	1	4	5.0	6	3	3	2	2	0	2	2	The birds were flying around the lake, singing beautifully, after they had finished a long day eating aquatic plants.	3
14	0	2	0	0	0	3	5	0	0	0	2	0	2	3.0	5	1	1	1	1	0	1	1	The bees danced across the meadow, casting shadows on the dancing flowers.	3
24	2	3	0	0	2	4	9	0	0	0	2	0	2	5.0	9	1	1	1	2	0	2	1	 The artist added colorful strokes to the portrait, framing the stern eyes and sharp nose with an aura of intrigue and mystery.	3
22	0	3	0	0	1	5	7	0	2	0	3	0	1	4.0	10	0	0	1	1	0	1	1	 She left her keys on the table, the papers on the chair, and the phone on the window sill.	3
14	1	1	1	0	0	2	3	0	2	0	1	1	2	3.0	7	1	1	2	1	0	1	2	The birds soared effortlessly into the sunset as they sang their enchanting melodies.	3
21	2	3	0	0	0	3	8	0	1	0	2	0	2	4.0	9	1	1	1	2	0	2	1	The dancing butterflies painted their petals with vibrant colors, creating a dazzling tapestry of beauty in the twilight sun.	3
21	0	3	0	0	1	6	6	0	1	0	3	0	1	4.0	13	0	0	1	1	0	1	1	She left the painting on the table, the flowers in the vase, and the keys under the door.	3
17	2	2	0	0	0	4	5	0	0	0	2	0	2	3.0	9	0	0	1	1	0	1	1	The dancing children chased the shimmering butterflies across the magical, floating garden in the sky.	3
16	0	1	0	0	1	2	7	0	1	0	3	0	1	3.0	8	0	0	1	1	0	1	1	She baked a cake with chocolate cake, vanilla cake, and a raspberry topping.	3
25	1	3	0	0	0	5	7	1	1	0	3	0	4	4.0	10	3	3	2	2	0	2	2	We sat on the shore, watching the waves crash against the shore, each wave leaving three spray rings on the sandy beach.	3
17	2	1	0	0	0	2	3	0	3	0	3	0	3	4.0	4	2	2	2	3	0	3	2	The old, forgotten books filled the shelves, whispering secrets to those who sought them.	3
23	3	3	1	0	0	3	7	0	2	0	2	0	2	3.0	11	1	1	1	1	0	1	1	The girl danced elegantly to the tune of her beloved violin music, performing a captivating solo in her grand living room.	3
17	1	2	0	0	0	3	5	0	1	0	2	0	2	3.0	8	1	1	1	1	0	1	1	The boy ran through the park's dense foliage, kicking a ball with his friends.	3
15	1	1	0	1	0	1	2	1	4	0	1	0	3	5.0	3	2	2	3	3	0	3	3	I'd create 3 beautiful gardens that bring joy to all who visit them.	3
21	4	2	0	1	1	3	6	0	1	0	1	0	1	4.0	9	1	0	1	0	1	0	1	The young artists' creative sculptures displayed in the ancient ruins were a captivating display of their ingenuity and artistry.	3
