n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	n_obj_post.1	n_subj_pre.1	sentence	subj_pre_constraint
20	0	1	0	2	0	4	4	0	1	0	1	1	3	4.0	11	2	2	2	2	0	2	2	None.	0
23	1	2	0	1	0	4	5	1	1	0	2	1	4	6.0	15	3	3	1	1	0	1	1	There is no solution given to generate a sentence from the context with 0 preverbal subjects, as no context is provided.	0
22	1	2	1	1	0	4	4	0	2	0	2	0	4	5.0	12	1	1	1	1	0	1	1	There are no such phrases in this context, so I cannot generate the requested sentence based on the context.	0
27	1	2	1	2	0	4	5	1	3	0	2	0	5	6.0	21	1	1	2	2	0	2	2	There are no provided examples of a sentence with 0 preverbal subjects that would complete the task, so I cannot generate the requested output.	0
14	0	2	0	1	0	3	3	1	1	0	1	0	1	3.0	9	0	0	2	1	0	1	2	None.	0
20	3	1	0	2	0	2	4	1	1	0	1	1	2	4.0	12	2	2	2	2	0	2	2	I am unable to generate a sentence with 0 preverbal subjects as the context does not provide further information.	0
20	1	1	1	1	0	3	3	0	2	0	2	1	4	3.0	13	1	1	1	1	0	1	1	There are no preverbal subjects in the given instruction, so I cannot generate a sentence as requested.	0
6	0	0	0	0	0	1	1	0	1	0	1	0	2	2.0	2	1	1	0	0	0	0	0	There is no task provided.	0
12	0	1	0	0	0	3	3	0	2	0	1	0	2	5.0	3	1	1	1	1	0	1	1	There are no solutions that meet the requirements of the task.	0
22	1	1	1	1	0	3	4	0	3	0	2	1	4	5.0	15	2	2	2	2	0	2	2	There are no examples of sentences that follow the initial instruction, so I cannot create a response as requested.	0
10	0	2	0	0	0	2	3	0	1	0	1	0	1	4.0	3	0	0	0	0	0	0	0	There are a wealth of references on that issue.	0
11	2	2	0	0	0	1	3	0	1	0	1	0	1	4.0	4	0	0	0	0	0	0	0	There are a wealth of studies on global political discourse.	0
9	0	1	0	0	0	2	2	0	1	1	1	0	1	3.0	4	0	0	0	0	0	0	0	There are no references on the SpaceX ship.	0
11	0	2	0	0	0	3	3	0	1	0	1	0	1	3.0	8	0	0	0	0	0	0	0	There are no references on the air in this context.	0
26	1	1	0	3	0	3	5	1	4	0	2	1	4	7.0	10	3	3	4	3	0	3	4	I cannot create a response that includes 0 verbal prefixes, as no sentence will be created by me that follows the task specifications.	0
32	1	3	1	2	0	6	7	1	1	0	2	1	5	6.0	19	2	2	2	3	0	3	2	The provided context does not specify the completion of an instruction about creating a sentence with 0 preverbal subjects, so I cannot generate a response based on the context.	0
11	1	1	0	0	0	2	2	0	1	0	1	0	2	4.0	3	1	1	0	0	0	0	0	There are no relevant resources to provide in this context.	0
7	1	1	0	0	0	0	1	0	1	1	1	0	1	3.0	2	0	0	0	0	0	0	0	There are several books about Chernobyl.	0
24	2	1	0	3	0	4	4	1	1	0	2	1	3	5.0	13	3	3	2	2	0	2	2	I am unable to generate a sentence with 0 preverbal subjects, as no context can be provided to create such a sentence.	0
17	1	2	0	0	0	3	4	1	2	0	1	0	3	6.0	4	1	1	1	1	0	1	1	There are no tasks with the required premise that generate a sentence with 0 preverbal subjects.	0
27	0	0	0	4	1	4	4	0	3	0	2	1	6	5.0	14	3	3	4	3	0	3	4	None.	0
16	2	1	0	0	2	0	5	0	1	1	2	0	1	5.0	5	0	0	0	0	0	0	0	There are many books, movies and other sources on Chernobyl's history and effects.	0
13	2	1	0	1	0	1	2	1	1	0	1	0	1	3.0	6	1	1	1	1	0	1	1	I'm not able to generate a sentence with 0 preverbal subjects.	0
18	1	1	0	0	0	2	5	1	1	0	1	0	5	7.0	9	3	3	0	2	0	2	0	There are no solutions to create sentences using 0 preverbal subjects according to the provided task description.	0
18	1	1	1	1	0	3	3	0	2	0	1	1	3	5.0	7	2	2	2	2	0	2	2	I am unable to generate the requested sentence as it explicitly specifies the context of the task.	0
25	2	3	1	2	0	5	5	0	1	0	2	1	2	3.0	17	1	1	2	1	0	1	2	None.	0
24	3	2	1	0	0	4	4	0	2	2	2	0	4	7.0	18	2	2	0	0	0	0	0	There are no available references on a planet located within a star named Black Hole Johnson, so there are no relevant solutions.	0
14	2	1	0	2	0	1	2	1	2	0	1	0	2	4.0	4	1	1	1	0	0	0	1	There is no such sentence that could be generated with 0 preverbal subjects.	0
10	1	1	0	0	0	1	2	1	1	0	1	0	2	4.0	4	1	1	0	0	0	0	0	There are no solutions generated with 0 preverbal subjects.	0
10	0	2	0	0	0	2	2	0	1	1	1	0	1	4.0	3	0	0	0	0	0	0	0	There are no references on the topic of Chernobyl.	0
23	0	1	0	2	0	5	5	0	1	0	1	1	4	5.0	11	3	3	2	3	0	3	2	None.	0
15	1	2	0	1	0	2	3	1	1	0	1	0	2	2.0	10	0	0	1	1	0	1	1	None.	0
9	0	1	0	0	0	2	2	0	1	0	1	0	2	3.0	3	0	0	0	0	0	0	0	There is no solved example of the task.	0
8	0	1	0	1	0	1	1	0	1	1	1	0	1	2.0	4	0	0	1	1	0	1	1	They are taking delivery in the U.S.	1
25	1	3	0	2	0	3	5	0	4	0	1	0	5	5.0	11	4	4	4	2	0	2	4	They will ensure they keep track of the emails they have sent in case they need to retrace the conversation at a later time.	1
9	0	0	0	2	0	1	1	0	2	0	1	0	1	2.0	4	0	0	1	2	0	2	1	They will not be charging me any money.	1
9	0	1	0	1	0	1	3	0	1	0	1	0	1	3.0	3	0	0	1	1	0	1	1	They were considering a change in payment methods.	1
7	0	0	0	2	0	1	1	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The email cannot be accessed.	1
16	1	2	0	1	0	2	3	1	2	0	1	0	2	3.0	9	1	1	2	1	0	1	2	None.	1
9	0	0	1	1	0	0	0	1	2	0	1	0	1	2.0	4	0	0	1	2	0	2	1	They were about to charge me $129.	1
21	2	1	0	1	1	3	3	1	2	0	1	1	3	6.0	6	2	2	2	2	0	2	2	I am unable to generate the requested sentence as it requires a complete task and not a part of one.	1
9	0	1	0	2	0	1	1	0	1	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The email cannot be opened by me.	1
11	1	2	0	1	0	2	2	0	1	0	1	0	1	3.0	4	0	0	1	0	0	0	1	The email is prohibited for any other use by you.	1
10	0	1	0	2	0	0	1	1	2	0	1	0	1	2.0	5	0	0	1	1	0	1	1	They will be charged $129 for their shipping.	1
18	1	1	0	2	0	1	2	0	4	0	2	1	2	3.0	10	2	2	2	2	0	2	2	They will not allow anyone to access their email at this address, as it is unsafe.	1
16	0	1	1	1	0	1	2	0	3	0	1	0	4	5.0	6	3	3	2	1	0	1	2	They were going to make an appointment on my behalf that never came to pass.	1
27	1	3	0	2	0	2	5	1	4	0	2	1	4	6.0	10	3	3	2	2	0	2	2	They will have to update their information for the government, as they were charged $129 for a questionable charge taken on their credit card.	1
16	1	1	1	2	0	3	3	0	0	0	1	1	2	4.0	4	1	1	1	1	0	1	1	The email cannot be accessed by any other means than directly attaching the file.	1
8	0	1	0	1	0	1	1	0	1	1	1	0	1	2.0	4	0	0	1	1	0	1	1	They are taking delivery in the U.S.	1
15	2	2	0	2	0	2	2	0	2	1	1	0	1	3.0	6	0	0	1	1	0	1	1	They will be sending the package on their next delivery to the United States.	1
10	2	1	0	1	0	1	2	0	1	0	1	0	1	2.0	6	0	0	1	1	0	1	1	They will handle all legal matters with utmost seriousness.	1
8	0	1	0	1	0	1	1	0	1	1	1	0	1	2.0	4	0	0	1	1	0	1	1	They are taking delivery in the U.S.	1
14	0	1	0	1	0	2	4	0	2	0	1	0	2	4.0	4	1	1	1	2	0	2	1	They will update the records to reflect the change in their gas usage.	1
7	0	1	0	1	0	1	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	None was provided in the context.	1
55	1	3	1	4	7	4	15	0	2	0	5	0	10	8.0	17	3	3	2	5	0	5	2	We are not allowed to share or promote information in the email in any way that would be used to take or reveal personally identifiable information, disclose trade secrets or sensitive information and would jeopardize the privacy, reputation or business reputation, or threaten the life, health and safety of individuals.	1
8	0	1	0	1	0	1	1	0	1	1	1	0	1	2.0	4	0	0	1	1	0	1	1	They are taking delivery in the U.S.	1
19	1	1	0	4	0	3	3	0	0	0	1	1	3	4.0	6	2	2	2	1	0	1	2	No such sentence could be generated since the context does not provide a subject to be combined with.	1
15	2	1	0	2	0	1	2	1	2	0	1	0	1	3.0	7	1	1	1	1	0	1	1	They will not be able to access their account for the next three months.	1
15	2	2	0	1	0	2	3	1	1	0	1	0	1	3.0	9	1	1	1	1	0	1	1	I'm unable to generate a sentence with 1 preverbal subject from the context.	1
17	2	1	0	1	1	2	3	0	2	0	1	0	2	4.0	6	1	1	1	2	0	2	1	They have instructed me not to provide any further information or insights into this particular task.	1
6	0	0	0	1	0	1	1	0	1	0	1	0	1	2.0	2	0	0	1	1	0	1	1	They must prepare the contract.	1
8	0	0	1	2	0	0	1	0	2	0	1	0	1	2.0	4	0	0	1	1	0	1	1	They must have already paid their bill.	1
9	0	0	1	1	0	0	0	1	2	0	1	0	1	2.0	4	0	0	1	2	0	2	1	They were about to charge me $129.	1
20	1	1	0	3	0	3	3	0	3	0	2	1	2	4.0	8	1	1	2	3	0	3	2	They must not have sent me the email, as they are prohibiting any other use of the email.	1
11	1	1	0	1	0	2	2	0	1	0	1	0	1	2.0	6	0	0	1	1	0	1	1	They will not accept any further orders at this time.	1
27	3	1	0	2	0	4	5	0	1	0	1	1	5	8.0	9	3	3	2	3	0	3	2	I cannot complete the task because the provided context is not sufficient to derive the number of preverbal subjects necessary to generate the desired sentence.	1
8	0	1	0	1	0	1	1	0	1	1	1	0	1	2.0	4	0	0	1	1	0	1	1	They are taking delivery in the U.S.	1
15	1	2	0	1	0	2	3	1	1	0	1	0	2	3.0	10	0	0	1	1	0	1	1	I cannot create a sentence with one preverbal subject from the given context.	1
12	1	1	0	1	0	1	2	1	1	0	2	0	1	2.0	6	0	0	1	1	0	1	1	Sure, I can generate a sentence with 1 preverbal subject.	1
25	0	4	0	3	1	5	5	0	2	0	3	0	2	3.0	16	0	0	2	1	0	1	2	They have made no changes to that section, and as a result, no updates will be communicated to them at this time.	1
8	0	1	0	1	0	1	1	0	1	1	1	0	1	2.0	4	0	0	1	1	0	1	1	They are taking delivery in the U.S.	1
8	0	0	0	1	0	0	0	1	2	0	1	0	1	2.0	3	0	0	1	2	0	2	1	They will not charge me $129.	1
10	0	2	0	1	0	1	2	0	1	1	1	0	1	2.0	6	0	0	1	1	0	1	1	They are taking delivery by ship to the U.S.	1
9	0	0	1	1	0	1	1	0	1	0	1	0	2	3.0	3	1	1	1	1	0	1	1	They were preparing to bring the package over.	1
10	1	0	0	2	0	0	0	1	2	0	1	0	1	3.0	3	1	1	1	2	0	2	1	They will be able to charge me $129.	1
21	2	2	0	1	0	2	6	0	1	1	1	0	3	6.0	9	2	2	1	2	0	2	1	They will implement new safety standards for the gas system to mitigate the risks associated with Enron's faulty practices.	1
10	0	1	0	1	0	2	2	0	1	0	1	0	1	3.0	3	0	0	1	1	0	1	1	They will not allow any use of the email.	1
15	1	1	0	1	1	0	3	0	2	0	2	1	3	3.0	6	1	1	1	2	0	2	1	They must submit their report on time or face potential penalties, as instructed.	1
17	1	0	0	3	0	1	1	0	4	0	2	1	2	4.0	7	2	2	2	3	0	3	2	They will not be able to charge me anything, as they are receiving the package.	1
8	0	1	0	1	0	1	1	0	1	1	1	0	1	2.0	4	0	0	1	1	0	1	1	They are taking delivery at the U.S.	1
12	1	2	0	1	0	2	2	0	2	0	1	0	1	3.0	8	0	0	1	1	0	1	1	They have prohibited any other use of the email by you.	1
8	0	1	0	1	0	1	1	0	1	1	1	0	1	2.0	4	0	0	1	1	0	1	1	They are taking delivery in the US.	1
17	1	2	0	1	0	2	4	0	2	0	1	0	3	4.0	7	1	1	1	1	0	1	1	It is prohibited to use the email address for any other purpose than its intended purpose.	1
19	0	1	1	2	0	2	4	0	1	0	3	0	4	3.0	7	0	0	2	1	0	1	2	None of the given instructions are solved examples, therefore, I cannot generate the required sentence.	2
18	0	2	0	1	1	2	5	0	2	0	1	0	3	4.0	6	1	1	2	1	0	1	2	The sun has spoken with clouds and he plans to make his way to the mountain top.	2
9	0	1	0	1	0	2	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	0	1	This is a solved example of the task.	2
28	4	2	1	0	1	2	5	0	1	0	5	1	5	6.0	9	3	3	1	3	0	3	1	"  **I recommend seeking support from multiple professionals in different fields to ensure a well-rounded and successful approach to resolving this challenging task.""**"	2
25	2	2	0	1	0	4	5	1	2	0	2	1	4	6.0	9	2	2	3	2	0	2	3	None.	2
19	2	0	2	3	0	1	1	0	3	0	2	0	3	4.0	9	3	3	3	1	0	1	3	I'm not sure which console is better, so I'm going to let someone else decide.	2
11	1	0	2	1	0	1	1	0	2	0	1	0	1	3.0	4	1	1	2	1	0	1	2	I am not sure how well you planned this trip.	2
20	0	1	2	1	1	1	2	0	5	0	2	0	4	4.0	11	2	2	3	2	0	2	3	They play games with her all day, and I don't know how long she spends doing that.	2
19	1	1	1	2	0	2	2	0	4	0	1	0	4	5.0	8	2	2	2	4	0	4	2	Please give me an additional instruction so I can help you generate the sentence you're asking for.	2
33	1	3	3	0	1	5	7	0	4	0	3	0	6	8.0	8	4	4	3	3	0	3	3	They played their favorite song together and enjoyed the dancing in the rain, which turned into a dance party when the weather warmed up, making them laugh all afternoon long.	2
25	2	2	0	2	0	4	5	2	1	0	2	1	2	4.0	13	1	1	2	2	0	2	2	I cannot write a sentence with 2 preverbal subjects, as the context does not provide any information about the two preverbal subjects.	2
21	1	0	0	2	2	2	3	0	4	0	2	0	4	5.0	10	2	2	3	3	0	3	3	I do not know who wrote the last text, but I can help you identify some commonalities and differences.	2
8	0	0	0	1	0	0	1	0	2	0	1	0	2	2.0	5	1	1	1	0	0	0	1	What are you learning to do today?	2
25	1	2	2	2	1	2	4	0	2	2	2	1	4	6.0	8	3	3	3	2	0	2	3	I think going back to college would interest Mark Lay, and he is quite interested in exploring the possibilities of this school year.	2
10	0	0	1	1	0	1	1	0	2	0	1	0	2	4.0	3	1	1	2	2	0	2	2	I don't know where she got the tickets.	2
17	1	2	1	1	0	2	4	0	1	0	2	0	2	3.0	10	1	0	1	1	1	1	1	Staining my car is not recommended by the maintenance manual, especially in the cold weather.	2
13	0	1	1	1	0	1	2	0	2	0	1	1	3	4.0	3	2	2	1	1	0	1	1	I would advise against letting the dog play with their toys alone.	2
17	1	1	0	2	0	0	3	0	5	0	3	1	1	3.0	8	2	1	3	0	1	0	3	Her dog, who is my favorite companion, hissed while we were on our walk.	2
14	2	2	0	1	0	1	2	0	2	0	1	0	2	4.0	4	1	1	1	0	0	0	1	I'm looking for a new guitar to play in my free time.	2
11	1	0	2	1	0	1	1	0	2	0	1	0	1	3.0	4	1	1	2	1	0	1	2	I am not sure how well you planned this trip.	2
9	1	0	0	1	0	0	1	0	1	0	1	1	2	3.0	3	1	1	1	1	0	1	1	He is not known for respecting personal space.	2
19	1	1	0	2	0	3	3	1	1	0	2	1	2	3.0	13	1	1	2	2	0	2	2	None.	2
12	2	0	3	2	0	0	1	0	1	0	1	0	1	4.0	6	1	1	2	0	0	0	2	I am not sure how many cats there are running around.	2
22	1	1	0	2	1	3	5	1	1	0	1	1	3	4.0	9	1	1	2	2	0	2	2	None.	2
8	0	0	1	1	0	0	0	0	1	0	1	0	2	3.0	3	1	1	1	1	0	1	1	I do not know where to begin.	2
7	1	0	0	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	1	0	1	1	  I heard some interesting music yesterday.	2
26	2	3	0	2	1	2	3	1	3	0	2	1	4	5.0	12	2	2	2	2	0	2	2	None.	2
10	0	0	1	1	0	1	1	0	1	0	1	0	2	4.0	3	1	1	1	2	0	2	1	I do not know when to watch the movie.	2
9	0	1	0	1	0	2	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	0	1	This is a solved example of the task.	2
13	0	2	0	0	0	2	3	0	2	0	2	0	2	3.0	6	1	0	1	1	1	1	1	Slinking through the library, she slipped a book into her bag.	2
10	1	1	0	1	0	1	1	0	1	0	1	0	2	4.0	3	1	1	1	1	0	1	1	I would like to learn more about this subject.	2
12	0	0	1	1	1	2	2	0	2	0	1	0	2	4.0	5	1	1	3	0	0	0	3	They argued and it was the reason why the party failed.	2
20	0	2	0	1	2	2	6	0	2	0	2	0	2	4.0	8	0	0	2	2	0	2	2	I do not have any experience in dancing, but I admire the grace and beauty of dancing professionals.	2
21	1	1	2	2	1	2	2	0	3	0	2	0	3	3.0	14	2	2	3	1	0	1	3	I don't know where you got the idea from, but it's definitely a fascinating topic to explore.	2
30	1	3	0	1	2	5	7	0	2	0	4	1	3	6.0	18	2	2	2	2	0	2	2	None.	2
13	1	1	2	1	0	1	1	0	2	1	1	0	1	3.0	4	1	1	2	1	0	1	2	I am not sure how well you planned this hike to Mt.	2
12	0	0	1	1	0	2	2	0	1	0	1	0	3	3.0	6	1	1	1	2	0	2	1	Please provide the task so I can generate the requested sentence.	2
22	3	2	1	2	0	3	5	0	1	0	1	1	2	6.0	5	2	2	1	1	0	1	1	I am not sure how capable each system is of creating visual content within the allotted time frame for this project.	2
28	2	3	1	2	1	2	3	0	2	4	3	1	3	6.0	11	3	3	2	1	0	1	2	I don't remember going to the store for supplies, so I'm unsure about buying PS3 or X-BOX Kinect at the same time.	2
13	1	1	1	2	0	1	2	0	2	0	2	0	1	3.0	3	1	1	2	0	0	0	2	"  ""Her voice is as melodic as the song she was performing."	2
14	1	2	0	1	0	2	3	1	1	0	1	0	1	2.0	9	0	0	1	1	0	1	1	None.	2
13	1	1	0	1	0	1	1	0	2	0	1	0	3	4.0	4	2	2	1	1	0	1	1	I would like to see the chickens to compare to my own.	2
14	0	1	1	1	1	1	1	0	1	2	1	0	3	4.0	5	2	2	2	0	0	0	2	I don't know where John and Jane went hiking on the weekend.	2
9	0	1	0	1	0	2	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	0	1	This is a solved example of the task.	2
23	2	2	2	3	0	2	3	0	3	0	2	2	2	5.0	11	2	2	2	1	0	1	2	I am interested in knowing how old each person in the group is, so I can pair them up for socializing.	2
19	1	0	2	3	0	0	0	0	5	0	2	1	4	4.0	9	2	2	3	1	0	1	3	I don't know where I'm meeting them, so it seems like something better might happen.	2
19	3	1	0	2	0	1	2	1	2	0	1	1	3	6.0	6	2	2	2	2	0	2	2	You would not be able to generate the requested sentence as it requires more than one preverbal subject.	2
21	1	1	1	4	0	3	3	1	1	0	3	0	2	4.0	8	2	1	2	1	1	1	2	The instructions, being quite ambiguous, do not provide any information about the two subjects that should be preposed.	2
11	1	0	2	1	0	1	1	0	2	0	1	0	1	3.0	4	1	1	2	1	0	1	2	I am not sure how well you planned this trip.	2
10	0	1	0	1	0	1	1	0	1	0	1	0	3	4.0	3	2	2	1	0	0	0	1	I'd love to go swimming in the ocean!	2
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
30	0	5	2	0	2	4	8	0	3	1	2	0	3	6.0	11	1	1	3	2	0	2	3	  THEY SOLD feed and milk bottles at the front and I highly recommend you buy lots, especially for Thursday before the start of the presentation of the report.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	that is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	that is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, rise this question, i.e.	3
16	1	0	2	2	0	2	4	0	2	0	1	0	2	5.0	5	2	2	2	2	0	2	2	It is also an important consideration when designing software that users must raise this question.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	that is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
5	0	1	0	0	0	1	1	0	1	1	0	0	0	3.0	3	0	0	0	0	0	0	0	The frequency with which Mr.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	that is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	that is precisely the time when you may, if you wish, raise this question, i.e.	3
40	1	3	2	2	2	3	10	0	6	0	3	1	6	10.0	8	5	5	4	3	0	3	4	Those people are selling their products and they recommend purchasing lots of them before the opening day, which was only a few days away, suggesting that they need to buy feed and milk bottles for their needs.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
13	1	0	0	1	0	3	3	0	0	0	1	1	2	4.0	3	1	1	1	2	0	2	1	The context does not provide the necessary details for generating the sentence.	3
22	0	2	1	2	0	1	0	0	1	6	3	2	3	5.0	8	2	2	3	0	0	0	3	Goodwyn: Murph Archibald says that at first, he didn't know that Mr.Bush was serving in the Marine Corp.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	that is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	that is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	that is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	That is precisely the time when you may, if you wish, raise this question, i.e.	3
19	0	0	2	2	0	2	2	0	3	0	4	1	2	3.0	9	2	2	3	1	0	1	3	that is precisely the time when you may, if you wish, raise this question, i.e.	3
