n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_pre_constraint
17	4	0	0	2	0	2	3	0	1	0	2	1	2	3.0	6	2	1	2	1	1	The single thing I found delectable was the carrot, despite having sampled countless unappetizing options.	1
38	5	3	0	6	1	4	10	0	4	0	1	1	2	5.0	12	4	3	4	0	1	The only item that could be edible from our dining choices today was the potatoes because they were the only thing found that would be considered normal and digestible from that day's selection of dining choices.	1
31	3	1	1	2	0	4	5	0	4	0	4	0	6	3.0	12	3	2	5	1	1	The only thing I found edible were the potato wedges, I finally gave up, he kept trying - he found the fried donuts to be the OK choice.	1
16	2	1	1	1	0	2	3	0	2	0	2	0	2	3.0	7	1	0	3	0	1	The only thing I found edible were the potato wedges, I finally gave up.	1
49	5	3	3	2	3	6	11	0	4	0	2	3	5	7.0	13	5	4	2	3	1	Once the person is confident about his or her own language, it is no longer a struggle to generate creative sentences with complex word structures as the primary focus becomes expanding one's knowledge of the world by reading and observing the people and the environment closely.	1
26	1	1	1	0	2	2	6	0	3	0	2	0	5	5.0	11	4	2	2	3	2	Despite my countless attempts to overcome the challenges and trials I faced, I have yet to find the courage or resolve to attempt suicide.	1
37	5	1	1	3	0	3	6	0	6	0	5	0	6	3.0	25	4	3	6	1	1	The only thing that I found edible were the potato wedges, I finally gave up, he kept trying - he found the roasted chicken tenders to be OK - His Mongolian bowl was awful.	1
29	3	1	1	2	0	3	4	0	4	0	4	0	6	3.0	12	3	2	5	1	1	The only thing I found edible were the potato wedges, I finally gave up, he kept trying - he found the fried wontons to be OK.	1
29	4	1	1	2	0	3	4	0	4	0	4	0	5	3.0	12	3	2	5	1	1	The only thing I found edible were the potato wedges, I finally gave up, he kept trying - he found the spicy kimchi to be OK -	1
23	1	3	0	1	1	3	8	0	1	0	1	1	2	4.0	9	1	1	2	2	0	The patient may experience pain as they perform the procedure due to the cancerous growth's discomfort and impact on blood supply.	1
31	4	1	1	3	0	3	4	0	5	0	5	0	5	3.0	20	3	2	6	1	1	The only thing I found edible were the tomato sandwiches, I finally gave up, he kept trying - he had eaten all available food, he was desperate.	1
26	4	1	2	0	0	4	7	0	0	0	4	1	3	6.0	8	2	1	2	2	1	The single lettuce hanging from the garden fence presented a problem, a stark reminder that life, though fleeting, sometimes presents unexpected obstacles.	1
29	3	1	1	2	0	3	4	0	4	0	4	0	6	3.0	12	3	2	5	1	1	The only thing I found edible were the potato wedges, I finally gave up, he kept trying – he found the roasted chickpeas to be OK.	1
23	2	1	3	1	0	2	3	0	3	0	3	0	4	3.0	9	2	1	4	0	1	The only thing I found edible were the potato wedges, I finally gave up, so I decided to head home.	1
20	2	2	0	0	0	1	4	0	4	0	2	2	3	5.0	15	2	0	2	2	2	Despite the fact that he failed multiple attempts at fixing it, his dedication to his craft remained strong.	1
30	3	1	2	2	0	3	4	0	4	0	4	0	6	3.0	12	3	2	5	1	1	The only thing I found edible were the potato wedges, I finally gave up, he kept trying - he found the fried rice to be quite good - His Mongolian bowl was utterly awful.	1
31	2	2	2	1	0	3	4	0	5	0	5	0	7	3.0	19	2	1	6	1	1	The only thing I found edible were the potato wedges, I finally gave up, he kept trying - he found the fermented cabbage, he eventually gave up.	1
35	5	1	1	3	0	3	5	0	5	0	5	0	6	3.0	24	4	3	6	1	1	The only thing I found edible were the potato wedges, I finally gave up, he kept trying - he found the roasted vegetables to be OK - His Italian dish was horrible.	1
33	5	1	2	2	1	2	5	0	5	0	4	1	4	6.0	7	3	3	3	2	0	The single potato wedge in my lunch was delicious, and yet, I found it impossible to resist taking another bite once I'd already begun my greasy, greasy burger.	1
16	2	1	1	1	0	2	3	0	2	0	2	0	2	3.0	7	1	0	3	0	1	The only thing I found edible were the potato wedges, I finally gave up.	1
35	5	1	1	3	0	3	5	0	5	0	5	0	6	3.0	24	4	3	6	1	1	The only thing I found edible were the potato wedges, I finally gave up, he kept trying - he found the fried snacks to be OK - His Mexican guacamole was awful.	1
44	3	5	2	1	2	2	12	0	6	0	2	2	7	8.0	11	6	4	5	3	2	The only thing I ever enjoyed eating were the leftover veggie sticks and marinara sauces, but I gave them up in favor of more comforting food as health started taking more importance to me as I discovered cancer lurking within my body.	1
37	7	2	2	2	0	3	5	0	5	0	4	1	5	5.0	16	3	2	5	1	1	The only thing I found edible were the crispy sweet potato fingers, I finally gave up eating the greasy deep-fried buffalo wings - I knew better that they were not good for me.	1
29	3	1	1	2	1	3	3	0	4	0	4	0	6	3.0	13	3	2	5	1	1	The only thing I found edible were the potatoes, and I finally gave up, he kept trying - he found the grilled peppers to be OK.	1
19	0	1	1	2	0	3	3	0	1	0	3	0	3	3.0	10	0	0	2	1	0	The problem is not defined in the context, therefore, I cannot generate the requested sentence.	1
40	6	1	3	3	0	3	5	0	5	0	6	1	6	4.0	17	4	3	6	2	1	The only thing I find edible were the potato wedges, so I gave up, since he was continually trying to eat more, he found the fried chicken ok, however; his Mongolian bowl was awful.	1
19	2	2	1	1	0	2	3	0	4	0	2	0	2	3.0	8	2	1	3	0	1	The only thing that I found edible were the potato wedges, which I finally gave up on.	1
29	3	1	1	2	0	3	5	0	4	0	4	0	5	3.0	12	3	2	5	1	1	The only thing I found edible were the potato wedges, I finally gave up, he kept trying - he found the chicken tenders to be OK - He found the grilled steak unappetizing, I must confess.	1
35	5	1	1	3	0	3	5	0	5	0	5	0	6	3.0	24	4	3	6	1	1	The only thing I found edible were the potato wedges, I finally gave up, he kept trying - he found the fried wontons to be OK -His Mongolian bowl was awful.	1
36	5	1	1	3	1	3	5	0	5	0	5	0	6	3.0	25	3	2	6	1	1	The only thing I found edible were the potato wedges, I finally gave up, he kept trying - he found the pickled vegetables to be OK - But His Mongolian bowl was awful.	1
22	4	1	0	3	0	2	5	0	3	0	2	1	1	4.0	9	2	1	3	1	1	The only person who can determine his own character is an alien, as his soul is inaccessible to normal scrutiny.	1
18	2	1	0	0	0	3	5	1	1	0	1	0	4	6.0	5	3	2	2	3	1	None of the instructions provided have a sentence that has 1 subordinate propositions preceding the main clause.	1
16	1	1	0	0	0	4	5	0	1	0	1	0	3	4.0	6	2	2	2	1	0	The woman spent all night writing a love letter to the person she loved most.	1
16	1	1	0	0	0	4	4	0	0	0	2	0	3	3.0	7	2	2	1	2	0	The dog chased the cat around the park, finding a stray cat to help.	1
30	4	1	1	2	0	3	4	0	4	0	4	0	6	3.0	12	3	2	5	1	1	The only thing I found edible were the crispy potato wedges, I finally gave up, he kept trying - he found the grilled vegetables to be OK.	1
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	1
26	4	1	1	2	0	2	4	0	4	0	4	0	4	3.0	15	3	2	5	0	1	The only thing I found edible were the potato wedges, I finally gave up, she kept talking - her incessant talk was annoying - He found the fried wontons to be OK but they were very spicy.	1
22	3	2	0	1	0	2	4	0	3	0	3	0	4	4.0	7	2	1	4	0	1	The only thing I found palatable was the leftover soup, I gave up, I kept searching despite numerous setbacks.	1
32	3	1	2	1	1	4	7	0	4	0	4	0	5	3.0	17	2	1	5	1	1	The only thing I found edible were the tomato sauces and the chili con carne, I finally gave up, he kept trying - he found the guacamole too salty.	1
22	1	0	2	2	1	3	6	0	1	0	2	0	3	4.0	7	2	1	2	3	1	When a malignant tumor takes control, surgery might be the solution to relieve the discomfort and potentially save your life.	1
13	1	0	1	2	0	1	3	0	1	0	1	0	2	4.0	9	2	0	2	0	2	The only thing I have ever found to grow is potato fungus.	1
27	2	2	1	3	0	3	5	0	2	0	4	0	4	4.0	13	2	1	3	1	1	"The single sentence that can be generated with the given instruction is:  ""They have yet to find a practical solution for cancer treatment.""  Please note that this only complies with the instructions and does not add any extra information or change the original context in any way."	1
26	3	0	0	1	2	3	4	0	1	0	3	1	5	3.0	12	1	0	1	4	1	The only way for me to defeat boredom is to travel the world, explore and discover new cultures, and to do the unexpected.	1
26	3	3	0	5	1	3	3	0	1	1	1	1	3	5.0	12	3	1	2	1	2	The charges that have put some vets up to making against Kyra are false and can be demonstrated by the historical record to be false.	2
25	3	3	0	5	1	3	4	0	2	0	1	0	2	4.0	12	2	1	2	1	1	The charges that they have put some soldiers up on the payroll are false and can be demonstrated by historical record to be false.	2
34	1	2	0	2	0	6	6	0	3	0	5	2	5	6.0	13	4	4	3	3	0	I cannot create a sentence with the requirements given, as the task cannot include a subordinate clause that precedes the conjunction “that,” as specified in the task.	2
26	2	2	1	3	2	3	6	0	1	0	2	0	3	5.0	7	2	1	2	0	1	The decision to become a millionaire can be traced to some well-known entrepreneurs whose actions were questionable and manipulative toward workers and society.	2
32	4	3	0	0	3	3	9	0	3	1	2	0	4	8.0	9	3	3	3	4	0	Shakespeare found a solution that incorporated both simplicity and grandeur within his plays, introducing several advanced elements in an ingenious manner that added visual richness and depth to each performance.	2
27	3	3	0	6	1	3	3	0	1	1	1	1	3	5.0	13	3	1	2	1	2	The charges that have been put some vets up to making against Kerry are false and can be demonstrated by the historical record to be false.	2
24	0	1	0	3	0	5	5	0	2	0	1	1	4	6.0	7	3	3	3	3	0	No sentence can be generated that fulfills the criteria as they were not given any instructions in the instructions to generate a sentence.	2
66	7	6	4	6	2	6	9	0	8	1	3	4	9	11.0	14	9	7	7	2	2	The charges which they have put some vets up to doing against Kerry can be demonstrated by the historical record to be false, but there are no signs that suggest that it is any less that the charges are true, as many people act foolishly under stress and do stupid things that they regret in the future when they come back to normal.	2
23	4	2	0	5	1	1	2	0	4	0	1	0	2	4.0	8	2	1	2	0	1	The charges which they have placed on him are false and can be proven from their previous legal records to be false.	2
32	4	2	2	0	0	1	6	0	3	1	4	0	6	6.0	13	4	3	2	3	1	The indoor setting, combined with Shakespeare's Jacobean fashion for lavishly staged masques, allowed him to introduce more elaborate stage devices, which ultimately helped to enrich his plays.	2
31	4	6	0	0	1	5	10	0	0	0	2	0	3	6.0	8	1	1	1	1	0	The pandemic induced social isolation had a profound impact on social activities, contributing to the emergence of a sense of hopelessness and distrust among the younger generation of individuals.	2
35	3	1	1	4	0	3	5	0	5	0	3	2	7	9.0	9	7	5	5	4	2	The laws that are meant to protect the innocent are broken when someone takes actions, despite having good intentions in those actions, which can make it appear that their actions are malicious.	2
21	3	3	1	1	1	2	4	0	3	1	1	0	1	4.0	8	1	1	2	1	0	The charges against Kerry in her case are demonstrably false and false to the evidence which supports her innocent claim.	2
25	3	4	0	1	1	4	4	0	2	1	1	1	3	5.0	12	2	0	2	1	2	The charges that they have put some vets up to making against Kerry appear unnecessary and insignificant in the context of the larger issue.	2
28	5	1	4	2	1	2	4	0	4	0	2	1	2	5.0	13	3	1	4	2	2	When the seemingly cognitively functional take actions that are senseless and inadequate, it is a most certain sign that they have ulterior motives behind their behaviors.	2
23	4	2	1	0	0	2	5	0	0	1	3	0	4	6.0	12	2	1	1	2	1	The indoor setting, combined with the Jacobean fashion for lavishly staged masques, allowed Shakespeare to introduce more elaborate stage devices.	2
29	6	3	1	0	1	3	6	0	0	1	3	0	4	6.0	12	2	1	1	2	1	The indoor setting, combined with the Jacobean fashion for lavishly staged masques, enabled Shakespeare to present more complex dramatic designs and devices in the indoor theater.	2
40	6	4	0	0	0	4	10	0	2	1	3	1	6	7.0	12	5	5	2	5	0	Shakespeare's theatrical approach utilized a setting of indoor play, contrasting with the Jacobean theatrical style that emphasized outdoor stagecraft, to allow him to introduce a wealth of elaborate stage devices while upholding the requirements of theater.	2
27	3	3	0	5	1	3	3	0	2	1	1	1	3	5.0	13	3	1	2	1	2	The charges that they have put some vets up to thinking against Kerry are false and can be demonstrated by the historical record to be false.	2
31	6	2	2	0	0	2	7	0	1	1	2	1	6	7.0	14	4	4	1	4	0	Shakespeare introduced more elaborate stage devices by using an indoor setting combined with the Jacobean fashion for lavishly staged masques, allowing his play to develop more complex theatrical experiences .	2
38	0	4	3	0	4	3	9	0	4	0	2	0	8	9.0	8	3	3	3	4	0	The passage of time inevitably allows the shadows of morality and virtue to dance and manipulate their prey, shaping and reshaping them in a way that ultimately dictates how they react to perceived opportunities and circumstances.	2
26	3	2	0	5	1	3	4	0	2	0	1	1	3	4.0	12	3	1	2	2	2	The charges that they have put some judges up to influencing elections are false and can be demonstrated by the historical record to be false.	2
21	0	0	2	1	1	1	5	0	3	0	2	1	5	5.0	11	4	2	2	1	2	If someone thinks there is a gambling business opportunity, then they will start opening betting only casinos or racetracks.	2
1	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0	0	.	2
27	3	3	0	5	1	3	3	0	2	1	1	1	3	5.0	13	3	1	2	1	2	The charges that they have put some vets up to making against Michelle are false and can be demonstraed by the historical record to be false.	2
24	2	1	4	2	0	2	4	0	3	0	1	2	3	4.0	9	3	2	4	1	1	The evidence they have gathered so far on the matter contradicts previous assertions that their intentions are as sinister as they initially claimed.	2
40	3	4	1	3	4	4	10	0	3	0	2	3	1	5.0	12	2	1	3	0	1	The decision whether or not someone should donate to charity is largely a question of moral values and personal beliefs, with little relevance to whether or not they were an intern or a regular in his work group.	2
46	4	5	1	4	1	8	9	0	3	0	2	3	4	7.0	11	4	4	4	2	0	It is a most certain sign that the people behind these attacks have ulterior or hidden motives if they do not cooperate with the authorities to resolve this problem through a negotiation, as it could be interpreted as the initial attack of the attackers.	2
21	3	2	2	4	1	2	2	0	2	1	1	0	1	4.0	8	1	0	2	0	1	The charges that they have applied against Kerry are false and can only be demonstrably false by the historical record.	2
30	4	3	1	5	1	3	5	0	2	0	1	1	3	5.0	17	3	1	2	2	2	The charges that they have put some soldiers up to committing crimes against a specific individual are obviously false and can be shown by historical records to be false.	2
51	4	6	2	3	3	6	10	0	2	0	5	1	7	6.0	24	4	2	2	4	2	The costs of the equipment that is required, and in most instances not included, in the process of making the devices will always add up to a considerable amount, and will make the process difficult for farmers and artisans, thus causing them many difficulties to succeed.	2
17	3	2	0	0	1	2	5	0	1	0	1	0	1	4.0	3	0	0	1	0	0	The ancient Roman city's sprawling ruins served as a reminder of their power and grandeur.	2
23	2	1	2	3	1	3	4	0	1	0	1	2	3	4.0	13	3	1	2	2	2	The charge that they have put some farmers up to committing crimes would ultimately demonstrate how immoral and heartless those people are.	2
38	2	3	2	3	2	4	9	0	3	0	3	0	6	6.0	11	5	4	3	4	1	The financial aid offered can create a situation that facilitates cheating without any moral dilemma, allowing students to prioritize grades over the well-being and safety of themselves and others who can be negatively affected.	2
32	2	2	3	0	0	4	8	0	2	1	2	0	7	10.0	9	4	4	3	5	0	The passage discusses the Jacobean style for lavishly staged masques, revealing how that fashion provided Shakespeare with the means necessary to introduce more elaborated stage devices that enriched his productions.	2
5	1	1	0	0	0	1	1	0	0	0	1	0	0	2.0	3	0	0	0	0	0	None of the above.	2
21	4	2	0	3	0	1	4	0	2	0	2	0	2	4.0	9	3	2	2	0	1	The charges that they have put into certain veterinarians are unlikely to be valid, according to historical record analysis.	2
38	5	3	3	1	0	5	6	0	3	0	2	1	7	7.0	21	5	1	3	2	4	  When the cleverly manipulative salesman is attempting to persuade the vulnerable customer to indulge in the overpriced product that only caters to the high class, it becomes evident that he has hidden undercurrents in the works.	2
25	0	1	2	4	2	2	5	0	3	0	3	1	1	3.0	13	1	0	3	1	1	If you're a billionaire, then you don't need any loans and your lawyers, and advisors will always be on call.	2
15	1	2	0	2	0	2	2	0	2	1	0	1	2	5.0	13	2	0	2	1	2	The charges that they have put some veterans up to making against Kevin were fals	2
25	3	3	0	4	1	3	4	0	2	0	1	1	3	4.0	12	2	0	2	2	2	The charges that they have put some teachers up to creating conflict are false and can be demonstrated by the historical record as true.	2
53	7	4	4	3	3	5	8	0	5	0	2	2	8	8.0	20	6	4	3	5	2	When the apparently mentally competent make impulsive and illogical acts to gain revenge or fulfill a false sense of their status, it can be inferred that they are using a strategy that appears irrational and pointless on the surface while also attempting to cover up the true motives for their actions.	2
24	3	2	3	4	1	2	4	0	1	0	1	0	2	4.0	6	1	1	2	0	0	The speaker's opinions on such issues are completely baseless and can be readily countered by the historical records that are well documented.	2
19	3	2	0	1	0	4	4	0	0	0	2	1	1	4.0	11	1	1	1	1	0	None of the above, as this specific instruction did not contain any subordinate propositions in the prompt.	2
41	3	4	1	5	2	5	10	0	3	0	1	1	4	6.0	20	3	1	3	3	2	The charges that the client have put some employees up to doing inconsiderately disrespectful things to their colleagues and boss are false and cannot be demonstrated in the company’s historical record in a manner that will support prosecution.	2
28	4	3	0	1	0	3	10	0	1	0	2	1	3	6.0	10	2	2	1	2	0	  The financial situation of the family has led to a significant reduction in their spending power, causing many financial hardship measures like increasing credit card debt.	2
29	4	3	0	5	1	2	5	0	3	0	1	1	3	5.0	13	3	1	2	2	2	The charges that they have put some veterans up to breaking their backs are false and will be supported with credible evidence from historical record to be false .	2
74	10	8	3	2	6	9	16	0	4	0	3	1	10	15.0	13	5	5	1	7	0	The internal affairs of the community could make a political activist feel vulnerable, putting them under pressure or inspiring them to take on potentially dangerous or unethical actions towards their community members, thereby contributing false accusations to the political party and hindering any efforts to rectify those internal affairs from being publicized and leading to potential ostracism and even the loss of their position and livelihood amongst such a diverse community.	2
16	2	2	0	4	1	1	2	0	1	0	1	0	1	3.0	5	1	1	1	0	0	The charges against him were false and can be demonstrated by history to be false.	2
26	3	3	0	2	1	4	7	0	2	0	1	0	3	5.0	15	1	0	2	2	1	The charges that they have put some lawyers up against the state supreme court justices may necessitate additional or revised legal arguments by the judiciary.	2
28	5	2	1	2	0	4	5	1	1	0	2	1	2	6.0	18	3	3	2	2	0	I am unable to generate a sentence with 3 subordinate propositions preceding the main clause, as the prompt is not specifically related to that grammatical structure.	3
9	0	1	0	1	0	2	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	This is a solved example of the task.	3
19	1	0	1	1	1	2	4	0	2	0	2	1	3	5.0	5	3	3	1	1	0	Unfortunately, I am unable to fulfill the request as there is no task context or instructions given.	3
26	4	1	1	2	0	4	5	1	1	0	2	0	3	6.0	8	3	3	2	3	0	The task does not provide any further context, so I am unable to generate a sentence with 3 subordinate propositions preceding the main clause.	3
33	1	2	3	4	0	4	4	0	4	0	4	2	4	5.0	13	2	2	4	2	0	 **Actually, she didn't spend any hours in the garden that day, so I would have expected that we'd see some more progress by now than we do.**	3
26	2	0	2	2	1	0	3	0	4	1	3	1	5	5.0	14	3	1	3	2	2	After he was sued and had to forfeit his rice, Norton's financial reputation was severely damaged, which significantly impacted his public prominence.	3
21	1	1	1	2	0	3	3	0	2	0	2	0	4	4.0	11	3	3	2	2	0	We do not provide a solution based on the instruction, so I am unable to generate the requested output.	3
25	5	2	0	1	0	2	5	0	4	0	2	1	3	5.0	15	2	0	3	1	2	After he had an unsuccessful encounter that led to a temporary suspension, his public status was revived by his remarkable public relations team.	3
