n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	max_depth_constraint
14	2	1	0	0	0	2	4	1	0	0	2	0	2	3.0	5	1	1	1	1	0	  The tree stood 2 stories tall, casting long shadow over the park.	2
11	0	2	0	1	0	2	3	1	0	0	1	0	1	3.0	5	0	0	1	0	0	A tree of height 2 was planted in the backyard.	2
9	0	1	1	0	0	2	2	1	0	0	1	0	1	2.0	5	0	0	1	1	0	The tree stood 2 high in the yard.	2
11	2	1	0	1	0	2	3	1	0	0	1	0	0	3.0	8	0	0	1	0	0	The tree in the syntactic tree is 2 units high.	2
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The tree stood 2 meters tall in the forest.	2
10	0	1	1	0	0	2	3	1	0	0	1	0	1	3.0	3	0	0	1	0	0	  The tree stood 2 stories high in the forest.	2
13	0	3	0	0	0	3	4	1	0	0	1	0	1	4.0	3	0	0	1	0	0	The tree stood at a height of 2 meters in the forest.	2
11	2	1	0	1	0	2	3	1	0	0	1	0	0	3.0	8	0	0	1	0	0	The tree in the syntactic tree is 2 stories high.	2
12	0	3	0	0	0	3	3	1	0	0	1	0	1	3.0	8	0	0	1	0	0	  The tree grew to a height of 2 during the day..	2
10	0	1	1	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The tree stood 2 meters high in the forest.	2
15	2	2	0	0	0	3	4	1	0	0	1	0	2	4.0	4	1	1	1	0	0	A tree 2 units high sits nestled in a nearby corner of the forest.	2
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	3	0	0	1	1	0	The tree stands 3 levels tall in the tree.	3
18	2	2	0	0	1	3	5	0	0	0	2	0	2	5.0	12	1	1	1	1	0	 _The tall majestic tree stood at the summit, offering a sanctuary for birds and squirrels._	3
17	2	2	0	0	0	2	3	1	0	0	5	0	2	4.0	7	1	0	1	0	1	" ""The tree, towering at 3 meters, stood tall amidst the lush foliage."""	3
7	1	0	0	1	0	1	2	1	0	0	1	0	0	2.0	4	0	0	1	0	0	  The tree was three feet tall.	3
7	1	0	0	1	0	1	2	1	0	0	1	0	0	2.0	4	0	0	1	0	0	  The tree was 3 meters high.	3
15	1	2	1	1	0	3	3	1	0	0	2	0	1	4.0	4	1	1	1	0	0	The tree is 3 high, standing proudly in the middle of the park.	3
11	2	1	0	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	 The tall tree stood 3 meters tall in the forest.	3
10	2	1	0	1	0	2	2	1	0	0	1	0	0	2.0	4	0	0	1	0	0	The tree is 3 high in the syntactic tree.	3
9	2	0	0	0	0	0	3	1	1	0	1	0	1	3.0	3	0	0	1	0	0	My tall oak tree stood 3 feet tall.	3
10	1	1	1	0	0	2	2	1	0	0	1	0	1	2.0	6	0	0	1	0	0	The tree stood 3 high in the tall forest.	3
10	1	1	1	0	0	2	2	1	0	0	1	0	1	2.0	6	0	0	1	0	0	The tree stood 3 high in the sprawling forest.	3
17	1	2	0	0	0	2	5	1	1	0	3	0	2	4.0	7	1	0	1	1	1	 The oak tree, towering at 3 feet, reached its highest branches to the sky.	3
13	2	1	0	1	0	2	3	1	0	0	3	0	0	2.0	4	0	0	1	0	0	"  ""The tree was 3 meters high in the syntactic tree."""	3
10	2	1	1	0	0	1	2	1	0	0	1	0	1	5.0	5	0	0	1	0	0	 The tall tree reached up to 3 meters high.	3
27	1	5	0	0	1	6	9	1	0	0	3	0	1	7.0	5	0	0	1	0	0	An 3-meter tree stands tall in the forest, a testament to the power of nature and the steadfastness of the forces of growth.	3
1	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0	0	 > The majestic tree stood 3 meters tall, offering a refreshing respite from the scorching afternoon sun.	3
13	1	1	1	0	1	3	3	0	0	0	1	0	2	3.0	6	0	0	1	1	0	 The tall tree reached up to the sky and touched the clouds.	3
16	1	2	0	0	0	2	4	1	0	0	5	0	1	4.0	6	0	0	1	0	0	"""The tree, 3 meters high, stood amidst a gathering of creatures."""	3
7	1	0	0	0	0	1	2	1	0	0	1	0	1	3.0	3	0	0	1	0	0	  The tree stands 3 stories tall.	3
21	2	4	1	0	0	5	5	1	0	0	1	0	2	4.0	6	1	0	1	1	1	  A towering tree towering high in the forest reached a height of three among the majestic trees in the wilderness.	3
12	1	1	0	1	0	2	4	1	0	0	1	0	0	3.0	4	0	0	1	0	0	The tree's height is 3 units in the syntactic tree.	3
28	2	4	0	2	0	5	7	2	0	0	4	0	1	5.0	20	0	0	2	0	0	"Sure, a sentence with a tree height of 3 in the syntactic tree would be ""The tall tree stood 3 meters above the ground."""	3
30	2	4	1	2	0	5	7	1	0	0	5	0	2	4.0	15	1	1	2	0	0	"Sure, the sentence with the tree height of 3 in the syntactic tree would be: ""The tall oak tree stands proudly beside the sparkling stream""."	3
16	0	3	1	0	0	3	3	1	0	0	3	0	2	4.0	8	0	0	1	0	0	 The towering tree, with a height of 3, reached for the sky above.	3
13	1	2	0	0	0	2	3	0	1	0	3	0	1	3.0	3	0	0	1	0	0	" ""The tall tree stood at the peak of its existence."""	3
11	2	1	0	1	0	2	3	1	0	0	1	0	0	3.0	4	0	0	1	0	0	The tree is 3 units high in the syntactic tree.	3
11	2	1	0	2	0	2	2	1	0	0	1	0	0	2.0	4	0	0	1	0	0	The tree will be 3 high in the syntactic tree.	3
17	2	3	0	0	0	3	3	1	0	0	4	0	1	3.0	6	1	1	0	0	0	" ""The tall, majestic tree with a height of 3 stood in the clearing."""	3
18	1	1	0	0	0	4	6	1	0	0	2	0	3	3.0	7	2	1	2	2	1	The tree towering 3 meters reached the canopy, casting a mesmerizing shadow on the forest floor.	3
17	2	2	0	0	0	2	5	1	0	0	2	0	3	4.0	8	1	1	1	1	0	The tree stood 3 meters tall in the field, providing ample space for surrounding organisms.	3
13	1	0	0	1	1	1	2	1	1	0	2	0	2	4.0	2	1	1	1	1	0	The tree's height is 3, making it tall and towering.	3
14	1	2	0	0	0	2	3	1	0	0	3	0	2	5.0	7	1	0	1	0	1	The tree, standing 3 meters high, reached up to the clouds.	3
10	1	1	0	0	0	1	3	1	1	0	1	0	1	3.0	6	0	0	1	0	0	  My tree stands 3 meters tall in the park.	3
23	2	2	0	0	0	4	7	1	2	0	2	0	3	5.0	8	2	2	2	2	0	The tree stands 3 meters tall in the forest, providing ample shade for the animals that call the area their home.	3
12	0	2	0	0	0	2	3	1	0	0	3	0	1	3.0	3	0	0	1	0	0	" ""The tree stood at a height of 3 feet."""	3
15	4	1	0	0	1	2	2	1	0	0	2	0	2	4.0	7	1	1	1	1	0	 The sprawling oak reached a remarkable height of 3, growing tall and strong.	3
22	1	2	1	2	0	3	4	2	0	0	5	0	1	5.0	11	2	1	2	0	1	"Sure, the sentence generated with the tree height of 3 is: ""The tree was 3 high up."""	3
9	1	1	0	1	0	2	2	1	0	0	1	0	0	3.0	6	0	0	1	0	0	The tree in the sentence is 3 high.	3
11	2	1	0	1	0	2	3	1	0	0	1	0	0	3.0	8	0	0	1	0	0	The tree in the syntactic tree is 3 levels high.	3
12	0	3	0	0	0	3	3	1	0	0	1	0	1	3.0	5	0	0	1	0	0	The tree stood at a height of 3 in the garden.	3
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The tree stands 3 meters tall in the forest.	3
10	1	1	0	1	0	2	3	1	0	0	1	0	0	2.0	4	0	0	1	0	0	The tree is 3 high in the tree hierarchy.	3
17	1	2	1	0	0	2	4	1	0	0	4	0	2	4.0	3	1	1	1	0	0	" ""A majestic maple tree stood proudly, towering to 3 meters above the ground."""	3
8	2	0	0	0	0	1	2	1	0	0	1	0	1	3.0	3	0	0	1	0	0	   The majestic tree stood 3 meters tall.	3
9	2	0	0	0	0	1	3	1	0	0	1	0	1	3.0	3	0	0	1	0	0	 The gigantic oak tree stood 3 stories tall.	3
20	3	3	0	0	0	3	6	0	1	0	2	0	2	4.0	6	1	1	2	0	0	 The majestic oak tree stood tall, its branches reaching towards the heavens with the weight of ancient stories.	3
13	1	3	0	0	0	3	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The tree stood at a height of 3 in the syntactic tree.	3
15	1	1	0	0	0	3	4	1	0	0	3	0	2	4.0	6	1	0	1	2	1	 The tree, towering 3 heights, cast a deep shadow on the ground.	3
10	0	1	1	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	 The tree stood 3 meters high in the forest.	3
17	1	3	0	0	0	2	4	2	1	0	2	0	2	3.0	7	1	1	1	1	0	The tree stands at a height of 3, adding 2 inches to its original height.	3
21	3	2	0	0	0	4	6	1	0	0	2	0	3	4.0	9	1	1	1	1	0	The tree stood 4 feet tall in the serene garden, providing a welcome respite from the bustling city life.	4
27	2	3	0	1	0	5	7	1	2	0	3	0	3	6.0	15	2	1	2	1	1	"The sentence in the syntactic tree that has a tree height of 4 is ""There is a large oak tree standing near the entrance."""	4
7	1	0	0	1	0	1	2	1	0	0	1	0	0	2.0	4	0	0	1	0	0	 The tree was 4 meters high.	4
11	1	1	1	0	0	2	3	1	0	0	1	0	1	3.0	4	0	0	1	0	0	The tree stands 4 stories high in the sprawling backyard.	4
12	1	1	0	0	0	2	3	1	0	0	2	0	2	3.0	7	0	0	1	0	0	 The towering tree stood at a mighty 4-meter height.	4
9	0	1	0	2	0	2	2	0	0	0	1	0	1	4.0	6	1	0	1	0	1	The sentence generated by the instruction would be:  The tall tree cast a long shadow on the ground, measuring 4 units in height.	4
9	1	1	0	1	0	2	2	1	0	0	1	0	0	3.0	6	0	0	1	0	0	The tree in the sentence is 4 high.	4
15	0	2	0	0	0	3	4	1	0	0	2	0	3	3.0	7	1	1	1	1	0	 The towering tree towered 4 stories above the ground, reaching towards the heavens.	4
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The tree stands 4 meters tall in the forest.	4
19	1	3	1	0	0	4	6	1	0	0	2	0	1	4.0	9	0	0	1	0	0	The tree stood 4 meters high in the forest, a testament to the enduring power of nature.	4
10	2	1	0	1	0	2	2	1	0	0	1	0	0	3.0	7	0	0	1	0	0	The tree in the syntactic tree is 4 high.	4
12	1	2	0	0	0	3	3	1	0	0	1	0	1	3.0	5	0	0	1	1	0	The tree in the syntactic tree has a height of 4.	4
17	2	2	0	0	0	3	5	1	0	0	2	0	2	3.0	8	1	1	1	1	0	The tree stands 4 meters tall in the forest, offering shade to the curious onlookers.	4
11	2	1	0	1	0	2	3	1	0	0	1	0	0	3.0	7	0	0	1	0	0	  The tallest tree in the forest was 4 meters high.	4
19	2	2	1	0	0	3	4	1	1	0	2	0	3	4.0	8	2	2	2	1	0	The tree stands 4 meters tall in the forest, offering ample shade to all who pass by.	4
17	3	1	1	0	0	2	4	1	1	0	2	0	2	3.0	6	1	1	1	1	0	A tall tree stood 4 meters tall, offering its shade to the bustling street below.	4
19	2	1	1	0	1	1	4	1	2	0	3	0	3	3.0	7	1	1	1	1	0	  My four-headed tree reached high and mighty, casting its branches wide beneath the afternoon sun.	4
10	0	1	1	0	0	2	3	1	0	0	1	0	1	3.0	3	0	0	1	0	0	The tree stood 4 stories high in the clearing.	4
11	2	1	0	1	0	2	3	1	0	0	1	0	0	2.0	4	0	0	1	0	0	The tree was 4 meters high in the syntactic tree.	4
14	1	2	1	0	0	3	4	1	0	0	1	0	1	3.0	5	0	0	1	1	0	The tree stands 4 high in the branch of the big oak tree.	4
12	1	2	0	0	0	3	3	1	0	0	1	0	1	3.0	7	0	0	1	1	0	 The tall tree reached a height of 4 above the ground.	4
11	1	1	0	0	0	2	4	1	0	0	1	0	1	3.0	4	0	0	1	0	0	The tree stood 4 yards tall in the forest canopy.	4
14	0	1	0	2	0	2	2	0	0	0	3	0	3	2.0	7	0	0	1	0	0	Sure, the following sentence can be generated with the given instruction;  > There are 4 tree standing tall in the forest.	4
17	2	3	0	1	0	4	4	1	0	0	1	0	1	4.0	6	0	0	1	1	0	The syntactic tree will have a tree with a height of 4 in the main clause.	4
21	4	3	1	0	1	3	4	1	0	0	2	0	2	4.0	7	1	1	1	0	0	 The majestic oak tree stood tall and proud, with a height of 4 towering above the bustling city below.	4
11	2	1	0	2	0	2	2	1	0	0	1	0	0	3.0	4	0	0	1	0	0	The tree will be 4 high in the syntactic tree.	4
10	2	1	0	0	0	1	3	1	0	0	1	0	1	3.0	4	0	0	1	0	0	 The tall oak tree grew to 4 meters high.	4
30	2	4	0	1	0	6	9	2	1	0	3	0	2	5.0	18	1	0	3	2	1	"The sentence that expresses the tree height of 4 in the syntactic tree is ""The giant oak tree reached a height of 4 meters above the ground."""	4
13	2	1	1	0	0	2	3	1	0	0	2	0	1	3.0	9	0	0	1	0	0	The tree stood 4 meters high in the lush, verdant forest.	4
11	1	1	1	0	0	2	3	1	0	0	1	0	1	3.0	7	0	0	1	0	0	The tree stood 4 stories high in the lush woodland.	4
11	2	1	0	1	0	2	3	1	0	0	1	0	0	2.0	4	0	0	1	0	0	The tree is 4 meters high in the syntactic tree.	4
10	0	1	1	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The tree stands 4 meters high in the tree.	4
21	0	2	1	1	0	4	5	1	0	0	4	0	3	4.0	6	2	1	2	0	1	"The sentence generated by the instruction is: ""The towering tree reached 4 metres high in the sky""."	4
16	0	2	0	0	0	1	5	1	2	0	2	0	2	3.0	7	0	0	1	0	0	 My grandfather's house grew to a towering 4-story tree in my backyard.	4
33	4	4	1	2	1	5	7	1	1	0	5	0	2	5.0	11	3	3	3	0	0	"The sentence with a tree height of 4 in the syntactic tree is: ""The tall oak stood tall and proud, its branches reaching high towards the sky."""	4
10	1	1	0	1	0	2	3	1	0	0	1	0	0	3.0	7	0	0	1	0	0	The tree in the sentence was 4 meters high.	4
18	4	3	0	0	1	3	4	1	0	0	1	0	1	4.0	7	0	0	1	0	0	  A towering oak tree with a height of four stood tall and proud in the vibrant forest.	4
11	2	1	0	1	0	2	3	1	0	0	1	0	0	2.0	4	0	0	1	0	0	The tree was 4 feet high in the syntactic tree.	4
23	2	2	0	1	0	4	6	2	1	0	3	0	2	5.0	16	1	0	3	1	1	"The sentence that has a tree height of 4 in the syntactic tree is ""The tree reached 4 feet tall."""	4
11	2	1	0	1	0	2	3	1	0	0	1	0	0	2.0	4	0	0	1	0	0	The tree was 4 feet high in the syntactic tree.	4
11	2	1	0	1	0	2	3	1	0	0	1	0	0	2.0	4	0	0	1	0	0	The tree was 4 inches high in the syntactic tree.	4
11	2	1	0	1	0	2	3	1	0	0	1	0	0	2.0	4	0	0	1	0	0	The tree is 4 inches tall in the syntactic tree.	4
11	2	1	0	1	0	2	3	1	0	0	1	0	0	3.0	4	0	0	1	0	0	The tree is 4 units high in the syntactic tree.	4
21	2	3	0	1	0	3	5	0	1	0	2	1	2	3.0	16	1	1	2	0	0	 _The tree was growing in the 4th dimension of the forest, with its canopy stretching across vast plains._	4
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	  The tree stood 4 feet tall in the park.	4
10	2	1	0	1	0	2	2	1	0	0	1	0	0	3.0	4	0	0	1	0	0	The tree is 4 tall in the syntactic tree.	4
11	1	1	1	0	0	2	3	1	0	0	1	0	1	3.0	4	0	0	1	0	0	The tree stands 4 stories high in the lush forest.	4
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	3	0	0	1	0	0	The tree stood 4 feet tall in the yard.	4
13	2	1	0	0	0	2	3	1	0	0	2	0	2	3.0	5	1	1	1	0	0	The tree stands 4 meters high, nestled within a lush forest.	4
11	2	1	0	1	0	2	3	1	0	0	1	0	0	3.0	4	0	0	1	0	0	The tree is 4 units high in the syntactic tree.	4
12	2	1	0	2	0	2	3	1	0	0	1	0	0	3.0	4	0	0	1	0	0	The tree will be 6 units tall within the syntactic tree.	6
9	1	1	0	1	0	2	2	1	0	0	1	0	0	2.0	3	0	0	1	0	0	The tree is 6 high in the sentence.	6
17	1	2	0	0	0	3	4	1	1	0	2	0	3	3.0	8	1	1	1	1	0	The tree stood 6 inches tall in the canopy, creating a shaded spot beneath it.	6
23	3	4	0	0	0	3	7	1	1	0	2	0	2	5.0	9	1	1	1	2	0	The tree stood 6 levels tall in the leafy expanse, offering shelter for a diverse array of creatures beneath its canopy.	6
10	2	1	0	1	0	2	2	1	0	0	1	0	0	3.0	7	0	0	1	0	0	The tree in the syntactic tree is 6 high.	6
29	1	6	0	1	0	6	7	2	0	0	5	0	1	6.0	10	0	0	1	0	0	"The sentence with the tree height of 6 is ""The tree, with a height of 6, stood tall in the middle of the forest."""	6
11	2	1	0	2	0	2	2	1	0	0	1	0	0	3.0	4	1	1	1	0	0	The tree will be 6 high in the syntactic tree.	6
25	1	3	0	1	0	5	6	1	2	0	3	0	3	5.0	13	2	1	2	1	1	"The sentence that describes a tree with a height of 6 is ""There is a large oak tree standing on the hill""."	6
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The tree stood 6 feet tall in the garden.	6
24	1	2	0	4	0	4	4	1	1	0	5	0	1	4.0	15	1	0	3	0	1	"Sure, the sentence that can be generated from the instruction is:  ""The tree was 6 tall in the sky."""	6
10	1	1	1	0	0	1	3	1	0	0	1	0	1	5.0	5	0	0	1	0	0	 _The tall tree reached up to 6 meters high_	6
9	1	1	0	0	0	1	3	1	0	0	1	0	1	3.0	4	0	0	1	0	0	   The tall tree reached 6 inches in height.	6
25	3	3	0	2	0	4	6	2	0	0	4	0	1	4.0	12	1	1	2	0	0	"The sentence with the tree height of 6 in the syntactic tree would be: ""The majestic tree stood 6 feet high."""	6
48	3	11	1	2	0	9	13	5	0	0	2	0	2	10.0	12	2	2	2	0	0	The syntactic tree of a tree with a height of 6 is a hierarchical structure with nodes of height 3 located at each of the four corners of a square with side length 3, where each corner is occupied by a different node of height 1.	6
13	1	1	1	0	0	2	3	1	0	0	3	0	1	4.0	6	0	0	1	0	0	 The tree, 6 inches tall, stood proudly among the foliage.	6
13	3	1	0	0	0	2	4	1	0	0	1	0	1	3.0	7	0	0	1	0	0	  The tall oak tree stands 6 feet tall in the lush forest.	6
21	2	2	0	1	0	4	6	2	0	0	3	0	1	5.0	7	1	1	2	1	0	"The syntactic tree has a tree height of 6 in the sentence ""The tree is 6 units high."""	6
23	1	3	2	0	0	5	7	1	0	0	2	0	2	4.0	9	1	1	1	1	0	A tree 6 inches tall stands on a rock next to the stream, casting a long shadow on the forest floor.	6
11	2	1	0	0	0	2	3	1	0	0	1	0	1	3.0	7	0	0	1	0	0	The tree stood 6 feet tall in the picturesque garden.	6
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The tree stands 6 feet tall in the forest.	6
10	1	0	0	0	0	1	3	1	0	0	3	0	1	3.0	3	0	0	1	0	0	"  ""The oak tree stood 6 feet tall."""	6
14	4	1	0	0	0	2	3	1	0	0	2	0	1	3.0	6	0	0	1	0	0	 A towering 6-tall oak tree stood tall in the lush forest.	6
21	4	2	1	0	0	3	5	1	0	0	3	0	2	3.0	9	1	1	1	1	0	The tree stood 6 stories high in the vast park, casting long, thick branches into the warm sunlight.	6
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	3	0	0	1	0	0	The tree stands 6 feet tall in the park.	6
15	1	2	0	0	0	3	5	1	0	0	1	0	1	3.0	11	0	0	1	1	0	The tree has a height of 6 inches in the tree's syntactic tree.	6
11	2	1	0	1	0	2	3	1	0	0	1	0	0	3.0	4	0	0	1	0	0	The tree is 6 units high in the syntactic tree.	6
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The tree stood 6 feet tall in the backyard.	6
14	2	1	0	0	0	3	4	1	0	0	2	0	1	3.0	7	0	0	1	0	0	The tree stood 6 feet tall, a mighty sentinel in the landscape.	6
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The tree stood 6 feet tall in the forest.	6
11	2	1	0	1	0	2	3	1	0	0	1	0	0	2.0	4	0	0	1	0	0	The tree is 6 inches tall in the syntactic tree.	6
13	1	2	1	0	0	3	3	1	0	0	1	0	1	3.0	5	0	0	1	0	0	The tree stands 6 high in the branch of the old oak.	6
16	3	1	0	0	0	2	4	1	0	0	3	0	2	5.0	7	1	0	1	0	1	The tree, towering 6 feet high, stood tall amidst the idyllic forest canopy.	6
11	2	1	0	1	0	2	3	1	0	0	1	0	0	3.0	8	0	0	1	0	0	The tree in the syntactic tree is 6 inches high.	6
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	3	0	0	1	0	0	The tree stood 6 inches tall in the treehouse.	6
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The tree stood 6 inches tall in the forest.	6
14	3	1	0	0	1	2	2	1	0	0	3	0	1	3.0	6	0	0	1	0	0	  The tree, 6 tall, stood proud and tall in the field.	6
19	3	2	1	0	0	3	4	1	0	0	4	0	1	4.0	10	0	0	1	0	0	 > A towering oak with a majestic presence, 6 feet tall, stands proudly in the clearing.	6
23	2	4	1	0	0	5	6	1	0	0	2	0	2	4.0	7	1	1	1	1	0	A tree with a height of 6 resides in the forest canopy, casting a profound shadow upon the lush ground below.	6
16	2	2	0	0	0	3	5	1	0	0	2	0	1	3.0	12	0	0	1	0	0	The tree stood 6 feet tall in the garden, with a deep root structure.	6
14	0	3	0	0	0	2	3	1	1	0	3	0	1	3.0	7	0	0	1	0	0	 *He played under an oak tree with a height of 6.*	6
13	1	2	0	0	0	3	4	1	0	0	1	0	1	3.0	5	0	0	1	1	0	The tree in the syntactic tree has a height of 6 inches.	6
15	1	1	1	0	0	2	4	1	1	0	2	0	2	3.0	10	1	1	2	0	0	The tree stood 6 feet tall in the forest, its branches stretching skyward.	6
