n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_post_constraint
4	0	1	0	0	0	0	0	0	0	2	0	0	1	2.0	2	0	0	0	0	0	Sent by Janette Elbertson	0
12	2	1	1	1	0	0	3	0	2	0	1	0	1	2.0	7	0	0	1	1	0	I have never received such atrocious customer service in my life.	1
23	0	1	1	2	3	3	5	0	2	0	2	0	3	7.0	5	1	1	1	3	0	I have never been provided the ability to purchase anything, or receive a benefit or assistance from any person or entity.	1
13	2	1	0	3	0	0	2	0	2	0	2	0	1	3.0	4	1	1	2	0	0	I have been dealing with terrible customer service, which is unacceptable.	1
27	0	1	3	2	1	4	4	0	6	0	1	0	5	6.0	9	3	3	5	4	0	I have no idea where the person who submitted the prompt was going or even what they were working on when they asked me this question.	1
20	3	1	1	0	1	3	4	0	1	0	2	0	3	5.0	8	2	2	1	2	0	The police have yet to provide any updates on the missing student, leaving her family worried and anxious.	1
25	1	6	0	1	0	5	7	0	1	0	2	0	2	6.0	11	1	1	1	1	0	The police have issued a warning to the homeowner, due to the large amount of damage caused by the earthquake in their property.	1
19	2	2	0	1	0	3	5	1	1	0	1	0	2	4.0	10	2	2	1	1	0	The task is beyond my capabilities to generate a sentence with 1 subordinate propositions following the main clause.	1
25	1	2	0	1	1	3	9	0	0	0	1	1	4	6.0	8	2	2	1	2	0	The city has decided to implement stricter gun control policies in order to address the rising number of murders and violence in the district.	1
21	3	2	0	1	0	3	4	1	2	0	1	0	3	8.0	4	3	3	2	2	0	I am unable to generate a sentence with 1 subordinate propositions following the main clause from the context you provided.	1
17	3	2	0	1	0	2	3	1	1	0	1	0	2	3.0	11	2	2	1	1	0	I was unable to generate a sentence with with 1 subordinate propositions following the main clause.	1
19	2	3	1	1	1	3	5	0	0	0	2	0	1	5.0	5	1	1	1	0	0	The manager was extremely rude to the customer, resorting to condescending language and a lack of respect.	1
16	2	2	0	0	0	4	4	0	0	0	1	1	2	3.0	7	1	1	2	1	0	The police warned the community that a major fire broke out in the local warehouse.	1
36	5	2	1	3	1	5	5	0	3	0	2	1	5	5.0	13	5	5	2	3	0	I have not been able to generate the sentence you asked for, as it is too hard to follow the context of the prompt and generate a single subordinate proposition following the main clause.	1
23	2	1	1	2	1	3	6	0	1	0	2	1	3	5.0	9	2	2	2	2	0	The hospital informed the family that their child had been mistakenly transported from the wrong hospital, causing great stress and inconvenience.	1
12	1	1	1	1	0	2	2	0	2	0	1	0	1	3.0	4	0	0	1	1	0	I have never encountered such a poor service in my life.	1
8	2	0	1	1	0	0	1	0	1	0	1	0	1	2.0	3	0	0	1	1	0	I have never received such atrocious service.	1
22	3	2	0	1	0	3	4	1	1	0	1	0	4	5.0	10	3	3	1	1	0	I am not able to generate a sentence with 1 subordinate propositions following the main clause based on the provided context.	1
19	3	1	2	1	0	1	4	0	2	0	2	1	2	4.0	8	1	1	2	1	0	I have never encountered worse customer service than I had recently with a specific fast-food chain.	1
20	3	2	0	0	1	2	7	0	0	0	2	0	2	4.0	7	1	1	1	0	0	The police's pursuit led to a tragic car accident, resulting in significant property damage and multiple injuries.	1
15	1	0	0	1	0	1	2	0	2	1	1	2	3	4.0	10	3	3	2	2	0	I have to take a break from watching Netflix because my service is terrible.	1
13	0	0	0	1	0	2	2	0	3	0	1	0	3	4.0	7	2	2	2	2	0	I have no idea what the instructions are asking me to do.	1
16	0	2	0	2	0	2	4	0	2	0	1	1	2	3.0	8	1	1	2	1	0	I have been having problems with the internet connection since I woke up this morning.	1
24	2	3	0	0	1	4	7	0	0	0	2	0	4	5.0	6	2	2	1	2	0	The police force responded with a heavy hand, resorting to excessive force in an attempt to resolve the dispute and secure compliance.	1
12	2	1	1	1	0	0	3	0	2	0	1	0	1	2.0	7	0	0	1	1	0	I have never received such poor customer service in my life.	1
29	3	2	1	3	2	4	6	0	1	0	2	1	3	4.0	13	1	1	2	2	0	The police have been very strict in enforcing lockdown, but despite the harsh measures they have not allowed any protests or public gatherings in the affected area.	1
33	3	5	1	0	2	3	9	0	2	0	1	1	5	8.0	10	3	3	1	1	0	The police refused to listen and became heavily invested in saving their son from deportation due to his precarious living status and lack of any other options for a suitable living arrangement.	1
15	2	1	1	0	1	2	5	0	0	0	1	0	2	3.0	7	1	1	1	1	0	The city police responded with extreme brutality and force when investigating the missing hiker.	1
17	2	0	0	1	1	2	3	0	2	0	1	1	3	4.0	6	1	1	2	2	0	None.	1
24	1	0	1	2	1	4	5	0	1	0	2	0	5	4.0	9	4	4	2	2	0	The user has not given any context or instructions, so I am unable to generate the requested phrase following the guidelines provided.	1
28	2	4	0	1	1	2	8	0	2	0	2	0	4	8.0	10	4	4	1	3	0	The government was unable to fulfill its promise to deliver necessary aid and relief to those in need, leaving thousands trapped in a state of despair.	1
13	1	0	0	2	1	0	2	0	3	0	1	0	2	4.0	5	1	1	1	2	0	I have lost my keys and am unable to access my house.	1
20	3	2	0	1	0	3	4	1	1	0	1	0	3	4.0	10	3	3	1	1	0	I am unable to create a sentence with 1 subordinate propositions following the main clause from the context provided.	1
6	1	0	0	1	0	1	2	0	0	0	1	0	0	2.0	2	0	0	1	0	0	The task instructions are unclear.	1
15	2	1	1	1	1	1	5	0	1	0	1	0	1	5.0	6	0	0	1	1	0	I have never received such terrible customer service from a restaurant or service business.	1
23	1	3	1	3	0	3	5	0	3	0	2	0	2	5.0	8	2	2	3	1	0	I am experiencing terrible service from the company, which is quite unlike the customer service I’ve received in the past.	1
22	2	3	0	0	0	4	6	1	0	0	1	0	4	4.0	10	3	2	1	1	1	None of the examples provided comply with the instruction to produce a sentence with one subordinate proposition following the main clause.	1
17	2	1	0	0	0	3	6	0	0	0	1	1	2	4.0	5	1	1	1	1	0	The company's customer support responded by offering a complimentary upgrade for the next billing cycle.	1
13	2	0	0	0	0	2	5	0	0	0	2	0	2	3.0	6	1	1	1	2	0	The server experienced a severe hardware failure, interrupting critical business operations.	1
22	2	2	1	1	0	3	4	1	1	0	2	0	3	3.0	10	1	1	1	1	0	Not provided in the context, so I cannot generate a sentence with  1 subordinate proposition following the main clause.	1
31	4	2	0	2	1	5	8	0	0	0	2	1	4	7.0	20	3	3	3	3	0	The government announced a series of new regulations to try to improve the quality of public service, but many citizens were skeptical that the changes would make a difference.	1
12	0	1	0	1	0	3	4	0	0	0	1	0	2	4.0	4	1	1	1	1	0	The police are investigating the robbery committed by the bank manager.	1
20	2	2	1	2	0	2	2	0	3	0	2	1	3	6.0	4	3	3	3	0	0	I am disappointed in the atrocious service, which has worsened considerably since I started engaging with this company.	1
28	3	1	0	2	1	4	5	0	3	0	1	1	4	6.0	8	3	3	3	4	0	None.	1
24	2	2	0	2	0	4	4	0	1	1	1	1	4	7.0	9	3	3	2	2	0	I am unable to generate the requested sentence because the context does not provide details about the retaliatory action taken by the South.	1
19	1	5	0	0	0	3	5	0	1	0	1	0	2	5.0	7	1	1	1	0	0	The company failed to deliver on all orders due to a series of unforeseen glitches within their system.	1
21	3	2	0	1	0	3	4	1	1	0	1	0	4	4.0	15	3	3	1	1	0	I am unable to generate a sentence with 1 subordinate propositions following the main clause according to the provided instruction.	1
20	2	2	1	3	0	3	4	0	1	0	1	1	1	5.0	6	2	2	2	1	0	The police have been unable to apprehend the suspect due to the fact that his escape was so difficult.	1
31	3	2	3	4	1	2	7	0	4	0	2	0	2	6.0	9	3	3	4	2	0	I have had several issues with the customer support, which is why the customer service representative could not be more rude and disrespectful when I contacted them via phone.	1
21	2	2	0	1	0	4	5	1	0	0	1	0	4	5.0	15	2	2	1	2	0	The user cannot generate a sentence with 1 subordinate proposition following the main clause according to the provided context.	1
21	2	2	0	1	1	2	7	0	2	0	1	0	2	6.0	6	1	1	1	1	0	I have not received any updates or resolutions regarding my unresolved complaint about the subpar performance of customer service representatives.	1
27	0	0	0	2	1	4	5	0	3	0	1	1	6	6.0	7	4	4	2	5	0	I cannot complete this task because it does not provide any context or information to allow me to generate a sentence using the provided instruction.	2
27	7	2	0	2	1	2	5	0	1	0	2	1	3	5.0	11	3	2	1	2	1	 Despite facing numerous economic and political challenges, the organization has been able to continue providing vital social services to its community during these difficult times.	2
27	3	1	2	2	0	5	6	0	1	0	2	0	4	4.0	16	3	3	3	3	0	None of the prompts contain a task where the subordinate propositions should follow the main clause, so I am unable to generate the requested sentence.	2
26	2	3	0	0	1	4	6	1	2	0	2	0	4	6.0	6	3	2	1	0	1	Not included in the context, there is no task or instruction that asks for a sentence with 2 subordinate propositions following the main clause.	2
17	3	0	0	1	0	2	3	1	2	0	1	0	3	4.0	8	2	2	2	2	0	None.	2
36	3	3	1	3	1	3	7	0	2	3	1	2	6	8.0	15	4	4	3	3	0	Abbas also told supporters of the ruling Fatah party that he was determined to enact security measures and keep pushing the struggle against Israel until the full construction of their illegal barrier had been completed.	2
18	3	1	0	1	1	3	4	0	1	0	1	0	2	5.0	12	2	2	1	1	0	I am unable to generate a sentence following the same principle and instructions as the previous examples.	2
24	3	3	0	3	1	4	3	0	1	2	2	0	2	4.0	13	2	1	1	1	1	But due to the political sensitivities surrounding the West Bank, it's unlikely a solution can be found within the foreseeable future.	2
49	7	2	2	0	2	6	9	0	2	2	3	2	10	9.0	18	7	7	3	5	0	But the recent economic crisis only exacerbated existing social inequalities, causing the middle class to feel further marginalized and left to face severe financial difficulties in maintaining their lives, while the elites benefitted from the economic boom that accompanied the rise of the West Bank barrier.	2
35	3	3	2	1	3	3	8	0	2	0	4	1	5	4.0	15	3	2	2	2	1	 But the refugees, seeking safe haven from the ongoing war, find their hopes dashed time and again, as their pleas for asylum are often overlooked and ignored by the bureaucratic system.	2
17	2	0	0	2	0	3	3	0	1	0	1	1	2	4.0	6	2	2	2	1	0	This is an impossible task as the context does not provide any subordinate propositions to follow.	2
32	6	2	2	0	1	3	5	0	3	0	6	0	3	5.0	21	2	0	3	2	2	 **But, alas, the very thing that holds us back most - the psychological constraints that drive such aggression - prove more powerful than the mere force of numbers.**	2
24	2	1	0	1	1	5	5	1	2	0	1	0	4	4.0	10	2	2	2	3	0	None.	2
25	2	5	1	1	1	4	6	0	1	0	2	0	1	5.0	9	1	1	1	1	0	Unfortunately, I'm unable to generate a sentence about the task due to a lack of context and insufficient detail in the instructions.	2
7	2	0	0	0	0	1	2	0	0	0	1	0	1	2.0	2	0	0	1	1	0	The military campaign had devastating consequences.	2
22	2	1	0	1	1	3	7	0	0	0	2	1	2	4.0	9	2	2	1	2	0	None, as the task description does not provide any premises or antecedents for subordinate propositions to follow the main clause.	2
23	1	1	1	0	0	3	5	0	1	0	2	2	4	6.0	9	3	3	1	2	0	The soldiers have no choice but to follow their commander's orders, despite the dire consequences faced for not doing so.	2
44	4	8	0	1	3	6	13	0	2	0	2	1	3	9.0	13	2	2	2	0	0	But its relevance to the rest of the world's security is a matter up for debate, with certain factions advocating for its continued construction as a strategic tool and others arguing for a complete review and eventual dismantling of the barrier.	2
36	3	2	1	3	1	4	7	0	1	2	1	2	5	5.0	16	3	2	4	1	1	The political leader’s promises that his nation’s security will be secured were not followed through as the situation in the West Bank became increasingly unstable and the Jewish settlers continued to demand autonomy.	2
41	1	7	2	2	2	3	9	0	7	0	2	0	4	7.0	20	3	3	2	3	0	He will strive diligently to secure life and freedom not only for his citizens but for the sake of all humanity in his path, emphasizing his unwavering dedication to the cause through which he's dedicated his life to.	2
17	2	4	0	0	1	2	4	0	1	1	1	0	1	6.0	3	0	0	0	0	0	But there is an interesting debate on the topic of international aid for countries like Ukraine.	2
32	2	1	0	2	0	6	7	1	2	0	2	1	5	5.0	13	4	4	3	4	0	None.	2
31	0	2	1	0	1	5	7	0	1	4	2	1	6	7.0	13	4	4	1	5	0	Abbas also made a statement indicating his intentions to continue the fight against Israel, highlighting the importance of preserving the security and freedom of the occupied West Bank space.	2
30	1	3	0	2	1	4	6	0	2	2	2	1	3	6.0	10	2	2	2	2	0	I'm not able to generate the requested sentence, as the context does not provide me with information about the priority or struggles of the ruling Fatah party.	2
23	3	1	0	1	0	4	4	1	2	0	1	0	5	7.0	6	3	3	1	2	0	It is impossible to create a sentence that follows the given instructions with the requested two subordinate propositions following the main clause.	2
15	3	1	0	1	0	1	3	0	1	0	1	0	2	3.0	8	2	2	1	1	0	I'm not able to generate sentences with subordinate propositions following the main clause.	2
32	4	3	0	2	2	4	7	0	4	0	3	0	2	8.0	8	2	2	1	2	0	 But despite these economic challenges, it is essential to support sustainable development projects, which will ensure a brighter future for our planet and the wellbeing of all its inhabitants.	2
21	2	1	1	3	1	1	3	0	3	0	3	1	2	4.0	11	2	1	2	1	1	But its future, which is still uncertain, can be rekindled by convincing the public of its immense potential.	2
29	1	1	1	3	2	3	5	0	3	0	1	3	5	8.0	9	3	3	3	2	0	I understand that these are guidelines and should not be interpreted as asking for a specific sentence structure but rather as prompting a solution that fits the context.	2
20	2	5	1	2	0	3	4	0	0	1	1	0	1	3.0	10	0	0	1	0	0	The city will never be filled with the sound of birds because of the ongoing war in nearby Syria.	2
33	4	2	0	2	0	5	7	1	1	0	2	1	5	6.0	17	3	3	2	4	0	None.	2
50	3	2	5	3	3	4	7	0	4	0	7	1	9	6.0	20	5	5	2	2	0	   But remember the lesson learned last week (even if its application may seem unrelated at the moment), there is still always something of value to be remembered, so take a few minutes (and possibly some tears) to remember and process what was learned..	2
36	3	5	0	1	1	5	8	0	1	5	1	1	4	7.0	10	2	2	2	3	0	Abbas told supporters of the ruling Fatah party that he was determined to establish a new nuclear reactor for Israel and continue the construction of West Bank tunnels for the betterment of all space enthusiasts.	2
16	2	2	0	0	0	3	4	1	1	0	1	0	2	4.0	7	1	1	0	0	0	There is no information within the text about two subordinate propositions following the main clause.	2
21	3	0	0	2	0	4	4	0	1	0	1	1	3	4.0	12	2	2	2	3	0	None.	2
35	5	3	0	0	1	6	8	0	4	0	2	0	5	9.0	9	4	4	3	4	0	The terrorist's demands reveal the underlying tension within the political landscape, forcing an internal struggle between those who prioritize military action and those who prioritize finding a peaceful solution to the conflict.	2
27	1	3	0	3	1	5	5	0	2	0	1	1	3	6.0	9	1	1	2	1	0	The question cannot be completed with the given context as it does not provide any context about an image or any subordinate propositions about it.	2
31	1	2	2	3	1	2	8	0	2	0	2	3	4	4.0	12	3	2	3	1	1	But the refugees' hopes of finding refuge for their families were shattered, as the Israeli military announced that asylum applications would no longer be accepted in their region.	2
21	2	4	1	0	1	2	5	0	2	0	1	0	2	4.0	7	1	1	1	1	0	His commitment to social justice prompted him to strive for equality and advocate for the rights of the less fortunate.	2
21	3	2	0	1	0	3	4	1	1	0	1	0	4	5.0	10	3	3	1	1	0	I'm unable to generate a sentence with 2 subordinate propositions following the main clause based on the provided context.	2
47	5	2	0	0	2	5	12	0	3	2	4	3	7	7.0	16	3	2	2	7	1	His commitment to maintaining Israeli security and achieving a permanent solution to the Israeli-Palestinian conflict inspired the people's trust in him as he outlined clear priorities for rebuilding the country's infrastructure, ensuring security, and completing the West Bank barrier project.	2
43	5	1	1	0	0	5	13	0	2	0	3	3	7	6.0	9	6	5	3	5	1	 Despite facing economic hardship, the tech company's founders ensured that funding for their new software development project remained the top priority, allowing the team to complete the ambitious task before the recession caused financial ruin to consume them completely.	2
20	1	0	1	3	0	3	3	0	2	0	3	0	2	3.0	11	1	1	1	2	0	There will be no further text to complete the sentence, therefore, I cannot complete the request.	2
20	3	1	0	1	0	5	5	0	1	0	1	1	2	4.0	7	2	2	2	1	0	This is an impossible task as the phrase in the context contains no subordinate propositions following the main clause.	2
26	2	1	0	3	0	4	5	1	1	0	2	1	4	7.0	16	3	3	2	3	0	I cannot be given the instruction to create a sentence with 2 subordinate propositions following the main clause, as no context is provided.	2
32	2	5	1	2	0	1	9	0	3	1	2	0	3	5.0	21	2	0	1	2	2	Despite his ambition to promote security within his country, Abbas's determination to achieve the dream of space colonization would be best achieved through collaborative effort with his fellow citizens.	2
35	2	4	0	3	0	5	7	1	3	0	3	1	4	7.0	10	3	3	3	1	0	I cannot create a response to this instruction, as it is asking for a sentence with 2 subordinate propositions following the main clause, which is not part of the given instruction.	2
28	3	4	0	1	0	5	8	0	0	0	2	0	3	6.0	7	2	2	1	1	0	 The government's latest legislation is a direct response to the growing number of refugees in the country, aiming to prevent further instability within the region.	2
25	2	2	1	1	1	4	7	0	0	0	3	0	3	4.0	10	1	1	1	2	0	Unfortunately, the context does not provide any relevant information about priorities or security concerns, making the generation of the requested sentence impossible.	2
34	4	3	0	0	2	5	9	0	1	0	3	2	3	6.0	23	2	0	2	2	2	The decision of whether or not to invest in the controversial new technology, which promises a solution to the space exploration problem, involves a deep dive into potential risks and rewards.	2
9	2	1	0	1	0	1	2	0	1	0	1	0	0	2.0	4	0	0	1	0	0	This is an excellent exercise in creative thinking.	4
36	6	2	1	3	2	5	5	0	3	1	2	1	4	9.0	13	3	3	3	4	0	I shall also refer the matter to the Legal and Legislative Council, and I am certain that they will take the necessary steps to ensure proper legal representation for all citizens facing a lawsuit.	4
34	0	4	1	2	1	3	9	0	3	1	2	4	4	6.0	12	2	2	3	1	0	It looks as if Spacex is focusing its efforts on the rocket launch services, rather than venturing into the realm of shuttles and space stations as it has done in the past.	4
53	6	5	3	5	2	6	6	0	5	2	3	2	7	12.0	12	7	7	5	2	0	I shall also refer the matter to the College of Auditors, and I am confident that they will diligently audit to ensure the institution complies with the stringent regulations imposed by their members, thereby ensuring the financial statements we are responsible for are prepared in an open and transparent manner.	4
5	1	0	0	1	0	1	1	0	0	0	1	0	0	2.0	2	0	0	1	0	0	The task is ambiguous.	4
49	4	5	3	4	0	4	8	0	5	1	3	4	6	8.0	18	6	6	5	2	0	It looks as if NASA is transitioning away from the shuttle model, as in the past they have proven to be quite dangerous, which raises serious concerns for their ability to succeed with the current model as they have recently experienced a string of near- réussishes.	4
45	3	3	1	3	3	6	7	0	4	4	2	2	6	8.0	14	3	3	3	4	0	I shall also check the record of the University Senate and its relevant committees, and I assure you that all appropriate steps will be taken to fulfill the requirements of the University Council and ensure transparency in dealing with the academic integrity case.	4
29	2	3	2	3	0	3	4	0	3	1	2	2	3	4.0	16	3	3	3	0	0	It looks as if the space program is transitioning into something quite new, so they are likely to be focusing on the Artemis program in the future.	4
38	2	3	2	3	1	3	8	0	3	2	2	3	5	9.0	13	5	5	2	3	0	It is likely that we have reached an agreement on how the issue surrounding NASA and the space shuttle model will move forward, for instance by implementing stricter protocols than those implemented with Columbia's destruction.	4
33	2	3	1	4	1	3	2	0	6	2	2	2	4	8.0	12	4	4	5	1	0	I shall also refer the matter to the College of Governors, and I am certain that they will be keen to ensure that we adhere to the regulations we ourselves approve.	4
30	1	3	1	2	1	1	6	1	6	0	2	2	4	6.0	16	3	3	4	2	0	I shall also ensure that we remain in compliance with their standards and guidelines, as the matter involving their decision is one that holds significant weight for us.	4
23	4	1	0	1	0	3	5	1	1	0	1	1	4	5.0	11	3	3	2	2	0	I am uncertain that this question has enough context to generate the requested sentence with 4 subordinate propositions following the main clause.	4
26	1	4	2	2	1	2	6	0	2	0	1	0	4	5.0	10	2	2	2	1	0	I shall also investigate the impact of this decision on local authorities and work closely with stakeholders to ensure their concerns are taken into consideration.	4
40	2	5	0	1	2	3	14	0	3	0	2	2	5	8.0	12	3	3	3	4	0	I will notify the administration that we require assistance and support for upcoming case filings, in order to prioritize case documentation and file creation in accordance with the regulations we voted upon at the last town hall meeting.	4
40	4	3	2	6	1	5	6	0	6	0	2	1	4	6.0	19	3	3	5	2	0	I shall also address any pending tax liabilities that may be incurred by the end of the year, and I am confident that we will achieve full adherence to all the financial guidelines that we have set forth.	4
21	2	2	0	3	0	1	1	0	5	0	1	2	3	7.0	5	4	4	4	0	0	I am certain that they will be keen to ensure that we abide by the regulations we ourselves vote on.	4
9	0	1	0	1	0	2	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	This is a solved example of the task.	4
22	0	2	0	2	0	5	4	0	0	0	2	1	3	5.0	10	2	2	1	1	0	Not included in the context, as the request does not provide the context for such a sentence to be generated.	4
47	4	6	2	2	3	6	10	0	3	1	1	2	6	6.0	26	4	4	3	1	0	I look as if NASA will also make their decision based on the outcome of the latest disaster and reviews of the situation and they may ultimately decide to proceed without the space shuttle model due to a potential future catastrophic event and the cost involved.	4
25	1	2	2	3	0	2	3	0	2	1	2	3	3	3.0	18	3	3	3	0	0	It looks as if NASA is transitioning away from the shuttle model, as in the past they have proven to be quite dangerous.	4
16	2	1	0	1	0	3	4	1	0	0	1	0	2	3.0	10	1	1	1	1	0	This task cannot generate a sentence with 4 subordinate propositions following the main clause.	4
37	3	3	2	4	1	3	5	0	5	2	2	2	4	8.0	12	4	4	4	2	0	I shall also refer the matter to the Department of Education, and I am confident that they will be keen to ensure that we meet the funding requirements set forth in our new budget proposal.	4
