n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	n_obj_post.1	n_subj_pre.1	sentence	obj_post_constraint
9	0	0	0	0	1	3	3	0	0	0	1	0	1	3.0	3	0	0	1	1	0	1	1	The dog chased the ball and the cat.	2
13	0	1	0	0	2	4	4	0	0	0	1	0	1	3.0	9	0	0	1	1	0	1	1	The student submitted both the homework and the textbook to the teacher.	2
11	2	0	0	0	1	3	3	0	0	0	1	0	1	3.0	4	0	0	1	1	0	1	1	The plumber repaired the leaky faucet and the broken pipe.	2
15	0	2	0	0	1	2	4	0	3	0	1	0	2	3.0	7	0	0	1	2	0	2	1	I wrote a letter to my mother and sent a gift to my brother.	2
14	0	2	0	0	1	4	4	0	0	0	1	0	2	4.0	4	0	0	1	1	0	1	1	The cat chased the ball and string to the top of the tree.	2
12	0	1	0	0	1	4	4	0	0	0	1	0	1	3.0	8	0	0	1	1	0	1	1	The student handed the textbook and the homework to the teacher.	2
12	1	1	0	0	1	3	4	0	0	0	1	0	1	4.0	3	0	0	1	1	0	1	1	The chef prepared a delicious meal for the family and friends.	2
9	0	0	0	0	1	3	3	0	0	0	1	0	1	3.0	3	0	0	1	1	0	1	1	The gardener watered the roses and the geraniums.	2
9	0	0	0	0	1	3	3	0	0	0	1	0	1	3.0	3	0	0	1	1	0	1	1	The cat chased the ball and the rope.	2
13	0	1	0	0	1	4	4	0	0	0	2	0	1	3.0	9	0	0	1	1	0	1	1	The cat chased the mouse and the ball, across the park.	2
18	0	2	0	0	1	6	6	0	0	0	1	0	2	3.0	9	0	0	2	2	0	2	2	The student gave the book to the teacher and the student wrote the essay for the teacher.	2
12	0	1	1	0	0	3	3	0	0	0	2	0	2	3.0	5	1	1	1	1	0	1	1	The cat jumped onto the table, bringing the cheese along.	2
11	0	1	0	1	1	3	3	0	0	0	1	0	1	3.0	3	0	0	1	0	0	0	1	The book was read to the child and the dog.	2
9	0	0	0	0	1	3	3	0	0	0	1	0	1	3.0	3	0	0	1	1	0	1	1	The gardener watered the flowers and the fruits.	2
12	0	1	0	0	1	4	4	0	0	0	1	0	1	3.0	8	0	0	1	1	0	1	1	The student read the book and the newspaper to the teacher.	2
15	1	1	0	0	1	4	4	0	0	0	2	0	2	3.0	7	1	1	1	1	0	1	1	The cat chased the ball and the mouse, resulting in a playful encounter.	2
12	0	1	0	0	1	4	4	0	0	0	1	0	1	3.0	6	0	0	1	1	0	1	1	The student read the book and the poem to the class.	2
12	0	1	0	0	1	4	4	0	0	0	1	0	1	3.0	8	0	0	1	1	0	1	1	The student read the book and the poem to the teacher.	2
13	0	1	0	0	1	4	5	0	0	0	1	0	1	3.0	9	0	0	1	1	0	1	1	The student gave the textbook and the lecture notes to the teacher.	2
12	0	1	0	0	1	4	4	0	0	0	1	0	1	4.0	3	0	0	1	1	0	1	1	The baker delivered the bread and the flowers to the customer.	2
16	0	2	1	0	0	4	4	0	1	0	2	0	2	4.0	5	1	1	2	1	0	1	2	The cat chased the mouse to the park, where it played with the children.	2
11	0	2	0	0	1	3	3	0	0	0	1	0	1	3.0	4	0	0	1	0	0	0	1	The cat jumped onto the table and onto the counter.	2
12	0	1	0	0	1	4	4	0	0	0	1	0	1	3.0	8	0	0	1	1	0	1	1	The cat chased the mouse and the ball across the park.	2
12	0	1	0	0	1	4	4	0	0	0	1	0	1	3.0	8	0	0	1	1	0	1	1	The student submitted the homework and the exam to the teacher.	2
12	0	1	0	0	1	4	4	0	0	0	1	0	1	3.0	8	0	0	1	1	0	1	1	The baker gave the bread and the butter to the customer.	2
12	0	1	0	0	1	4	4	0	0	0	1	0	1	3.0	8	0	0	1	1	0	1	1	The chef prepared the soup and the bread for the guests.	2
13	0	1	0	0	1	4	5	0	0	0	1	0	1	3.0	9	0	0	1	1	0	1	1	The cat chased the ball and the toy car down the street.	2
12	1	1	0	0	1	2	4	0	1	0	1	0	1	4.0	3	0	0	1	1	0	1	1	The chef prepared a delicious meal for her family and friends.	2
23	4	1	1	0	1	5	6	0	0	0	3	0	2	4.0	11	0	0	1	1	0	1	1	The chef expertly prepared a succulent roast beef, a hearty mashed potato, and a crisp green salad for the family.	3
25	3	3	1	0	2	2	6	0	0	0	4	0	4	6.0	17	1	1	1	1	0	1	1	The chef meticulously prepared a hearty stew, garnished with fresh herbs, seasoned with salt and pepper, and served with warm bread.	3
25	5	2	0	0	1	3	6	0	0	0	5	0	3	5.0	17	2	2	1	1	0	1	1	The chef crafted a flavorful soup, consisting of fresh vegetables, tender chicken, and aromatic herbs, resulting in a satisfying meal.	3
13	0	0	0	0	1	4	4	0	0	0	3	0	1	3.0	7	0	0	1	1	0	1	1	The cat chased the ball, the mouse, and the string.	3
16	0	3	0	1	1	4	4	0	0	0	2	0	1	3.0	8	0	0	1	0	0	0	1	The book was given to the student, along with a pencil and a pen.	3
15	0	1	0	1	1	4	4	0	0	0	3	0	1	3.0	7	0	0	1	0	0	0	1	The book was read to the child, the dog, and the teacher.	3
16	0	1	0	0	1	5	5	0	0	0	3	0	1	4.0	7	0	0	1	1	0	1	1	The chef prepared the soup, the bread, and the salad for the family.	3
16	0	1	0	0	1	5	5	0	0	0	3	0	1	3.0	12	0	0	1	1	0	1	1	The cat chased the ball, the rope, and the mouse up the tree.	3
16	0	1	0	0	1	5	5	0	0	0	3	0	1	4.0	7	0	0	1	1	0	1	1	The cat chased the mouse, the dog, and the ball across the park.	3
17	0	1	0	0	1	5	5	0	0	0	3	0	2	3.0	13	0	0	1	1	0	1	1	The baker handed the sliced bread, the butter, and the fruit to the customer.	3
14	1	0	0	0	1	4	4	0	0	0	3	0	1	3.0	8	0	0	1	1	0	1	1	The chef prepared the stew, the crusty bread, and the salad.	3
19	1	2	0	0	1	4	6	0	1	0	3	0	1	3.0	11	0	0	1	1	0	1	1	The gardener watered the flowers, the plants, and the vegetables as part of his daily routine.	3
21	0	3	0	0	1	5	8	0	0	0	3	0	1	4.0	11	0	0	1	2	0	2	1	The baker gave the customer a loaf of bread, a slice of cheese, and a box of cookies.	3
22	2	3	0	0	1	4	8	0	0	0	3	0	1	4.0	13	0	0	1	1	0	1	1	The chef prepared a feast of steaming seafood, a bouquet of fragrant flowers, and a pot of refreshing tea.	3
22	2	1	0	0	1	5	7	0	0	0	4	0	2	5.0	8	1	1	1	2	0	2	1	The chef prepared a feast, comprising a roast beef, a succulent pie, and a bouquet of fresh flowers.	3
18	0	3	0	0	0	5	5	0	0	0	2	0	3	5.0	7	2	2	1	1	0	1	1	The dog chased the ball towards the tree, resulting in the ball landing in the basket.	3
22	1	3	0	0	1	5	8	0	0	0	3	0	1	5.0	9	0	0	1	2	0	2	1	 The student gave the teacher a bouquet of flowers, a box of chocolates, and a cup of hot tea.	3
19	3	1	0	0	1	2	5	0	0	0	4	0	3	5.0	7	1	1	1	1	0	1	1	The chef prepared a sumptuous feast, consisting of roasted chicken, fluffy rice, and fresh vegetables.	3
19	1	1	0	0	1	5	7	0	0	0	3	0	1	4.0	9	0	0	1	1	0	1	1	The chef prepared a delicious dinner, a side salad, and a fruit pie for the family.	3
18	0	1	0	2	1	4	4	0	0	0	2	0	3	4.0	9	1	1	2	1	0	1	2	The book was given to the child, and the child was instructed to read the book.	3
15	0	0	0	0	1	4	4	0	0	0	3	0	3	3.0	9	0	0	1	3	0	3	1	The gardener rearranged the roses, pruned the bushes, and watered the flowers.	3
27	3	2	1	0	1	6	6	0	0	0	3	0	5	3.0	15	0	0	1	3	0	3	1	The chef meticulously prepared a delicious meal, served the steaming soup to the hungry guests, and presented the delectable dessert to the admiring diners.	3
20	2	1	0	0	1	4	7	0	0	0	3	0	2	4.0	11	0	0	1	1	0	1	1	The chef prepared a steaming bowl of noodles, a succulent chicken curry, and a delicious fruit salad.	3
16	0	1	0	0	1	3	6	0	0	0	3	0	2	3.0	12	0	0	1	1	0	1	1	The chef prepared a roast beef, mashed potatoes, and gravy for the family.	3
16	0	1	0	0	1	5	5	0	0	0	3	0	1	3.0	12	0	0	1	1	0	1	1	The cat chased the ball, the rope, and the mouse up the tree.	3
19	0	3	0	2	1	1	3	0	3	0	3	0	3	3.0	10	1	1	1	0	0	0	1	The book has been read by me, given to my friend, and shared with my family.	3
13	0	0	0	0	1	4	4	0	0	0	3	0	1	3.0	7	0	0	1	1	0	1	1	The cat chased the ball, the mouse, and the string.	3
18	1	2	1	0	0	4	5	0	1	0	2	0	2	5.0	5	1	1	2	2	0	2	2	The cat chased the mouse to the park, where it found a delicious piece of cheese.	3
25	0	3	0	3	2	4	5	0	0	2	3	0	3	3.0	18	0	0	3	0	0	0	3	The book was given to Maria, and the letter was sent to the post office, and the package was delivered to John.	3
25	0	3	0	0	1	7	10	0	0	0	3	0	1	4.0	19	0	0	3	2	0	2	3	The baker gave the child a loaf of bread, the cat a bowl of water, and the gardener a sack of soil.	3
21	4	1	1	0	1	5	5	0	0	0	3	0	1	4.0	9	0	0	1	1	0	1	1	The chef meticulously prepared the fragrant stew, the fresh bread, and the delicate dessert for the hungry guests.	3
19	3	0	0	0	1	4	7	0	0	0	3	0	1	3.0	11	0	0	1	1	0	1	1	The chef prepared a succulent tomato soup, a hearty vegetable stew, and a mouthwatering apple pie.	3
17	0	1	0	0	1	5	6	0	0	0	3	0	1	3.0	13	0	0	1	1	0	1	1	The cat chased the ball, the rope, and the toy car across the park.	3
16	2	1	0	0	1	2	6	0	0	0	3	0	1	4.0	7	0	0	1	1	0	1	1	The chef prepared a feast of steaming soup, hearty bread, and delectable pastries.	3
17	2	1	0	0	1	2	5	0	0	0	3	0	3	4.0	7	0	0	1	1	0	1	1	The chef prepared a delicious meal of roasted chicken, mashed potatoes, and green beans.	3
16	0	1	0	0	1	4	4	0	0	0	3	0	3	3.0	9	0	0	1	2	0	2	1	The student completed the homework, reviewed the textbook, and listened to the lecture.	3
15	0	0	0	0	1	5	5	0	0	0	3	0	1	3.0	7	0	0	1	2	0	2	1	The teacher gave the student a book, a pen, and a dictionary.	3
21	0	3	0	0	1	5	8	0	0	0	3	0	1	4.0	11	0	0	1	2	0	2	1	The baker offered the customer a loaf of bread, a slice of fruit, and a cup of tea.	3
18	0	1	0	0	1	5	5	0	0	0	3	0	3	3.0	9	0	0	1	3	0	3	1	The cat chased the mouse, chased the dog, and chased the bird into the forest.	3
13	0	0	0	0	1	4	4	0	0	0	3	0	1	3.0	7	0	0	1	1	0	1	1	The architect designed the building, the painting, and the sculpture.	3
14	0	1	0	0	1	3	5	0	0	0	3	0	1	4.0	6	0	0	1	1	0	1	1	The chef prepared a meal of pasta, vegetables, and a dessert.	3
13	0	0	0	0	1	4	4	0	0	0	3	0	1	3.0	7	0	0	1	1	0	1	1	The cat chased the mouse, the ball, and the string.	3
23	3	1	1	0	1	5	8	0	0	0	3	0	1	3.0	18	0	0	1	1	0	1	1	The chef meticulously prepared a decadent chocolate cake, a fluffy soufflé, and a tantalizing fruit pie for the wedding reception.	3
18	0	3	0	1	1	4	4	0	0	0	3	0	2	3.0	10	0	0	1	0	0	0	1	The book was read to the child, by the teacher, and enjoyed by the student.	3
14	1	0	0	0	1	4	4	0	0	0	3	0	1	3.0	8	0	0	1	1	0	1	1	The mechanic repaired the car, the tires, and the electrical system.	3
13	0	0	0	0	1	4	4	0	0	0	3	0	1	3.0	7	0	0	1	1	0	1	1	The cat chased the ball, the mouse, and the string.	3
26	3	3	0	3	1	4	6	0	0	0	3	0	3	3.0	17	0	0	3	0	0	0	3	The apple was sliced into thin slices, the mango was diced into small cubes, and the orange was juiced into a refreshing drink.	3
