n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	n_obj_post.1	n_subj_pre.1	sentence	obj_post_constraint
1	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0	0	0	0	.	0
11	1	0	3	1	0	2	2	0	0	0	1	0	1	3.0	7	1	1	2	0	0	0	2	The stars twinkle most brightly when the sky is clear.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The cat sat on the mat.	0
6	0	0	1	1	0	1	1	0	0	0	1	0	1	2.0	2	0	0	1	0	0	0	1	The cat is sleeping soundly.	0
8	1	1	0	1	0	0	3	0	1	0	1	0	0	3.0	4	0	0	1	0	0	0	1	My favorite flavor of candy is cherry.	0
8	0	0	2	1	0	1	1	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	 The dog does not bark very often.	0
16	0	4	0	0	0	3	5	0	0	0	2	0	2	4.0	5	1	1	1	0	0	0	1	A swarm of locusts descended upon the village, leaving behind a trail of destruction.	0
8	0	1	0	1	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	 The cat is sitting on the mat..	0
14	0	2	0	0	0	3	4	0	0	0	2	0	3	4.0	5	2	2	1	0	0	0	1	The cat sat perched on the windowsill, basking in the afternoon sun.	0
15	1	2	1	1	0	3	3	0	0	0	2	0	2	3.0	6	1	1	1	0	0	0	1	The cat is sitting quietly on the mat, basking in the warm sun.	0
11	1	1	0	1	1	2	2	0	0	0	1	0	2	4.0	6	1	0	1	0	1	0	1	A river flowing through the city was clean and sparkling.	0
14	1	2	0	0	0	3	4	0	0	0	2	0	2	3.0	6	1	1	1	0	0	0	1	The cat sat on the warm windowsill, basking in the afternoon sun.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The cat sat on the hat.	0
14	1	2	1	0	1	3	4	0	0	0	1	0	1	3.0	10	0	0	1	0	0	0	1	The cat jumps playfully on the green rug and naps for a while.	0
13	1	1	1	0	0	3	3	0	0	0	2	0	2	3.0	6	1	1	1	1	0	1	1	The wind blows quietly through the trees, creating a serene atmosphere.	0
17	1	3	0	1	0	4	5	0	0	0	1	0	1	4.0	7	0	0	1	0	0	0	1	The painting was hung on the wall as an abstract expression of the artist's emotions.	0
13	0	1	1	0	0	3	4	0	0	0	2	0	2	3.0	6	1	1	1	1	0	1	1	The wind blew softly through the trees, making the leaves dance.	0
7	1	0	1	1	0	1	1	0	0	0	1	0	0	2.0	4	0	0	1	0	0	0	1	The bread is not very fresh.	0
12	0	0	3	0	1	2	2	0	0	0	2	0	2	3.0	6	0	0	2	0	0	0	2	The wind howled wildly, yet the ship sailed on steadily.	0
12	1	1	0	1	0	3	3	0	0	0	1	0	1	3.0	7	1	1	1	0	0	0	1	A rooster in the morning is a peaceful sight to behold.	0
8	1	0	0	1	0	2	2	0	0	0	1	0	1	2.0	2	0	0	1	1	0	1	1	The old dog is chasing the cat.	0
6	0	0	1	1	0	1	1	0	0	0	1	0	1	2.0	2	0	0	1	0	0	0	1	The cat is sleeping soundly.	0
5	1	0	0	1	0	1	1	0	0	0	1	0	0	2.0	2	0	0	1	0	0	0	1	The cat is asleep.	0
8	1	1	0	1	0	2	2	0	0	0	1	0	0	2.0	3	0	0	1	0	0	0	1	The coffee was lukewarm at the cafe.	0
18	3	2	2	1	0	3	4	0	0	0	3	0	0	3.0	11	0	0	1	0	0	0	1	A slice of watermelon, perfectly ripe, is always a refreshing treat on a hot day.	0
6	0	0	1	0	0	1	2	0	0	0	1	0	1	2.0	2	0	0	1	0	0	0	1	The wind blows wildly today.	0
8	0	1	0	1	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The cat is sitting on the mat.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The cat sat on the mat.	0
8	0	1	0	0	0	2	3	0	0	0	1	0	1	2.0	4	0	0	1	1	0	1	1	The wind whispers secrets through the leaves.	0
8	0	1	0	0	0	2	3	0	0	0	1	0	1	2.0	4	0	0	1	1	0	1	1	 The wind whispers secrets through the leaves..	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The cat jumped onto the table.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The wind blows through the trees.	0
7	2	0	0	1	1	1	1	0	0	0	1	0	0	2.0	2	0	0	1	0	0	0	1	The moonstone is radiant and ethereal.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The cat sits on the mat.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The cat sat on the mat.	0
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	 You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
15	0	1	1	0	1	3	3	0	0	0	1	1	3	4.0	5	1	1	2	0	0	0	2	The cat sat on the mat and waited for the owner to come home.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
18	0	4	0	1	0	4	7	0	0	0	1	0	1	3.0	8	0	0	1	0	0	0	1	The oil slick on the water surface was spread across the ocean due to a tanker collision.	1
22	2	1	1	2	1	2	8	0	1	0	2	0	2	4.0	7	1	1	2	1	0	1	2	The requested sentence is: You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
11	0	1	0	0	0	2	3	0	1	0	2	0	2	3.0	5	1	1	1	1	0	1	1	The cat sat on the mat, licking its paws.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
19	3	3	0	1	1	3	5	0	1	0	1	0	1	5.0	5	0	0	1	1	0	1	1	I am a student of English literature and have a deep love for the creative power of language.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
10	0	2	0	1	0	1	2	0	2	0	1	0	1	2.0	5	0	0	1	0	0	0	1	The book was given to me by my brother.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	  You can get peppermint oil in most health food stores and even some major grocery stores.	1
9	0	1	0	1	0	1	3	0	1	0	1	0	1	2.0	5	0	0	1	1	0	1	1	You can purchase textbooks in the student lounge.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
10	1	1	0	1	0	1	3	0	1	0	1	0	1	2.0	6	0	0	1	1	0	1	1	You can purchase a bicycle in most bike shops.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
13	1	1	1	1	0	1	2	1	0	0	2	1	2	4.0	4	2	1	0	0	1	0	0	As requested, here is the sentence generated with 1 postverbal object: The connection, however, lies in an order issued last year by President Hu Jintao to seek secure oil supplies abroad.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get mint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
13	1	0	1	0	1	1	4	0	1	0	2	0	2	4.0	4	1	1	1	2	0	2	1	The young artist paints landscapes frequently, showcasing her talent and passion.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
10	1	1	0	1	0	1	3	0	1	0	1	0	1	2.0	6	0	0	1	1	0	1	1	You can find delicious fruit at the farmers market.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
10	1	0	0	1	0	0	3	0	2	0	3	0	0	2.0	3	0	0	1	0	0	0	1	"""My favorite music player is my stereo."""	1
17	1	3	0	1	0	3	5	0	1	0	1	0	2	4.0	8	1	1	1	1	0	1	1	You can obtain a bottle of water from the vending machine located on the first floor.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	1	2	0	1	0	3	5	1	1	0	1	0	2	4.0	6	1	1	2	0	0	0	2	 The connection between the two nations is rooted in a trade agreement they signed last year..	1
9	1	1	0	1	0	0	3	0	1	0	1	0	1	2.0	5	0	0	1	1	0	1	1	You can purchase coffee in most convenience stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
24	0	2	1	0	0	4	7	0	2	0	2	0	6	6.0	8	1	1	3	3	0	3	3	The given text includes information on peppermint oil, therefore I generated a sentence that incorporates the mentioned item in the provided text.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	 You can get peppermint oil in most health food stores and even some major grocery stores.	1
18	2	1	1	2	1	2	7	0	0	0	1	0	1	3.0	6	0	0	1	0	0	0	1	The peppermint oil can be found in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
17	2	1	1	1	1	1	7	0	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	You can get peppermint oil in most health food stores and even some major grocery stores.	1
12	0	0	1	0	0	1	1	0	3	0	2	0	4	5.0	3	3	3	2	2	0	2	2	 You really got me thinking, I enjoy reading this blog.	2
21	1	3	1	1	0	5	6	0	0	0	2	0	2	4.0	8	1	1	1	2	0	2	1	 The weight of the war has severely damaged the morale of the American troops, prompting a decrease in confidence.	2
12	0	0	1	0	0	1	1	0	3	0	2	0	4	5.0	3	3	3	2	2	0	2	2	You really got me thinking, I enjoy reading this blog.	2
12	0	0	1	0	0	1	1	0	3	0	2	0	4	5.0	3	3	3	2	2	0	2	2	You really got me thinking, I enjoy reading this blog.	2
22	0	3	0	2	1	5	6	0	0	0	2	0	3	5.0	6	1	1	2	0	0	0	2	The book has been damaged and the contents stolen, resulting in a decrease in the market value of the book.	2
36	2	6	1	1	2	5	12	0	0	0	1	1	4	6.0	11	3	2	1	3	1	3	1	The passage of legislation to regulate the use of recreational marijuana has prompted discussions between proponents and opponents of the measure while concurrently increasing awareness of the potential benefits and risks associated with the substance.	2
19	2	1	0	0	0	2	7	0	0	0	2	1	3	6.0	8	2	2	1	3	0	3	1	 The government implemented a plan to reduce crime by installing more security cameras in high-crime areas.	2
15	2	1	0	0	1	3	4	0	1	0	1	0	2	3.0	6	0	0	1	2	0	2	1	A chef created a succulent apple pie and presented it to the hungry guests.	2
11	0	1	0	1	1	2	4	0	0	0	1	0	1	4.0	2	0	0	1	1	0	1	1	The farmer has collected a basket of berries and apples.	2
13	1	2	1	0	0	2	5	0	0	0	1	0	1	3.0	5	0	0	1	1	0	1	1	The construction of new roads significantly reduced traffic congestion in the city.	2
20	0	3	1	1	0	4	7	0	0	0	2	0	2	5.0	8	1	1	1	2	0	2	1	The book has significantly damaged the reputation of the publishing industry, causing a decline in confidence among readers.	2
16	0	1	2	0	0	3	5	0	0	0	2	0	3	4.0	4	1	1	1	2	0	2	1	The recently implemented legislation severely damaged the economy, justifying the decline in consumer confidence.	2
24	2	2	0	2	0	2	5	2	3	0	1	1	3	7.0	19	3	0	3	2	3	2	3	The amount cut from the federal programme that provides subsidies to poor families so they can heat their homes is $300m.	2
16	1	0	1	1	0	3	5	0	0	0	2	0	2	4.0	5	1	1	1	2	0	2	1	The recent drought has severely damaged the crops, jeopardizing the country's food supply.	2
17	1	2	0	1	0	4	4	0	1	0	2	0	2	3.0	7	1	1	1	2	0	2	1	The old dog has chased the cat up the tree, catching it in the process.	2
20	1	2	1	1	0	3	6	0	0	0	2	0	2	4.0	6	1	1	1	1	0	1	1	The politician's promises have greatly impacted the voter's confidence, leading to a decrease in overall support.	2
15	0	1	0	0	0	4	5	0	0	0	2	0	2	4.0	7	1	1	1	2	0	2	1	The dog chased the cat up the tree, destroying the bird's nest.	2
12	0	0	1	0	0	1	1	0	3	0	2	0	4	5.0	3	3	3	2	2	0	2	2	You really got me thinking, I enjoy reading this blog.	2
26	5	3	1	0	1	3	5	1	0	1	2	0	3	4.0	13	1	1	1	1	0	1	1	The recently released data revealed the detrimental impact of COVID-19 on the global economy, leading to widespread economic recession and social unrest.	2
15	0	1	0	1	2	1	5	0	1	0	1	0	2	5.0	8	1	1	1	1	0	1	1	The company has offered to provide both training and development opportunities to its employees.	2
16	0	3	0	0	1	1	4	3	1	0	2	0	1	4.0	6	0	0	1	1	0	1	1	 The student presented me with two papers, one on physics and one on biology.	2
11	1	2	0	1	0	2	3	0	0	0	1	0	1	3.0	3	0	0	1	1	0	1	1	 The book has worn down the spines of many readers.	2
19	1	1	1	1	1	2	6	0	0	0	4	0	1	5.0	4	1	1	1	1	0	1	1	"The politician's campaign slogan was ""Stronger Together,"" emphasizing a promise of unity and teamwork."	2
12	0	0	1	0	0	1	1	0	3	0	2	0	4	5.0	3	3	3	2	2	0	2	2	You really got me thinking, I enjoy reading this blog.	2
23	2	4	1	1	0	4	6	0	1	0	2	0	2	4.0	9	1	1	1	1	0	1	1	The book has significantly increased the appetite for knowledge among the students, resulting in a noticeable improvement in their academic performance.	2
26	1	3	0	2	0	4	6	1	2	0	4	1	2	5.0	13	1	1	2	3	0	3	2	"You could write a sentence with 2 postverbal objects, like ""The book has given me a lot of insights into the subject."""	2
24	2	2	0	2	0	2	5	2	3	0	1	1	3	5.0	8	2	2	3	3	0	3	3	  The government has cut $300m from the federal programme that provides subsidies to poor families so they can heat their homes.	2
24	2	3	1	1	0	4	7	0	2	0	2	0	2	4.0	11	1	1	1	2	0	2	1	The broken clock has severely damaged the trust in the accuracy of its timekeeping mechanism, necessitating the repair of its internal components.	2
12	0	0	1	0	0	1	1	0	3	0	2	0	4	5.0	3	3	3	2	2	0	2	2	You really got me thinking, I enjoy reading this blog.	2
19	1	3	1	1	0	3	6	0	0	0	2	0	2	5.0	7	1	1	1	2	0	2	1	The politician has greatly damaged trust in the electoral system, prompting concerns about the future of democracy.	2
22	0	2	0	2	1	4	7	0	2	0	2	0	2	4.0	12	0	0	2	2	0	2	2	The book has increased my reading comprehension, and the articles on this blog have expanded my knowledge of the subject.	2
17	0	2	0	1	0	4	6	0	0	0	2	0	2	4.0	7	1	1	1	2	0	2	1	 The painting has damaged the value of the antique, justifying the increase in insurance premiums.	2
12	0	0	1	0	0	1	1	0	3	0	2	0	4	5.0	3	3	3	2	2	0	2	2	You really got me thinking, I enjoy reading this blog.	2
13	2	1	0	0	1	3	4	0	0	0	1	0	1	4.0	4	0	0	1	1	0	1	1	The book contains a collection of short stories and a few poems.	2
15	2	1	0	0	0	2	5	0	0	0	2	0	3	3.0	8	1	1	1	2	0	2	1	The broken bridge caused severe damage to the surrounding roads, prompting traffic congestion.	2
12	0	0	1	0	0	1	1	0	3	0	2	0	4	5.0	3	3	3	2	2	0	2	2	 You really got me thinking, I enjoy reading this blog.	2
13	1	0	0	1	1	1	2	0	2	0	1	0	3	3.0	4	1	1	1	3	0	3	1	The book has damaged my curiosity and driven me to read more.	2
12	0	0	1	0	0	1	1	0	3	0	2	0	4	5.0	3	3	3	2	2	0	2	2	You really got me thinking, I enjoy reading this blog.	2
18	1	0	2	1	0	2	6	0	1	0	2	0	3	4.0	11	2	2	2	3	0	3	2	The government has implemented a new law that drastically reduces carbon emissions, thereby improving air quality.	2
18	0	2	0	1	0	4	6	0	0	0	2	0	2	3.0	7	1	1	1	1	0	1	1	The politician's speech has convinced a majority of the voters, resulting in a landslide victory.	2
20	2	1	2	1	0	3	4	0	1	0	2	0	3	5.0	5	2	2	1	2	0	2	1	The broken bridge has severely damaged the road construction, making it impossible to travel through the area safely.	2
19	1	1	1	0	1	4	6	0	0	0	2	0	3	5.0	4	1	1	1	2	0	2	1	The computer program successfully installed the software and configured the network settings, resulting in an optimal performance.	2
12	0	0	1	0	0	1	1	0	3	0	2	0	4	5.0	3	3	3	2	2	0	2	2	You really got me thinking, I enjoy reading this blog.	2
23	2	4	1	1	0	4	5	0	0	1	2	0	3	4.0	10	1	1	1	1	0	1	1	The government has significantly decreased the number of soldiers in the Middle East, resulting in a decreased demand for military equipment.	2
12	0	0	1	0	0	1	1	0	3	0	2	0	4	5.0	3	3	3	2	2	0	2	2	You really got me thinking, I enjoy reading this blog.	2
19	2	2	0	1	0	4	5	0	0	0	2	0	3	4.0	7	1	1	1	2	0	2	1	 The damaged bridge has made access to the town difficult, necessitating the construction of a new bridge.	2
18	0	2	0	1	0	5	6	0	0	0	2	0	2	4.0	8	1	1	1	2	0	2	1	The textbook has damaged the integrity of the examination process, justifying the cancellation of the exam.	2
16	2	1	0	1	0	2	3	0	1	0	2	0	3	3.0	7	2	2	1	3	0	3	1	The book has caused a great deal of interest, prompting many to purchase it.	2
19	0	0	1	1	0	4	5	0	0	0	2	0	5	5.0	9	3	3	1	3	0	3	1	The computer program has significantly reduced the time required to complete the task, justifying the increased cost.	2
12	0	0	1	0	0	1	1	0	3	0	2	0	4	5.0	3	3	3	2	2	0	2	2	You really got me thinking, I enjoy reading this blog.	2
28	0	2	4	3	1	1	2	0	6	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on it was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
29	0	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the stone was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
29	0	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the stone was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
28	0	2	4	3	1	1	2	0	6	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on it was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
29	0	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the stone was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
29	0	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the stone was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
30	1	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the ancient scroll was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
30	1	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the ancient text was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
29	0	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	 The inscription on the stone was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
30	1	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the ancient monument was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
30	1	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the ancient manuscript was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
32	1	3	2	1	1	4	8	0	2	0	1	1	6	10.0	8	5	5	2	4	0	4	2	Just make a list of reasons why you like the job and do a little bit of internet searching to see what people have to say about being in the job.	3
29	0	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the stone was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
28	0	2	4	3	1	1	2	0	6	0	3	1	4	4.0	10	1	1	3	3	0	3	3	 The inscription on it was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
29	0	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the stone was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
29	0	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the stone was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
34	0	3	1	2	2	3	6	0	4	0	6	1	5	5.0	10	1	1	2	4	0	4	2	 In the given document, I should set down the inscription as it was then, and ask my readers to ponder it, and select 'copy' from the edit menu.	3
29	0	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the stone was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
29	0	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	 The inscription on the stone was fading away, so I should set it down here as it was then, and ask my readers to ponder it..	3
30	1	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the ancient scroll was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
30	1	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the ancient stone was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
29	0	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the stone was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
30	1	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the ancient scroll was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
30	1	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the ancient stone was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
28	0	2	4	3	1	1	2	0	6	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on it was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
29	0	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the stone was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
30	1	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	 The inscription on the ancient monument was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
29	0	2	4	3	1	2	3	0	5	0	3	1	4	4.0	10	1	1	3	3	0	3	3	The inscription on the stone was fading away, so I should set it down here as it was then, and ask my readers to ponder it.	3
32	1	3	2	1	1	4	8	0	2	0	1	1	6	10.0	8	5	5	2	4	0	4	2	Just make a list of reasons why you like the job and do a little bit of internet searching to see what people have to say about being in the job.	3
