n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	max_link_constraint
12	1	1	0	0	1	2	1	0	1	3	1	0	1	3.0	5	0	0	1	1	0	The Breakfast Club & Grill provided me with a delicious breakfast.	2
13	1	1	1	1	1	2	2	0	0	3	1	0	0	3.0	7	0	0	1	0	0	The Breakfast Club & Grill is the most popular restaurant in town.	2
18	1	2	1	1	1	2	3	0	0	3	1	1	1	3.0	7	1	1	2	0	0	The Breakfast Club & Grill is the most popular spot for students to hang out after school.	2
6	0	1	0	0	0	2	2	0	0	0	1	0	0	2.0	2	0	0	0	0	0	What a waste of time.	2
12	0	1	0	1	1	1	2	1	0	3	1	0	1	3.0	4	0	0	1	1	0	The Breakfast Club & Grill was serving breakfast at 8:00 AM.	2
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
17	1	2	0	1	0	3	4	0	3	0	1	0	2	4.0	8	1	0	2	1	1	The cat that I adopted from the shelter was given a warm welcome by my family.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
15	2	3	0	0	0	3	5	0	0	0	1	0	1	3.0	8	0	0	1	1	0	The student submitted a thesis on artificial intelligence after a year of intense research.	6
22	0	2	0	2	0	6	5	0	3	0	1	0	3	4.0	7	2	1	3	1	1	The cat that I rescued from the shelter has a purr that can be heard all the way down the hall.	6
19	1	3	0	1	0	3	4	0	2	0	1	0	3	4.0	7	2	1	2	0	1	The young man who was walking to the park stopped to chat with his friends on the way.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
17	0	2	0	0	1	4	4	0	0	0	3	0	3	3.0	11	0	0	1	1	0	The cat jumped onto the table, landed on the book, and scratched the wall.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
14	0	2	0	0	0	4	4	0	0	0	1	1	2	3.0	7	1	1	2	0	0	The cat sat on the mat while the dog played with the ball.	6
15	0	1	0	1	0	3	3	0	0	0	2	1	3	4.0	6	2	2	2	0	0	The cat sat on the mat, waiting for the bread to be baked.	6
16	1	1	1	1	0	3	3	0	2	0	1	0	3	4.0	6	2	1	3	1	1	The old man who climbed the tree had fallen asleep by the time we arrived.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
16	0	3	0	2	0	2	3	0	2	0	1	1	2	3.0	6	1	1	1	0	0	The book was read by the student after being lent to him by his friend.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
19	1	3	0	1	1	4	4	0	1	0	1	0	3	4.0	7	1	0	2	1	1	The cat that was sitting on the mat had a long tail and jumped up onto the table.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
19	1	1	1	1	1	2	2	0	5	0	3	0	2	3.0	13	1	1	3	3	0	The employee offered me a gift and I accepted it, therefore, I am grateful to him.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
20	2	4	1	0	0	4	5	0	0	0	2	0	2	4.0	7	1	1	1	1	0	The old bridge collapsed due to a landslide, thereby affecting the flow of traffic on the main road.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
16	0	2	0	2	0	2	2	0	3	1	1	0	3	4.0	6	2	1	3	0	1	The book that I am reading was written by the author who lived in France.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
17	1	1	0	1	1	5	5	0	0	0	2	0	1	3.0	10	0	0	2	2	0	The employee gave the customer a promotion, and the customer was grateful for the gesture.	6
10	1	2	0	1	0	1	0	0	1	2	1	0	1	2.0	6	0	0	1	0	0	Can I text from Canada to the United States?	6
21	1	0	1	0	1	4	7	0	0	0	4	0	3	5.0	8	0	0	2	3	0	**The patient had a fractured bone, so the doctor prescribed medication and scheduled a follow-up appointment.**	6
19	2	1	1	1	2	1	6	0	1	0	3	0	1	6.0	6	0	0	1	2	0	**The staff was very helpful, and gave us good advice on day and night time activities.**	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
18	1	1	1	1	0	1	3	0	3	1	4	0	2	4.0	9	1	0	2	2	1	**My brother, who is studying abroad in Italy, sent me a letter last week.**	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
15	1	1	1	1	0	2	2	0	1	0	3	0	2	4.0	4	1	1	1	1	0	"""They are planning to build a new house next to the river."""	6
15	0	1	0	0	1	2	4	0	1	0	3	0	3	3.0	9	0	0	1	2	0	The student finished his homework, read a book, and went to bed.	6
21	1	2	1	0	0	3	3	0	2	1	4	1	3	5.0	6	2	2	2	2	0	" ""I have a friend who came here from Bulgaria after winning a green card in a lottery.""."	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
15	3	0	0	0	0	4	4	0	0	0	1	1	2	3.0	7	1	1	1	3	0	The old woman gave the child a warm hug after walking a long distance.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
18	1	2	1	0	0	3	3	0	2	1	1	1	3	5.0	6	2	2	2	2	0	I have a friend who came here from Bulgaria after winning a green card in a lottery.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
18	2	1	1	1	2	1	6	0	1	0	2	0	1	6.0	6	0	0	1	2	0	The staff was very helpful, and gave us good advice on day and night time activities.	6
15	0	1	2	1	0	2	3	1	2	0	1	0	2	5.0	8	1	0	2	0	1	The cat that I adopted two years ago is sleeping soundly on the rug.	6
29	1	4	2	1	0	2	6	3	0	3	4	0	2	6.0	9	1	1	2	0	0	New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.	9
29	1	4	2	1	0	2	6	3	0	3	4	0	2	6.0	9	1	1	2	0	0	New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.	9
29	1	4	2	1	0	2	6	3	0	3	4	0	2	6.0	9	1	1	2	0	0	New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	 The amusing world of cartoons and stories will be a memorable experience for the children.	9
39	1	6	2	2	2	6	7	0	2	5	6	0	0	5.0	25	0	0	2	0	0	Finally, from an email, a follow-up on the reopening of the investigation into the Atlanta Child Murders, it is very clean and is Sandalwood, Driftwood or something of that nature in color.	9
39	1	6	2	2	2	6	7	0	2	5	6	0	0	5.0	25	0	0	2	0	0	Finally, from an email, a follow-up on the reopening of the investigation into the Atlanta Child Murders, it is very clean and is Sandalwood, Driftwood or something of that nature in color.	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	The amusing world of cartoons and stories will be a memorable experience for the children.	9
30	2	4	1	1	0	2	6	3	0	3	5	0	2	6.0	9	1	1	2	0	0	 **New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.**	9
29	1	4	2	1	0	2	6	3	0	3	4	0	2	6.0	9	1	1	2	0	0	New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.	9
31	1	4	2	1	0	2	5	3	0	4	6	0	2	6.0	9	1	1	2	0	0	"""New Orleans Mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep."""	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	The amusing world of cartoons and stories will be a memorable experience for the children.	9
29	1	4	2	1	0	2	6	3	0	3	4	0	2	6.0	9	1	1	2	0	0	New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.	9
22	0	4	1	0	0	5	6	0	0	2	4	0	0	4.0	9	0	0	0	0	0	"""Finally, from an email, a follow-up on the reopening of the investigation into the Atlanta Child Murders "	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	The amusing world of cartoons and stories will be a memorable experience for the children.	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	The amusing world of cartoons and stories will be a memorable experience for the children.	9
29	1	4	2	1	0	2	6	3	0	3	4	0	2	6.0	9	1	1	2	0	0	 New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.	9
17	0	4	0	1	0	1	6	1	0	1	1	0	2	4.0	9	1	1	1	0	0	Attached are the GCP Signoffs on EOL Approvals for 11/29/00 with GCP responses marked in Red.	9
29	1	4	2	1	0	2	6	3	0	3	4	0	2	6.0	9	1	1	2	0	0	 New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	The amusing world of cartoons and stories will be a memorable experience for the children.	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	 The amusing world of cartoons and stories will be a memorable experience for the children.	9
30	2	4	1	1	0	2	6	3	0	3	5	0	2	6.0	9	1	1	2	0	0	 **New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.**	9
29	1	4	2	1	0	2	6	3	0	3	4	0	2	6.0	9	1	1	2	0	0	New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	The amusing world of cartoons and stories will be a memorable experience for the children.	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	 The amusing world of cartoons and stories will be a memorable experience for the children.	9
17	1	2	1	2	2	1	2	0	2	2	2	0	0	4.0	9	0	0	1	0	0	 It is very clean and is Sandalwood, Driftwood or something of that nature in color.	9
29	1	4	2	1	0	2	6	3	0	3	4	0	2	6.0	9	1	1	2	0	0	New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.	9
22	2	2	1	2	1	3	6	0	1	0	2	1	1	4.0	9	1	1	2	1	0	The amusing world of cartoons and stories will be a memorable experience for the children, as parents read them aloud.	9
22	0	4	0	0	0	5	6	0	0	2	4	0	0	4.0	9	0	0	0	0	0	"""Finaly, from an email, a follow-up on the reopening of the investigation into the Atlanta Child Murders "	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	The amusing world of cartoons and stories will be a memorable experience for the children.	9
29	1	4	2	1	0	2	6	3	0	3	4	0	2	6.0	9	1	1	2	0	0	New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	The amusing world of cartoons and stories will be a memorable experience for the children.	9
17	0	4	0	1	0	1	6	1	0	1	1	0	2	4.0	9	1	1	1	0	0	 Attached are the GCP Signoffs on EOL Approvals for 11/29/00 with GCP responses marked in Red.	9
22	0	4	1	0	0	5	6	0	0	2	4	0	0	4.0	9	0	0	0	0	0	"""Finally, from an email, a follow-up on the reopening of the investigation into the Atlanta Child Murders "	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	 The amusing world of cartoons and stories will be a memorable experience for the children.	9
29	1	4	2	1	0	2	6	3	0	3	4	0	2	6.0	9	1	1	2	0	0	New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	The amusing world of cartoons and stories will be a memorable experience for the children.	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	 The amusing world of cartoons and stories will be a memorable experience for the children.	9
29	1	4	2	1	0	2	6	3	0	3	4	0	2	6.0	9	1	1	2	0	0	New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	The amusing world of cartoons and stories will be a memorable experience for the children.	9
17	2	2	0	2	1	3	5	0	0	0	2	0	0	4.0	9	0	0	1	0	0	 **The amusing world of cartoons and stories will be a memorable experience for the children.**	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	The amusing world of cartoons and stories will be a memorable experience for the children.	9
30	2	4	1	1	0	2	6	3	0	3	5	0	2	6.0	9	1	1	2	0	0	 **New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.**	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	 The humorous world of cartoons and stories will be a memorable experience for the children.	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	The amusing world of cartoons and stories will be a memorable experience for the children.	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	The amusing world of cartoons and stories will be a memorable experience for the children.	9
29	1	4	2	1	0	2	6	3	0	3	4	0	2	6.0	9	1	1	2	0	0	New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.	9
29	1	4	2	1	0	2	6	3	0	3	4	0	2	6.0	9	1	1	2	0	0	New Orleans mayor Ray Nagin said up to 80% of the city was submerged, in some cases by waters 6m (20ft) deep.	9
16	2	2	0	2	1	3	5	0	0	0	1	0	0	4.0	9	0	0	1	0	0	 The amusing world of cartoons and stories will be a memorable experience for the children.	9
19	2	2	0	2	1	3	5	0	0	0	4	0	0	4.0	13	0	0	1	0	0	"""For the children, the amusing world of cartoons and stories will be a memorable experience."""	9
41	1	6	2	2	2	6	7	0	2	5	8	0	0	5.0	25	0	0	2	0	0	"""Finally, from an email, a follow-up on the reopening of the investigation into the Atlanta Child Murders, it is very clean and is Sandalwood, Driftwood or something of that nature in color."""	9
31	1	5	1	2	3	5	5	0	3	2	1	0	3	6.0	12	2	1	2	0	1	This email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed.	12
31	1	5	1	2	3	5	5	0	3	2	1	0	3	6.0	12	2	1	2	0	1	The email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed.	12
41	5	5	0	1	1	6	12	0	1	0	4	1	4	6.0	19	3	1	2	3	2	In order to achieve the optimal solution for this problem, a comprehensive analysis of all potential factors influencing the outcome is required, which necessitates human intervention due to the limitations of automation and complex decision-making processes.	12
31	1	5	1	2	3	5	5	0	3	2	1	0	3	6.0	12	2	1	2	0	1	The email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed.	12
14	1	2	0	1	0	2	6	1	0	0	1	0	0	5.0	12	0	0	1	0	0	One of the main factors in lighting energy consumption is the light bulb.	12
31	1	5	1	2	3	5	5	0	3	2	1	0	3	6.0	12	2	1	2	0	1	This email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed.	12
31	1	5	1	2	3	5	5	0	3	2	1	0	3	6.0	12	2	1	2	0	1	This email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed.	12
31	1	5	1	2	3	5	5	0	3	2	1	0	3	6.0	12	2	1	2	0	1	 The email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed.	12
12	1	2	0	1	0	2	4	1	0	0	1	0	0	4.0	9	0	0	1	0	0	The sentence with the longest dependency link of 12 words is: This email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed..	12
31	1	5	1	2	3	5	5	0	3	2	1	0	3	6.0	12	2	1	2	0	1	The email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed.	12
16	1	2	0	1	0	2	6	1	0	0	3	0	0	5.0	12	0	0	1	0	0	"""One of the main factors in lighting energy consumption is the light bulb."""	12
31	1	5	1	2	3	5	5	0	3	2	1	0	3	6.0	12	2	1	2	0	1	The email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed.	12
31	1	5	1	2	3	5	5	0	3	2	1	0	3	6.0	12	2	1	2	0	1	 This email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed.	12
14	1	1	0	1	0	2	6	1	0	0	1	1	0	3.0	4	0	0	1	0	0	The light bulb is one of the main factors in lighting energy consumption.	12
29	4	4	1	1	1	3	9	0	0	0	4	1	1	4.0	15	1	1	2	1	0	The intricate calculation of economic values in this tug-of-war is ultimately the human decision, because animals and plants have limited capacity for adjustment.	12
22	3	3	0	0	1	4	7	0	1	0	1	0	2	6.0	5	1	1	2	1	0	The complexity of this mathematical equation results in a cumbersome solution process that requires a significant investment of time and effort.	12
31	1	5	1	2	3	5	5	0	3	2	1	0	3	6.0	12	2	1	2	0	1	The email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed.	12
15	1	1	1	1	0	1	3	1	1	0	2	0	2	3.0	12	0	0	2	1	0	Both have full 1080 video with stereo recording, so that doesn't matter.	12
31	1	5	1	2	3	5	5	0	3	2	1	0	3	6.0	12	2	1	2	0	1	This email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed.	12
25	1	3	1	1	1	4	10	0	0	0	2	0	2	6.0	6	1	1	1	1	0	The intricately designed circuit board in the computer is the heart of the processing unit, ensuring seamless integration of hardware and software components.	12
31	1	5	1	2	3	5	5	0	3	2	1	0	3	6.0	12	2	1	2	0	1	The email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed.	12
31	1	5	1	2	3	5	5	0	3	2	1	0	3	6.0	12	2	1	2	0	1	The email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed.	12
30	2	3	1	4	1	6	7	0	0	0	3	0	2	4.0	14	1	0	2	1	1	The political discourse surrounding the election will be intense, regardless of the candidates' platforms, and the outcome will be decided by the votes of the people.	12
31	1	5	1	2	3	5	5	0	3	2	1	0	3	6.0	12	2	1	2	0	1	This email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed.	12
31	1	5	1	2	3	5	5	0	3	2	1	0	3	6.0	12	2	1	2	0	1	The email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed.	12
25	1	2	1	1	1	5	8	0	1	0	1	0	3	6.0	13	3	1	2	2	2	The intricate system of gears and levers used to operate the wind turbines is the one that precisely controls the speed of the blades.	12
