n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_post_constraint
30	5	1	0	0	1	2	10	0	2	0	6	0	2	5.0	18	1	0	1	1	1	The laptop's specs, including its powerful processor, longer battery life, and high-definition video capabilities, make it a compelling choice for creative professionals.	1
35	8	2	0	0	2	7	8	0	1	0	4	0	3	8.0	15	2	2	1	2	0	The new phone has a sleek design, a powerful camera, and a long battery life, making it an ideal choice for a consumer looking for a reliable and stylish mobile device.	1
17	2	1	0	1	0	2	4	0	2	0	2	0	2	4.0	5	2	2	2	2	0	The phone signal in the library is weak, which makes it difficult to make calls.	1
25	3	1	0	1	1	4	6	0	2	2	3	0	2	5.0	11	1	1	3	1	0	The NOOK Tablet boasts a HD video, longer battery life, and faster processor that are some of the major differences I see.	1
25	6	1	0	0	1	2	7	0	1	0	5	0	2	4.0	15	1	1	1	2	0	The new tablet offers high-definition video, longer battery life, and a faster processor, making it superior to previous models.	1
15	1	1	0	0	0	2	3	0	1	1	1	1	3	4.0	5	2	2	1	2	0	The company plans to expand its operations by opening new stores in the West.	1
17	4	0	0	0	1	3	5	0	0	0	3	0	1	3.0	9	0	0	1	1	0	The new smartphone has a powerful camera, longer battery life, and a sleek design.	1
34	4	2	1	1	1	4	8	0	0	2	6	0	4	5.0	9	2	1	1	1	1	Sure, based on the instruction, here is the generated sentence:  The NOOK Tablet has a superior HD video, longer battery life, and faster processor compared to other tablets.	1
13	2	0	0	2	1	3	3	0	0	0	2	0	0	3.0	8	0	0	2	0	0	The book is interesting, but the plot is a bit predictable.	1
22	3	0	0	0	1	3	7	0	0	0	4	0	4	3.0	13	1	1	1	2	0	The upgraded software boasts a faster processor, improved battery life, and sleek design, offering a seamless user experience.	1
16	0	0	1	1	0	2	4	0	1	0	2	1	3	3.0	8	1	0	1	2	1	In order to understand the task requirements, one must carefully read the provided instructions.	1
23	3	1	2	3	0	2	5	0	1	0	2	2	1	3.0	13	2	2	2	1	0	The computer is capable of running games smoothly, although its graphics may not be as impressive as a dedicated gaming PC.	1
20	4	1	0	0	1	3	7	0	0	0	3	0	1	3.0	16	0	0	1	1	0	The laptop had a powerful graphics card, longer battery life, and a faster processor than previous models.	1
22	5	1	0	0	1	4	6	0	1	0	3	0	1	3.0	17	0	0	1	1	0	The new laptop has a better battery life, a faster processor, and a larger screen than my old one.	1
15	0	2	0	1	0	2	4	0	0	1	2	0	3	4.0	4	1	1	2	1	0	In the coming years, AI will revolutionize the way humans interact with technology.	1
23	4	0	0	0	1	4	7	0	2	0	3	0	2	5.0	9	1	1	2	2	0	The vintage car had a powerful engine, impressive leather seats, and a timeless design that made it a desirable classic.	1
12	1	0	0	2	0	1	2	0	0	0	3	0	2	3.0	5	2	1	1	0	1	The coffee machine, being old, needs to be replaced.	1
23	2	2	0	0	1	1	9	0	1	0	3	0	4	5.0	10	1	1	1	1	0	The tablet offers superior video playback, increased battery life, and enhanced processing power compared to other devices in its class.	1
34	5	1	0	1	1	3	10	0	4	0	5	0	3	7.0	9	3	3	3	2	0	My friend, I am excited to share the latest news about the newest tablet model I found, which includes HD video capabilities, longer battery life, and a faster processor.	1
17	2	1	0	1	0	2	3	1	1	0	2	1	3	2.0	10	2	1	1	1	1	As requested, I have generated a sentence with 1 subordinate proposition following the main clause.	1
20	3	2	0	0	2	3	6	0	1	1	1	0	1	4.0	8	0	0	1	1	0	The sleek design and comfortable ergonomics of the Aeron chair make it a perfect choice for work or home.	1
24	5	1	0	0	1	3	7	0	1	0	4	0	2	4.0	13	1	1	1	2	0	The latest smartphone has a sleek design, impressive camera, and long battery life, making it an ideal choice for consumers.	1
21	4	1	0	0	1	3	7	0	1	0	3	0	1	3.0	15	0	0	1	1	0	The latest smartphone model has a superior camera, longer battery life, and a faster processor than its predecessor.	1
21	4	1	0	0	1	3	6	0	0	2	3	0	1	3.0	16	0	0	1	1	0	 The NOOK Tablet has a better HD video, longer battery life, and a faster processor than most computers.	1
22	6	1	1	0	1	3	6	0	0	0	3	0	1	4.0	10	0	0	1	1	0	The smartphone has a superior camera, longer battery life, and a more powerful processor than most other mobile devices.	1
20	5	1	0	0	1	2	6	0	0	0	3	0	2	4.0	9	1	1	1	1	0	The latest smartphone has a superior camera, longer battery life, and faster processor compared to previous models.	1
22	2	0	0	1	1	3	4	0	4	0	2	0	4	6.0	6	4	3	3	3	1	The coffee I brewed this morning was strong and refreshing, bringing me the energy I needed to complete my tasks.	1
17	3	0	0	0	1	2	8	0	0	0	2	0	1	5.0	9	0	0	1	1	0	The new device offers a faster processor, longer battery life and HD video playback capabilities.	1
20	0	2	0	1	1	3	8	0	0	0	2	0	3	4.0	9	1	1	1	1	0	The computer program has improved the efficiency of the data processing system, leading to increased performance and accuracy.	1
20	4	1	0	0	1	3	6	0	1	0	3	0	1	3.0	15	0	0	1	1	0	The new smartphone boasts a superior camera, longer battery life, and a faster processor than its predecessor.	1
16	2	1	2	1	0	2	3	0	2	0	1	0	2	3.0	7	2	1	3	0	1	The book I read yesterday was much more enjoyable than the last book I read.	1
24	5	2	0	0	1	5	6	0	0	1	3	0	1	3.0	16	0	0	1	1	0	The latest model of the iPhone has a larger screen, longer battery life, and a faster processor than the previous model.	1
11	1	0	0	2	1	2	2	0	0	0	2	0	1	3.0	6	0	0	2	0	0	The book was interesting, and the plot was engaging.	1
20	2	2	0	1	0	4	4	0	2	2	1	0	2	4.0	7	2	1	3	0	1	 The book I read yesterday was a captivating story about a young boy who traveled to the North Pole..	1
17	0	0	1	0	1	3	4	0	1	0	2	0	5	5.0	5	2	2	2	2	0	The book has a well-written plot and engaging characters that keep the reader captivated.	1
21	4	1	0	0	1	2	7	0	1	0	3	0	1	3.0	9	0	0	1	1	0	The computer's sleek design, longer battery life, and powerful processor make it an ideal device for students.	1
24	3	1	0	0	1	3	7	0	1	2	4	0	2	4.0	9	1	1	1	2	0	The book offers a detailed review of the NOOK Tablet, mentioning its HD video, longer battery life, and faster processor.	1
17	1	1	1	1	1	3	4	0	0	0	3	0	2	3.0	7	0	0	1	0	0	The book is a captivating read, with a well-developed plot and engaging characters.	1
28	6	1	0	0	1	6	7	0	1	0	4	0	2	4.0	15	1	1	1	2	0	The new phone has a larger screen, a longer battery life, and a faster processor, making it a significant upgrade over the previous model.	1
20	4	1	0	0	2	2	5	0	0	2	2	0	2	5.0	7	1	1	1	1	0	The museum exhibit showcased the innovative designs and captivating narratives of several prominent artists, including Monet and Picasso.	1
22	3	1	0	0	2	3	9	0	1	0	1	0	2	6.0	6	1	1	2	1	0	The computer has a large storage capacity and a powerful graphics processing unit that allows for smooth video editing and gaming.	1
40	2	3	3	2	1	8	9	0	1	0	5	0	6	6.0	13	5	3	4	1	2	Following the steps provided in the instruction, the requested sentence is: **The poor quality starts at the receptionist desk, where the staff is very impatient and lack the efficiency I once loved about the office.**	2
33	3	4	3	0	1	4	11	0	0	0	3	0	3	11.0	6	2	2	1	3	0	The package includes a detailed guide on how to maximize the benefits of the product components as well as specific dosage instructions, ensuring optimal absorption of vitamins, minerals and nutrients.	2
29	2	5	0	1	1	4	10	0	0	0	4	0	2	4.0	16	1	1	1	0	0	In the case of this particular delivery format, the bioavailability of vitamins, minerals and nutrients is maximized, allowing for immediate enjoyment of the product components.	2
20	0	1	0	1	1	2	6	0	1	0	2	1	4	4.0	7	2	1	1	3	1	After completing the course lectures, students can review their notes and study guides to prepare for the exams.	2
21	0	3	1	0	0	5	5	0	0	0	3	0	4	4.0	7	2	2	1	1	0	The cat jumped onto the table, landing upon the freshly baked bread, leaving a mess on the surface.	2
33	2	2	0	0	1	4	10	0	2	1	4	2	5	7.0	11	4	3	2	5	1	The intricate process of extracting minerals from the Earth necessitates a meticulous approach that optimizes the absorption of vitamins, minerals, and nutrients, maximizing their effectiveness in delivering health benefits.	2
30	0	3	2	2	1	4	10	0	1	0	4	0	3	5.0	11	1	1	2	1	0	In this delivery format, the absorption of vitamins, minerals and nutrients is maximized, therefore your body can immediately start receiving the benefits of the product components.	2
21	2	2	0	1	0	4	5	1	0	0	2	0	3	2.0	10	1	1	1	1	0	In the given context, the task is to generate a sentence with 2 subordinate propositions following the main clause.	2
21	0	1	0	0	0	3	5	0	3	1	1	0	5	7.0	4	4	4	3	2	0	The UCAS website offers a course search function that allows you to search for the courses you want to do.	2
26	0	2	1	1	1	3	9	0	1	0	3	1	3	5.0	14	2	1	1	2	1	In order to maximize the absorption of vitamins, minerals and nutrients, your body can immediately start receiving the benefits of the product components.	2
17	2	3	0	1	0	2	5	0	0	0	2	0	2	3.0	8	1	1	1	0	0	The product components are maximized for immediate absorption into the body, resulting in tangible benefits.	2
30	2	3	2	1	1	4	9	0	0	0	5	0	3	4.0	10	1	1	1	2	0	A well-structured, comprehensive review of the product components will undoubtedly maximize the absorption of vitamins, minerals and nutrients, facilitating immediate benefits to the body.	2
28	4	1	1	0	1	6	7	0	0	0	3	1	4	5.0	7	2	2	3	3	0	The vibrant atmosphere of the concert energized the audience, as the performers delivered captivating musical numbers and the audience sang along, creating a memorable experience.	2
23	2	3	0	1	1	4	7	0	0	0	2	1	2	5.0	8	2	2	2	1	0	The package delivery is successful if the package arrives on time and in good condition, ensuring the freshness of the contents.	2
24	0	4	2	1	1	3	9	0	1	0	2	0	1	6.0	8	0	0	1	1	0	You can maximize the absorption of vitamins, minerals and nutrients as well as benefit from the product components in this delivery format.	2
25	0	2	1	1	1	3	9	0	1	0	3	1	2	5.0	12	1	0	1	2	1	In order to fully maximize the absorption of vitamins, minerals and nutrients, one should consume the product components in this delivery format.	2
21	0	1	0	0	0	3	5	0	3	1	1	0	5	7.0	4	4	4	3	2	0	The UCAS website has a course search function that allows you to search for the courses you want to do.	2
24	3	2	0	1	0	2	7	0	0	0	3	1	4	3.0	7	2	2	2	2	0	**In the current economic climate, the housing market is experiencing unprecedented volatility as rising interest rates continue to drive down demand.**	2
22	2	0	2	1	1	2	6	0	0	0	2	0	5	6.0	5	2	2	2	3	0	The newly renovated kitchen provides a spacious dining area, where families can gather to share meals and create lasting memories.	2
20	2	2	0	0	1	4	6	0	1	0	2	0	2	4.0	7	0	0	2	2	0	The vibrant colors of the flowers in the park attract butterflies, and their sweet scent fills the air.	2
21	2	2	0	1	0	3	4	1	1	0	2	1	4	5.0	5	2	2	1	2	0	In the given task, I have generated a sentence with 2 subordinate propositions following the main clause as requested.	2
32	2	1	3	2	1	4	8	0	1	0	3	1	5	6.0	11	4	4	3	2	0	The website content is well-organized, allowing users to easily find the information they need as the navigation structure is meticulously designed with clear subcategories and a hierarchical organization.	2
24	0	1	2	0	0	3	6	0	2	1	2	1	5	6.0	8	4	4	2	4	0	The UCAS website provides a platform for searching for courses, allowing students to readily find the programs that best suit their interests.	2
12	0	2	0	1	0	2	3	0	0	0	2	0	2	3.0	9	1	0	1	0	1	In accordance with the provided instruction, the sentence generated is: The poor quality starts at the receptionist desk, where the staff is very impatient and lack the efficiency I once loved about the office.	2
24	0	3	2	1	1	3	9	0	0	0	2	0	2	6.0	8	1	1	1	1	0	The delivery format is optimized to maximize the absorption of vitamins, minerals and nutrients as well as benefit from the product components.	2
22	0	3	1	2	1	3	7	0	0	0	3	0	2	4.0	16	0	0	1	0	0	With the maximized absorption of vitamins, minerals and nutrients, the benefits of the product components can be enjoyed immediately.	2
24	0	3	1	2	1	3	9	0	0	0	2	0	3	4.0	10	1	1	1	1	0	The benefits of the product components are maximized as absorption of vitamins, minerals and nutrients is maximized when using this delivery format.	2
28	4	3	0	0	2	4	10	0	0	0	2	0	2	5.0	9	1	1	1	2	0	The intricate network of interconnected systems within the computer's hardware enables efficient data transfer and storage, maximizing the overall performance and responsiveness of the system.	2
20	0	2	1	2	1	3	7	0	0	0	2	0	2	5.0	11	1	1	2	0	0	The benefits of the product components are maximized when the absorption of vitamins, minerals and nutrients is maximized.	2
8	0	0	0	0	0	1	1	0	0	0	2	0	2	2.0	3	0	0	0	1	0	Sure, please enjoy the following sentence: The cat jumped onto the table as the bread was sliced and the toast began to pop.	2
18	2	1	0	0	0	4	5	1	0	0	1	0	3	5.0	10	2	2	1	2	0	The instructions describe a task to generate a sentence with 2 subordinate propositions following the main clause.	2
31	0	3	2	2	1	4	10	0	1	0	5	0	3	5.0	11	1	1	2	1	0	In this delivery format, the absorption of vitamins, minerals and nutrients is maximized, therefore, your body can immediately start receiving the benefits of the product components.	2
26	2	3	1	1	1	3	8	0	0	0	3	0	3	5.0	10	2	2	1	2	0	The ingredients in the product are carefully chosen to ensure maximum absorption of vitamins, minerals and nutrients, providing immediate benefits to the body.	2
12	0	2	0	1	0	2	3	0	0	0	2	0	2	3.0	9	0	0	1	0	0	In accordance with the provided instruction, the requested sentence is: The poor quality starts at the receptionist desk, where the staff is very impatient and lack the efficiency I once loved about the office.	2
26	2	2	3	1	1	5	6	0	1	0	2	0	3	5.0	13	2	2	3	1	0	The poor quality starts at the receptionist desk, where the staff is very impatient and lack the efficiency I once loved about the office.	2
29	2	5	1	0	1	4	9	0	0	0	4	0	3	5.0	10	2	2	1	1	0	 The quality of the product greatly improves upon delivery, maximizing the absorption of vitamins, minerals and nutrients, resulting in a swift improvement in overall health.	2
21	0	3	0	0	1	2	4	0	1	1	2	0	5	5.0	11	2	2	1	0	0	Please go onto the UCAS website, go onto course search and search for the courses you want to do.	2
30	1	4	2	4	1	4	6	0	2	1	2	0	3	6.0	7	2	2	3	1	0	The information from the website can be easily accessed through the UCAS website, where you can go onto course search and find the courses you are interested in.	2
22	1	1	2	1	1	2	6	0	1	0	2	0	4	5.0	7	1	1	1	2	0	The newly released product components are readily absorbed, maximizing their effectiveness and delivering quick benefits to the user's body.	2
22	4	3	1	1	1	4	4	0	0	0	2	0	2	5.0	6	1	1	1	0	0	The complex task was completed efficiently, allowing for an enjoyable and seamless transition into the next phase of the project.	2
17	0	1	0	1	1	2	6	0	1	0	2	1	2	4.0	10	1	1	1	2	0	You can maximize the absorption of vitamins, minerals and nutrients by utilizing this delivery format.	2
20	0	2	1	2	1	3	7	0	0	0	2	0	2	5.0	11	1	1	2	0	0	The benefits of the product components are maximized when the absorption of vitamins, minerals and nutrients is maximized.	2
30	0	1	3	3	2	3	6	0	2	0	3	1	5	6.0	7	3	3	2	2	0	The product components will be absorbed quickly, maximizing their benefits as they are specifically designed to nourish and support the health and well-being of the user.	2
26	1	3	0	0	2	4	9	0	0	0	3	1	3	5.0	8	1	1	1	2	0	The intricate design of the building facilitates the movement of employees and visitors while ensuring a maximized absorption of vitamins, minerals, and nutrients.	2
22	2	1	0	0	2	3	8	0	0	0	3	0	3	5.0	14	0	0	2	2	0	The product components deliver immediate benefits, and the maximized absorption of vitamins, minerals and nutrients guarantees a healthy lifestyle.	2
20	2	1	0	0	1	4	6	0	0	0	1	1	4	7.0	4	2	2	1	3	0	The package includes a comprehensive instruction manual with detailed steps outlining the procedure for assembling and utilizing the product.	2
28	0	3	1	3	1	5	10	0	0	0	2	1	2	5.0	11	2	2	3	0	0	The benefits of the product components are maximized as the absorption of vitamins, minerals and nutrients is maximized when the delivery format is in this format.	2
19	1	1	1	1	1	4	6	0	0	0	2	0	2	3.0	12	0	0	2	1	0	The customer service representative offered a prompt solution to the problem, and the issue was resolved amicably.	2
20	0	2	1	2	1	3	7	0	0	0	2	0	2	5.0	11	1	1	2	0	0	The benefits of the product components are maximized when the absorption of vitamins, minerals and nutrients is maximized.	2
25	0	1	1	1	1	2	8	0	1	0	3	0	5	5.0	10	4	4	1	3	0	 The delivery format is optimized to maximize the absorption of vitamins, minerals and nutrients, allowing your body to start receiving benefits immediately.	2
36	3	4	0	2	3	6	9	1	0	1	4	0	3	4.0	26	0	0	4	2	0	The library is open until 8 p.m., and the cafe offers a wide selection of beverages, but the museum is closed on Mondays, and the bookstore has a large collection of books.	4
51	3	3	3	2	5	6	7	0	4	0	5	1	9	6.0	26	5	5	5	4	0	The weather was pleasant, and I enjoyed the warm sunshine while walking to the park, and I stopped by the store to buy groceries, and I planned to cook a meal later, but I ended up being too tired and decided to take a nap instead.	4
20	1	3	0	1	1	3	5	0	1	0	1	0	4	6.0	5	1	1	2	1	0	The chef created a delicious dessert that was topped with whipped cream and adorned with a sprinkling of fruit.	4
30	2	1	2	3	2	5	5	0	1	0	5	1	3	4.0	18	2	2	4	0	0	The movie was a thrilling experience, and the characters were well-developed, although the plot was predictable, and I felt emotionally connected to the story.	4
30	3	0	2	0	3	4	8	0	1	0	3	0	5	3.0	23	1	1	3	4	0	The librarian organized a book club meeting and invited several patrons to join, and they read several novels together, but only a few completed the reading challenge.	4
12	1	1	0	0	0	1	2	1	1	0	2	0	2	2.0	7	0	0	1	1	0	Sure, I generated the requested sentence with 4 subordinate propositions: The ancient text describes the mighty warrior who fought tirelessly, and ultimately achieved victory, and the lesson learned from this story serves as a timeless reminder of the power of strength and perseverance.	4
42	1	6	3	2	2	1	5	0	7	0	3	1	8	5.0	26	5	5	5	2	0	My roommate yelled at me to wake up as I slept soundly, and he said we were going to be late for class, so I hurriedly put on my clothes and raced out of bed to catch the bus.	4
40	0	2	0	3	1	4	10	0	2	4	3	1	6	5.0	15	4	3	3	3	1	In order to clear the flood waters, the US Army Corps of Engineers has predicted it will take a month, and the government's disaster relief agency has advised evacuees not to attempt returning to their homes.	4
28	2	0	1	4	3	5	5	0	0	0	4	0	3	4.0	23	1	1	4	1	0	The house was flooded, and the firefighters were working tirelessly to save the occupants, but the situation was dire, and the families were distraught.	4
40	3	4	0	0	2	7	13	0	1	0	4	1	5	5.0	13	1	1	4	3	0	The chef presented the steaming fish curry to the eager customers, and the staff offered complimentary bread with their meals, while the musicians filled the air with cheerful music, and the restaurant owner beamed with satisfaction.	4
29	0	1	1	2	0	3	9	0	1	0	1	1	5	5.0	10	4	4	2	2	0	The government's disaster relief agency has urged evacuees not to try to get back to their homes as the flood waters could take a month to clear.	4
26	0	1	1	3	0	2	8	0	1	0	1	1	4	5.0	11	3	3	2	1	0	The government's disaster relief agency has urged evacuees not to try to get back to their homes until the flood waters have been cleared.	4
31	0	2	1	3	2	2	3	1	5	0	4	0	6	5.0	15	2	2	4	2	0	The movie is playing at 8:00 pm, and I wanted to see it, but it was sold out, so I will have to see it another day.	4
37	0	2	3	5	3	3	3	0	6	0	5	0	5	6.0	13	1	1	5	2	0	The book was stolen, and I am looking for it, and I have already checked the library, but it is not there, therefore I will have to report it to the police.	4
27	1	1	0	0	2	5	7	0	2	0	2	0	6	7.0	6	3	3	2	5	0	The chef completed the soup and brought it to the table, ensuring all guests enjoyed their meal and prompting the waiter to collect additional orders.	4
32	2	4	0	0	2	5	7	0	3	0	4	1	4	6.0	9	1	1	4	1	0	The cat jumped onto the table, and the dog chased it around the room, while the owner watched in surprise, and he felt proud of his furry companion.	4
31	4	1	1	0	1	6	8	0	0	0	3	0	5	5.0	15	3	3	2	3	0	The movie crew worked tirelessly to capture the breathtaking scenes of the epic battle, and the actors delivered stellar performances, making the immersive experience a joy to behold.	4
33	3	2	2	3	2	3	4	1	2	0	3	0	6	6.0	11	4	4	3	2	0	The library is open until 8pm, and the staff will be glad to help you find the books you need, so feel free to come on in and browse.	4
30	3	0	1	2	3	6	8	0	0	0	5	0	2	4.0	25	0	0	4	2	0	The movie theatre showcased a new blockbuster film, and the audience enjoyed the popcorn, and the drinks were plentiful, and overall, the evening was delightful.	4
21	2	0	1	3	3	3	3	0	1	0	3	0	2	3.0	14	0	0	3	1	0	The weather was sunny and warm, and the birds were chirping merrily, and I was reading a book.	4
