n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_prop_constraint
16	2	2	0	2	1	2	4	0	0	0	2	0	1	4.0	6	0	0	2	0	0	The weather is balmy, and the garden is brimming with flowers in full bloom.	1
26	2	4	3	0	1	5	6	0	0	0	3	0	2	3.0	18	0	0	2	0	0	A bright smile often shines as warmly as the sun on a pleasant day, and with each sunrise, the world awakens with possibilities.	1
12	1	1	0	1	0	1	2	1	1	0	2	0	1	2.0	6	0	0	1	1	0	Sure, I have generated a sentence with one subordinate proposition: The vibrant coral reefs teem with an assortment of colorful fish, which thrive in the crystal-clear waters of the Indian Ocean.	1
23	2	1	4	1	1	2	4	0	4	0	2	0	2	3.0	11	1	1	3	2	0	My roommate frequently uses the kitchen when I'm away, but I still have my own private space in the apartment.	1
13	2	0	1	2	0	2	3	0	0	0	2	1	0	3.0	7	1	0	2	0	1	Although the weather was frigid, the snow cover was exceptionally pristine.	1
14	0	2	0	0	0	4	4	0	0	0	1	1	2	3.0	7	1	1	2	0	0	The cat sat on the mat while the dog played with the ball.	1
20	1	3	0	1	1	4	7	0	1	0	1	0	1	6.0	5	1	1	1	1	0	The park is a peaceful retreat for those seeking a respite from the hustle and bustle of city life.	1
18	0	3	0	0	1	3	4	0	2	0	2	0	3	3.0	6	1	0	2	1	1	With the sun shining on my face, I went to the park and enjoyed a picnic.	1
17	2	1	1	1	1	3	4	0	0	0	2	0	2	4.0	4	1	1	2	0	0	The park is a tranquil oasis in the bustling city, where children laugh and play.	1
25	4	4	0	2	1	5	7	0	0	0	2	0	0	3.0	14	0	0	2	0	0	The traffic was heavier than usual during the peak hour, yet the sky was a vibrant shade of azure on that sunny day.	1
21	3	3	1	2	0	2	7	0	0	0	2	1	0	4.0	8	1	0	2	0	1	While the weather on sunny days is generally pleasant, the air is thick with smoke during peak traffic hours.	1
17	5	1	1	2	0	2	3	0	0	0	2	1	0	3.0	11	1	0	2	0	1	While the weather is pleasant on most sunny days, the skies are often azure blue.	1
21	3	3	0	0	0	5	6	0	0	0	2	0	2	3.0	9	1	1	1	1	0	The vibrant blossoms on the cherry trees contrasted with the emerald leaves in the park, creating a picturesque scene.	1
23	2	3	0	0	0	5	6	0	0	0	3	1	3	3.0	16	2	2	2	1	0	 The sun shines warm upon the earth, casting long shadows on the grass, while the wind whips through the trees.	1
17	2	1	0	0	0	4	6	0	0	0	2	0	2	4.0	4	1	1	1	2	0	The vibrant cherry blossoms adorned the park, creating a picturesque backdrop for the springtime breeze.	1
17	3	1	1	2	0	3	4	0	0	0	2	1	0	4.0	12	1	1	2	0	0	The parks are greener on sunny days, though the air is a bit more humid.	1
16	2	1	1	2	0	3	4	0	0	0	2	1	0	4.0	6	1	1	2	0	0	The weather is pleasant today, despite the fact that the traffic is very heavy.	1
20	2	1	3	2	1	4	4	0	0	0	2	0	1	4.0	11	1	1	3	0	0	A rainbow shines vividly during the evening, albeit when the air is crisp and the sky is clear.	1
20	3	2	1	3	1	2	5	0	0	0	2	1	0	3.0	11	1	1	2	0	0	The weather is generally sunny and pleasant during the day, although traffic can be heavy during peak hours.	1
18	3	2	0	1	1	3	5	0	0	0	2	0	1	3.0	8	0	0	2	1	0	The park is full of vibrant flowers, and the trees cast long shadows on the ground.	1
12	1	0	1	2	0	2	2	0	0	0	2	1	1	3.0	7	1	1	2	0	0	  The movie was fantastic, even though the theater was packed..	1
17	2	2	0	1	0	2	5	0	1	0	2	1	1	3.0	9	1	1	2	1	0	The park is vibrant with flowers in bloom, while the birds sing their sweet song.	1
21	2	2	2	0	0	3	5	0	0	0	3	0	4	4.0	9	2	2	1	1	0	The sun shines brightly, casting long shadows on the freshly cut grass, making for a delightful afternoon picnic.	1
17	2	1	0	1	0	3	5	0	0	0	2	1	2	3.0	8	1	1	2	1	0	The movie theater was packed on the weekend, with many families enjoying the latest blockbuster.	1
24	3	5	0	1	0	4	9	0	0	0	2	0	0	3.0	10	0	0	1	0	0	The sky is a brilliant shade of azure on sunny days, despite the traffic congestion on the main roads during peak hours.	1
15	2	1	0	0	0	4	4	0	0	0	2	0	2	4.0	4	1	1	1	2	0	The vibrant flowers adorned the park, creating a delightful ambiance for the visitors.	1
21	3	3	1	1	1	4	5	0	0	0	2	0	1	3.0	14	1	1	2	0	0	The vibrant wildflowers bloom in a kaleidoscope of colors during the springtime, when the weather is warm and sunny.	1
22	2	5	1	1	0	2	8	0	0	0	2	0	1	4.0	13	0	0	1	0	0	In spite of the heavy traffic during peak hours, the sky is often painted with azure hues on sunny days.	1
19	2	2	1	0	0	4	5	0	0	0	2	1	2	3.0	10	1	1	2	1	0	A vibrant sunset cast long shadows over the beach, as the waves crashed gently against the shore.	1
21	4	3	0	2	0	3	4	0	1	0	2	1	1	3.0	12	1	1	1	0	0	The weather is perfect for a picnic on a sunny day, although there may be more traffic than usual.	1
21	1	1	1	0	1	1	3	1	3	0	3	1	4	4.0	9	2	2	2	4	0	They created the larger amount of goods, because they had room to do 5000, and shipped them early.	2
27	3	3	0	0	1	5	6	0	1	2	2	0	4	6.0	11	2	2	1	3	0	The explorers discovered an expansive underwater ecosystem teeming with life underneath the ice in the Ross Sea, captivating their senses and unraveling a hidden realm.	2
33	3	5	1	0	1	4	9	0	1	3	2	0	3	6.0	18	2	2	1	2	0	The researchers discovered a previously unknown ecosystem teeming with unique life forms beneath the ice in the Ross Sea, igniting excitement and concern about its potential impact on Earth's biodiversity.	2
22	4	2	0	0	0	3	5	0	0	2	2	1	3	4.0	11	2	2	1	2	0	The explorers unearthed a breathtaking underwater ecosystem teeming with strange creatures, while battling treacherous ice conditions in the Ross Sea.	2
34	3	5	1	0	2	5	9	0	1	0	3	0	4	5.0	17	2	2	2	2	0	The spaceship traveled quickly to the distant planet, carrying a large cargo of diamonds, yet the astronauts struggled to maintain control of the ship due to its immense size and turbulence.	2
20	1	1	1	0	1	1	3	1	3	0	2	1	4	4.0	8	2	2	2	4	0	They created the larger amount of supplies because they had room to do 5000, and shipped them early.	2
18	2	1	1	2	1	3	3	0	0	0	2	0	3	4.0	4	1	1	1	1	0	The room had been meticulously cleaned and dusted, creating an immaculate atmosphere for the special event.	2
22	3	3	0	0	1	4	5	0	0	2	2	0	2	4.0	12	1	1	1	1	0	The explorer discovered a hidden ecosystem beneath the ice in the Ross Sea, teeming with unique organisms and untouched beauty.	2
30	3	2	2	1	0	4	3	0	3	2	3	1	4	6.0	15	4	4	2	1	0	**You're excited to learn there's an undiscovered ecosystem under the ice in the Ross Sea, even if it requires a long journey to get there.**	2
28	1	4	0	1	1	5	9	0	1	0	2	0	2	4.0	13	1	1	2	1	0	The spaceship captain's mood was gloomy due to the failure of the hyperspace engine, yet his crew managed to complete the mission despite the challenges.	2
26	4	3	0	0	0	4	6	0	1	2	2	1	3	5.0	17	2	2	2	1	0	The explorers discovered a breathtaking underwater ecosystem teeming with rare creatures in the Ross Sea, while their ship sailed across the stormy ocean waves.	2
26	4	3	1	1	1	3	5	0	1	2	2	0	3	4.0	6	1	1	1	1	0	The newly discovered underwater ecosystem in the Ross Sea was teeming with diverse species, captivating the researchers with its unparalleled beauty and scientific significance.	2
25	3	3	0	0	1	4	6	0	2	2	2	0	2	5.0	10	1	1	2	2	0	The expedition discovered a hidden ecosystem under the ice in the Ross Sea, which sparked widespread excitement and concern about its ecological balance.	2
29	3	4	0	0	1	6	8	0	0	0	4	0	3	5.0	15	1	1	2	2	0	The ship arrived with a vast cargo of exotic fruits, and upon docking, the crew unpacked the precious cargo, ensuring the freshness of the produce.	2
26	4	5	0	1	0	5	5	0	1	2	1	0	2	7.0	6	1	1	1	1	0	You might have a strong reaction to the startling discovery of an underwater ecosystem teeming with life beneath the frigid ice in the Ross Sea.	2
28	5	4	1	0	0	6	7	0	0	0	2	0	3	4.0	13	1	1	1	2	0	The moss on the rocks in the tidal zone provided a perfect substrate for a vibrant array of brightly colored algae, forming a mesmerizing underwater landscape.	2
34	3	4	0	2	1	7	7	0	3	2	3	0	2	5.0	21	1	1	3	2	0	The researchers found an undiscovered ecosystem under the ice in the Ross Sea, which was a major discovery, and it will have a significant impact on our understanding of the planet.	2
17	3	2	0	0	0	4	4	0	0	0	2	0	2	3.0	7	1	1	1	1	0	The spacecraft landed on a pristine moonscape, carving a treacherous path through the lunar dust.	2
22	2	0	1	2	0	2	4	0	2	0	4	2	2	3.0	6	2	1	3	1	1	"""Although the job market is bleak, I'm not necessarily discouraged because I have a strong support network."""	2
28	0	1	2	0	2	5	7	0	1	0	3	1	5	4.0	17	1	1	3	3	0	The spacecraft's malfunction caused delays and frustrated the crew while they waited for a solution, yet, the team persevered and eventually completed the mission.	2
18	0	1	0	0	1	3	4	0	2	0	2	0	4	5.0	11	2	2	2	3	0	We climbed a tree that had a lot of fruit, and picked some berries to eat.	2
23	2	3	0	0	1	4	6	0	0	2	2	0	3	5.0	9	2	1	1	2	1	The expansive ecosystem hidden beneath the ice in the Ross Sea presents a tantalizing mystery, evoking feelings of awe and wonder.	2
21	1	4	1	0	1	3	6	0	0	1	2	0	2	5.0	9	1	1	1	1	0	The spaceship landed on the planet of Zargo, thereby initiating a journey of discovery and exploration into uncharted territory.	2
27	3	5	1	1	3	3	5	0	2	0	2	0	2	5.0	14	1	1	3	0	0	The room was full of potential for both good and evil, and the weight of history pressed upon the shoulders of those who lived there.	2
26	1	6	0	0	1	5	7	0	1	2	1	0	2	5.0	12	0	0	1	1	0	The vastness of the unknown ecosystem beneath the ice in the Ross Sea evoked a sense of awe and wonder upon learning of its existence.	2
23	2	5	0	0	0	5	6	0	0	2	1	0	2	7.0	6	1	1	1	1	0	The explorers found a pristine ecosystem teeming with life within the intricate labyrinth of tunnels beneath the ice in the Ross Sea.	2
19	1	2	1	1	0	2	4	1	1	0	1	1	3	4.0	8	2	2	2	2	0	The shipment of the larger amount of goods was made early because they had room to do 5000.	2
30	2	2	1	1	0	4	6	0	6	0	2	0	5	6.0	21	3	3	4	4	0	You wish you had the capacity to merge your mind with the greater universal Mind that surrounds you, so you could comprehend the interconnectedness of all living things.	2
23	3	4	0	3	1	4	5	0	0	2	1	0	0	5.0	15	0	0	1	0	0	The discovery of an undiscovered ecosystem under the ice in the Ross Sea would have been cause for significant excitement and intrigue.	2
23	3	3	0	0	2	3	7	0	0	0	2	0	3	3.0	12	0	0	1	3	0	The villagers constructed a communal shelter in anticipation of the harsh winter, and provided sustenance through communal hunts and shared rations.	2
18	0	2	0	0	1	4	4	0	0	0	2	0	4	5.0	5	2	2	1	2	0	The cat jumped onto the table, causing the vase to tip over and shattering the mirror.	2
24	3	1	1	2	1	2	4	0	2	0	4	1	3	4.0	18	2	2	2	1	0	The shipment was large, containing a significant amount of cargo, and because there was ample room, it was shipped early.	2
25	1	1	2	0	0	4	6	0	2	0	3	0	6	5.0	10	3	3	2	3	0	The spacecraft delivered the packages containing the newly developed energy source, which fueled the largest spacecraft ever constructed, to its designated location.	2
23	1	4	1	0	1	4	5	0	2	2	1	0	2	6.0	6	1	1	2	1	0	I felt excitement and anticipation when I learned about the discovery of an undiscovered ecosystem under the ice in the Ross Sea.	2
29	3	4	1	1	1	5	7	0	1	2	1	1	1	6.0	8	1	1	2	1	0	The scientist's findings were so shocking that they caused a profound sense of awe and curiosity about the undiscovered ecosystem under the ice in the Ross Sea.	2
21	3	2	1	0	0	4	4	0	1	2	2	0	2	4.0	10	1	1	2	2	0	The explorer discovered a hidden ecosystem beneath the ice in the Ross Sea, which revealed stunning biodiversity unseen previously.	2
20	2	2	1	0	0	4	4	0	2	2	1	0	2	4.0	10	1	1	2	2	0	The scientists discovered an intricate underwater ecosystem beneath the ice in the Ross Sea that greatly surpassed their expectations.	2
25	3	5	0	1	0	5	7	0	0	0	1	0	2	5.0	10	2	1	1	2	1	The ship carrying the cargo was able to accommodate the large size of the shipment due to the availability of ample space on board.	2
23	3	3	1	0	0	4	5	0	0	2	2	0	3	5.0	15	2	2	1	2	0	The scientists discovered an extraordinary ecosystem teeming with life beneath the ice in the Ross Sea, revealing previously unknown ecological adaptations.	2
13	1	0	0	2	0	2	2	0	1	0	2	1	2	3.0	4	2	1	2	1	1	While the weather is pleasant, one should avoid crossing the road.	2
18	1	2	0	0	0	3	4	0	1	0	1	1	4	5.0	5	2	2	1	1	0	The hikers paused to eat their packed lunches while gazing at the breathtaking views from the mountaintop.	2
20	2	2	0	1	1	3	4	0	0	1	2	1	2	4.0	9	2	2	2	0	0	The ship was laden with bananas and oranges, as the crew prepared to sail across the Atlantic Ocean.	2
18	3	2	0	0	1	4	3	0	0	2	1	0	2	5.0	5	1	1	1	1	0	The explorer found a rare and pristine ecosystem hidden beneath the icy surface of the Ross Sea.	2
25	2	4	0	1	1	5	5	0	1	1	2	0	3	4.0	15	1	1	3	1	0	The explorer discovered a hidden cave in the Rocky Mountains, and the team of archaeologists were amazed by the artifacts they found within.	2
20	3	2	0	1	1	3	3	0	2	0	3	0	2	6.0	7	2	2	2	1	0	They finished painting the mural, which was intricate and detailed, on the east wall of the gallery.	2
26	5	3	0	0	0	4	5	0	1	2	2	1	3	5.0	12	2	0	1	2	2	The intricate, multisensory experience garnered from exploring the undiscovered underwater ecosystem within the Ross Sea evoked an array of diverse emotions upon its discovery.	2
19	2	3	0	0	0	4	4	0	0	2	2	0	2	3.0	13	1	1	1	1	0	The spaceship traveled to the undiscovered ecosystem under the ice in the Ross Sea, carrying precious cargo.	2
20	1	1	0	0	1	2	7	0	2	0	3	0	3	6.0	6	2	2	2	3	0	**The artist painted a vibrant portrait using oil paints, which showcased her mastery of color and technique.**	2
25	4	5	0	1	0	5	5	0	0	2	1	0	2	6.0	7	1	1	1	0	0	The explorers were astonished by the discovery of an intricate underwater ecosystem teeming with exotic creatures beneath the Antarctic ice in the Ross Sea.	2
6	0	0	0	1	0	1	1	0	0	0	2	0	0	2.0	4	0	0	1	0	0	Sure, the sentence is: The ship arrived safely, allowing the crew to disembark and begin setting up camp.	2
28	4	3	2	0	1	2	8	0	0	1	3	0	3	5.0	8	2	2	1	2	0	The annual flower festival showcases vibrant floral displays and fragrant blossoms, attracting tourists from around the world, thus contributing significantly to Guadeloupe's tourism industry.	4
43	4	7	0	1	4	5	12	0	0	1	5	0	4	7.0	12	3	2	1	2	1	The ancient art of pottery, rooted in cultural heritage, is a thriving tradition in Guatemala, bringing joy to both locals and visitors, offering opportunities for immersive experiences and serving as a bridge between the past and the future.	4
39	6	5	1	1	1	5	9	0	2	0	4	1	3	6.0	15	2	2	3	3	0	The bustling marketplaces offer a wide variety of local products, which are perfect for souvenirs, and attract tourists from all over the world, as they provide a glimpse into the island's rich cultural heritage.	4
22	1	2	0	2	0	1	3	0	3	2	1	2	4	5.0	12	4	4	3	2	0	I thought that since Chonawee has an optimization background, he would be good to have him go to dinner with Dr.	4
28	2	2	2	2	0	4	9	0	1	1	2	1	1	4.0	16	2	2	3	2	0	The rum distilleries on Guadeloupe offer tours which are definitely worth the while, since rum production is a very integral part of the island's economy.	4
25	3	1	2	2	0	3	8	0	1	1	1	1	1	6.0	10	2	2	3	2	0	The local rum distilleries offer tours which are certainly worth the while since rum production is a very integral part of Guadeloupe's economy.	4
2	0	1	0	0	0	0	0	0	0	1	0	0	0	1.0	1	0	0	0	0	0	As Dr.	4
26	2	2	1	2	0	4	9	0	1	1	1	1	1	6.0	10	2	2	3	2	0	The rum distilleries in Guadeloupe offer tours which are worth the while since rum production is a very integral part of the island's economy.	4
25	3	1	2	2	0	3	8	0	1	1	1	1	1	6.0	10	2	2	3	2	0	The local rum distilleries offer tours which are certainly worth the while since rum production is a very integral part of Guadeloupe's economy.	4
31	3	2	1	2	0	3	9	0	1	1	3	2	3	4.0	14	4	3	4	1	1	Although conditions vary throughout the year, the local rum distilleries offer tours which are undoubtedly worth experiencing, as rum production is a pivotal part of Guadeloupe's economy.	4
25	0	4	2	1	0	2	6	0	4	0	3	0	3	4.0	10	2	1	3	1	1	My friend, who grew up on a farm, often reminisces about his childhood days when he would ride horseback across the countryside.	4
31	2	4	2	3	1	1	7	0	1	1	4	0	4	5.0	15	2	1	3	1	1	The intricate process of rum production, which is deeply ingrained in Guadeloupe's economy, is offered as tours at local distilleries, but opening times may vary seasonally.	4
33	3	4	1	3	0	3	10	0	0	1	3	2	2	5.0	10	3	3	3	0	0	The tour of the local rum distilleries is worth taking, even though the opening times may vary from season to season, as rum production is integral to Guadeloupe's economy.	4
24	2	2	2	2	0	1	5	0	2	1	3	0	3	5.0	14	3	2	3	1	1	The intricate process of rum production, which is deeply ingrained in Guadeloupe's economy, offers tours that are undeniably worth experiencing.	4
