n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	max_depth_constraint
26	1	4	0	3	1	2	4	2	1	1	6	0	1	3.0	9	0	0	1	1	0	"""As of March 28, 2003, he was in a hospital for a cardiac problem and had been granted ""pre-arrest bail."""	3
14	3	2	2	0	0	1	3	0	1	0	1	0	1	4.0	10	0	0	0	0	0	There are many good options of delicious food on the shores as well.	3
14	3	2	2	0	0	1	3	0	1	0	1	0	1	4.0	10	0	0	0	0	0	There are many good options of delicious food on the shores as well.	3
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The cat jumped onto the table.	3
8	0	1	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	The flowers danced wildly in the wind.	3
10	1	1	1	0	0	2	3	0	0	0	1	0	1	2.0	6	0	0	1	0	0	The flowers bloomed brightly in the warm spring breeze.	3
26	1	4	0	3	1	2	4	2	1	1	6	0	1	3.0	9	0	0	1	1	0	"""As of March 28, 2003, he was in a hospital for a cardiac problem and had been granted ""pre-arrest bail."""	3
25	1	4	0	3	1	2	4	2	1	1	5	0	1	3.0	9	0	0	1	1	0	"As of March 28, 2003, he was in a hospital for a cardiac problem and had been granted ""pre-arrest bail."""	3
14	3	2	2	0	0	1	3	0	1	0	1	0	1	4.0	10	0	0	0	0	0	There are many good options of delicious food on the shores as well.	3
7	2	0	0	1	1	1	1	0	0	0	1	0	0	2.0	2	0	0	1	0	0	The fruit is sweet and ripe.	3
14	3	2	2	0	0	1	3	0	1	0	1	0	1	4.0	10	0	0	0	0	0	There are many good options of delicious food on the shores as well.	3
26	1	4	0	3	1	2	4	2	1	1	6	0	1	3.0	9	0	0	1	1	0	"""As of March 28, 2003, he was in a hospital for a cardiac problem and had been granted ""pre-arrest bail."""	3
18	3	1	0	1	1	3	3	0	1	0	2	0	2	5.0	4	2	2	1	1	0	The weather was sunny and warm, making it a perfect day to go for a hike.	3
14	3	2	2	0	0	1	3	0	1	0	1	0	1	4.0	10	0	0	0	0	0	There are many good options of delicious food on the shores as well.	3
16	3	2	2	0	0	1	3	0	1	0	3	0	1	4.0	10	0	0	0	0	0	"""There are many good options of delicious food on the shores as well."""	3
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The cat sat on the mat.	3
16	3	2	2	0	0	1	3	0	1	0	3	0	1	4.0	10	0	0	0	0	0	"""There are many good options of delicious food on the shores as well."""	3
16	3	2	2	0	0	1	3	0	1	0	3	0	1	4.0	10	0	0	0	0	0	"""There are many good options of delicious food on the shores as well."""	3
18	2	3	0	1	0	3	4	0	0	1	2	0	2	3.0	6	0	0	1	0	0	The ancient city of Petra was carved into the rose-coloured cliffs of the Jordanian desert.	4
20	1	0	1	1	1	1	8	0	0	0	1	1	5	5.0	5	1	1	1	2	0	The newly developed hybrid electric car will revolutionize transportation by offering increased fuel efficiency and reduced greenhouse gas emissions.	4
21	4	1	0	0	1	3	5	0	0	2	1	1	3	6.0	10	2	1	1	3	1	 The intricate network of ancient trade routes connecting the East and West played a pivotal role in shaping human history.	4
8	1	1	0	1	0	1	2	1	0	0	1	0	0	2.0	3	0	0	1	0	0	The library is open until 10 p.m.	4
12	0	1	1	0	0	2	3	0	0	0	1	0	3	3.0	4	1	1	1	1	0	The newly elected president vowed to bring the country to prosperity.	4
23	1	5	1	1	0	4	2	1	0	6	1	0	1	4.0	9	1	1	2	0	0	The Vietnamese were in control of the Red River Delta when the French returned to Indochina at the end of WW II.	4
11	0	1	0	0	1	3	3	0	0	0	1	0	2	3.0	5	0	0	1	1	0	The cat jumped onto the table and spilled the milk.	4
21	2	0	1	2	1	3	3	0	0	3	2	0	3	5.0	7	2	2	1	2	0	The new political voice is threatening to collapse the peace process, having personally visited the West Bank and Israel.	4
21	3	2	0	0	1	3	5	1	0	0	3	0	3	4.0	11	1	1	1	2	0	 The majestic tree stood tall, reaching a height of 4 stories, and cast long shadows across the ground.	4
12	0	2	0	0	1	3	3	0	0	0	1	0	2	3.0	5	0	0	1	0	0	The cat jumped onto the tree and landed on the branch.	4
24	1	5	1	1	0	4	2	1	0	7	1	0	1	4.0	8	1	1	2	0	0	The Red River Delta was under control of the Viet Minh when the French returned to Indochina at the end of WW II.	4
18	1	3	0	1	0	3	4	1	1	0	2	0	1	3.0	6	0	0	1	1	0	Sure, I have generated a sentence with a tree height of 4 in the syntactic tree: The dog was sitting on the grass.	4
16	1	1	2	1	0	2	4	1	0	0	1	0	2	4.0	4	1	1	1	1	0	The newly constructed apartment building is tall enough to reach a height of 4 stories.	4
12	1	2	0	1	0	3	3	0	0	0	1	0	1	3.0	5	0	0	1	0	0	The books on the table were devoured by the hungry guests.	4
16	1	3	0	1	0	4	5	0	0	0	1	0	1	3.0	7	0	0	1	0	0	A ship has sunk to the ocean floor as a result of a recent storm.	4
14	2	2	0	0	1	2	4	0	0	1	1	0	1	4.0	3	0	0	1	1	0	The bustling markets of Marrakech offer a vibrant tapestry of sights and smells.	4
16	1	2	0	0	1	4	4	0	0	0	2	0	2	3.0	7	0	0	1	1	0	After a peaceful evening at the restaurant, the customer paid the bill and left.	4
11	0	1	0	0	1	3	3	0	0	0	1	0	2	3.0	5	0	0	1	1	0	The cat jumped onto the table and spilled the milk.	4
24	1	5	1	1	0	4	2	1	0	7	1	0	1	4.0	14	1	0	2	0	1	When the French returned to Indochina at the end of WW II the Viet Minh were in control of the Red River Delta.	4
21	1	3	0	2	0	3	4	1	1	1	4	0	1	3.0	9	0	0	2	1	0	"The sentence ""Have you been to Kenya?"" has a tree height of 4 in the syntactic tree."	4
9	1	1	0	0	0	2	2	0	0	0	2	0	1	2.0	3	0	0	1	0	0	**The swift parrot flew across the sky.**	4
17	1	2	1	0	0	4	5	0	0	0	2	0	2	3.0	7	1	1	1	1	0	The river ran quickly past the rocky shore, making a winding path for the boat.	4
11	2	2	0	0	0	2	2	0	0	1	1	0	1	3.0	4	0	0	1	0	0	The ancient city of Pompeii stands on the Italian peninsula.	4
16	1	1	1	1	0	3	4	0	0	0	1	0	3	3.0	9	2	2	2	1	0	The Japanese were planting rice in the paddy field when the rain began to fall.	4
24	3	3	0	0	0	4	5	0	1	2	1	0	3	5.0	8	2	2	1	3	0	The United States imposed a trade embargo on Cuba in an attempt to pressure the Cuban government to give up its nuclear weapons.	4
12	1	1	1	0	0	2	3	0	0	0	1	0	2	2.0	7	1	1	1	0	0	The weary traveler sat down beneath the willow tree to rest.	4
10	1	1	0	1	0	2	3	0	0	0	1	0	1	2.0	5	0	0	1	0	0	The house was painted pink after the storm damage.	4
21	3	3	0	0	0	4	4	0	0	4	1	0	1	5.0	8	0	0	1	1	0	The verdant canopy of trees in the Red River Delta provided a serene backdrop for the Viet Minh's victory.	4
11	2	1	0	0	0	2	3	0	0	0	1	0	2	2.0	6	0	0	1	0	0	The ancient temple stood tall amidst the towering jungle canopy.	4
13	0	1	0	0	1	3	5	0	0	0	1	0	2	3.0	6	0	0	1	1	0	The cat jumped onto the kitchen counter and devoured the cherry pie.	4
18	0	2	1	1	0	2	4	1	2	0	2	0	2	3.0	7	1	0	1	2	1	To complete my assignment, I will meticulously write a sentence with a tree height of 4.	4
12	0	2	0	0	1	3	3	0	0	0	1	0	2	3.0	5	0	0	1	0	0	The cat sat on the mat and dreamed of the future.	4
24	1	5	1	1	0	4	2	1	0	7	1	0	1	4.0	9	1	1	2	0	0	The Viet Minh were in control of the Red River Delta when the French returned to Indochina at the end of WW II.	4
7	0	0	0	1	0	1	1	0	0	0	2	0	1	2.0	5	0	0	1	0	0	Sure, the requested sentence is: The museum exhibits a collection of ancient artifacts from around the world.	4
14	1	2	0	1	0	4	4	0	0	0	1	0	1	3.0	5	0	0	1	1	0	The Appendices to the protocol shall form an integral part of the protocol.	4
13	0	2	1	0	0	3	3	0	0	0	2	0	2	4.0	6	1	1	1	1	0	The wind blew violently, tearing the sails of the ship off.	4
22	2	3	0	0	1	4	5	1	0	1	2	0	3	5.0	5	1	1	2	1	0	In the village of Kentuck the flowers bloomed bright and the trees stood tall, reaching a height of four stories.	4
15	2	1	0	0	0	2	3	1	0	0	4	0	2	4.0	3	1	1	1	1	0	"""The ancient tree stood tall, reaching a height of four stories."""	4
10	0	1	0	0	0	2	4	0	0	1	1	0	1	3.0	4	0	0	1	1	0	The museum exhibit showcased sculptures from the Renaissance era.	4
14	2	1	0	0	0	2	4	1	0	0	2	0	2	4.0	3	1	1	1	1	0	The ancient temple complex stood tall, reaching a height of 4 stories.	4
13	0	3	0	0	0	4	4	0	0	0	1	0	1	3.0	6	0	0	1	0	0	The cat sat on the mat in the middle of the room.	4
21	1	4	1	1	0	4	2	0	0	5	2	0	1	3.0	12	1	0	2	0	1	When the Vikings sailed to Japan in the ninth century, the Samurai were in control of the Silk Road.	4
16	0	2	0	2	1	2	3	0	1	0	2	0	2	3.0	6	1	1	2	1	0	The house was on fire, and the firefighter were rushing to put it out.	4
24	3	2	1	1	0	3	5	0	0	1	1	1	5	7.0	5	3	3	2	1	0	The newly elected Prime Minister announced that the country will embark on a path of ambitious social programs designed to improve living standards.	4
20	3	3	0	1	0	3	3	0	0	3	3	0	1	5.0	13	1	0	1	0	1	The ancient temple of Angkor Wat, located in Cambodia, is the largest religious monument in the world.	4
14	0	2	0	0	0	3	4	0	1	0	1	1	2	3.0	7	1	1	2	0	0	My cat sat on the windowsill as the wind blew through the trees.	4
24	1	5	1	1	0	4	2	1	0	7	1	0	1	4.0	14	1	0	2	0	1	When the French returned to Indochina at the end of WW II the Viet Minh were in control of the Red River Delta.	4
14	1	3	0	0	0	4	4	0	0	0	1	0	1	3.0	4	0	0	1	0	0	The antique clock on the mantle ticked with the rhythm of the clockwork.	4
16	0	2	0	2	1	2	3	0	1	0	2	0	2	3.0	6	1	1	2	1	0	The house was on fire, and the firefighters were called to put it out.	4
11	1	1	1	1	0	2	2	0	0	0	2	0	1	3.0	3	0	0	1	0	0	**The newly renovated library is adjacent to the park.**	4
31	2	3	1	0	1	2	9	0	2	0	5	0	5	6.0	10	2	2	1	5	0	For example, universities have a financial incentive to inflate the expertise of their academic staff, thereby increasing their rankings, bringing in grant money, and attracting students.	6
13	1	2	0	0	1	3	3	0	0	0	1	0	2	3.0	5	0	0	1	0	0	The cat jumped onto the table and landed on the soft rug.	6
9	0	2	0	0	0	2	3	0	0	0	1	0	1	3.0	3	0	0	1	0	0	The cat sits on top of the table.	6
54	2	9	4	1	2	5	11	3	6	0	4	0	6	5.0	21	3	1	3	4	2	"The sentence generated with a tree height of 6 in the syntactic tree is: ""When I first get on I take 1 leg and pull it back up to touch my butt with my heel and hold it there for 1 lap at a walk around a large dressage arena."""	6
13	1	2	0	0	0	3	5	0	0	0	1	0	1	3.0	7	0	0	1	1	0	The scent of honeysuckle pervades the air on a warm summer evening.	6
13	2	2	0	0	0	3	4	0	0	0	1	0	1	3.0	6	0	0	1	1	0	The vibrant flowers adorned the garden with a breathtaking display of color.	6
21	3	2	0	0	0	3	6	1	0	0	3	0	3	4.0	7	2	2	1	2	0	The majestic oak tree stood tall, reaching a height of 6 stories, casting long shadows across the ground.	6
37	1	6	4	0	2	2	7	2	6	0	1	0	5	4.0	16	2	1	2	4	1	When I first get on I take 1 leg and pull it back up to touch my butt with my heel and hold it there for 1 lap at a walk around a large dressage arena.	6
39	1	6	4	0	2	2	7	2	6	0	3	0	5	4.0	16	2	1	2	4	1	"""When I first get on I take 1 leg and pull it back up to touch my butt with my heel and hold it there for 1 lap at a walk around a large dressage arena."""	6
15	1	3	0	1	0	3	4	1	0	0	1	0	1	5.0	12	1	0	1	0	1	The sentence generated with a tree height of 6 in the syntactic tree is: When I first get on I take 1 leg and pull it back up to touch my butt with my heel and hold it there for 1 lap at a walk around a large dressage arena.	6
16	3	2	0	0	0	3	4	0	0	0	2	0	2	3.0	6	1	1	1	1	0	The vibrant flowers bloomed in a harmonious symphony, bringing joy to the weary traveler.	6
37	1	6	4	0	2	2	7	2	6	0	1	0	5	4.0	16	2	1	2	4	1	When I first get on I take 1 leg and pull it back up to touch my butt with my heel and hold it there for 1 lap at a walk around a large dressage arena.	6
18	2	2	0	0	1	4	5	0	0	0	2	0	2	3.0	9	0	0	2	0	0	 The quick brown fox jumps over the sleeping dog, and the apple falls from the tree.	6
19	3	2	1	0	0	3	6	1	0	0	1	0	2	5.0	7	1	0	1	2	1	 The majestic oak tree reaching a height of 6 meters casts long shadows upon the verdant grass below.	6
54	2	9	4	1	2	5	11	3	6	0	4	0	6	5.0	21	3	1	3	4	2	"The sentence generated with a tree height of 6 in the syntactic tree is: ""When I first get on I take 1 leg and pull it back up to touch my butt with my heel and hold it there for 1 lap at a walk around a large dressage arena."""	6
37	1	6	4	0	2	2	7	2	6	0	1	0	5	4.0	16	2	1	2	4	1	When I first get on I take 1 leg and pull it back up to touch my butt with my heel and hold it there for 1 lap at a walk around a large dressage arena.	6
39	1	6	4	0	2	2	7	2	6	0	3	0	5	4.0	16	2	1	2	4	1	"""When I first get on I take 1 leg and pull it back up to touch my butt with my heel and hold it there for 1 lap at a walk around a large dressage arena."""	6
9	0	1	0	0	0	2	2	0	0	0	3	0	1	2.0	3	0	0	1	0	0	"""The cat sat on the mat."""	6
31	1	5	1	2	3	5	5	0	3	2	1	0	3	6.0	12	2	1	2	0	1	The email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed.	6
19	1	3	0	1	0	5	5	0	0	0	1	0	2	5.0	13	2	1	1	0	1	The intricate dance of a butterfly fluttering over the garden in the summertime is a sight to behold.	6
23	1	2	0	1	1	5	5	0	1	2	1	1	3	8.0	15	3	3	2	1	0	The email content includes a message stating that the email and any files transmitted with it from the ElPaso Corporation are confidential.	6
26	1	2	1	0	1	5	8	0	0	2	2	0	4	6.0	14	3	3	1	3	0	The email content specifically highlights the confidentiality of information transmitted between the ElPaso Corporation and the recipient, addressing the privacy concerns surrounding sensitive data.	6
19	2	0	2	2	0	3	3	0	2	0	2	0	2	4.0	5	3	2	2	1	1	 When I was a little child, I often pretended to be a pirate sailing the high seas.	6
39	1	6	4	0	2	2	7	2	6	0	3	0	5	4.0	16	2	1	2	4	1	"""When I first get on I take 1 leg and pull it back up to touch my butt with my heel and hold it there for 1 lap at a walk around a large dressage arena."""	6
24	1	1	0	1	1	2	4	0	4	0	4	1	4	5.0	8	2	2	2	3	0	"""My dog can jump onto the fence and climb it, providing a safe place for me to store my groceries."""	6
39	1	6	4	0	2	2	7	2	6	0	3	0	5	4.0	16	2	1	2	4	1	"""When I first get on I take 1 leg and pull it back up to touch my butt with my heel and hold it there for 1 lap at a walk around a large dressage arena."""	6
13	1	1	1	0	0	2	3	1	0	0	2	0	2	3.0	5	1	1	1	0	0	The tall tree stood sixty feet high, reaching for the sky.	6
15	0	1	1	0	0	3	3	0	0	0	2	1	3	4.0	5	2	2	2	0	0	The cat sat on the mat, waiting for the owner to come home.	6
37	1	6	4	0	2	2	7	2	6	0	1	0	5	4.0	16	2	1	2	4	1	When I first get on I take 1 leg and pull it back up to touch my butt with my heel and hold it there for 1 lap at a walk around a large dressage arena.	6
11	0	2	0	0	0	2	4	0	1	0	1	0	1	3.0	4	0	0	1	1	0	 The dog chased its tail for hours in the park.	6
10	0	1	1	0	0	2	3	0	0	0	1	0	2	4.0	5	0	0	1	1	0	The aroma of freshly baked bread permeates the air.	6
53	2	9	4	1	2	5	11	3	6	0	3	0	6	6.0	20	3	1	3	4	2	"The sentence generated with a tree height of 6 in the syntactic tree is ""When I first get on I take 1 leg and pull it back up to touch my butt with my heel and hold it there for 1 lap at a walk around a large dressage arena."""	6
22	3	2	0	0	1	4	5	0	0	0	4	0	3	5.0	8	2	1	1	2	1	"""The scent of fresh bread emanating from the kitchen filled the air, creating a warm and inviting atmosphere."""	6
33	2	3	1	0	1	2	9	0	2	0	7	0	5	6.0	10	2	2	1	5	0	"""For example, universities have a financial incentive to inflate the expertise of their academic staff, thereby increasing their rankings, bringing in grant money, and attracting students."""	6
37	1	6	4	0	2	2	7	2	6	0	1	0	5	4.0	16	2	1	2	4	1	When I first get on I take 1 leg and pull it back up to touch my butt with my heel and hold it there for 1 lap at a walk around a large dressage arena.	6
