n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	max_link_constraint
24	2	2	1	0	1	4	6	0	2	0	2	0	4	4.0	11	2	1	3	3	1	The young boy who meticulously painted the mural watched his masterpiece come to life, and the intricate composition garnered admiration from all.	6
20	4	2	1	0	0	3	5	0	1	0	2	0	2	3.0	10	1	1	1	1	0	The young boy meticulously placed the intricate puzzle piece into its rightful position, resulting in a complete picture.	6
13	0	2	0	1	0	3	3	0	1	0	1	0	2	4.0	7	1	0	2	0	1	The cat that was chased by the dog climbed up the tree.	6
27	3	4	1	0	1	6	9	0	0	0	2	0	1	5.0	11	0	0	1	0	0	The intricate relationship between the cascading waterfall and the moss-laden tree resulted in a breathtakingly scenic vista at the heart of the emerald valley.	6
15	1	1	1	0	0	4	4	0	0	0	2	0	2	3.0	7	1	1	1	2	0	The cat chased the mouse up the tree, leaving the broken fence behind.	6
20	2	4	0	0	0	4	6	0	0	0	2	0	2	4.0	6	1	1	1	1	0	The intricate network of neurons in the brain orchestrated a complex melody, resulting in a symphony of senses.	6
21	3	2	2	0	0	3	5	0	0	0	3	0	3	5.0	4	2	2	1	1	0	The young student diligently practiced guitar lessons, resulting in a passionate performance, deeply enjoyed by the appreciative audience.	6
18	2	0	2	0	0	3	4	0	1	0	2	1	3	5.0	6	2	2	1	2	0	A young student meticulously read the captivating novel, ultimately influencing his dream of becoming a writer.	6
14	1	2	0	1	0	2	4	1	0	0	2	0	0	4.0	12	0	0	1	0	0	Sure, the sentence with a longest dependency link of 6 words is: The dog that chased the car crashed into the tree.	6
19	0	2	3	0	0	3	4	0	1	0	3	0	3	4.0	9	1	0	1	1	1	The intricately woven fabric, carefully crafted by the weaver, ultimately found its way to the museum.	6
24	1	3	0	0	1	4	9	0	0	0	2	0	2	5.0	11	1	1	1	1	0	The cascading influence of the entrepreneur's vision on the company's mission resulted in a transformative journey, fostering growth and innovation.	6
15	3	1	0	0	0	2	3	0	2	0	2	0	2	3.0	5	1	1	2	2	0	The young student read a captivating book about dinosaurs, which made him excited.	6
24	1	3	0	0	0	5	7	0	2	0	2	0	4	5.0	6	2	1	3	2	1	The farmer who ploughed the land yesterday sent the harvested grain to the market, which resulted in a significant increase in prices.	6
27	4	3	0	0	0	4	8	2	1	0	2	0	2	5.0	9	1	1	1	2	0	The intricate relationship between these six intricate variables creates a convoluted dependency link of six words, intertwining their complex influence on the system's outcome.	6
14	1	2	1	0	0	3	3	0	1	0	1	0	2	4.0	6	1	0	2	0	1	The cat that jumped onto the tree fell on the green grass below.	6
24	4	2	1	0	0	3	5	0	3	0	2	1	3	5.0	6	2	2	3	2	0	The young student meticulously read the captivating book, her imagination soaring to fantastical heights as she immersed herself in the magical tale.	6
27	2	3	2	0	1	6	7	0	0	0	3	0	3	5.0	9	1	1	2	1	0	The young boy chased after the flying kite, and the wind carried the kite high, eventually landing on the top of the tall tree.	6
14	0	1	2	0	0	2	3	0	1	0	3	0	2	4.0	9	1	0	1	1	1	The farmer, meticulously tending to his livestock, meticulously feeds the cows.	6
29	2	4	1	0	0	3	7	0	3	0	4	0	4	5.0	10	3	2	1	3	1	The cascading wave of emotions, triggered by the heartfelt confession, prompted him to disclose his deepest secret, thereby establishing a bridge of trust between them.	6
25	3	3	1	0	0	4	6	0	2	0	2	0	4	5.0	6	2	2	2	1	0	The cascading waters of the roaring river roared down the treacherous rocks, washing away the delicate wildflowers that bloomed beneath their powerful force.	6
6	0	0	0	1	0	1	1	0	0	0	2	0	0	2.0	4	0	0	1	0	0	Sure, the sentence is: The cat jumped over the fence on the way to the park to play with the children.	6
22	4	4	1	0	0	5	4	0	0	0	3	0	1	5.0	11	0	0	2	0	0	The intricate sequence of events, each dependent on the previous, ultimately culminated in the satisfying completion of the task.	6
17	3	1	0	1	0	3	3	0	1	0	3	0	2	4.0	4	1	1	2	1	0	"""A young student reads a captivating novel that was written by a renowned author."""	6
21	3	3	3	0	0	2	4	0	0	0	3	0	3	4.0	13	2	2	1	0	0	The intricate machine meticulously crafted with exquisite precision, precisely aligned with the celestial body, ultimately leading to enlightenment.	6
17	1	2	2	0	0	3	4	0	0	0	2	0	3	3.0	5	1	1	1	1	0	The intricately connected gears of the machine turn in concert, ultimately generating a harmonious output.	6
16	2	1	1	0	0	4	4	0	0	0	2	0	2	3.0	9	1	1	1	2	0	The young boy kicked the red ball across the park, thereby winning the game.	6
22	3	3	1	0	1	4	5	0	0	0	2	0	3	5.0	6	1	1	1	1	0	The intricately connected system of gears drove the intricate clockwork, resulting in a precise and unwavering pace of the mechanism.	6
21	0	4	2	0	0	3	6	0	0	0	3	0	3	6.0	13	1	0	1	0	1	The cascading sequence of activities, intricately connected through a chain of events, ultimately leads to the desired outcome.	6
19	2	2	1	0	0	5	5	0	0	0	2	0	2	4.0	8	1	1	1	2	0	The cat chased the ball up the tree, thereby disrupting the peaceful sleep of the unsuspecting dormouse.	6
26	2	4	1	1	1	3	7	1	1	0	2	0	3	5.0	12	1	1	1	1	0	The intricate web of relationships between the lovers and their shared secrets was meticulously crafted over years, forging a powerful bond of 6 dependencies.	6
20	3	3	1	0	0	2	7	0	1	0	1	0	2	4.0	7	1	1	2	1	0	The cascading effect of environmental pollution on marine ecosystems leads to a chain reaction that ultimately impacts human health.	6
22	0	3	1	0	0	5	6	0	2	0	2	0	3	5.0	8	2	1	3	2	1	The cat that chased the mouse through the garden wandered into the kitchen, where it found a bowl of water.	6
15	0	2	0	1	0	3	4	0	2	0	1	0	2	4.0	9	1	0	2	1	1	The boy who chased the cat up the tree was reprimanded for his recklessness.	6
21	3	2	1	0	0	3	6	0	1	0	3	0	2	3.0	9	1	1	1	1	0	The cascading river flows smoothly over the moss-laden rock, nourishing the fragile wildflowers beneath its gentle embrace.	6
14	2	1	0	0	0	3	4	0	0	0	1	0	2	3.0	6	1	1	1	1	0	The quick brown fox jumps over the sleeping dog to catch the cheese.	6
23	3	3	0	0	0	4	6	0	1	0	3	0	3	4.0	10	1	1	1	0	0	The young lion roared, its fierce battle against the invading zebra, resulting in a triumphant victory for the feline force.	6
23	0	1	2	2	1	4	4	0	2	0	2	1	4	5.0	7	3	2	4	0	1	The cat that jumped onto the mat was purring happily, and the dog that chased after the butterfly was barking ferociously.	6
13	2	1	0	0	0	3	3	0	0	0	3	0	1	2.0	6	0	0	1	1	0	"""The young boy carried the heavy bag to the park."""	6
16	3	1	2	0	0	3	3	0	0	0	1	1	2	4.0	7	1	0	1	1	1	The complex task of meticulously assembling the intricate robot resulted in a marvelously functional machine.	6
14	0	1	0	0	0	4	4	0	0	0	2	1	2	3.0	8	1	1	2	1	0	The cat sat on the mat, while the owner read a book.	6
13	2	2	0	1	0	2	4	1	0	0	1	0	0	4.0	9	0	0	1	0	0	The complex sentence with the longest dependency link of 6 words is: The intricately intertwined relationship between the diligent farmer and his meticulous livestock results in a plentiful harvest.	6
17	1	1	2	0	0	3	3	0	0	0	4	0	3	4.0	8	2	1	1	1	1	The intricate flower, meticulously cultivated by the gardener, bloomed majestically, enchanting all passersby.	6
17	4	1	0	0	1	3	5	1	0	0	1	0	1	4.0	10	0	0	1	1	0	The intricate relationship between the weary traveler and the ancient oak tree spanned six delicate words.	6
20	0	0	0	1	1	3	5	0	1	0	4	0	4	5.0	7	2	2	3	3	0	**The farmer feeds the cow, and the cow produces milk, which is used to make cheese.**	6
32	5	2	2	0	2	4	7	0	3	0	3	0	4	7.0	23	2	0	2	1	2	The intricate web of relationships woven between the diligent carpenter, his meticulously crafted wooden table, and the family heirloom that it proudly showcased created a harmonious and treasured ambiance.	6
13	2	2	0	1	0	2	4	1	0	0	1	0	0	4.0	9	0	0	1	0	0	The complex sentence with the longest dependency link of 6 words is: The farmer who is cultivating the crops is preparing to harvest the fruits when the sun shines upon the land.	6
10	2	1	0	0	0	2	3	0	0	0	1	0	1	2.0	4	0	0	1	0	0	The quick brown fox jumps over the sleeping dog.	9
23	2	5	1	0	0	4	8	0	0	0	1	0	2	6.0	11	1	0	1	0	1	The cascading sequence of events triggered by the accidental spillage of coffee ultimately led to the demolition of the entire office pantry.	9
26	4	3	0	0	1	6	8	0	0	0	2	0	2	4.0	10	1	1	1	2	0	The intricate relationship between the cascading waterfall and the vibrant coral reefs creates a breathtaking symphony of color, illuminating the vastness of the ocean.	9
22	3	3	0	0	0	3	8	0	1	0	2	0	2	3.0	9	1	1	1	2	0	The cascading torrent of cascading falls plunged the thirsty traveler upon the withered landscape, bringing solace to their parched tongue.	9
19	4	1	0	0	0	4	4	0	1	0	3	0	2	4.0	8	1	0	2	2	1	The young boy, who climbed the tallest tree, dropped the heavy book on the unsuspecting ground.	9
18	2	3	1	0	0	3	4	0	0	0	3	0	2	3.0	6	1	0	1	0	1	The young child, happily skipping, danced with joy to the vibrant rhythm of the music.	9
22	0	2	1	0	0	3	7	0	0	0	1	0	5	5.0	10	1	0	1	1	1	The intricately woven tapestry of the fallen warrior's armor adorned with jewels adorned the warrior's grieving mother's tears.	9
23	1	4	0	0	0	6	6	0	1	0	2	0	3	4.0	7	2	1	2	1	1	The cat that jumped over the fence chased the mouse up the tree, resulting in a significant inconvenience for the farmer.	9
30	4	5	2	0	0	5	6	0	0	0	4	0	4	4.0	10	2	1	1	1	1	The intricate web of ideas, intricately woven through each other, form a tangled network of interconnected thoughts, ultimately leading to an understanding of the complex subject.	9
17	1	2	1	0	0	2	4	0	2	0	2	0	3	4.0	5	1	1	1	1	0	The man meticulously repaired the broken clock, resulting in his satisfaction with its perfect functionality.	9
21	2	2	0	0	0	4	8	0	0	0	3	0	2	4.0	8	1	1	1	1	0	The cascading waterfall flows over the moss-laden branches, carving a scenic route through the winding forest trail.	9
17	3	2	2	0	0	3	4	1	0	0	1	0	1	3.0	6	0	0	1	1	0	The intricately intertwined relationship between five sequential elements ultimately determines the fate of the lone warrior.	9
19	2	2	0	2	0	2	4	0	2	0	3	0	2	4.0	8	1	0	2	0	1	The young man, whose dream had been shattered, wept for the loss of his beloved cat.	9
24	1	2	0	0	0	4	7	0	1	0	3	0	4	5.0	7	2	2	2	1	0	The cascading waterfall's water flows over the rainbow's arch, nourishing the sequined flowers, which bloom beneath the radiant moon.	9
26	5	5	0	0	0	5	7	0	0	0	3	0	1	6.0	17	0	0	1	1	0	The intricate system of interconnected devices, each with a vital function in the intricate process of communication, ensures a seamless flow of information.	9
14	0	2	0	0	0	4	4	0	1	0	1	0	2	4.0	8	1	0	2	1	1	The dog that chased the cat up the tree climbed down the rope.	9
26	1	4	0	1	1	5	7	1	0	0	3	0	3	5.0	9	1	1	2	0	0	The cat sat on the table, and the book was placed beneath the candlestick, resulting in a complex dependency link of 9 words.	9
25	1	1	0	2	1	5	6	0	2	0	2	1	3	4.0	11	2	1	3	2	1	The dog that chased the cat up the tree was a ferocious beast, but the cat's agility spared it from being harmed.	9
21	2	1	1	2	0	4	4	0	2	0	2	0	3	4.0	14	1	1	3	2	0	The farmer feeds the hungry children who are playing in the park, so they will have a happy life.	9
25	6	3	0	0	1	5	6	0	0	0	2	0	2	4.0	9	1	1	1	1	0	The intricate relationship between the vibrant flowers and the towering trees resulted in a picturesque landscape, fostering breathtaking admiration from the weary traveler.	9
21	4	2	1	1	1	3	7	0	0	0	1	0	1	4.0	7	0	0	1	1	0	The cascading impact of the unforeseen event has profoundly influenced the intricate relationship between social media platforms and political discourse.	9
26	6	3	1	0	0	5	7	0	0	0	2	0	2	3.0	9	1	1	1	1	0	The nested modifier phrase of the intricate subject structure significantly influenced the meticulous preparation of the elaborate meal, resulting in a satisfying culinary experience.	9
23	5	1	0	0	1	4	6	0	1	0	2	0	3	8.0	7	2	2	2	2	0	The complex phrase has a dependent clause which includes a nested modifier phrase, leading to an intricate and convoluted sentence structure.	9
13	0	1	0	0	0	1	2	0	1	2	3	0	2	4.0	3	1	1	1	3	0	"""Tom asked Jane to give him a glass of water."""	9
30	3	3	0	0	0	4	10	1	0	0	7	0	2	4.0	14	1	1	1	1	0	"The single-word entity ""rose"" depends on the phrase ""golden flower arrangement"" through a subordinate clause, creating a dependency link of 9 words."	9
12	1	1	0	0	0	3	3	0	0	0	3	0	1	2.0	6	0	0	1	1	0	"""The girl bought the red book from the store."""	9
15	2	3	1	0	0	2	4	0	1	0	1	0	1	4.0	7	0	0	1	0	0	 The complex relationship between a group of friends ultimately led to their tragic demise.	9
18	3	2	0	0	1	3	5	1	1	0	1	0	1	4.0	9	0	0	1	1	0	The intricate relationship between the young violinist and her beloved violin spans nine words in this sentence.	9
20	2	2	0	0	0	4	7	0	0	0	3	0	2	3.0	8	1	1	1	1	0	The cascading waterfall cascades over the moss-laden stone, nourishing the wilting flower in the parched earth.	9
12	1	1	1	0	0	2	3	0	0	0	3	0	1	3.0	4	0	0	1	0	0	"""The quickly brown fox jumps over the sleeping dog."""	9
25	4	3	1	0	0	5	7	0	0	0	2	0	2	4.0	8	1	1	1	2	0	The intricately interwoven threads of the silken fabric formed a tapestry of geometric patterns, revealing a mesmerizing glimpse into the architect's imagination.	9
25	1	3	2	0	1	6	7	0	1	0	2	0	2	4.0	8	1	1	1	2	0	The intricate relationship between the farmer and his ox directly influences the yield of the land, thereby impacting the livelihoods of the community.	9
23	4	2	1	0	1	4	9	0	0	0	1	0	1	4.0	13	0	0	1	1	0	The intricate relationship between the multifaceted computer science program and the aspiring software developers ultimately forged a path to profound learning experiences.	9
23	2	3	1	1	0	4	6	1	0	0	3	0	2	5.0	12	1	0	1	1	1	The complex sentence, comprising the majority of the available vocabulary, is meticulously crafted with a dependency chain of 9 words.	9
22	2	2	0	1	1	2	4	0	4	0	2	0	4	5.0	7	2	1	3	1	1	The young boy who devoured the juicy apple was beaming and filled with joy, which he shared with his friends.	9
19	1	3	0	0	0	4	7	0	0	0	2	0	2	4.0	5	1	1	1	1	0	The cascading effects of the earthquake triggered a chain reaction, resulting in the destruction of numerous buildings.	9
18	2	3	0	0	0	3	6	1	0	0	1	0	2	5.0	5	1	1	1	1	0	The cascading complexity of the nested loop resulted in a sequential chain of operations spanning nine words.	9
21	3	2	2	0	0	3	5	0	0	0	2	0	3	6.0	5	2	2	1	2	0	The intricate web of intricately intertwined gears drove the massive machine, meticulously crafted to harness the power of steam.	9
26	3	3	1	0	1	4	7	1	0	0	2	0	4	5.0	9	2	2	1	2	0	The complex computer system implemented the intricate algorithm designed in 2001 and successfully managed the data traffic, resulting in an unprecedented increase in efficiency.	9
27	4	3	1	0	1	5	6	0	2	0	2	0	3	6.0	11	2	2	2	3	0	The young student diligently wrote a poem that showcased her creative mastery in a unique and compelling way, bringing joy to the hearts of all.	9
17	0	1	1	0	0	3	7	0	0	0	2	0	3	3.0	6	1	1	1	2	0	The cascading avalanche of falling dominoes triggered a chain reaction, ultimately destroying the towering structure.	9
18	4	1	2	0	0	3	4	0	1	0	1	0	2	4.0	9	1	0	2	2	1	The young student who meticulously studied the complex mathematical theorem meticulously completed the challenging exam with grace.	9
28	4	4	0	0	1	3	11	0	0	0	3	0	2	5.0	16	1	0	1	2	1	The cascading river flow over majestic stone steps, uniting distant villages across a vibrant tapestry of colors, creates a timeless melody of unity and tranquility.	9
17	2	0	2	0	0	3	5	0	0	0	2	0	2	4.0	7	1	1	1	2	0	The young student meticulously finished the complex homework assignment, thereby fulfilling the teacher's expectations.	9
21	5	1	1	0	1	3	3	0	0	2	3	0	2	4.0	11	1	0	1	1	1	A single malt Scotch, expertly blended with the finest peated Islay malt, creates a complex and flavorful dram.	9
25	3	4	0	0	1	5	7	1	1	0	1	0	2	4.0	9	0	0	1	1	0	The intricate relationship between the towering skyscraper and the weary traveler forged a bond of 9 words in the fleeting moment of their encounter.	9
30	4	5	1	0	1	5	8	0	0	0	3	0	3	5.0	16	1	1	1	1	0	The quick brown fox jumps over the sleeping dog, devoured by an intricate web of deceit, and ultimately finds solace in the sweet embrace of a dream.	9
16	0	1	0	0	1	4	4	0	0	0	3	0	3	3.0	10	0	0	1	2	0	The cat jumped over the fence, chased the mouse, and ate the cheese.	9
21	2	4	0	0	0	4	7	0	0	0	2	0	2	4.0	7	1	1	1	1	0	The cascading sequence of events orchestrated a complex chain of interactions, resulting in a intricate relationship between the participants.	9
22	4	2	1	0	0	2	5	1	0	0	4	0	3	4.0	8	2	1	1	2	1	The intricate puzzle, meticulously crafted with exquisite precision, required a complex solution, encompassing nine words of meticulous orchestration.	9
19	2	1	2	0	1	3	4	0	0	0	4	0	2	3.0	10	0	0	2	0	0	"""The quickly brown fox jumped over the sleeping tiger, and the swift snail raced alongside."""	12
23	4	1	1	0	2	2	6	0	1	0	2	0	4	4.0	7	1	1	1	3	0	The intricately woven tapestry of intricate patterns and vivid colors captivated the audience, captivating their senses and evoking deep emotional resonance.	12
15	3	1	0	0	0	3	4	0	0	0	1	0	2	3.0	6	1	1	1	1	0	The quick brown fox jumps over the sleeping lion to catch the slippery fish.	12
23	3	4	0	0	0	5	7	1	0	0	1	0	2	5.0	9	1	0	1	1	1	The nested subordination of the subordinate clause containing the participial phrase resulted in a sentence with a dependency link of 12 words.	12
24	4	4	0	0	1	5	7	1	0	0	1	0	1	4.0	9	0	0	1	0	0	The intricate relationship between the entangled lovers and the mischievous cat resulted in a complex sentence with a dependency link of 12 words.	12
22	3	4	1	0	0	3	6	0	0	0	2	0	3	4.0	8	1	1	1	1	0	The intricately interconnected chain of events orchestrated a complex system with intricate dependencies, resulting in a pivotal moment of triumph.	12
30	7	5	1	0	1	5	8	0	0	0	1	0	2	5.0	11	0	0	1	1	0	The intricately intertwined relationships between the complex system of neurons within the human brain generate a profound understanding of the surrounding world through intricate sensory pathways and emotional responses.	12
24	5	1	1	0	1	3	5	0	0	0	4	0	4	4.0	8	2	1	1	2	1	The fiercely contested presidential election, won by a narrow margin, necessitated a contentious recount, generating significant public interest and controversy.	12
29	3	2	2	0	0	2	7	1	1	0	3	1	6	5.0	8	4	3	1	3	1	My intricate thought process for creating a complex system of algorithms culminated in a comprehensive blueprint, encompassing 12 meticulously designed components, meticulously crafted to optimize performance.	12
40	5	5	2	0	1	5	11	0	1	0	5	0	4	9.0	13	3	2	1	2	1	The intricate web of the weaver's loom, meticulously crafted with meticulous threading, yielded a masterpiece of intertwined fabrics, each strand expertly bound to its adjacent one, creating a harmonious symphony of color and texture.	12
23	5	3	0	0	1	4	6	0	1	0	1	0	2	5.0	9	1	1	1	1	0	The intricate relationship between the complex machine and its intricate cogs creates a captivating synergy resulting in a harmonious flow of information.	12
21	3	1	1	0	0	3	6	0	1	0	3	0	3	5.0	7	2	1	1	3	1	The young student, meticulously completing her homework, wrote a thoughtful essay discussing the intricate concept of quantum superposition.	12
31	4	6	2	0	1	5	8	0	0	0	2	0	3	5.0	10	1	1	1	1	0	The intricately linked sequence of events in the intricate game of chess involves a series of complex and interdependent moves, ultimately culminating in a satisfying victory for the victor.	12
20	2	1	2	1	0	3	4	0	0	0	2	0	4	3.0	7	2	2	1	1	0	The quick brown fox jumps over the sleeping warrior, thereby causing the shattered peace to be momentarily disrupted.	12
22	3	1	1	0	1	1	5	0	3	1	3	0	3	4.0	5	1	1	1	3	0	Despite his overwhelming fatigue, John meticulously prepared a gourmet meal, enhancing his weary body and appeasing his insatiable appetite.	12
23	4	4	1	0	0	4	6	0	0	0	2	0	2	4.0	9	1	1	1	1	0	The intricate puzzle with a complex array of interconnected parts ultimately led to the satisfying solution, creating a sense of accomplishment.	12
22	0	3	0	0	0	5	6	0	0	0	4	1	3	4.0	8	2	2	2	1	0	"""The cat sat atop the table, devouring a slice of apple while the wind blew through the trees."""	12
27	3	2	3	0	0	5	6	0	1	0	2	0	5	5.0	6	2	2	1	3	0	The young student with a broken pencil meticulously sharpens the lead, ensuring her meticulously crafted drawing accurately captures the vibrant colors of the blossoming flower.	12
