n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_prop_constraint
16	0	1	0	0	0	3	4	0	2	0	2	0	3	4.0	5	2	2	1	3	0	The cat jumped onto the table, prompting her owner to offer her a treat.	2
21	0	1	2	0	1	5	5	0	0	0	3	1	3	3.0	16	1	1	3	1	0	The dog chased the ball up the tree, while the sun shone brightly, and the wind blew softly.	2
20	3	0	1	3	1	1	2	0	2	0	4	2	1	4.0	7	2	2	3	0	0	The book is captivating, although it is well- worn, because its content is insightful and timeless.	2
21	0	2	0	0	1	6	6	0	0	0	2	0	3	3.0	12	1	1	2	2	0	The cat jumped over the fence to chase the butterfly, and the wind blew the leaves down the tree.	2
16	0	1	2	0	1	4	4	0	0	0	2	0	2	3.0	10	0	0	2	1	0	The dog chased the ball towards the park, and the cat followed closely behind.	2
24	2	3	0	2	1	4	6	0	1	0	3	0	2	5.0	10	1	1	2	1	0	The book was treasured for its captivating narrative, and the characters were relatable, fostering a sense of immersion in the story.	2
21	1	3	1	0	0	5	5	0	0	0	2	1	3	5.0	7	2	2	2	0	0	The cat chased after the ball while the bird flew overhead, resulting in a joyful experience for the child.	2
18	0	2	1	0	0	2	4	0	2	0	3	0	4	6.0	5	3	2	2	2	1	The house, though dilapidated, contained treasures that brought joy to the children living in it.	2
25	3	2	0	1	1	5	6	0	0	0	4	1	2	6.0	7	1	1	1	1	0	The coffee, hot and steaming, was enjoyed while reading a captivating book, the perfect escape from the stressors of the day.	2
19	2	1	1	0	1	3	5	0	0	0	3	0	3	3.0	12	1	1	1	2	0	The young student completed the homework assignment successfully, despite the difficulties encountered, and achieved high marks.	2
17	0	3	0	0	1	2	4	0	2	0	3	0	2	3.0	9	0	0	1	2	0	The student finished her homework, despite the difficulty, and handed it in on time.	2
17	0	2	0	0	1	5	5	0	0	0	2	0	2	3.0	10	0	0	2	1	0	The dog chased the ball up the tree, and the cat climbed down the tree.	2
16	1	1	0	2	1	1	2	0	2	0	2	0	3	4.0	7	2	2	2	1	0	The book is interesting to read, and it will keep you entertained for hours.	2
30	3	4	0	1	1	4	6	0	3	0	2	1	3	6.0	8	3	1	2	2	2	Although I am grateful for the opportunity to participate, I declined the invitation to attend the event due to my current schedule and the possibility of unforeseen complications.	2
23	1	3	1	0	1	4	5	0	0	0	3	0	4	4.0	14	2	2	1	1	0	The cat leaped onto the table, hoping to find a delicious treat, and inadvertently knocked over a glass of water.	2
19	0	2	0	0	1	6	6	0	0	0	2	0	2	3.0	10	0	0	2	2	0	The dog chased the ball down the street, and the wind blew the trees around the park.	2
24	1	2	1	0	1	3	6	0	3	0	2	0	4	7.0	7	2	2	1	3	0	The young student wrote a letter to her parents, expressing her desire to study abroad and detailing her plans for the future.	2
17	0	2	0	0	1	5	5	0	0	0	2	0	2	3.0	8	0	0	2	1	0	The dog went for a walk, and the cat chased the mouse up the tree.	2
20	0	3	2	0	0	4	4	0	2	0	2	0	3	5.0	6	2	2	2	1	0	The dog chased after the ball, thereby chasing it into the park where it played with the children.	2
16	0	1	0	0	1	2	2	0	1	0	3	1	5	3.0	7	3	3	2	0	0	The cat jumped onto the table, after it finished eating, and began purring.	2
20	1	0	0	0	1	5	5	0	1	0	2	1	4	3.0	12	2	2	3	3	0	The dog chased the ball until it reached the tree, and the child watched the entire event unfold.	2
15	0	2	0	0	1	4	4	0	0	0	2	0	2	3.0	8	0	0	2	0	0	The cat jumped onto the table, and the dog barked at the mailman.	2
21	3	1	0	0	1	2	5	0	1	0	2	2	4	6.0	5	2	2	1	1	0	The young painter completed her masterpiece while listening to classical music and dreaming of becoming a world-renowned artist.	2
20	0	1	1	1	1	5	5	0	0	0	3	0	3	4.0	9	1	1	3	1	0	The cat jumped onto the table, and the dog was chasing the ball, so the house shook.	2
19	1	0	0	1	1	4	4	0	1	0	2	1	3	3.0	13	2	2	3	1	0	The dog chases the ball while the cat naps, and it's a joyful sight to see.	2
26	2	0	0	1	0	3	4	0	3	0	3	1	6	8.0	6	5	4	2	3	1	The young man, eager to learn, decided to read a book that would inspire him to pursue his dream of becoming a musician.	2
18	1	0	3	2	0	1	2	0	4	0	2	1	2	3.0	7	2	1	3	1	1	The book that I read yesterday was fascinating, even though I had already read it before.	2
15	0	1	0	1	0	3	3	0	0	0	2	1	3	4.0	6	2	2	2	0	0	The cat sat on the mat, waiting for the treats to be delivered.	2
23	1	2	0	2	1	4	6	0	1	0	3	0	3	4.0	12	1	1	1	1	0	The book was a treasured possession, containing a collection of poems, and was a cherished companion during her arduous journey.	2
18	0	1	1	0	1	4	5	0	0	0	3	0	3	4.0	8	1	1	2	1	0	The cat jumped onto the mat, and the sun shone brightly, illuminating the living room.	2
15	0	2	0	0	1	4	4	0	0	0	2	0	2	3.0	8	0	0	2	0	0	The cat chased after the ball, and the ball landed on the mat.	2
18	1	1	1	0	1	3	4	0	0	0	2	0	4	5.0	5	2	2	1	2	0	The dog barked fiercely, prompting the child to flee and seeking refuge in the nearby tree.	2
22	0	3	0	0	1	6	6	0	0	0	2	1	3	3.0	15	1	1	3	0	0	The cat sat on the mat while the dog played in the park, and the fish swam in the pond.	2
17	1	2	1	0	0	3	5	0	1	0	2	0	2	4.0	8	1	1	2	1	0	The cat jumped onto the tree branch, whereupon it discovered a hidden basket of treats.	2
20	1	2	0	0	1	4	6	0	0	0	3	0	3	4.0	8	1	1	2	1	0	The cat chased after the ball, and the mouse followed suit, resulting in a delightful play session.	2
19	1	1	0	0	1	4	4	0	1	0	3	1	3	4.0	7	1	1	2	2	0	The cat jumped onto the table, after it climbed the tree, and devoured the delicious cheese.	2
18	0	2	0	0	1	4	4	0	1	0	2	1	3	4.0	8	1	1	3	0	0	The dog ran to the park, and the children cheered as he played on the swings.	2
22	0	2	1	2	0	4	5	0	0	0	3	1	4	4.0	9	2	2	2	1	0	The sandwich was devoured with relish, while the salad was meticulously assembled on the side, ensuring a balanced meal.	2
20	0	3	2	0	1	3	3	0	1	0	3	1	3	4.0	8	1	1	2	0	0	The cat slept soundly, despite the noise, and dreamed sweetly as it curled up on the rug.	2
24	2	2	0	0	2	4	7	0	1	0	3	0	3	6.0	12	1	1	2	3	0	The student completed the assignment, which required a high level of focus and attention to detail, and achieved a satisfactory grade.	2
19	2	2	1	0	1	4	5	0	0	0	2	0	2	6.0	7	1	1	1	1	0	The student completed the assignment successfully, despite the challenges presented by the complex and multifaceted subject matter.	2
23	0	2	1	0	1	4	4	0	0	0	3	2	5	4.0	14	3	3	2	0	0	The cat sat on the mat, waiting for the owner to come home, and dreamed of playing with the ball.	2
21	0	3	1	0	1	4	4	0	0	0	4	0	4	3.0	16	0	0	1	1	0	The cat chased after the mouse, jumped over the fence, climbed up the tree, and purred happily.	4
24	1	3	1	1	0	3	5	0	3	0	3	1	3	5.0	10	2	1	3	1	1	The delicious soup, which contained an assortment of vegetables, was enjoyed by the family as they chatted excitedly about their day.	4
37	4	2	1	2	2	3	9	0	3	0	7	0	4	4.0	20	2	1	2	2	1	The book, which I have read multiple times, contains a wealth of information, including historical facts, scientific theories, and captivating stories, and has profoundly influenced my understanding of the world.	4
21	4	2	1	1	0	2	4	1	0	0	3	0	3	4.0	7	2	1	1	1	1	A single, intricate sentence encompassing four subordinate propositions was carefully crafted, resulting in a masterpiece of linguistic dexterity.	4
33	2	1	1	1	2	3	4	0	4	0	5	1	7	6.0	7	3	3	5	2	0	The coffee was steaming hot, so I took a sip, and the steam made my throat sore, yet I continued to drink, hoping for it to cool down.	4
26	3	1	2	0	0	4	7	0	1	0	2	0	5	6.0	6	2	2	1	2	0	The intricate clockwork mechanism within the intricate clockwork mechanism devised a meticulously crafted sentence, each subordinate proposition meticulously aligned to fulfill its designated purpose.	4
22	0	3	1	0	1	4	5	0	0	0	4	0	4	3.0	17	0	0	1	0	0	The cat jumped onto the table, chased after the fluttering butterfly, leapt onto the windowsill, and purred happily.	4
39	4	3	1	1	0	5	8	0	3	0	6	0	6	7.0	12	6	5	1	5	1	The book, containing a multitude of captivating stories, was a captivating read, prompting my imagination, prompting me to embark on a literary journey, ultimately leading me to discover the profound power of storytelling.	4
45	4	3	1	2	2	9	10	0	0	0	5	2	5	6.0	15	3	2	4	4	1	Although the child completed the task, the teacher gave the student a failing grade for incomplete homework, because the student had not finished the assignment, and consequently, the student was frustrated and unable to move on to the next lesson.	4
35	3	3	1	1	1	6	8	0	2	0	5	1	4	7.0	15	3	3	4	2	0	The young bird sought refuge in the nest, while the mother bird sang, and the wind whistled, thus securing the precious offspring, all of whom were weary from their journey.	4
30	4	3	0	0	1	2	9	0	0	0	6	0	5	5.0	7	2	1	1	4	1	The intricate painting, unveiled in the gallery, evokes vivid memories, prompting thoughtful reflection, prompting discussion among art enthusiasts, and igniting curiosity among casual viewers.	4
44	7	2	2	1	3	3	6	0	4	0	6	1	7	10.0	10	6	6	3	4	0	The delicious fruit, ripe and juicy, was devoured greedily by the hungry student, while he eagerly awaited the arrival of his beloved teacher, who promised to impart wisdom and knowledge, leaving him inspired and eager to learn more.	4
49	2	6	0	1	0	9	13	0	3	0	7	1	5	9.0	20	4	3	4	2	1	The painting, which was completed last year, depicts a portrait of the artist's grandmother, who lived in a small town in the south, while the artist, inspired by the grandmother's beauty, created the masterpiece during a visit to her hometown.	4
28	3	3	0	1	1	3	6	0	0	0	5	1	5	3.0	13	2	1	1	1	1	The delicious apple, sliced thin, was enjoyed with a sprinkle of cinnamon, while sipping iced tea, and resulted in a delightful afternoon snack.	4
27	0	1	0	2	1	6	7	0	1	0	4	1	4	5.0	15	2	2	4	2	0	The cat chased the mouse up the tree, which surprised the sleeping bird, while the goat was grazing, and the dog was barking.	4
32	3	3	1	2	1	2	7	0	5	0	4	0	4	7.0	11	3	2	4	3	1	The book, which was a gift from my aunt, was filled with stories that transported me to magical realms, where I met captivating characters and faced challenging obstacles.	4
23	0	3	1	0	1	5	5	0	0	0	4	0	4	3.0	18	0	0	1	2	0	The cat jumped onto the table, chased the mouse down the stairs, climbed up the bookshelf, and purred contentedly.	4
44	0	5	2	1	2	7	12	0	4	0	4	0	7	7.0	11	4	3	3	5	1	The student who finished the homework will receive an A on the test, provided they study diligently and complete the practice problems with precision, and submit their answers on time, thereby securing their place in the top of the class.	4
34	5	3	0	0	1	5	9	0	1	0	4	0	5	5.0	12	2	2	1	5	0	The young artist painted a vibrant portrait in oil, incorporating her favorite colors, utilizing a variety of brushes, and featuring a unique blend of textures to create a captivating masterpiece.	4
26	3	4	2	1	0	3	5	1	1	0	3	0	3	4.0	10	1	0	1	0	1	The cake, meticulously sliced into eight equilateral triangles, was devoured swiftly by the hungry children after their arduous climb up the towering tree.	4
26	0	5	0	0	1	6	6	0	0	0	4	0	4	4.0	16	0	0	1	1	0	The cat jumped over the fence, chased after the butterfly, climbed up the tree, and hissed in the direction of the sun.	4
36	0	1	5	0	1	7	6	0	3	0	4	2	6	6.0	13	4	4	4	3	0	The dog chased the ball until it reached the park, where it played with its friends, and then ran back home to get a treat, all the while the sun shone brightly.	4
24	0	2	1	1	0	5	6	0	1	0	4	1	3	4.0	18	2	2	3	1	0	The dog trotted to the park, where the children were playing, through the winding path, after it chased the butterfly.	4
27	5	2	3	0	0	4	6	1	0	0	3	0	3	5.0	10	2	2	1	2	0	The intricate clockwork machine functioned flawlessly, precisely coordinating the delicate timing of four simultaneous operations, ultimately ensuring the efficient completion of the intricate task.	4
43	8	4	0	0	2	5	11	0	1	0	5	0	7	9.0	13	5	4	1	2	1	The intricate painting, admired for its vibrant colors and detailed brushstrokes, depicts a breathtaking landscape featuring a graceful waterfall cascading over jagged rocks, a winding river flowing through fertile soil, and a captivating sky sprinkled with twinkling stars.	4
31	2	2	1	1	1	3	9	0	3	0	3	0	5	9.0	5	3	3	1	5	0	The book is an invaluable resource for students seeking knowledge, influencing their reading habits and leading them to discover new perspectives, ultimately shaping their understanding of the world.	4
23	0	3	0	0	1	5	6	0	0	0	4	0	4	3.0	17	0	0	1	2	0	The cat jumped over the fence, chased the rabbit into the garden, climbed the tree, and purred with delight.	4
35	6	4	0	0	2	4	10	0	2	0	4	0	2	4.0	16	1	1	1	2	0	The intricate tapestry of the painter's vision manifested itself in a masterpiece with captivating brushstrokes, vibrant hues, and poignant emotion, captivating the audience with its intricate structure and narrative arc.	4
28	6	1	1	0	1	5	7	0	0	0	5	0	2	5.0	12	1	1	1	2	0	The young artist meticulously crafted a vibrant painting, showcasing a collection of vivid colors, a captivating subject, a masterful composition, and intricate brushstrokes.	4
39	3	2	1	1	1	2	9	0	6	0	4	2	7	7.0	10	5	5	3	4	0	A young boy dreamt of becoming a magician, yet his ambition was overshadowed by his crippling fear of public speaking, hindering his ability to perform magic tricks, which ultimately prevented him from achieving his dream.	4
