n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_prop_constraint
9	1	1	0	1	0	2	2	0	0	0	1	0	1	3.0	7	1	0	1	1	1	Riding a bicycle in the park is fun!   	0
11	0	2	0	0	0	0	3	0	1	1	3	0	1	2.0	6	0	0	1	1	0	"  ""Roxy eats pizza with her friends at midnight."" "	0
9	2	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The big red car drove down the street.	0
7	1	0	0	0	0	1	3	0	1	0	0	0	1	2.0	4	0	0	1	1	0	The manager approved my new vacation request	0
11	0	2	0	1	0	1	2	0	1	0	3	0	1	2.0	5	0	0	1	1	0	"""I will pick up the children after school."" "	0
28	2	1	0	0	1	2	10	0	0	0	4	0	7	5.0	17	2	1	1	6	1	Eating apples every day helps to improve memory, boost energy levels, improve immune system function, promote healthier teeth, and reduce inflammation in the body	0
8	0	0	0	0	1	1	3	0	0	0	3	0	0	2.0	5	0	0	0	0	0	 No explanation, text, or additions. Only one complete sentence as requested	0
18	0	1	2	0	0	3	4	0	2	0	1	1	3	4.0	6	2	2	2	2	0	The dog ran across the park to grab the stick before his owner called him back home. 	0
11	1	2	1	0	1	1	2	0	0	1	0	0	2	3.0	5	0	0	1	0	0	Sarah arrived early to class and sat in the front row	0
3	0	0	0	0	0	0	1	0	1	0	1	0	0	1.0	1	0	0	0	0	0	My apologies. This was only a test. No further answer is available	0
1	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0	0	.	0
8	1	1	0	0	0	1	2	1	0	0	1	0	1	2.0	3	0	0	1	0	0	  Four fierce foxes frolic in the field.	0
3	0	0	0	0	0	0	1	0	0	1	0	0	1	1.0	1	0	0	1	1	0	Joe drinks tea	0
13	1	2	2	0	0	3	4	0	0	0	0	0	1	2.0	10	0	0	1	0	0	The cat sat down silently underneath the sunbeam in the warm living room	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The cat sat on the mat.	0
19	3	1	0	1	3	2	6	0	0	0	2	0	1	3.0	8	1	1	2	1	0	Cleverness and creativity have no borders or boundaries; talent is universal and omnipresent in the human fabric.	0
7	1	1	0	1	0	0	1	0	0	2	1	0	0	4.0	5	0	0	1	0	0	Fishing at Lake Merritt is awesome!  	0
13	2	1	1	0	0	2	2	0	0	1	1	0	2	3.0	8	1	1	1	1	0	Frodo saw the entire ring as a very beautiful thing to destroy!   ---  	0
13	1	1	1	1	0	1	2	1	1	0	1	0	2	3.0	5	0	0	1	1	0	Sure, below you will find the requested sentence with one subordinate proposal	1
14	1	1	1	2	0	2	2	0	2	0	2	0	1	4.0	4	1	1	1	1	0	I've made it; here is the sentence with a subordinate proposition : The woman, who was wearing a hat, bought a newspaper at the corner kiosk.	1
17	1	1	0	1	1	1	4	0	2	0	2	1	2	4.0	6	1	1	2	1	0	The team's efforts paid off, and they were successful in reaching their target audience.	1
43	2	6	1	2	1	4	9	1	4	1	2	1	7	7.0	11	4	4	3	4	0	Below you will find the sentence requested with one complement:   Clare walked to the store to buy a notebook because she had run out of space in her current notebook and needed a new one to take notes during her classes. 	1
34	2	3	0	3	2	1	12	0	2	0	6	0	3	8.0	10	2	2	2	1	0	Our firm has been developing AI applications for a diverse set of industries including transportation, healthcare, education, and finance which will lead to greater efficiency, accuracy, and innovation. 	1
10	0	1	0	0	0	2	3	0	0	0	1	1	2	3.0	4	1	1	1	0	0	The cat purred while pouncing on the toy mouse. 	1
19	2	2	1	2	1	1	5	0	0	0	2	0	3	5.0	5	1	1	1	1	0	The marketed solution can be easily implemented, increasing productivity without significant additional investment in infrastructure or software. 	1
43	3	7	1	2	2	5	9	2	2	4	1	1	3	5.0	14	1	1	2	2	0	At the hotel in San Francisco I can have a delicious meal at Jack's Cafe in the morning because it is open from 7am to 11am every day and serves freshly prepared breakfasts and snacks in a cozy atmosphere.	1
13	0	1	1	1	0	2	3	0	1	1	1	0	2	3.0	5	1	1	2	2	0	Sue will visit the store when she finds time during the week.	1
8	0	1	0	1	0	1	1	0	2	0	1	0	1	2.0	4	0	0	1	1	0	I can assist you in this task. 	1
10	1	0	0	0	0	2	2	0	2	0	1	0	2	4.0	7	1	0	2	0	1	 The cake that we baked this morning, tasted delicious	1
25	1	3	0	3	1	4	8	0	0	0	1	1	3	5.0	9	2	2	2	1	0	   The research team will conduct experiments in the laboratory, provided that sufficient funding for the project has been secured via the grants and donations	1
22	3	1	1	1	1	2	4	1	2	0	1	1	3	6.0	5	2	2	2	1	0	Which option should I choose to ensure that my response generates a correct and meaningful sentence with only one subordinate proposition?  	1
22	0	3	0	0	0	3	9	0	1	0	3	0	2	4.0	11	1	1	1	2	0	The project manager reviewed all employee time-sheets for the week, to ensure their accuracy in preparation for payroll. 	1
24	4	4	2	0	0	1	8	1	0	0	1	0	2	5.0	13	1	1	1	2	0	The company increased profits by 15% last year, largely due to new advertising campaigns effectively reaching new customers through social media platforms	1
13	2	1	0	0	0	0	5	0	1	0	0	1	2	3.0	4	1	1	1	1	0	Our company's new marketing strategy focuses on targeting millenials through social media	1
23	0	1	2	1	1	1	4	0	2	0	2	3	5	4.0	13	3	2	2	3	1	When purchasing electronics, ensure that you understand all warranty and guarantee terms, so that your costs don't go up unexpectedly	1
22	1	3	2	0	0	4	5	0	1	0	2	1	3	5.0	11	2	1	2	0	1	The cat, curled under the blanket of the sofa, slowly purred contentedly as the warmth spread through her tiny form	1
48	1	4	0	3	2	4	7	0	9	3	2	3	8	6.0	26	4	4	8	4	0	We were visiting Aunt Mary on Christmas but we had to leave after the turkey caught on fire in the oven; as we opened our presents we realized that some of our gift boxes had an unusual smell, but we couldn't tell what it was	1
8	1	1	0	0	0	2	2	0	0	1	0	0	1	2.0	6	0	0	1	1	0	  Ruth bought a small bag at the market	1
15	0	1	0	3	0	2	2	0	1	0	3	0	2	4.0	12	1	0	2	0	1	The cats, that are hiding under the bed, will not be disturbed.	1
16	0	0	1	3	0	2	3	0	0	0	3	0	2	3.0	10	0	0	2	1	0	The company has not received payment; therefore, the order cannot be shipped. 	1
12	0	1	0	1	0	3	3	0	1	0	1	0	2	4.0	3	1	1	2	1	0	The dog chased the cat who was hiding under the bed. 	1
32	3	2	1	3	2	2	12	0	0	0	3	1	3	6.0	10	2	2	2	2	0	The city will be hosting a charity tournament next month, where professionals and amateur players can compete in basketball, soccer, and volleyball matches while raising money for local schools	1
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The cat purred contentedly on my lap.	1
9	0	0	0	0	0	1	1	1	1	1	1	1	2	2.0	5	1	1	2	2	0	Susan eats an apple if she has one.	1
16	2	3	0	1	0	1	4	1	0	0	1	0	2	3.0	7	1	1	1	0	0	 Within two weeks of purchase, the defective laptop has to be replaced without additional cost	1
11	0	0	2	0	0	2	2	0	0	0	2	1	2	3.0	6	1	1	2	0	0	The cat purred sweetly, while the kittens played silently. 	1
9	0	0	0	1	0	2	3	0	0	0	0	1	2	4.0	2	1	1	1	2	0	The company has assigned responsibility for implementing this plan	1
22	1	3	0	2	1	2	5	0	2	1	2	0	2	3.0	8	0	0	1	1	0	Because of her mother's persistent efforts, Sarah was accepted into the college her dream and will begin this fall. 	1
31	3	1	1	2	2	1	9	0	2	0	1	2	6	6.0	9	4	4	2	4	0	The new software will simplify documentation processes once it is fully implemented, allowing our staff to save time and efforts on routine tasks and focus on providing better quality care	1
6	0	1	0	0	0	2	2	0	0	0	0	0	1	2.0	3	0	0	1	0	0	The cat sat in the window	1
15	1	1	1	0	2	1	3	0	1	0	2	0	3	3.0	6	0	0	1	1	0	The cat chased its tail, but ultimately got tired and sat down panting. 	1
26	4	0	1	1	0	1	5	0	3	1	1	0	6	7.0	5	6	5	1	5	1	When visiting Tokyo, it's best to use the efficient public transit system that helps minimize your expenses to save more money to buy souvenirs	1
20	2	3	0	0	0	3	7	1	0	0	1	0	2	4.0	9	1	0	1	1	1	The new marketing strategy implemented by the tech startup increased customer acquisition by 25% during the last quarter. 	1
21	2	1	2	0	0	4	4	0	2	0	2	1	3	4.0	7	2	1	3	2	1	The team, who practiced very hard, won the game because they had the right strategy at the perfect moment	1
30	3	5	0	1	0	4	9	1	2	0	1	1	2	4.0	18	1	1	1	2	0	The sales team will increase the sales figure for the new product from its current rate of $5,000 per unit by expanding their focus to the southern region. 	1
12	0	1	2	1	0	1	2	0	2	0	1	0	2	2.0	5	1	0	2	1	1	  When I finally have time, I will go to the store	1
24	1	3	2	3	0	3	6	0	0	2	1	1	2	4.0	10	1	1	2	0	0	The report will be delivered by June 15th, if the necessary information is provided by the department heads no later than April 30th	1
16	3	1	0	1	0	1	3	1	2	0	1	0	2	3.0	7	2	1	1	1	1	Following your instructions I was able to generate the below sentence with 1 subordinate proposition. Here you go! He arrived early, but he had to wait until they were ready. 	1
10	1	0	1	0	0	1	2	0	0	1	1	1	2	3.0	7	1	1	2	1	0	Sally eats salty popcorn quickly before the movie starts.	1
18	0	1	0	2	1	1	2	0	2	1	3	1	3	4.0	11	1	1	2	0	0	Sarah's cat will sleep, but if there is any noise, it will wake up.	1
44	4	2	1	3	0	4	10	2	1	0	3	2	6	9.0	8	6	5	3	3	1	After carefully checking the inventory, the manager determined that the company would need to order five additional cases of blue widgets to meet this week's sales forecast, which is anticipated to be 20% higher than last week's sales. 	1
2	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0	0	Ok! Below is the desired sentence with one subordinate proposition: After training for a long time, they ran a fast marathon	1
9	1	0	0	1	0	1	1	0	1	0	1	0	2	3.0	3	1	1	1	1	0	I am pleased to provide the required sentence:  The new restaurant will open next weekend if they can find qualified waitstaff and if it doesn't rain on Saturday	1
6	0	0	1	0	0	1	1	0	0	0	1	0	1	2.0	2	0	0	0	1	0	 Please find the response below.	1
14	0	1	1	1	0	3	3	0	1	0	1	1	2	3.0	10	1	1	2	1	0	The cat took the ball away from the dog while it was sleeping.	1
29	2	1	0	0	0	2	9	0	3	0	2	2	5	6.0	7	4	3	1	4	1	After studying the market, I decided to expand our company's product line by including sports-themed items to meet the demand by our younger customer base	1
20	0	1	2	1	0	2	4	0	2	1	2	1	4	3.0	11	2	2	3	2	0	Sue ate a sandwich before going to town, however the hamster escaped its cage when it was disturbed. 	1
22	3	0	1	1	0	3	7	0	1	0	1	1	3	6.0	7	3	3	3	3	0	The project required us to make revisions until the team leader was satisfied the report accurately reflected current industry best practices. 	1
22	1	2	1	1	2	1	4	1	1	1	3	0	3	4.0	8	1	0	1	2	1	The sales team, led by John, has successfully met both their quarterly goals and exceeded expectations by 15%. 	2
25	2	0	2	3	0	5	5	0	1	0	3	1	3	4.0	16	1	1	3	2	0	The company will purchase the new hardware, if the funds are approved this month, so we can install a more efficient system. 	2
31	1	2	1	2	2	3	11	0	1	0	2	0	5	7.0	9	2	2	2	4	0	The marketing team should launch an advertising campaign before the product release to build anticipation and drive preorders, which will increase brand visibility and ultimately lead to higher profits.	2
31	3	2	1	2	1	2	6	0	1	3	4	0	4	5.0	17	4	3	1	3	1	When visiting Yellowstone, be sure to explore the gorgeous canyons that the Yellowstone River has carved over countless years, in order to witness geysers, waterfalls, and wildlife	2
10	0	1	1	0	0	3	3	1	0	0	0	0	1	2.0	6	0	0	1	1	0	The two cats chased the mouse quickly across the room	2
33	4	2	3	0	0	3	7	0	5	0	3	1	5	5.0	16	3	2	4	4	1	When the company updates its prices, it simultaneously lowers those of the newest models, so if you purchase the oldest ones, you risk getting lower quality products for more money	2
25	2	3	0	3	0	3	6	0	3	0	1	1	3	4.0	11	1	1	2	2	0	  The employee will be given an award for their excellent service, if they have received positive evaluations by their clients within the specified deadline	2
34	4	6	0	1	0	4	12	1	1	0	2	0	2	5.0	11	1	1	1	2	0	As the sales manager of the small electronics retailer, you must increase sales through the holiday season by at least twenty percent more than last year to achieve the company-set goal	2
14	0	0	2	0	1	2	2	0	2	0	1	1	3	3.0	5	1	1	1	3	0	The cat chased the mouse but missed it twice before successfully catching it. 	2
34	0	4	2	2	0	5	11	0	2	0	4	0	3	6.0	22	1	1	2	2	0	Sure, here is your response:  The IT manager will assign the tasks to employees this afternoon via email, however, we need software updates installed by the end of the day	2
18	0	2	1	1	1	2	4	0	1	0	3	0	3	4.0	8	1	0	1	1	1	The cat, curled up in the corner, seemed content but was covertly planning its escape. 	2
24	1	2	2	2	1	1	2	0	4	0	4	1	4	3.0	12	2	1	4	2	1	  When I get home, I will take a shower, and after I dry off, I will change into comfortable clothes.	2
38	2	2	1	5	1	1	2	1	7	0	4	2	6	4.0	18	5	5	4	3	0	I will be happy  to help if you want; however if you need it to be urgent, I will try to get it to you within 24 hours, but cannot make any promises. 	2
21	3	2	2	3	0	2	3	0	1	0	3	0	2	4.0	10	1	0	2	0	1	"  ""The delicious brownies that have been baked fresh in the morning would taste better together with  cold milk.""       "	2
36	0	2	2	1	1	5	7	0	2	1	3	2	6	6.0	11	4	4	3	4	0	The manager asked Mary to stay late to complete the project, because she had not finished the work on time, and also because she had to review the reports before the morning meeting.	2
27	2	2	3	1	0	4	5	0	2	0	3	1	4	4.0	10	3	2	3	1	1	Although the cat slept soundly on the sofa, the cushions were slightly flattened when she awoke, revealing a telltale clue of her restless slumber. 	2
32	4	3	1	4	3	4	7	0	0	2	2	0	2	4.0	19	0	0	1	1	0	Sandra will purchase either the green vase or a new kitchen trash can, and in either case will certainly be paying with an electronic payment system before Wednesday next week. 	2
55	6	11	0	1	1	6	15	1	6	0	2	0	5	12.0	10	3	3	3	4	0	During her stay, she attended the conference on new trends in computer science in which two prominent experts in the field discussed their research on the potential of artificial intelligence to improve human living conditions and presented some of their groundbreaking discoveries, both of which were met with a lively round of applause	2
19	1	2	2	0	0	1	4	0	1	2	2	0	4	4.0	8	2	2	3	1	0	   Mrs. Smith eats breakfast at home; however, she prefers eating at the local café when time allows	2
4	0	0	1	0	0	0	0	0	1	0	1	0	1	1.0	2	0	0	1	0	0	Here you go:   The man walked dowm the street with deliberate steps, his coat glistening from the morning rain	2
23	3	1	2	2	0	3	6	0	0	0	1	1	3	3.0	14	2	2	2	2	0	The company has purchased new software to improve productivity, because the existing system was no longer compatible with the latest computer models	2
11	0	0	1	1	0	2	2	0	1	0	1	1	2	4.0	4	2	2	1	1	0	Below are the sentences that accomplish the task as described. Choose just one of them	2
12	1	1	1	1	1	0	2	0	2	0	1	0	2	4.0	3	1	1	2	0	0	Doggy is happiest when he runs and plays with his ball.	2
18	2	0	0	0	0	3	7	0	0	0	1	1	3	4.0	6	2	2	1	3	0	The IT team conducted a comprehensive analysis to identify any potential security risks before implementing software updates.	2
31	2	1	1	2	2	2	9	0	2	2	4	0	4	5.0	14	2	1	1	2	1	The new employee, Mary, having passed her background and reference checks, can now begin her training next Monday morning and start working at the customer service department. 	2
28	0	1	2	2	1	2	4	1	4	1	4	1	5	6.0	7	2	1	3	3	1	"   ""After we have finished the project we will take a well-deserved vacation and visit our friends who moved to California two years ago.""  "	2
25	2	1	1	3	1	3	6	0	1	0	2	1	3	4.0	8	1	1	3	1	0	With the new software, the project's progress has accelerated, but the program still requires adjustments before its full capabilities can be exploited	2
22	2	3	1	0	1	2	7	1	0	0	1	0	2	4.0	7	0	0	1	1	0	The company's new marketing campaign improved sales by over 25% and led to a significant increase in brand recognition.	2
2	1	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0	0	Sure! below is the sentence:  The cat will eat the food on the table because she is a feline with cute whiskers and her favorite food color is blue	2
27	4	2	2	1	2	2	5	0	1	2	2	2	2	5.0	8	2	2	3	1	0	Jones and Smith, however, are unsure because their data suggests that both strategies produce high profits but at a potentially lower risk with alternative A	2
31	3	2	2	2	1	1	4	1	2	3	4	1	4	6.0	11	2	2	3	2	0	Sally has two new dogs, Fifi and Toto, because she moved into a larger house; otherwise she could not have afforded taking care of so many pets. 	2
10	0	1	0	1	0	0	2	0	2	0	1	0	2	4.0	2	1	1	1	1	0	I am prepared to fulfill your request with pleasure. Please note that I do not provide answers to exams, copywriting or any content that is against policy	2
8	0	1	1	0	0	1	1	0	1	0	1	0	2	2.0	4	0	0	1	0	0	I happily comply with the following instruction:  The man that you have given the task is both highly trained and an expert in using advanced machines; therefore, the company is relying heavily on his expertise when implementing new procedures	2
21	1	2	1	0	0	2	4	0	3	1	1	2	3	4.0	10	2	0	2	2	2	While waiting for John to finish his presentation, I quietly checked my mobile phone for any updates from the office	2
54	7	4	2	2	1	4	15	0	4	0	3	2	7	6.0	35	4	4	4	5	0	The researchers carefully evaluated the new drug's effectiveness in treating the targeted cancer cells, as it has shown promising results in early clinical trials, and its potential to increase survival rates with minimal side effects make it an attractive option for patients who have not responded well to traditional treatments. 	2
30	3	2	1	1	0	5	8	0	1	0	3	2	3	4.0	13	2	1	3	3	1	Although the manager requested additional funding for a new project, unfortunately, the budget committee denied the request because they did not see sufficient need for the initiative. 	2
13	2	1	0	0	2	1	4	0	0	0	1	0	2	3.0	5	1	0	1	2	1	Sending the document via email ensures both timely delivery and electronic access. 	2
18	1	3	0	3	1	2	2	0	2	0	2	0	2	5.0	13	1	0	2	0	1	 The book, which is blue and lies on the table, will be picked up by you	2
27	4	3	0	0	1	2	9	0	2	1	0	1	3	6.0	10	2	2	2	3	0	The manager appointed Susan to head the new marketing campaign because she had extensive experience in digital marketing and her track record of success in previous projects	2
34	5	2	1	2	3	5	6	0	3	0	2	1	4	5.0	11	2	1	3	3	1	If the weather is warm and sunny and you take the bus, you can enjoy your journey sitting on the comfortable seat and watching the beautiful scenery outside through the large window. 	2
37	5	3	2	0	1	3	11	1	1	0	4	2	3	5.0	16	2	1	2	1	1	After thoroughly reviewing the available data, we found that two key factors, inadequate training procedures and low morale among production workers, contributed significantly to the recent decline in the manufacturing department's productivity. 	2
35	2	2	1	3	3	1	8	1	4	0	4	1	4	5.0	22	3	3	3	2	0	My pleasure, here is the sentence with 2 subordinate propositions: Lifting weights strengthens both your biceps and your triceps, but it is important to remember that overexertion can result in injury. 	2
27	3	2	2	1	1	3	4	0	4	0	2	1	4	4.0	9	3	2	5	1	1	 The book she bought is more interesting than the book he read, because it explores an unexplored theme and it delves deeply into intricate details. 	2
39	2	4	1	4	1	3	11	1	2	0	1	2	6	6.0	12	2	2	3	2	0	Sales have declined by 5% since last quarter because existing clients are diversifying their purchases and there has also been a fall in new customers, although the marketing campaign has achieved the expected increase in brand recognition	2
26	2	5	1	1	2	1	5	0	4	1	3	0	1	5.0	12	0	0	1	1	0	With my passion for webdesign and my knowledge of HTML5, I can deliver a visually appealing and easy-to-use website for you	2
22	1	0	1	1	1	1	3	0	4	0	3	3	4	4.0	17	2	0	3	3	2	While taking a walk, if it snows or if you forget your gloves, you should always wear warm boots. 	2
42	4	5	1	2	2	5	12	1	0	0	2	1	5	5.0	18	3	2	2	4	1	One way to address the issue of plastic waste in the ocean is to reduce plastic use and implement more effective recycling programs, so reducing plastic waste in the future will depend on the implementation and success of these initiatives.	2
43	4	2	1	4	3	4	9	1	2	0	8	1	4	4.0	17	2	1	3	3	1	    By the end of next week, assuming fair weather and adequate demand, we will finish the project, and, since the clients are satisfied, and our team will be granted a well-deserved four-day holiday. 	2
9	0	1	0	0	0	3	3	0	0	0	1	0	1	2.0	5	0	0	1	1	0	The teacher assigned the project to the students. If it's handed in by Friday, there will be an extra credit opportunity	2
30	2	4	0	0	1	6	9	0	2	0	1	0	3	4.0	11	1	1	1	3	0	The new project requires the team to submit their reports by the end of the week and to present their proposals to the board members during the next meeting. 	2
25	2	3	1	0	1	4	7	0	1	0	0	0	5	8.0	5	2	2	1	3	0	The team successfully finished their work in a fraction of the expected time despite some members experiencing technical difficulties and having to troubleshoot multiple issues	4
38	4	4	2	2	2	1	7	0	1	1	5	3	5	4.0	27	3	1	1	3	2	 After studying English for many years, despite making many mistakes, with the assistance of grammar guides, and by writing regularly, I have finally been able to read and understand complex literature without difficulty. 	4
45	4	7	2	2	0	7	11	0	1	0	4	2	5	5.0	29	4	1	1	2	3	In view of the fact that the meeting has been rescheduled for tomorrow, given the current traffic conditions , in consideration of the time lost, if possible, let's review the presentation once more prior to the new time of the meeting	4
47	1	6	4	0	0	6	9	0	6	0	5	3	7	6.0	11	5	4	6	1	1	As the sun set over the horizon, we saw an eagle flying high in the sky, its wings spread wide as it soared through the clouds, its shadow following closely below it, until it finally disappeared from view beyond the distant mountains. 	4
53	6	5	1	3	2	6	12	1	2	0	3	4	6	9.0	13	6	5	3	2	1	After consulting with a team of legal and business professionals, the company decided that it was in its best interests to acqaurte the remaining 49% stake in the project, given that the market demand was higher than initially forecast and the strategic value of having full ownership was significant.	4
40	3	2	2	2	1	3	9	0	3	0	6	2	6	5.0	22	4	4	2	4	0	The student will be successful to master his courses if she studies systematically, consistently passing unit tests, submitting on-time all her assignments, and seeking additional resources from the academic support center, as needed. 	4
29	1	1	3	3	1	3	5	0	3	0	4	1	4	5.0	8	2	1	3	2	1	  After studying the lesson diligently, my homework will complete rapidly, and I can go to the movies, where I can see an exciting action movie. 	4
51	5	4	7	2	2	1	6	0	5	0	5	6	7	6.0	23	4	4	3	3	0	  Because they were tired after working so hard all week, but still wanted to finish as much as possible before quitting time, therefore they put in more effort than usual, so that they could meet their deadlines, and ultimately look good in front of their boss. 	4
9	0	1	1	1	0	2	2	0	1	0	0	0	1	3.0	4	1	1	1	0	0	Below you are the sentence with the requested specification   The footballers who regularly practice freestyle and watch videos of other talented players will improve their ball control skills and master many tricks using both feet; whereas those who are not willing to practice will struggle even to perform simple moves	4
48	5	4	1	1	1	4	14	1	1	0	8	0	7	6.0	24	2	1	1	6	1	Having considered each individual factor, analyzed industry trends, evaluated current market conditions, determined the appropriate target market, and developed an innovative go-to-market strategy; we confidently anticipate exceeding revenue expectations by at least 10% during the upcoming quarter. 	4
6	0	0	1	0	0	0	0	0	1	0	2	0	1	1.0	2	0	0	0	0	0	Okay, here it is: The manager who spoke too fast gave the wrong training manuals to several employees who were supposed to attend the workshop but had to be rescheduled because some computers needed updates	4
85	7	8	8	3	4	3	14	1	9	2	13	3	8	9.0	81	6	6	5	4	0	"I generated the following sentence for your review, with four subordinate propositions in purple, orange, teal, and aqua:  ""After visiting several art fairs; especially those in Milan and Rome; where we were able to view and buy several artworks that we really liked; but which have since increased in value; so much so that we are now unable to purchase anything with a similar level of excellence at a similar price - anywhere!"""	4
23	6	4	0	0	1	1	7	0	1	0	0	0	3	6.0	8	1	1	1	2	0	Our team of experienced lawyers provides legal advice for complex international transactions and helps ensure successful project management within the strictest of deadlines	4
43	4	5	2	3	1	4	6	0	5	0	4	1	5	5.0	29	4	1	2	1	3	Although I would be delighted and motivated to work with you this year despite my demanding schedule, However, given my other commitments at this crucial moment, I am just not able to contribute to the event at this time. 	4
43	1	2	3	3	1	5	7	0	3	0	7	0	8	7.0	18	6	5	4	4	1	The cat, having finished breakfast, sat down to watch the bird, which was perched on the branch, but it was too scared to sing; then the cat fell asleep, forgetting her plans to catch the bird.	4
