n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	max_link_constraint
24	2	4	2	0	0	2	6	2	1	0	1	0	2	5.0	8	1	1	0	2	0	Below your answer:  Please answer in only one sentence without explanations to generate a sentence with the longest dependent link of 2 words	2
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The cat ran after the mouse.	2
4	1	0	0	0	0	0	2	0	0	0	1	0	0	1.0	2	0	0	0	0	0	  * Longest dependency link	2
22	0	4	2	2	1	3	3	0	1	0	3	0	3	4.0	9	1	0	2	0	1	The cat, who had been sleeping soundly, suddenly woke up with a start and scampered out of the room.	2
14	1	0	0	0	0	1	2	0	2	0	2	2	3	4.0	4	2	2	2	1	0	Although tired, my parents waited because they wanted to view the fireworks. 	2
8	1	1	1	0	0	2	2	0	0	0	0	0	1	2.0	5	0	0	1	0	0	The cat slept tranquilly on the comfortable mat	2
29	4	4	1	1	0	1	6	0	4	0	4	1	2	4.0	11	2	0	1	0	2	Although it was difficult to choose, I ultimately decided on a new laptop due to its cutting-edge features, such as its remarkable processing speed.	2
12	2	1	1	0	0	2	3	0	0	0	2	0	1	2.0	5	0	0	1	0	0	The tall, green tree sways ominously in the howling wind. 	2
15	1	1	2	0	0	2	3	0	1	0	3	0	2	3.0	10	1	0	1	1	1	The cat, with its luxurious tail dangling behind, gracefully purr-used the window.	2
3	0	0	0	0	0	0	1	0	1	0	0	0	1	1.0	1	0	0	1	1	0	She ate bread	2
15	1	0	2	0	0	3	6	0	0	0	1	0	2	4.0	4	1	1	1	2	0	The teamwork coordinator meticulously scheduled the project implementation meetings carefully choosing the appropriate dates. 	2
15	0	1	1	1	0	1	5	0	2	0	0	0	3	3.0	8	1	1	1	2	0	The department will also require proof of your completed college courses to verify your eligibility	2
9	1	2	0	1	0	2	2	0	0	0	0	0	1	4.0	8	1	0	1	0	1	  Lying under the blanket in the park is relaxing	2
20	0	0	0	3	0	2	3	0	4	0	3	1	3	4.0	10	3	1	3	2	2	"Although I do not understand what a ""dependency link"" is I will write the sentence you requested:  Lying quietly in the darkness of the cave for hours, I gradually felt my fatigue begin to evaporate. "	6
17	1	1	0	0	0	2	5	0	2	0	2	1	3	4.0	7	2	0	1	2	2	Following the recommendation for improving their work, they visited a company with excellent training practices. 	6
27	4	2	2	0	0	3	6	0	2	1	1	1	4	6.0	11	3	3	2	3	0	Sally bought a new laptop computer after reading many reviews online to ensure she picked exactly the right model for her needs during the next semester. 	6
18	4	2	0	2	0	0	5	0	0	0	1	0	3	5.0	5	2	2	1	1	0	Critical evaluation of company operations has resulted in several significant changes being initiated to mitigate potential risks;	6
2	0	0	0	0	0	1	0	0	0	0	1	0	0	0.0	0	0	0	0	0	0	  * The	6
11	1	2	1	0	0	1	3	1	1	0	0	0	1	3.0	5	0	0	1	0	0	A cat with six kittens slept contentedly in their cozy basket	6
15	1	0	2	0	0	1	3	0	1	0	1	1	4	4.0	9	3	1	2	1	2	Hoping to see their favorite bands, people eagerly waited outside until the concert started	6
12	2	1	1	1	0	0	4	0	1	0	0	1	1	3.0	4	1	1	1	0	0	   Our sales team was very effective despite working from home last week	6
14	3	1	1	0	0	2	4	0	0	0	1	0	1	4.0	5	0	0	1	1	0	The researchers' exhaustive analysis revealed several anomalies within the previously unexplored sector.	6
12	0	1	1	0	0	2	3	0	0	0	1	1	2	3.0	7	1	1	1	0	0	The cat sat on the dog's tail before running away.	6
28	3	4	2	0	0	3	9	0	0	0	3	0	3	6.0	6	2	2	1	2	0	The team of skilled programmers diligently labored for days, tirelessly debugging complex lines of code to ensure the flawless operation of the cutting-edge software. 	6
18	1	1	0	3	0	2	3	0	1	1	1	1	3	3.0	5	2	1	2	1	1	Although the sun had been shining bright, Jane had chosen to bring her umbrella for the walk	6
9	0	2	1	0	0	1	3	0	1	0	0	0	1	2.0	6	0	0	1	0	0	The cat purred contentedly on my lap for hours	6
13	4	2	0	0	0	2	4	0	0	0	0	0	1	3.0	4	0	0	1	1	0	The large blue yarn monster slurped up a giant glass of icy lemonade	6
30	4	6	2	0	0	4	7	0	1	1	1	1	3	6.0	13	2	1	2	1	1	As she walked alone through the park beneath the pale sunlight of spring, Susan noticed the delicate colors of daffodils dancing in gentle breeze beside the still serene pond	6
29	4	4	1	0	1	4	6	0	3	0	3	0	3	5.0	15	1	1	2	2	0	Most of all, they enjoyed the sunflowers swaying gently under light breezes in the warm summer evenings; it reminded them of a soothing and peaceful countryside.	6
11	1	2	0	0	0	3	4	0	0	0	0	0	1	3.0	5	0	0	1	1	0	The manager accepted the proposal despite numerous concerns about the timeline	6
18	1	1	0	1	0	2	3	0	2	1	3	1	3	4.0	9	2	1	3	2	1	Fred, who was wearing a yellow raincoat, went to the store because he needed bread.	6
15	1	1	2	1	0	2	5	0	0	0	1	0	2	3.0	6	0	0	1	0	0	The delicate china tea cups were fragilely arranged on the intricately patterned lace tablecloth. 	6
22	4	3	0	1	0	1	6	0	3	0	1	0	2	4.0	9	1	1	1	2	0	   Our company has expanded its services into numerous cities in order to ensure prompt, efficient delivery for all our satisfied customers	6
4	0	0	1	0	0	0	0	0	1	0	1	0	1	1.0	2	0	0	0	0	0	Here it is: The cat slowly chased away the persistent little mouse that had been eating the corner of the rug.	6
10	1	1	1	1	0	1	4	1	0	0	0	0	0	3.0	6	0	0	0	0	0	Below is the longest dependency link sentence with 6 words	6
16	1	1	1	0	0	2	6	1	0	0	1	1	2	4.0	5	1	1	1	2	0	The manager reviewed multiple proposals thoroughly before accepting one proposal for the marketing campaign project.	6
14	1	0	2	0	0	3	4	0	0	0	1	1	2	3.0	6	1	1	1	2	0	The team diligently studied the market trends before carefully developing a comprehensive strategy. 	6
17	2	3	0	0	0	3	4	0	1	0	0	1	3	4.0	8	2	1	2	1	1	Rolling down the tallest hill in the park required patience as we waited for a giant toboggan	6
13	1	1	1	0	0	2	4	0	0	0	1	1	2	3.0	4	1	1	1	2	0	The team successfully finished the project after brainstorming innovative solutions for months.	6
13	3	1	1	0	0	3	3	0	0	0	1	0	1	3.0	4	0	0	1	1	0	The diligent assistant carefully prepared the extensive report for the esteemed clients. 	6
45	5	8	0	1	1	6	17	2	0	0	1	0	4	6.0	30	2	0	1	2	2	A comprehensive research project comparing and contrasting the use of traditional classroom teaching with online virtual classroom teaching, exploring in detail the impact of these two methods on student learning outcomes was conducted over a period of three years by an educational research team	6
32	2	3	6	1	1	2	3	0	5	0	1	2	6	6.0	7	4	3	4	1	1	  The dog that is now lying here silently chased its own tail before it suddenly became terrified and ran out from the place while barking nonstop at something it saw outside. 	6
20	1	3	0	0	0	3	6	0	0	0	1	1	4	4.0	9	3	3	2	1	0	A group of scientists conducted thorough research regarding the effectiveness of antacids before deciding on which brand to market. 	6
9	2	0	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	1	0	The cat slowly ate the large red fish. 	6
13	0	1	1	0	0	3	3	0	1	0	1	1	2	3.0	5	1	1	1	2	0	  The cat chased the dog until finally catching it in the woods. 	6
17	1	0	1	1	0	3	4	0	0	0	1	0	4	5.0	5	3	3	1	3	0	The manager asked several employees to finish the task urgently to avoid the meeting being delayed. 	6
13	2	2	0	0	0	1	2	0	2	2	1	0	1	3.0	10	0	0	1	1	0	She bought a new book for her trip to France next June. 	6
13	1	1	2	0	0	2	4	0	0	0	1	0	2	3.0	7	0	0	1	0	0	The delicate porcelain figurine sat gracefully on the intricately patterned lace tablecloth.	6
20	2	2	1	1	0	2	7	1	0	0	2	0	2	4.0	4	1	1	1	2	0	The new marketing plan will greatly enhance customer retention, increasing revenue by six percent within the next quarter. 	6
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The cat purred contentedly on my lap.	6
15	4	1	0	0	0	2	3	0	0	0	3	0	2	3.0	5	0	0	1	1	0	The tall, dark stranger sipped the sweet, steaming coffee with evident pleasure. 	6
14	0	1	1	1	0	2	5	0	0	0	1	0	2	3.0	6	1	1	1	2	0	The company will contract a team of consultants to analyze market trends extensively.	6
20	1	1	2	0	1	2	6	0	2	0	1	0	3	4.0	7	1	1	1	2	0	The sales representative spoke enthusiastically in their presentation and successfully convinced many customers to buy their products that day. 	6
13	0	1	1	0	1	3	3	0	0	0	1	0	3	3.0	5	1	1	1	1	0	The cat sat on the windowsill and watched the birds fly overhead.	6
20	2	3	2	0	0	3	4	2	0	0	1	1	2	4.0	12	1	1	1	1	0	 The two little girls happily chased the puppy around the playground for at least two hours before returning home. 	6
9	1	0	1	0	0	1	3	0	0	0	1	0	1	3.0	3	0	0	1	1	0	Mother's grandmother carefully handmade the intricate lace. 	6
13	3	2	0	0	0	2	4	0	0	0	1	0	1	3.0	4	0	0	1	1	0	  The team of talented designers created a beautiful new collection of dresses. 	6
11	1	1	1	1	0	1	4	1	0	0	1	0	0	3.0	6	0	0	0	0	0	Below is the longest dependency link sentence of 6 words:   The man that the woman loved was poor.	6
14	4	1	1	1	0	1	3	0	0	0	2	0	1	2.0	6	0	0	1	0	0	The delicate porcelain vase was exquisitely adorned with beautiful, intricate golden patterns.	6
23	2	3	1	0	1	3	6	0	0	1	3	1	2	6.0	5	1	1	1	1	0	Without hesitation or fear, Annabel walked steadily toward the dark woods, intent on discovering the source of the mystical sounds. 	6
35	1	2	1	1	2	4	8	1	2	0	3	1	5	6.0	13	4	4	2	3	0	I cannot fulfill this request because, to comply with this instruction, I either have to break the grammar or word count rules to create a dependent sentence longer than six words. The longest I can make a sentence with a dependency of six words while still staying correct grammatically and concise is as follows:  As a student of language studies with years of education and many more years dedicated to researching all aspects of human communication, I have discovered a deep and profound passion for the understanding and implementation of all levels of syntax, lexis, morphology, phonetics, semantics, discourse analytics, and all other subfields and interdisciplinary studies and theories encompassed by academics and scholars who study language and linguistics.	6
16	2	2	0	1	0	2	2	0	2	1	2	1	1	3.0	5	1	0	2	0	1	Although it was a challenging winter, we went on a long vacation in Hawaii. 	6
19	1	1	3	2	0	2	2	0	2	0	3	0	3	3.0	8	2	1	3	0	1	The cat, which was sleeping soundly, was startled by the loud dog that barked aggressively outside.	6
18	2	1	2	0	1	2	5	1	1	0	0	0	3	4.0	6	1	1	1	2	0	The delicate flamingo carefully stood on one foot and gently cleaned its feathers using a subtle wing motion	9
19	1	3	3	0	0	4	5	0	0	0	1	0	2	3.0	10	1	1	1	1	0	The cat sat on the window sill watching the birds outside with great fascination for almost an hour. 	9
33	2	3	5	1	2	3	8	0	0	0	3	0	4	7.0	7	3	3	1	1	0	The company's innovative software solution was successfully deployed across the enterprise, enabling employees to work more efficiently and effectively, ultimately leading to a significant increase in productivity and profitability. 	9
49	5	2	3	0	2	9	11	0	2	0	6	0	7	6.0	28	3	3	2	6	0	The manager instructed the new employee, who wore a bright smile and a sparkling outfit, to walk confidently to the elevator, press the twelfth floor button, exit the elevator promptly, and introduce herself respectfully to the team lead to initiate a great day. 	9
39	2	6	1	0	0	6	14	0	0	2	3	0	3	4.0	16	1	1	1	2	0	The project team successfully delivered the proposals within the  firm's revised deadline of January 31st, surpassing the original target date of February 15th due to the client's last-minute changes in the project scope. 	9
41	6	3	3	1	1	4	6	0	2	0	8	1	5	5.0	13	2	2	3	1	0	In a brightly-lit, spacious, and lavishly decorated ballroom, the affluent socialite, radiant in her luxurious gown, was surrounded by adoring guests, all eagerly waiting for her to make the first dance move. 	9
18	3	1	2	0	1	1	3	0	1	0	3	1	2	3.0	11	0	0	1	1	0	Although initially doubtful, after persistent prodding and repeated attempts, he eventually mastered the complex procedure. 	9
26	3	1	2	3	0	3	5	1	2	0	2	1	2	3.0	13	2	1	2	2	1	Although the cat had been searching the garden diligently for a staggering 9 hours, it was still unable to locate its missing mouse toy.	9
29	4	3	2	0	0	4	6	0	2	0	3	1	4	4.0	6	2	2	1	2	0	Despite the scorching heat, the dedicated gardener diligently watered her delicate orchids, meticulously caring for each exotic beauty before admiring their vibrant colors in the sunlight. 	9
30	5	2	1	0	2	2	8	0	0	0	4	1	4	5.0	11	3	2	1	2	1	The team, consisting of experienced programmers and skilled designers, tirelessly worked for months to develop a high-quality and innovative software application despite facing numerous challenges.	9
26	1	4	2	2	2	2	6	0	2	0	2	0	3	4.0	11	1	0	2	1	1	The cat, which had been sleeping peacefully for hours, suddenly woke up with a start and chased its tail with incredible speed and agility	9
20	3	1	1	2	2	1	5	0	1	0	0	1	3	4.0	11	1	1	2	1	0	  The project requires extensive testing and thorough evaluation before it can be officially implemented with minimal errors and improved performance	9
23	4	2	2	0	1	3	5	0	1	0	1	0	3	4.0	10	2	2	1	2	0	The team of experts worked diligently throughout the long and arduous project, often sacrificing their personal time to meet the strict deadlines	9
32	4	3	3	0	2	5	7	0	1	0	3	0	4	5.0	11	1	1	2	1	0	The dog, with a wagging tail and joyful barks, persistently chased the orange ball that enthusiastically rolled away and hid under the blue car tire with a humorous curve. 	9
24	1	3	1	1	0	2	4	0	6	0	2	1	3	5.0	5	2	1	3	2	1	Although she had never met him, she felt an affinity for his artwork that spoke about the painful memories from his childhood. 	9
19	5	2	0	0	0	1	4	1	2	0	1	0	3	6.0	4	2	2	2	2	0	With great delight, I discovered an intriguing historical book that revealed shocking secrets hidden for ninety long years	9
13	2	2	0	0	1	2	3	0	0	1	0	0	2	4.0	5	0	0	1	1	0	Jim walked to the store and selected a basket of colorful juicy fruits	9
23	3	4	1	1	1	3	5	1	0	0	1	1	2	4.0	14	1	1	1	0	0	The cat chased after the red laser pointer for more than five minutes before finally being tired and collapsing on the floor.	9
16	3	2	1	0	0	0	5	0	0	0	1	0	4	5.0	5	3	3	1	1	0	Dog owners frequently enjoy watching dogs play fetch in grassy, open fields under sunny skies	9
21	0	3	0	1	0	4	4	0	1	0	3	0	4	5.0	9	3	2	2	1	1	The cat, who was sleeping under the porch, woke up to chase after the squirrel eating the nut.	9
23	6	1	2	0	1	2	4	1	2	0	0	1	3	4.0	7	1	1	1	4	0	I happily took a long deep breath and slowly blew out nine pink candles before wishing my little sister a happy ninth birthday	9
37	4	6	1	0	1	5	12	0	1	0	2	0	5	7.0	17	2	2	2	1	0	The research team carefully analyzed the intricate relationships between the various components of the new software system over a period of several weeks, resulting in improvements that led to increased efficiency and enhanced user experience.	9
48	3	5	2	2	3	2	5	2	5	9	4	1	5	7.0	17	3	2	5	3	1	Mrs. Rodrigez, who lives in Madrid and was visiting Barcelona last summer, bought three pairs of sandals at the El Corte Ingles store near Plaza Cataluyna, and she reports that they are extremely comfortable and well worth the 250 euros she paid for them. 	9
20	3	1	1	0	1	3	5	0	1	0	2	0	3	4.0	8	1	1	1	3	0	The cat slowly drank the large glass of cold water, enjoying the refreshing taste and relieving its thirst.	9
16	1	2	1	1	0	0	4	1	1	0	4	0	0	4.0	6	0	0	0	0	0	Okay, here's your dependency-heavy sentence, with 9 links in total. You got it!:  Yellow fever vaccinations are highly unlikely to be effective more than 20 to 30 days after they were administered, especially for long-term travelers and individuals visiting friends or living abroad without appropriate healthcare, although some researchers believe that boosters can be administered every 10 years to maintain immunity; this recommendation may change if new evidence contradicts the previous statements	9
58	5	6	2	1	4	9	11	0	6	3	1	2	8	10.0	30	5	2	3	5	3	As the last of the Mohicans in the decrepit shack near Lake Champlain withstood the cold and the British soldiers invading their land while holding back their tears and their fear of the coming bloody battle and the loss of their family they stood firm and bravely facing the enemy knowing they would fight to the death.	9
24	2	3	2	2	0	3	6	0	1	0	1	0	3	5.0	5	2	2	2	2	0	The team of highly skilled engineers worked diligently for hours to resolve the complex issue that had been plaguing the system for days.	9
27	4	3	1	0	0	4	7	0	1	0	2	1	3	5.0	17	2	0	1	3	2	After searching the extensive database to find the perfect match for your needs, the complex algorithm finally found an ideal candidate among thousands of resumes.	9
18	0	0	0	1	0	3	4	0	2	0	1	1	4	4.0	6	3	3	2	3	0	The manager asked every manager to ask their subordinate to revise each report before it is submitted. 	9
13	2	2	1	0	0	3	3	0	0	0	1	0	1	2.0	8	0	0	1	0	0	The cat sleepily lapped at the delicious water from the sparkling dish. 	9
31	2	1	2	2	0	2	5	0	4	0	2	2	6	4.0	10	6	4	1	3	2	Relying on her sister to help her move had proven to be a big mistake, as it took them several hours to finish the task, much longer than expected	9
36	4	5	2	0	0	3	11	0	2	1	3	0	4	5.0	15	2	2	1	2	0	With the help of her skilled team members, Sarah efficiently solved the urgent issues affecting multiple servers at the company's main data center, resulting in significantly improved network reliability for their clients. 	9
32	1	5	3	1	2	4	10	0	1	0	2	0	3	6.0	14	1	1	2	2	0	The most skilled manager, with expert knowledge and years of industry experience in marketing, carefully examined every proposal and meticulously selected the ones for which the company would invest in	9
25	1	1	2	1	0	4	8	0	1	0	1	1	2	4.0	15	1	1	2	2	0	The cat's mother carefully placed the kitten's basket near the window so the sun's warmth could softly nourish its delicate features.	9
41	4	3	3	2	0	5	6	0	2	1	6	3	6	5.0	24	4	4	3	3	0	Mary, pleased with the beautifully decorated table, lovingly helped the children clean up after the party, so that her beloved aunt, who had graciously given the wonderful gift, could enjoy the spotless space before leaving. 	9
21	2	0	2	0	2	2	4	0	1	0	4	0	3	5.0	5	1	1	1	2	0	"  ""The team successfully completed their challenge, working collaboratively and utilizing each other's diverse strengths and skills""."	9
34	4	4	3	0	1	5	7	0	3	0	1	0	5	6.0	23	2	1	2	3	1	After several failed attempts to locate the correct files on the outdated server and then transfer them to a more modern database, our department finally located the records that the boss asked for	9
28	3	3	1	2	2	3	3	0	3	1	1	0	5	5.0	19	3	3	2	2	0	Mandla was thrilled and extremely excited to discover his artwork hanging in a prominent position at the local gallery and was appreciated by all who saw it.	9
25	3	2	2	0	1	4	6	0	0	0	2	0	4	6.0	6	2	2	1	3	0	The team worked frantically until midnight, carefully proofreading the report and making detailed revisions in a final effort to impress the challenging client.	9
24	5	0	1	3	1	0	4	1	0	0	3	2	4	4.0	12	4	2	3	2	2	Although several options exist, using only one sentence is challenging, and generating longer dependency chains without becoming awkward may be difficult. However, based on the instruction, the following sentence should meet the requirement:  Overcoming adversity to achieve the goal requires perseverance to learn from obstacles that might hinder success.	9
32	6	3	4	0	1	5	5	0	0	0	3	0	4	5.0	9	2	2	1	1	0	The tall, slender woman carefully climbed the massive rocky ledge, holding onto a tiny rope with both hands and pausing frequently to look down at the deep chasm below. 	9
12	1	2	1	0	0	2	3	0	1	0	1	0	1	2.0	8	0	0	1	0	0	The cat purred contentedly on my lap for an entire evening.	9
32	0	3	4	1	2	5	8	1	0	0	2	0	5	7.0	11	3	3	2	2	0	The team of experts thoroughly investigated the issue and identified the root cause of the problem within two days, working non-stop to ensure the solution was implemented efficiently and thoroughly. 	9
17	3	3	1	1	0	1	4	0	1	1	1	0	1	3.0	6	0	0	1	0	0	The delicate Japanese tea cups with elegant shapes were carefully packed by Tom into his suitcase.	9
37	3	5	3	0	0	5	12	0	0	0	1	1	4	5.0	15	3	2	2	2	1	Although the firm's sales representatives worked diligently throughout the fourth quarter of the year, the board of directors ultimately decided to cancel the new product launch in order to redirect resources towards more profitable ventures	9
27	2	5	1	1	0	4	10	0	1	0	0	0	2	4.0	16	1	1	1	1	0	The company has decided to postpone the release of its new software product until later this year due to unexpected system crashes during the beta testing stage	9
10	1	1	0	0	0	2	3	0	0	0	1	0	1	3.0	3	0	0	1	0	0	The cat's playful meowing echoed through the forest. 	9
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	9
29	2	4	1	0	1	3	9	1	1	1	4	0	2	4.0	12	0	0	1	1	0	Jones, the tall, blonde man with the blue hat, ran quickly to the convenience store and bought five lots of chocolate milk for his friends. 	9
29	2	1	6	2	0	3	4	0	3	2	0	2	4	6.0	7	3	3	3	2	0	Mario was so thrilled about his unexpectedly received Christmas bonus that he had already spent a substantial portion before realizing he needed the funds more wisely later that week	9
27	0	3	2	0	0	4	6	0	2	0	2	2	6	5.0	9	5	5	3	1	0	The cat sat silently on a cushion in the window, watching the birds chirping outside, her eyes sparkling with delight as she dreamed of flying	12
15	4	0	2	0	0	2	2	0	0	0	3	0	2	3.0	6	0	0	1	1	0	  The exceptional, expertly trained gymnast magnificently executed a flawless, multi-part acrobatic routine. 	12
43	5	5	1	0	1	5	15	0	1	0	5	1	4	4.0	18	1	0	1	2	1	After carefully evaluating the long-term financial implications of each investment option, the company selected the high-yield bond offering, despite the associated risks, due to its attractive interest rate and perceived strong upside potential for capital growth	12
15	2	2	0	0	0	2	3	2	1	0	1	0	2	4.0	4	1	1	2	0	0	    Ten thousand angelic horses glistened in the golden light that streamed from the heavens. 	12
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	12
32	6	2	2	1	1	1	10	0	3	0	1	2	3	5.0	13	2	1	2	2	1	After surveying numerous real estate agents about their most effective marketing strategies, I realized that the most important aspect of advertising luxury properties is showcasing their prime locations and lavish amenities	12
28	2	1	2	0	1	3	10	0	0	0	4	1	4	6.0	14	2	2	1	3	0	The company manager gave clear guidelines for successfully completing the project, including timely submission, meeting quality standards, and regularly checking progress with the team. 	12
28	7	2	0	0	1	2	8	0	0	1	3	0	3	5.0	13	2	1	1	2	1	The new smart watch from Apple, featuring advanced health monitoring capabilities and stylish design, promises to revolutionize personal wellness technology for the modern urban lifestyle. 	12
23	4	0	2	0	2	3	5	0	0	0	1	1	4	5.0	6	2	2	0	3	0	A diligent and determined worker persistently toiling overtime in order to complete all urgent tasks and finally meet the strict approaching deadline. 	12
