n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	max_link_constraint
24	1	2	2	1	0	3	4	0	4	0	0	0	6	9.0	14	4	4	3	2	0	We have had so many questions regarding this project that we just decided to post an example of what a solved exercise looks like	6
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	6
25	3	3	2	1	0	2	7	0	0	0	2	2	3	4.0	10	2	2	2	2	0	Sales are booming, despite the tough economy, partly because consumers seeking comfort in the familiar amidst economic anxiety instead of making impulse purchases	6
14	2	2	0	1	0	0	4	0	2	0	0	1	1	3.0	7	1	1	2	0	0	Purchase orders from our European distributors are not subject to review before they arrive	6
16	1	0	1	1	0	1	6	0	0	0	1	1	2	3.0	4	1	1	1	2	0	The sales representatives' main objective is to increase customer retention by resolving complaints rapidly. 	6
12	1	2	0	1	0	2	3	1	1	0	0	0	1	3.0	5	0	0	1	0	0	 All four limbs of the astronaut were strapped into their respective compartments	6
14	2	1	0	0	0	1	2	0	2	0	1	0	3	4.0	6	2	2	1	2	0	We had to get the best deal possible to get our hopes up. 	6
33	2	5	1	0	1	4	7	2	1	2	5	0	2	7.0	17	1	0	1	1	1	Riding the momentum of a global customer surge and sales of over $1 million, SquidGame continues on an upswing with the launch of its latest app, “Dolphyin.”  	6
33	1	4	1	1	0	1	6	1	0	7	6	0	2	4.0	10	1	1	1	1	0	Hadrian’s Wall, in northwest England, was begun by emperor Hadrian (rule 117-138 ce) to protect Rome’s province of Britain against barbarian tribes, especially the Picts.	6
35	4	2	0	1	1	4	5	0	7	0	3	0	6	6.0	12	4	4	2	5	0	We will do everything to help you recover your phone; no matter what it takes, using the best methods to retrieve it, for a reasonable price and in the shortest time possible	6
14	0	3	0	0	0	2	6	0	0	0	0	0	2	3.0	7	1	1	1	1	0	Senators in silk underwear caved to pressure from the public to launch an investigation	6
12	1	0	0	1	0	1	4	1	1	0	2	0	1	3.0	4	0	0	1	1	0	Six-Word Dependency Link: We had anticipated a larger crowd.	6
27	2	1	2	1	1	3	3	0	7	0	1	0	5	6.0	10	3	3	4	4	0	So we had all these great features and we knew we could use them to really give our customers what they want, at the right price	6
31	3	3	2	0	0	4	6	0	3	0	2	2	5	6.0	17	3	3	2	4	0	She confidently told him that after getting the best training from the top-rated experts, now she had the skills to create art with different materials like a professional	6
10	3	1	0	0	0	0	2	0	1	0	1	0	1	3.0	6	1	1	0	1	0	Willing to help friends with their heavy mental baggage,	6
13	2	1	1	0	0	2	4	0	0	0	1	0	2	3.0	7	1	0	1	1	1	Sprinting quickly across campus, the coyote chased the tasty hot dog vender	6
22	2	1	1	0	1	1	5	0	0	5	3	0	2	5.0	6	1	1	1	1	0	The company's international business development team tried intensively exploring potential partners in South America, East Asia, and Africa.	6
14	1	1	1	0	0	2	6	0	0	0	1	0	1	3.0	9	0	0	1	1	0	The department needs the sales report from last year's winter season asap.	6
27	3	2	1	1	0	1	5	0	4	0	1	1	5	6.0	9	4	4	2	2	0	The salesperson's boastful tone grated like uninvited sandpaper on my composure, especially given that she was trying to get us to spend our precious money	6
12	3	0	2	1	0	0	1	0	1	0	0	1	2	4.0	6	1	1	1	1	0	So we will try to win as much international exposure as possible	6
10	0	0	0	0	0	2	4	0	0	0	0	0	2	3.0	4	1	1	1	1	0	The witch doctor's incantations caused the monkeys to attack	6
15	0	2	0	0	0	2	5	0	1	1	1	0	2	5.0	7	1	1	2	1	0	The tour manager demanded all of Vanessa's band members shave their hair off.	6
15	1	3	0	0	0	1	3	2	0	2	0	1	2	3.0	10	1	1	1	1	0	Sarah trained three dogs on a tightrope for two years before moving to New Orleans	6
4	1	0	0	1	0	0	0	0	1	0	1	0	0	1.0	2	0	0	1	0	0	    Is this correct?   Yes, this sentence has a dependency link of 6 words.	6
10	2	0	1	2	1	1	1	0	1	0	0	0	1	2.0	7	0	0	1	1	0	He had undergone a complete transformation and was now unrecognizable   Is this what you are looking for?	6
13	2	1	1	0	0	0	2	0	3	0	1	0	2	5.0	6	1	1	0	0	0	There's nothing more to add to our already robust product line. 	6
12	1	1	1	0	0	1	2	0	1	0	0	0	3	5.0	3	2	2	1	1	0	We had to fight hard to prevent a lot of international games	6
10	0	0	1	0	0	1	1	0	2	0	1	0	3	3.0	3	2	2	1	2	0	So we bought this place hoping to reopen it. 	6
24	2	2	1	1	0	3	3	0	2	0	3	1	5	5.0	14	3	3	1	1	0	So, we were trying to determine the ideal strategy for dealing with him, given all the previous failed attempts at communication.	6
14	2	1	0	0	1	2	5	0	1	0	1	0	1	4.0	4	0	0	1	1	0	The sales associate explained the different types of fabrics and their respective advantages.	6
35	1	2	1	3	0	6	11	0	2	0	2	2	4	5.0	13	3	3	3	2	0	The manager asked his assistant to schedule the call so the project timeline can  be reviewed with each department, especially the marketing team, before it is presented at the board meeting next week	9
27	0	4	0	1	1	1	5	0	5	0	3	1	6	5.0	12	1	1	1	4	0	She had taken care of her baby, put him in the crib, covered him with blankets after bathing, feeding and putting him to sleep	9
13	1	0	0	1	1	1	3	0	3	0	1	0	2	4.0	5	0	0	1	2	0	He had trimmed his pubic hair, washed each finger and his neck	9
27	6	4	0	1	2	0	6	0	3	0	2	0	3	7.0	5	3	3	2	2	0	She walked down busy streets, ignoring curious stares and loud whispers from people passing by who were shocked by her bold hairstyle and confident gait.	9
26	2	1	1	1	2	4	6	0	0	0	1	1	6	8.0	6	3	3	1	4	0	The students were instructed to study the historical figures carefully and write a sentence describing the given task without adding further text and without explanation.	9
50	3	4	2	2	3	4	13	1	4	0	2	0	9	7.0	22	6	4	3	3	2	The man, who used to be the captain of his high school soccer team and played for 8 years, was suddenly forced to quit due to a degenerative nerve disease affects mainly young adult males and has no known cure or treatment that helps to slow its progress	9
19	0	1	0	1	1	0	4	0	5	0	3	0	4	4.0	9	1	1	1	3	0	He had gotten his hair cut, trimmed his nails, washed his neck and behind his ears.	9
20	4	1	1	0	1	3	4	0	1	0	0	1	3	4.0	15	2	2	1	2	0	She gave the cute little kitten a jar of fresh milk and a soft blanket before going out to work	9
22	4	1	0	2	1	3	5	0	1	0	1	1	3	7.0	5	2	2	2	2	0	The concert was enjoyable but left many people wishing that the performer had sung a couple more of her older songs. 	9
26	0	1	1	1	1	2	5	0	5	0	6	0	4	6.0	10	3	3	1	3	0	"No problem, here is the sentence:  ""He washed his behind his neck; trimmed his nails and gotten his hair cut.""   Is there anything else I can assist you with?  "	9
15	3	2	0	1	2	1	3	0	1	0	0	0	2	4.0	4	0	0	1	0	0	He had gone on vacation and returned with several new clothes and a refreshing experience	9
21	1	3	2	1	0	1	4	0	3	0	3	1	2	3.0	8	1	0	2	0	1	Because they had eaten already, they went directly into the living room for their usual after-work-session	9
20	1	1	1	1	0	3	5	0	0	0	1	1	5	7.0	4	3	3	1	3	0	The company had developed the technology to automate the process of generating new sentences based on previously given sentences.	9
17	0	2	0	0	1	3	4	0	3	0	1	0	3	5.0	4	1	1	1	3	0	He spent the afternoon exercising his dog and taking it for a run along the seaside. 	9
16	2	0	0	0	1	1	5	0	0	0	2	0	4	5.0	4	1	1	1	3	0	The new policy requires employees to wear casual Fridays and use company-issued phones.	9
17	0	0	2	1	0	1	2	0	3	0	3	0	4	4.0	5	2	2	1	3	0	Her grandmother had bought her the dress, tailored it to fit perfectly, accessorizing boldly. 	9
24	2	2	0	2	1	1	5	0	1	2	3	0	4	5.0	18	1	0	1	2	1	Eating fried chicken wings, munching on crispy fries and drinking Coca-Cola every day can be detrimental to one's health.	9
18	0	0	0	0	0	4	5	0	1	0	2	2	4	5.0	10	3	1	1	4	2	After finishing the task of cleaning the kitchen, the children helped their father repair the car. 	9
31	6	3	0	2	2	2	8	0	0	0	2	1	4	5.0	16	3	1	1	2	2	While attempting to get the longest dependency clause, writing about a diverse range of subjects can facilitate creating coherent and interesting texts and is essential for effective language acquisition.	9
24	1	3	1	0	1	3	7	0	1	0	2	1	4	4.0	15	1	0	1	3	1	After getting the necessary permits from city officials and paying the required fees, they carefully excavated the land in search of gold. 	9
15	0	2	1	0	1	2	4	0	1	0	1	0	2	3.0	6	0	0	1	1	0	The cat sat on the windowsill and cleaned himself thoroughly from head to tail.	9
13	1	1	0	0	0	2	3	1	1	0	0	0	4	5.0	4	2	2	1	1	0	She bought four books including the recommended one written by a Japanese author	9
15	1	1	2	1	0	0	2	0	3	0	1	0	3	4.0	6	3	2	1	2	1	Eating breakfast in bed is always possible when there is someone to serve it.	9
16	0	1	0	0	0	3	6	0	2	0	1	1	2	3.0	7	1	1	2	2	0	The cat chased the mouse until it reached its hiding place under the sofa cushion.	9
24	0	2	2	2	1	2	4	1	1	0	5	0	4	6.0	11	1	0	2	0	1	Nine words that functioned independently in a string with a dependency relationship were; had gotten, trimmed, washed, and behind.	9
22	1	3	2	1	0	3	6	0	0	0	2	0	3	4.0	10	1	1	1	1	0	The team's coaches had worked diligently in scorching sun over several weeks, meticulously perfecting each element of the performance. 	9
14	0	1	0	2	0	1	4	1	1	0	2	0	2	3.0	5	1	1	1	1	0	He has been taking piano lessons, studying every day for three months.	9
22	1	1	1	0	1	0	6	0	2	0	4	0	5	6.0	9	3	3	1	1	0	She walked into her boss's office, hair perfectly styled, nails polished, clothes ironed and wearing expensive perfume.	9
18	3	2	1	1	0	2	7	0	0	0	0	0	2	3.0	10	1	1	2	1	0	The research team is studying how children develop language skills in a bilingual household with diverse cultural influences	9
21	0	2	1	1	0	2	6	0	2	0	1	2	4	6.0	7	3	3	1	2	0	He had eaten only a snack before departing, realizing after leaving his stash of emergency energy bars in the car	9
15	1	1	0	0	0	2	4	0	1	0	1	0	4	5.0	4	2	2	2	2	0	The manager threatened disciplinary measures against employees who refuse to take the required courses.	9
22	2	2	1	2	1	1	7	0	2	0	1	1	2	4.0	13	1	1	2	2	0	The company hired many software developers and sent them to extensive training sessions so their knowledge would be up to date.	9
23	2	3	0	0	0	4	7	1	1	0	1	0	4	6.0	7	2	1	1	2	1	Learning the language of an ancient civilization led to her mastery of a complex sentence structure featuring a whopping 9-word dependency	9
25	3	2	2	0	1	2	6	0	1	0	4	0	4	4.0	12	1	1	1	2	0	She carefully selected several options, including organic, locally sources ingredients, and added a personal touch with a sprinkle of dried lavender.	9
25	2	3	1	1	1	4	8	0	1	0	1	0	2	5.0	8	1	0	2	1	1	The employee who had missed meetings without notice suddenly arrived with a floral shirt and an obsession for the company CEO's newest tweets;   Was that okay? It meets the requirement of 9 words and has a bit of creative flair as well!	9
19	0	3	1	3	1	1	4	2	2	0	0	0	2	3.0	10	0	0	1	1	0	He had been looking forward to the event for three weeks and had prepared his talk for two days	9
20	0	3	1	2	2	2	3	0	3	0	2	0	2	4.0	9	0	0	2	1	0	She has never visited any of those cities, yet she can speak about them with passion and authority. 	9
31	2	1	3	0	1	2	2	0	1	0	8	0	10	3.0	27	2	2	1	1	0	She walked into the room, noticed the mess, felt irritated, became silent, observed thoughtfully, decided to ignore, breathed deeply, and calmly started cleaning.	9
24	2	2	2	1	1	0	4	0	1	1	3	2	5	5.0	17	2	1	1	2	1	After studying English for several years, taking courses and participating in language exchanges, I have finally become proficient at communicating fluently.	9
18	1	1	1	0	1	0	5	0	0	2	3	0	4	5.0	9	1	1	1	2	0	Nancy made breakfast for John, using fresh cinnamon, buttered sourdough bread and newly-laid eggs	9
25	1	1	3	2	1	1	3	0	6	0	1	0	5	9.0	8	4	4	2	4	0	She had spent hours getting everything perfectly ready to avoid wasting any of his time and resources that he had so willingly offered her. 	9
24	3	0	1	3	1	3	5	0	2	0	0	1	4	4.0	9	3	3	2	4	0	The manager had convinced the client that purchasing the expensive software was necessary to meet their needs and would greatly improve their overall success	9
33	2	3	0	3	2	4	5	0	2	1	1	0	7	8.0	7	5	5	2	2	0	Lena tried to brush over the scratch and put the cat in its basket, knowing she had been careless and would have to go to the store to buy a new sweater	9
20	2	1	0	1	1	1	6	0	1	0	1	0	4	4.0	8	2	2	1	3	0	The company has started to provide free drinking water to their workers to encourage healthier living and reduce absenteeism. The sentence above is the result of the task and it consists of a total of 9 words without any further text and explanation. The sentence is written in the English language with appropriate grammar and punctuation	9
15	0	4	1	0	1	1	4	0	3	0	0	0	1	4.0	6	0	0	1	1	0	He carefully washed the dirt from behind his ears and under his nose with soap	9
27	3	2	0	0	1	5	5	0	2	0	1	1	5	6.0	7	3	3	1	4	0	The team coordinated their effort with each other to achieve the desired outcome by utilizing a new and innovative process by which to complete the task. 	9
22	0	2	1	1	0	4	5	0	2	0	2	0	4	5.0	7	3	2	2	1	1	Eating in the dining hall, she saw the person who would later that night ask to meet with the boss.	9
11	2	0	1	0	0	1	2	0	2	0	0	1	2	2.0	8	1	1	2	1	0	She ate the sweet potato casserole quickly before it turned cold	9
26	1	2	4	0	1	1	5	0	4	0	3	0	4	4.0	21	1	1	2	2	0	He finally took his medications with great care but forgot to wash his hands thoroughly before a meal; however, his grandson did so.	9
25	0	3	1	2	1	4	4	0	1	0	4	0	4	3.0	19	1	1	1	1	0	He had gone to the shop, looked for a pen, found a bargain, and was now in the queue to pay. 	9
29	1	2	2	1	1	2	5	0	3	0	2	1	6	6.0	8	4	4	2	2	0	Without a reliable transportation option, they decided to stay home and order pizza, knowing that they would not have the stamina to stumble back to their place	12
22	4	3	0	1	0	3	5	2	0	0	1	1	1	5.0	9	1	0	1	1	1	In order to complete this task, a long dependent clause is necessary with the requirement of at least one dozen words	12
23	5	1	1	2	0	2	6	0	0	0	3	1	2	4.0	8	1	0	2	1	1	While the sun-drenched landscape may look promising, the unpredictable climate change may make farming there unreliable for long-term success. 	12
46	5	6	0	1	3	4	11	1	3	3	6	0	3	7.0	17	1	1	2	1	0	Goldman Sachs, with its high-stakes trading and billion-dollar pay packages, may appear unstoppable, but the revolt against it reflects the widespread anger and unease generated during its long climb to the top of the economic hierarchy of America.	12
19	0	2	1	3	0	3	3	0	1	0	1	2	2	3.0	8	1	1	2	0	0	Because the cat would surely get eaten by a bear if he didn't stay in the house.	12
29	1	4	1	1	2	3	6	0	2	1	2	1	4	5.0	9	1	0	2	0	1	As the cat purred softly on her lap, Lisa couldn't help but relax and forget about the stress of her chaotic days as a marketing manager.	12
16	1	1	1	1	0	2	3	0	2	0	1	2	2	4.0	9	1	1	1	3	0	Give yourself enough time so that you may thoroughly enjoy every moment of the celebration. 	12
28	2	2	0	1	0	2	5	0	2	3	2	2	5	5.0	10	4	3	1	2	1	While dining at an upscale restaurant in Paris, Marie Antoinette pondered whether it was appropriate to wear a diamond studded crown to match her designer gown.	12
19	2	2	2	1	0	3	5	1	1	0	1	0	1	5.0	13	1	1	1	1	0	 Here's a sentence that has a long dependency link of 12 words, just like the previous examples	12
23	1	3	0	0	0	5	8	0	1	0	1	0	3	6.0	9	2	2	2	3	0	The researchers conducted a study that demonstrated the potential of nanoparticles to increase the effectiveness of cancer drugs in the long run. 	12
44	4	5	0	1	4	5	12	0	3	0	4	1	5	6.0	13	2	2	1	1	0	Whether in a bored office, a rowdy club, or a packed stadium, everyone can become united by their passion and love for a particular band or musician, lifting their collective energy into a roaring tsunami of sound waves and joy	12
15	0	0	1	3	1	1	2	0	1	0	1	1	3	3.0	5	0	0	1	1	0	Because the beam will be broken and may not hit its intended target accurately. 	12
24	2	0	1	3	1	3	6	0	3	0	1	1	2	4.0	12	3	1	3	2	2	While it may be a daunting task to assemble a massive jigsaw puzzle alone, it is a feat that requires patience and persistence	12
25	7	2	2	0	0	3	6	0	1	0	2	0	2	3.0	11	1	0	1	1	1	Following several successful years at an international corporation, the renowned American singer finally opened her long over-due shop in the city center	12
13	1	1	1	0	1	0	3	0	2	0	1	1	2	3.0	6	1	1	1	1	0	With unyielding commitment and dedication, she tirelessly worked towards fulfilling her dreams	12
26	3	2	1	1	1	3	4	0	1	0	1	3	5	5.0	10	4	3	2	1	1	While dining with clients, remember to order the expensive and pretentious dishes so that the bills appear higher when it is split amongst the party	12
22	3	2	1	2	0	3	6	0	2	0	1	1	1	4.0	15	2	0	3	1	2	Satisfied that their children are no more, parents who were in the concentration camps have no desire for any more children	12
24	2	2	2	1	1	3	6	0	1	0	1	0	4	8.0	4	3	3	2	2	0	The chairman's gavel came crashing down once more signaling an end to the meeting that had sparked such fervent dialogue and discussion.	12
24	0	1	1	1	2	2	9	0	1	0	2	0	3	6.0	7	2	2	2	2	0	The company must prioritize employee engagement and satisfaction to increase productivity and employee retention, which ultimately leads to the organization's success.	12
19	2	1	2	1	0	1	4	1	0	0	2	0	5	7.0	6	4	4	0	2	0	Below is a sentence generated with maximum dependencies, containing 12 different clauses joined using only coordinating conjunctions. No punctuation appears within or between the clauses, and all the elements except the last one use only lowercase lettering in order to further highlight their subordinate relationship to each other:  After driving past several landmarks including the beautifully painted windmills and historic city walls she parked before climbing uphill toward one of the tall stone buildings whereupon entering the building and taking the stairs she ran past one office and through another after recognizing a few employees before spotting her acquaintance deep in thought seated alone at a large desk	12
54	3	5	7	3	3	2	8	0	10	0	2	2	8	7.0	14	3	2	5	3	1	Though he had just fallen asleep, our crying woke him up and his first decision was to feed us before he would even brush his teeth so we all sat on the kitchen table eating and giggling happily before his tired body finally relaxed and sleepily munched on his bowl of cereal.	12
35	1	4	4	2	2	6	7	0	1	0	3	0	5	6.0	19	4	2	2	1	2	The judge, having thoroughly deliberated upon all aspects of the arguments and evidence proffered in the trial, finally reached a just and equitable verdict that was largely expected by all parties involved. 	12
27	3	2	2	4	1	3	4	0	0	0	1	2	3	5.0	9	3	3	1	1	0	Lasers are technically not capable of hitting a broad target but must be adjusted towards each target to be useful when shooting while under the influence. 	12
31	1	3	1	1	0	3	7	2	2	0	3	2	5	6.0	17	4	2	2	2	2	The grandfather, after suffering a minor stroke caused by a burst water main in his garden, had to be treated by four paramedics, with one holding him down	12
