n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	max_depth_constraint
17	1	3	1	0	0	2	4	1	1	0	2	0	2	4.0	6	1	1	2	0	0	The tall tree soared high, its three branches stretching out in search of the sky.	3
16	1	3	0	1	0	3	4	1	1	0	1	0	1	3.0	6	0	0	1	1	0	I have generated a sentence with a tree height of 3 in the syntactic tree:  The three oak trees stood tall.	3
13	0	3	0	0	0	3	4	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The cat climbed up the tree to a height of three branches.	3
12	2	2	0	0	0	1	3	1	0	1	1	0	1	3.0	7	0	0	1	1	0	Sylvia the squirrel scampered  up three tall trees in quick succession. 	3
20	2	3	0	0	1	4	6	0	1	1	1	0	1	4.0	14	0	0	1	1	0	Sophie and her family enjoyed a picnic under the tall tree in the park on a sunny summer day. 	3
24	2	2	2	0	0	3	6	2	0	0	4	0	2	3.0	17	0	0	1	2	0	"Please see this sentence with a tree height of 3:   ""This big tree standing alone proudly has three beautiful branches."""	3
14	0	1	1	0	0	3	3	1	0	0	2	0	3	4.0	6	2	2	2	0	0	The cat sat on the three trees, watching the birds flutter away. 	3
18	3	1	0	0	0	3	5	1	1	0	2	0	2	4.0	7	1	1	2	1	0	The tall oak tree towered over the forest, its height reaching an impressive three storeys high.	3
30	3	2	4	0	1	3	8	0	2	0	3	0	3	5.0	8	1	1	3	1	0	The giant oak tree towered high in the sky, its trunk sturdy and strong, its branches stretching out wide to provide shade for the forest creatures below.	3
16	3	1	0	0	1	2	4	0	0	0	1	0	3	4.0	5	1	1	1	1	0	The big black bear loves to play hide and seek inside the tallest oak tree.	3
15	1	2	1	1	0	2	3	0	1	0	2	0	2	4.0	5	1	1	2	0	0	The cat sat on the tall tree, where it could see for miles.	3
30	7	3	0	0	2	3	7	1	1	0	4	0	2	4.0	10	1	1	1	1	0	The large oak tree, with its sprawling branches and dense foliage, stood tall and proud in the open meadow, reaching a majestic height of four stories.	4
11	1	1	1	0	0	2	3	0	0	0	1	0	1	3.0	6	0	0	1	0	0	The tall tree stood majestically in the park's center. 	4
16	1	2	1	0	0	2	4	1	2	0	2	0	1	4.0	10	1	1	1	1	0	Here'a sentence that meets your criteria, with a height of 4 syntantic treenodes:  The man planted four seeds under the shady tree, but waited a year too long for spring growth. 	4
13	2	1	1	0	1	1	3	1	0	0	1	0	2	2.0	7	0	0	1	1	0	Four hungry chipmunks cheerily chittered and chunked chestnuts in the autumnal shade.	4
21	4	3	1	0	0	0	6	0	0	1	3	1	2	4.0	11	1	0	1	2	1	  In addition to providing beautiful landscaping services, Green-Works also rents out heavy construction equipment for commercial jobs. 	4
10	1	1	1	0	0	1	3	1	0	0	1	0	1	2.0	4	0	0	1	0	0	The large cedar tree towered high at 47 feet. 	4
16	2	1	1	0	0	2	4	1	1	0	2	0	2	3.0	9	0	0	2	1	0	The fluffy kitten climbed slowly up the tall tree, its height reached four branches.	4
24	4	4	0	0	0	4	6	1	1	0	1	0	3	8.0	4	2	2	1	0	0	The towering oak stood at a proud height of four floors, its majestic branches stretching toward the sunlight filtering through the leafy canopy	4
27	4	2	3	1	0	0	6	1	4	0	3	0	3	6.0	12	3	3	3	3	0	Satisfyingly, we discovered several species  of trees reaching amazing heights, up to 120 ft. tall trees that are so large they have their names! The largest of all was a Coast Douglas Fir reaching for the sky at a stately height of 380 ft	4
19	3	2	1	0	0	2	5	1	1	0	2	0	2	7.0	7	1	1	1	0	0	The tall oak tree towered over the forest, its robust branches stretching up to  4 meters high. 	4
13	0	1	2	0	0	3	3	0	0	0	1	0	3	3.0	5	2	2	1	1	0	The cat sat on the window silently watching the birds fly away.	4
38	4	3	2	1	1	4	8	4	2	0	4	1	4	6.0	11	2	2	2	5	0	"I can generate a sentence with a tree height of 4 by simply writing this: ""The man with three dogs climbed two large trees and gave a very long bicycle four bright red apples."" "	4
14	4	2	0	0	0	2	4	1	0	0	0	0	1	2.0	9	0	0	1	0	0	The tall majestic tree reached up 23 feet into the bright blue morning sky	4
8	0	1	1	1	0	1	2	0	1	0	1	0	0	3.0	3	0	0	0	0	0	 Here is my analysis of the instruction)   This instruction is seeking for a sentence that includes a tree height of 4 and no additional text or explanations. Based on the provided instruction, I am generating a sentence that incorporates the request. My sentence consists of 8 words, which includes 1 adjective and is written in the present simple tense in order to fulfill the instruction request with the height of 4 and also provide the sentence in an independent manner that could stand alone	4
18	0	3	1	2	0	2	3	1	3	0	2	0	1	5.0	5	1	1	1	1	0	I can help you with that, here is a sentence with a tree height of 4:  The big, green monkey climbed steadily up the tall tree	4
21	3	3	2	0	0	3	6	1	0	0	1	0	2	4.0	6	1	0	1	1	1	The tall oak tree standing proudly on the hillside reached heights of four meters above the vast green meadow below.	4
19	0	3	2	0	0	4	5	0	1	0	2	0	2	3.0	8	1	1	2	0	0	The monkeys in the forest climbed high in the sky, their braches swaying gently in the breeze.	4
17	2	1	0	0	0	3	4	0	1	0	3	0	3	3.0	6	2	0	2	1	2	The dog, who loved climbing, reached the highest branch of the tall oak tree. 	4
25	0	3	1	0	2	5	7	1	0	0	2	0	4	5.0	8	1	1	1	2	0	The cat climbed up the oak tree and perched at a height of 4 meters, enjoying the warmth and watching the birds below.	4
7	1	1	0	0	0	0	3	0	0	1	0	0	1	3.0	4	1	1	0	0	0	Greenwood trees reaching toward clear morning skies	4
27	7	3	2	0	0	3	5	1	1	0	3	0	2	5.0	15	1	0	1	0	1	The enormous tall oak tree, its robust branches stretching high up into the bright clear blue sky, reaches to an impressive height of four. 	4
30	3	4	4	0	1	4	7	0	2	0	2	0	3	7.0	12	2	2	1	0	0	The cat sat high up in the tall oak tree, with its leafy branches stretching towards the sky and its trunk firmly rooted in the grassy meadow below.	4
27	3	4	2	0	0	4	5	1	1	0	3	0	4	5.0	8	2	2	1	1	0	The tall majestic tree towered over the other plants, stretching its branches high into the sky, growing proudly at a soaring height of four. 	4
16	2	3	0	0	0	3	4	1	0	0	1	0	2	3.0	8	1	1	1	0	0	The tall trees reached for the sky like four giant hands grasping for the clouds. 	4
8	0	0	2	0	0	0	1	1	0	1	1	0	2	3.0	3	1	1	2	0	0	Sally saw three jays flying quickly overhead.	4
15	1	2	0	0	0	3	6	1	0	0	1	0	1	4.0	6	0	0	1	0	0	The cat sat on a mossy tree branch four meters above the forest floor. 	4
7	0	2	0	0	0	2	2	0	0	0	0	0	1	2.0	4	0	0	1	0	0	The cat curled up in a branch	4
9	1	1	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	The tall trees towered high into the sky.	4
28	4	3	0	0	1	3	8	0	3	0	3	0	3	4.0	11	2	1	3	1	1	The large deciduous tree, whose limbs stretched towards the clear spring sky, offered shelter and comfort to the creatures that scurried beneath its shaded roots. 	4
15	2	1	0	0	0	2	4	1	1	0	3	0	1	3.0	8	0	0	1	1	0	The four-story tree stretched its branches toward the bright, blue sky.	4
18	3	3	0	0	0	2	5	1	0	0	2	0	2	4.0	7	1	0	1	1	1	The tall tree, soaring to 5 feet, provided the family with endless hours of cool shade	4
19	3	3	0	0	0	3	4	1	1	0	2	0	2	4.0	9	1	1	1	1	0	The large tree towered over the forest, showcasing its majestic height of four in the syntactic landscape.	4
19	2	3	0	0	0	2	6	1	2	0	1	0	2	3.0	10	1	1	2	0	0	The tall oak tree towered over everything else for four stories, its leaves rustling in the summer breeze	4
19	1	2	3	0	0	2	5	1	1	0	2	0	2	4.0	9	1	1	2	0	0	A tall tree rose majestically into the sky, its branching structure stretching upward for over 150 feet.	4
12	1	2	0	0	0	2	3	1	0	0	2	0	1	3.0	7	0	0	1	0	0	With a tree height of 4, the complex sentence reads: After struggling mightily for hours against the fierce headwind in the open plain beneath the high cliffs, they finally set foot upon a grassy hill.	4
20	2	3	0	0	0	2	5	1	1	0	4	0	2	3.0	9	0	0	1	0	0	The tall oak tree, with its four-layered branching, reached towards the sky with graceful limbs. 	4
16	0	2	2	0	0	2	4	1	0	0	2	0	3	3.0	6	1	1	1	0	0	The towering oak tree stood proudly in the meadow, soaring high at four meters. 	4
12	1	1	0	0	0	1	4	1	1	0	2	0	1	3.0	5	0	0	1	0	0	The four-story wooden treehouse loomed tall above our heads.	4
25	2	4	0	0	2	3	5	1	1	0	3	0	4	6.0	9	1	1	1	1	0	The cat climbed up the tall tree and played hide-and-seek among its sturdy branches reaching for the height of four. 	4
22	1	4	1	0	0	4	6	1	1	0	2	0	2	5.0	6	1	1	1	0	0	The tall oak tree stood proudly in the park, its branch reaching towards the sky with a height of four.	4
43	4	6	2	0	0	3	8	2	5	0	3	1	8	10.0	8	6	5	4	3	1	After climbing for two hours, we eventually reached a magnificent towering tree that rose four storeys high, with a sturdy trunk that spread out to hold numerous strong branches from which a rainbow of blossoms cascaded down, filling our surroundings	4
27	3	2	2	2	0	1	4	0	4	1	3	1	4	4.0	12	3	2	3	2	1	Rocko, who had just climbed his highest tree yet, was relieved as he relaxed at the top branch, surveying his kingdom with great pleasure	4
16	3	2	1	0	0	2	3	1	0	0	2	0	2	4.0	6	1	1	1	0	0	The tall trees towered over the tranquil forest, reaching up to forty feet high. 	4
13	1	3	0	0	0	3	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The gigantic tree towered over the park at a height of 4.	4
20	2	2	2	0	1	2	5	1	0	0	3	0	2	6.0	9	1	0	1	1	1	The tall oak tree, with branches stretching upwards and outwards, reached an impressive height of four meters.	4
14	2	2	1	0	0	2	4	1	0	0	1	0	1	2.0	10	0	0	1	0	0	The cat climbed steadily up the tall oak tree for four fateful hours.	4
12	1	1	0	0	1	3	2	0	1	0	0	0	3	4.0	6	1	1	1	2	0	Climb up the tall mountain and observe all the birds that fly	4
16	2	4	0	1	0	3	3	0	0	0	2	0	1	3.0	7	0	0	1	0	0	Because of the wind, many of the leaves had fallen from the tall trees. 	4
18	4	2	0	0	0	2	3	1	1	0	2	0	3	5.0	5	1	1	2	0	0	The majestic mountain climbed higher than four towering trees, which stood tall in the misty valley. 	4
12	1	2	0	0	0	2	4	1	0	0	1	0	1	2.0	10	0	0	0	1	0	 Generate a sentence with two coordined adjectives in the noun phrase. Write only the sentence, without adding further text and without explanations	4
8	1	1	1	0	0	2	2	0	0	0	0	0	1	2.0	4	0	0	1	0	0	The tallest tree sways gently in the wind	6
34	4	4	2	0	1	5	9	0	1	0	3	1	4	4.0	21	2	0	2	0	2	With the leaves rustling in the gentle wind, the towering black oak tree, with its sturdy trunk and branches soaring high, stood magnificently at the heart of the lush emerald meadow	6
12	0	2	1	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	0	1	0	Please find the sentence with a tree height of 6 below:   The cat sat down on its haunches and cleaned the dirt from its paws for a long time	6
28	3	3	0	0	0	6	6	0	1	0	4	0	4	7.0	7	3	2	2	1	1	A towering sycamore, reaching towards the clouds, stood tall above the quiet fields, a giant of the landscape that seemed to touch the sky. 	6
21	4	3	0	0	0	3	6	0	1	0	1	0	3	4.0	8	2	2	1	0	0	The big oak tree stood towering over the other forest trees, reaching to the sky with its broad leafy branches	6
24	3	3	2	0	0	3	6	1	1	0	2	0	3	6.0	6	2	2	1	0	0	The large trees swayed gently in the cool breeze filtering through their leafy crowns, towering 6 meters above the forest floor below.	6
10	0	1	0	0	0	2	3	1	0	0	2	0	1	3.0	4	0	0	1	0	0	The six-story tree loomed above the village. 	6
45	6	6	1	0	1	5	14	1	3	0	3	0	4	6.0	18	3	2	3	2	1	Overviewing nature from the peak of this tall oak, the leaves' chirping whispers and birdsong echoes resonate through the clear blue sky amidst a warm gentle breeze that rustles its crown, whose six branching limbs now stretch out in stately grace. 	6
67	15	11	1	0	1	6	18	0	3	0	5	0	7	9.0	29	4	4	3	1	0	In an enchanted forest, a soaring blue tit pecked sweet nectar from an abundance of golden blossoms bursting with joy on tall silvery birches growing skyward, their stately trunks glowing like polished ivory, their slender limbs shimmering like crystal, and their graceful branches swaying with a gentle rustle in the balmy breeze under a sapphire sky adorned with delicate feathery cirrus clouds.	6
14	0	2	0	0	0	3	3	1	0	0	3	0	2	3.0	6	1	1	0	0	0	Inside the forest, a 6-towering tree glimmered under the sunlight. 	6
23	1	3	0	0	0	2	5	3	0	1	3	0	4	4.0	17	1	1	1	2	0	Please see the following sentence with a tree height of 6, composed of four phrases: Brad washed six red balloons. In order, the sentence is grammatically organized from left to right: Brad (N), washed (V), six (N), red (adj) balloons (N). Balloons (N) can be grouped together with the other NPs to form P2, and washed (V) is embedded in the clause with P1 and P2. 	6
42	4	2	1	1	1	5	9	1	4	1	4	1	6	6.0	29	5	5	6	2	0	Sarah climbed up the tall, ancient oak, her heart quickening as she ascended the rickety ladder and the tree's height reached 6 meters, its leafy canopy a haven for the birds she so longed to spot. 	6
15	1	4	1	0	0	1	5	1	1	0	0	0	1	3.0	7	0	0	1	0	0	The tall oak tree stood out for miles around with its height of six stories	6
39	2	3	1	1	2	5	9	0	5	0	4	1	6	6.0	25	5	2	4	3	3	"  ""Although the little girl enjoyed picking daisies and dandelions and holding them in the basket of her bicycle, the only flower that really brought her joy was the one she found growing in the forest."" "	6
21	1	2	2	0	0	5	7	0	0	0	2	0	2	5.0	7	1	1	2	1	0	The cat purred contentedly in the crook of the tree, where the branching verdant arms embraced the afternoon sun.	6
