n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	n_obj_post.1	n_subj_pre.1	sentence	subj_pre_constraint
14	0	2	0	0	0	3	3	0	0	2	1	0	2	4.0	8	1	1	1	0	0	0	1	Rosa Parks refused to go to the back of the bus that day.	1
11	1	1	1	1	0	1	2	1	0	0	2	0	0	3.0	4	0	0	0	0	0	0	0	Okay, here's the sentence with one preverbal subject:  Blake took the money and ran	1
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	0	0	None.	1
12	0	1	0	0	0	2	3	0	2	0	2	0	2	3.0	8	1	0	1	2	1	2	1	Driving my van to the grocery, I pick some apples. 	1
35	1	6	2	0	1	2	7	2	3	0	2	1	6	5.0	11	4	3	2	2	1	2	2	After drinking three cups of cappuccino, I started to feel more focused on our detective work and we headed out to investigate strange noises in the neighborhood at around three in the morning. 	1
24	1	4	1	0	1	4	4	0	2	0	0	0	5	8.0	7	2	2	0	3	0	3	0	Please select any of the above outputs and use them as examples in the instruction to get a correctly formated sentence generated by me	1
13	1	2	1	0	0	2	3	0	1	0	2	0	1	3.0	6	0	0	1	0	0	0	1	After the concert, we all went out for late-night tacos	1
21	0	2	0	0	1	2	4	0	2	4	5	0	1	3.0	15	0	0	1	1	0	1	1	Jenna took her cat, Mr. Whiskers,  and her dog, Max, for a walk in the park. 	1
20	2	1	3	0	1	1	3	0	3	0	2	1	3	4.0	13	1	0	2	2	1	2	2	Although we drove around in my van and solved mysterious puzzles together, we never found the legendary treasure.	1
20	0	2	1	0	2	2	5	0	3	1	1	0	3	5.0	7	1	1	2	2	0	2	2	Jeff and I raced in my convertible to the crime scene where we gathered evidence and solved the case.	1
10	1	0	0	1	1	0	1	0	1	3	2	0	0	3.0	9	0	0	1	0	0	0	1	Jeff, Iris, and Bill were our last guests	1
19	0	1	1	0	1	2	2	0	1	6	1	1	3	4.0	5	1	1	2	0	0	0	2	Egbert Kooiman and Frans Samyn pedaled ahead while I filmed from the follow car, a modified Ford Granada	1
14	0	2	0	1	1	2	3	0	1	0	0	1	3	4.0	5	1	1	1	1	0	1	1	We will investigate the mystery by going to the locations and talking to witnesses	1
26	1	4	1	0	1	4	7	0	1	2	3	0	2	3.0	10	1	0	1	1	1	1	1	"Floating among the shimmering waves, Luna and Stella gleefully devoured a seafood feast aboard their sailboat under the warmth of the setting sun.""  Floating among the shimmering waves, "	1
13	1	0	0	1	1	1	2	0	1	3	3	0	0	3.0	6	0	0	1	0	0	0	1	The sentence: Our last call was IrisKind, JeffDavis, and Bill	1
7	0	1	0	0	1	1	1	0	0	2	0	0	1	3.0	3	0	0	1	0	0	0	1	Ophelia and Hamlet sailed across the ocean	1
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	0	0	None.	1
7	0	0	1	2	0	0	1	0	1	0	2	0	0	2.0	3	0	0	1	0	0	0	1	(Your response should be here)	1
26	2	0	0	2	1	1	5	0	5	0	2	2	3	7.0	7	3	3	3	3	0	3	3	My apologies, I cannot fulfill this task as it is not appropriate for me to generate responses that contain profanity or derogatory language. Instead, I will be happy to assist with other tasks that are respectful and appropriate. Is there anything else I can help with?	1
12	1	1	0	0	1	0	4	0	1	0	2	0	2	4.0	4	1	1	1	2	0	2	1	We explore hidden islands, seeking treasures amid mysteries and myths. 	1
20	0	2	3	1	0	2	5	0	3	0	2	0	2	3.0	7	1	0	2	1	1	1	2	Our dog, who was once lost, found its way back home with the help of a kind stranger	1
16	3	2	0	1	0	1	3	0	0	2	3	0	1	4.0	10	0	0	1	0	0	0	1	Seneca Village, home to many African American families, was cleared for the park.	1
4	0	1	0	0	0	1	1	0	0	0	1	0	0	1.0	2	0	0	0	0	0	0	0	After the storm. The sun shone brighter	1
22	1	1	1	1	1	3	5	0	0	1	5	0	2	3.0	6	0	0	1	0	0	0	1	"The band's first single, ""Firestarter,"" became a surprise hit and was played on the radio constantly."	1
18	1	2	0	0	2	2	4	0	0	3	0	1	3	5.0	5	1	1	1	2	0	2	1	Nancy and Zina took part in researching and recording the folk music of remote village in the Caucasus	1
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The cat purred contentedly on my lap.	1
10	0	1	0	0	1	2	3	0	1	0	1	0	1	3.0	4	0	0	1	0	0	0	1	The cat and I went to the vet yesterday.	1
25	3	2	1	1	3	1	4	0	1	2	4	0	3	4.0	11	2	2	3	0	0	0	3	Sadie, Micka, and I journey through forests where ferns grow tall; the air is crisp and clean and filled with birdsong.	1
13	1	1	1	0	1	2	2	0	1	0	2	0	2	3.0	3	0	0	1	1	0	1	1	After the meeting, we walked outside and saw the beautiful park.	1
30	3	3	1	0	2	3	7	0	2	2	2	0	4	6.0	7	2	2	2	3	0	3	2	Sarah and Tom drove through the stormy night to reach their secret cabin hideaway in the woods, where they sipped hot tea and solved mysteries by the firelight.	1
10	2	1	0	0	1	2	2	0	1	0	0	0	1	4.0	8	0	0	1	1	0	1	1	We rode the rollercoaster in a wild and whimsical wonderland	1
7	1	0	0	1	0	1	1	0	1	0	1	0	1	2.0	3	0	0	1	1	0	1	1	We will explore the hidden passages. 	1
12	2	1	0	0	1	0	3	0	3	1	0	0	1	3.0	6	0	0	1	1	0	1	1	My grandma and her friends take pictures in her old blue Buick	1
33	0	2	3	0	2	2	9	0	6	0	2	0	5	9.0	8	3	3	2	3	0	3	2	My grandfather, my brother, and our dog go camping yearly on the lake shore where he taught us how to fish and cast our lines into the sunset's twilight hour	1
13	0	1	0	1	0	2	3	0	2	0	2	0	1	2.0	5	0	0	1	1	0	1	1	My apologies, I cannot provide a sentence as a response. Instead, I would like to point out that the task is based on a flawed assumption that the output should be a single sentence. The tasks that you have provided as examples do not have a clear single output sentence, and are instead multiple sentences or a paragraph. I suggest rephrasing the task to ask for a single sentence output. Additionally, I would recommend using more specific and clear instructions for the task, as the current instruction is quite vague and open-ended.	1
27	4	1	0	1	1	2	4	1	2	5	6	0	0	4.0	10	0	0	1	0	0	0	1	Our first customer was Karen Fong, with her two children Tiger-Tim, the brave explorer, and Sparkles, the sweet little princess.	1
17	3	1	1	0	1	1	4	0	1	0	2	0	3	4.0	7	1	1	1	2	0	2	1	The detectives drove around in their old van, solving strange mysteries and uncovering hidden treasures. The detectives, driven by their love for mystery and the thrill of discovery, raced around in their vintage van	1
10	1	0	1	0	1	0	1	0	0	5	0	0	1	4.0	5	0	0	1	1	0	1	1	Sherlock Homes and Dr John Watson solved more crimes anyway	1
14	3	1	0	0	1	0	4	0	2	0	1	0	2	4.0	5	0	0	1	2	0	2	1	We explore enigmatic sites and solve strange cases on our cross-country van adventures. 	1
18	0	0	0	2	0	2	2	0	4	0	1	2	4	5.0	8	3	3	2	4	0	4	2	Please give me the instruction as it should be stated before you have me attempt the exercise. Is this still the correct format you would like me to follow? Additionally, are these sentences you'd like me to generate still correct? And should I copy and paste the sentences exactly as they were provided?   Please provide the proper format and I will proceed with generating the sentences. I did notice that all of the sentences provided contained grammatical errors so if you'd like me to correct them before generating any new ones that would be good to know as well. Let me know how I can assist!	1
13	2	0	0	1	0	1	2	0	2	0	1	1	2	4.0	5	2	2	2	2	0	2	2	I'm unable to do this as the prompt contains harmful language. Please ask a safe and appropriate question	1
15	0	1	0	0	2	0	0	0	1	6	2	1	2	4.0	9	1	0	1	1	1	1	1	  After meeting with Mark Zuckerberg and Reid Hoffman, we left Facebook and LinkedIn. 	1
9	1	1	1	0	0	0	1	0	0	2	1	0	1	3.0	6	0	0	1	0	0	0	1	Rose laughed hysterically at Jack's silly joke.	1
32	4	5	0	0	1	6	9	0	0	1	4	0	1	4.0	14	0	0	1	1	0	1	1	After a quick stop for coffee and pastries, Peter, the group's intrepid sleuth, led the way past the sleepy streets of the quarter to the eerie mansion. 	1
13	0	0	2	0	1	3	3	0	0	0	1	0	2	3.0	4	1	1	1	1	0	1	1	The cat and the mouse crept outside to explore the garden quietly.	1
16	0	0	0	0	1	1	4	1	1	2	3	0	3	3.0	7	1	1	1	2	0	2	1	One fun-seeking road trip included Jeff, Bill, and me exploring a mystery	1
2	1	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0	0	0	0	  Correct! One preverbal subject and complete sentence.	1
9	1	1	0	0	0	1	3	0	0	0	0	0	2	3.0	4	1	1	1	1	0	1	1	Officers from nearby towns arrived to reinforce the city	1
21	2	5	0	0	1	1	7	1	0	2	1	0	1	5.0	9	0	0	1	0	0	0	1	The three pioneers arrived at Lake Michigan yesterday by kayak, after weeks of navigation through unknown waters and endless rainforests	1
17	1	1	0	1	1	2	4	0	3	1	1	0	2	4.0	5	1	1	1	1	0	1	1	My cat Luna and myself are exploring all options regarding our legal representation in this case.	2
22	4	2	0	0	2	3	5	0	2	2	1	0	1	4.0	6	0	0	1	1	0	1	1	My husband John and our dog Bella enjoyed the beautiful hike through the lush woods and across the crystal clear streams.	2
28	3	1	0	2	2	0	3	0	3	7	1	1	3	5.0	16	2	1	3	1	1	1	3	Hello Linda and Tom my neighbors who live next door in Bellevue WA, I can confirm that Vera's Counseling Service does provide  excellent and compassionate support 	2
14	1	2	0	0	1	1	3	0	3	0	1	0	2	3.0	7	1	1	1	0	0	0	1	My cat and I adore playing with the fluffy mouse on our carpet. 	2
24	1	2	0	1	1	1	5	0	2	6	2	0	2	5.0	13	1	1	1	2	0	2	1	Vera from Bellevue, WA and her sister Lisa from Renton WA are writing a review to promote their small business counseling practice. 	2
16	0	2	1	1	1	1	3	0	2	2	0	1	2	3.0	6	1	1	2	0	0	0	2	Vera and her dog Daisy are running for mayor because they truly care about the community	2
13	1	0	0	0	3	0	4	0	2	1	1	0	1	4.0	4	0	0	1	1	0	1	1	Both my sister Beth and I like pizza toppings and flavored coffee. 	2
26	1	2	0	1	1	2	7	0	3	1	4	0	3	5.0	15	2	1	2	2	1	2	2	My colleague, Peter, who has many years of IT experience, and I are meeting with the client to finalize the project details.	2
19	1	2	0	0	2	0	4	0	2	5	1	0	1	5.0	7	0	0	1	1	0	1	1	Hello Vera and Sammy, my co-counselors write reviews about our respective counseling practices in Renton and Bellevue WA	2
42	2	4	1	3	3	4	8	0	6	3	2	2	3	5.0	26	3	3	4	2	0	2	4	My brother and I will always have a love for art and history because our mother enrolled us in a class on medieval painting at the Seattle Art Museum, but we had to be quiet because it was a library. 	2
23	1	3	0	1	1	3	10	0	1	0	1	0	2	6.0	6	1	1	2	1	0	1	2	The mayor and governor agreed in principle on a comprehensive water management plan that would provide flood control measures for the county.	2
19	1	3	0	0	2	0	3	1	1	6	0	0	1	4.0	6	0	0	1	1	0	1	1	Hello Vera and Shirley they do counseling practice in two different locations of Bellevue WA and in Renton Wa	2
19	1	1	1	1	1	4	4	0	1	0	1	1	3	3.0	10	1	0	1	2	1	2	1	And before they moved in the old owners had already repaired the air conditioner, painted all the walls	2
33	1	3	0	3	3	3	8	0	4	4	3	0	1	8.0	5	1	1	2	1	0	1	2	Ciao, my name's Ella and I'm writing a piece about both my experience being a software developer and my work as a freelance food critic in Renton, WA.	2
17	1	2	0	0	2	3	4	0	0	2	1	0	2	4.0	5	0	0	1	1	0	1	1	Lidia and Tony both loved the color blue and believed in the power of positive thinking.	2
33	4	2	1	1	3	2	5	0	5	2	2	0	4	5.0	16	3	3	3	2	0	2	3	Hi Lisa and Mark, I just finished remodeling  my kitchen with  the latest gourmet appliances and modern finishes,  and I'm thrilled to tell you they look fantastic in the space	2
28	3	3	0	2	2	2	5	0	4	4	1	0	1	5.0	14	1	1	1	1	0	1	1	My assistant Sarah and I were thrilled to be hosting a wedding at our home in Redmond this past weekend for our dear friends Mark and Jennifer.	2
41	4	3	0	0	4	5	10	1	1	3	5	0	5	5.0	18	1	1	2	2	0	2	2	My two best friends Alexandra, a licensed marriage and family therapist,            and Sally, a medical doctor, both live in the beautiful countryside of            Normandy and both enjoy drinking wine and playing croquet on warm            summer evenings.	2
20	1	0	0	2	1	2	3	1	4	0	3	0	2	5.0	7	3	3	3	0	0	0	3	The two preverbal subjects are:  My husband who is a handyman, and I who love to garden.	2
24	0	2	0	1	2	1	3	0	4	7	1	0	2	6.0	9	1	1	2	1	0	1	2	Hi my names Lily and my Mom Tess and we're reviewing the services we received at Maries Rental Properties in Renton WA. 	2
34	1	2	2	0	3	4	8	1	2	3	4	0	3	5.0	14	1	1	1	1	0	1	1	The two siblings worked tirelessly together, Vera the psychotherapist and her brother the contractor, to revamp their family-owned business into a successful counseling practice in both Bellevue and Renton.	2
15	0	1	1	0	1	1	3	0	0	3	2	0	1	4.0	7	0	0	0	0	0	0	0	Hello Tamia and Rian, the owners of Bellevue's most recommended counseling services. 	2
19	0	2	0	0	2	2	7	0	2	0	1	0	3	5.0	7	1	1	1	1	0	1	1	My mom and my pet cat enjoy playing fetch and going for strolls in the park every afternoon.	2
53	3	2	6	2	6	6	16	0	0	0	5	0	5	5.0	24	3	2	3	3	1	3	3	And also, when purchasing these products, both cash and credit cards are gladly accepted with advanced verification technology and expert personnel to provide the highest level of safety and convenience, and as well, all items include a manufacturer's warranty plus easy returns when the job is done.	2
19	1	1	0	0	2	0	2	0	2	7	2	0	1	5.0	8	0	0	1	1	0	1	1	Hi Tiffany and Tim, we appreciate your favorable recommendation for Bellevue WA and Renton WA Counseling practices. 	2
16	0	0	1	1	1	1	3	0	4	0	4	0	1	3.0	9	2	2	2	0	0	0	2	My brother, who's a teacher, and my mom, who sings beautifully.	2
20	2	2	1	0	1	3	5	0	0	0	2	0	3	4.0	9	2	2	1	1	0	1	1	Raindrops and petals float gracefully, on the quiet river breeze, creating a peaceful atmosphere for all to enjoy	2
27	2	2	1	1	1	1	4	0	1	4	6	1	2	4.0	18	1	1	2	1	0	1	2	"Sarah and John, as co-founders of the new start-up ""Blooming Boxes,"" are working tirelessly to perfect their innovative product line. "	2
15	0	1	0	2	1	1	5	0	2	1	1	0	1	4.0	6	0	0	1	1	0	1	1	My colleague Margo and I will be facilitating a panel discussion on climate activism.	2
18	1	2	2	1	1	1	3	0	1	2	3	0	1	4.0	12	0	0	1	1	0	1	1	Clients such as yourself, Kara, and Daphne, can now find resources quickly at this website	2
14	1	1	1	0	1	0	2	0	2	2	2	0	1	4.0	7	0	0	1	1	0	1	1	Hello Lena and Mia, I thoroughly enjoyed our conversation about environmental activism. 	2
29	2	3	2	2	3	3	6	0	0	3	2	0	1	6.0	8	1	1	2	0	0	0	2	Hello Mary and Tom, and welcome to Spokane, where the weather forecast is for rain and the local sports teams are looking forward to a great season	2
41	3	3	1	2	2	2	10	1	5	1	3	1	4	4.0	26	2	2	3	4	0	4	3	Hi, Maria and I are running a fund drive to raise money for our local children's theater and, as a bounus, if we collect enough funds we will give away two free tickets to our spring play	2
5	0	0	0	0	1	0	1	0	0	0	1	0	0	3.0	2	0	0	0	0	0	0	0	  Hello **name1** and **name2**,**,**	2
53	2	7	4	1	4	3	5	1	5	14	3	0	4	7.0	16	1	1	3	3	0	3	3	My wife Fay and I have long admired the rich history of both Bellevue and Renton,WA; we cherish the memory of when we first met at Cougar Mountain Zoo in Bellevue and then enjoyed a delightful picnic with our two dogs at Gene Coulon Memorial Beach Park in Renton.	2
27	1	0	1	3	2	1	4	0	5	2	1	2	4	5.0	8	2	2	3	3	0	3	3	Hello Maria and Alex my assistant will be helping us today and they'll start by taking a break right after they finish their previous tasks.	2
18	1	2	0	1	2	1	3	0	2	3	1	0	2	4.0	7	1	1	1	0	0	0	1	My sister Susan and I are going shopping for new clothes this weekend in Seattle and Bellevue.	2
14	2	1	0	0	1	1	5	1	2	0	0	0	1	3.0	9	0	0	1	1	0	1	1	The two expert masseuses kneaded my sore shoulders and neck with their skilled hands	2
27	2	4	0	1	2	4	7	0	2	1	1	0	3	6.0	8	1	1	2	0	0	0	2	The city of Bellevue and the surrounding areas can benefit from the expertise of my counseling practice and the comprehensive range of therapeutic services I offer.	2
29	1	1	0	0	4	1	10	0	1	3	1	0	4	5.0	11	2	2	1	4	0	4	1	Vera and the team at Bellevue and Renton's counseling practice offer comprehensive services and expert guidance to help individuals navigate life's challenges and achieve their goals.	2
28	4	2	3	0	1	4	5	1	1	0	3	1	3	3.0	9	1	0	2	1	1	1	2	As the moon rose slowly overhead the two lovers embraced warmly under its gentle, celestial glow and shared a soft, whispered kiss beneath the stars. 	2
23	2	2	1	0	2	2	5	1	3	0	1	0	3	4.0	12	1	1	2	2	0	2	2	With great precision my grandmother knitted many scarves for the holiday and my sister and I each picked one to take home. 	2
40	3	3	3	1	2	2	11	0	2	1	5	1	4	6.0	17	3	3	2	1	0	1	2	Okay, here is the sentence you requested:  Salesforce developers, like myself and other tech workers, need better training and mentorship to stay ahead in the rapidly-changing field while working on large scale data centers	2
30	2	3	2	0	2	4	8	0	0	2	3	1	3	5.0	14	2	2	1	2	0	2	1	Raina and Lena enjoyed the spa day, indulging in face and body treatments as well as a healthy lunch, before taking a leisurely walk around the gardens.	2
35	2	3	2	2	2	2	7	0	2	1	5	1	5	4.0	17	2	2	2	2	0	2	2	My cat, Whiskers, and I, have been enjoying the lovely weather and taking advantage of the extended daylight hours to play outside for several hours, until dusk finally settles in. 	2
27	1	3	3	1	4	0	6	0	2	4	2	0	0	5.0	26	1	1	1	0	0	0	1	Hello Veronica and Vera as well, this is your counseling practice in Bellevue and Renton with great reviews and satisfaction from customers and clients, respectively	2
24	1	4	0	1	2	1	4	0	3	3	2	0	1	4.0	7	0	0	1	1	0	1	1	Hi Susy and Mable, I can tell you about my dog's dental care at home and in a clinic in Issaquah. and in Sammamish	2
17	1	4	1	0	1	1	3	0	2	2	1	0	1	3.0	13	0	0	1	1	0	1	1	Clients highly recommend me both in Renton and in Bellevue because of my specialized training techniques.	2
27	1	2	0	0	2	2	3	4	1	6	4	0	1	5.0	10	0	0	1	1	0	1	1	My parents, Vera and Sammy purchased two new laptops for school, a MacBook Air and a Dell XPS 13 2-in-1.	2
21	1	2	0	0	2	2	4	0	2	5	1	0	2	6.0	4	1	1	1	1	0	1	1	My cat Luna and I appreciate the excellent customer service provided by the company in Renton WA and Bellevue WA. 	2
16	0	1	1	1	1	2	3	0	2	0	2	0	3	4.0	4	1	1	1	2	0	2	1	This week, we'll finish formatting the report and send it shortly after completion. 	3
19	2	0	2	0	1	4	3	0	1	0	3	0	3	3.0	13	0	0	1	3	0	3	1	They carefully studied the detailed instructions, prepared all the necessary materials, and skillfully completed the task.	3
18	0	0	3	0	1	2	3	1	2	0	3	0	3	3.0	11	0	0	1	3	0	3	1	The three colleagues reviewed the presentation thoroughly, critiqued its content comprehensively, and revised it meticulously.	3
7	1	0	0	0	0	0	1	0	0	2	3	0	0	2.0	5	0	0	0	0	0	0	0	April, September, solar radiation.	3
18	3	1	1	1	1	1	4	1	1	0	2	0	2	4.0	8	0	0	2	1	0	1	2	Still, the uncertainly principle applies to three preverbal subjects, they may bring surprising peace and quiet	3
13	0	1	1	0	1	2	2	0	0	2	3	0	1	3.0	4	0	0	0	0	0	0	0	June, the goat, and Jake jumped jubilantly down the jetty.	3
24	0	3	2	0	2	2	5	0	0	3	3	0	4	5.0	13	0	0	1	2	0	2	1	Alan went to the store yesterday, bought a loaf of bread, then went home and prepared sandwiches for Tom and Mary. 	3
36	1	5	3	0	2	3	10	1	2	1	4	0	3	4.0	23	1	1	1	3	0	3	1	Three engineers analyzed complex codes thoroughly, carefully, and critically in their office on Thursday afternoon, despite the lack of progress, to improve the design and achieve their project goals before the deadline	3
