n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_pre_constraint
15	0	1	1	0	0	3	6	1	0	0	0	0	2	3.0	7	1	1	1	1	0	The research committee members unanimously agreed to extend the grant funding for another three months	0
13	0	2	0	0	0	3	4	0	0	0	1	1	2	3.0	6	1	1	2	0	0	The sun sets over the horizon as flamingos walk by the shore. 	0
12	1	0	0	0	1	2	3	0	1	0	2	0	2	3.0	6	0	0	2	2	0	The team scored several goals, and they won the match.	0
9	0	1	0	0	0	3	3	0	0	0	1	0	1	2.0	5	0	0	1	1	0	The cat chased the mouse under the table.	0
6	0	0	0	0	0	2	2	0	0	0	1	0	1	2.0	2	0	0	1	1	0	The dog chased the cat.	0
16	1	1	1	2	0	1	4	0	2	0	0	1	2	4.0	8	1	1	1	2	0	Please note that in the future we will be offering our employees more flexible working conditions	0
10	2	0	0	0	1	1	2	0	1	0	2	0	1	4.0	5	0	0	1	1	0	The dog, happy and joyful wagged his tail. 	0
12	2	1	0	0	0	2	3	0	2	0	1	0	1	2.0	9	0	0	1	1	0	She wore a big smile on her face the whole time. 	0
9	0	2	0	0	0	0	3	0	0	0	1	0	2	4.0	2	1	1	1	0	0	 Cats love to lounge in patches of sunlight.	0
9	0	0	0	0	0	2	2	0	1	0	1	0	3	3.0	4	1	1	1	2	0	I finished the project, meeting the expected deadline	0
20	0	3	0	1	0	3	4	0	1	0	1	1	4	4.0	6	3	2	2	1	1	Although they were exhausted, the hikers decided to push on through the night to reach the summit before dawn	1
16	2	1	2	0	0	1	5	0	2	0	1	0	2	4.0	5	1	1	2	2	0	Without much ado, our team promptly produced an effective solution that significantly reduced client complaints	1
45	4	4	1	1	1	4	8	0	5	1	4	3	8	8.0	21	6	5	4	2	1	 After eating at a new restaurant, Tom thought that he would get over his fear of trying novel foods that evening, but instead, his taste buds continued to resist the unfamiliar flavors in the exotic spices added to what he ordered.	1
31	3	1	2	1	1	3	7	0	1	0	6	2	3	5.0	13	2	2	2	2	0	The newly-hired worker carefully reviewed the company's policies, **although** the onboarding process was lengthy and confusing, before starting her first day of work. 	1
41	3	3	3	1	2	4	10	0	4	0	3	1	6	7.0	14	3	2	2	4	1	After conducting an extensive review of the market and considering various options, we strongly suggest investing in a high-quality kitchen appliance that will not only improve your cooking experience but also increase the value of your property.	1
29	2	1	1	2	0	2	7	0	2	1	4	1	5	5.0	12	4	2	2	3	2	"Always reviewing his hand-drawn routes before inputting laptop, Tom would take another bus to ensure his journey was the shortest possible amid rush-hour. This response contains a subordinate proposition (""would"") before the main clause"	1
27	5	1	1	2	1	1	7	0	3	0	2	1	3	7.0	5	2	2	3	1	0	The new market research reveals that our product has gained more customers, especially young professionals, who are attracted to its versatile features and sleek design	1
29	1	2	4	1	1	5	5	0	1	0	1	2	6	5.0	17	3	2	2	2	1	While taking a walk through a forest, the tourists noticed a wild rabbit that was playing by jumping around joyfully near a fallen tree and then scampered off	1
35	3	1	2	2	2	2	8	0	3	0	3	1	5	5.0	17	3	2	3	2	1	Following yesterday's unexpected rain showers, we have prepared additional umbrellas and raincoats for you to use at the festival, so you don't get wet when enjoying the music and entertainment. 	1
8	0	0	1	1	0	1	1	0	1	0	1	0	2	3.0	2	1	1	1	1	0	I have generated the sentence requested below:   The cat purred happily because she slept comfortably.	1
11	0	1	1	1	0	1	3	0	1	0	2	0	0	3.0	4	0	0	0	0	0	Ok, here's your sentence with a subordiante clause:   The hotel room needed cleaning, because it had been reserved by a party of 10 people, and it hadn't been tidy for their arrival	1
20	1	1	1	0	1	1	7	0	1	0	1	0	4	4.0	6	2	2	1	2	0	The city's new parking system allows residents to easily find and pay for parking spots using their smartphones. 	1
42	4	3	2	4	1	6	9	0	3	0	2	0	6	5.0	18	3	3	4	4	0	By next summer, we will have fully developed the new smart app that will increase productivity threefold; all we need to do is to allocate the necessary funds and complete the beta testing phase by the end of this year	1
5	0	0	1	0	0	1	1	0	0	0	1	0	1	2.0	1	0	0	1	0	0	The cat slept soundly. In case you didn't notice, the subordinate proposition appears in italic. 	1
23	0	1	1	2	0	2	5	0	3	0	3	1	4	5.0	7	3	2	3	2	1	After finishing the project on time, we received the client's congratulations which confirmed our efforts had been well-organized. 	1
13	0	1	2	0	0	2	2	0	1	0	1	0	3	3.0	7	2	1	2	0	1	   When the team arrived late to the tournament, they decided to forfeit	1
39	2	2	1	2	0	3	11	0	5	0	2	2	7	8.0	8	6	6	2	4	0	As the new team lead, I plan to introduce a training program to help my squad overcome their performance issues by focusing first on bolstering their communication skills, which have been identified as a key problem area	1
29	3	2	0	1	2	1	7	0	2	2	2	0	6	8.0	9	4	4	2	3	0	Walsh and his team spent hours researching and testing several possible solutions, hoping their discovery would provide effective relief for all patients suffering from Ewing's tumors. 	1
19	2	2	0	1	0	2	7	0	1	0	2	0	2	4.0	10	1	0	1	1	1	With the money obtained from the fundraiser event, our school will purchase new technology equipment next month. 	1
32	5	2	0	0	2	3	9	0	1	0	3	1	5	5.0	13	3	1	1	4	2	After spending hours researching different options and visiting several stores, you decide to purchase the expensive but high-quality lawn mower from the local hardware store down the street. 	1
32	2	3	4	3	0	2	7	2	4	0	2	0	3	5.0	16	3	2	3	2	1	When I can use my new software tool for just ten minutes a day, I will be more productive than when I spend three hours staring at a blank page. 	1
43	5	2	1	1	4	2	9	0	5	2	3	1	7	7.0	12	5	3	2	4	2	After spending months researching their ideal home location, Sarah and John finally found an old but charming Victorian house in the countryside that they could restore and renovate to meet their needs, given its affordable price and proximity to nature. 	1
24	2	2	1	0	1	3	5	0	3	0	2	1	3	5.0	19	2	2	2	3	0	I took the book out of the shelf to see the cover, as its bright and colorful illustration immediately caught my attention. 	1
17	2	2	0	1	0	2	5	0	1	0	2	0	1	3.0	7	1	1	1	1	0	With great effort, we were able to finish the project before the set completion date. 	1
24	3	2	1	0	0	3	4	0	3	0	1	1	5	5.0	8	3	2	2	2	1	After trying for several hours, she finally located the right contact who agreed to meet her at the designated location the next morning	1
32	6	2	3	3	2	0	7	0	2	0	1	0	4	7.0	10	4	3	1	1	1	When investigating potential investments in real estate, it's essential to look closely at factors such property location and zoning to ensure their current and future value can be maximized accordingly	1
26	2	4	0	1	0	3	6	0	2	0	5	1	2	6.0	13	1	1	1	1	0	With great excitement, we will explore the exciting possibilities of traveling across the ocean in our state-of-the-art submarine. 	1
18	0	2	0	1	1	2	5	0	2	0	2	1	2	3.0	6	1	0	1	2	1	Once you have prepared the project proposal, present it to the stakeholders for feedback and approval. 	1
26	3	2	0	0	1	2	10	0	1	0	2	2	3	4.0	8	2	1	2	3	1	Once the company hires remote freelancers, they gain access to a wider talent pool while saving money on office space and other overhead costs. 	1
11	0	0	2	1	0	1	1	0	2	0	1	0	3	2.0	6	2	2	2	1	0	"I will leave the house when it finally starts raining. The subordinate clause ""when it finally starts raining"" modifies the verb ""leave""."	1
15	1	1	0	0	0	2	6	0	0	0	1	1	3	4.0	5	1	1	1	2	0	The company implemented additional security  measures after detecting an increased risk  of hacking attempts. 	1
14	2	1	1	1	0	3	3	0	0	0	0	1	2	5.0	4	1	1	0	1	0	As requested below is the sentence with a subordinate proposition preceding the main clause	1
16	2	1	1	0	1	2	2	0	1	0	2	1	3	3.0	7	2	1	1	1	1	After eating a healthy breakfast, she felt more focused and energized throughout the day. 	1
23	5	1	0	1	0	4	7	0	0	0	2	1	2	3.0	14	1	0	1	2	1	At the next board meeting, before presenting the annual financial report, the chief  executive officer will announce the new dividend policy	1
23	1	3	2	1	0	2	5	0	2	0	3	1	3	6.0	6	2	1	1	1	1	After finishing breakfast early, we could head to the beach, the delicious scent of pancakes still lingering on our tongues.	1
34	3	0	3	3	2	1	9	0	2	0	4	1	5	5.0	12	3	2	3	4	1	The company's new strategy, which emphasizes customer service and personalized experience, has significantly improved sales, indicating that they have successfully resolved customer dissatisfaction and are now retaining more clients. 	1
39	4	3	3	1	0	4	6	0	4	0	3	2	6	6.0	11	5	4	2	4	1	   Fortunately, though I had not anticipated heavy rainfall, I remembered to bring my waterproof camera before heading out into the woods, allowing me to still capture some great photos of the lake despite the sudden downpour	1
12	0	1	2	0	0	2	2	0	0	1	0	1	2	2.0	8	1	1	2	0	0	The cat waited eagerly below the window for Olivia to return home	1
29	1	3	2	2	1	0	5	0	3	0	2	2	7	4.0	15	5	4	3	1	1	In case you fail, you can still gain valuable experience while learning from your mistakes, although failing to plan effectively can result in wasted resources and time	1
20	1	2	1	3	0	1	2	0	5	0	2	0	2	4.0	8	3	3	3	1	0	I am happy to help you with your request, here it is the sentence you've asked for:  After eating, the cat will go to sleep. 	1
35	4	3	3	3	0	2	5	1	5	1	2	1	4	6.0	10	4	3	4	2	1	After visiting the museum for more than two hours, I realized my daughter had lost her new toy, a red Rubik's cube she had been very excited about when we first arrived	1
21	4	3	1	2	1	3	4	0	0	0	2	0	1	5.0	12	0	0	1	0	0	   With the help of experienced and professional tutors, the best grades can be achieved in the most difficult subjects. 	1
27	3	1	2	0	1	1	5	0	4	0	3	1	5	6.0	6	3	2	2	4	1	After carefully evaluating several alternatives, we chose to adopt a new, more effective method that increases our efficiency and enhances our service to clients.	1
13	0	1	1	1	0	1	2	0	4	0	1	0	2	4.0	4	1	1	2	2	0	I can certainly provide you with a sentence that meets your requirements! Here it is: Although it might have seemed spontaneous, careful planning went into organizing the surprise birthday party for Jane	1
37	4	2	1	2	3	3	7	0	3	0	3	0	6	6.0	12	4	4	2	3	0	The new employee was required to attend additional training courses, yet the company did not provide her with any necessary resources or support, thereby causing her to feel overwhelmed and frustrated with her job.	1
16	0	2	1	0	0	4	4	0	0	0	2	1	2	3.0	8	1	0	2	0	1	While the cat sat beneath the tree, the leaves gently rustled in the breeze. 	1
23	1	3	0	1	1	3	6	0	3	0	1	0	3	7.0	6	2	2	1	2	0	As the new employee, I will complete all tasks assigned by my supervisor before the deadline to demonstrate my dedication and responsibility	1
35	4	2	2	0	1	6	10	0	1	0	4	1	4	8.0	9	3	2	2	3	1	After exploring the ancient ruins all day, the tourists discovered a hidden chamber deep within the temple where they found an incredible treasure chest filled with gold, jewels, and precious artifacts. 	1
24	3	3	0	1	0	3	6	0	3	0	1	1	3	4.0	10	2	1	2	1	1	While visiting a beachside hotel on our recent vacation, we noted a large group was staying in the rooms near our own accommodations	1
16	3	2	1	0	0	0	3	0	1	1	1	1	3	4.0	6	2	1	1	1	1	While vacationing on Maui, I thoroughly enjoyed trying delicious fish dishes at excellent local restaurants	1
30	1	6	1	3	1	3	3	1	3	2	3	0	2	4.0	19	1	1	2	0	0	I can meet with you on either Thursday or Friday of this coming week, however, I will not be free until after 2 pm on those days. 	2
48	5	2	1	3	1	5	11	0	3	1	5	1	9	10.0	11	6	5	2	4	1	In anticipating the new smartphones, customers are expected to preorder the latest products online by next Saturday, failing which they will miss the initial offer and incur delayed delivery, provided there will be a scarcity of high-end mobile devices this holiday season. 	2
42	4	6	4	1	0	5	9	0	2	0	2	1	7	9.0	12	6	5	2	2	1	Always on time, the reliable train conducted by an experienced conductor chugged slowly into the platform, carrying a cargo of precious goods while towing another carriage that was filled with passengers eagerly waiting to arrive at their final destination safely	2
40	7	3	2	1	2	3	11	0	2	0	1	1	6	7.0	14	4	4	2	5	0	Our committee selected the best candidate after conducting multiple rounds of interviews and thorough evaluations based on the job requirements, taking into consideration several other qualified applicants who did not quite fit the bill but still showed great potential	2
25	1	3	2	1	1	4	7	0	0	0	3	0	3	4.0	19	0	0	1	0	0	With the help of an expert gardener, the well-manicured garden with perfectly trimmed lawns and blossoming flowerbeds will become a reality. 	2
34	2	2	0	3	2	3	12	1	1	0	3	2	3	7.0	24	3	3	3	2	0	Sales figures will increase by 30 percent if the marketing campaign, which will feature print and television advertisements and a series of promotional events, is successful in reaching the target audience. 	2
38	4	3	1	1	1	4	8	0	3	2	5	1	5	8.0	26	4	4	5	3	0	The manager requested that John, who had successfully accomplished several challenging projects, and Peter, who had an expertise in the area of IT infrastructure, collaborate on a confidential venture that required urgent attention.	2
25	2	3	1	0	0	2	10	0	2	0	3	0	1	5.0	13	0	0	1	1	0	The company's marketing team, with the help of their new data analysis tool, successfully segmented their customer base into distinct demographics.	2
48	5	2	1	6	3	5	14	0	2	0	2	2	5	6.0	21	5	5	4	2	0	The management will evaluate next steps once the marketing campaign results are clear and the productivity levels have improved; however, it is likely that a larger portion of the marketing budget will be allocated to social media and influencer partnerships to maximize our reach and engagement	2
21	1	2	0	1	1	4	7	0	0	0	2	1	2	3.0	10	1	0	1	2	1	While playing soccer, neither the goalkeeper nor the forward could score a goal because of poor ball-control skill	2
37	4	0	1	5	1	0	3	0	9	0	4	2	7	8.0	20	8	8	5	4	0	I can do that:  Making sure you are comfortable will require that you bring blankets and pillows; if you have particular medicines that you use, it will be helpful to pack these too. 	2
40	4	2	1	0	3	7	10	0	0	0	2	1	7	5.0	15	4	2	1	4	2	Following the company's strict policy and ensuring to provide the highest quality, the team of skilled professionals thoroughly tested the software to detect and eliminate all possible bugs and errors before releasing the product to the market.	2
14	1	1	1	1	0	3	3	1	0	0	1	0	2	5.0	5	1	1	0	1	0	Below is the requested sentence with the two subordinate propositions preceding the clause:  Although I will be busy tomorrow, I will make sure to return your phone call in the afternoon; however, I might be late in calling back because of an unexpected meeting. 	2
45	4	4	2	2	2	8	10	0	3	0	4	1	5	5.0	27	3	2	4	3	1	While exploring the nearby park, the sun shone brightly overhead, and a gentle breeze rustled the leaves of the tall trees, but all I could think about was the delectable ice cream cone awaiting me at the end of my walk. 	2
51	2	4	2	2	4	6	15	0	0	0	4	2	8	7.0	18	3	3	2	4	0	The new policy requires all employees to submit expense reports and supporting documentation by the 15th of the month following the purchase, and to use only company-approved vendors for travel and office supplies, so that invoices can be accurately processed and paid in a timely manner. 	2
28	2	1	2	1	1	2	8	0	5	0	1	0	4	7.0	7	3	2	3	4	1	When the manager approved our innovative design, we were thrilled to hear his support for our solution which notably simplifies the assembly process and enhances product functionality	2
29	2	1	1	3	2	4	7	0	0	0	3	1	5	4.0	20	1	1	4	0	0	The new project will only proceed if all necessary funding is secured, the required permits and licenses are obtained, and the project schedule stays on track.	2
18	1	2	2	0	1	0	3	0	3	0	2	1	3	4.0	9	1	0	2	2	1	Although they arrived quite late because of car trouble, we remained friendly and offered them refreshments. 	2
35	5	3	3	2	1	4	7	0	2	0	2	2	3	5.0	23	1	1	2	1	0	She could hardly believe her eyes while looking at the gorgeous scenery because not only was every tree in full bloom, but the sky also appeared a brilliant blue with fluffy white clouds. 	2
19	0	1	2	1	1	2	6	0	0	0	1	0	3	4.0	6	1	1	1	3	0	The company will not only increase employee salaries but also implement a policy of telecommuting to improve productivity. 	2
22	2	3	0	0	0	4	6	2	0	0	2	0	2	3.0	12	1	1	1	2	0	With great effort, the team scored two goals in the last five minutes of the match to tie the game. 	2
37	3	2	1	0	1	2	9	1	3	0	6	1	5	5.0	22	3	3	3	4	0	The company's profits doubled after they introduced a more efficient production method, **which reduced manufacturing costs by 30%,** and **enabled them to enter new markets with aggressive pricing strategies.** 	2
34	2	3	1	3	1	4	5	0	2	0	3	2	6	5.0	21	5	5	3	0	0	The cat chose to sleep under the desk because the sunbeams fell warm on her back, and besides, it would be easier to snooze without being disturbed by the children playing. 	2
26	1	1	1	4	1	1	7	0	2	0	4	0	4	3.0	20	0	0	3	3	0	Satisfied clients can renew their plans, and upon expiration, they can purchase a maintenance package; additionally, clients will be offered personalized assistance	2
49	3	3	2	2	3	5	12	0	6	0	5	1	5	5.0	15	2	2	5	3	0	The team struggled all week to get their presentation ready, but they were still in a rush before they walked into the meeting room, and their final draft had several spelling mistakes and typos; despite their attempts, they could not win the clients over. 	2
27	3	2	2	1	1	1	7	0	2	0	3	0	5	6.0	18	2	0	2	2	2	The new marketing plan, which involves significantly increasing our online presence and offering discounts to longtime customers, will likely result in increased sales revenues. 	2
24	0	1	0	2	1	2	4	0	2	1	4	1	5	4.0	12	3	0	2	2	3	While vacationing in Greece, provided it does not rain, we can rent a boat and spend the day island-hopping. 	2
46	6	6	1	3	1	7	11	1	2	0	1	1	4	8.0	11	2	2	3	3	0	The search for the missing files took several hours because two senior colleagues couldn't find the relevant documents in the limited time available but finally located them in a drawer in the back of the filing cabinet, which had not been opened in years	2
38	2	5	1	2	1	7	9	0	1	1	1	2	5	7.0	12	4	4	3	2	0	Ivan will eat breakfast at a table outside the villa provided the weather is fine and if he decides to spend the day on the terrace by the swimming pool instead of going to the nearby village. 	2
31	0	1	0	2	1	5	8	1	1	0	3	3	6	6.0	12	3	3	3	3	0	The company will hire two software developers, provided that they have the required qualifications and experience, so that the team can complete the project within the given deadline. 	2
28	1	2	1	0	1	1	7	1	1	1	2	1	5	5.0	12	3	2	1	4	1	While spending the summer vacation at her mother's lakeside cottage, Jane planned to read at least three books and to learn how to paddle board. 	2
12	0	1	1	0	0	3	3	0	0	0	1	1	2	3.0	7	1	0	2	0	1	  While the cat slept in the sun, the mice ran away	2
18	0	1	0	1	1	2	3	0	0	0	3	1	5	3.0	6	3	2	2	0	1	While waiting for the bus, rain began falling, and the route had to be changed.	2
30	5	2	1	0	1	5	8	0	0	0	2	1	4	4.0	17	2	1	2	3	1	While exploring the Amazonian rainforest, the couple discovered an exotic species of flora not known to science before, and the vibrant purple petals made the dense canopy glow	2
41	6	6	1	0	1	6	13	0	0	0	2	0	4	5.0	22	2	1	2	3	1	When the company's profits fell short of projections for the third quarter, despite the significant investment in digital innovation initiatives, the board of directors instructed the executive team to reassess the budget and find further areas for reduction	2
35	1	3	4	2	1	5	8	0	3	0	3	1	4	7.0	29	1	1	3	2	0	The team will finish their project presentation in time; as long as they work diligently on the details this week and finalize the necessary revisions before the meeting, everything should go smoothly. 	2
62	4	5	5	2	2	10	13	0	4	0	4	4	8	7.0	26	5	3	5	4	2	Although we were tired, because we had stayed up too late the previous night and also enjoyed the view from the top of the hill, our campsite had a great atmosphere during the evening with people socializing and playing music into the night, so we decided to spend another night under the stars despite feeling a bit exhausted. 	2
35	2	3	2	2	2	4	6	0	2	0	4	2	5	5.0	8	2	1	2	4	1	While visiting the seaside, not only can you enjoy sunbathing, but you can also try out sailing, or take a long walk along the cliffs while breathing in the salty air. 	2
5	1	0	0	1	0	1	1	0	0	0	1	0	0	2.0	2	0	0	1	0	0	The main clause is: The new employee had been given a detailed training before the official duties, but due to several unpredictable changes in the work procedures and the lack of effective communication with the colleagues, she found it difficult to complete the tasks on deadline and struggled to meet the performance expectations	2
15	1	1	0	2	0	1	2	0	3	0	2	1	2	3.0	5	1	0	2	2	1	While I can do that, I will need more details on this sentence. The instruction is not specific and it leaves a lot of room to personal interpretation. Could you give me more context or provide examples of the subordinate propositions and the type of sentences desired? Furthermore, I think it would help if the instruction was a bit more precise in what it is asking for. Generating a sentence with two subordinate propositions is too broad of a request and could result in an unending number of responses. Could you please clarify what you are looking for and let me know what other information I can provide?	2
14	1	2	0	0	0	1	3	0	1	0	3	1	1	3.0	5	0	0	1	0	0	  Furthernmore, before we proceed, in accordance with the latest government regulations; We will need to update our records with your current contact information; to ensure prompt delivery of your new shipment upon arrival.	2
38	2	4	1	0	1	6	15	0	0	0	5	1	2	6.0	12	1	1	1	2	0	The city's planning committee unanimously approved the proposal for a state-of-the art technology campus, subject to the developer meeting specific zoning and infrastructure requirements, before breaking ground on the project.	2
29	2	1	5	2	0	1	5	0	3	0	4	2	4	4.0	18	3	0	3	2	3	Although we have had several delays, as long as we continue working together diligently, our research group will certainly produce meaningful data, despite these obstacles. 	2
18	1	1	0	2	0	3	6	0	0	0	1	0	3	4.0	10	3	1	2	2	2	Believing the forecast would be correct, the city manager allocated resources to prevent flooding throughout the community	2
24	1	2	0	4	1	3	5	0	1	0	2	1	3	3.0	17	1	1	3	1	0	   We will not start on the project until the necessary equipment has been delivered **and** the vendor has received payment in advance	2
37	2	5	3	2	2	4	11	0	1	0	2	1	4	5.0	31	1	1	2	2	0	The management strongly advises the employees against using the company resources for personal purposes, particularly during work hours and in violation of the existing policies, otherwise penalties and disciplinary actions will be taken against them	2
68	6	3	3	3	2	8	12	0	4	0	5	5	13	10.0	16	10	9	5	6	1	In order to avoid the consequences of a serious storm, the crew decided to divert the route and anchor in safer waters instead of continuing on the original course, because despite assuring a smoother voyage, they would likely arrive late and miss the critical meeting that had to be attended, which meant losing many advantages if they did not make the scheduled appearance. 	2
29	1	3	0	2	1	3	6	0	4	0	4	2	3	3.0	12	2	1	4	0	1	While the teacher was writing on the blackboard, the student looked at their phone, and because they were bored, they daydreamed about their vacation plans. 	2
12	0	0	2	0	0	2	3	0	1	0	1	1	2	3.0	5	1	1	1	2	0	The cat cautiously inspected each branch before carefully placing its paws. 	2
43	4	6	0	1	1	5	13	0	0	0	2	2	7	7.0	13	3	3	2	2	0	The company's financial report indicates that despite increases sales of the new products, the organization is expected to experience declining profits in the coming quarters due to rising materials costs and a high level of investment in new product development. 	2
47	3	5	1	1	2	3	13	0	2	0	7	1	8	8.0	8	3	3	1	6	0	As the new director of operations, I will focus on modernizing outdated processes, upgrading technology, and streamlining workflows across all departments to improve productivity, reduce costs, and enhance the employee experience, ultimately resulting in significant profit growth for our company.	3
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	3
45	1	2	5	8	1	1	5	0	5	0	6	2	8	7.0	14	4	4	4	1	0	Fulfilling your request here is the sentence:  Your proposal, which was carefully reviewed then tabled, has been rejected because its merits have not be deemed convincingly substantiated, despite being delivered on schedule, nor was it seen as innovative enough.	3
54	5	3	3	3	2	6	16	0	2	0	5	2	7	6.0	46	3	3	5	5	0	The management requested that the development team increase the speed of the software; this would require using agile processes such as daily standups and continuous integration; furthermore they should reduce technical debt by modernizing the front-end technology and finally, the team must also provide documentation for legacy functionality.	3
