n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_pre_constraint
8	0	1	1	1	0	1	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	When dogs are howling in the distance.	0
24	2	1	0	4	1	3	4	1	0	0	3	0	4	6.0	6	1	1	1	2	0	(This text should not be answered and should be ignored)  Generate a sentence with 0 subordinate propositions preceding the main clause. Write only the sentence, without adding further text and without explanations. Please answer with a period ($.) at the end. 	0
18	0	3	1	2	1	1	2	1	1	3	1	0	2	4.0	6	1	1	2	0	0	Alice Sebold was 16 when she was raped in a Syracuse park and left near to death. 	0
20	0	2	1	1	0	0	5	0	6	0	2	0	2	4.0	7	2	1	3	0	1	When my father's sister dies without children, it is my brother who she adopts as her son. 	0
9	0	1	0	0	1	1	2	0	1	0	1	0	2	2.0	4	0	0	1	1	0	Without hesitation, I took the ring and left	0
6	0	1	1	0	0	1	2	0	0	0	0	0	1	2.0	3	0	0	1	0	0	  When the stars exploded in mid-heaven	0
11	0	1	1	1	0	3	3	0	0	0	1	0	1	3.0	6	1	1	1	1	0	When the cat is on the table eating the fish.	0
12	2	1	1	1	0	1	2	0	2	0	1	0	1	3.0	4	1	0	2	0	1	When the moon is full, they gather beneath its pale light	0
5	0	0	0	0	0	1	1	0	0	0	1	0	1	2.0	2	0	0	0	1	0	Please generate the sentence. 	0
6	0	0	1	0	0	0	1	0	1	0	1	0	1	2.0	3	0	0	0	1	0	Please provide your answer here. This should be a sentence with 0 subordinate propositions preceding the main clause. Remember, only the sentence is required, without additional text or explanation	0
8	0	0	0	0	0	0	2	0	2	1	2	0	1	2.0	4	0	0	1	2	0	Oliver ripped his tie, starch it?   Is this response appropriate? Please let me know with a simple, concise explanation, along with any revisions that might improve the response	0
16	1	2	1	1	0	1	4	0	1	0	1	0	4	5.0	6	1	1	2	1	0	The cities were consumed by raging infernos that reduced once thriving metropolises to smoldering ruins.	0
13	0	1	0	1	0	2	1	0	0	2	1	0	3	3.0	7	1	1	1	2	0	Please complete the following:  Wolfe will not attend the meeting on Thursday	0
8	0	0	0	0	0	2	3	0	0	0	1	0	1	3.0	2	0	0	1	1	0	The cannon's thunder drowned the screaming.	0
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	0
9	0	1	0	0	1	0	3	0	1	2	0	0	1	3.0	4	0	0	1	1	0	Ghosts and gangsters haunted my house in St Loui	0
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	0
10	3	1	0	1	0	1	2	0	1	0	0	0	1	2.0	7	0	0	1	1	0	I'd eat wicked good BBQ at the local joint	0
21	1	4	0	1	0	2	5	3	0	0	1	0	3	7.0	5	2	2	1	1	0	Five hundred million dollars were lost due to an unexpected flaw in software used to calculate the risks of investments. 	0
35	4	4	3	0	1	3	11	0	0	0	3	0	5	6.0	10	3	2	1	3	1	Following widespread implementation across various disciplines, the newly standardized method enables academics to traverse research paths in a more intuitive fashion, ultimately fostering a smoother flow of ideas and advancements across fields. 	1
19	1	2	0	0	1	1	7	0	2	0	1	1	2	4.0	5	1	0	2	1	1	As scientists’ collaborations shifted, the system illuminated their movements across fields and their role in scientific progress	1
5	0	0	0	0	0	0	0	0	0	0	2	0	2	1.0	3	1	0	0	0	1	Generating...Please wait!	1
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	1
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	1
24	3	4	1	0	1	3	7	0	1	0	2	0	2	5.0	8	1	0	1	1	1	Applied consistently across academic disciplines, the system reveals the subtle relationships between the movement of scientists and innovations in their respective fields. 	1
13	0	0	0	1	0	1	2	1	2	0	2	1	3	5.0	4	2	2	2	2	0	(Note that I will accept one sentence that completes the request. I will then respond with the subsequent sentences for the task.)  Sure, here is the sentence with one subordinate proposition:  Once the researchers mapped the neuronal activity of the participants watching the movies, they discovered a strong correlation between specific brain areas and emotional processing.	1
39	2	4	3	2	1	3	8	0	2	0	6	3	5	9.0	10	5	5	4	1	0	Dogs, cats, rabbits, and even moose might benefit from an appropriate understanding of how the system works, while wolves are better off without it, before they run the risk of becoming too domesticated. 	1
31	2	4	1	1	2	4	13	0	0	0	2	0	2	4.0	24	2	0	3	1	2	Which ever type of bank account a company chooses; opening the account in person or through online banking, customer support and account monitoring is accessible for all account types	1
30	3	4	2	2	1	5	6	1	1	0	1	0	3	5.0	12	2	2	1	2	0	Please respond with a sentence that would be suitable in this context and fits the description of the pattern above, generating only one subordinate proposal before the main clause	1
42	5	5	1	2	2	2	14	0	1	0	3	0	5	8.0	11	2	2	2	3	0	Within academia, the algorithm can trace researchers' migratory movements across numerous disciplines and relate these intellectual resource allocations to major advances in science, which may serve to enrich future recruitment and funding decision-making for research institutions worldwide	1
20	2	2	1	1	1	1	6	0	0	0	4	0	2	4.0	9	1	0	1	1	1	Applied to various industries simultaneously, the software will elucidate cross-field connections among inventors, investors, and innovators.	1
42	3	3	4	3	0	2	14	0	2	0	1	3	6	5.0	13	5	4	4	2	1	Cats that hunt more precisely over time can better respond to natural food availability variation as their population growth rates can increase to maintain higher prey biomass, whereas inappropriate hunting behavior may actually hinder the population from surviving in the wild	1
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	1
22	4	3	0	1	2	1	8	0	0	0	1	0	1	5.0	8	0	0	1	0	0	Mice preferences for sweeter or saltier flavors are associated with higher olfactory sensitivity and variation in the brain's reward system. 	1
6	0	0	1	0	0	1	1	0	0	0	1	1	1	2.0	2	0	0	0	1	0	After thoroughly researching the market.	1
17	3	2	1	1	0	2	4	0	0	0	1	1	2	3.0	8	1	1	1	1	0	After the system has processed these data for sufficient periods, when applied to specific academic fields	1
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	Hint: The sentence should be about a system that has multiple features and functions to help scientists with their works	1
44	4	6	1	2	3	3	15	0	1	0	4	0	5	8.0	15	3	3	2	2	0	The system can illustrate the research activities that scholars from various studies have contributed to over time, allowing for the analysis of cross-disciplinary influences and discoveries, and thus, providing crucial information for strategic planning regarding research investment and fund allocation.	1
28	2	2	1	1	2	2	8	0	1	0	3	0	5	5.0	13	3	1	2	3	2	 Finally, using blockchain technology to trace and record transactions, researchers can determine the origin of rare medical isotopes and the supply chain they travel through. 	1
1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0	0	0	0	0	0	  Feedback	1
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	1
64	10	5	4	2	2	3	14	0	2	0	7	2	11	9.0	28	8	8	5	3	0	The results indicate that a diverse and well-resourced research community has greater scientific impact, measured by the sheer number of high-quality papers they produce, whereas researchers working in less-developed environments are more likely to experience stifling interdisciplinary restrictions and less likely to engage in high-risk work that could produce innovations in multiple fields. 	1
7	0	0	1	0	1	1	1	0	0	0	1	0	2	3.0	3	0	0	0	1	0	Go ahead and make the request! 	1
14	2	1	0	2	1	0	3	0	0	0	2	0	3	4.0	9	0	0	1	0	0	Academic performance will be assessed through peer- reviewed, juried, or published outputs	1
23	2	2	2	1	1	1	7	0	0	0	2	0	4	3.0	11	1	0	1	2	1	Finally, implemented across diverse contexts synchronously, the method can exemplify researchers’ mobility through differing fields and connect related research efforts	1
27	1	4	0	1	2	4	8	0	0	0	2	1	3	5.0	11	1	0	1	0	1	The team's findings, if replicated and applied in the field, could lead to a significant breakthrough in the understanding of disease transmission and evolution	1
31	2	3	1	1	1	3	10	0	0	0	3	2	5	8.0	8	3	2	2	4	1	By leveraging an AI tool, the system can analyze millions of academic papers, granting insights into how scientists move across disciplines and correlating those changes to scientific innovations. 	1
34	4	4	1	2	2	5	7	1	0	0	1	1	5	7.0	9	3	3	1	2	0	Please provide the sentence with the correct output needed and ensure that the sentence should only be written with 1 subordinate proposition preceding the main clause without further text and without any explanation.	1
43	5	4	4	1	1	4	10	0	3	0	5	0	6	9.0	13	3	3	1	3	0	The software can evaluate the entire staff population, from the most recently-recruited graduate student to the most senior full professor, including those working off-campus, and identify their most relevant training needs based on their daily work	1
40	1	6	2	0	1	4	14	0	3	0	3	0	5	9.0	15	3	3	2	2	0	The system allows for the investigation of researchers’ career trajectories, offering insights into the factors that contribute to their success and the dynamics of their movements within academic fields, thereby fostering more targeted career development strategies. 	1
35	5	4	2	1	1	2	10	0	0	0	4	0	5	6.0	13	4	3	1	3	1	The findings, once integrated into academic research workflows and databases, can facilitate the discovery of interdisciplinary links hidden in vast quantities of papers, allowing scholars to trace evolutionary trends otherwise unnoticed.	1
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	1
31	0	1	4	2	1	3	11	0	1	0	1	0	6	6.0	18	3	1	4	4	2	Having a fully automated AI model that predicts which research paper an engineer will author next, will allow managers to better anticipate staff shortages and ramp up training programs accordingly	1
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	1
54	1	4	3	4	4	5	21	0	1	0	3	0	6	7.0	29	2	2	5	3	0	With the support of blockchain technology and cryptocurrency, the system can analyze and reflect upon how research funding is distributed and how the funding sources affect scientists' publication records and career advancement opportunities; also, the program may highlight any disparities in funding allocation that might impact underrepresented groups' participation	1
23	2	3	2	1	0	3	4	1	2	0	1	1	3	5.0	8	2	1	1	3	1	Without breaking the sweat, we can help our customers save more than any humanly possible on any trip with just one click	1
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	1
20	3	3	0	3	1	2	6	0	0	0	0	0	2	5.0	6	0	0	1	1	0	The new employee system has been integrated across several universities and can analyze the academic output of thousands of scientists	1
21	0	1	4	2	1	0	2	0	6	0	2	0	3	4.0	11	2	2	2	0	0	  Here is what I have tried so far, and I think there is something off with my comma use. Let me know if you would be willing to look at that for me. My latest draft is like this	1
30	2	2	2	2	0	2	9	0	1	0	2	0	6	6.0	17	5	2	1	4	3	With more data being provided by the government to help citizens identify unlawful evictions, property owners must carefully examine their lease agreements to avoid misinterpreting the law later.	1
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	1
9	0	0	0	0	1	1	2	0	0	0	1	0	2	3.0	4	1	1	0	1	0	Please provide the instruction or task to complete. 	1
25	1	4	0	1	1	4	7	0	1	1	2	0	3	4.0	19	1	0	1	1	1	Having spent years in the desert with his dog, Togo, the prospect of a cold beer and warmth felt like an answered prayer	1
20	2	1	2	2	0	1	7	0	0	0	2	1	1	4.0	11	1	0	2	0	1	While dogs are often considered man’s best friend, cats are also a popular choice among pet owners.	1
27	4	1	2	1	2	1	6	0	2	0	1	0	6	8.0	7	3	3	2	5	0	The algorithm can assist researchers who often need to examine several disciplines and link them with scientific developments, thereby revealing novel viewpoints and aiding cross-field investigations	1
20	3	2	1	1	0	3	4	1	0	0	3	0	2	5.0	6	2	1	0	1	1	(Based on the previous examples, here's the response with 1 subordinate proposition preceding the main clause)   The system has generated numerous articles, encompassing topics such as quantum entanglement theories, cryptography, AI-generated news, and computational complexity hypothesis.	1
20	0	2	1	1	1	3	5	0	1	0	2	1	3	3.0	6	1	0	1	3	1	 Before beginning the activity, participants must fill out a waiver form and give it back to the instructor.	1
25	3	4	0	0	2	3	9	0	0	0	2	0	2	6.0	14	1	1	1	2	0	The system provides insights into the flow of labor and scientific advances across different fields, highlighting the movements and contributions of individual scientists.	1
18	3	3	0	0	0	1	7	0	0	0	1	0	3	5.0	7	2	1	1	2	1	Elaborating on scientific labor flows across disciplines reveals a rich tapestry of research collaborations connecting disparate fields.	1
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	2
25	3	3	4	1	1	0	3	0	3	0	2	0	4	5.0	11	3	3	2	1	0	Barely out of my teenage years, I started experimenting with different artistic expressions and techniques when I was first learning how to paint.	2
16	3	0	0	1	0	2	2	1	1	0	1	1	3	3.0	7	2	1	2	2	1	If one desires a meaningful life, they must learn the necessary skills to become proficient	2
21	0	1	2	0	1	1	3	0	4	0	2	1	5	4.0	6	3	1	2	3	2	Before she went to sleep she tidied her desk, first putting away her papers, and checking each drawer carefully	2
22	2	1	1	0	1	3	6	0	1	0	1	1	3	5.0	9	2	1	1	2	1	Before investing any money in the stock market, I made sure to research the company's financial statements and projections thoroughly	2
43	5	5	1	1	1	3	7	0	4	0	3	4	7	7.0	22	5	3	2	5	2	Before going on stage to sing my favorite song, I made sure to warm up my voice by humming scales and practicing intricate melodies for at least an hour, so that I could confidently hit all of the high notes.	2
9	0	0	1	1	0	2	2	0	0	0	2	0	1	3.0	4	1	1	0	0	0	No problem, here's the requested sentence:   While I was studying the art of tattooing, I dedicated my time and energies by working non-stop in the studio for long stretches of several months	2
27	3	1	1	0	2	0	6	0	5	0	2	0	6	6.0	7	4	2	3	4	2	   When I began to wear dresses, I experimented with numerous styles and cuts, choosing garments that accentuated my slender figure and highlighted my long legs	2
49	2	6	1	0	3	5	14	0	2	4	5	1	4	6.0	18	3	2	2	3	1	As I walked into the exhibition, the curator, Gordon S. Barrass, drew my attention to the subtle nuances of brush and ink techniques in Wei's works, often incorporating complex layering and shading to achieve a sense of texture and depth in each piece.	2
34	1	6	0	2	0	5	9	0	4	0	2	1	4	7.0	12	3	2	4	2	1	While I was waiting for the results of a test at the hospital, I read some old magazines from the 1960s which featured advertisements for products whose popularity has waned over time.	2
28	2	1	2	2	1	3	5	0	3	0	2	1	5	5.0	17	3	0	2	3	3	If you are considering wearing a red dress to impress your date with an impressive silhouette, you had better check the weather forecast and dress accordingly. 	2
38	4	6	1	2	1	4	10	0	4	0	1	0	4	6.0	31	3	3	3	1	0	As a child I was forced to perform many tasks at a younger age than my peers and when I tried performing in front of a group my first experience with adult diapers was a humiliating one.	2
22	2	0	0	2	1	3	5	0	3	0	2	1	3	4.0	11	2	1	2	3	1	If I were granted a magic paintbrush and a blank canvas, I would let my imagination unleash an ethereal dreamscape.	2
38	7	4	1	2	1	2	10	0	1	2	3	1	4	5.0	20	2	0	3	3	2	If Wei could incorporate his profound mastery of classical technique with the bold innovations of a modern sensibility, future exhibitions would undoubtedly attract international attention and inspire new generations of ink practitioners, curator Barrass prophesized.	2
46	2	6	1	2	1	4	13	0	4	0	1	3	7	8.0	14	6	6	1	4	0	I've been preparing for this moment my entire life, honing my craft by dedicating hours each day to studying my skills in front of a mirror to perfect the technique before launching out to perform live in public to critical acclaim and world tours	2
26	2	1	6	1	1	1	3	0	4	0	3	0	4	4.0	15	2	1	2	3	1	Always wearing the most expensive clothes, and always wearing them well, my mother never paid much attention to what she had done before. 	2
23	2	2	3	1	0	0	4	0	3	0	2	2	4	6.0	7	4	2	3	1	2	When I started taking singing lessons, I initially felt nervous about performing publicly because I was worried about judgement from others.	2
16	2	1	1	0	0	3	4	1	0	0	1	0	3	6.0	4	2	2	0	3	0	Generate a sentence with 2 subordinate propositions preceding the main clause using the words above. Write only the sentence, without adding further text and without explanations	2
21	2	2	0	0	1	1	4	0	4	0	1	1	4	5.0	7	2	1	1	2	1	  Before trying on my new dress, I made sure to match my accessories and check my makeup in the mirror	2
22	2	0	0	1	1	2	7	0	1	0	0	1	5	6.0	5	3	2	1	5	1	Before going public we will conduct thorough market research and analyze industry trends to determine the optimal time to launch the product	2
38	3	1	1	1	1	2	12	0	5	0	3	2	6	7.0	10	4	3	2	6	1	Before I started my first business, I had spent years honing my marketing skills by creating flyers twice a week to promote events in my local neighborhood community center, and developing a detailed marketing plan. 	2
32	6	2	3	0	2	0	4	0	5	0	2	1	5	6.0	10	4	2	3	2	2	When I learned to use different colors in my art I became more confident and prolific, as my newfound creativity allowed me to experiment freely with novel and unexpected approaches. 	2
29	2	1	2	1	1	1	6	0	4	0	4	2	5	5.0	9	2	1	1	4	1	Before starting my new job, I had carefully prepared by thoroughly researching the company, practicing my presentation, and rehearsing my responses to common interview questions.	2
16	2	0	3	1	0	0	2	0	2	0	1	1	3	6.0	12	3	0	2	1	3	When I began experimenting with wearing women's high heels I was still relatively young. 	2
23	1	2	1	2	1	3	6	2	0	0	3	0	2	4.0	9	0	0	2	0	0	Two weeks prior to the event, confirmations were sent to the guests, and the venue was booked three months beforehand.	2
34	2	1	5	4	1	1	3	0	5	0	2	3	6	4.0	11	3	1	4	2	2	  If you are going to wear bold lips, you may as well go all out and commit to them; otherwise it can look as if you’re wearing a cheap Halloween costume	2
32	2	2	2	2	2	2	7	0	4	0	3	1	5	6.0	6	4	3	2	3	1	When I was young, every morning I would watch my parents get ready for work, carefully selecting outfits and styling their hair and makeup before heading out the door. 	2
28	5	0	2	3	0	3	6	0	1	0	2	1	3	6.0	16	2	0	2	3	2	If the symphony conductor had not taken such drastic steps to quiet the distractingly noisy percussionist, the performance may have never attained its full emotional potential. 	2
31	3	1	3	1	3	1	5	0	3	0	4	1	5	5.0	10	3	1	3	2	2	When I first began wearing women's lingerie, I was very young, and despite feeling vulnerable and exposed, I felt a newfound sense of freedom and liberation.	2
22	3	0	0	1	1	1	4	0	3	0	2	1	5	5.0	15	2	0	2	3	2	While attending my first piano performance, which showcased numerous intricate techniques, I couldn't help but notice the captivated audience	2
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	2
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	2
33	4	1	2	0	2	2	7	0	1	0	3	1	7	4.0	13	5	2	1	5	3	 Before deciding to start wearing lingerie, I thoroughly investigated various styles and materials to ensure a perfect fit, and also considered the opinions of close friends to guarantee ultimate comfort.	2
28	6	3	2	0	0	2	7	0	0	2	2	0	4	4.0	24	3	3	1	3	0	Several virtuosos use a variety of different techniques when performing musical pieces, sometimes incorporating several different art forms into a single work, according to Gordon S	2
40	4	2	2	1	2	2	9	0	2	0	4	2	7	5.0	22	5	4	2	2	1	Before embarking on the project, several expert opinions were sought on the best strategy to follow and appropriate materials to use; however, despite receiving sound advice, we ultimately chose to pursue our own vision and intuition	2
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	2
40	2	5	2	2	0	5	8	0	2	6	2	2	3	7.0	23	3	1	4	1	2	Bruce, whose parents met at the University of Chicago where the elder Mr. Nadler received a graduate degree in Business, was conceived during a conversation about whether the school's business program was too rigorous for its undergraduates	2
9	0	0	1	1	0	1	1	0	1	0	1	1	2	2.0	4	1	1	1	1	0	I have generated the response as requested below.	2
33	5	3	3	0	0	1	6	0	5	0	3	2	5	5.0	12	4	2	2	3	2	After mastering the ancient techniques passed down through my lineage, I successfully created exquisite pieces that earned international recognition for their refined beauty, before embarking on my artistic journey abroad. 	2
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	2
31	3	3	1	0	0	1	5	0	0	4	4	1	6	5.0	22	5	5	2	1	0	上周の月曜日 前に会った人 専門家的見解 都を基に 新商品の開発 を開始するまで 継続的に 研究をおこなう  ( Translated )  Last Monday of the previous week Met with people before Expert opinions based on Started developing new products Continuously researching  	2
81	9	9	5	6	2	4	13	0	9	1	6	4	11	10.0	43	10	9	5	4	1	Before putting any clothes on my baby girl, she wanted to be put into her favorite pair of footed sleeper first, because it would be so comfy and she loved how the little feet detail made it look just perfect for a baby girl like her; so she would be able to take a long nap after being changed into her soft and delicate lullaby-patterned pajamas before going to bed, snuggled up with Mommy. 	2
53	4	5	6	3	1	6	9	0	2	4	4	1	5	6.0	32	5	5	5	2	0	  Whenever I'm in Tokyo, I always make a point to visit Tsukiji Fish Market early in the morning, before the crowds arrive and the inner sanctum is open only to locals; the vendors are usually too busy preparing for the day's sales to bother with uninvited outsiders.	2
20	2	1	2	0	0	2	4	0	2	0	2	0	3	5.0	12	2	0	1	2	2	When first starting to wear woman's lingerie, as a young girl I found it a bit restrictive. 	2
23	0	2	2	4	0	2	2	0	3	0	2	2	4	6.0	17	3	0	3	1	3	If you have never seen a cat that can stand up while walking on a tightrope, you will surely be surprised. if it can stay there for a long time without any training, you'll be astonished even more.	2
32	2	2	2	2	2	0	5	0	7	0	2	1	5	6.0	15	3	1	3	3	2	If you start to wear women's clothing and feel happy with it, perhaps you may discover new things about yourself and your gender expression, which may surprise even yourself	2
20	1	2	2	0	1	1	6	0	2	0	2	0	3	4.0	9	2	0	2	1	2	When we started going to art museums regularly, our kids developed a keener understanding of technique and style. 	2
43	3	4	0	4	2	1	6	1	7	0	4	1	7	6.0	15	5	3	3	3	2	If your “large undertaking” is anything that can’t be completed in one sitting, make a record of little parts of it that you can complete today, and make certain to follow through and take motion to accomplish them	2
26	1	1	1	1	1	2	5	0	2	0	3	3	6	5.0	20	5	1	2	2	4	After exhausting every resource and technique known to the field, if it still looks like nothing else will work, try using brute force.	2
32	2	4	2	0	2	5	8	0	2	0	4	0	3	5.0	13	1	0	2	1	1	Sporting a new pair of stilettos and a silk robe, I finally felt like a real woman, and with every step, the heels sunk deeper into my skin. 	2
68	4	11	1	5	0	9	12	0	5	6	7	1	6	7.0	28	7	7	4	1	0	"The black race has been the only means through which the evil of our worlds is able to manifest, according to what Pastor Jeffs, leader of the group known as the Family, told the Southern Poverty Law Center for its ""Intelligence Report,"" by being used for the evil that is brought down upon all peoples throughout history, regardless of the consequences"	3
59	5	4	1	3	2	9	12	0	3	0	2	5	10	12.0	18	9	9	5	4	0	The newcomer was seen as so insignificant that the firm decided to assign him a small job without supervision or proper guidance to ensure maximum humiliation, because the manager suspected that the individual was a mole and wanted to know if he would report his every move, as revealed by the memo leaked by the anonymous source	3
47	6	5	5	4	2	5	7	0	5	0	3	0	4	7.0	18	4	2	4	2	2	The darkest secret of all that is human, as our most distant and recondite fear confesses, may well concern an ancient race of giants on this continent, who built cities that we still cannot explain and were here long before the first humans	3
44	3	4	0	2	2	7	5	0	1	8	2	2	7	7.0	16	6	1	3	2	5	Having witnessed firsthand the atrocities committed by both the KKK and Antifa, I have come to believe that these groups have no place in a civilized society, Dr. McKenzie proclaims as quoted by The New York Times Magazine in a recent interview	3
93	14	7	9	1	6	6	16	0	3	2	11	1	11	10.0	35	7	7	2	6	0	After years of oppressive British colonialism, the Nigerian state was eventually able to gain independence, but not without experiencing a tumultuous post-colonial era characterized by political instability and economic hardship; nevertheless; however, despite these challenges; in addition, Nigeria managed to become the most populous country in Africa, possessing both an impressive cultural heritage and vast natural resources; thus allowing it not only to maintain its sovereignty but also slowly begin to modernize and establish a more stable foundation for its future.	3
42	5	5	2	3	2	1	11	0	1	0	5	1	6	7.0	30	4	2	1	3	2	Having gone through rigorous research, conducting extensive fieldwork studies in a deserted area, and taking precise measurements of temperature levels before and after sunrise, it can be authoritatively stated that sand grains, when tempered, have unparalleled strength	3
50	3	6	1	5	2	6	10	0	4	3	4	1	3	5.0	28	3	3	3	1	0	The black race is the people who have carried the devil s burden to humanity via the devil s imprint in their original father, Cain, and it has always been through them that evil has come to the world, according to some preachers and theological scholars. 	3
8	1	1	0	0	0	1	1	0	2	0	1	0	1	4.0	3	0	0	0	0	0	     Is there anything wrong with this output?  No, there isn't.	3
41	3	2	1	5	0	3	11	0	2	1	4	0	5	7.0	25	5	0	3	2	5	Having been able to use this technique multiple times to avoid paying bills we couldn't affords, the credit card company's offer was an unexpected source of evil, Jeffs would later admit, in his court testimony. 	3
