n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	SCONJ_constraint
16	1	0	2	2	0	4	1	4	0	2	0	0	0	1	2	1	0	4.0	1	5	The dog chased the ball into the park, where it played with the children.	1
14	1	1	2	0	0	2	2	1	0	1	0	2	2	1	2	1	0	3.0	1	6	The book is inspiring, although I have already read it several times.	1
19	3	0	2	2	0	4	1	3	0	3	0	0	0	1	2	1	0	4.0	1	6	The cat slept soundly, so I quietly slipped out of the house to grab some midnight snacks.	1
13	0	0	2	2	1	3	0	3	0	2	0	0	0	0	2	0	0	3.0	0	8	The cat jumped onto the table, and the book fell off.	1
10	2	1	1	0	0	2	0	2	0	2	0	0	0	1	2	0	0	3.0	1	5	The cat slept soundly while the music played softly.	1
17	0	1	2	1	0	5	1	3	0	4	0	0	0	3	2	2	0	6.0	3	5	The students completed the homework assignment, ensuring that they understood the concepts covered in class.	1
15	2	0	2	1	0	4	0	4	0	1	0	0	1	0	1	1	0	3.0	0	8	The student completed the assignment diligently, albeit the challenging nature of the task.	1
13	0	1	2	0	0	3	0	3	0	0	0	2	2	1	2	0	0	3.0	1	8	The movie was excellent, although the ending was a bit anticlimactic.	1
12	1	1	1	0	0	4	0	3	0	2	0	0	0	1	1	2	0	3.0	1	5	The student completed the homework diligently after reviewing the class notes.	1
12	1	0	2	0	1	3	0	3	0	2	0	0	0	0	2	1	0	3.0	0	7	The dog chased the ball, and the ball rolled away.	1
18	1	1	2	1	0	4	2	4	0	3	0	0	0	2	3	2	0	5.0	2	5	The dog chased the ball until it reached the park, where it played with the children.	1
13	1	0	2	1	0	1	2	1	0	1	0	2	1	0	2	1	0	2.0	0	6	The book was captivating, so I couldn't put it down.	1
13	0	0	2	1	1	4	0	3	0	2	0	0	0	0	2	1	0	3.0	0	9	The dog played fetch in the park, and the children cheered.	1
14	0	0	2	2	1	3	1	3	0	2	0	0	0	0	2	0	0	3.0	0	7	The cat jumped onto the table, and it landed on the cake.	1
15	0	0	2	2	1	4	0	4	0	2	0	0	0	0	2	0	0	3.0	0	8	The cat leaped onto the table, and the book fell off the shelf.	1
11	0	1	2	0	0	2	0	2	0	1	0	2	1	1	2	0	0	3.0	1	6	The movie was engaging, although the plot was predictable.	1
13	1	0	2	1	0	1	2	1	0	1	0	2	1	0	2	1	0	2.0	0	6	The book was captivating, so I couldn't put it down.	1
13	2	1	1	1	0	3	0	3	0	2	0	0	0	1	2	0	0	3.0	1	6	The cat slept soundly as the rain softly fell on the garden.	1
11	2	0	2	0	1	2	0	2	0	2	0	0	0	0	2	0	0	3.0	0	6	The sun shone brightly, and the flowers bloomed profusely.	1
25	1	0	6	1	1	5	2	4	0	3	1	1	0	2	2	2	0	6.0	2	6	"No problem, here is a sentence with one subordinating conjunction: ""The student read the book, and he enjoyed it."""	1
25	2	0	3	2	1	7	0	6	0	3	0	0	1	1	2	3	0	5.0	1	10	The dog chased the ball up the tree, and the wind blew the leaves down, thereby creating a delightful symphony of sound.	2
17	1	0	3	0	1	2	1	2	0	2	0	4	1	1	3	0	0	3.0	1	11	The book had been finished, and the movie was watched, so I was satisfied.	2
17	3	2	3	0	0	3	0	3	0	3	0	0	0	2	3	0	0	4.0	2	6	The cat slept soundly, while the dog barked loudly, until the sun shone brightly.	2
17	0	1	3	1	1	4	0	4	0	3	0	0	0	1	3	0	0	3.0	1	13	The cat sat on the mat, while the dog slept, and the parrot chirped.	2
19	2	0	3	0	1	2	3	2	0	3	0	1	2	1	3	3	0	3.0	1	11	The book was captivating, and it left me wanting more, so I read the sequel immediately.	2
23	1	0	3	2	1	6	0	6	0	3	0	1	0	1	3	1	0	5.0	1	10	The dog chased the ball down the hill, and the ball landed in the river, where the cat was waiting.	2
15	0	0	3	2	1	3	0	3	0	3	0	0	0	0	1	0	0	3.0	0	8	The cat jumped onto the table, roared, and played with the toy.	2
24	0	1	3	2	1	4	2	4	0	2	0	3	2	1	3	0	0	4.0	1	8	The delicious cake was enjoyed by everyone, although it was a trifle, and the guests were treated to a wonderful time.	2
19	1	0	4	0	2	3	0	3	0	1	0	3	2	0	3	0	0	4.0	0	8	The movie was thrilling, but the plot was predictable, and the characters were well-developed.	2
19	1	0	3	1	1	2	2	2	0	1	0	3	2	0	3	1	0	3.0	0	12	The book was captivating, and the characters were relatable, so I couldn't put it down.	2
29	1	1	3	2	1	4	3	3	0	4	0	3	3	1	4	1	1	4.0	2	13	The book I am reading is engaging, and it provides many insights into the human condition, though it doesn't always stick to a clear plotline.	2
19	1	0	3	1	1	2	2	2	0	1	0	3	2	0	3	1	0	3.0	0	12	The book was captivating, and the characters were relatable, so I couldn't put it down.	2
18	1	0	3	1	1	4	0	4	0	3	0	0	0	1	2	1	0	4.0	1	8	The cat jumped over the fence, and the dog ran in, to catch the ball.	2
21	0	1	3	2	1	6	0	5	0	3	0	0	0	1	3	1	0	4.0	1	8	The cat leaped onto the table, and the dog followed suit, while the fish swam beneath the water.	2
19	1	1	3	1	1	4	1	4	0	3	0	0	0	1	3	1	0	4.0	1	7	The dog chased the ball, and the cat chased after it, while the wind blew fiercely.	2
23	2	0	4	1	1	5	0	5	0	4	0	0	1	2	2	2	0	4.0	2	13	The dog raced quickly through the park, chasing the butterfly, and the bird flew overhead, creating a delightful melody.	2
21	1	0	3	1	1	4	3	3	0	2	0	1	2	1	3	2	0	4.0	1	8	 The student completed the homework, and he received a good grade, therefore he was proud of his accomplishment.	2
19	1	0	3	0	1	5	0	4	0	3	1	1	0	0	3	2	0	4.0	0	8	The cat chased two mice, and the dog chased the cat, so the mice were caught.	2
25	0	0	3	1	2	5	1	5	0	1	0	2	5	0	3	1	0	3.0	0	16	The coffee was bitter, yet the cream made it smooth, and the warm beverage was a welcome relief on a cold day.	2
19	0	1	2	1	1	2	4	1	0	4	0	1	0	2	3	2	0	3.0	2	7	The book's plot captivated me, and I couldn't put it down until I finished reading.	2
27	1	1	4	2	1	4	3	2	0	4	0	2	3	3	3	1	0	5.0	3	12	The book was captivating, as it contained many thrilling stories, and I was immersed in its pages, thus feeling captivated by the narrative.	2
21	2	1	3	1	1	5	0	5	0	3	0	0	0	1	3	1	0	4.0	1	10	The cat chased the mouse up the tree, and the bird flew alongside, as the sun shone brightly.	2
23	1	1	3	2	1	4	1	3	0	3	0	3	1	1	3	0	0	3.0	1	9	The cake was sliced into small pieces, and the fruit was distributed amongst the guests, although they had already eaten.	2
22	0	1	3	2	1	4	2	4	0	4	0	0	0	2	3	1	0	4.0	2	8	The cat jumped over the fence, and the dog chased after it, while the owner ran to catch them.	2
18	0	1	3	1	1	5	2	2	0	3	0	0	0	1	2	3	0	4.0	1	6	The students completed the homework, although they had difficulties, and presented their projects on time.	2
20	1	1	2	2	1	5	0	5	0	3	0	0	0	1	3	0	0	3.0	1	12	The cat perched on the mat while the dog slept, and the clock ticked loudly throughout the night.	2
17	0	1	3	0	1	3	1	3	0	1	0	2	2	1	3	1	0	4.0	1	7	The movie was entertaining, and the audience enjoyed it, although the plot was predictable.	2
25	1	1	3	2	1	6	3	4	0	3	0	1	0	1	3	3	0	4.0	1	10	The students prepared a presentation on astronomy, and they presented their findings to the class, as they had researched the topic extensively.	2
24	2	1	5	0	1	4	0	4	0	3	0	2	2	2	3	1	0	3.0	2	20	The student presented a well-structured report, although the data was incomplete, and therefore, the conclusions drawn were inaccurate.	2
22	2	0	3	2	1	3	2	3	0	3	0	2	1	0	2	0	0	3.0	0	14	The cake was sliced evenly, and the portions were distributed among the guests, so there was enough for everyone.	2
23	0	1	3	3	1	6	0	6	0	3	0	0	0	1	3	0	0	4.0	1	8	The cat leapt onto the mat, and the dogs played beneath the tree, while the birds sang in the sky.	2
28	1	0	3	3	2	6	0	5	0	3	0	3	2	0	3	0	0	4.0	0	20	The cake was sliced into equal pieces, and the portions were distributed amongst the guests, but the most delicious piece was reserved for the host.	2
21	0	0	3	2	2	5	0	5	0	4	0	0	0	1	3	0	0	3.0	1	16	The cat chased after the mouse, and the dog ran after the cat, but the fish stayed put.	2
17	3	1	3	0	1	3	0	3	0	3	0	0	0	1	3	0	0	4.0	1	6	The sun shone brightly, and the birds chirped merrily, while the flowers bloomed magnificently.	2
23	3	0	3	1	1	4	5	2	0	2	0	1	1	0	3	2	0	4.0	0	7	The book was a gift from my grandfather, and I read it last night, so I enjoyed it very much.	2
20	0	0	3	3	1	5	1	4	0	2	0	0	1	0	1	2	0	3.0	0	13	The student completed the homework, despite the challenging nature of the task, and submitted it on time.	2
22	2	1	2	1	1	4	3	3	0	1	0	2	2	1	2	1	0	4.0	1	5	The book was a thrilling read, despite its predictable plot and the fact that I had already read it before.	2
19	2	0	3	1	0	2	2	2	0	2	0	3	2	1	3	0	0	4.0	1	6	The book is captivating, however, I am distracted by the loud music which is playing simultaneously.	2
23	1	0	3	2	1	4	1	4	0	3	0	2	1	1	3	0	0	5.0	1	10	The weather was pleasant, and the flowers were blooming, so I decided to go for a walk in the park.	2
17	2	0	3	0	1	2	2	2	0	3	0	1	1	1	3	1	0	5.0	1	5	The weather was rainy, so I stayed home, and I finished reading a book.	2
26	1	2	3	2	1	4	2	4	0	3	0	3	1	1	3	1	0	4.0	1	10	The cake was sliced with a sharp knife, and the fruit was arranged neatly in a bowl, so that everyone could enjoy it.	2
18	1	0	3	0	1	4	1	4	0	3	0	1	0	0	3	2	0	4.0	0	7	The student completed the homework, and the teacher graded it, so the grading was completed.	2
21	1	0	3	3	1	4	2	3	0	3	0	1	0	0	3	0	0	4.0	0	9	 The cat jumped onto the table, and the dog was chasing after it, so they played for hours.	2
21	2	0	4	2	1	4	0	4	0	4	0	0	0	2	1	1	0	4.0	2	9	The cat leapt onto the fence, climbing swiftly, and crossed the creek, racing excitedly to the park.	2
21	3	1	3	0	1	4	0	4	0	4	0	0	1	2	3	1	0	4.0	2	11	The cat slept soundly while the rain fell softly, and the flower bloomed vibrantly, creating a peaceful atmosphere.	2
19	2	0	3	1	1	4	1	4	0	3	0	0	0	0	3	0	0	4.0	0	8	The cat chased after the ball, and the dog joined in, so they played all day.	2
21	1	0	3	0	1	4	1	4	0	2	0	2	3	0	3	1	0	3.0	0	11	The coffee was steaming hot, and the bread was fresh, so I enjoyed a warm breakfast this morning.	2
23	1	0	3	2	1	5	2	6	0	3	0	0	0	0	3	1	0	4.0	0	8	The cat jumped over the fence, and the dog chased it, so they ran all the way to the park.	2
20	1	0	3	2	1	5	1	4	0	3	0	0	0	1	2	1	0	3.0	1	12	The dog ran to the park, chasing the ball, and the child waited patiently for his arrival.	2
17	3	1	3	0	1	3	0	3	0	3	0	0	0	1	3	0	0	3.0	1	12	The cat slept soundly, as the wind blew softly, and the moon shone brightly.	2
18	0	0	3	3	1	4	0	4	0	3	0	0	0	0	1	0	0	3.0	0	11	The cat chased after the ball, swam across the river, and jumped onto the tree.	3
18	0	0	3	3	1	4	0	4	0	3	0	0	0	0	1	0	0	3.0	0	11	The cat jumped over the fence, ran across the park, and played with the ball.	3
21	0	1	3	1	1	3	1	3	0	3	0	5	0	1	3	0	0	4.0	1	9	The book is being read by me, and the story is being written, while the music is playing.	3
26	1	0	4	1	1	5	2	3	0	3	0	3	2	1	4	1	0	4.0	1	15	The coffee was cold, the bread was stale, and the TV was broken, yet I managed to finish my homework on time.	3
27	0	1	4	0	2	6	0	6	0	0	0	4	4	1	4	0	0	4.0	1	22	The sandwich was delicious, although the bread was a bit stale, and the vegetables were fresh, yet the cheese was a little overripe.	3
33	0	0	4	4	2	11	1	4	0	7	0	0	0	2	2	4	0	6.0	2	17	The team presented a proposal that included a review of existing systems, identified areas for improvement, and suggested a plan for implementation, resulting in increased efficiency and cost savings.	3
29	2	2	4	2	1	6	1	5	0	5	0	0	0	3	4	0	0	4.0	3	24	 The cat sat on the mat, waiting for her owner to come home, while the dog barked at the gate, and the birds flew freely.	3
20	0	1	3	2	1	5	0	5	0	3	0	0	0	1	3	0	0	3.0	1	13	The cat chased after the toy, while the dog slept, and the fish swam in the pond.	3
26	1	1	3	1	1	7	5	3	0	4	0	0	0	2	4	4	0	6.0	2	8	The student prepared her presentation while her friends offered suggestions, after which she delivered the speech smoothly, and the audience applauded her performance.	3
19	0	1	3	1	1	5	0	5	0	3	0	0	0	1	3	1	0	3.0	1	12	The dog chased the ball, while the cat slept, and the bird flew to the tree.	3
23	0	1	3	3	1	6	0	6	0	3	0	0	0	1	3	0	0	4.0	1	8	The cat jumped onto the mat, and the dog chased after the ball, while the fish swam in the tank.	3
25	1	0	4	0	3	4	0	4	0	1	0	4	4	0	4	0	0	3.0	0	18	The coffee was cold, the bread was stale, and the music was playing loudly, yet the atmosphere was warm and inviting.	3
22	1	0	4	3	1	4	0	4	0	4	0	0	1	1	1	0	0	4.0	1	11	The dog chased after the ball, ran alongside the tree, and barked excitedly, resulting in a playful afternoon.	3
29	1	0	5	2	1	3	6	2	0	3	0	2	3	0	4	2	1	4.0	1	12	 The book, which I read last night, was captivating, so I couldn't put it down, and I finished it within a few hours.	3
17	0	1	3	0	1	3	0	3	0	0	0	3	3	1	3	0	0	3.0	1	12	The movie was entertaining, although the plot was predictable, yet the characters were relatable.	3
17	0	1	3	0	1	1	3	1	0	2	0	2	2	2	3	1	0	3.0	2	8	The book was captivating, yet I struggled to finish it, because I was busy.	3
22	0	1	4	2	1	6	1	4	0	3	0	0	0	1	1	3	0	3.0	1	15	The student completed the assignment, despite the challenges, after completing the reading materials, and submitted it on time.	3
29	2	0	4	1	2	7	0	5	0	5	0	1	2	2	1	3	0	5.0	2	22	The student completed the homework successfully, having finished the reading assignment, yet feeling challenged by the complex grammar structure, and ultimately achieved a high grade.	3
26	1	0	4	2	1	6	0	6	0	5	0	0	0	3	2	2	0	6.0	3	12	The dog chased the ball, running towards the park, and the cat followed along, hoping to catch a glimpse of the action.	3
18	0	0	3	3	1	4	0	4	0	3	0	0	0	0	1	0	0	3.0	0	11	The cat chased after the ball, jumped over the table, and ran down the stairs.	3
26	0	1	3	1	1	6	0	5	0	3	1	1	4	1	3	2	0	4.0	1	9	The cake was sliced into three pieces, and the youngest child took the smallest piece, while the eldest child took the largest piece.	3
20	0	0	3	1	1	6	0	5	0	1	0	0	3	0	1	1	0	3.0	0	10	The movie captivated the audience with a captivating plot, a thrilling climax, and a memorable character arc.	3
29	1	0	4	1	1	4	8	1	0	5	0	1	2	2	4	4	0	6.0	2	13	The book captivated me, therefore I read it multiple times, and I was captivated by its characters, which inspired me to write my own story.	3
20	0	0	4	2	1	5	0	4	0	4	0	0	0	1	1	2	0	5.0	1	7	The dog barked, chased the butterfly, and ran after the wind, creating a whirlwind of joy.	3
24	0	1	3	2	1	8	3	3	0	3	0	0	0	1	3	3	0	4.0	1	10	The student wrote a report on quantum physics, while her friend researched astrobiology, and she presented their findings to the class.	3
13	1	0	3	0	1	1	3	1	0	3	0	0	0	0	1	3	0	2.0	0	8	I bought a book, read it, and enjoyed it immensely.	3
23	0	0	4	3	1	5	0	6	0	3	0	0	1	0	1	1	0	5.0	0	10	The dog chased the ball, ran after the cat, and played with the rope, all at the same time.	3
23	1	1	3	2	0	6	1	6	0	3	0	0	0	2	3	2	0	5.0	2	8	The dog chased the ball to the park, where it played with the children, while the musician played the violin.	3
17	0	0	3	2	1	4	0	4	0	3	0	0	0	0	1	1	0	3.0	0	10	The dog chased the ball, ran after the cat, and jumped over the fence.	3
21	0	0	3	3	1	5	0	5	0	3	0	0	1	0	1	1	0	3.0	0	10	The dog chased the ball, ran after the car, and leaped over the fence at the same time.	3
25	1	1	4	1	1	4	3	3	0	3	0	1	2	2	3	2	0	4.0	2	11	The student completed the assignment, despite her challenges, because she was determined to succeed, and therefore she received a good grade.	3
21	1	0	4	2	1	4	0	4	0	4	0	0	1	1	1	1	0	4.0	1	9	The cat leapt onto the table, purred happily, and played with the toy, creating a joyful scene.	3
18	0	0	3	3	1	4	0	4	0	3	0	0	0	0	1	0	0	3.0	0	11	The cat chased after the mouse, ran after the dog, and jumped over the fence.	3
27	0	1	4	3	1	7	0	7	0	4	0	0	0	2	3	1	0	3.0	2	20	The cat sat on the mat, eating a banana, while the dog slept under the tree, and the fish swam in the pond.	3
20	3	2	3	1	0	4	0	4	0	3	0	0	0	0	3	0	2	4.0	2	11	Although the sun shone brightly, because the wind blew fiercely, the waves crashed angrily onto the shore.	3
21	0	0	3	4	1	5	0	3	0	3	0	1	1	1	1	0	0	4.0	1	11	The cake was sliced into small pieces, distributed among the guests, and enjoyed with a glass of juice.	3
15	1	0	3	1	1	3	0	3	0	3	0	0	0	0	1	1	0	3.0	0	10	The dog chased the ball, jumped over the fence, and barked loudly.	3
22	2	1	3	1	1	3	1	3	0	4	0	2	0	2	3	1	0	3.0	2	17	 The dog barked angrily, although the owner was trying to calm him down, and the child was playing nearby.	3
