n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	ADJ_constraint
7	0	0	1	0	0	1	0	1	0	1	0	2	1	0	1	0	0	2.0	0	3	A single apple was being eaten.	0
11	0	0	3	1	0	2	1	2	0	1	0	1	0	0	1	1	0	2.0	0	5	" ""I am writing this sentence without any adjectives."""	0
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The wind blew swiftly through the park.	0
8	1	0	1	1	0	2	0	1	0	1	1	0	0	0	1	0	0	2.0	0	3	The clock chimes at exactly four o'clock.	0
9	0	0	3	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	" ""A train travels along the tracks."""	0
4	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	 The clock ticked.	0
9	0	0	1	1	0	2	1	2	0	1	0	1	0	0	1	1	0	2.0	0	5	 I am writing this sentence without any adjectives.	0
5	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	1	0	2.0	0	1	 The clock strikes seven.	0
9	0	0	3	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	" ""The cat jumps on the mat."""	0
6	1	0	1	0	0	1	0	1	0	1	1	0	0	0	1	1	0	2.0	0	2	The clock strikes eight precisely.	0
15	0	0	3	2	0	5	0	3	0	1	0	1	0	0	1	0	0	3.0	0	6	"A verb phrase with no adjectives is ""Running to the bus stop""."	0
14	0	0	3	1	0	3	1	2	0	2	0	1	0	1	1	1	0	3.0	1	5	" ""Tomorrow I am going to the store to buy some groceries."""	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	A train travels through the countryside.	0
7	0	0	2	0	0	2	1	1	0	1	0	0	0	0	1	1	0	2.0	0	3	Yesterday, I read a book.	0
7	0	0	3	0	0	1	1	1	0	1	0	0	0	0	1	1	0	2.0	0	1	" ""A pencil sharpens itself."""	0
10	0	0	4	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	3	" ""Today, I went to the park."""	0
7	0	0	1	1	0	2	0	1	0	1	0	1	0	0	1	0	0	2.0	0	2	A pen is used for writing.	0
7	0	0	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	2.0	0	3	 I am walking to the park.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumps onto the table.	0
7	1	0	1	1	0	2	0	1	0	1	0	0	0	0	1	0	0	2.0	0	3	The clock chimes precisely at noon.	0
5	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	2	The apple is ripe.	0
15	0	0	1	2	0	6	0	4	0	1	0	0	1	0	1	1	0	3.0	0	6	A verb phrase with a single action word formed the core of the sentence.	0
4	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	 The clock ticked.	0
11	0	0	1	2	0	4	0	2	0	1	0	0	1	0	1	0	0	2.0	0	6	The emerald dress sparkled with iridescent sheen under the moonlight.	1
10	0	0	1	1	0	3	0	2	0	1	0	1	1	0	1	0	1	4.0	1	6	The turquoise dress worn by the bride was breathtaking.	1
12	1	0	1	2	0	4	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The emerald dress in the garden shone brightly in the sunlight.	1
11	0	0	1	2	0	4	0	2	0	1	0	0	1	0	1	0	0	3.0	0	3	The vibrant crimson dress glowed with an aura of mystery.	1
10	0	0	1	1	0	3	0	2	0	1	0	0	2	0	1	1	0	3.0	0	4	The colorful flower in the garden attracted many bees.	1
9	0	0	1	0	0	3	0	2	0	1	0	0	2	0	1	1	0	2.0	0	3	The vibrant orange blossom adorns the springtime garden.	1
8	0	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	3	The red rose blossomed in the sun.	1
16	1	0	2	1	0	4	1	2	0	2	0	0	2	1	1	1	0	4.0	1	7	The vibrant red dress swayed gracefully across the dance floor, capturing everyone's attention.	1
11	1	0	1	1	0	2	0	2	0	1	0	0	3	0	1	0	0	2.0	0	5	The vibrant orange flower blossomed effortlessly in the sunny garden.	1
9	0	0	1	0	0	2	0	2	0	1	0	1	1	1	1	0	0	2.0	1	3	The blue sky was a sight to behold.	1
8	0	0	3	0	0	1	0	1	0	0	0	1	2	0	1	0	0	2.0	0	2	"""The red apple was sweet."""	1
13	0	0	1	1	0	4	0	2	0	2	0	1	1	1	1	0	1	4.0	2	7	The crimson dress adorned with delicate flowers was a sight to behold.	1
9	0	0	1	2	0	3	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The crimson dress stood out amidst the crowd.	1
8	0	0	1	0	1	1	0	1	0	0	0	1	3	0	1	0	0	2.0	0	2	The red rose was vibrant and captivating.	1
14	0	0	1	1	0	4	0	3	0	2	0	1	1	1	1	0	1	4.0	2	8	The crimson dress worn by the young woman was a sight to behold.	1
6	0	0	1	0	0	1	0	1	0	0	0	1	2	0	1	0	0	2.0	0	2	The orange fruit was sweet.	1
14	0	0	2	1	0	5	0	3	0	2	0	0	1	1	1	1	0	3.0	1	6	The vibrant emerald dress shimmered under the stage lights, captivating the audience.	1
10	1	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	The vibrant purple flower bloomed proudly in the sunshine.	1
8	0	0	1	0	1	1	0	1	0	0	0	1	3	0	1	0	0	2.0	0	2	The red rose was vibrant and fragrant.	1
6	0	0	1	0	0	1	0	1	0	0	0	1	2	0	1	0	0	2.0	0	2	The red rose is beautiful.	1
10	0	0	1	1	0	4	0	2	0	1	0	0	1	0	1	1	0	2.0	0	4	The vibrant flower bloom filled the garden with beauty.	1
14	1	0	2	1	0	3	1	2	0	2	0	0	2	1	1	1	0	3.0	1	6	The vibrant flower blossomed beautifully, showcasing its alluring petals to the passerby.	1
13	0	0	1	2	0	3	0	2	0	1	0	1	3	0	1	0	0	3.0	0	3	The vibrant coral reef was teeming with an array of colorful fish.	1
9	0	0	1	0	0	2	0	2	0	0	0	1	3	0	1	0	0	2.0	0	4	The vibrant green apple was a delectable treat.	1
8	0	0	1	0	1	1	0	1	0	0	0	1	3	0	1	0	0	2.0	0	2	The red apple is ripe and delicious.	1
16	0	0	1	1	1	4	0	4	0	0	0	1	4	0	1	0	0	3.0	0	4	The blue dress was a vibrant color and the perfect choice for the special occasion.	1
10	1	0	1	1	0	4	0	2	0	1	0	0	0	0	1	0	0	2.0	0	5	The crimson dress danced elegantly across the dance floor.	1
10	1	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	3.0	0	4	The vibrant red rose in the garden bloomed proudly.	1
11	0	0	1	2	0	3	0	2	0	2	0	0	1	0	2	0	1	3.0	1	6	A crimson rose blossomed with beauty on the dewy grass.	1
9	0	0	1	1	0	2	0	2	0	1	0	1	1	0	1	0	0	2.0	0	3	The red rose is blooming in the garden.	1
11	1	0	3	1	0	2	0	2	0	1	0	0	1	0	1	0	0	3.0	0	4	"""The red flower in the garden bloomed brightly."""	1
13	1	0	1	1	0	3	0	2	0	1	0	0	3	0	1	0	0	3.0	0	7	A vibrant orange rose bloomed brightly on the sun-soaked garden's border.	1
9	0	0	1	1	0	3	0	2	0	1	0	0	1	0	1	1	0	2.0	0	4	The vibrant flowers adorned the garden with colour.	1
12	1	0	1	1	0	2	0	2	0	1	0	0	4	0	1	0	0	2.0	0	6	The vibrant orange flower bloomed proudly amidst the lush green lawn.	1
16	0	0	2	2	0	4	1	3	0	4	0	0	0	2	1	1	0	4.0	2	5	The emerald dress sparkled under the moonlight, making it look like a glowing flame.	1
14	1	0	1	2	0	5	0	3	0	1	0	0	1	0	1	0	0	3.0	0	4	The vibrant plum blossom tree stood proudly in the center of the park.	1
17	0	0	2	2	0	5	1	2	0	1	0	1	3	1	1	1	0	3.0	1	6	The vibrant orange blossom blossoms are in bloom, filling the garden with their sweet fragrance.	1
12	0	0	1	1	0	4	0	3	0	1	0	0	2	0	1	1	0	2.0	0	6	A vibrant purple dress adorned the model at the fashion show.	1
16	1	0	2	2	0	4	1	3	0	2	0	0	1	1	2	0	0	3.0	1	5	The vibrant flower in the garden bloomed beautifully, its petals dancing in the breeze.	1
6	0	0	1	0	0	1	0	1	0	0	0	1	2	0	1	0	0	2.0	0	2	The red apple is sweet.	1
10	1	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	5	The red rose bloomed vividly under the warm sun.	1
16	0	0	2	2	0	6	0	2	0	2	0	0	2	1	1	1	0	3.0	1	6	The succulent cactus blossom burst into bloom, adorning the desert landscape with vibrant colors.	1
13	1	0	1	2	0	3	0	3	0	1	0	0	2	0	1	0	0	3.0	0	4	A vibrant green apple hangs tantalizingly from the branches of the tree.	1
10	1	0	1	1	0	2	0	2	0	2	0	0	1	0	2	0	1	2.0	1	5	A crimson rose bloomed gracefully in the sunny garden.	1
10	1	0	1	1	0	4	0	2	0	1	0	0	0	0	1	0	0	2.0	0	5	The crimson dress danced majestically across the dance floor.	1
10	1	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	The vibrant red dress danced gracefully across the runway.	1
19	1	0	2	3	0	5	0	4	0	2	0	0	2	1	1	1	0	4.0	1	7	The vibrant orange flower bloomed brightly in the sun, adding a splash of color to the garden.	1
10	0	0	1	0	0	3	0	2	0	1	0	0	2	0	1	1	0	3.0	0	4	The vibrant blue dress showcased the wearer's style.	1
11	1	0	2	0	0	2	1	1	0	2	0	0	2	1	1	1	0	3.0	1	3	The vibrant flower bloomed magnificently, showcasing its colorful petals.	1
10	1	0	1	0	1	2	0	1	0	0	0	1	3	0	1	0	0	3.0	0	3	The orange blossom flower is fragrant and aesthetically pleasing.	1
13	0	0	2	1	0	3	0	2	0	0	0	1	4	0	1	0	0	2.0	0	4	The fluffy, crimson painting was a vibrant display of abstract expressionism.	2
13	1	0	1	1	1	3	0	2	0	1	0	0	3	0	1	0	0	4.0	0	5	The vibrant purple and crimson dress danced gracefully across the dance floor.	2
11	0	0	2	0	0	2	0	2	0	1	0	1	2	1	1	0	0	2.0	1	4	 The blue, sparkly dress was a sight to behold.	2
13	0	0	1	1	2	4	0	2	0	1	0	0	2	0	1	1	0	4.0	0	4	The scarlet and emerald garment adorned the bride with elegance and grace.	2
10	0	0	2	0	0	3	0	2	0	1	0	1	1	0	1	0	0	2.0	0	4	 The crimson, antique painting was a treasured heirloom.	2
12	0	0	1	1	1	3	0	2	0	1	0	0	3	0	1	0	0	4.0	0	6	 The vibrant purple and luminous lavender dress danced in the wind.	2
17	0	0	2	1	1	5	1	2	0	2	0	0	3	1	1	2	0	4.0	1	5	The red and vibrant painting adorned the gallery wall, captivating visitors with its serene beauty.	2
25	1	0	3	2	0	6	1	4	0	2	0	0	6	1	2	1	0	4.0	1	10	The vibrant, antique clock stood proudly on the marble mantel, its weathered face reflecting the warm golden glow of the afternoon sun.	2
14	0	1	1	0	1	4	0	1	0	2	0	1	3	1	1	1	0	3.0	1	6	The antique emerald and glistening silver teacup are perfect for serving afternoon tea.	2
14	0	0	3	1	0	3	0	2	0	1	0	0	4	0	1	1	0	3.0	0	5	The vibrant, antique vase contained a collection of delicate, blossoming flowers.	2
12	1	0	1	1	1	2	0	2	0	1	0	0	3	0	1	0	0	4.0	0	5	 The delicate and vibrant flower bloomed gracefully in the warm sunshine.	2
17	0	0	1	2	1	5	1	2	0	2	0	1	2	1	2	0	0	4.0	1	5	The vibrant and fragrant rose garden was filled with blossoms that danced in the springtime breeze.	2
12	1	0	2	1	0	2	0	2	0	1	0	0	3	0	1	0	0	2.0	0	5	The quick, colorful parrot perched happily on the weathered branch.	2
12	1	0	2	1	0	2	0	2	0	1	0	0	3	0	1	0	0	2.0	0	5	The swift, vibrant bird chirped cheerfully in the emerald canopy.	2
23	1	0	2	3	1	7	1	3	0	2	0	0	2	1	1	1	0	4.0	1	8	The crimson and vibrant scarf gracefully flowed around the young woman's neck, adding a touch of elegance to her attire.	2
19	0	0	2	2	1	5	0	4	0	2	0	0	3	1	1	2	0	4.0	1	6	The vibrant and colorful painting displayed a variety of hues, creating a captivating impression on the viewer.	2
15	0	0	1	1	1	4	1	2	0	1	0	0	3	0	1	1	0	4.0	0	8	The vibrant and colorful painting captured the viewer's attention with its captivating beauty.	2
15	0	0	1	1	1	4	1	2	0	2	0	1	2	0	1	0	0	4.0	0	11	The antique book with its faded cover and worn pages is a treasured possession.	2
15	0	0	2	1	1	4	0	2	0	1	0	0	4	0	1	1	0	4.0	0	4	The vibrant, colorful painting displayed a stunning array of textures and vibrant hues.	2
20	0	0	3	2	1	5	0	3	0	0	0	1	5	0	1	0	0	3.0	0	10	A vibrant, captivating sentence with a mischievous, vibrant hue is the perfect embodiment of creativity and expression.	2
14	0	0	3	1	0	3	1	1	0	1	0	0	4	0	1	1	0	3.0	0	6	The vibrant, colorful painting captivated viewers with its intricate, abstract design.	2
12	0	0	1	0	2	2	0	2	0	1	0	0	4	0	1	1	0	4.0	0	5	The vibrant and colorful painting showcased a majestic and ethereal landscape.	2
18	0	0	2	2	0	4	0	3	0	2	0	0	5	0	1	1	1	4.0	1	5	The fluffy, vibrant flower adorned with glistening petals painted a delightful scene on the tranquil garden.	2
15	0	0	1	1	2	5	0	2	0	1	0	0	3	0	1	1	0	4.0	0	5	The vibrant and antique painting showcased a serene landscape of emerald and crimson hues.	2
13	0	0	2	1	0	4	0	3	0	0	0	1	2	0	1	0	0	2.0	0	4	 The antique, vibrant painting was a centerpiece at the art exhibition.	2
12	0	0	3	0	0	2	0	2	0	1	0	0	4	0	1	1	0	2.0	0	5	The vibrant, colorful painting displayed a majestic, serene landscape.	2
13	1	0	1	0	1	5	0	2	0	1	0	0	2	0	1	1	0	3.0	0	5	The emerald dress and vibrant necklace perfectly complemented the elegant evening attire.	2
15	0	0	1	1	1	6	0	3	0	1	0	1	0	1	1	0	0	4.0	1	4	The lavender and crimson dress was a sight to behold at the fashion show.	2
14	0	0	1	1	1	3	1	2	0	1	0	0	4	0	1	1	0	4.0	0	6	The vibrant blue and scarlet painting captivated the viewer with its mesmerizing beauty.	2
15	0	0	1	1	2	3	0	3	0	1	0	0	4	0	1	1	0	4.0	0	5	The intricate and vibrant painting created a whimsical and ethereal atmosphere in the gallery.	2
18	0	0	4	1	0	3	0	3	0	2	0	0	5	0	1	1	0	4.0	0	6	The intricate, antique painting displayed a vibrant, historical portrait of a long-gone era.	2
8	0	0	2	0	0	1	0	1	0	1	0	1	2	0	1	0	0	2.0	0	4	 The vibrant, colorful painting was captivating.	2
15	0	0	1	0	2	4	0	2	0	1	0	0	4	0	1	1	0	4.0	0	5	The vibrant and colorful painting showcased the artist's skillful technique and vibrant emotions.	2
14	0	0	1	1	1	4	0	3	0	1	0	0	3	0	1	1	0	4.0	0	4	The vibrant and intricate painting created a mesmerizing atmosphere in the art gallery.	2
16	1	0	1	2	1	3	1	2	0	2	0	0	3	1	1	0	0	4.0	1	5	The vibrant and shimmering dress contrasted vividly with the intricate tapestry woven on its fabric.	2
20	0	0	4	2	0	4	0	3	0	2	0	0	5	1	1	0	0	4.0	1	8	A fluffy, golden cat sat on a soft, silken rug, basking in the warm afternoon sun.	2
19	0	0	2	3	0	5	0	2	0	2	0	1	4	0	1	0	0	3.0	0	6	The lavender dress with vibrant purple embroidery was worn by the young woman with radiant, cascading hair.	2
17	0	0	2	2	0	4	0	3	0	2	0	0	4	0	1	1	1	4.0	1	6	The fragrant, antique flowerpot adorned with vibrant flowers emanated a sweet aroma throughout the room.	2
14	0	0	2	1	0	4	0	2	0	1	0	0	4	0	1	1	0	2.0	0	6	The swift, towering oak tree cast long shadows on the verdant grass.	2
12	0	0	2	1	0	2	0	1	0	1	0	1	4	0	1	0	0	2.0	0	4	The vibrant, antique teacup was adorned with intricate floral patterns.	2
3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2.0	0	2	vibrant and colorful 	2
11	1	0	1	1	1	4	0	2	0	1	0	0	0	0	1	0	0	4.0	0	4	The emerald and sapphire dress danced effortlessly across the runway.	2
18	0	0	3	1	0	5	0	4	0	2	0	0	3	1	1	2	0	4.0	1	5	The antique, intricate clock displayed a timeless elegance, enhancing the sophistication of the drawing room.	2
19	0	0	3	2	0	6	0	4	0	2	0	0	2	1	1	2	0	4.0	1	6	The vibrant, colorful flower arrangement brought joy to the table, enhancing the mood of the gathering.	2
13	0	0	1	0	2	4	0	2	0	1	0	0	3	0	1	1	0	4.0	0	5	The emerald dress and shimmering necklace created a captivating and elegant aura.	2
14	0	0	1	1	2	4	1	2	0	0	0	1	2	0	1	0	0	4.0	0	4	The vibrant and captivating painting was a testament to her talent and creativity.	2
11	0	0	1	1	1	3	0	1	0	1	0	1	2	0	1	0	0	3.0	0	5	The crimson and emerald garden was filled with vibrant flowers.	2
14	0	0	1	2	1	6	0	3	0	1	0	0	0	0	1	1	0	4.0	0	4	The emerald and sapphire dress sparked admiration from the guests at the event.	2
16	0	0	2	1	1	4	0	2	0	2	0	0	4	0	1	1	0	4.0	0	4	The vibrant, colorful painting showcased an abstract expression of graceful curves and swirling colors.	2
12	0	0	1	1	2	2	0	1	0	1	0	1	3	0	1	0	0	4.0	0	4	The red and sunny painting was vibrant and filled with color.	2
20	1	0	5	1	1	5	0	3	0	2	0	0	2	1	1	1	0	4.0	1	9	A luminous, emerald, sapphire, and lavender dress danced gracefully on the runway, captivating the audience.	4
23	0	0	3	2	2	7	0	2	0	3	0	0	4	0	1	1	1	5.0	1	10	The emerald tapestry, woven with shimmering gold and vibrant crimson, displayed a delicate floral pattern of sapphire and ruby flowers.	4
21	0	0	4	1	1	8	0	2	0	1	0	0	4	0	1	0	0	3.0	0	10	The vibrant yellow, crimson crimson, emerald green, and sapphire blue flower bloom glowed in the evening sun.	4
17	1	0	4	1	1	5	0	2	0	1	0	0	2	0	1	0	0	3.0	0	9	The sapphire, emerald, ruby, and golden flowers danced gracefully in the dappled sunlight.	4
22	1	0	5	2	1	7	0	3	0	2	0	0	1	1	1	1	0	4.0	1	9	The turquoise, emerald, crimson, and golden dress danced gracefully on the runway, creating a symphony of color.	4
16	1	0	4	1	0	3	0	1	0	1	0	1	4	0	1	0	0	2.0	0	8	The emerald, sapphire, antique, mahogany desk was meticulously crafted with exquisite carvings.	4
17	1	0	4	1	1	3	0	2	0	1	0	0	4	0	1	0	0	4.0	0	9	The vibrant, colorful, antique, and weathered painting hung proudly on the museum wall.	4
16	0	0	4	1	1	3	0	2	0	1	0	1	3	0	1	0	0	4.0	0	9	A vibrant, aromatic, intricate, and vintage dress was flowing in the wind.	4
31	0	0	5	3	1	11	2	4	0	4	0	0	1	2	2	3	0	4.0	2	11	The emerald apple, glistening pear, ruby pomegranate, and turquoise watermelon created a vibrant display of colors on the table, bringing joy to all who beheld it.	4
21	0	0	5	1	1	3	0	2	0	2	0	1	6	1	1	1	0	4.0	1	9	The radiant, glistening, weathered, and iridescent tapestry was woven with intricate patterns, creating a breathtaking masterpiece.	4
28	1	0	4	3	0	7	0	3	0	3	0	0	7	1	1	1	1	4.0	2	9	The vibrant emerald tablecloth, adorned with silken floral patterns, spread effortlessly across the pristine white dining table, emanating a captivating aroma of fresh herbs.	4
22	0	0	4	1	1	7	0	3	0	3	0	0	3	1	1	2	1	5.0	2	6	The emerald teapot, gilded with silver, held a fiery ruby gemstone, emanating a warm and vibrant amber glow.	4
26	0	0	4	2	1	8	0	4	0	4	0	0	3	0	1	2	1	4.0	1	8	The emerald dress, adorned with shimmering pearl embellishments, displayed a vibrant, antique tapestry and complimented the rosy glow of the setting sun.	4
23	1	0	4	3	0	8	1	4	0	2	0	0	0	0	1	0	1	4.0	1	7	The emerald dress, weathered by the wind, danced gracefully across the crimson path, its silk shimmering in the moonlight.	4
20	1	0	5	1	1	7	0	3	0	2	0	0	0	1	1	1	0	4.0	1	9	The crimson, emerald, gold, and sapphire dress danced effortlessly across the runway, captivating the audience.	4
24	0	0	5	2	1	8	1	4	0	2	0	0	1	1	1	1	0	4.0	1	9	The vintage, crimson, antique, and emerald dress sparkled under the evening sky, making it the star of the event.	4
18	0	0	4	0	2	2	0	2	0	2	0	1	4	1	1	0	0	4.0	1	9	The vibrant, colorful, shimmering, and aromatic fruitcake was a treat to behold and savor.	4
18	0	0	4	0	2	2	0	2	0	2	0	1	4	1	1	0	0	4.0	1	9	The vibrant, colorful, sweet, and fragrant fruit was a delight to see and savor.	4
16	0	0	4	0	1	2	0	2	0	1	0	1	4	1	1	0	0	4.0	1	9	The vibrant, luminous, emerald, and iridescent garden was a sight to behold.	4
23	0	0	5	1	2	3	0	2	0	2	0	1	7	1	1	1	0	5.0	1	9	The radiant, luminous, verdant, and vibrant garden was adorned with colorful blossoms, creating a captivating and mesmerizing ambiance.	4
21	0	0	4	1	0	5	1	3	0	2	0	0	4	1	2	2	0	6.0	1	8	The vibrant, emerald, silken, antique painting displayed a spectrum of colors that captivated the viewer's imagination.	4
19	0	0	3	2	1	4	0	2	0	2	0	0	5	0	1	1	1	4.0	1	7	The vibrant and colorful antique tapestry, crafted from intricate patterns, exuded a sense of elegant mystery.	4
18	0	0	4	2	1	7	0	2	0	1	0	0	1	0	1	0	0	3.0	0	9	The vintage, emerald, antique, and radiant dress sparkled like moonlight on a porcelain nightstand.	4
24	0	0	2	2	2	9	1	4	0	2	0	0	2	1	1	2	0	4.0	1	6	The emerald and jade pendant on the antique silver chain exudes an ethereal glow, captivating all with its sapphire and ruby hues.	4
19	0	0	5	1	1	7	0	3	0	2	0	0	0	1	1	1	0	4.0	1	9	The crimson, emerald, jade, and sapphire dress danced across the runway, captivating the audience.	4
22	0	0	4	3	1	9	0	3	0	1	0	0	1	0	1	0	0	4.0	0	10	The emerald, sapphire, turquoise, and crimson dress shimmered with a rainbow of iridescent hues under the afternoon sun.	4
17	0	0	4	1	0	3	1	2	0	1	0	0	5	0	1	1	0	2.0	0	8	The vibrant, shimmering, translucent, emerald dress captivated the guests with its luxurious sheen.	4
24	1	0	6	1	1	3	0	3	0	2	0	0	7	1	1	1	0	4.0	1	11	The vibrant, shimmering, emerald-colored, and exquisite dress sparkled under the dim light, creating a breathtakingly captivating effect.	4
22	0	0	5	2	1	4	0	3	0	2	0	0	5	1	1	1	0	4.0	1	9	The scarlet, vibrant, emerald, and ethereal dress sparkled beneath the moonlight, creating a breathtaking symphony of colors.	4
20	0	0	5	0	1	4	1	2	0	2	0	0	5	1	1	2	0	4.0	1	9	The emerald, glimmering, turquoise, and vibrant dress adorned the slender woman, enhancing her elegant appearance.	4
23	1	0	4	1	1	4	0	2	0	2	0	0	7	0	1	1	1	4.0	1	9	The vibrant, glistening, shimmering, and ethereal dress adorned with delicate lace perfectly complemented the young woman's exquisite beauty.	4
18	0	0	4	1	1	3	1	2	0	1	0	0	5	0	1	1	0	4.0	0	9	The intricate, majestic, gleaming, and colorful painting mesmerizes every viewer with its captivating charm.	4
23	0	0	4	3	1	5	0	4	0	1	0	0	5	0	1	0	0	4.0	0	10	The vibrant, glistening, pristine, and luminous garden path led to a peaceful haven in the heart of the forest.	4
19	0	0	4	1	0	5	0	2	0	2	0	1	3	1	1	0	1	4.0	2	8	The cascading, golden, sparkling, crimson dress adorned with shimmering diamonds was a sight to behold.	4
17	0	0	1	1	1	7	0	1	0	2	0	0	4	0	1	1	1	5.0	1	10	The succulent lavender dress adorned with shimmering emerald jewels and vibrant ruby blossoms exuded effortless grace.	4
20	0	0	4	1	1	4	0	3	0	0	0	1	6	0	1	0	0	4.0	0	10	The intricate, vibrant, polished, and pristine antique vase was a commanding presence on the coffee table.	4
21	0	0	4	2	1	7	0	2	0	3	0	1	1	0	1	0	1	4.0	1	8	The emerald dress, adorned with sapphire jewels, was worn by the radiant bride, radiating grace and elegance.	4
23	1	0	4	2	1	4	0	3	0	2	0	0	6	0	1	1	1	4.0	1	9	The vibrant, shimmering, glistening, and intricate dress adorned with delicate lace perfectly embodied the festive spirit of the occasion.	4
16	0	0	4	0	1	2	0	2	0	1	0	1	4	1	1	0	0	4.0	1	9	The antique, gilded, vibrant, and pristine dress was a sight to behold.	4
