n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	ADV_constraint
34	1	0	2	3	0	4	0	4	7	3	1	2	4	2	2	1	2	4.0	4	13	 According to the Director of Central Intelligence George Tenet, al Qaeda’s ability to conduct an anthrax attack is one of the most immediate threats the United States is likely to face.	1
17	1	0	1	2	1	2	0	1	2	2	0	3	2	0	1	1	0	3.0	0	6	 The Islamist had been released from Egyptian prison and had known Zawahiri well for many years.	1
25	2	0	2	4	1	5	0	4	3	1	0	1	1	1	1	0	0	5.0	1	11	The boat is a perfect place to relax on the beach, as well as beach resorts in trivandrum and The RAVIZ in kollam.	1
33	1	0	2	3	0	4	0	3	7	3	1	2	4	2	2	1	2	4.0	4	13	According to Director of Central Intelligence George Tenet, al Qaeda’s ability to conduct an anthrax attack is one of the most immediate threats the United States is likely to face.	1
17	1	0	1	2	1	3	0	1	1	2	0	3	2	0	1	1	0	3.0	0	6	 The islamist had been released from Egyptian prison and had known Zawahiri well for many years.	1
33	1	0	2	3	0	4	0	3	7	3	1	2	4	2	2	1	2	4.0	4	13	 According to Director of Central Intelligence George Tenet, al Qaeda’s ability to conduct an anthrax attack is one of the most immediate threats the United States is likely to face.	1
14	2	0	2	0	1	3	0	2	0	0	0	2	2	0	2	0	0	2.0	0	7	 The apple is the sweetest fruit, and bananas are also very sweet.	1
17	1	0	1	2	1	3	0	1	1	2	0	3	2	0	1	1	0	3.0	0	6	 The islamist had been released from Egyptian prison and had known Zawahiri well for many years.	1
8	2	0	2	0	0	1	0	1	0	1	0	1	0	0	0	0	0	2.0	0	4	Certainly, here is the generated sentence: The house boat is a perfect place also beach resorts in trivandrum and The RAVIZ in kollam @ da syd f Ashtamudi Lake in kollam.	1
26	1	0	1	4	1	5	0	3	9	0	0	1	1	0	1	0	0	7.0	0	5	 The house boat is a perfect place also beach resorts in trivandrum and The RAVIZ in kollam @ da syd f Ashtamudi Lake in kollam.	1
17	1	0	1	2	1	2	0	1	2	2	0	3	2	0	1	1	0	3.0	0	6	 The Islamist had been released from Egyptian prison and had known Zawahiri well for many years.	1
16	0	0	1	2	1	3	0	2	3	1	0	1	1	1	1	0	0	5.0	1	10	The beach resorts in Trivandrum and The RAVIZ in Kollam are perfect places to relax.	1
33	1	0	2	3	0	4	0	3	7	3	1	2	4	2	2	1	2	4.0	4	13	 According to Director of Central Intelligence George Tenet, al Qaeda’s ability to conduct an anthrax attack is one of the most immediate threats the United States is likely to face.	1
33	1	0	2	3	0	4	0	3	7	3	1	2	4	2	2	1	2	4.0	4	13	 According to Director of Central Intelligence George Tenet, al Qaeda’s ability to conduct an anthrax attack is one of the most immediate threats the United States is likely to face.	1
4	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	2.0	0	2	 Now get 6 U.S.	1
33	1	0	2	3	0	4	0	3	7	3	1	2	4	2	2	1	2	4.0	4	13	According to Director of Central Intelligence George Tenet, al Qaeda’s ability to conduct an anthrax attack is one of the most immediate threats the United States is likely to face.	1
33	1	0	2	3	0	4	0	3	7	3	1	2	4	2	2	1	2	4.0	4	13	According to Director of Central Intelligence George Tenet, al Qaeda’s ability to conduct an anthrax attack is one of the most immediate threats the United States is likely to face.	1
4	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	2.0	0	2	Now get 6 U.S.	1
26	1	0	1	4	1	5	0	3	9	0	0	1	1	0	1	0	0	7.0	0	5	 The house boat is a perfect place also beach resorts in trivandrum and The RAVIZ in kollam @ da syd f Ashtamudi Lake in kollam.	1
26	1	0	1	4	1	5	0	3	9	0	0	1	1	0	1	0	0	7.0	0	5	The boat house is a perfect place also beach resorts in trivandrum and The RAVIZ in kollam @ da syd f Ashtamudi Lake in kollam.	1
26	1	0	1	4	1	5	0	3	9	0	0	1	1	0	1	0	0	7.0	0	5	The boat house is a perfect place also beach resorts in trivandrum and The RAVIZ in kollam @ da syd f Ashtamudi Lake in kollam.	1
13	1	0	2	2	0	2	0	3	0	1	0	0	2	0	1	0	0	2.0	0	9	The rules apply mostly the same, except for this particular case.	1
16	0	0	1	2	1	3	0	2	3	1	0	1	1	1	1	0	0	5.0	1	10	 The beach resorts in trivandrum and The RAVIZ in kollam are perfect places to relax.	1
7	1	0	1	0	0	1	0	2	0	1	0	0	1	0	1	0	0	3.0	0	3	 Almost all the same rules apply.	1
26	1	0	1	4	1	5	0	3	9	0	0	1	1	0	1	0	0	7.0	0	5	  The house boat is a perfect place also beach resorts in trivandrum and The RAVIZ in kollam @ da syd f Ashtamudi Lake in kollam.	1
26	1	0	1	4	1	5	0	3	9	0	0	1	1	0	1	0	0	7.0	0	5	 The house boat is a perfect place also beach resorts in trivandrum and The RAVIZ in kollam @ da syd f Ashtamudi Lake in kollam.	1
28	1	0	2	4	1	6	0	3	8	0	0	1	1	0	1	0	0	6.0	0	5	 **The beach house boat is a perfect place also beach resorts in trivandrum and The RAVIZ in kollam @ da syd f Ashtamudi Lake in kollam.**	1
26	1	0	1	4	1	5	0	3	9	0	0	1	1	0	1	0	0	7.0	0	5	 The boat house is a perfect place also beach resorts in trivandrum and The RAVIZ in kollam @ da syd f Ashtamudi Lake in kollam.	1
26	1	0	1	4	1	5	0	3	9	0	0	1	1	0	1	0	0	7.0	0	5	  The house boat is a perfect place also beach resorts in trivandrum and The RAVIZ in kollam @ da syd f Ashtamudi Lake in kollam.	1
26	1	0	1	4	1	5	0	3	9	0	0	1	1	0	1	0	0	7.0	0	5	 The house boat is a perfect place also beach resorts in trivandrum and The RAVIZ in kollam @ da syd f Ashtamudi Lake in kollam.	1
33	1	0	2	3	0	4	0	3	7	3	1	2	4	2	2	1	2	4.0	4	13	According to Director of Central Intelligence George Tenet, al Qaeda’s ability to conduct an anthrax attack is one of the most immediate threats the United States is likely to face.	1
27	1	0	2	4	1	5	0	3	8	0	0	1	1	0	1	0	0	6.0	0	5	 **The house boat is a perfect place also beach resorts in trivandrum and The RAVIZ in kollam @ da syd f Ashtamudi Lake in kollam.**	1
15	0	0	2	2	0	3	0	3	0	2	0	2	0	1	1	0	0	3.0	1	8	 The bill will not be seen through the envelope, according to the instructions.	1
26	1	0	1	4	1	5	0	3	9	0	0	1	1	0	1	0	0	7.0	0	5	The house boat is a perfect place also beach resorts in trivandrum and The RAVIZ in kollam @ da syd f Ashtamudi Lake in kollam.	1
4	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	2.0	0	2	 Now get 6 U.S.	1
33	1	0	2	3	0	4	0	3	7	3	1	2	4	2	2	1	2	4.0	4	13	 According to Director of Central Intelligence George Tenet, al Qaeda’s ability to conduct an anthrax attack is one of the most immediate threats the United States is likely to face.	1
26	1	0	1	4	1	5	0	3	9	0	0	1	1	0	1	0	0	7.0	0	5	 The house boat is a perfect place also beach resorts in trivandrum and The RAVIZ in kollam @ da syd f Ashtamudi Lake in kollam.	1
12	3	0	1	1	0	2	0	3	0	1	0	0	1	0	1	0	0	3.0	0	4	 Almost all the same rules apply to this task as well.	1
35	1	0	4	3	0	4	0	3	7	3	1	2	4	2	2	1	2	4.0	4	13	"""According to Director of Central Intelligence George Tenet, al Qaeda’s ability to conduct an anthrax attack is one of the most immediate threats the United States is likely to face."""	1
33	1	0	2	3	0	4	0	3	7	3	1	2	4	2	2	1	2	4.0	4	13	 According to Director of Central Intelligence George Tenet, al Qaeda’s ability to conduct an anthrax attack is one of the most immediate threats the United States is likely to face.	1
26	1	0	1	4	1	5	0	3	9	0	0	1	1	0	1	0	0	7.0	0	5	 The boat house is a perfect place also beach resorts in trivandrum and The RAVIZ in kollam @ da syd f Ashtamudi Lake in kollam.	1
33	1	0	2	3	0	4	0	3	7	3	1	2	4	2	2	1	2	4.0	4	13	 According to Director of Central Intelligence George Tenet, al Qaeda’s ability to conduct an anthrax attack is one of the most immediate threats the United States is likely to face.	1
17	1	0	1	2	1	3	0	1	1	2	0	3	2	0	1	1	0	3.0	0	6	The islamist had been released from Egyptian prison and had known Zawahiri well for many years.	1
4	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	2.0	0	2	 Now get 6 U.S.	1
13	0	2	1	0	0	3	1	2	0	1	0	2	1	0	2	1	1	3.0	1	6	The rules for folding laundry are the same as they were yesterday.	1
17	1	0	1	2	1	2	0	1	2	2	0	3	2	0	1	1	0	3.0	0	6	 The Islamist had been released from Egyptian prison and had known Zawahiri well for many years.	1
25	2	0	2	4	0	7	0	1	0	4	1	1	2	2	2	1	0	6.0	2	12	Many of the plays had already appeared in quarto versions — flimsy books made from sheets of paper folded twice to make four leaves.	2
32	1	1	2	5	1	8	1	4	0	2	0	2	3	3	2	0	0	5.0	3	20	The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles, not to mention being out in the elements if they are work clothes.	2
37	1	1	4	6	1	8	1	4	0	2	0	2	4	3	2	0	0	5.0	3	20	Well, most of the dress wear out fastest around the adjusters over the course of numerous wash and dry cycles (not to mention being out in the elements if they are work clothes).	2
37	3	1	3	6	2	8	2	4	0	2	0	3	3	1	2	1	0	5.0	1	30	The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles, and being out in the elements if they are work clothes, would also wear them out quickly.	2
35	2	1	3	5	2	9	2	4	0	2	0	2	3	1	3	1	0	5.0	1	30	The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles, and being out in the elements if they are work clothes, they often require replacement.	2
27	0	1	3	3	1	7	0	5	0	4	0	0	2	2	2	1	1	4.0	3	9	As the dress spins with wild abandon and grace, the beads sparkle on the dance floor, creating a mesmerizing spectacle for all to see.	2
13	2	0	1	2	1	3	0	1	0	1	0	0	2	0	1	0	0	3.0	0	5	The dress shines most brilliantly on special occasions and during festive celebrations.	2
40	2	1	5	6	1	8	2	4	0	2	0	2	4	3	2	0	0	5.0	3	20	Well, most of it anyway, the straps wear out fastest around the adjusters over the course of numerous wash and dry cycles (not to mention being out in the elements if they are work clothes).	2
32	1	1	2	5	1	8	1	4	0	2	0	2	3	3	2	0	0	5.0	3	20	The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles, not to mention being out in the elements if they are work clothes.	2
24	3	0	2	4	1	5	0	5	0	3	0	0	1	2	1	0	0	5.0	2	9	  The dress hangs on the clothesline much longer when dried in the sun, and with a soft breeze blowing through the yard.	2
37	3	1	3	5	2	8	2	4	0	3	0	2	3	2	3	0	0	5.0	2	30	The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles, and being out in the elements if they are work clothes, they also tend to fade quickly.	2
32	1	1	2	5	1	8	1	4	0	2	0	2	3	3	2	0	0	5.0	3	20	The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles, not to mention being out in the elements if they are work clothes.	2
16	1	0	1	2	1	4	0	4	0	2	0	0	1	0	1	1	0	4.0	0	6	The dress fits perfectly over the bust and has a loose fit around the hips.	2
27	2	1	1	3	2	7	1	3	0	4	0	1	2	2	2	0	0	4.0	2	12	The worn straps rapidly fray around the adjusters over numerous wash and dry cycles and often become exposed to the elements if they are work clothes.	2
32	1	1	2	5	1	8	1	4	0	2	0	2	3	3	2	0	0	5.0	3	20	 The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles, not to mention being out in the elements if they are work clothes.	2
32	2	1	2	5	2	8	2	4	0	1	0	2	3	1	3	0	0	5.0	1	20	The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles, and they are also out in the elements if they are work clothes.	2
13	3	0	1	1	1	3	0	2	0	2	0	0	0	1	1	0	0	4.0	1	4	The dress shines most brightly when worn with a smile and grace.	2
25	2	0	2	4	1	5	0	3	0	4	0	2	1	2	1	1	0	7.0	2	7	All of the tasks had already been completed by lunchtime, therefore allowing for plenty of free time to relax and enjoy the afternoon.	2
26	1	1	2	3	2	5	1	2	2	4	0	0	2	1	1	3	1	5.0	2	12	After living a life of constant weeping and prayer in solitude, Pachomius forgave Theodorus and allowed him to live among the brothers once more.	2
12	2	0	1	1	1	2	0	2	0	2	0	0	1	0	1	0	0	3.0	0	4	 The old bridge creaked loudly and wobbled dangerously during the storm.	2
33	1	1	2	5	1	8	1	4	0	3	0	2	3	3	2	0	0	5.0	3	20	The worn straps wear out fastest around the adjusters over the course of numerous wash and dry cycles, not to mention being out in the elements if they are work clothes.	2
34	2	1	2	5	3	8	2	3	0	4	0	1	3	2	3	0	0	4.0	2	17	The worn straps rapidly deteriorate around the adjusters and over time due to countless wash and dry cycles, and they become weak when exposed to the elements if they are work clothes.	2
32	1	1	2	5	1	8	1	4	0	2	0	2	3	3	2	0	0	5.0	3	20	The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles, not to mention being out in the elements if they are work clothes.	2
35	1	1	3	4	1	9	2	4	0	4	0	1	3	3	2	1	0	5.0	3	14	The worn straps on the dress degrade fastest around the buckles over numerous wash and dry cycles (not to mention their vulnerability when exposed to the elements if they are work clothes).	2
32	1	2	3	4	0	4	1	3	2	2	0	4	5	0	3	0	3	4.0	3	22	Although I haven't been to either place, judging from available information, the statement that Fujairah would be as good as Dubai in the next few years seems unlikely.	2
14	2	0	1	2	1	3	0	3	0	2	0	0	0	0	1	0	0	3.0	0	6	The dress fits perfectly around the shoulders and hangs effortlessly from the back.	2
18	2	0	1	3	1	6	0	3	0	2	0	0	0	0	1	0	0	4.0	0	10	The worn straps on the adjuster loosen most quickly around the arms during washing and drying cycles.	2
20	2	0	2	2	2	5	0	3	0	2	0	0	2	0	2	0	0	5.0	0	9	The socks fit perfectly into the drawers, and the buttons fasten securely after countless wash and dry cycles.	2
22	2	0	2	2	1	5	1	2	0	4	0	2	0	2	2	1	0	6.0	2	8	The book will be finished reading by tomorrow morning, and I have a lot of homework to do as well.	2
32	1	1	2	5	1	8	1	4	0	2	0	2	3	3	2	0	0	5.0	3	20	The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles, not to mention being out in the elements if they are work clothes.	2
14	1	0	1	2	1	3	0	2	0	0	0	1	3	0	1	0	0	3.0	0	6	The soup is spicier and more flavorful with the addition of fresh herbs.	2
32	1	1	2	5	1	8	1	4	0	2	0	2	3	3	2	0	0	5.0	3	20	The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles, not to mention being out in the elements if they are work clothes.	2
32	1	1	2	5	1	8	1	4	0	2	0	2	3	3	2	0	0	5.0	3	20	 The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles, not to mention being out in the elements if they are work clothes.	2
25	2	0	2	4	0	7	0	1	0	4	1	1	2	2	2	1	0	6.0	2	12	Many of the plays had already appeared in quarto versions — flimsy books made from sheets of paper folded twice to make four leaves.	2
32	1	1	2	5	1	8	1	4	0	2	0	2	3	3	2	0	0	5.0	3	20	 The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles, not to mention being out in the elements if they are work clothes.	2
37	1	1	4	5	2	8	1	4	2	5	0	1	2	2	2	3	0	6.0	2	15	In accordance with the instruction, the generated sentence is: After living a life of constant weeping and prayer in solitude, Pachomius forgave Theodorus and allowed him to live among the brothers once more.	2
17	1	0	1	4	0	4	1	4	0	2	0	0	0	1	1	0	0	5.0	1	7	The cat landed safely on the mat despite the force of the wind blowing against it.	2
32	1	1	2	5	1	8	1	4	0	2	0	2	3	3	2	0	0	5.0	3	20	The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles, not to mention being out in the elements if they are work clothes.	2
49	3	1	7	6	1	9	3	5	0	4	0	2	4	3	3	1	0	6.0	3	20	Sure, I generated the requested sentence below:   Well, most of it anyway, the straps wear out fastest around the adjusters over the course of numerous wash and dry cycles (not to mention being out in the elements if they are work clothes).	2
32	1	1	2	5	1	8	1	4	0	2	0	2	3	3	2	0	0	5.0	3	20	The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles, not to mention being out in the elements if they are work clothes.	2
33	1	1	3	5	1	8	1	4	0	2	0	2	3	3	2	0	0	5.0	3	20	The clothes wear out fastest around the buttons over the course of numerous wash and dry cycles (not to mention being out in the elements if they are work clothes).	2
17	3	0	1	1	1	2	1	2	0	3	0	1	2	1	2	0	0	4.0	1	6	The dress folds easiest when it is freshly laundered and neatly hung on a wooden hanger.	2
10	1	0	1	0	1	2	0	2	0	0	0	1	2	0	1	0	0	2.0	0	5	The coffee was bitterest and most fragrant this morning.	2
28	2	0	2	3	3	5	1	4	0	4	0	0	3	2	1	1	0	8.0	2	6	The dress flows elegantly over the body and drapes smoothly against the skin, making it a comfortable garment to wear both in hot and cold weather.	2
27	1	0	2	5	2	7	0	5	0	2	0	0	3	0	2	0	0	6.0	0	9	The dress fits perfectly over the bust, and the straps wear out fastest around the adjusters over the course of numerous wash and dry cycles.	2
32	1	1	2	5	1	8	1	4	0	2	0	2	3	3	2	0	0	5.0	3	20	The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles, not to mention being out in the elements if they are work clothes.	2
13	2	0	1	1	1	3	0	2	0	1	0	0	2	0	1	0	0	3.0	0	6	The clothes shrink most noticeably after the first wash and dry cycle.	2
11	1	0	1	1	1	2	0	2	0	1	0	0	2	0	1	0	0	4.0	0	7	The dress fits comfortably on both tall and short people.	2
12	2	0	1	1	1	2	1	2	0	2	0	0	0	0	1	1	0	2.0	0	6	The cat jumped quickly to the tree and climbed it high.	2
29	1	2	1	5	1	8	1	4	0	1	0	2	3	2	2	0	0	5.0	2	17	The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles with being out in the elements if they are work clothes.	2
24	2	0	2	1	1	2	4	2	0	3	0	5	1	1	3	1	1	4.0	2	9	The work that has been completed so far has been good for us, and we would like to keep it that way.	4
17	3	0	1	0	0	2	3	2	0	1	1	3	1	1	3	0	0	3.0	1	9	The one guy who was there was probably the least helpful person I've ever met.	4
9	0	0	3	0	1	0	1	0	3	1	0	0	0	0	1	1	0	3.0	0	5	 I visited London, Edinburgh, and St.	4
9	0	0	3	0	1	0	1	0	3	1	0	0	0	0	1	1	0	3.0	0	5	I visited London, Edinburgh, and St.	4
25	4	0	3	0	0	3	3	3	0	2	1	5	1	1	4	0	2	4.0	3	17	The one guy who was there, I'm guessing was the owner, was probably the least helpful person I've ever met.	4
16	0	0	2	1	1	3	0	4	0	3	0	0	2	1	1	1	0	4.0	1	5	The kittens played around the park, chasing each other and running free all day.	4
25	4	0	3	0	0	3	3	3	0	2	1	5	1	1	4	0	2	4.0	3	17	The one guy who was there, I'm guessing was the owner, was probably the least helpful person I've ever met.	4
16	3	0	4	1	1	3	0	2	0	1	0	1	0	0	1	1	0	3.0	0	8	The students have completed the assignment diligently, efficiently, accurately, and on time.	4
13	2	0	1	0	1	2	0	2	0	2	0	3	0	0	1	1	0	3.0	0	4	The students have been working diligently and have completed the task successfully.	4
17	0	0	4	1	1	2	1	1	3	2	1	1	0	0	2	1	1	4.0	1	8	"The sentence generated with 4 adverbs is ""I visited London, Edinburgh, and St."	4
41	6	2	4	0	0	4	6	4	0	6	1	6	1	5	6	2	2	6.0	7	17	 The one guy who was there, I'm guessing was the owner, was probably the least helpful person I've ever met, mainly because he stood there doing nothing while I was trying to fix the problem.	4
19	4	0	4	1	1	1	0	2	0	4	0	1	1	0	1	0	0	3.0	0	10	The meal was prepared quickly, served promptly, eaten heartily, and shared generously with the homeless.	4
36	1	0	8	3	1	10	2	2	2	1	0	1	5	0	1	0	0	5.0	0	13	The protagonist of the novel, Harry Potter, is known for his exceptional magical ability, especially his potent spellcasting prowess, swiftness of movement, quick decision-making, and unwavering resolve.	4
26	2	0	3	0	2	3	3	3	0	2	0	4	4	0	4	1	1	4.0	1	13	The music that they're playing is good and upbeat, and the dancing is energetic, so it's creating a really positive atmosphere.	4
9	0	0	3	0	1	0	1	0	3	1	0	0	0	0	1	1	0	3.0	0	5	I visited London, Edinburgh, and St.	4
17	4	0	4	1	1	3	1	1	0	1	0	1	0	0	1	0	0	3.0	0	11	My brother is talking loudly, cheerfully, quickly, and excitedly about the party tonight.	4
9	0	0	3	0	1	0	1	0	3	1	0	0	0	0	1	1	0	3.0	0	5	I visited London, Edinburgh, and St.	4
20	1	0	4	1	0	4	0	4	0	1	0	0	5	0	1	2	0	3.0	0	16	The vendor served the customer a warm, fresh, perfectly roasted, delicious meal in a timely manner.	4
25	4	0	3	0	0	3	3	3	0	2	1	5	1	1	4	0	2	4.0	3	17	The one guy who was there, I'm guessing was the owner, was probably the least helpful person I've ever met.	4
