n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PROPN_constraint
33	0	0	4	4	2	9	0	2	3	4	0	1	4	2	1	1	1	5.0	3	16	The recent changes to legislation regarding wolves have prompted discussions between environmental groups and state officials, including Montana, Idaho and Wyoming, leading to ongoing debates about the potential consequences.	3
21	0	0	4	1	1	3	1	1	6	1	1	1	1	1	2	1	0	4.0	1	12	**Thomas Edison, Benjamin Franklin, and Albert Einstein were three brilliant inventors who revolutionized the field of electricity.**	3
20	0	0	5	2	1	3	0	1	3	2	0	2	1	1	1	0	0	4.0	1	5	**The protection of wolves should be extended to other states, including Colorado, Utah, and Oregon.**	3
25	1	1	2	2	1	5	0	3	4	3	0	1	2	1	1	2	0	5.0	1	9	The ongoing negotiations between North Korea and South Korea have recently reached a stalemate, prompting concerns about escalating tensions in the Korean peninsula.	3
29	0	0	2	3	1	4	1	3	4	4	0	3	2	0	2	1	3	7.0	3	21	Should China decide to retaliate against the US to defend its oil and natural gas deal with Iran, the US would be faced with a significant threat.	3
24	0	0	3	3	1	4	0	2	3	3	0	2	1	2	1	1	0	6.0	2	7	The activists are petitioning for the protection of endangered species to be extended to include California, Montana and Wyoming, among others.	3
23	1	0	4	1	1	4	1	2	4	3	0	0	2	2	2	2	0	6.0	2	5	  The US government recently passed a bill that protects endangered wolves in several states, including Colorado, Oregon, and Utah.	3
18	0	0	3	1	1	4	0	1	3	3	0	0	1	2	1	1	0	5.0	2	5	The environmentalists petition to expand wolf protection to other states, including Colorado, Utah and Oregon.	3
24	0	0	3	2	1	4	0	4	3	2	0	1	3	1	1	1	0	4.0	1	10	The recent trade deal between China, Japan, and the US is expected to have a significant impact on the global economy.	3
25	0	0	3	1	1	3	1	2	3	4	1	2	2	3	2	2	0	6.0	3	6	The United States, Canada and Mexico have agreed to increase trade, which is expected to boost economic growth in all three countries.	3
23	1	0	2	3	0	1	1	3	5	2	1	2	2	0	2	1	1	4.0	1	12	Should President Obama appoint a Supreme Court Justice, one of the Republicans might well run against him in the next election.	3
35	1	0	5	4	2	6	0	3	3	3	0	1	7	0	1	1	1	6.0	1	29	The ongoing debate between Republican and Democratic leaders over the potential impact of the newly passed law on various states, including California, Texas, and New York, has garnered significant attention.	3
24	0	0	1	3	1	4	0	4	5	2	0	1	2	1	1	2	0	5.0	1	16	The royal family is holding a meeting with the Prime Minister of Canada and the President of South Korea to discuss climate change.	3
34	1	1	5	2	0	5	1	4	5	3	0	2	3	2	3	1	0	7.0	2	9	Sure, this is the generated sentence: **The Supreme Court recently ruled that President Obama's healthcare plan was unconstitutional, throwing the fate of the Affordable Care Act into uncertainty.**	3
11	0	0	3	2	0	1	0	2	2	0	0	0	1	0	0	0	0	2.0	0	7	"In the novel ""The Great Gatsby"" by F."	3
10	0	0	1	0	0	1	0	1	2	2	0	1	1	1	1	1	0	3.0	1	2	The Supreme Court is planning to overturn Roe v.	3
18	0	0	4	1	1	3	0	2	3	1	0	1	2	1	1	0	0	3.0	1	8	The Red Sox, Yankees, and Phillies are baseball rivals, playing in the same league.	3
28	1	0	5	1	1	7	0	2	1	4	0	2	4	2	2	1	0	5.0	2	21	**Scientists want the protection extended so endangered species, including the Javan rhinoceros, Sumatran tiger and Giant panda, can be moved to safer havens.**	3
29	2	1	2	5	2	3	3	2	4	4	0	1	0	0	2	2	1	5.0	1	10	As it stands, MKM and I will probably bring it up with Sommer in OK City and strongly suggest the importance of coordinated communication to the producers.	3
28	1	0	5	2	1	5	0	2	4	3	0	1	4	2	1	2	0	6.0	2	8	The Supreme Court has recently upheld a controversial decision on gun rights, prompting protests in several states, including New York, Texas, and California.	3
26	2	1	2	1	2	2	0	3	4	2	0	2	4	1	3	1	0	5.0	1	15	The Supreme Court recently ruled that California and New Jersey are unconstitutional, but the court has not yet issued a final decision on Arizona.	3
19	0	0	2	2	1	4	0	2	3	1	0	1	3	0	1	1	0	4.0	0	9	The United States, Canada and Brazil have implemented a number of environmental protection laws in recent years.	3
22	1	0	4	1	1	2	0	1	5	3	0	1	2	2	1	1	0	5.0	2	5	 The Endangered Species Act has successfully allowed wolves to move into other states, including Colorado, Utah, and Oregon.	3
21	0	0	2	4	1	4	0	2	5	1	0	1	1	0	1	1	0	4.0	0	9	The US military is conducting exercises in Alaska, Wyoming and Montana as part of a joint exercise with Canada.	3
23	1	0	4	1	1	3	1	2	3	2	0	3	2	1	2	1	0	4.0	1	9	The US, China, and Russia have recently been engaged in a trade war, which has caused significant economic instability.	3
18	0	0	3	2	1	3	0	1	3	2	0	2	1	1	1	0	0	4.0	1	5	The protection of wolves can be extended to other states, including Colorado, Utah and Oregon.	3
38	4	1	5	5	2	4	3	3	4	5	0	2	0	1	2	2	0	6.0	1	16	Certainly, here is the requested sentence: **As it stands, MKM and I will probably bring it up with Sommer in OK City and strongly suggest the importance of coordinated communication to the producers.**	3
21	0	0	3	1	1	3	0	2	5	3	0	0	1	2	1	2	0	5.0	2	13	The President plans to hold a summit meeting with Egypt, Russia, and North Korea to address global warming.	3
23	0	0	3	2	1	5	0	1	3	3	0	1	1	0	1	2	2	6.0	2	14	The government's decision to expand environmental protections to include Colorado, Utah, and Oregon is met with approval by conservationists.	3
28	0	0	4	2	2	3	0	2	8	2	0	1	3	2	1	1	0	6.0	2	9	The upcoming debate between Senator Harris and Vice President Biden is likely to attract a large audience, including residents of California, Massachusetts, and Nevada.	3
29	2	1	2	5	2	3	3	2	4	4	0	1	0	0	2	2	1	5.0	1	10	As it stands, MKM and I will probably bring it up with Sommer in OK City and strongly suggest the importance of coordinated communication to the producers.	3
29	2	1	2	5	2	3	3	2	4	4	0	1	0	0	2	2	1	5.0	1	10	  As it stands, MKM and I will probably bring it up with Sommer in OK City and strongly suggest the importance of coordinated communication to the producers.	3
28	1	0	5	3	1	4	1	1	3	4	0	2	1	3	1	1	0	4.0	3	16	The protection of wolves should be extended to other states, including Colorado, Utah, and Oregon, in order to allow them to move freely.	3
21	0	0	3	3	0	5	0	1	3	2	0	1	2	1	1	2	0	5.0	1	8	The governor of Massachusetts, Charlie Baker, has proposed legislation to extend protections for endangered wolves to other states.	3
25	1	0	3	2	1	4	0	3	5	1	0	1	4	0	1	0	0	4.0	0	13	 The Supreme Court, New York State, and the United States Congress are currently engaged in a legal battle over gun control legislation..	3
23	0	0	3	1	1	1	0	5	4	0	1	1	6	0	1	0	0	3.0	0	15	The Democratic Party, the Republican Party, and the Green Party are the three major political parties in the United States.	3
20	0	0	3	2	1	3	0	1	3	3	0	2	1	1	1	1	1	4.0	2	8	The protection extended to wolves should be expanded to include Colorado, Utah and Oregon, among other states.	3
18	0	1	3	0	0	1	0	1	5	2	0	1	3	2	2	1	0	5.0	2	13	The Supreme Court ruled that President Trump's Immigration Order, targeting undocumented immigrants, is unconstitutional.	3
29	0	0	2	3	1	4	1	3	4	4	0	3	2	0	2	1	3	7.0	3	21	Should China decide to retaliate against the US to defend its oil and natural gas deal with Iran, the US would be faced with a significant threat.	3
29	2	1	2	5	2	3	3	2	4	4	0	1	0	0	2	2	1	5.0	1	10	As it stands, MKM and I will probably bring it up with Sommer in OK City and strongly suggest the importance of coordinated communication to the producers.	3
17	0	0	2	2	1	3	0	1	3	1	0	2	2	0	1	0	0	3.0	0	7	The United States, China and Russia have been engaging in trade negotiations for several months.	3
12	0	0	1	2	0	2	0	2	4	0	0	0	1	0	0	0	0	3.0	0	5	The recent protest outside the State Department headquarters in Washington D.C.	3
19	0	0	3	2	1	3	0	2	4	2	0	1	1	1	1	1	0	5.0	1	6	The scientists are conducting research in Antarctica, including researchers from France, Japan and the United States.	3
19	1	0	3	2	1	2	0	2	6	1	0	1	0	0	1	1	0	4.0	0	9	The President of France, Emmanuel Macron, has recently proposed a peace plan between Israel and Hamas.	3
24	0	1	3	2	1	4	1	1	3	4	0	1	2	3	2	1	0	6.0	3	7	The environmental activists want to extend protection for wolves so they can move into other states, including Colorado, Utah and Oregon.	3
26	1	0	2	2	1	5	0	3	6	2	0	1	1	1	1	1	0	3.0	1	10	The President's protection team is traveling to South Korea, North Korea and Japan to enhance security on a nuclear summit later this year.	3
20	0	0	3	3	1	2	0	2	4	1	0	2	2	0	1	0	0	4.0	0	8	The United States, France, and Italy have been engaged in discussions about the ongoing situation in Ukraine.	3
24	0	1	3	2	1	4	1	1	3	4	0	2	1	3	2	1	0	6.0	3	7	The government is planning to extend protection to wolves so they can move into other states, including Colorado, Utah and Oregon.	3
21	2	1	2	0	1	1	1	2	1	4	0	5	1	1	3	0	0	3.0	1	15	 The Supreme Court has ruled that a sitting president can be impeached, but it has never been successfully completed..	3
19	0	0	5	2	1	3	0	2	3	1	0	1	1	0	1	1	0	3.0	0	9	"""In Paris, Berlin and Vienna, some activists are demanding the protection of endangered species."""	3
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	 Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
17	0	0	1	2	1	1	0	3	5	1	0	1	1	0	1	0	0	4.0	0	7	The Black Panther Party and the Hell's Angels were born in Oakland in the 1960s.	6
25	0	0	2	2	3	3	0	4	5	0	0	3	2	0	1	0	0	5.0	0	8	Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
35	0	0	5	3	3	5	0	6	5	1	0	4	2	0	2	0	1	5.0	1	12	"The sentence generated is ""Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels."""	6
25	0	0	2	2	3	3	0	4	5	0	0	3	2	0	1	0	0	5.0	0	8	Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
17	0	0	1	2	1	1	0	3	5	1	0	1	1	0	1	0	0	4.0	0	7	The Black Panther Party and the Hell's Angels were founded in Oakland in the 1960s.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
37	1	0	5	3	3	5	0	6	5	1	0	4	2	1	1	0	0	7.0	1	10	Sure, below is the generated sentence:  Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
20	0	0	1	2	1	2	0	4	5	0	0	2	2	0	1	0	0	4.0	0	7	The Oakland Black Panther Party was active in the 1960s and is the birthplace of the Hell's Angels.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	 Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels..	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
17	0	0	1	2	1	1	0	3	5	1	0	1	1	0	1	0	0	4.0	0	7	The Black Panther Party and the Hell's Angels were founded in Oakland in the 1960s.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
25	0	0	2	2	3	3	0	4	5	0	0	3	2	0	1	0	0	5.0	0	8	Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
12	0	0	2	1	1	1	0	1	6	0	0	0	0	0	0	0	0	3.0	0	6	The merger between WarpSpeed Communications and Enron WarpSpeed Services, Inc.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
17	0	0	1	2	1	1	0	3	5	1	0	1	1	0	1	0	0	4.0	0	7	The Black Panther Party and the Hell's Angels were founded in Oakland in the 1960s.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
25	0	0	2	2	3	3	0	4	5	0	0	3	2	0	1	0	0	5.0	0	8	Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
23	0	0	1	3	2	1	0	3	6	2	0	3	2	0	1	0	0	5.0	0	8	The Chemical Wedding of Christian Rosencreutz has been translated into English and has appeared in all the English Pakistan and India papers.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
17	0	0	1	2	1	1	0	3	5	1	0	1	1	0	1	0	0	4.0	0	7	The Black Panther Party and the Hell's Angels were founded in Oakland in the 1960s.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
25	0	0	2	2	3	3	0	4	5	0	0	3	2	0	1	0	0	5.0	0	8	Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	 Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
18	0	0	1	2	1	3	0	3	3	1	0	2	2	0	1	0	0	3.0	0	7	The Oakland Black Panther Party was formed in the 1960s and is a hub of radical culture.	6
9	0	0	1	1	0	2	0	1	0	1	1	1	1	0	1	0	1	4.0	1	6	The sentence generated with 6 proper nouns is: Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
18	0	0	1	2	1	2	1	2	3	2	0	2	2	0	1	0	0	3.0	0	6	The Oakland Black Panther Party was established in the 1960s and is known for its radical culture.	6
34	0	0	4	3	3	5	0	6	5	1	0	4	2	0	2	0	1	5.0	1	12	The sentence generated is: Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
27	0	0	2	2	3	2	0	5	7	1	0	2	2	0	1	0	0	5.0	0	8	The Oakland Black Panther Party was founded in the 1960s, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
9	0	0	1	1	0	2	0	1	0	1	1	1	1	0	1	0	1	4.0	1	6	The sentence generated with 6 proper nouns is: Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
34	0	0	4	3	3	5	0	6	5	1	0	4	2	0	2	0	1	5.0	1	12	The sentence generated is: Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
12	0	0	1	2	0	1	0	2	3	1	0	1	1	0	1	0	0	3.0	0	5	The Black Panther Party was founded in Oakland in the 1960s.	6
29	0	0	3	3	3	4	0	5	5	0	0	3	2	0	1	0	0	5.0	0	8	Since the 1960s, Oakland has been a hub of radical culture, and is the birthplace of both the Black Panther Party and the Hell's Angels.	6
16	0	0	1	2	1	1	0	2	5	1	0	1	1	0	1	0	0	4.0	0	6	The Black Panther Party and Hell's Angels were founded in Oakland in the 1960s.	6
21	0	0	3	1	1	2	0	2	9	1	0	0	1	0	1	1	0	4.0	0	9	The actors in Shakespeare's company included the famous Richard Burbage, William Kempe, Henry Condell and John Heminges.	8
21	0	0	3	1	1	2	0	2	9	1	0	0	1	0	1	1	0	4.0	0	9	The actors in Shakespeare's company included the famous Richard Burbage, William Kempe, Henry Condell and John Heminges.	8
21	0	0	3	1	1	2	0	2	9	1	0	0	1	0	1	1	0	4.0	0	9	The actors in Shakespeare's company included the famous Richard Burbage, William Kempe, Henry Condell and John Heminges.	8
11	0	0	1	1	0	0	0	3	4	1	0	0	1	0	1	1	0	2.0	0	6	The Red Sox won the World Series over the St.	8
21	0	0	3	1	1	2	0	2	9	1	0	0	1	0	1	1	0	4.0	0	9	 The actors in Shakespeare's company included the famous Richard Burbage, William Kempe, Henry Condell and John Heminges.	8
21	0	0	3	1	1	2	0	2	9	1	0	0	1	0	1	1	0	4.0	0	9	 The actors in Shakespeare's company included the famous Richard Burbage, William Kempe, Henry Condell and John Heminges.	8
21	0	0	3	1	1	2	0	2	9	1	0	0	1	0	1	1	0	4.0	0	9	The actors in Shakespeare's company included the famous Richard Burbage, William Kempe, Henry Condell and John Heminges.	8
21	0	0	3	1	1	2	0	2	9	1	0	0	1	0	1	1	0	4.0	0	9	The actors in Shakespeare's company included the famous Richard Burbage, William Kempe, Henry Condell and John Heminges.	8
23	0	0	5	2	0	3	0	0	7	1	1	0	3	0	1	1	0	4.0	0	12	Last week, Federal District Judge Lynn Hughes in Huston, Texas, threw out Wilson's two-decades old conviction.	8
21	0	0	3	1	1	2	0	2	9	1	0	0	1	0	1	1	0	4.0	0	9	The actors in Shakespeare's company included the famous Richard Burbage, William Kempe, Henry Condell and John Heminges.	8
21	0	0	3	1	1	2	0	2	9	1	0	0	1	0	1	1	0	4.0	0	9	 The actors in Shakespeare's company included the famous Richard Burbage, William Kempe, Henry Condell and John Heminges.	8
21	0	0	3	1	1	2	0	2	9	1	0	0	1	0	1	1	0	4.0	0	9	The actors in Shakespeare's company included the famous Richard Burbage, William Kempe, Henry Condell and John Heminges.	8
23	0	0	5	2	0	3	0	0	7	1	1	0	3	0	1	1	0	4.0	0	12	Last week, Federal District Judge Lynn Hughes in Huston, Texas, threw out Wilson's two-decades old conviction.	8
