n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PRON_constraint
20	5	0	3	1	1	2	1	2	0	1	0	0	4	0	0	0	0	5.0	0	6	There is no companion quite so devoted, so communicative, so loving and so mesmerizing as a rat.	1
8	1	0	1	0	0	2	0	2	0	0	0	1	1	0	1	0	0	2.0	0	5	The cat is a very popular companion.	1
11	1	0	1	0	0	2	1	2	0	1	0	2	1	1	2	0	0	2.0	1	4	The cat is the best companion one could ever have.	1
16	1	0	3	0	1	2	1	2	0	0	0	2	4	1	2	0	0	3.0	1	6	The rat is a companion that is very devoted, communicative, loving and mesmerizing.	1
13	0	1	2	0	0	2	3	1	0	1	0	2	1	0	2	1	1	3.0	1	9	If you have a cat, it will be your loyal companion.	1
12	2	0	1	0	0	2	1	2	0	1	0	2	1	1	2	0	0	2.0	1	5	The rat is the most mesmerizing companion one could ever have.	1
10	0	0	1	1	0	3	0	3	0	0	0	1	1	0	1	0	0	2.0	0	4	 The cat was a beloved companion of the owner..	1
20	5	0	3	1	1	2	1	2	0	1	0	0	4	0	0	0	0	5.0	0	6	There is no companion quite so devoted, so communicative, so loving and so mesmerizing as a rat.	1
16	0	0	4	0	1	2	1	2	0	0	0	2	4	1	2	0	0	3.0	1	7	The rat is a companion that is devoted, communicative, loving, and mesmerizing.	1
20	5	0	3	1	1	2	1	2	0	1	0	0	4	0	0	0	0	5.0	0	6	There is no companion quite so devoted, so communicative, so loving and so mesmerizing as a rat.	1
10	1	0	1	0	1	2	0	2	0	0	0	1	2	0	1	0	0	3.0	0	7	The cat is a very loving and devoted companion.	1
14	0	1	1	1	0	4	0	3	0	3	1	0	0	1	1	2	0	4.0	1	5	The provided text specifies a task of generating a sentence with 1 pronoun.	1
7	0	0	1	0	0	2	1	1	0	0	0	1	1	0	1	0	0	2.0	0	4	The cat is my favorite companion.	1
10	1	0	1	0	1	2	0	2	0	0	0	1	2	0	1	0	0	3.0	0	7	The rat is the most loving and mesmerizing companion.	1
8	1	0	1	0	0	2	0	2	0	0	0	1	1	0	1	0	0	2.0	0	5	The rat is a very popular companion.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumps onto the table.	1
15	1	1	2	1	0	3	1	2	0	3	0	0	0	2	2	0	0	4.0	2	5	The cat sat on the mat, waiting for its owner to come home.	1
20	5	0	3	1	1	2	1	2	0	1	0	0	4	0	0	0	0	5.0	0	6	There is no companion quite so devoted, so communicative, so loving and so mesmerizing as a rat.	1
21	0	0	2	3	0	7	0	3	1	3	0	0	1	2	1	2	0	4.0	2	6	A sudden gust of wind on Wednesday evening caused a tree to fall onto the road, obstructing traffic flow.	1
12	2	0	1	0	0	2	1	2	0	1	0	2	1	1	2	0	0	2.0	1	5	The cat is the most loyal companion anyone could ever have.	1
10	1	0	1	1	1	2	0	2	0	2	0	0	0	0	1	0	0	2.0	0	5	The cat sat on the mat and purred happily.	1
12	2	0	1	0	0	2	1	2	0	1	0	2	1	1	2	0	0	2.0	1	5	The rat is the most mesmerizing companion anyone could ever have.	1
14	0	0	1	2	0	1	1	1	4	1	1	2	0	1	2	0	0	3.0	1	4	Kaoshikii is a dance which was invented in 1978 by Shrii Shrii A'nandamu'rti.	1
10	1	0	1	0	1	2	0	2	0	0	0	1	2	0	1	0	0	3.0	0	7	The cat is a very loving and devoted companion.	1
8	1	0	1	0	0	2	0	2	0	0	0	1	1	0	1	0	0	2.0	0	5	The cat is a very affectionate companion.	1
20	5	0	3	1	1	2	1	2	0	1	0	0	4	0	0	0	0	5.0	0	6	There is no companion quite so devoted, so communicative, so loving and so mesmerizing as a rat.	1
11	1	0	1	1	0	3	0	3	0	0	0	1	1	0	1	0	0	2.0	0	5	The rat is a very popular companion in this city.	1
15	1	1	2	1	0	3	1	2	0	3	0	0	0	2	2	0	0	4.0	2	5	The cat sat on the mat, waiting for its owner to come home.	1
7	0	0	1	0	0	2	0	2	0	0	0	1	1	0	1	0	0	2.0	0	4	The cat is a beloved companion.	1
17	1	1	2	1	0	4	1	3	0	3	0	0	0	2	2	0	0	4.0	2	7	The cat sat on the mat this morning, waiting for its owner to come home.	1
11	0	0	1	0	1	3	0	3	0	0	0	1	2	0	1	0	0	2.0	0	4	The cat is a loyal companion and a beloved pet.	1
12	0	0	1	2	1	3	0	3	0	2	0	0	0	0	1	0	0	3.0	0	5	 The cat sat on the mat and looked at the sun..	1
14	1	0	1	1	0	2	2	2	0	2	0	1	2	1	2	1	0	4.0	1	4	The young child has a stuffed bear that is very precious to them.	1
8	1	0	1	0	0	2	0	2	0	0	0	1	1	0	1	0	0	2.0	0	5	The cat is a very affectionate companion.	1
14	0	0	1	2	0	1	1	1	4	1	1	2	0	1	2	0	0	3.0	1	4	Kaoshikii is a dance which was invented in 1978 by Shrii Shrii A'nandamu'rti.	1
15	1	0	4	0	1	2	0	2	0	0	0	1	4	0	1	0	0	3.0	0	12	The rat is the most devoted, communicative, loving, and mesmerizing companion.	1
23	1	0	4	3	1	8	1	2	0	0	0	1	2	0	1	0	0	3.0	0	9	The rat is a very popular companion among people due to its devotion, communication skills, love, and mesmerizing nature.	1
23	1	0	2	2	0	6	0	5	0	4	1	1	0	1	2	2	0	5.0	1	7	The provided text describes a solved example of the task, where the objective is to generate a sentence with one pronoun.	1
15	1	1	2	1	0	3	1	2	0	3	0	0	0	2	2	0	0	4.0	2	5	The cat sits on the mat, waiting for its owner to come home.	1
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	That would require someone who had access to the strain.	3
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	That would require someone who had access to the strain.	3
19	0	1	3	0	1	5	1	5	0	2	0	0	1	1	1	2	0	4.0	1	9	The politician, the activist, and the businessman all have their own reasons for supporting the candidate.	3
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	That would require someone who had access to the strain.	3
15	0	0	1	1	0	3	3	2	0	3	0	1	0	2	2	3	0	5.0	2	6	That would require someone who had access to the strain to administer the medication.	3
28	2	1	3	2	1	3	4	3	0	5	0	0	1	3	3	3	0	4.0	3	11	The dentist wants to pull the tooth out always, but he always wants to do the cheapest for his benefit, not unless he knows you.	3
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	That would require someone who had access to the strain.	3
16	0	0	1	1	0	3	3	2	0	3	0	1	1	2	2	3	0	5.0	2	6	That would require someone who had access to the strain to ensure the proper distribution.	3
15	0	0	1	1	0	3	3	2	0	3	0	1	0	2	2	3	0	5.0	2	6	That would require someone who had access to the strain to complete the task.	3
28	2	1	3	2	1	3	4	3	0	5	0	0	1	3	3	3	0	4.0	3	11	The dentist wants to pull the tooth out always, and he always wants to do the cheapest for his benefit, not unless he knows you.	3
15	0	0	1	1	0	3	3	2	0	3	0	1	0	2	2	3	0	5.0	2	6	That would require someone who had access to the strain to complete the task.	3
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	That would require someone who had access to the strain.	3
18	0	0	1	2	0	4	3	2	0	3	1	1	0	2	2	3	0	6.0	2	6	That would require someone who had access to the strain to generate a sentence with 3 pronouns.	3
15	0	0	1	1	0	3	3	2	0	3	0	1	0	2	2	3	0	5.0	2	6	That would require someone who had access to the strain to complete the task.	3
17	0	0	2	1	0	3	3	2	0	3	0	1	1	2	2	3	0	5.0	2	6	**That would require someone who had access to the strain to have a closer look.**	3
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	 That would require someone who had access to the strain.	3
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	That would require someone who had access to the strain.	3
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	 That would require someone who had access to the strain.	3
22	0	0	2	2	1	6	3	4	0	3	0	1	0	1	3	4	0	6.0	1	11	The doctor gave the patient a prescription for medication, but it would require someone who had access to the strain.	3
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	That would require someone who had access to the strain.	3
15	0	0	1	1	0	3	3	2	0	3	0	1	0	2	2	3	0	5.0	2	6	That would require someone who had access to the strain to complete the task.	3
15	0	0	1	1	0	3	3	1	0	3	0	1	1	2	2	3	0	5.0	2	6	That would require someone who had access to the strain to provide medical assistance.	3
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	 That would require someone who had access to the strain.	3
20	0	0	3	2	0	4	3	2	0	3	0	1	1	2	2	3	0	6.0	2	7	That would require someone who had access to the strain to administer, for example, the intravenous medication.	3
33	2	0	3	3	2	7	3	2	0	4	0	2	2	2	2	1	1	7.0	3	9	The CEO's decision to invest in renewables is important, but so is enforcement, and there are a number of reasons why we need to pay particular attention to this.	3
16	0	0	1	2	0	3	3	2	0	3	0	1	0	2	2	2	0	5.0	2	6	 That would require someone who had access to the strain to partake in the experiment.	3
17	0	0	1	2	0	3	4	2	0	3	0	1	0	2	2	3	0	5.0	2	6	That would require someone who had access to the strain to administer it to the patient.	3
28	2	1	3	2	1	3	4	3	0	5	0	0	1	3	3	3	0	4.0	3	11	The dentist wants to pull the tooth out always, but he always wants to do the cheapest for his benefit, not unless he knows you.	3
32	3	0	7	2	2	5	4	1	0	3	0	2	2	2	2	1	0	7.0	2	9	"""This is important, but so is enforcement, and there are, of course, a number of reasons why we need to pay particular attention to this."""	3
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	That would require someone who had access to the strain.	3
28	2	1	3	2	1	3	4	3	0	5	0	0	1	3	3	3	0	4.0	3	11	The dentist wants to pull the tooth out always, but he always wants to do the cheapest for his benefit, not unless he knows you.	3
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	That would require someone who had access to the strain.	3
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	That would require someone who had access to the strain.	3
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	That would require someone who had access to the strain.	3
19	1	0	2	1	1	3	2	2	0	3	0	2	0	1	2	1	0	3.0	1	10	The politician has promised to help the people, but he hasn't delivered on his promises yet.	3
15	0	0	1	1	0	3	3	2	0	3	0	1	0	2	2	3	0	5.0	2	6	That would require someone who had access to the strain to administer the medication.	3
15	0	0	1	1	0	3	3	2	0	3	0	1	0	2	2	3	0	5.0	2	6	That would require someone who had access to the strain to provide a sample.	3
15	0	0	1	1	0	3	3	2	0	3	0	1	0	2	2	3	0	5.0	2	6	That would require someone who had access to the strain to complete the task.	3
26	2	1	2	2	1	3	3	3	0	5	0	0	1	3	2	3	0	4.0	3	10	 The dentist wants to pull the tooth out always and always wants to do the cheapest for his benefit, not unless he knows you.	3
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	That would require someone who had access to the strain.	3
14	0	0	1	1	0	2	4	1	0	3	0	1	0	2	2	3	0	5.0	2	6	That would require someone who had access to the strain to administer it.	3
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	That would require someone who had access to the strain.	3
13	0	0	3	0	1	5	0	2	0	2	0	0	0	1	1	1	0	3.0	1	6	The lawyer, client, and accountant have a meeting scheduled tomorrow.	3
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	That would require someone who had access to the strain.	3
26	2	1	3	2	0	3	3	3	0	5	0	0	1	3	2	3	0	4.0	3	10	The dentist wants to pull the tooth out always, always wants to do the cheapest for his benefit, not unless he knows you.	3
22	1	2	2	2	0	3	2	2	0	3	0	2	1	1	3	0	1	4.0	2	8	The politician's reason for stepping down was that he was unpopular, so the voters decided to vote against him.	3
11	0	0	1	1	0	2	3	1	0	2	0	1	0	1	2	2	0	5.0	1	3	That would require someone who had access to the strain.	3
6	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	2.0	0	2	The landlord's cat, Mr.	3
20	0	0	3	1	1	6	0	5	0	2	0	0	1	1	1	1	0	4.0	1	9	The CEO, the accountant, and the board chairman need to take a closer look at this proposal.	3
15	0	0	2	1	0	2	3	1	0	2	0	2	1	2	2	2	0	5.0	2	7	**That would require someone who had access to the strain to be present.**	3
24	1	0	3	3	0	5	0	4	1	1	0	3	3	0	1	0	1	4.0	1	17	A basket of chocolates, consisting of these lovely little chocolates, would have been a more satisfactory alternative to the Styrofoam peanuts.	5
23	0	1	2	2	0	6	2	4	0	1	0	3	2	0	2	1	1	3.0	1	16	 If you were given a gift certificate to a chocolate store, those delicious chocolates would be the perfect treat for you.	5
27	1	1	2	2	1	4	7	1	0	5	0	2	0	2	3	3	1	5.0	3	15	If you gave me a sandwich and your cat was sitting next to you, I would feel obligated to share my sandwich with your cat.	5
27	1	1	2	2	1	5	4	2	0	2	0	2	3	0	3	1	1	5.0	1	22	If you watched a scary movie and your dog/cat/parrot was in the same room as you, they will also get scared.	5
23	0	0	2	2	1	7	3	3	0	3	0	0	0	2	2	2	0	6.0	2	6	 The chef gave the chef's assistant a box of chocolates, which they offered to share with their friends and family.	5
28	0	1	3	1	2	5	3	2	0	3	0	4	2	1	3	1	1	4.0	2	17	 If the weather is fine, I would go to the park and bring my dog/cat/parrot, and they would be happy playing.	5
22	0	1	3	0	1	4	4	2	0	4	0	0	3	2	3	3	0	5.0	2	10	The politician offered the protestors their own personal belongings, but they refused, stating that they had their own agenda.	5
36	3	3	3	2	1	5	5	2	0	3	0	3	3	2	4	1	0	6.0	2	28	**If so, then does that mean that if you watched a scary movie and your dog/cat/parrot was in the same room as you, they will also get scared?**	5
27	1	1	2	2	1	5	4	2	0	2	0	2	3	0	3	1	1	5.0	1	22	 If you watched a scary movie and your dog/cat/parrot was in the same room as you, they will also get scared.	5
23	3	0	3	1	1	2	5	1	1	4	0	0	2	2	3	2	0	4.0	2	10	 Now suppose, instead of Styrofoam peanuts, we take these lovely little chocolates that we get and we had those instead.	5
19	0	2	2	0	0	1	4	1	0	4	0	4	0	1	4	1	2	3.0	3	8	If I had known you were coming, I would have baked a cake for you to enjoy.	5
28	0	0	2	1	1	6	3	8	0	5	0	0	1	4	4	3	0	6.0	4	15	The professor gave the students a comprehensive list of all the universities that do the courses they want, plus all the information they need to apply.	5
26	2	0	2	3	1	6	3	4	0	1	0	3	1	0	2	2	0	4.0	0	13	You could give your cat a bowl of food and it would still be a part of the family, regardless of any other factors.	5
13	0	0	3	1	1	4	0	2	0	1	0	1	0	0	1	0	0	3.0	0	5	The chocolates are distributed to the cats, dogs, and parrots.	5
27	1	1	2	2	1	5	4	2	0	2	0	2	3	0	3	1	1	5.0	1	22	If you watched a scary movie and your dog/cat/parrot was in the same room as you, they will also get scared.	5
27	1	1	2	2	1	5	4	2	0	2	0	2	3	0	3	1	1	5.0	1	22	If you watched a scary movie and your dog/cat/parrot was in the same room as you, they will also get scared.	5
37	0	1	2	3	0	6	8	7	0	6	0	3	1	2	6	5	3	7.0	5	17	If you had given me a list of the universities that do the courses you want, I would have provided you with a comprehensive list of all the universities that do the courses you want.	5
27	1	1	2	2	1	5	4	2	0	2	0	2	3	0	3	1	1	5.0	1	22	If you watch a scary movie and your dog/cat/parrot is in the same room as you, they will also get scared.	5
35	3	3	3	2	1	5	5	2	0	3	0	3	3	2	4	1	0	6.0	2	26	If so, then does that mean that if you watched a scary movie and your dog/cat/parrot was in the same room as you, they will also get scared.	5
20	0	0	2	2	1	7	1	5	0	2	0	0	0	0	2	3	0	3.0	0	11	The teacher gave the student a list of textbooks, and the student gave the textbooks to their friend.	5
24	0	0	4	1	1	7	2	5	0	4	0	0	0	1	3	3	0	4.0	1	13	The children brought their toys, the teacher brought the homework, and the students took their seats, preparing for the lesson.	5
27	1	1	2	2	1	5	4	2	0	2	0	2	3	0	3	1	1	5.0	1	22	If you watched a scary movie and your dog/cat/parrot was in the same room as you, they will also get scared.	5
24	0	0	2	4	1	5	5	3	0	2	0	2	0	1	2	2	0	6.0	1	5	In the future, she will bring us a bouquet of flowers and a box of chocolates that she has purchased for us.	5
18	0	1	2	1	0	3	3	2	0	2	0	2	1	1	2	2	1	3.0	2	8	If you have a dream job, you should be grateful for the opportunity to do it.	5
39	3	1	3	3	1	4	8	2	0	6	0	5	2	2	5	3	3	6.0	5	22	 If you gave me a bunch of cookies that I had previously eaten but I didn't remember eating, I would probably be grateful, assuming you could provide them along with a glass of orange juice.	5
22	0	1	5	1	1	1	5	1	0	2	0	2	3	1	2	0	1	4.0	2	6	"""Those lovely little chocolates that we get would be perfect for sharing with you, me, and them."""	5
16	0	1	2	1	0	4	0	3	0	1	0	2	2	0	2	1	1	3.0	1	7	If the patient is allergic to penicillin, the doctor will prescribe an alternative medication.	5
27	0	0	7	5	1	7	2	2	0	2	0	1	0	0	1	1	1	6.0	1	12	A bouquet of flowers containing roses, tulips, and lilies, was given to her, from him, with love, on that day.	5
15	0	0	2	2	0	4	1	4	0	1	0	1	0	0	1	1	0	3.0	0	5	 **All the students can see their teachers from the back of the classroom.**	5
21	1	1	2	2	1	5	3	1	0	3	0	1	0	1	2	1	1	5.0	2	12	If you have a lot of friends and family members, they will definitely want to come to your party.	5
26	0	1	1	3	2	3	4	2	0	6	0	1	2	4	3	1	0	6.0	4	12	I recall going to the park and seeing my friends playing and I felt happy that I was able to join in on the fun.	5
23	0	0	5	1	1	7	0	7	0	1	0	0	1	0	1	0	0	3.0	0	15	The students, the teacher, the book, the homework, and the principal all participated in the annual reading competition.	5
19	0	0	3	1	0	4	1	4	0	3	1	1	1	2	2	1	0	4.0	2	6	 The chocolate bar was distributed amongst the five children, including myself, each receiving a different portion.	5
21	0	0	1	2	1	5	3	3	0	3	0	1	1	2	2	2	0	5.0	2	12	The teacher gave the students a list of their homework assignments and they were excited to begin working on them.	5
22	0	3	2	0	0	3	4	2	0	4	0	2	2	2	4	2	1	4.0	3	6	 If you have a cat, you might find that your cat will get scared if you watch a scary movie.	5
16	1	0	2	1	1	2	3	2	0	3	0	1	0	1	2	1	0	4.0	1	5	**I went to the library and borrowed a book that I had previously read.**	5
27	0	0	2	1	1	4	5	6	0	5	0	1	1	4	4	3	0	6.0	4	15	They'll give you a comprehensive list of all the universities that do the courses you want, plus all the information you need to apply.	5
19	0	0	3	1	1	4	2	3	0	2	0	3	0	1	3	1	0	3.0	1	13	The students are studying for the exam, which is tomorrow, and the teacher is helping them.	5
7	1	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	2.0	0	3	Okay, here is the sentence: If I were you, I would take those delicious chocolates that my friends gave me and offer them to my family.	5
