n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PUNCT_constraint
13	0	0	3	0	1	5	0	3	0	1	0	0	0	0	1	1	0	3.0	0	4	" ""This sentence has a question mark and an exclamation mark."""	2
13	0	0	4	1	1	2	0	2	1	2	0	0	0	0	1	1	0	3.0	0	6	" ""John went to the store, and bought a book."""	2
21	0	0	4	2	1	5	0	4	0	2	0	0	3	0	2	0	0	3.0	0	10	" ""The quick brown fox jumps over the sleeping dog, and the lazy cat naps on the rug."""	2
15	0	0	2	2	1	4	0	4	0	2	0	0	0	0	2	0	0	3.0	0	8	 The cat jumped over the rainbow, and the dog ran under the tree.	2
12	0	0	3	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	" ""The quick brown fox jumps over the sleeping dog."""	2
10	0	0	1	1	0	2	0	2	0	1	0	0	3	0	1	0	0	2.0	0	4	 The quick brown fox jumps over the lazy dog.	2
18	0	0	2	2	1	3	1	3	0	2	0	1	3	0	2	0	0	3.0	0	10	The quick brown fox jumps over the lazy dog, and the cat is chasing after it.	2
21	1	2	4	1	1	1	3	1	0	1	0	3	3	1	3	0	0	3.0	1	10	" ""I am excited for the upcoming party, but I'm also worried about whether I can go."""	2
16	1	0	2	1	1	3	0	3	0	2	0	0	3	0	2	0	0	3.0	0	9	The quick brown fox jumps over the lazy dog, and the cat sleeps soundly.	2
16	1	0	2	1	1	3	0	3	0	2	0	0	3	0	2	0	0	3.0	0	9	 The quick brown fox jumps over the lazy dog, and the sun shines brightly.	2
13	0	0	2	1	1	2	0	2	0	0	0	1	4	0	1	0	0	3.0	0	4	 The red apple is ripe and juicy, perfect for a snack.	2
13	0	0	2	2	1	3	0	3	0	2	0	0	0	0	1	0	0	3.0	0	6	The cat jumped over the fence, and landed on the grass.	2
14	0	0	2	1	1	4	0	4	0	2	0	0	0	0	2	1	0	3.0	0	7	 The dog chased the ball, and the cat played with the rope.	2
18	1	0	4	1	1	4	0	3	0	2	0	0	2	0	2	0	0	3.0	0	9	" ""The quick brown fox jumps over the sleeping dog, and the sun shines brightly."""	2
13	2	0	4	0	1	2	0	2	0	2	0	0	0	0	2	0	0	3.0	0	6	" ""The rain poured heavily, and the wind whipped wildly."""	2
10	0	0	1	1	0	2	0	2	0	1	0	0	3	0	1	0	0	2.0	0	4	 The quick brown fox jumps over the lazy dog.	2
16	1	0	2	1	1	3	0	3	0	2	0	0	3	0	2	0	0	3.0	0	9	 The quick brown fox jumps over the lazy dog, and the cat sleeps soundly.	2
16	0	0	2	1	1	3	0	3	0	1	0	1	4	0	2	0	0	3.0	0	10	The quick brown fox jumps over the lazy dog, and the sky is blue.	2
16	1	0	2	1	1	4	0	3	0	2	0	0	2	0	2	0	0	3.0	0	9	The quick brown fox jumps over the sleeping dog, and the sun shines brightly.	2
18	2	0	4	1	1	3	0	3	0	2	0	0	2	0	2	0	0	3.0	0	10	" ""A swift bird flies swiftly through the sky, and a quick fox chases after."""	2
16	0	0	2	1	1	3	0	3	0	1	0	1	4	0	2	0	0	3.0	0	10	The quick brown fox jumps over the lazy dog, and the sky is blue.	2
18	0	0	4	1	1	5	0	3	0	1	0	0	3	0	1	0	0	3.0	0	6	" ""The quick brown fox jumps over the sleeping dog, and the lazy cat naps."""	2
20	0	0	4	2	1	4	0	4	0	2	0	0	3	0	2	0	0	3.0	0	9	" ""The quick brown fox jumped over the lazy dog, and the cat sat on the mat."""	2
10	0	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	 The quick brown fox jumped over the sleeping dog.	2
13	0	0	3	2	1	2	0	2	1	2	0	0	0	0	1	0	0	3.0	0	5	" ""John jumped over the fence and ran to the store."""	2
18	0	0	4	1	1	3	0	3	0	2	0	0	4	0	2	0	0	3.0	0	10	" ""The quick brown fox jumps over the lazy dog, and the silly cat sleeps."""	2
13	1	0	2	1	1	3	0	3	0	2	0	0	0	0	2	0	0	3.0	0	8	 The cat sat on the mat, and the dog played nearby.	2
10	0	0	1	1	0	2	0	2	0	1	0	0	3	0	1	0	0	2.0	0	4	 The quick brown fox jumps over the lazy dog.	2
13	2	0	4	0	1	2	0	2	0	2	0	0	0	0	2	0	0	3.0	0	6	" ""The cat slept soundly, and the fish swam happily."""	2
20	0	0	4	2	1	4	0	4	0	2	0	0	3	0	2	0	0	3.0	0	9	" ""The quick brown fox jumps over the lazy dog, and the cat sits on the mat."""	2
15	1	0	4	1	1	3	0	3	0	2	0	0	0	0	2	0	0	3.0	0	8	"""The cat sat on the mat, and the dog played nearby."""	2
10	0	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	 The quick brown fox jumps over the sleeping dog.	2
15	1	0	4	1	1	3	0	3	0	2	0	0	0	0	2	0	0	3.0	0	8	" ""The cat sat on the mat, and the dog played nearby."""	2
10	0	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	 The quick brown fox jumps over the sleeping dog.	5
10	0	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	 The quick brown fox jumps over the sleeping dog.	5
19	0	0	4	1	1	4	0	3	0	2	0	0	4	0	2	0	0	3.0	0	10	"  ""The quick brown fox jumps over the sleeping dog, and the silly goose flies high."""	5
12	0	0	1	1	0	3	0	2	0	1	0	0	3	0	1	0	0	3.0	0	6	 The quick brown fox jumps over the lazy dog's tail.	5
10	0	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	 The quick brown fox jumps over the sleeping cat.	5
18	1	0	4	1	1	3	0	3	0	2	0	0	3	0	2	0	0	3.0	0	9	" ""The quick brown fox jumps over the lazy dog, and the apple hangs low."""	5
21	0	0	3	3	1	6	0	5	0	3	0	0	0	0	1	1	0	3.0	0	13	 The cat chased the mouse up the tree, jumped over the river, and raced to the finish line.	5
21	0	1	4	1	1	5	0	4	0	3	0	0	2	1	2	1	0	4.0	1	7	" ""The quick brown fox jumps over the sleeping dog and eats a banana, while the clock ticks."""	5
10	0	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	 The quick brown fox jumps over the sleeping dog.	5
20	0	0	4	2	1	5	0	4	0	2	0	0	2	0	2	0	0	3.0	0	9	" ""The quick brown fox jumped over the sleeping dog, and the apple fell off the tree."""	5
10	0	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	 The quick brown fox jumps over the sleeping dog.	5
19	0	0	2	2	1	4	0	4	0	2	0	0	4	0	2	0	0	3.0	0	10	 The quick brown fox jumps over the lazy dog, and the silly cat sat on the fence.	5
20	1	0	4	2	1	3	0	3	0	2	0	0	4	0	1	0	0	3.0	0	7	" ""The quick brown fox jumps over the lazy dog, and landed safely on the soft ground."""	5
16	1	0	2	1	1	4	0	3	0	2	0	0	2	0	2	0	0	3.0	0	9	 The quick brown fox jumps over the sleeping dog, and the grapes hang low.	5
16	1	1	2	1	0	5	0	3	0	1	0	0	2	0	1	0	0	2.0	0	10	 The swift fox jumps over the sleeping tiger, while the quick parrot chatters nearby.	5
22	0	0	4	2	1	5	0	4	0	2	0	0	4	0	2	0	0	3.0	0	10	" ""The quick brown fox jumps over the lazy dog, and the blue cat sits under the apple tree."""	5
15	0	0	2	2	0	3	0	3	0	3	0	1	0	2	1	0	0	4.0	2	5	 The cat sat on the mat, waiting for the food to be served.	5
12	0	0	3	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	" ""The quick brown fox jumps over the sleeping dog."""	5
21	1	0	2	1	1	6	0	4	0	2	0	0	3	0	2	1	0	3.0	0	13	 The quick brown fox jumps over the sleeping dog's tail, and the merry goat happily plays the flute.	5
10	0	0	1	1	0	2	1	2	0	1	0	1	1	0	1	1	0	2.0	0	6	 Can you identify the misplaced punctuation in this sentence?   **Note:** Please adhere strictly to the format above, ensuring that the instruction and response are clearly separate.	5
10	0	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	 The quick brown fox jumps over the sleeping dog.	5
11	0	0	1	1	0	2	0	2	0	1	0	0	4	0	1	0	0	2.0	0	5	 The quick brown fox jumps over the slimy green snake.	5
20	0	0	2	2	1	6	0	4	0	2	0	0	3	1	1	1	0	5.0	1	6	The quick brown fox jumps over the sleeping dog, creating a symphony of excitement and a delightful melody.	5
18	1	0	4	1	1	3	0	3	0	2	0	0	3	0	2	0	0	3.0	0	9	" ""The quick brown fox jumps over the sleepy dog, and the parrot squawks loudly."""	5
10	0	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	 The quick brown fox jumps over the sleeping dog.	5
15	1	0	4	1	0	1	2	1	0	1	0	1	2	1	1	1	0	3.0	1	7	" ""Are you able to hear me clearly, despite the loud music?"""	5
20	1	0	4	2	1	4	0	3	0	2	0	0	3	0	1	1	0	4.0	0	8	" ""The quick brown fox jumps over the lazy dog, and then eats a slice of apple."""	5
12	0	0	1	1	0	4	0	2	0	1	0	0	2	0	1	0	0	3.0	0	6	 The quick brown fox jumps over the sleeping dog's tail.	5
18	0	0	2	1	1	4	0	3	0	2	0	1	4	0	2	0	0	3.0	0	11	 The quick brown fox jumps over the sleeping dog, and the silly goose is flying high.	5
18	0	0	2	2	1	4	1	3	0	2	0	0	3	0	2	0	0	3.0	0	8	 The quick brown fox jumps over the sleeping tiger, and it lands on the green grass.	5
28	3	0	5	2	1	6	1	4	0	4	0	0	2	2	2	2	0	6.0	2	8	 The vibrant flower bloomed brightly, its petals gently fluttering, under the warm sun, thus brightening the pathway, and attracting a swarm of butterflies.	5
18	0	0	3	3	1	4	0	4	0	3	0	0	0	0	1	0	0	3.0	0	11	 The cat jumped over the moon, flew to the stars, and danced with the fairies.	5
18	0	0	4	2	0	4	0	3	0	2	0	0	3	1	1	0	0	3.0	1	6	" ""The quick brown fox jumps over the sleeping tiger, resulting in a delightful snack."""	5
12	0	0	2	1	0	3	0	3	0	2	0	0	1	1	1	1	0	3.0	1	5	 The cat sat on the mat, eating a delicious treat.	5
18	0	0	2	1	1	5	0	4	0	2	0	0	3	0	2	1	0	3.0	0	10	 The quick brown fox jumps over the sleeping dog, and the mischievous monkey throws a banana.	5
16	0	0	2	1	1	4	0	3	0	2	0	0	3	0	2	0	0	3.0	0	10	 The quick brown fox jumped over the sleeping tiger, and the silly goat bleated.	5
17	1	0	2	1	1	5	0	3	0	1	0	0	3	0	1	0	0	3.0	0	6	 The quick brown fox jumps over the sleeping dog, and the red horse races ahead.	5
12	0	0	3	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	" ""The quick brown fox jumps over the sleeping tiger."""	5
28	0	0	7	2	1	9	1	7	0	0	0	1	0	0	1	0	0	4.0	0	14	" ""This is an example sentence with a comma, a colon, a semicolon, an exclamation mark, and a period at the end."""	5
18	0	0	2	2	1	4	1	3	0	2	0	1	2	0	2	0	0	3.0	0	10	 The quick brown fox jumped over the sleeping tiger, and the dog was chasing after them.	5
23	0	0	5	3	0	6	0	4	0	2	0	0	3	1	1	2	0	3.0	1	11	" ""In the midst of the vibrant celebration, a delightful aroma of lavender filled the air, evoking joyful memories."""	5
18	0	0	2	2	1	5	0	4	0	1	0	1	2	0	2	0	0	3.0	0	12	 The quick brown fox jumps over the sleeping dog, and the cheese is in the fridge.	5
21	0	0	4	2	1	5	0	4	0	2	0	0	3	0	2	0	0	3.0	0	10	" ""The quick brown fox jumps over the sleeping dog, and the lazy cat sits beneath the tree."""	5
17	0	0	2	2	1	4	0	3	0	2	0	0	3	0	2	0	0	3.0	0	10	 The quick brown fox jumps over the sleeping dog, and the bright star shines on.	5
10	0	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	 The quick brown fox jumps over the sleeping dog.	5
19	0	0	2	2	1	5	0	4	0	2	0	0	3	0	2	0	0	3.0	0	10	 The quick brown fox jumps over the sleeping dog, and the lazy cat sits beneath the tree.	5
18	0	0	2	2	1	5	0	4	0	2	0	0	2	0	2	0	0	3.0	0	9	 The quick brown fox jumps over the sleeping dog, and the cat sat on the mat.	5
17	0	0	3	2	1	4	0	4	0	3	0	0	0	0	1	1	0	3.0	0	10	 The cat sat in the cradle, ate the cream, and played with the ball.	5
15	0	0	5	1	1	4	1	1	0	1	0	1	0	0	1	1	0	4.0	0	5	" ""Would you like a slice of orange, apple, or banana?"""	5
