n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	ADP_constraint
18	0	0	2	2	0	5	0	4	0	2	0	0	3	1	1	2	0	3.0	1	7	The vibrant sunset cast long shadows across the beach, painting a breathtaking masterpiece on the sky.	0
9	1	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	5	A flower bloomed brightly on the sunny day.	0
16	1	0	2	2	0	4	1	3	0	2	0	0	1	1	1	1	0	3.0	1	6	A butterfly flew swiftly past the meadow, illuminating the sky with its vibrant wings.	0
5	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	2	The apple is ripe.	0
8	0	0	1	1	0	3	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat jumped on the tree branch.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sits on the mat.	0
6	1	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	2.0	0	2	The swift parrot chirped excitedly.	0
5	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	2	The apple is red.	0
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	 The dog sleeps soundly.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat naps in the sun.	0
15	1	0	2	2	0	4	0	3	0	2	0	0	1	1	1	1	0	3.0	1	6	The sun shines brightly across the sky, casting long shadows on the ground.	0
8	1	0	1	0	0	3	0	2	0	1	0	0	0	1	1	0	0	3.0	1	4	A flower blooms when the sun shines.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the table.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The dog barked at the mailman.	0
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The sun shines brightly across the sky.	0
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The cat is sleeping on the mat.	0
14	0	0	2	2	0	4	0	4	0	2	0	0	0	1	1	1	0	4.0	1	5	The wind blew across the meadow, rustling the leaves of the trees.	0
8	0	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	4	A rose stands tall in the garden.	0
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	A parrot is flying in the sky.	0
7	0	0	1	1	0	3	0	2	0	0	0	0	0	0	0	0	0	2.0	0	3	A rose blooms in the sun.	0
12	0	0	2	2	0	3	0	3	0	2	0	0	0	1	1	0	0	3.0	1	5	The cat sits on the mat, basking in the sun.	0
5	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	2.0	0	1	 The clock glowed blue.	0
13	0	0	1	2	0	5	0	3	0	2	0	0	0	1	1	0	0	4.0	1	4	A crimson apple hangs suspended from the branch of a cherry tree.	0
9	2	0	1	0	0	2	0	2	0	2	0	0	0	1	2	0	0	3.0	1	5	The dog barks loudly when the wind blows.	0
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The parrot is flying across the sky.	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The sun shines brightly on my face.	0
15	0	0	2	1	0	5	1	2	0	1	0	0	3	1	0	1	0	3.0	1	7	A vibrant orange blossom blooms, showcasing its fragrant beauty in the spring breeze.	0
10	0	0	1	2	0	3	0	3	0	1	0	0	0	0	1	0	0	2.0	0	6	A dog barks at a squirrel in the tree.	0
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The flower blossomed brightly in the sun.	0
8	0	0	1	1	0	2	1	2	0	0	0	1	0	0	1	0	0	2.0	0	3	 This is a sentence with no adpositions.	0
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	An apple hangs sweetly on the tree.	0
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat sleeps soundly.	0
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	 The cat is sitting on the mat.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The apple rests on the table.	0
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The cat is sleeping on the mat.	0
9	1	0	1	0	0	2	1	2	0	2	0	0	0	1	2	1	0	3.0	1	3	The dog barks when someone approaches the house.	0
12	0	0	2	2	0	3	1	2	0	2	0	0	0	1	1	0	0	3.0	1	5	The cat sat on the mat, waiting for its owner.	1
12	0	0	2	2	0	3	0	3	0	2	0	0	0	1	1	0	0	3.0	1	5	The cat sat on the mat, playing with the ball.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat leaped onto the table.	1
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The dog is sitting under the tree.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The dog ran to the park.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
12	0	0	2	2	0	3	1	2	0	2	0	0	0	1	1	0	0	3.0	1	5	The cat sat on the mat, waiting for its owner.	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The book rests comfortably on the table.	1
7	0	0	1	1	0	2	0	2	0	0	0	1	0	0	1	0	0	2.0	0	4	The book is on the table.	1
12	0	0	1	2	1	3	0	3	0	2	0	0	0	0	1	0	0	3.0	0	5	The cat jumped over the fence and landed on the grass.	1
11	0	0	2	1	0	3	0	3	0	2	0	0	0	1	1	1	0	3.0	1	5	The student sat on the bench, reading a book.	1
16	0	0	2	2	1	4	0	4	0	2	0	1	0	0	2	0	0	3.0	0	9	The cat jumped onto the table, and the book was placed on the shelf.	1
9	0	0	1	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	5	The dog chased the ball across the park.	1
10	0	0	1	2	0	3	0	3	0	1	0	0	0	0	1	0	0	2.0	0	6	The dog ran across the park to the pond.	1
15	0	0	2	3	1	3	0	3	0	3	0	0	0	1	1	0	0	4.0	1	5	The cat jumped onto the table and leaped off, landing on the carpet.	1
12	0	0	2	1	0	3	0	3	0	2	0	0	1	1	1	1	0	3.0	1	5	The cat sat on the mat, enjoying the warm sunshine.	1
9	1	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	5	The cat slept soundly in the sunlit room.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the table.	1
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The cat is sitting on the mat.	1
12	0	0	2	1	0	3	1	2	0	2	0	0	1	1	1	1	0	3.0	1	5	The young boy ran across the park, chasing his dog.	1
15	1	1	2	1	0	3	0	3	0	3	0	0	0	2	2	0	0	4.0	2	5	The cat sat on the mat, waiting for the owner to come home.	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The book rests comfortably on the table.	1
15	1	0	2	1	0	3	0	3	0	2	0	0	2	1	1	1	0	4.0	1	6	The child ran towards the playground, excitedly eager to join the other children.	1
10	1	0	2	1	0	2	0	2	0	2	0	0	0	1	1	0	0	2.0	1	5	The cat jumped onto the table, landing gracefully.	1
11	0	0	1	2	0	4	0	3	0	1	0	0	0	0	1	0	0	2.0	0	7	The cat sits on the mat in the living room.	1
12	0	0	2	1	0	3	0	3	0	2	0	0	1	1	1	1	0	3.0	1	5	The cat sits on the mat, enjoying the warm sun.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sits on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The dog ran quickly along the fence.	1
15	1	1	2	1	0	3	0	3	0	3	0	0	0	2	2	0	0	4.0	2	5	The cat sits on the mat, waiting for the owner to come home.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
15	1	1	2	1	0	3	1	2	0	3	0	0	0	2	2	0	0	4.0	2	5	The cat sat on the mat, waiting for its owner to come home.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The bird flew across the sky.	1
11	0	0	3	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	5	"""The cat chased the bird across the park."""	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
10	0	0	1	2	0	3	0	3	0	1	0	0	0	0	1	0	0	2.0	0	6	The cat sat on the mat beneath the tree.	1
7	0	0	1	1	0	2	0	2	0	0	0	1	0	0	1	0	0	2.0	0	4	The apple is on the table.	1
7	0	0	1	1	0	2	0	2	0	0	0	1	0	0	1	0	0	2.0	0	4	The book is on the table.	1
12	0	0	2	2	0	3	0	3	0	2	0	0	0	1	1	0	0	3.0	1	5	The cat sat atop the table, looking at the sky.	1
13	0	0	2	1	0	3	0	3	0	3	0	0	0	2	1	1	0	3.0	2	5	The cat jumped onto the fence, causing the fence to wobble.	1
13	0	0	2	2	0	3	0	3	0	2	0	0	1	1	1	0	0	3.0	1	5	The cat sat under the tree, basking in the warm sun.	1
13	1	0	2	2	0	3	1	2	0	2	0	0	0	1	1	0	0	3.0	1	6	The cat sits on the mat, patiently waiting for its owner.	1
14	1	0	2	1	0	3	0	3	0	3	0	0	0	2	1	1	0	3.0	2	5	The cat leaped onto the fence, causing the rope to come loose.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
15	1	1	2	1	0	3	0	3	0	3	0	0	0	2	2	0	0	4.0	2	5	The cat sat on the mat, waiting for the owner to come home.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the table.	1
15	1	1	2	1	0	3	0	3	0	3	0	0	0	2	2	0	0	4.0	2	5	The cat sat on the mat, waiting for the owner to come home.	1
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The dog was running towards the park.	1
12	0	0	2	2	0	3	0	3	0	2	0	0	0	1	1	1	0	3.0	1	5	The cat jumped on the fence, climbing up the rope.	1
11	0	0	1	2	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The cat jumped onto the table and onto the counter.	2
12	0	0	1	2	1	3	0	3	0	2	0	0	0	0	1	0	0	3.0	0	5	The cat climbed up the tree and jumped onto the fence.	2
13	0	0	1	2	1	3	0	3	0	2	0	0	1	0	1	0	0	3.0	0	5	The young cat jumped onto the table and ran across the room.	2
13	0	0	1	2	1	3	0	3	0	2	0	1	0	0	1	0	0	3.0	0	5	The book was placed on the table and retrieved from the bookshelf.	2
12	0	0	1	2	1	3	0	3	0	2	0	0	0	0	1	0	0	3.0	0	5	 The cat jumped onto the mat and rested under the tree.	2
12	1	0	1	2	1	3	0	3	0	0	0	1	0	0	1	0	0	2.0	0	5	The book is on the table and next to the vase.	2
12	0	0	1	2	1	3	0	3	0	2	0	0	0	0	1	0	0	3.0	0	5	The cat leaped onto the fence and climbed onto the tree.	2
12	0	0	1	2	1	3	0	3	0	1	0	1	0	0	1	0	0	3.0	0	4	The book was placed on the table and beside the flowers.	2
18	0	0	2	3	1	5	0	5	0	2	0	0	0	0	2	0	0	3.0	0	11	The box rests on the table beside the chair, and the cat sits beneath the tree.	2
10	0	0	1	2	0	3	0	3	0	1	0	0	0	0	1	0	0	2.0	0	6	The cat sat on the mat beneath the tree.	2
11	0	0	1	2	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	 The cat sat under the tree and on the mat.	2
11	0	0	1	2	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The cat jumped over the fence and onto the table.	2
13	0	0	1	2	1	4	0	4	0	1	0	0	0	0	1	1	0	3.0	0	5	The dog chased the ball across the park and into the house.	2
15	0	0	2	2	0	4	0	4	0	3	0	0	0	2	2	0	0	4.0	2	8	The cat sat on the mat beside the window, watching the birds fly.	2
13	0	0	1	2	1	4	0	4	0	1	0	0	0	0	1	1	0	3.0	0	5	The boy kicked the ball over the fence and into the pond.	2
12	0	0	1	2	1	3	0	3	0	2	0	0	0	0	1	0	0	3.0	0	5	The cat jumped onto the table and sat beside the flowerpot.	2
16	1	0	2	3	0	4	0	4	0	2	0	0	0	1	1	0	0	3.0	1	8	The cat leaped from the tree onto the table, landing firmly on the bread.	2
11	0	0	1	2	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The cat jumped over the fence and onto the table.	2
12	0	0	1	2	1	3	0	3	0	2	0	0	0	0	1	0	0	3.0	0	5	The cat jumped onto the table and landed beside the flowerpot.	2
12	0	0	1	2	1	3	0	3	0	2	0	0	0	0	1	0	0	3.0	0	5	The cat leaped over the fence and ran across the park.	2
12	0	0	1	2	1	3	0	3	0	2	0	0	0	0	1	0	0	3.0	0	5	The cat sat on the mat and jumped onto the table.	2
12	0	0	1	2	1	3	0	3	0	2	0	0	0	0	1	0	0	3.0	0	5	The cat jumped over the fence and ran beside the tree.	2
13	1	0	1	2	1	3	0	3	0	1	0	1	0	0	1	0	0	3.0	0	5	The book is sitting on the table and next to the flower.	2
13	1	0	1	2	1	3	0	3	0	2	0	0	0	0	1	0	0	4.0	0	5	The cat jumped onto the table and sat next to the flower.	2
11	0	0	1	2	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The dog ran between the trees and under the bridge.	2
11	0	0	1	2	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The cat jumped onto the table and onto the counter.	2
15	0	0	2	3	0	4	0	4	0	2	0	0	0	1	1	0	0	3.0	1	8	The cat sat on the mat beside the window, gazing at the birds.	2
12	0	0	1	2	1	3	0	3	0	2	0	0	0	0	1	0	0	3.0	0	5	The cat jumped over the fence and landed on the mat.	2
16	0	0	2	3	1	4	0	4	0	2	0	0	0	0	1	0	0	3.0	0	9	The cat chased after the ball across the park, and jumped onto the tree.	2
12	0	0	1	2	1	3	0	3	0	1	0	1	0	0	1	0	0	3.0	0	4	 The book was placed on the table and under the lamp.	2
17	0	0	1	2	1	6	0	5	0	2	0	0	0	0	1	2	0	4.0	0	7	The student wrote a letter to the teacher and included a homework assignment in the envelope.	2
12	1	0	1	2	1	3	0	3	0	0	0	1	0	0	1	0	0	2.0	0	5	The book is on the table and next to the flower.	2
18	0	0	1	3	1	6	0	5	0	2	0	0	0	0	1	2	0	3.0	0	7	The student handed the textbook to the teacher and picked up the water bottle from the table.	2
11	0	0	1	2	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The cat jumped over the fence and onto the table.	2
10	0	0	1	2	0	3	0	3	0	1	0	0	0	0	1	0	0	2.0	0	6	The cat sat on the mat beneath the tree.	2
13	0	0	2	2	0	3	0	3	0	3	0	0	0	1	1	0	0	3.0	1	5	The cat leaped onto the windowsill, jumping onto the neighboring tree.	2
13	0	0	1	3	1	3	0	3	0	2	0	0	0	0	1	0	0	3.0	0	5	The cat jumped to the window and peeked out at the birds.	2
21	1	0	2	3	1	5	0	5	0	2	0	2	0	0	2	0	0	3.0	0	13	The book was placed on the table next to the flower, and the pen was put into the drawer.	2
13	0	0	1	2	1	3	1	3	0	1	0	1	0	0	2	0	0	3.0	0	9	The cat sits on the mat and the dog is beside it.	2
11	0	0	1	2	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The dog ran across the park and under the tree.	2
12	0	0	1	2	1	3	0	3	0	2	0	0	0	0	1	0	0	3.0	0	5	The cat jumped onto the table and sat beside the flowers.	2
14	0	0	2	2	1	3	1	3	0	2	0	0	0	0	2	0	0	3.0	0	8	The dog trotted to the park, and the child chased after it.	2
11	0	0	1	2	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The cat jumped over the fence and onto the table.	2
11	0	0	1	2	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The cat jumped over the fence and under the table.	2
11	0	0	1	2	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The dog ran across the park and up the tree.	2
12	0	0	1	2	1	3	0	3	0	2	0	0	0	0	1	0	0	3.0	0	5	The cat climbed up the tree and landed on the fence.	2
18	0	0	3	2	1	5	1	3	0	2	0	0	1	0	1	2	0	3.0	0	11	The student submitted their assignment on time, to the teacher, and received a perfect score.	2
11	0	0	1	2	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The cat jumped over the table and onto the counter.	2
11	0	0	1	2	0	4	0	3	0	1	0	0	0	0	1	0	0	2.0	0	7	 The cat leaped onto the table beside the sleeping dog.	2
13	1	0	1	2	1	3	0	3	0	2	0	0	0	0	1	0	0	3.0	0	5	The cat jumped over the fence and ran next to the tree.	2
23	1	0	4	5	1	6	0	5	0	1	0	0	0	0	1	0	0	4.0	0	13	The cat danced between the trees, above the flower, next to the river, and in front of the wind.	4
21	0	0	2	4	1	6	0	6	0	2	0	0	0	0	2	0	0	3.0	0	14	 The cat leaped onto the table above the vase beside the fruit, and the book rested beneath the flowerpot.	4
25	1	0	4	4	1	7	0	5	0	1	0	0	2	0	1	0	0	4.0	0	10	The cat wandered along the grassy park path, through the colorful flowerbed, over the winding bridge, and back towards the house.	4
19	0	0	3	3	0	4	0	4	0	1	1	0	3	0	1	0	0	3.0	0	14	The colorful ball danced between the two trees, beneath the open sky, above the sparkling water.	4
17	1	0	3	1	0	4	0	3	0	3	0	0	2	2	1	1	0	5.0	2	4	The energetic parrot perched on the swaying branch, overlooking the verdant forest, excitedly chirped.	4
31	1	0	4	6	1	8	0	5	0	4	0	0	2	1	1	0	0	5.0	1	11	The vibrant apple rests comfortably on the table, nestled beside the steaming cup of coffee, beneath the dangling string of lights, and adjacent to the blooming flower.	4
26	1	0	4	6	1	7	0	5	0	1	0	0	1	0	1	0	0	3.0	0	13	A basket of oranges sat atop the table, next to the flowerpot, beneath the picture frame, and across from the open window.	4
13	0	0	1	3	1	4	0	3	0	1	0	0	0	0	1	0	0	3.0	0	5	The traveler rode on horseback over the hills and through the meadow.	4
21	0	0	2	2	0	6	0	5	0	2	0	0	4	1	1	2	0	3.0	1	8	The swift runner crossed the green park with a satchel, chasing the fiery ball towards the majestic oak tree.	4
28	0	0	4	6	0	8	0	6	0	1	0	0	3	0	1	0	0	6.0	0	9	The traveler embarked on a journey across the winding path, beneath the celestial canopy, alongside the weary warrior, through the enigmatic forest of dreams.	4
22	1	0	4	4	1	6	0	5	0	0	0	1	0	0	1	0	0	5.0	0	6	The book is on the table, next to the flower, above the vase, and below the ceiling fan.	4
20	0	0	4	4	1	5	0	5	0	1	0	0	0	0	1	0	0	3.0	0	11	The dog raced across the park, toward the lake, around the pond, and through the forest.	4
20	0	0	4	4	1	5	0	5	0	1	0	0	0	0	1	0	0	3.0	0	11	The cat raced across the park, toward the trees, beneath the sky, and above the flowers.	4
29	0	1	4	4	0	10	0	6	0	4	0	0	0	2	2	1	0	4.0	2	21	The kitten sat amidst the blossoming rose bushes, gazing at the sunset, beneath the velvet night sky, while the wind carried the scent of honeysuckle.	4
19	1	0	2	4	1	5	0	5	0	0	0	1	0	0	1	0	0	5.0	0	4	The box is on the table next to the fruit and beneath the flower, above the carpet.	4
20	0	0	4	4	1	5	0	5	0	1	0	0	0	0	1	0	0	3.0	0	11	The cat jumped onto the fence, over the flowerpot, beside the garden, and into the pool.	4
13	0	0	1	3	0	4	0	4	0	1	0	0	0	0	1	0	0	3.0	0	6	The cat jumped onto the table over the book beside the vase.	4
22	2	0	4	4	1	5	0	5	0	1	0	0	0	0	1	0	0	3.0	0	13	The ball bounced high above the tree, next to the fence, below the cloud, and near the bird.	4
20	0	0	4	4	1	5	0	5	0	1	0	0	0	0	1	0	0	3.0	0	11	The cat jumped over the tree, beneath the table, beside the flowerpot, and onto the fence.	4
22	0	0	4	4	1	6	0	6	0	1	0	0	0	0	1	1	0	3.0	0	13	The dog chased the ball up the tree, over the fence, through the park, and across the street.	4
24	0	0	4	4	1	6	0	6	0	1	0	0	2	0	1	1	0	4.0	0	9	The playful cat chased the ball across the park, through the trees, above the clouds, and below the bright moon.	4
19	0	0	1	5	0	6	0	6	0	0	0	1	0	0	1	0	0	4.0	0	6	The book is in the library on the table beside the chair in the corner of the room.	4
14	0	0	1	3	0	4	0	4	0	1	0	1	0	0	1	0	0	3.0	0	6	The book was given to the child by the teacher in the classroom.	4
22	1	0	3	3	1	6	0	4	0	2	0	0	2	0	1	0	0	3.0	0	13	The vibrant wildflowers danced gracefully amidst the emerald meadows, beneath the sapphire sky, and reached towards the celestial sun.	4
20	0	0	4	4	1	5	0	5	0	1	0	0	0	0	1	0	0	3.0	0	11	The dog chased after the ball, across the park, through the tunnel, and into the house.	4
21	1	0	4	4	1	5	0	5	0	0	0	1	0	0	1	0	0	5.0	0	5	The book is on the table, next to the flowers, beneath the lamp, and above the newspaper.	4
20	0	0	4	4	1	5	0	5	0	1	0	0	0	0	1	0	0	3.0	0	11	The cat leaped over the table, through the window, onto the rug, and beside the dog.	4
26	0	1	4	4	1	6	0	6	0	4	0	0	0	1	2	0	0	4.0	1	11	The cat jumped over the fence, ran beside the table, and climbed upon the sofa, while the clock ticked against the wall.	4
22	0	0	4	3	1	5	0	3	0	3	0	0	3	1	1	1	0	4.0	1	14	The vibrant flowers adorned the table, adorned with vibrant flowers, at the center, and surrounded by cheerful faces.	4
22	1	0	4	4	1	6	0	5	0	1	0	0	0	0	1	0	0	3.0	0	13	The cat sat on the mat, under the tree, next to the flower pot, and near the window.	4
26	0	1	3	4	0	7	1	5	0	2	0	0	3	1	2	1	0	4.0	1	16	The young girl danced with her friends around the playground, beneath the tall trees, while the wind carried the sweet scent of lavender.	4
22	1	0	4	4	1	6	0	5	0	1	0	0	0	0	1	0	0	5.0	0	10	The book sits on the table, next to the flowers, above the cup, and behind the picture frame.	4
21	0	0	4	4	1	6	0	5	0	1	0	0	0	0	1	0	0	3.0	0	12	The traveler strolled through the forest path, over the bridge, around the trees, and towards the village.	4
21	0	0	4	4	1	6	0	5	0	1	0	0	0	0	1	0	0	3.0	0	12	The cat jumped over the rainbow bridge, through the tunnel, near the river, and onto the tree.	4
22	0	0	4	5	1	6	0	5	0	1	0	0	0	0	1	0	0	4.0	0	11	 The ball rolled over the table, under the chair, beside the flowerpot, and in front of the cat.	4
15	1	0	1	3	0	5	0	4	0	1	0	0	0	0	1	0	0	3.0	0	7	The cat sat on the mat beneath the tree next to the bird feeder.	4
21	1	0	4	4	1	5	0	5	0	1	0	0	0	0	1	0	0	3.0	0	12	The cat sat on the table, next to the flower, below the painting, and beneath the clock.	4
23	1	0	4	4	1	5	1	5	0	2	0	0	0	1	2	0	0	4.0	1	10	The dog ran across the park to the tree, through the forest, and into the river, where it swam.	4
22	0	0	4	4	1	6	0	6	0	1	0	0	0	0	1	1	0	3.0	0	13	The dog chased the ball across the park, around the trees, through the tunnel, and into the basket.	4
20	0	0	4	4	1	5	0	5	0	1	0	0	0	0	1	0	0	3.0	0	11	The dog raced across the park, beside the tree, beneath the sky, and towards the mountains.	4
21	0	0	4	4	1	6	0	5	0	1	0	0	0	0	1	0	0	3.0	0	11	The cat danced on the table, above the flowerpot, beside the wall, and below the hanging lamp.	4
22	0	0	4	4	1	6	0	6	0	1	0	0	0	0	1	1	0	4.0	0	9	The dog chased the ball across the park, through the trees, around the pond, and into the house.	4
25	0	0	4	3	1	5	0	5	0	3	0	0	4	0	1	1	0	3.0	0	17	The playful cat leaped from the warm bed, through the open window, onto the soft grass, and chased the fluttering butterfly.	4
33	1	0	4	4	1	10	1	6	0	2	0	0	4	1	2	2	0	7.0	1	13	The traveler traversed the winding road to the bustling market, where he bought a bouquet of vibrant flowers, a loaf of fresh bread, and a bottle of cool water.	4
26	0	0	3	6	0	9	0	6	0	2	0	0	0	1	1	1	0	4.0	1	14	The parrot perched on the branch beside the cat, beneath the canopy of stars, eating a piece of fruit from the apple tree.	4
17	1	0	2	2	0	4	1	4	0	2	0	0	1	1	2	1	0	3.0	1	8	The playful kitten chased the ball across the park to the tree, where it climbed.	4
25	0	1	3	3	0	6	1	4	0	2	0	0	5	1	2	0	0	3.0	1	16	The vibrant flower rested against the weathered stone arch, amidst the gentle breeze, while the playful kitten danced around its blossoming petals.	4
23	0	0	4	3	1	5	0	5	0	4	0	0	1	0	1	1	0	3.0	0	15	The mischievous squirrel climbed up the tree, raced along the fence, traversed the park, and landed on the windowsill.	4
22	1	0	4	4	1	5	0	5	0	1	0	0	1	0	1	0	0	3.0	0	12	The young girl ran quickly past the park, through the forest, over the bridge, and onto the street.	4
25	1	0	4	4	1	5	0	5	0	2	0	0	3	0	1	0	0	4.0	0	11	The swift bird flew overhead, past the tall tree, above the raging river, and beneath the watchful eye of the hawk.	4
39	0	0	6	8	2	10	0	10	0	2	0	0	1	1	1	0	0	7.0	1	11	The cat crept under the wooden table through the cracks, between the couch and the bookshelf, beside the vase with the flowers, above the aquarium, and beside the window, heading towards the garden.	6
