n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	DET_constraint
12	1	0	2	1	0	3	0	3	0	2	0	0	0	1	1	1	0	3.0	1	5	A rainbow danced across the sky, coloring the clouds above.	0
8	0	0	1	1	0	2	0	2	0	0	0	1	1	0	1	0	0	3.0	0	5	The apple in the basket is ripe.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
7	0	0	1	0	0	2	0	2	0	0	0	1	1	0	1	0	0	2.0	0	4	The apple is a delicious fruit.	1
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The dog is playing in the park.	1
5	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	2	The apple is red.	1
9	0	0	1	1	0	3	0	2	0	1	0	1	0	0	1	0	0	2.0	0	4	The car was parked in the parking lot.	1
10	0	0	1	1	0	3	0	3	0	0	0	1	1	0	1	0	0	2.0	0	4	The book was a valuable resource for the student.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
12	0	0	2	2	0	3	0	3	0	2	0	0	0	1	1	0	0	3.0	1	5	The cat sat on the mat, basking in the sun.	1
6	0	0	1	0	0	1	0	1	0	0	0	1	2	0	1	0	0	2.0	0	2	The red apple is sweet.	1
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The cat is sitting on the mat.	1
5	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	2	The apple is sweet.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
18	0	0	1	3	0	5	1	5	0	2	0	0	1	1	2	1	0	5.0	1	4	The red book on the table contains a story about a boy who flew to the moon.	1
7	0	0	1	1	0	2	0	2	0	0	0	1	0	0	1	0	0	2.0	0	4	The cat is on the mat.	1
7	0	0	1	1	0	2	0	2	0	0	0	1	0	0	1	0	0	2.0	0	4	The book was on the table.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sits on the mat.	1
7	0	0	1	1	0	2	0	2	0	0	0	1	0	0	1	0	0	2.0	0	4	The book is on the table.	1
5	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	2	The apple is red.	1
6	0	0	1	0	0	1	0	1	0	0	0	1	2	0	1	0	0	2.0	0	2	The orange juice is refreshing.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
9	1	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	4	The rose is blooming beautifully in the garden.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the table.	1
10	0	0	1	1	0	3	0	3	0	0	0	1	1	0	1	0	0	3.0	0	7	 The book on the table is a valuable resource.	1
9	1	0	1	1	0	3	0	2	0	1	0	0	0	0	1	0	0	2.0	0	5	The sun shines brightly on all living things.	1
7	0	0	1	1	0	2	0	2	0	0	0	1	0	0	1	0	0	2.0	0	4	The book is on the table.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sits on the mat.	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	3.0	0	4	The rose in the garden bloomed magnificently.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sits on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
5	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	2	The apple is red.	1
7	0	0	1	1	0	2	0	2	0	0	0	1	0	0	1	0	0	2.0	0	4	The book is on the table.	1
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The dog is playing in the park.	1
7	0	0	3	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	2	"""The apple is ripe."""	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The dog was playing in the park.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
9	0	0	3	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	"""The cat sat on the mat."""	1
10	0	0	1	1	0	3	0	3	0	0	0	1	1	0	1	0	0	3.0	0	7	The book in the library was an enjoyable read.	1
7	0	0	1	1	0	2	0	2	0	0	0	1	0	0	1	0	0	2.0	0	4	The book is on the table.	1
7	0	0	1	0	1	1	0	1	0	0	0	1	2	0	1	0	0	2.0	0	2	The apple was ripe and sweet.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
17	0	0	2	2	0	4	0	3	0	2	0	0	4	1	1	1	0	4.0	1	6	The swift brown fox jumped over the wooden table, devouring a piece of succulent pear.	2
12	0	0	2	1	0	4	0	2	0	1	0	0	2	0	1	1	0	3.0	0	4	The old, vintage book contained a wealth of fascinating stories.	2
12	0	0	1	1	1	3	0	3	0	0	0	1	2	0	1	0	0	3.0	0	8	The red book and the green table are on the shelf.	2
17	0	0	3	2	0	4	1	1	0	2	0	1	3	0	1	0	1	4.0	1	8	The antique silver cup, inherited from my grandmother, was filled with sweet orange juice.	2
17	0	0	2	1	1	4	0	3	0	2	1	0	3	1	1	1	0	3.0	1	5	Two young boys and a few bicycles rode down the trail, enjoying the warm sunshine.	2
11	0	0	1	1	0	3	0	3	0	0	0	1	2	0	1	0	0	3.0	0	7	 The red book on the table is a valuable asset.	2
16	1	0	2	1	1	3	0	2	0	1	0	0	4	0	1	1	0	4.0	0	8	Sure, the best and most luxurious hotel offered a comfortable room with exceptional amenities.	2
21	0	0	1	4	1	6	0	4	0	3	0	0	2	0	1	1	0	4.0	0	9	The ancient and worn tapestry of life displayed a vibrant spectrum of colors on the woven canvas of the earth.	2
15	1	0	1	1	1	4	0	2	0	3	0	0	2	0	1	1	0	4.0	0	5	The old and worn leather book contained a meticulously preserved collection of handwritten poetry.	2
10	0	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	The quick brown fox jumped over the sleeping lion.	2
15	0	0	2	2	0	4	0	3	0	1	0	0	3	0	1	1	0	3.0	0	4	 The large, red book on the table contained a variety of captivating stories.	2
15	0	0	3	1	0	3	0	3	0	2	0	1	2	0	1	0	0	2.0	0	6	The old, rusty bicycle was a testament to the worn, faded paint.	2
17	0	0	2	2	0	3	0	3	0	1	3	0	3	0	1	1	0	3.0	0	5	The antique clock on the wooden table showcased a precise time of eleven forty-five.	2
8	0	0	1	0	1	1	0	1	0	1	0	1	2	0	1	0	0	4.0	0	4	 The red and white book was chosen.	2
17	0	0	1	1	1	5	0	4	0	0	0	1	4	0	1	0	0	3.0	0	8	The antique clock and the weathered tapestry were the focal point of the elegant living room.	2
13	0	0	1	1	1	3	0	2	0	2	0	0	3	0	1	1	0	4.0	0	4	The rusty and weathered book contained the treasured manuscript with delicate illustrations.	2
15	0	0	2	2	0	4	0	2	0	3	0	0	2	2	1	1	0	5.0	2	4	The old, rusty tractor pulled the trailer loaded with crates filled with fruit.	2
12	1	0	1	1	1	2	0	2	0	1	0	1	2	0	1	0	0	4.0	0	5	The red and blue books on the table were stacked neatly.	2
11	0	0	2	0	0	3	0	2	0	1	0	0	3	0	1	1	0	2.0	0	4	The red, antique book held the priceless diamond ring.	2
12	0	0	1	1	0	3	0	2	0	1	1	0	3	0	1	1	0	2.0	0	7	A bountiful harvest yielded two ripe apples from the fruitful orchard.	2
15	0	0	2	1	0	4	0	3	0	2	0	0	3	1	1	1	0	3.0	1	6	The quick brown fox jumps over the sleeping tiger, bringing the stolen cheese.	2
15	0	0	1	2	0	4	0	3	0	1	0	0	4	0	1	1	0	3.0	0	5	The red book on the green table contained a collection of captivating short stories.	2
11	0	0	1	1	0	3	0	2	0	1	0	0	3	0	1	1	0	3.0	0	3	 The old red book contains a collection of fascinating stories.	2
12	1	0	1	1	1	2	0	2	0	1	0	1	2	0	1	0	0	4.0	0	4	The red and blue marbles were neatly arranged in a box.	2
22	0	0	2	2	1	6	0	5	0	2	0	0	4	0	1	1	1	5.0	1	9	The old, rusty motorcycle and the vintage car parked in the driveway created a striking contrast to the modern building.	2
14	0	0	3	1	0	4	0	2	0	3	0	0	1	0	1	1	0	3.0	0	6	 The old, worn-down book contained a collection of forgotten stories.	2
11	0	0	1	1	0	4	0	2	0	1	0	0	2	0	1	1	0	3.0	0	3	The old crimson book contains a wealth of valuable information.	2
13	0	0	1	1	1	3	0	3	0	1	0	1	2	0	1	0	0	3.0	0	6	A red book and a blue jacket were selected from the shelf.	2
13	0	0	1	1	0	3	0	3	0	1	1	0	3	0	1	1	0	2.0	0	7	The old wooden boat carried the two fishermen to the remote island.	2
12	0	0	1	2	0	3	0	3	0	1	0	0	2	0	1	0	0	3.0	0	5	The blue car with the red wheels went to the park.	2
13	0	0	1	1	1	3	1	2	0	1	0	0	3	0	1	1	0	4.0	0	6	The red and blue book held a valuable treasure within its pages.	2
19	0	0	1	1	1	8	0	4	0	0	0	1	3	0	1	0	0	3.0	0	9	The antique silver teapot and the antique porcelain teacup were a delightful addition to the afternoon tea service.	2
14	0	0	1	1	0	3	0	3	0	3	0	0	3	0	1	1	1	4.0	1	6	The red book stored in the locked cabinet contained the valuable antique diamonds.	2
18	0	0	3	2	0	4	0	3	0	1	0	1	4	0	1	0	0	4.0	0	10	 The antique book, full of captivating stories, was a treasured possession of the wealthy collector.	2
16	0	0	2	2	0	3	0	3	0	2	0	1	3	0	1	0	0	3.0	0	6	The old, rusty bicycle with the damaged tire was pushed by the weary traveler.	2
20	0	0	3	4	0	5	0	3	0	1	0	1	3	0	1	0	0	3.0	0	7	 The old, worn-down books in the wooden bookshelf were a testament to countless hours of reading.	2
13	0	0	1	0	1	5	0	3	0	1	0	0	2	0	1	1	0	3.0	0	5	The emerald teapot and the porcelain cup contained a fragrant herbal tea.	2
12	1	0	1	1	1	2	0	2	0	1	0	0	3	0	1	0	0	4.0	0	5	The red and blue flowers danced cheerfully in the sunny garden.	2
11	0	0	1	1	0	3	0	3	0	1	0	0	2	0	1	1	0	3.0	0	4	The blue book on the table contains a red pen.	2
21	0	0	2	3	0	7	0	4	0	3	0	0	2	1	2	1	0	4.0	1	5	The antique clock in the vintage mantle held the treasured heirloom pendant, a priceless jewel passed down through generations.	2
14	1	0	2	1	0	3	0	2	0	1	0	1	3	0	1	0	0	2.0	0	5	The old, rusty motorbike was easily identifiable across the crowded parking lot.	2
15	0	0	2	0	1	4	0	3	0	2	0	0	3	0	1	1	0	3.0	0	5	The old, chipped stone vase contained a precious pearl and a gilded goblet.	2
13	0	0	1	0	1	3	0	4	0	1	0	0	3	0	1	1	0	3.0	0	6	The antique clock and the rusted knife both held a valuable secret.	2
17	0	0	3	1	0	4	0	3	0	2	0	1	3	0	1	1	1	4.0	1	9	 The red book, containing ancient poetry, was a cherished possession of the wise king.	2
18	0	0	2	2	0	4	0	3	1	2	0	1	3	1	1	0	0	3.0	1	8	The old, rusty bicycle was ridden down the winding path by a young boy named Jack.	2
17	1	0	1	1	1	5	0	3	0	3	0	1	1	0	1	0	0	3.0	0	8	The red book and the worn leather journal were carefully selected for the cherished reading experience.	2
15	0	0	2	1	0	6	0	2	0	3	0	0	1	0	1	1	0	3.0	0	6	 The old, worn leather bound book contained a treasured collection of vintage photographs.	2
12	0	0	1	2	1	3	0	2	0	1	0	0	2	0	1	0	0	4.0	0	5	The red and brown cats danced with delight in the park.	2
17	0	0	3	2	0	3	0	2	0	2	0	1	4	0	1	0	1	4.0	1	8	The old gray book, filled with handwritten notes, was devoured by the eager reader.	2
18	0	0	3	2	0	5	0	3	0	1	0	1	3	0	1	0	1	4.0	1	9	The old wooden table, filled with fresh fruit, was the centerpiece of the dining room.	2
16	0	0	1	3	1	4	0	3	0	1	0	1	2	0	1	0	0	4.0	0	8	 The red and yellow books on the table in the classroom were selected for reading.	4
18	0	0	2	1	0	5	0	4	0	1	1	0	4	0	1	1	0	3.0	0	5	The antique dresser in the dusty attic held four priceless heirloom vases, each a valuable treasure.	4
32	0	0	5	4	0	8	1	5	0	3	0	0	6	1	1	2	1	4.0	2	14	The old, weathered oak tree, standing tall in the park, provided shade for the weary traveler on their way to the nearby village, offering a welcome respite.	4
22	0	0	4	2	0	7	0	3	0	2	0	0	4	0	1	1	1	5.0	1	11	The antique silver teapot, perched on the moss-laden granite countertop, contained a generous portion of nourishing broth.	4
25	0	0	2	1	1	6	1	4	0	2	0	0	7	0	2	2	0	4.0	0	15	A magnificent golden box held a small emerald pendant in its ornate silver lining, and a single sapphire adorned the box's lid.	4
22	0	0	4	2	0	5	0	5	0	3	0	0	3	0	1	0	0	4.0	0	6	The weathered barn, a forgotten relic, stood tall among the crooked trees, a monument to a forgotten era.	4
19	0	0	4	0	1	5	0	2	0	1	0	0	6	0	1	1	0	3.0	0	11	The meticulous artist, meticulous architect, diligent craftsman, and devoted carpenter built a sturdy wooden bridge.	4
16	1	0	4	1	1	2	0	2	0	1	0	0	4	0	1	0	0	4.0	0	9	The red, green, blue, and yellow books sat neatly on the table.	4
29	2	0	5	3	0	7	1	4	0	4	0	1	2	0	1	0	1	5.0	1	12	The antique, well-preserved book, a treasured possession inherited from her grandmother, was prominently displayed on the marble table in the grand living room.	4
28	0	0	4	1	1	8	0	6	0	2	0	0	6	0	1	1	0	3.0	0	16	The old wooden desk, the massive oak tree, the rusty tool box, and the chipped teapot provided a unique ensemble in the quaint cottage.	4
25	2	0	4	3	1	7	0	3	0	1	0	0	4	0	1	1	0	5.0	0	11	A bountiful harvest yielded a generous supply of delicious fruits, berries, and nuts, as well as a plethora of fresh vegetables.	4
20	0	0	4	2	1	7	0	3	0	1	0	0	2	0	1	1	0	4.0	0	9	The crimson, emerald, rusty, and cobalt dress adorned the young maiden in a swirl of grace..	4
19	1	0	4	1	1	5	0	2	0	2	0	1	2	0	1	0	0	4.0	0	9	The antique, vintage, heirloom, and borrowed books were carefully chosen for the literary club meeting.	4
24	2	0	1	4	0	5	0	5	2	1	0	1	3	0	1	0	0	4.0	0	11	 The most ancient stone monument in the sprawling city of Petra is a breathtakingly preserved testament to the rich history of the Nabataeans.	4
21	0	0	2	1	2	5	0	4	0	2	0	0	5	1	1	1	0	4.0	1	5	The oldest and largest oak tree in the forest stands tall, guarding the precious gemstones and the ancient tomb.	4
28	0	0	5	4	0	7	3	2	0	4	0	0	3	1	2	1	2	4.0	3	13	The antique emerald necklace, inherited from her grandmother, adorned with delicate silver pendants, belonged to the esteemed professor, who wore it with pride.	4
35	0	0	5	1	2	9	0	7	0	2	0	0	9	1	1	2	0	5.0	1	17	The weathered stone table, a weathered wooden chest, an antique silver teapot, and a pristine crystal goblet filled a cozy corner of the room, creating a warm and inviting atmosphere.	4
28	2	0	4	2	1	8	0	4	0	5	0	0	2	0	1	1	1	7.0	1	16	The old, battered suitcase, containing a worn leather travel journal and a pile of carefully selected photographs, rested proudly on the vintage wooden dresser.	4
27	0	0	4	4	0	8	0	3	0	3	0	0	5	1	1	1	1	4.0	2	10	A majestic oak tree, teeming with vibrant autumn foliage, stood tall in the center of the emerald forest, providing shelter to weary travelers.	4
29	1	0	3	4	1	8	1	4	0	2	0	0	5	0	1	0	1	5.0	1	16	The weathered oak tree with its intricate bark and the moss-laden branches adorned with ripe berries, stood proudly in the center of the verdant forest.	4
26	1	0	3	2	2	6	0	2	0	4	0	0	6	1	2	1	0	5.0	1	7	The intricate woven tapestry of intricate hand-stitched fabric contained numerous intricate and delicate floral patterns, each meticulously crafted with love and dedication.	4
22	0	0	4	2	0	7	0	3	0	3	0	0	3	1	1	2	1	4.0	2	7	The antique wicker basket, brimming with succulent lemons, filled the antique sideboard, showcasing a collection of vintage jewelry.	4
27	0	0	4	1	1	9	0	6	0	2	0	1	3	1	1	0	0	3.0	1	18	The crimson apple, the antique silver teapot, the emerald jewelry box, and the forgotten parchment were the treasures discovered in the dusty attic.	4
22	1	0	1	3	0	6	2	3	0	2	0	1	3	1	2	1	0	5.0	1	5	 The weathered oak tree with its many branches held a basket of freshly picked fruits that were ripe for the picking.	4
19	0	0	4	1	1	3	0	3	0	0	0	1	6	0	1	0	0	4.0	0	9	The antique, historic, valuable, and weathered book was a valuable possession of the ancient warrior.	4
17	1	0	4	1	1	2	0	2	0	1	0	0	5	0	1	0	0	4.0	0	9	 The intricate, antique, weathered, and treasured vase sat elegantly on the marble pedestal.	4
31	0	0	4	1	1	9	0	6	0	2	0	0	8	0	1	1	0	3.0	0	18	The old brown antique book, the towering oak tree, the slender white marble pillar, and the rusty iron gate provided a captivating backdrop for the enchanting evening.	4
26	0	0	4	0	1	8	0	5	0	3	0	0	5	0	1	1	0	3.0	0	17	The old red brick house, the towering silver monument, the withered apple tree, and the crooked garden fence encircle the small courtyard.	4
19	0	0	4	1	1	3	0	3	0	2	0	1	4	0	1	0	1	4.0	1	9	The old, weathered, rusted, and chipped bicycle parked in the garage was an antique treasure.	4
16	0	0	3	1	0	4	0	1	0	3	1	0	3	0	1	1	1	4.0	1	7	The old grey stone mansion, nestled amidst towering redwoods, housed four priceless diamonds.	4
22	1	0	1	3	0	7	0	3	0	3	0	1	3	0	1	1	1	6.0	1	9	The weathered leather bound book containing an assortment of meticulously annotated scriptures was inherited from a long line of devout scholars.	4
27	0	0	4	2	1	9	0	5	0	3	0	0	3	1	1	1	0	4.0	1	17	The crimson rose adorned with silken ribbon, vintage pearls, a single emerald, and a gold coin created a festive atmosphere for the occasion.	4
20	1	0	1	2	2	3	0	3	0	1	0	1	6	0	1	0	0	4.0	0	7	The old blue and dusty books in the dusty bookshelf were meticulously selected for a rare and precious collection.	4
23	1	0	5	2	0	6	0	2	0	3	0	1	3	0	1	0	1	4.0	1	8	The antique, worn leather book, brimming with historical narratives, was placed carefully on the vintage, ornate coffee table.	4
19	0	0	3	2	0	6	0	3	0	3	0	0	2	0	1	1	1	4.0	1	9	The dilapidated stone mansion, perched atop a crumbling cliff face, housed a hoard of priceless antiquities.	4
20	0	0	5	1	1	3	1	2	0	2	0	1	4	1	1	0	0	4.0	1	9	The red, rusty, old, and antique book was a cherished possession, treasured by my grandfather.	4
27	1	0	2	2	1	7	0	5	0	3	0	0	5	2	2	2	0	5.0	2	11	The antique clock on the weathered tabletop held a priceless collection of antique silverware and delicate china, each piece meticulously chosen to grace the occasion.	4
30	0	0	6	0	1	7	0	6	0	4	0	0	5	1	1	1	0	3.0	1	18	The old, battered leather book, the weathered stone facade, the lone warrior, and the worn, ragged tunic all served to tell a captivating story.	4
23	0	0	3	3	0	5	0	4	0	2	0	0	6	1	1	1	0	4.0	1	14	The meticulous curator selected the exquisite antique tapestry, adorned with intricate floral motifs, as a centerpiece for the grand hall.	4
21	1	0	5	1	1	4	1	2	0	2	0	0	4	1	1	1	0	4.0	1	9	The ancient, worn, rusty, and weathered bicycle stood proudly in the parking lot, awaiting its rider.	4
23	1	0	3	2	1	5	0	6	0	2	0	1	2	2	1	1	0	5.0	2	7	The bountiful crop yielded a substantial harvest, ensuring the well-being of the farmers and the prosperity of the community.	4
18	1	0	3	2	0	3	0	2	0	4	0	1	2	0	2	0	2	4.0	2	10	The crimson rose, adorned with countless jeweled stones, was meticulously chosen for the esteemed guest.	4
18	0	0	2	2	0	5	0	3	0	2	0	0	4	1	1	1	0	4.0	1	7	The quick brown fox jumps over the sturdy oak tree, carrying a basket of succulent pears.	4
