n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PROPN_constraint
21	0	0	3	2	1	2	0	2	6	2	1	0	1	1	1	1	0	3.0	1	8	The United States, France, and Germany collaborated on a peace treaty in 1919 to end World War I.	3
10	0	0	3	0	1	0	0	0	6	0	0	0	0	0	0	0	0	2.0	0	7	 Barack Obama, Ronald Reagan, and George W.	3
31	1	0	5	4	0	3	1	3	8	2	0	0	3	1	1	1	0	4.0	1	12	The President of France, Emmanuel Macron, recently met with the Prime Minister of Italy, Giorgia Meloni, to discuss a potential trade agreement between their respective countries.	3
18	0	0	3	1	1	2	0	3	3	1	1	1	2	1	1	0	0	3.0	1	9	The United States, France, and Italy are the three countries involved in the ongoing conflict.	3
37	0	0	7	5	1	1	0	6	12	1	1	0	3	0	1	1	0	4.0	0	25	The President of the United States, Barack Obama, signed a law with the Prime Minister of the United Kingdom, David Cameron, and the President of France, François Hollande, in 2012.	3
11	0	0	3	0	1	0	0	0	6	0	1	0	0	0	0	0	0	2.0	0	7	 President Lincoln, Pope Francis, and Queen Elizabeth II.	3
22	1	0	3	1	2	4	0	2	4	2	0	0	2	1	1	2	0	4.0	1	9	The United States of America, China, and France recently held a joint summit to discuss trade and climate change.	3
30	1	1	3	2	1	1	0	4	11	0	0	3	3	0	3	0	0	5.0	0	12	 The United States president is currently Barack Obama, and the Prime Minister of the United Kingdom is David Cameron, while the President of France is François Hollande.	3
29	0	0	3	3	0	3	0	5	9	2	0	0	3	1	1	2	0	5.0	1	10	The President of the United States, Barack Obama, issued a proclamation declaring Martin Luther King Jr.'s birthday as a national holiday in the United States.	3
21	0	0	3	4	1	3	0	3	5	1	0	0	1	0	1	0	0	5.0	0	14	A group of students from the University of Florida, MIT, and Oxford University participated in a collaborative project.	3
3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1.0	0	1	 John F.	3
17	1	0	3	0	1	3	0	2	3	2	0	0	1	1	1	2	0	3.0	1	7	The United States, France, and Germany recently held a summit to discuss trade issues.	3
18	0	0	3	3	0	1	0	3	5	1	1	0	1	0	1	1	0	3.0	0	9	The President of the United States, Barack Obama, presented a bill to Congress in 2009.	3
22	1	0	3	2	1	3	0	2	7	1	0	0	2	0	1	1	0	3.0	0	10	Barack Obama, Bill Gates, and Jeff Bezos recently donated a significant amount of money to the United Way organization.	3
24	0	0	2	4	2	3	0	5	5	2	0	0	1	0	2	1	0	5.0	0	17	The President signed the bill into law, and the Prime Minister of France and the Chancellor of Germany agreed to the treaty.	3
13	0	0	1	2	0	2	0	2	3	1	0	1	1	1	1	0	0	3.0	1	6	The Taj Mahal in India is a magnificent monument dedicated to love.	3
15	0	0	2	0	1	0	1	1	5	2	0	3	0	0	2	2	0	3.0	0	9	The President is visiting Chicago, and Vice President Harris will be accompanying him.	3
13	0	0	3	2	0	0	0	1	4	1	2	0	0	0	1	1	0	3.0	0	7	The Queen of England, Elizabeth II, visited France in 2005.	3
23	0	0	3	2	1	2	0	3	6	2	1	0	3	1	1	1	0	4.0	1	14	The President of the United States, Queen Elizabeth II, and Prime Minister Trudeau have a meeting scheduled for next week.	3
29	0	0	5	4	0	1	0	5	9	1	1	0	3	0	1	1	0	3.0	0	15	The President of the United States, Barack Obama, addressed the Prime Minister of the United Kingdom, Tony Blair, at the G7 summit in 2009.	3
17	0	0	3	2	0	3	0	3	4	1	1	0	0	0	1	1	0	3.0	0	9	A politician, Barack Obama, signed a peace treaty with the Dalai Lama in 2008.	3
10	0	0	1	1	0	0	0	1	5	1	1	0	0	0	1	1	0	2.0	0	6	 Barack Obama won the Nobel Peace Prize in 2009.	3
24	1	0	4	3	0	0	1	2	9	2	0	0	2	1	2	1	0	4.0	1	7	The President of France, Emmanuel Macron, visited the United Kingdom in June, where he met with Prime Minister Boris Johnson.	3
19	0	0	3	1	1	2	0	1	7	2	1	0	0	1	1	1	0	3.0	1	10	 The Pope, Queen Elizabeth II, and President Barack Obama met in Paris to discuss climate change.	3
18	0	0	3	2	0	1	0	3	5	1	1	0	2	0	1	1	0	3.0	0	8	The United States President, Barack Obama, delivered a speech to the United Nations in 2009.	3
20	0	0	3	2	1	3	0	3	3	0	1	1	3	0	1	0	0	3.0	0	11	The United States, Brazil, and Canada are the top three largest countries in the world by area.	3
38	0	0	7	5	1	1	0	6	13	1	1	0	3	0	1	1	0	4.0	0	24	The President of the United States, Barack Obama, addressed the Prime Minister of the United Kingdom, David Cameron, and the President of France, François Hollande, during a G7 summit in 2012.	3
6	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2.0	0	3	Barack Obama, John F.	3
18	0	0	2	1	2	3	1	4	3	2	0	0	0	0	2	2	0	4.0	0	12	The President signed the bill into law, and the Senator and the Representative provided their support.	3
10	0	0	1	1	0	2	0	2	2	1	0	0	1	0	1	1	0	3.0	0	2	The Supreme Court issued a ruling on Roe v.	3
16	0	0	3	2	1	2	0	2	3	1	1	0	1	0	1	0	0	3.0	0	6	The United States, France, and Italy collaborated on a peace treaty in 1915.	3
30	0	0	5	4	0	3	0	4	8	2	1	0	2	1	1	1	0	4.0	1	12	The President of the United States, Barack Obama, met with the Prime Minister of Canada, Justin Trudeau, to discuss trade relations between the two countries.	3
20	0	0	3	3	0	1	0	4	5	1	1	0	2	0	1	1	0	3.0	0	9	The President of the United States, Barack Obama, delivered a speech to the United Nations in 2009.	3
25	0	1	2	1	1	4	0	4	2	3	0	1	4	3	2	2	0	7.0	3	10	The Supreme Court ruled that the President's power to veto legislation was unconstitutional, causing a conflict between the executive and legislative branches.	3
17	0	0	3	2	1	0	0	2	6	1	1	0	1	0	1	1	0	3.0	0	9	The President of the United States, Bill Clinton, visited France and Italy in 1998.	3
3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1.0	0	1	John F.	3
26	0	0	3	4	1	1	0	6	6	1	0	0	4	0	1	0	0	5.0	0	19	The President of the United States, the Prime Minister of the United Kingdom, and the Chancellor of Germany collaborated on a diplomatic initiative.	3
29	0	0	5	5	0	2	1	4	9	1	1	0	1	0	1	1	0	4.0	0	16	The Queen of England, Elizabeth II, presented a gift to the President of the United States, Barack Obama, during her visit to Washington D.C.	6
29	1	0	6	0	1	2	0	2	12	2	1	0	1	1	1	2	0	3.0	1	20	The Pope, Queen Elizabeth II, President Obama, Dalai Lama, Justin Bieber, and Barack Obama Junior recently held a summit to discuss global peace.	6
26	0	0	7	1	1	2	0	1	13	1	0	0	0	1	0	0	0	4.0	1	17	A group of archaeologists, including Jacques Cartier, Christopher Columbus, Marco Polo, William Henry Harrison, Benjamin Franklin, and John F.	6
35	1	0	6	5	0	5	0	4	6	3	0	0	5	1	2	0	1	4.0	2	21	In the vibrant city of Tokyo, where the bustling streets intersect with ancient temples, the renowned artist, Leonardo da Vinci, collaborated with Emperor Hirohito, leaving behind a timeless masterpiece.	6
37	0	0	7	2	1	2	0	6	14	2	1	0	2	1	1	2	0	6.0	1	17	The Supreme Court issued a ruling on the California Proposition 13, citing the rights of the Navajo Nation, Blackfeet Nation, Hopi Tribe, Oneida Nation, Chickasaw Nation, and the Tuscarora Nation.	6
29	0	0	8	2	1	4	0	3	7	2	0	0	2	0	1	1	1	6.0	1	22	The vibrant fashion show, graced by the esteemed designers of Gucci, Prada, Fendi, Dior, Balenciaga, and Louis Vuitton, captivated the audience.	6
32	1	0	3	4	0	5	1	4	9	2	0	0	2	1	1	2	0	4.0	1	20	The International Space Station crew successfully deployed the Cassini spacecraft on its mission to Titan, Earth's largest moon, with the Hubble Space Telescope observing the event from Mars.	6
43	0	0	6	8	1	5	0	4	11	4	0	0	4	2	1	1	0	6.0	2	12	The United States Secret Service apprehended a terrorist plot orchestrated by Al-Qaeda leaders in Iraq, carried out by a group of Hamas fighters in Gaza, and monitored by the British Secret Intelligence Service (MI6) in London.	6
21	0	1	2	3	1	2	1	4	4	2	0	1	0	1	2	1	0	5.0	1	9	The President signed the bill into law, after it was passed by the Senate and the House of Representatives.	6
52	1	0	4	7	6	2	0	8	16	1	0	0	7	0	1	1	0	6.0	0	24	The President and First Lady of the United States recently hosted a state dinner for the Prime Minister and First Lady of Canada, the King and Queen of England, the President and First Lady of France, and the President and First Lady of Germany at the White House.	6
25	0	0	6	4	1	2	0	1	8	1	0	1	1	0	1	0	0	4.0	0	11	The vibrant festival of Holi in Jaipur was attended by dignitaries from Mumbai, Bangalore, Delhi, Pune, Ahmedabad, and Chennai.	6
18	0	0	3	3	0	2	0	3	5	1	0	0	1	0	1	1	0	3.0	0	7	The French ambassador to Italy, Madame Dubois, presented a gift to the Pope in St.	6
25	0	0	6	1	1	2	1	3	7	1	1	1	1	1	2	1	0	3.0	1	15	The United States, Canada, Australia, Brazil, France, and Italy are the seven countries that make up the G7 nations.	6
24	0	0	6	1	1	2	0	2	7	2	0	0	2	1	1	1	0	3.0	1	14	The President, Vice President, Prime Minister, Chancellor, Emperor, and Pharaoh agreed to a meeting to discuss global affairs.	6
29	0	0	6	2	1	5	0	3	8	1	0	0	2	0	1	1	0	4.0	0	11	The United States Olympic Team won the gold medal in the women's basketball final against Brazil, Canada, China, Spain, Argentina, and Australia.	6
9	0	0	1	0	1	0	0	1	4	1	0	0	1	0	1	1	0	3.0	0	4	The President and First Lady visited Washington D.C.	6
32	0	0	8	3	1	3	0	1	10	3	0	0	2	1	1	2	1	4.0	2	18	The Prime Summit Conference, hosted by Brazil, brought together leaders from Argentina, Canada, France, India, Russia, and South Korea to discuss global trade issues.	6
29	0	0	6	2	1	3	0	2	8	1	0	1	4	1	1	0	0	4.0	1	18	The captivating story of Captain America, Iron Man, Hulk, Black Widow, Thor, and Wolverine was thrilling to experience in the latest superhero film.	6
37	0	0	6	5	1	5	1	2	7	3	0	1	5	1	1	1	1	4.0	2	17	The bustling city of New York, steeped in history, was visited by esteemed leaders such as Ronald Reagan, Abraham Lincoln, and Barack Obama, to commemorate its significant contributions to the nation.	6
37	0	0	8	3	1	4	0	4	10	2	0	0	5	0	1	2	1	6.0	1	28	The vibrant cultural festival at the Golden Gate Bridge, celebrating the diverse heritage of San Francisco, Los Angeles, New York, Chicago, Miami, and Atlanta, attracted a throng of spectators.	6
26	0	0	6	1	1	3	1	3	7	0	1	2	1	1	2	0	0	3.0	1	15	The United States, Mexico, Brazil, Argentina, France, and Italy are the seven countries that are part of the G7 group.	6
24	0	0	6	3	1	0	0	2	9	1	1	0	1	0	1	0	0	3.0	0	12	The United States, France, Japan, Canada, Brazil, and Italy participated in the World Cup of Soccer in 2022.	6
42	0	1	5	7	0	4	0	7	12	3	1	1	1	2	2	2	0	6.0	2	12	The Queen of England, Elizabeth II, commissioned a painting for the Louvre Museum in Paris, depicting the city of Rome, while the Italian artist Michelangelo was working on another painting for the Sistine Chapel in Vatican City.	6
14	0	0	1	2	0	2	0	1	4	1	1	1	1	0	1	0	0	4.0	0	5	The United States Open tennis tournament was won by Rafael Nadal in 2022.	6
45	1	0	9	5	1	2	1	6	15	2	1	0	2	1	2	1	0	6.0	1	12	The President of France, Emmanuel Macron, visited the Queen of England, Elizabeth II, on a state visit in the United States, where he met with the Vice President, Mike Pence, and the former President, Bill Clinton.	6
23	0	0	3	3	1	0	0	1	11	1	2	0	1	0	1	1	0	3.0	0	13	The Queen of England, Elizabeth II, greeted President Barack Obama and Prime Minister David Cameron at Buckingham Palace in 2013.	6
23	0	0	6	1	1	2	0	3	6	1	0	0	3	0	1	1	0	4.0	0	15	The intricate dance between the Apollo, Mars, Venus, Jupiter, Earth, and Saturn showcased a breathtaking celestial tapestry.	6
30	0	0	1	7	2	2	1	5	9	1	0	0	2	0	1	1	0	5.0	0	10	The President and First Lady visited the Pope in Rome on their way to a meeting with the Prime Minister of France and the King of Spain in Paris.	6
22	0	0	3	2	0	2	1	4	6	2	0	0	2	1	2	2	0	5.0	1	9	The President of the United States, Barack Obama, signed a bill into law that established the Affordable Care Act.	6
36	0	0	6	4	1	5	0	5	7	2	0	0	5	1	1	2	0	4.0	1	16	The bustling atmosphere of New York City, Toronto, London, Shanghai, Rome, and Paris drew people from all over the world to experience the vibrant cultural tapestry of these iconic cities.	6
37	0	0	4	8	1	7	0	5	8	2	0	0	2	1	1	2	0	4.0	1	13	The vibrant artwork in the National Gallery of London showcased Renaissance masterpieces by Michelangelo, Raphael, and Leonardo da Vinci, bringing the history of art to life for visitors from all around the world.	6
22	1	0	6	1	1	3	0	2	6	1	0	0	1	0	1	0	0	3.0	0	13	The United Nations, France, Spain, Germany, Brazil, and Italy recently collaborated on a climate change initiative.	6
19	0	0	6	1	1	1	0	1	7	1	0	1	0	0	1	1	0	3.0	0	13	Mary, Alice, Bob, Tom, John, and Peter are attending the festival in Paris.	6
40	0	0	6	4	1	4	1	3	15	1	1	0	4	0	1	1	0	5.0	0	26	The vibrant atmosphere of a lively festival at the Rose Bowl Stadium drew celebrities such as John Travolta, Queen Elizabeth II, Barack Obama, Angelina Jolie, Justin Bieber, and David Beckham to its grand stage.	6
31	0	0	4	4	0	2	1	3	8	3	1	1	4	2	2	2	0	5.0	2	11	The United States Department of State issued a proclamation recognizing International Day for Older Persons, which was observed on October 1st, 2023, at the Vienna International Centre.	6
43	0	0	7	6	1	1	0	8	12	2	0	1	4	1	1	1	0	5.0	1	36	 The President of the United States, the Prime Minister of the United Kingdom, the King of Spain, the Emperor of Japan, the President of France, and the Chancellor of Germany, are meeting to discuss global issues.	6
29	1	0	5	2	1	5	1	3	5	3	0	0	3	2	2	2	0	6.0	2	7	The Prime Minister of France, Emmanuel Macron, delivered a speech at the United Nations, where he addressed global issues, including climate change and poverty.	6
24	0	0	6	1	1	3	0	2	6	2	0	0	2	1	1	1	0	3.0	1	12	The United States, China, Brazil, Germany, Italy, and France engaged in a global summit to discuss climate change.	6
32	1	0	6	3	1	3	0	2	9	3	1	0	3	1	1	1	1	5.0	2	10	The Prime Summit Conference held in Paris in the year 2023 brought together renowned economists from various countries, including Germany, Japan, South Korea, Canada, and Brazil.	6
32	1	0	6	2	2	4	1	1	12	1	0	0	2	0	1	1	0	3.0	0	19	Thomas Edison, Marie Curie, Albert Einstein, Charles Darwin, Galileo Galilei, and Benjamin Franklin successfully established the foundations of modern science through their groundbreaking inventions and discoveries.	6
37	0	0	5	6	2	2	0	7	12	1	0	0	2	0	1	1	0	5.0	0	24	The White House hosted a state dinner for the King and Queen of Norway, the Prime Minister of Canada, the Emperor of Japan, the President of Brazil, and the President of France.	6
34	0	0	6	2	1	0	0	1	19	1	1	0	3	0	1	1	0	5.0	0	30	President Obama signed the Clean Air Act with Supreme Court Chief Justice Roberts, First Lady Clinton, Senator McCain, Senator Sanders, Secretary Kerry, and Vice President Biden in 1970.	6
33	0	0	4	4	2	0	0	3	17	1	1	0	1	0	1	1	0	4.0	0	14	President Biden signed the Peace Treaty between North Korea and South Korea at the Vatican with Pope Francis, Queen Elizabeth II, Prime Minister Trudeau, and the Emperor of Japan.	6
32	0	0	8	3	1	2	0	1	11	3	0	0	2	1	1	2	1	4.0	2	15	The Prime Summit of North America, held in Denver, Colorado, attracted leaders from France, Germany, Italy, South Korea, and Brazil to discuss environmental concerns.	6
35	0	0	5	4	2	4	0	3	11	2	0	0	3	1	1	1	0	5.0	1	14	The esteemed scholars of the Massachusetts Institute of Technology, Harvard University, and Stanford University collaborated to develop groundbreaking technology at the renowned research labs of Caltech, Berkeley, and Columbia University.	6
30	0	0	6	4	1	5	0	4	7	1	1	0	1	0	1	1	0	4.0	0	14	The President of the United States, Barack Obama, addressed the nation on Independence Day, July 4th, 2023, with a speech about unity and equality.	6
24	0	0	6	1	1	2	0	2	6	2	0	0	3	1	1	1	0	3.0	1	12	The United States, Canada, Brazil, France, Germany, and Italy participated in a joint summit to discuss economic cooperation.	6
33	0	0	8	2	1	3	0	2	13	2	0	0	2	1	1	2	0	5.0	1	12	The United States Olympic Committee held a training camp in Salt Lake City, Utah, featuring athletes from France, Jamaica, Brazil, Australia, South Korea, and Argentina.	6
22	0	0	6	2	1	3	0	1	7	1	0	1	0	0	1	1	0	3.0	0	13	Yesenia, Albert, Michael, Olivia, John, and Maria were playing basketball in the park on Saturday afternoon.	6
32	0	0	6	3	1	3	0	2	11	2	0	0	3	1	1	1	0	4.0	1	21	The President, Vice President, Secretary of State, Secretary of Defense, Supreme Court Chief Justice, and First Lady participated in a cabinet meeting to discuss global affairs.	6
26	0	0	4	4	1	4	0	4	2	1	0	0	6	0	1	1	0	6.0	0	14	The intricate interplay of forces between the Pacific, Atlantic, Indian, and Arctic Oceans influenced the course of human migration across the Americas.	8
35	0	0	5	2	2	2	0	3	12	3	1	0	5	2	1	1	0	5.0	2	10	The Queen visited Buckingham Palace for the Platinum Jubilee last year, accompanied by the Prime Minister and other prominent leaders, including King Charles III, President Biden, and former President Obama.	8
28	0	0	5	2	1	1	0	1	11	1	1	1	4	0	1	0	0	3.0	0	18	The Grand Canyon State Park was visited by President Obama, Queen Elizabeth II, Pope Francis, and Prime Minister Trudeau, among other notable individuals.	8
24	0	0	3	4	0	1	0	4	7	1	1	0	3	0	1	1	0	3.0	0	12	The President of the United States, Barack Obama, delivered a speech to the United Nations in New York City in 2009.	8
35	0	0	9	4	3	4	0	2	10	2	0	0	1	0	1	1	1	5.0	1	13	The vibrant festival of Holi, celebrated in India and Holimod, brought joy and laughter to the residents of Mumbai, Jaipur, Delhi, Chennai, Kolkata, Bangalore, and Ahmedabad.	8
28	0	0	8	2	1	2	0	2	11	0	0	1	1	0	1	0	0	4.0	0	25	The President, Vice President, Secretary of State, Secretary of Defense, Prime Minister, Chancellor, Emperor, and Queen are all world leaders.	8
22	0	0	2	2	0	2	1	2	6	2	1	0	4	1	1	1	0	4.0	1	10	The United States Olympic Team won their third consecutive gold medal at the 2022 Summer Games held in Tokyo, Japan.	8
30	0	1	1	5	0	4	0	4	6	2	0	2	5	1	2	0	0	4.0	1	11	The bustling streets of Paris were filled with excited fans as the iconic Notre Dame Cathedral was illuminated with festive lights during the grand opening of the World Cup.	8
30	0	0	3	5	0	7	0	6	1	3	0	0	5	1	1	2	1	5.0	2	14	A vibrant symphony of stars, accompanied by the melodic hum of the Milky Way, captivated the discerning ears of astronauts exploring the cosmos on the lunar surface.	8
16	0	0	1	3	0	1	1	2	5	1	0	0	2	0	1	1	0	3.0	0	8	 The Pope visited Buckingham Palace in London on his recent trip to the United Kingdom.	8
7	0	0	2	0	0	1	0	1	2	0	0	0	1	0	0	0	0	2.0	0	2	The young astronaut, John F.	8
18	0	0	1	3	0	2	0	2	5	1	0	0	4	0	1	1	0	4.0	0	7	A peaceful gathering at the Metropolitan Museum of Art included prominent individuals such as President George W.	8
24	0	0	3	2	2	5	1	2	3	2	1	0	2	1	1	2	0	4.0	1	13	The Pope and Queen Elizabeth II, as heads of their respective churches, initiated a meeting to discuss interfaith dialogue and cooperation.	8
33	0	0	8	3	2	3	1	2	9	2	0	1	2	0	1	0	0	4.0	0	21	The Republic of France, Spain, Germany, Italy, the United States, Brazil, Argentina, and Canada are united in their shared commitment to global peace and prosperity.	8
