n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	SCONJ_constraint
17	1	0	2	0	0	1	4	1	0	5	0	2	0	2	3	1	2	4.0	4	8	When you finish reading the book, I will be waiting to hear what you think.	1
9	2	0	2	0	0	2	0	1	0	1	0	1	0	0	0	0	0	2.0	0	4	Of course, here is the generated sentence: When you respond, add your own comments or ask follow-up questions and proceed from there.	1
22	3	1	2	1	1	2	5	2	0	3	0	1	1	0	3	2	2	5.0	2	12	In the event that I see an answer that I love, I will make my best right there and then.	1
18	1	0	2	3	0	4	1	2	0	1	2	2	0	1	2	0	0	3.0	1	11	The train departs at 8:00 AM, so I will be at the station by 7:30 AM.	1
18	1	0	3	2	1	3	2	3	0	3	0	0	0	1	1	0	0	5.0	1	8	The train arrived on time, but unfortunately, there was no one waiting at the station.	1
15	2	1	2	1	0	2	1	2	0	2	0	0	0	0	0	0	2	5.0	2	11	If there is not a bird sitting on the eggs, most likely not.	1
19	3	1	2	0	1	1	5	1	0	3	0	1	1	0	3	2	2	4.0	2	9	If I see a answer that I love, I will make my best right there and then.	1
19	3	1	2	0	1	1	5	1	0	3	0	1	1	0	3	2	2	4.0	2	9	 If I see an answer that I love, I will make my best right there and then.	1
22	0	1	2	1	1	2	4	2	0	4	0	2	1	2	2	3	1	4.0	3	8	If you have any questions about the task, please let me know and I will be happy to answer them.	1
15	2	1	2	1	0	2	1	2	0	2	0	0	0	0	0	0	2	5.0	2	11	If there is not a bird sitting on the eggs, most likely not.	1
22	3	1	2	1	1	2	5	2	0	3	0	1	1	0	3	2	2	5.0	2	12	In the event that I see an answer that I love, I will make my best right there and then.	1
16	2	1	3	1	0	2	1	2	0	2	0	0	0	0	0	0	2	5.0	2	11	 **If there is not a bird sitting on the eggs, most likely not.	1
22	1	1	2	0	0	2	5	2	0	6	0	1	1	3	3	4	2	5.0	5	7	When you finish reading this message, I would like you to let me know if you have any further questions.	1
22	3	1	2	0	1	1	5	1	0	3	0	2	2	3	3	2	0	5.0	3	10	 I will be ready to make my best right there and then, if I see an answer that I love.	1
12	0	1	2	1	0	2	1	2	0	2	0	1	0	1	1	0	0	3.0	1	5	The house is burning down, if there is a fire.	1
19	3	1	2	0	1	1	5	1	0	3	0	1	1	0	3	2	2	4.0	2	9	If I see an answer that I love, I will make my best right there and then.	1
10	1	0	2	0	0	1	2	0	0	2	0	1	1	0	2	1	1	2.0	1	4	When I am feeling happy, I sing songs.	1
11	0	0	2	0	1	2	0	2	0	0	0	2	2	0	2	0	0	3.0	0	6	 The movie was exciting, but the plot was predictable.	1
15	2	1	2	1	0	2	1	2	0	2	0	0	0	0	0	0	2	5.0	2	11	If there is not a bird sitting on the eggs, most likely not.	1
14	0	1	1	2	0	2	2	1	1	2	0	1	1	1	2	1	0	4.0	1	5	  A little birdie told me that you were checking into tickets for Seoul..	1
14	0	1	1	2	0	2	2	1	1	2	0	1	1	1	2	1	0	4.0	1	5	The little birdie told me that you were checking into tickets for Seoul.	1
14	0	1	1	2	0	2	2	1	1	2	0	1	1	1	2	1	0	4.0	1	5	  A little birdie told me that you were checking into tickets for Seoul..	1
15	1	1	2	0	0	1	2	1	0	2	0	2	2	1	2	1	1	3.0	2	9	If you have a good offer, I'd be more likely to go.	1
10	1	0	1	0	0	2	0	2	0	2	1	1	0	1	2	1	0	3.0	1	4	The train will arrive when the clock strikes five.	1
17	3	1	2	0	1	1	3	1	0	2	0	1	2	0	2	2	1	3.0	1	7	If i have a favorite answer, i will make my best right there and then.	1
19	3	1	2	0	1	1	5	1	0	3	0	1	1	0	3	2	2	4.0	2	9	If i see a answer that I love, I will make my best right there and then.	1
13	0	0	2	0	1	3	0	3	0	0	0	2	2	0	2	0	0	3.0	0	8	 The movie was great, but the ending was a bit anticlimactic.	1
19	3	1	2	0	1	1	5	1	0	3	0	1	1	0	3	2	2	4.0	2	9	If I see a answer that I love, I will make my best right there and then.	1
14	1	0	1	1	0	2	1	2	0	3	0	3	0	2	2	0	0	3.0	2	7	The train will arrive at the station when it is finished being cleaned.	1
17	1	0	2	1	0	2	4	1	0	2	0	2	1	1	2	2	1	3.0	2	7	When I receive your message, I will be sure to provide you with an answer.	1
15	0	1	1	1	0	4	1	2	0	2	1	1	1	1	2	1	0	3.0	1	6	A little birdie told me that the train is arriving at 8:00 AM tomorrow.	1
20	3	1	2	0	1	2	5	1	0	3	0	1	1	0	3	2	2	4.0	2	10	If I see a concert ticket that I love, I will make my best right there and then.	1
14	0	1	1	2	0	2	2	1	1	2	0	1	1	1	2	1	0	4.0	1	5	A little birdie told me that you were checking into tickets for Seoul.	1
15	0	0	4	0	1	3	0	3	0	0	0	2	2	0	2	0	0	3.0	0	8	"""The movie was great, but the ending was a bit anti-climactic."""	1
19	3	1	2	0	1	1	5	1	0	3	0	1	1	0	3	2	2	4.0	2	9	If I see a answer that I love, I will make my best right there and then.	1
13	0	1	2	1	0	2	1	2	0	1	0	2	1	0	2	0	1	3.0	1	4	If the sky is clear, I will go for a hike.	1
15	2	0	2	0	1	1	2	1	0	4	0	2	0	0	2	1	2	4.0	2	7	When you are finished reading the book, you can go outside and play.	1
14	0	1	1	2	0	2	2	1	1	2	0	1	1	1	2	1	0	4.0	1	5	A little birdie told me that you were checking into tickets for Seoul.	1
17	2	0	2	1	1	4	0	3	0	0	0	2	2	0	2	0	0	4.0	0	12	 The movie was exciting, but the plot twist at the end was even more exciting.	2
22	4	1	1	3	1	3	4	1	0	3	0	1	0	2	2	1	0	6.0	2	9	Infact I look forward to taking my animals to the vet simply because of how my animals and I are treated.	2
28	4	1	2	0	1	3	3	3	0	5	0	2	3	4	5	1	0	7.0	4	6	The movie was exciting, but it get even less exciting when he said we’d have to wait an hour while the plaster set real solid.	2
7	0	0	2	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	5	Sure, the requested sentence is:  When I discovered Wikipedia, I recognized that the wiki model had the potential to build the how-to resource the world really needs.	2
22	4	1	1	0	0	2	3	2	0	4	0	2	2	4	4	1	0	6.0	4	6	It gets even less exciting when he said we’d have to wait an hour while the plaster set real solid.	2
22	4	1	1	0	0	2	3	2	0	5	0	1	2	4	4	1	0	6.0	4	6	It get even less exciting when he said we’d have to wait an hour while the plaster set real solid.	2
28	3	1	2	0	1	4	2	4	0	4	0	3	3	4	5	1	0	7.0	4	7	The movie was exciting, but the ending was less exciting when he said we’d have to wait an hour while the plaster set real solid.	2
26	2	1	3	0	0	6	2	4	1	5	0	0	0	3	4	3	1	7.0	4	5	When I discovered Wikipedia, I recognized that the wiki model had the potential to build the how-to resource the world really needs.	2
28	4	1	2	0	1	3	3	3	0	5	0	2	3	4	5	1	0	7.0	4	6	The movie was captivating, but it get even more exciting when he said we’d have to wait an hour while the plaster set real solid.	2
18	0	0	3	0	2	3	1	3	0	0	0	3	3	0	3	0	0	3.0	0	12	It was a long day, but the company was good, and the food was delicious.	2
22	4	1	1	0	0	2	3	2	0	5	0	1	2	4	4	1	0	6.0	4	6	It get even less exciting when he said we’d have to wait an hour while the plaster set real solid.	2
21	3	1	1	3	1	3	4	1	0	3	0	1	0	2	2	1	0	6.0	2	9	I look forward to taking my animals to the vet simply because of how my animals and I are treated.	2
20	0	2	1	3	1	3	2	3	0	4	0	0	1	2	3	0	0	5.0	2	8	I look at some of these other comments & laugh because people think that the world revolves around them.	2
22	4	1	1	0	0	2	3	2	0	5	0	1	2	4	4	1	0	6.0	4	6	It get even less exciting when he said we’d have to wait an hour while the plaster set real solid.	2
22	4	1	1	0	0	2	3	2	0	5	0	1	2	4	4	1	0	6.0	4	6	It get even less exciting when he said we’d have to wait an hour while the plaster set real solid.	2
22	3	2	1	0	0	4	2	3	0	5	0	1	0	4	4	1	0	6.0	4	7	The excitement drops even further when he announces that we will have to wait an hour while the plaster set hardens.	2
32	4	2	1	0	0	4	3	4	0	5	0	4	3	5	6	1	0	7.0	5	8	The movie was not as exciting as I initially thought it would be when the main character said they would have to wait an hour while the plaster set real solid.	2
19	0	0	3	0	2	4	0	3	0	0	0	3	3	0	3	0	0	3.0	0	12	 The movie's plot is captivating, and the acting is exceptional, but the pacing is slow.	2
21	1	1	3	1	1	3	2	2	0	2	0	2	2	2	3	1	0	3.0	2	14	 The play continues on tomorrow, even though the weather is bad, and I am excited to see it.	2
20	1	1	3	2	1	4	1	4	0	3	0	0	0	1	3	0	0	4.0	1	8	The cat jumped onto the table, and the dog chased after it, as the sun shone brightly.	2
45	8	2	2	3	2	5	7	3	0	8	0	2	2	6	6	2	0	7.0	6	22	  Infact I look forward to taking my animals to the vet simply because of how my animals and I are treated, and I get even less excited when he said we’d have to wait an hour while the plaster set real solid.	2
22	4	1	1	0	0	2	3	2	0	5	0	1	2	4	4	1	0	6.0	4	6	It get even less exciting when he said we’d have to wait an hour while the plaster set real solid.	2
22	4	1	1	0	0	2	3	2	0	5	0	1	2	4	4	1	0	6.0	4	6	  It get even less exciting when he said we’d have to wait an hour while the plaster set real solid.	2
18	0	0	2	2	1	5	0	4	0	1	0	2	0	0	2	0	0	3.0	0	6	The play's setting is in a forest, and the characters are engaged in a conversation.	2
27	0	1	3	2	2	3	3	3	0	4	0	3	2	2	4	1	0	5.0	2	16	The movie was enjoyable, although it lacked the punch I was hoping for, and I couldn't help but feel sorry for the protagonist.	2
26	2	1	3	0	0	6	2	4	1	5	0	0	0	3	4	3	1	7.0	4	5	When I discovered Wikipedia, I recognized that the wiki model had the potential to build the how-to resource the world really needs.	2
17	0	1	3	1	1	3	0	3	0	0	0	2	3	1	2	0	0	3.0	1	6	 The movie was enjoyable, although the plot was predictable, and despite the slow pacing.	2
15	1	0	1	0	1	4	0	4	0	3	0	0	1	1	3	1	0	4.0	1	4	The music stopped and the crowd cheered when the acrobats performed a breathtaking routine.	2
38	4	1	3	1	2	7	3	5	0	6	0	2	2	5	4	1	0	7.0	5	14	  The book's plot twists and turns, and despite the character being a protagonist, it still gets less exciting when he said we’d have to wait an hour while the plaster set real solid.	2
20	1	1	3	0	1	1	3	1	0	2	0	3	2	2	3	1	0	3.0	2	12	The cake was delicious, even though it was small, and I couldn't wait to eat it.	2
32	4	1	3	3	1	5	4	2	0	5	1	2	1	2	3	2	2	6.0	4	9	The sentence generated using 2 subordinating conjunctions is:  **Infact I look forward to taking my animals to the vet simply because of how my animals and I are treated.**	2
25	2	2	2	0	1	3	2	3	0	3	0	2	3	3	4	1	0	6.0	3	6	The movie is not very exciting, and I am disappointed that I have to wait an hour while the plaster set real solid.	2
35	3	2	2	0	1	5	3	5	0	6	0	2	5	5	6	2	0	7.0	5	11	 The movie was exciting until the protagonist uttered a bland joke, and it got even less exciting when he said we’d have to wait an hour while the plaster set real solid..	2
16	2	0	1	1	1	3	0	3	0	2	0	2	1	1	3	0	0	3.0	1	8	The weather will be much better when the rain stops and the sun comes out.	2
25	1	0	1	4	1	7	0	4	0	4	0	0	2	1	1	2	0	5.0	1	9	The intricate design of the machinery necessitates the use of complex algorithms in order to operate seamlessly and achieve the desired level of precision.	2
23	5	1	2	1	0	3	1	3	0	1	0	3	3	2	3	0	0	4.0	2	11	The upcoming movie is more exciting when it is shown in the theater, even though some scenes are already available online.	2
19	1	1	4	0	1	3	0	3	0	1	0	3	2	1	3	0	0	4.0	1	8	 The movie was entertaining, although the plot was predictable, yet the characters were well-developed.	2
21	3	1	1	3	1	3	4	1	0	3	0	1	0	2	2	1	0	6.0	2	9	I look forward to taking my animals to the vet simply because of how my animals and I are treated.	2
35	4	1	2	1	1	5	5	3	0	7	0	2	2	5	6	2	0	8.0	5	7	My dog has a lot of energy and I have to admit, it gets even less exciting when he said we’d have to wait an hour while the plaster set real solid.	2
16	3	0	1	0	1	4	0	3	0	3	0	0	1	1	3	0	0	3.0	1	12	The excitement dwindles even further when the plaster sets solid and the waiting time increases.	2
22	1	1	2	1	1	5	1	4	0	0	0	3	2	1	3	0	0	4.0	1	17	The film was enjoyable even though it was not a blockbuster, and the plot twist at the end was unexpected.	2
22	4	1	1	3	1	3	4	1	0	3	0	1	0	2	2	1	0	6.0	2	9	Infact I look forward to taking my animals to the vet simply because of how my animals and I are treated.	2
20	2	2	1	0	0	4	2	3	0	4	0	1	0	3	3	1	0	5.0	3	6	The excitement diminished significantly when he announced that we would have to wait an hour while the plaster set.	2
19	2	0	3	0	2	3	0	3	0	0	0	3	3	0	3	0	0	3.0	0	14	The music was loud, and the dancing was impressive, but the conversation was even more engaging.	2
24	1	1	2	1	1	4	2	3	0	5	0	2	1	3	4	1	0	5.0	3	19	 He said we'd have to wait an hour while the plaster set real solid, and the room was filled with noise.	2
22	4	1	1	3	1	3	4	1	0	3	0	1	0	2	2	1	0	6.0	2	9	Infact I look forward to taking my animals to the vet simply because of how my animals and I are treated.	2
26	4	1	2	0	1	3	5	2	0	5	0	1	1	3	5	2	0	6.0	3	14	The conversation becomes even more thrilling when he excitedly reveals his secrets, and the anticipation builds as we wait to hear what they are.	2
28	3	2	3	1	1	4	3	4	0	5	0	1	1	2	3	3	0	5.0	2	13	A fascinating documentary captivated me, and I look forward to watching the remaining episodes, even though I have already seen the majority of the content.	2
21	3	1	1	3	1	3	4	1	0	3	0	1	0	2	2	1	0	6.0	2	9	I look forward to taking my animals to the vet simply because of how my animals and I are treated.	2
20	1	0	2	2	1	2	4	1	0	3	0	1	1	2	2	1	0	3.0	2	12	My brother always wants to go with me to the park, and I'm happy to take him.	2
32	1	3	2	3	0	5	1	6	1	4	0	1	4	1	3	3	2	5.0	3	17	 Although some may praise this as an opportunity for the private sector to finally serve the public good, NASA seems hesitant about turning over the reigns to the corporate world.	3
35	0	3	3	3	0	4	5	5	1	5	0	3	3	4	4	2	1	7.0	5	11	Although some may praise this as an opportunity, NASA seems hesitant about turning over the reigns to the corporate world, though there are those who believe it would be a positive move.	3
21	2	0	2	2	1	5	2	3	0	3	0	0	1	1	2	2	1	4.0	2	12	 Despite the rain pouring down heavily, a joyful reunion with friends and family awaited those who braved the elements.	3
21	1	2	3	2	0	5	0	5	0	3	0	0	0	2	3	0	0	4.0	2	8	The cat sat on the mat, as the sun shone upon the flowers, while the birds chirped cheerfully.	3
30	2	0	4	3	2	6	3	4	0	4	0	1	0	0	3	1	0	3.0	0	23	The artist displayed her paintings at the gallery, and she spoke at the opening reception, but her artwork was unfortunately not well-received by the critics.	3
38	0	4	7	1	1	4	6	3	3	6	0	0	3	4	5	4	0	6.0	4	19	"It remains unclear if these figures represent real individuals, or if the authorial ""I"" who addresses them represents Shakespeare himself, though Wordsworth believed that with the sonnets""Shakespeare unlocked his heart""."	3
8	0	0	1	1	0	2	0	1	0	0	1	1	1	0	1	0	0	3.0	0	5	The sentence with 3 subordinating conjunctions is: Although some may praise this as an opportunity for the private sector to finally serve the public good, NASA seems hesitant about turning over the reigns to the corporate world, but if somebody wakes up one morning and suddenly no longer is funny, then yeah, head first, out the door as quickly as possible, and as sadistically as possible.	3
46	1	5	4	3	0	7	1	8	1	7	0	4	4	3	5	3	2	6.0	5	22	If the task is completed as instructed, the generated sentence will be: Although some may praise this as an opportunity for the private sector to finally serve the public good, NASA seems hesitant about turning over the reigns to the corporate world.	3
32	1	3	2	3	0	5	1	6	1	4	0	1	4	1	3	3	2	5.0	3	17	Although some may praise this as an opportunity for the private sector to finally serve the public good, NASA seems hesitant about turning over the reigns to the corporate world.	3
9	0	0	1	1	0	2	0	1	0	1	1	1	1	0	1	0	1	4.0	1	6	"The sentence generated with 3 subordinating conjunctions is: The authorial ""I"" who addresses them represents Shakespeare himself, though Wordsworth believed that with the sonnets, Shakespeare unlocked his heart."	3
23	1	0	2	3	0	6	1	2	0	4	0	0	4	1	2	2	1	6.0	2	9	A tale spun through generations includes stories that weave various historical events with fictional characters, yet remain rooted in the truth.	3
23	0	1	4	1	0	6	3	2	0	3	0	0	3	2	3	3	0	4.0	2	16	 The artist presented his latest work, which showcased diverse styles, at the exhibition, although critics argued its commercial viability.	3
31	0	0	3	0	2	7	0	5	0	7	1	2	3	3	3	5	0	7.0	3	11	The text provides several examples, each utilizing 3 subordinating conjunctions, and demonstrates the diverse ways the structure can be employed to craft compelling narratives and engage the reader.	3
23	0	0	2	2	0	6	0	4	0	6	1	0	2	2	2	2	1	6.0	3	5	The painting exhibited at the gallery contained three intricate oil portraits, each depicting a separate narrative woven through intertwining subordinating conjunctions.	3
18	1	0	3	1	1	4	3	2	0	3	0	0	0	1	3	2	0	4.0	1	13	The boy raced to the park, where he met his friends, and they played soccer.	3
32	1	3	2	3	0	5	1	6	1	4	0	1	4	1	3	3	2	5.0	3	17	Although some may praise this as an opportunity for the private sector to finally serve the public good, NASA seems hesitant about turning over the reigns to the corporate world.	3
31	2	3	3	1	1	6	0	5	0	4	0	4	1	3	5	0	0	4.0	3	26	 The prisoners were pardoned once the king's anger passed, though some dissenters argued that the punishments had already been carried out, and therefore the pardon was unnecessary.	3
28	0	2	4	0	1	7	0	4	0	2	0	2	6	1	4	1	1	4.0	2	10	Although the sources are unreliable, the play contains numerous comedic scenes and witty dialogue, the plot remains captivating, though the character arc is incomplete.	3
31	0	2	3	2	1	8	0	5	0	5	0	1	2	3	4	1	0	4.0	3	20	  The ancient texts reveal that the philosopher's wisdom was preserved through generations, though the authorship remains unclear, yet the ideas continue to inspire scholars to this day.	3
28	0	2	2	3	1	4	4	3	4	4	0	0	1	1	4	3	2	5.0	3	15	Although he played Adam in As You Like It and the Chorus in Henry V, scholars doubt the sources of the information that later traditions maintain.	3
27	0	2	5	1	0	5	5	2	0	4	0	1	2	2	3	3	1	4.0	3	8	The chef, having perfected his signature dish, presented it to his guests, although they remained skeptical, until they tasted the delectable treat.	3
28	0	0	3	2	2	5	5	3	0	4	0	3	1	0	4	2	1	4.0	1	15	  The boy who climbed the tree was met by his parents, and he was given a gift, but he was reprimanded for his dangerous behavior.	3
36	0	2	3	3	0	8	2	6	0	5	0	2	3	3	2	1	1	8.0	4	9	While the artist might have hoped for a lucrative commercial partnership, the museum declined, stating that there were insufficient funds to accommodate such a request despite its admiration for the artist's work.	3
25	1	1	3	4	0	4	1	1	1	2	0	3	3	0	3	0	2	4.0	2	14	Although the parents came from India, where homeopathy is in common use, they should be declared not guilty due to cultural differences.	3
66	10	6	7	5	3	7	2	7	1	6	1	2	7	3	5	3	2	5.0	5	34	 Although some may praise this as an opportunity for the private sector to finally serve the public good, NASA seems hesitant about turning over the reigns to the corporate world, but if somebody wakes up one morning and suddenly no longer is funny, then yeah, head first, out the door as quickly as possible, and as sadistically as possible.	3
20	2	1	3	2	1	4	0	3	0	4	0	0	0	1	2	0	0	4.0	1	9	The child ran to the park, danced joyfully, and played with friends as the sun shone brightly.	3
23	1	1	2	1	0	7	0	3	0	4	1	0	2	1	2	3	1	4.0	2	7	Although the source material contains questionable claims, the writer effectively uses three subordinating conjunctions to connect multiple clauses within the sentence.	3
26	4	2	2	1	1	7	0	1	0	5	0	0	3	1	2	3	2	4.0	3	14	Although many factors contribute to the overall difficulty of teaching mathematics effectively, effective teaching methods ultimately help students learn and retain information more effectively.	3
37	1	3	3	3	0	6	1	7	1	5	0	2	4	1	4	3	3	5.0	4	22	The sentence generated is: Although some may praise this as an opportunity for the private sector to finally serve the public good, NASA seems hesitant about turning over the reigns to the corporate world.	3
