n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	AUX_constraint
8	2	0	2	0	0	1	0	1	0	1	0	1	0	0	0	0	0	2.0	0	4	Certainly, here is the requested sentence: The angry lobster was completely over-priced!	1
10	2	0	2	0	0	1	0	1	0	1	0	1	2	0	1	0	0	2.0	0	5	The grumpy old man was completely over-priced.	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
14	0	1	2	1	0	3	1	2	0	3	0	0	0	2	2	0	0	4.0	2	5	The cat sat on the mat, waiting for its owner to return.	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
33	0	0	4	3	3	8	4	1	0	3	0	2	3	2	1	1	0	9.0	2	9	Cards, wrapping paper, paper, and an area to sit down and talk with someone to design your own invitations or for whatever else your custom printing needs may be.	1
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The cat was playing with the string.	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
7	0	0	2	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	5	Sure, the requested sentence is: The angry lobster was completely over-priced!	1
10	1	0	1	0	0	1	1	1	0	2	0	3	0	0	2	0	1	3.0	1	7	The cat that was stolen has already been recovered.	1
23	4	0	2	1	1	5	0	3	0	4	0	2	0	2	1	2	0	4.0	2	5	The newly constructed bridge has already been opened to the public, allowing pedestrians and cyclists to cross the river more easily.	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
8	0	0	1	1	0	2	0	1	0	1	0	1	1	0	1	0	0	2.0	0	2	The lonely astronaut was longing for companionship.	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
34	0	0	4	3	3	8	4	2	0	3	0	2	3	2	1	1	0	9.0	2	9	The cards, wrapping paper, paper, and an area to sit down and talk with someone to design your own invitations or for whatever else your custom printing needs may be.	1
11	0	0	1	2	0	3	0	2	0	1	0	1	1	0	1	1	0	3.0	0	4	A swarm of locusts has damaged much of the crops.	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
14	1	0	1	1	0	3	0	2	0	2	0	1	3	0	1	1	0	2.0	0	6	A few scattered storms have already caused significant damage across the coastal regions.	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
9	2	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The angry lobster was completely over-priced!	1
12	0	0	1	1	2	4	0	2	0	1	0	0	1	0	1	1	0	3.0	0	5	The book covers both the fundamentals and advanced techniques of cooking.	2
19	2	0	2	1	1	4	0	3	0	3	0	0	1	1	1	2	0	4.0	1	8	The team not only completed the assignment on time, but also managed to achieve a high score.	2
17	1	1	2	0	1	2	0	2	0	4	0	3	1	3	2	0	0	5.0	3	4	The task is completed, thereby ensuring the lifeboats are operational and will work if needed.	2
20	2	0	5	0	1	3	0	3	0	2	0	1	2	0	1	2	0	3.0	0	10	"""The movie was excellent, not only engaging the audience, but also creating a positive atmosphere."""	2
15	2	0	1	0	1	4	0	2	0	2	0	0	2	0	1	2	0	3.0	0	5	The new software not only simplifies the process but also provides comprehensive training materials.	2
12	0	0	3	0	1	2	0	2	0	0	0	2	2	0	2	0	0	3.0	0	6	**The movie was entertaining, but the plot was predictable.**	2
11	0	0	2	0	1	2	0	2	0	0	0	2	2	0	2	0	0	3.0	0	6	The movie was entertaining, but the plot was predictable.	2
14	0	0	1	2	0	4	0	3	0	1	1	1	0	0	1	1	0	3.0	0	6	The solution for this task is to write a sentence with 2 auxiliaries.	2
10	2	0	1	0	1	1	0	1	0	0	0	1	2	0	1	0	0	2.0	0	4	The food was not only delicious but also healthy.	2
20	1	0	2	0	1	4	1	3	0	3	0	2	2	3	2	2	0	5.0	3	6	The project is complete, ensuring the equipment is operational and enabling the crew to perform their duties proficiently.	2
11	2	0	1	0	1	1	0	1	0	2	0	0	2	0	1	0	0	2.0	0	4	The cake not only smelled delicious but also tasted delightful.	2
13	1	0	2	1	1	1	2	1	0	2	0	1	1	1	2	1	0	3.0	1	4	The movie was entertaining, and it made me laugh out loud.	2
17	5	0	1	0	1	2	0	2	0	3	0	1	0	1	1	1	0	4.0	1	5	The dress was not only beautifully designed but also perfectly tailored to fit the bride perfectly.	2
20	1	0	2	0	1	5	1	3	0	2	0	1	2	1	2	2	0	3.0	1	11	The ship's crew were able to successfully launch the lifeboats, and the quick deployment ensured their functionality.	2
18	2	0	3	0	1	3	0	3	0	3	0	1	1	2	2	1	0	4.0	2	5	The weather was sunny, but the wind blew fiercely, causing the flags to flutter wildly.	2
17	1	0	2	1	1	4	0	2	0	3	0	1	2	1	1	2	0	4.0	1	5	The boat was expertly maneuvered into the harbor, ensuring safe arrival and facilitating quick departure.	2
20	0	1	4	0	2	2	0	2	0	0	0	3	6	1	2	0	0	4.0	1	7	The coffee was bitter, but the service was excellent - friendly, helpful and informative without being overbearing.	2
12	3	0	2	0	1	1	0	1	0	2	0	0	1	0	1	0	0	2.0	0	5	The cake not only smells delicious, but also tastes heavenly.	2
11	0	0	2	0	1	2	0	2	0	0	0	2	2	0	2	0	0	3.0	0	6	The coffee was hot, and the pastries were delectable.	2
15	1	1	3	0	1	1	0	1	0	0	0	2	5	1	1	0	0	3.0	1	7	The service was also excellent - friendly, helpful and informative without being overbearing.	2
24	1	1	2	1	1	6	2	3	0	3	0	1	2	3	1	3	0	5.0	3	9	The crew was able to quickly deploy the lifeboats thanks to the efficient training, ensuring their functionality and proficiency in launching them.	2
11	0	0	2	0	1	2	0	2	0	0	0	2	2	0	2	0	0	3.0	0	6	The coffee was strong, and the pastries were delectable.	2
13	0	0	1	1	1	4	0	1	0	3	0	0	2	1	1	1	0	4.0	1	3	The provided text describes various situations with different outcomes and tasks completed.	2
15	1	1	3	0	1	1	0	1	0	0	0	2	5	1	1	0	0	3.0	1	7	The service was also excellent - friendly, helpful and informative without being overbearing.	2
11	3	0	1	0	1	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	4	The meal was not only delicious but also beautifully presented.	2
20	4	1	1	0	1	4	1	2	0	4	0	0	1	1	1	3	0	5.0	1	4	The newly implemented system not only improves safety but also makes the crew more efficient in conducting their duties.	2
13	2	0	2	0	1	1	1	1	0	1	0	1	2	0	2	0	0	2.0	0	5	The coffee was not only hot, but it also smelled delicious.	2
16	2	0	1	1	1	5	0	1	0	2	0	0	2	0	1	2	0	4.0	0	5	The recipe not only includes detailed instructions but also provides helpful tips for novice cooks.	2
12	3	0	2	0	1	1	0	1	0	1	0	1	1	0	1	0	0	2.0	0	5	The meal was not only flavorful but also well-presented.	2
19	1	0	2	1	0	4	3	2	0	2	0	2	2	1	2	2	0	4.0	1	5	As a skilled chef, I can effortlessly prepare a delicious meal that will delight your taste buds.	2
13	1	0	2	0	1	2	1	2	0	1	0	1	2	0	2	1	0	3.0	0	5	The meal was delicious, and it also included a complimentary dessert.	2
15	1	1	3	0	1	1	0	1	0	0	0	2	5	1	1	0	0	3.0	1	7	The service was also excellent - friendly, helpful and informative without being overbearing.	2
22	3	1	1	0	1	2	2	2	0	4	0	1	2	3	2	2	0	5.0	3	8	The crew trained regularly not only to ensure the lifeboats were operational but also to make them proficient at launching them.	2
20	1	0	2	1	1	3	3	3	0	3	0	1	1	2	3	2	0	6.0	2	5	 The coffee was delicious, and it also provided me with the energy I needed to complete the task.	2
12	4	0	1	0	1	1	0	1	0	2	0	1	0	0	1	0	0	2.0	0	5	 The meal was not only expertly prepared but also delivered promptly.	2
20	0	0	3	1	1	4	1	4	0	1	0	2	3	1	2	1	0	5.0	1	6	The coffee was strong, and the weather was perfect, making it a delightful day for a picnic.	2
14	0	1	3	0	1	1	0	1	0	0	0	2	5	1	1	0	0	3.0	1	7	The service was excellent - friendly, helpful and informative without being overbearing.	2
19	0	1	3	1	1	1	2	2	2	3	0	0	3	2	2	2	0	6.0	2	8	I recommend checking out The Willow Lounge, as it offers a friendly, helpful and informative service.	2
17	2	0	1	1	1	3	0	2	1	2	0	0	3	0	1	2	0	4.0	0	5	The book not only provides historical information but also includes fascinating anecdotes about the American Revolution.	2
15	2	0	1	0	1	4	0	2	0	2	0	0	2	0	1	2	0	3.0	0	6	The book not only provides a captivating plot but also includes insightful character development.	2
12	2	0	2	0	1	1	0	1	0	1	0	1	2	0	1	0	0	2.0	0	4	**The coffee was not only bitter but also steaming hot.**	2
15	2	0	1	0	1	4	0	3	0	2	0	0	1	0	1	2	0	3.0	0	6	The cake not only provides a delicious treat but also simplifies the serving process.	2
10	2	0	1	0	1	1	0	1	0	0	0	1	2	0	1	0	0	2.0	0	4	The food was not only delectable but also plentiful.	2
19	2	0	2	2	1	4	0	2	0	2	0	1	2	1	1	1	0	4.0	1	6	The provided text is not only informative but also humorous, generating a feeling of satisfaction upon completion.	2
15	0	0	1	1	0	4	1	3	0	2	1	1	0	1	2	2	0	4.0	1	6	The solution to the task is to generate a sentence that includes two auxiliaries.	2
14	2	0	1	0	1	3	0	2	0	2	0	0	2	0	1	2	0	3.0	0	6	The book not only provides a comprehensive overview but also includes practical exercises.	2
11	3	0	1	0	1	1	0	1	0	0	0	1	2	0	1	0	0	2.0	0	4	The meal was not only delicious but also aesthetically pleasing.	2
17	0	1	1	2	0	5	0	4	0	3	1	0	0	1	1	2	0	5.0	1	5	The provided text includes a solution to the task of generating a sentence with two auxiliaries.	2
19	1	0	2	1	1	4	1	3	0	1	0	2	2	1	2	1	0	3.0	1	11	The team was able to complete the task efficiently, but the supervisor was concerned about its quality.	2
15	1	1	3	0	1	1	0	1	0	0	0	2	5	1	1	0	0	3.0	1	7	The service was also excellent - friendly, helpful and informative without being overbearing.	2
27	0	1	4	1	3	5	1	1	0	4	0	2	4	1	2	3	1	5.0	2	8	" ""The complex system of rules for governing financial transactions is intricate and cumbersome, yet it is designed to ensure fairness and prevent fraud."""	4
23	0	0	2	3	2	6	2	3	0	1	0	3	1	0	2	0	0	4.0	0	8	 The old books have been preserved for centuries, and they are a testament to the wisdom and history of our civilization.	4
26	2	1	5	2	1	5	0	5	0	4	0	0	1	2	3	0	0	4.0	2	14	**The cat sat on the table, while the dog barked angrily, but the owner smiled warmly, hoping for a peaceful night.**	4
22	0	0	3	1	1	4	2	3	0	2	1	3	2	2	3	0	1	4.0	3	14	A sentence generated with 4 auxiliaries is: **The book that I am reading is an enjoyable and insightful one.**   **Note:** This is just an example of how to complete the task.	4
27	2	1	4	2	1	4	1	5	0	5	1	1	0	2	4	0	0	5.0	2	14	The cat sat on the mat, the mouse chased after it, and the owner smiled, hoping that the two would play nicely together.	4
20	1	0	2	1	1	4	2	3	0	3	0	2	0	1	2	2	0	3.0	1	13	 The boy is going to the library to read a book, but he must first complete his homework.	4
17	0	0	3	1	0	4	0	4	0	3	0	1	1	0	1	2	1	3.0	1	7	 The chef, having perfected the recipe, presented the succulent dish to the awaiting diners.	4
8	0	0	1	1	0	2	0	1	0	1	1	1	0	0	1	0	1	4.0	1	5	The sentence generated with 4 auxiliaries is: The cat had been sleeping soundly for hours, but awoke briefly at the sound of the phone ringing.	4
22	1	0	1	2	0	5	1	4	0	1	0	3	3	2	3	0	0	6.0	2	5	The prisoner's punishment is more severe than the penalty that was applicable at the time the penal offence was committed.	4
24	1	0	3	4	0	6	0	4	0	2	1	2	1	0	2	0	0	4.0	0	13	A sentence with 4 auxiliaries is: Despite the heavy rain, a shipment of supplies was swiftly delivered to the affected regions.	4
16	1	0	2	2	1	3	1	2	0	2	0	1	1	0	2	0	0	3.0	0	7	The prisoners were held captive for years, and they suffered greatly during that time.	4
36	5	0	4	0	2	3	3	2	0	5	0	4	5	3	4	2	0	7.0	3	8	The young were mostly dead, and the old men had been taken away, they told us, to learn important new things and to come back when they were ready to contribute fully.	4
19	1	0	2	2	1	5	0	4	0	2	0	2	0	0	2	1	0	3.0	0	10	 The children were playing games in the park, and the elderly were walking home from the market..	4
24	5	0	1	0	1	2	2	1	0	5	0	2	3	4	3	1	0	6.0	4	5	The elderly were mainly taken away to learn valuable new skills and come back when they felt they were able to contribute fully.	4
36	5	0	4	0	2	3	3	2	0	5	0	4	5	3	4	2	0	7.0	3	8	The young were mostly dead, and the old men had been taken away, they told us, to learn important new things and to come back when they were ready to contribute fully.	4
32	0	0	5	4	1	8	1	5	0	4	0	1	3	2	2	1	0	6.0	2	9	"""The ancient texts reveal a hidden history of the city, including tales of forgotten heroes and warriors, which are woven into the very fabric of the community."""	4
37	5	0	4	0	2	3	3	2	0	5	0	4	6	3	4	2	0	7.0	3	8	The young ones were mostly dead, and the old men had been taken away, they told us, to learn important new things and to come back when they were ready to contribute fully.	4
16	0	0	1	3	1	5	0	3	0	2	0	1	0	0	1	0	1	5.0	1	7	A basket filled with candy and cookies was shared with the children in the orphanage.	4
32	0	0	4	3	1	8	0	8	0	4	0	4	0	0	4	1	0	4.0	0	24	The cat was playing with the rope, the dog was chasing the ball, the fish was swimming in the pond, and the bird was flying in the sky.	4
26	3	0	3	1	1	5	0	4	0	3	0	3	2	2	2	2	0	5.0	2	8	The elderly had been taken away, and the young were mostly dead, leaving only a few survivors to bear witness to the tragedy.	4
20	1	0	2	1	1	4	1	3	0	2	0	3	2	0	2	0	0	3.0	0	10	 The book has been read by me several times, and the story is becoming more interesting each time.	4
32	0	1	4	4	1	5	2	5	0	4	0	4	2	1	2	0	0	4.0	1	14	The prisoner was transferred to a different cell, was visited by his attorney, and was provided with an additional meal, all before he was released from the prison.	4
10	1	0	2	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	4	 Despite the heavy rain, the flowers bloomed happily.	4
32	2	1	3	2	1	11	1	3	0	3	0	2	3	1	2	2	1	6.0	2	8	A comprehensive guide on navigating the city streets safely is available on the municipal website, where one can find information about traffic regulations, parking rules and designated walking paths.	4
23	1	1	2	3	0	4	1	3	0	2	0	3	3	1	2	0	0	3.0	1	11	The stolen painting was displayed in a prestigious gallery for many years, despite the fact that it had been illegally acquired.	4
19	2	2	3	1	0	4	1	3	0	3	0	0	0	2	3	0	0	3.0	2	11	The children played happily, while their parents supervised, as the sun shone brightly on the playground.	4
27	1	0	1	3	1	4	3	2	0	3	0	5	3	2	2	1	0	5.0	2	11	The old woman had been living in the city for many years and would always be willing to share her wisdom with anyone who would listen.	4
23	1	0	3	4	0	7	0	3	0	3	0	1	0	2	1	1	0	5.0	2	16	The prisoners were carefully transferred to the holding cell, escorted by a contingent of guards, in order to prevent escapes.	4
35	0	1	4	2	2	8	0	8	0	4	0	4	2	1	4	2	0	4.0	1	24	 The children were given a nutritious breakfast, and the elderly were taken to the hospital, while the sick were being treated, and the teachers prepared the lesson plan for the day.	4
36	5	0	4	0	2	3	3	2	0	5	0	4	5	3	4	2	0	7.0	3	8	The young were mostly dead, and the old men had been taken away, they told us, to learn important new things and to come back when they were ready to contribute fully.	4
36	5	0	4	0	2	3	3	2	0	5	0	4	5	3	4	2	0	7.0	3	8	The young were mostly dead, and the old men had been taken away, they told us, to learn important new things and to come back when they were ready to contribute fully.	4
8	0	0	1	1	0	2	0	1	0	1	1	1	0	0	1	0	1	4.0	1	5	A sentence generated with 4 auxiliaries is: The cat was chased up the tree by the wind and the lion was asleep at the time.	4
26	0	0	3	2	0	7	6	2	0	1	0	3	2	2	3	2	0	5.0	2	11	 My grandmother gave me a gift, her favorite heirloom, which was a priceless diamond ring that had been in her family for generations.	4
26	0	0	2	2	0	5	2	5	0	3	0	3	3	4	4	1	0	9.0	4	5	The prisoners refused to accept the penalty, which was harsher than the one that was applicable at the time the penal offence was committed.	4
28	0	1	3	2	1	7	1	5	0	4	0	3	0	2	2	1	0	6.0	2	9	The prisoners were being moved to the courtroom, but the guards had forgotten to lock the cell doors, so there was a risk of escape.	4
25	0	1	5	2	1	6	1	3	0	2	0	1	3	0	2	1	0	3.0	0	10	The young children, though innocent, were harmed in the fire, and their families distraught, sought refuge in the community center.	4
36	5	0	4	0	2	3	3	2	0	5	0	4	5	3	4	2	0	7.0	3	8	The young were mostly dead, and the old men had been taken away, they told us, to learn important new things and to come back when they were ready to contribute fully.	4
22	0	1	1	2	1	2	4	1	1	3	0	4	2	1	3	0	0	4.0	1	9	 I have been living in Fujairah my entire life and I must say that it is developing in a good way.	4
36	5	0	4	0	2	3	3	2	0	5	0	4	5	3	4	2	0	7.0	3	8	 The young were mostly dead, and the old men had been taken away, they told us, to learn important new things and to come back when they were ready to contribute fully.	4
18	1	0	2	3	1	4	1	3	0	3	0	0	0	1	1	1	0	5.0	1	4	Despite the challenges, the community rallied together and provided support to those affected by the disaster.	4
25	0	0	3	3	0	5	1	4	0	3	0	4	1	2	2	1	0	5.0	2	11	**The artist has been commissioned to paint a mural on the side of the building, which will be finished by next week.**	4
