n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	NUM_constraint
7	0	0	1	0	0	2	0	1	0	1	1	0	1	0	1	1	0	2.0	0	3	The house has one tall chimney.	1
9	0	0	1	1	0	2	0	2	0	0	2	1	0	0	1	0	0	3.0	0	6	The number in the sentence is 3.8 trillion.	1
11	0	0	1	2	0	3	0	2	0	1	1	1	0	0	1	0	0	3.0	0	3	 The boat is traveling at a speed of 1 knot.	1
10	0	0	2	1	0	3	0	2	0	1	1	0	0	0	1	0	0	3.0	0	6	The cat jumped onto the 10-meter tree.	1
10	0	0	1	1	0	4	0	2	0	1	1	0	0	0	1	1	0	3.0	0	3	The house has 1 swimming pool in the backyard.	1
2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0	0	5.	1
11	0	0	2	1	0	3	0	2	0	0	1	1	0	0	1	0	0	3.0	0	7	The price of that T-shirt is $3.80.	1
9	0	0	1	1	0	3	0	2	0	1	1	0	0	0	1	1	0	3.0	0	3	The ship has a cargo of 10 boxes.	1
6	0	0	1	0	0	2	0	1	0	1	1	0	0	0	1	1	0	2.0	0	2	The ship has 1 anchor.	1
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
16	1	0	2	3	0	5	0	2	0	2	0	1	0	1	1	0	0	4.0	1	4	The cost of gasoline has increased significantly, leading to a rise in transportation expenses.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	 And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
14	0	0	2	1	0	2	0	2	3	3	1	0	0	1	1	0	1	3.0	2	4	A whale named Bruce swam 10 miles, traveling to the North Pole.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	1	0	1	2	0	3	1	2	0	1	2	2	2	0	2	0	1	4.0	1	14	The average lifespan of an indoor cat that is well cared for is 11-15 years.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
16	1	0	1	1	1	5	0	2	1	1	0	1	2	0	1	1	0	4.0	0	10	 A computer with a 16GB hard drive and 8GB RAM can handle basic tasks efficiently.	2
8	0	0	1	1	0	2	0	1	0	1	1	1	0	0	1	0	1	4.0	1	5	The sentence generated with 2 numerals is: And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
19	2	0	3	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	**And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.**	2
16	2	0	3	1	0	2	1	1	0	2	2	1	0	0	2	0	1	4.0	1	9	A cat that is well-cared-for typically lives 11-15 years.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
15	1	0	1	1	0	2	1	1	0	2	2	1	2	0	2	0	1	4.0	1	6	A typical indoor cat that is well cared for lives 11-15 years.	2
15	1	0	1	1	0	2	1	1	0	2	2	1	2	0	2	0	1	4.0	1	6	A typical indoor cat that is well cared for lives 11-15 years.	2
18	2	0	2	3	0	4	0	1	0	2	2	1	1	1	1	0	0	4.0	1	8	  The estimated number of cases of yellow fever annually is 200,000, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	1	0	3	2	0	3	0	2	0	1	2	1	2	0	1	0	0	4.0	0	14	The average lifespan of a well-cared-for indoor cat is 11-15 years.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	1	0	1	2	0	3	1	2	0	1	2	2	2	0	2	0	1	4.0	1	14	The average lifespan of an indoor cat that is well cared for is 11-15 years.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	 And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
17	2	0	2	2	0	4	0	1	0	2	2	1	1	1	1	0	0	3.0	1	7	The estimated number of yellow fever cases annually is 200,000, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	 And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
7	0	0	2	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	5	Sure, the requested sentence is: And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	 And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
8	0	0	1	1	0	2	0	1	0	1	1	1	0	0	1	0	0	3.0	0	5	A sentence with 2 numerals is generated: And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
21	0	0	1	3	0	7	1	2	0	2	2	1	1	0	1	1	1	4.0	1	10	A grocery store located in a suburban area can average 10-12 customers per hour during its peak hours.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
7	0	0	1	1	0	2	0	1	0	0	1	1	0	0	1	0	0	3.0	0	4	A sentence with 2 numerals is: And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	1	0	3	2	0	3	0	2	0	1	2	1	2	0	1	0	0	4.0	0	14	The average lifespan of a well-cared-for indoor cat is 11-15 years.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	 And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
18	2	0	2	2	1	3	1	1	0	3	2	0	1	1	0	0	0	3.0	1	10	And there are an estimated 200,000 cases of yellow fever annually, leading to 30,000 deaths worldwide.	2
25	0	0	6	2	1	7	0	3	0	0	5	1	0	0	1	0	0	3.0	0	16	 The price of a product was 3,40 Euros, 5 Euros, or 7,5 Euros (1) for a 72-hour length.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
15	0	0	3	2	0	2	1	0	3	1	2	0	0	0	1	1	0	2.0	0	10	His initiation took place on April 17, 1789, at Holland Lodge No.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
28	0	0	7	2	1	8	0	3	0	0	6	1	0	0	1	0	0	4.0	0	16	 The price of a 72-hour length is 3,40 Euros, 5 Euros, or 7,5 Euros (1) for a 72-hour length.	4
10	0	0	3	1	0	4	0	2	0	0	0	0	0	0	0	0	0	2.0	0	4	In that respect, the evaluation report (p.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
22	0	0	6	1	1	6	0	2	0	0	5	1	0	0	1	0	0	4.0	0	9	The price of a 72-hour length is 3,40 Euros, 5 Euros, or 7,5 Euros (1).	4
16	0	0	4	2	0	2	1	0	3	1	2	0	0	0	1	1	0	2.0	0	11	"""His initiation took place on April 17, 1789, at Holland Lodge No."	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
37	1	0	2	8	1	8	1	7	1	1	4	1	2	1	2	0	0	4.0	1	18	  The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century, which was an unprecedented growth on a worldwide scale.	4
22	0	0	3	5	1	3	0	2	1	1	6	0	0	0	1	1	0	4.0	0	12	The village of Oakwood had a population of 1,200 people in 1880, 1,400 in 1890, and 1,600 in 1900.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
21	0	0	5	1	1	6	0	2	0	0	5	1	0	0	1	0	0	4.0	0	9	The price of a 72-hour length is 3,40 Euros, 5 Euros or 7,5 Euros (1).	4
19	0	0	4	1	1	2	0	2	0	0	4	1	0	0	1	0	0	3.0	0	10	The cost of the product is $4,000, $4,500, $4,900, and $5,000.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	 The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	0	0	5	3	1	8	0	3	1	0	5	1	0	0	1	0	0	4.0	0	15	The price of a hotel room in Rome is 40 Euros, 50 Euros or 70 Euros (1) for a 72-hour length.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	0	0	6	2	1	8	0	3	0	0	6	1	0	0	1	0	0	4.0	0	15	 The price of a 72-hour length is 3,40 Euros, 5 Euros or 7,5 Euros (1) for a 72-hour length.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
15	0	0	3	2	0	2	1	0	3	1	2	0	0	0	1	1	0	2.0	0	10	His initiation took place on April 17, 1789, at Holland Lodge No.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
