n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	NOUN_constraint
18	1	0	2	0	1	1	4	0	0	3	0	2	1	2	2	1	0	3.0	2	10	I am excited to complete my task, but I don't know what to do next.	0
7	0	0	2	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	5	Sure, the requested sentence is: The wind blew fiercely.	0
12	0	0	1	1	1	2	2	0	0	3	0	0	2	1	1	1	0	4.0	1	4	Twinkling stars above my head make me feel peaceful and serene.	0
19	0	0	2	2	0	5	0	3	0	2	0	0	5	1	1	2	0	3.0	1	6	A ray of golden sunshine illuminated the crystal clear sky, casting long shadows across the verdant earth.	0
18	0	0	3	0	1	2	3	2	0	4	0	2	0	1	3	2	0	3.0	1	6	"The generated sentence is ""I have a dream and I am going to chase it.""   Therefore, the completed task is to generate a sentence with 0 nouns."	0
10	1	0	2	0	0	2	0	2	0	2	0	0	1	1	1	1	0	3.0	1	3	The clock ticked loudly, creating an irritating rhythm.	0
17	0	0	2	2	0	5	0	4	0	3	0	0	1	1	1	2	0	3.0	1	9	The swift breeze carried the scent of lavender across the meadow, awakening the slumbering flowers.	0
4	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	2.0	0	1	No one exists.	0
5	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	2	The cat is asleep.	0
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The clock glowed brightly.	0
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The clock ticked loudly.	0
16	0	0	2	2	0	5	1	3	0	2	0	0	1	1	1	1	0	3.0	1	6	A butterfly danced across the vibrant sunset, illuminating the sky with its rainbow hues.	0
10	0	0	1	2	0	3	1	1	0	1	0	0	1	0	1	1	0	3.0	0	3	A mysterious feeling of anticipation filled me with excitement.	0
7	0	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	3	A feather fell on my head.	0
9	0	0	1	1	1	2	0	2	0	2	0	0	0	0	1	0	0	3.0	0	3	The cat jumped and landed on the mat.	0
18	0	1	2	2	0	5	0	5	0	3	0	0	0	2	2	1	0	4.0	2	6	A rainbow danced across the sky, illuminating the moon as the sun dipped below the horizon.	0
9	0	0	1	0	0	2	2	1	0	2	0	0	0	1	1	2	0	4.0	1	2	Nothing has the power to change my mind.	0
8	0	0	1	1	0	3	0	2	0	1	0	0	0	0	1	1	0	2.0	0	4	 The wind whispers secrets to the leaves.	0
5	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	2.0	1	2	The sentence generated is: The sun shines brightly, illuminating the sky.	0
15	1	0	2	3	0	4	0	3	0	2	0	0	0	1	1	0	0	3.0	1	5	 A flock of pigeons flew across the sky, soaring high above the clouds.	0
11	2	0	2	0	1	2	0	2	0	2	0	0	0	0	2	0	0	3.0	0	6	The wind blew fiercely, and the flag danced wildly.	0
15	0	0	2	2	1	4	2	2	0	2	0	0	0	0	2	1	0	4.0	0	7	The wind whipped through my hair, and I felt a sense of accomplishment.	0
15	0	0	2	2	1	6	0	2	0	2	0	0	0	1	1	2	0	5.0	1	4	A symphony of emotions fills the air, evoking feelings of joy and anticipation.	0
14	1	0	2	2	0	4	0	3	0	2	0	0	0	1	1	1	0	4.0	1	6	The wind blows gently through the trees, bringing the scent of wildflowers.	0
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The wind blows wildly through the trees.	0
6	0	0	1	1	0	2	1	0	0	0	0	1	0	0	1	0	0	1.0	0	3	 You are in luck today.	0
9	0	0	1	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	5	The wind blew the leaves off the trees.	0
7	0	0	1	1	0	2	0	1	0	0	0	0	2	0	0	0	0	3.0	0	2	A bright future full of possibilities.	0
13	0	0	2	0	1	1	1	1	0	3	0	1	2	1	2	0	0	3.0	1	7	The wind blew wild, but I couldn't help feeling happy.	0
7	0	0	1	1	0	2	0	1	0	0	0	1	1	0	1	0	0	3.0	0	4	The smell of rain is sweet.	0
15	1	0	2	1	2	4	1	2	0	2	0	0	0	0	2	1	0	5.0	0	5	The wind blows wildly, yet I have no sense of movement or direction.	0
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	 The clock glowed brightly.	0
5	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	2	The clock is ticking.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	A rainbow danced across the sky.	0
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	 The cat is sitting on the mat.	0
27	0	0	11	1	1	5	0	3	1	1	0	2	0	0	2	0	0	4.0	0	8	"The chosen noun in this sentence is ""email,"" and the sentence is ""Email: ""Julie""<julie...@bellsouth.net>""."	1
10	1	0	1	1	0	3	0	2	0	0	0	1	1	0	1	0	0	2.0	0	3	The computer software is readily accessible to the user.	1
8	1	0	1	1	0	1	2	0	1	1	0	0	0	0	1	1	0	3.0	0	2	He now discusses his work with Wikinews.	1
9	0	0	1	1	0	3	0	2	0	1	0	1	0	0	1	1	0	2.0	0	4	The dog is playing fetch in the park.	1
20	2	0	2	1	0	4	1	4	0	3	0	2	0	1	2	2	0	4.0	1	11	The provided text is an example of how to complete the task, therefore I have generated the sentence: The provided text is an example of how to complete the task..	1
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The fruit has fallen off the tree.	1
7	0	0	1	0	0	2	0	2	0	0	0	1	1	0	1	0	0	2.0	0	4	The book is a captivating read.	1
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The cat is sitting on the mat.	1
10	0	0	1	0	0	2	2	1	0	2	0	0	1	1	1	2	0	3.0	1	3	The painting inspires me to create my own art.	1
7	0	0	1	0	0	2	0	1	0	1	1	0	1	0	1	1	0	2.0	0	2	 The 20 mill reflects gross exposure.	1
8	0	0	1	1	0	3	0	2	0	1	0	0	0	0	1	1	0	3.0	0	2	 The textbook covers the basics of calculus.	1
8	0	0	1	1	0	2	0	2	1	1	0	0	0	0	1	1	0	3.0	0	2	The email contains a message for Julie.	1
9	0	0	1	0	1	2	0	1	0	1	0	0	3	0	1	0	0	3.0	0	3	The majestic oak tree stands tall and proud.	1
10	0	0	3	0	0	3	0	1	1	1	0	0	1	0	1	1	0	2.0	0	4	"The email address ""Julie@bellsouth.net"" reflects gross exposure."	1
11	0	0	1	0	0	3	0	3	0	1	0	1	1	1	1	1	0	3.0	1	4	The library is a quiet place to read a book.	1
13	0	0	1	2	0	4	0	4	0	1	0	0	1	0	1	1	0	3.0	0	4	The painting on the ceiling reflects the vibrant colors of the sunset.	1
11	1	0	1	0	1	2	0	2	0	2	0	1	0	1	1	0	0	3.0	1	5	The book reads smoothly and is a pleasure to read.	1
10	0	0	1	2	0	2	0	2	1	1	0	1	0	0	1	0	1	4.0	1	7	The email contained within the message is from Julie.	1
10	0	0	3	0	0	3	0	1	1	0	0	1	0	0	1	0	0	3.0	0	3	"The email recipient's address is ""Julie@bellsouth.net""."	1
7	0	0	1	0	0	2	0	1	0	1	1	0	1	0	1	1	0	2.0	0	2	The 20 mill reflects gross exposure.	1
12	0	0	5	0	0	3	0	1	1	1	0	0	1	0	1	1	0	2.0	0	6	"The email account, ""Julie"", reflects gross exposure."	1
15	0	0	5	1	0	3	0	2	2	1	0	1	0	0	1	0	0	2.0	0	5	"The email address ""Julie@bellsouth.net"" is associated with the name ""Julie""."	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
9	0	0	1	1	0	3	0	2	0	2	0	0	0	1	1	1	0	3.0	1	4	The dog enjoys playing fetch in the park.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sits on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sits on the mat.	1
10	0	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	The lone oak tree stands tall in the forest.	1
13	0	0	3	1	0	3	0	2	2	2	0	0	0	1	1	0	0	3.0	1	4	"The email address ""Julie@bellsouth.net"" belongs to the person named Julie."	1
8	0	0	1	1	0	3	0	2	0	1	0	0	0	0	1	1	0	3.0	0	2	The textbook covers a variety of topics.	1
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The cat is sitting on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
11	0	0	3	1	0	2	1	2	0	1	0	1	0	0	1	0	0	3.0	0	6	"The chosen noun in this sentence is ""He."" The sentence is ""He now discusses his work with Wikinews."""	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sits on the mat.	1
11	1	0	1	0	0	3	0	2	0	2	0	0	1	1	1	2	0	3.0	1	3	The computer still needs a hard drive to store data.	1
15	0	0	5	1	0	3	0	2	2	1	0	1	0	0	1	0	0	2.0	0	5	"The email address ""Julie@bellsouth.net"" is associated with the name ""Julie""."	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The painting hangs proudly on the wall.	1
12	0	0	3	0	0	4	0	2	1	0	0	1	1	0	1	0	0	2.0	0	8	"The email address ""Julie"" is a valid email address."	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sits on the mat.	1
7	0	0	1	1	0	2	0	2	0	0	0	1	0	0	1	0	0	2.0	0	4	The book is on the table.	1
13	0	0	1	2	0	4	0	4	0	0	0	1	1	0	1	0	0	3.0	0	7	The book on the table is the only book in the room.	1
10	0	0	1	2	0	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The painting of a flower hangs on the wall.	1
12	2	0	1	0	0	2	1	2	0	1	0	2	1	1	2	0	0	2.0	1	5	The book was the most fascinating read I had ever experienced.	1
10	1	0	2	0	0	3	0	2	0	2	0	0	0	0	1	1	0	3.0	0	4	The newly-planted sunflower reflects the afternoon sun.	1
6	1	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	3	The computer is very fast.	1
13	0	0	1	2	0	4	0	4	0	0	0	1	1	0	1	0	0	3.0	0	4	The book was the subject of a recent debate on the news.	1
10	0	0	1	1	0	4	0	2	0	1	0	0	1	0	1	1	0	3.0	0	3	The fruit basket contains a selection of delicious fruits.	1
10	0	0	3	0	0	3	0	1	1	0	0	1	0	0	1	0	0	3.0	0	3	"The email recipient's name is ""Julie""."	1
15	0	0	5	1	0	3	0	2	2	1	0	1	0	0	1	0	0	2.0	0	5	"The email address ""Julie@bellsouth.net"" is associated with the name ""Julie""."	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sits atop the table.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sits on the mat.	1
10	0	0	1	0	1	3	0	2	0	1	0	1	1	0	1	1	0	3.0	0	5	A bicycle and a car can travel great distances.	2
10	1	0	1	1	0	2	1	1	0	1	0	1	1	0	1	1	0	2.0	0	5	Have I just fallen victim to a cultural trap?	2
7	0	0	2	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	5	Sure, the requested sentence is: The wind whipped through the hair of the dancers, creating a vibrant atmosphere.	2
9	0	0	1	0	1	3	0	2	0	0	0	1	1	0	1	0	0	3.0	0	6	The cat and the lion are fierce companions.	2
12	0	0	1	0	1	3	0	3	0	1	0	1	2	0	1	1	0	3.0	0	6	 A swift bicycle and a sturdy wagon can traverse any terrain.	2
10	0	0	1	1	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	A cat and a dog sat on the mat.	2
10	1	0	1	1	0	2	1	1	0	1	0	1	1	0	1	1	0	2.0	0	5	Have I just fallen victim to a cultural trap?	2
16	1	0	3	1	0	3	1	2	0	2	0	2	1	1	2	1	0	3.0	1	6	"The sentence generated is ""Have I just fallen victim in a cultural trap?"""	2
14	0	0	1	1	1	4	0	4	0	0	0	1	2	0	1	0	0	3.0	0	6	The antique tractor and the barn were the centerpiece of the lively celebration.	2
15	1	0	5	0	1	3	0	1	0	2	0	1	0	1	2	0	0	4.0	1	6	"Sure, the generated sentence is: ""Happiness and enjoyment lie ahead."""	2
12	0	0	1	2	1	4	0	2	0	1	0	1	0	0	1	0	0	4.0	0	4	 The bridge and rail line were damaged due to the storm.	2
8	1	0	1	0	1	2	0	2	0	1	0	0	0	0	1	0	0	3.0	0	4	The cat and the dog slept soundly.	2
7	0	0	2	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	5	Sure, the requested sentence is: The library and bookstore are two places that evoke feelings of comfort and nostalgia.	2
19	0	0	2	1	2	6	0	3	0	2	0	1	2	0	2	1	0	4.0	0	9	The requested sentence is: A warm and inviting home atmosphere fosters a sense of belonging and community.	2
16	0	0	1	2	1	6	0	3	0	0	0	1	2	0	1	0	0	4.0	0	12	A warm cup of tea and a slice of toast are the perfect morning treat.	2
15	0	0	1	3	1	4	1	3	0	1	0	0	1	0	1	1	0	4.0	0	5	A question about timing and fate awaits me in the realm of the unknown.	2
7	0	0	1	0	0	2	0	1	0	1	0	1	0	0	1	0	0	3.0	0	3	"The prompt's requested sentence is: In this context, the chosen nouns are ""question"" and ""timing."" Hence, the generated sentence is: ""Finally, a question regarding timing."""	2
10	1	0	2	1	0	2	0	2	0	2	0	0	0	1	1	0	0	2.0	1	5	The cat sat on the mat, purring happily.	2
11	1	0	1	1	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The cat and the dog played together in the park.	2
7	0	0	2	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	5	Sure, the requested sentence is: The swift horse and the graceful cat danced across the meadow.	2
10	0	0	1	1	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	A bicycle and an automobile raced down the track.	2
15	1	0	2	1	0	3	1	2	0	2	0	2	1	0	2	1	0	3.0	0	5	The requested sentence is: Have I just fallen victim in a cultural trap?	2
8	2	0	1	0	1	2	0	1	0	1	0	0	0	0	1	0	0	3.0	0	3	The cat and dog played nicely together.	2
12	0	0	1	1	1	3	0	2	0	1	0	0	3	0	1	0	0	3.0	0	4	The swift goat and resilient tiger danced across the emerald meadow.	2
11	0	0	1	2	1	4	0	1	0	1	0	0	1	0	1	0	0	3.0	0	3	The key to success lies in hard work and determination.	2
10	0	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	The quick brown fox jumps over the sleeping dog.	2
21	0	0	2	2	1	4	2	3	0	2	0	1	3	2	2	1	0	4.0	2	11	**A basket full of berries and a warm cup of tea are all I need to make me happy.**	2
9	0	0	1	1	1	3	0	2	0	1	0	0	0	0	1	0	0	3.0	0	3	The horse and rider danced across the park.	2
11	1	0	1	1	1	3	0	2	0	1	0	0	1	0	1	0	0	3.0	0	5	The horse and rider danced gracefully across the open field.	2
15	0	0	1	3	1	5	0	3	0	1	0	1	0	0	1	0	0	5.0	0	9	A basket of fruits and a loaf of bread are sitting on the table.	2
8	1	0	1	0	1	2	0	2	0	1	0	0	0	0	1	0	0	3.0	0	4	 The cat and the mouse played together.	2
11	0	0	1	1	1	4	0	2	0	1	0	0	1	0	1	1	0	4.0	0	6	The scent of fresh bread and pastries fills the air.	2
11	0	0	1	1	1	3	0	3	0	1	0	1	0	0	1	0	0	3.0	0	5	A whale and a fish are swimming in the ocean.	2
11	0	0	1	1	1	3	0	3	0	2	0	0	0	0	2	0	0	3.0	0	4	The wind howled and the waves crashed against the shore.	2
10	1	0	1	1	0	2	1	1	0	1	0	1	1	0	1	1	0	2.0	0	5	Have I just fallen victim to a cultural trap?	2
9	2	0	1	0	1	2	0	2	0	1	0	0	0	0	1	0	0	3.0	0	4	The cat and the dog played together happily.	2
10	1	0	1	1	0	2	1	1	0	1	0	1	1	0	1	1	0	2.0	0	5	Have I just fallen victim to a cultural trap?	2
15	0	0	1	1	1	5	0	3	0	1	0	0	3	0	1	1	0	3.0	0	6	The old barn and the weathered barn roof need a new coat of paint.	2
9	0	0	1	0	2	4	0	1	0	1	0	0	0	0	1	1	0	3.0	0	3	The bicycle and helmet symbolize courage and freedom.	2
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	Has the cat landed on the mat?	2
11	0	0	1	2	0	3	0	3	0	1	0	0	1	0	1	0	0	2.0	0	7	 The cat sat on the mat for a peaceful nap.	2
9	1	0	1	0	1	2	0	2	0	1	0	1	0	0	1	0	0	3.0	0	5	The cat and the dog are playing together.	2
42	1	0	2	4	2	9	1	8	0	8	2	1	3	2	3	3	0	5.0	2	17	The provided text showcases a strong emphasis on various sentences, but the selected sentence to complete the task is one that incorporates the two nouns in the most relevant manner within the provided text and aligns with the requested format.	2
9	1	0	1	0	1	2	0	2	0	1	0	1	0	0	1	0	0	3.0	0	5	The cat and the dog are playing together.	2
7	0	0	1	0	1	2	0	2	0	1	0	0	0	0	1	0	0	3.0	0	4	The clock and the radio roared.	2
27	1	0	2	3	4	6	3	3	0	3	0	1	1	2	4	0	0	5.0	2	12	The journey is full of potential for both joy and intrigue, but it ultimately depends on the choices we make and the company we keep.	2
20	0	0	2	2	2	7	0	3	0	2	0	2	0	0	2	1	1	6.0	1	12	The sentence generated is: A basket of fruits and a loaf of bread can bring happiness and enjoyment.	2
15	1	0	2	1	0	3	1	2	0	2	0	2	1	0	2	1	0	3.0	0	5	The chosen sentence is: Have I just fallen victim in a cultural trap?	2
16	0	0	1	1	1	5	0	4	0	1	0	1	2	0	1	0	0	3.0	0	8	 A dream home and a loving family are the perfect ingredients for a fulfilling life.	2
11	0	0	1	0	1	3	0	3	0	1	0	1	1	0	1	1	0	3.0	0	5	The traveler and the cat are enjoying the peaceful evening.	2
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
21	0	0	2	2	1	8	1	2	0	1	0	2	1	0	2	1	0	3.0	0	11	The vintage motorcycle helmet is a popular accessory for riders on city streets, but it does not guarantee safety.	4
15	0	1	2	2	0	4	0	4	0	2	0	0	0	1	2	0	0	3.0	1	8	  The cat sat on the mat, while the dog played with the rope.	4
21	0	0	2	2	1	6	0	3	0	2	0	0	4	1	1	1	0	5.0	1	6	A large number of people and talented engineers gathered to build the magnificent bridge, a testament to human ingenuity.	4
6	0	0	2	0	0	1	0	1	0	0	0	1	0	0	1	0	0	2.0	0	4	Sure, the sentence is: The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
19	0	0	3	0	1	6	1	2	0	2	0	2	2	1	3	1	0	4.0	1	13	The office workers are doing great quality work, and the products they produce are top-notch.	4
19	0	0	4	2	1	5	0	1	0	0	0	1	5	0	1	0	0	4.0	0	7	The house was full of happy people, with good food, great music, and festive decorations.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
14	0	0	1	1	0	4	0	3	0	3	1	0	0	1	1	2	0	4.0	1	5	The provided text includes an instruction to generate a sentence with four nouns.	4
22	0	1	2	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	 **The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.**.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
36	1	2	7	1	1	8	1	3	0	4	0	2	4	1	2	2	1	5.0	2	12	In order to satisfy the task, the generated sentence is: Nice local pub, excellent food (especially wings), and don't go if you have a limited amount of time.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
18	1	0	4	1	1	4	1	4	0	0	0	1	1	0	1	0	0	3.0	0	13	The house, the office, the car, and the school are all important to me.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	 The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	 The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
19	0	0	3	2	1	6	0	3	0	2	0	0	2	0	1	2	0	4.0	0	6	"""The vibrant community garden includes a variety of plants and attracts a wide range of pollinators."""	4
17	0	0	4	0	1	4	0	4	0	0	0	0	4	0	0	0	0	2.0	0	13	 The old barn, the red barn, the green barn, and the blue barn.	4
29	0	0	4	3	1	8	0	5	0	3	0	4	1	0	4	0	0	3.0	0	20	 The kitchen table is made of wood, the chairs are made of metal, the fridge is large, and the flowers are arranged on the table.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
18	2	0	4	0	1	5	0	4	0	0	0	1	1	0	1	0	0	3.0	0	15	The kitchenware, the utensils, the plates, and the food are all very good quality.	4
16	1	0	2	1	0	7	0	2	0	2	0	0	1	0	1	1	0	3.0	0	6	The computer science department has a well-structured study schedule for aspiring software engineers.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	 The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
18	0	0	3	1	1	6	0	2	1	1	0	0	3	0	1	1	0	4.0	0	7	The office Christmas party features a succulent spread of appetizers, delicious entrees, and refreshing beverages.	4
20	1	0	2	2	2	7	1	2	0	2	0	1	0	1	1	1	0	4.0	1	7	The kitchen utensils and appliances were neatly placed in the drawers and cabinets, ensuring their availability for use.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
24	0	0	4	1	1	11	0	3	0	1	0	0	3	0	1	0	0	4.0	0	13	The vintage game collection, antique books, classic posters, and vintage arcade games all make for a perfect living room setup.	4
19	1	0	1	3	1	7	0	2	0	1	0	0	3	0	1	0	0	4.0	0	9	A vibrant community of musicians and artists often gather at the cozy coffee shop for spontaneous jam sessions.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	 The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
19	0	0	1	2	1	6	1	3	0	1	0	0	4	0	1	1	0	4.0	0	7	A group of diligent students and their teacher created a collaborative learning environment for a successful academic year.	4
20	0	0	4	1	2	6	0	4	0	0	0	1	2	0	1	0	0	3.0	0	12	 The computer, the router, the modem, and the internet are essential for remote work and learning.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
13	1	0	2	1	1	3	0	3	0	2	0	0	0	0	2	0	0	3.0	0	8	 The cat sat on the mat, and the dog played nearby.	4
20	0	0	1	2	1	5	3	2	0	2	0	1	3	1	2	2	0	5.0	1	9	The salad bar has a variety of healthy and delicious options for those who are watching their caloric intake.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
21	0	1	1	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.	4
18	0	0	3	2	1	5	0	1	0	2	1	1	1	0	1	1	1	6.0	1	11	A sandwich containing cheese, pepperoni, and layers of cheese is known as +32 delicious.	4
22	0	1	2	2	0	4	4	2	1	4	0	2	0	3	4	1	0	7.0	3	5	  **The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it.**	4
19	1	0	3	1	1	4	1	2	0	2	0	1	3	0	1	0	0	4.0	0	8	The bakery, a charming local business, is renowned for its delicious pastries and freshly baked bread.	4
