n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	NOUN_constraint
12	0	0	3	2	0	3	0	2	0	1	0	0	1	0	1	0	0	3.0	0	4	" ""A symphony of colors danced across the digital canvas."""	0
9	0	0	3	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	" ""The wind blows through the trees."""	0
14	0	0	1	3	0	4	0	3	0	1	0	1	1	0	1	0	0	3.0	0	4	A verb of action is utilized as the sole element in the sentence.	0
12	1	0	2	1	0	3	0	3	0	2	0	0	0	1	1	1	0	3.0	1	5	The wind howled outside, blowing the leaves off the trees.	0
10	1	0	2	1	0	2	0	2	0	2	0	0	0	1	1	0	0	2.0	1	5	The cat sat on the mat, purring contentedly.	1
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat slept soundly.	1
5	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	2	The cat is sleeping.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cow jumped over the fence.	1
5	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	2	The apple is red.	1
5	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	2	The apple is delicious.	1
9	0	0	2	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	Sure, the cow jumped over the moon.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sits on the mat.	1
12	0	0	2	2	0	3	0	3	0	2	0	0	0	1	1	0	0	3.0	1	5	The cat sat on the mat, basking in the sun.	1
20	0	0	5	1	1	4	1	3	0	1	0	2	1	0	2	1	0	3.0	0	10	"Sure, the lone noun in the instruction is ""sentence,"" and I have generated the sentence: The sentence is complete."	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
14	1	0	2	2	0	3	0	3	0	2	0	0	1	1	1	0	0	3.0	1	5	The cat jumped onto the table, landing gracefully on the soft cushion.	1
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat slept soundly.	1
9	0	0	1	1	0	3	0	3	0	0	0	1	0	0	1	0	0	2.0	0	3	 The lion is the king of the jungle.	1
12	0	0	2	2	0	3	0	3	0	2	0	0	0	1	1	0	0	3.0	1	5	The cat sat on the mat, basking in the sun.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The dog jumped onto the table.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the mat.	1
5	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	2	The apple is ripe.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the mat.	1
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The dog is playing in the park.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The cow jumps happily across the meadow.	1
5	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	2	The cat is sleeping.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
5	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	2	The cat is playing.	1
14	1	0	2	1	0	4	1	2	0	2	0	0	0	1	1	1	0	4.0	1	6	The cat sits quietly on the mat, awaiting its owner's return.	1
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	tree.	1
17	1	0	5	1	0	3	1	2	0	2	1	0	0	0	2	1	0	3.0	0	10	"Sure, I generated a sentence with 1 noun - ""The cat slept soundly."""	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The car raced down the road.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The car traveled down the road.	1
5	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	2	The cat is sleeping.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the table.	1
9	0	0	3	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	"""The car drove down the road."""	1
9	1	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	5	The cat sat comfortably on the green rug.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
12	0	0	2	2	0	3	0	3	0	2	0	0	0	1	1	0	0	3.0	1	5	The cat sat on the mat, basking in the sun.	1
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	apple.	1
12	0	0	2	2	0	3	0	3	0	2	0	0	0	1	1	0	0	3.0	1	5	The cat sits on the mat, looking at the fish.	1
5	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	2	The cat is sleeping.	1
7	0	0	1	0	0	2	0	2	0	0	0	1	1	0	1	0	0	2.0	0	4	The apple is a delicious fruit.	1
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	A goat is grazing in the meadow.	1
5	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	2	The lion is sleeping.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped on the mat.	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	3.0	0	4	The flower in the garden bloomed brightly.	1
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The cat is sitting on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
11	1	0	1	1	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The cat and the dog played together in the park.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
9	0	0	1	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	5	The cat chased the fish around the park.	2
9	1	0	1	0	1	2	0	2	0	1	0	1	0	0	1	0	0	3.0	0	5	 The cat and the dog are playing together.	2
9	0	0	1	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	5	 The cat chased the dog into the forest.	2
8	1	0	1	0	1	2	0	2	0	1	0	0	0	0	1	0	0	3.0	0	4	 The dog and the cat played together.	2
9	0	0	1	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	5	 The cat chased the dog up the tree.	2
9	0	0	1	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	5	 The dog chased the cat up the tree.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
9	1	0	1	0	1	2	0	2	0	1	0	1	0	0	1	0	0	3.0	0	5	 The elephant and the zebra are running together.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
15	1	0	2	1	1	4	0	3	0	2	0	0	1	1	1	1	0	3.0	1	6	The giraffe and lion danced gracefully across the savanna, creating a breathtaking spectacle.	2
10	0	0	1	1	1	3	0	3	0	0	0	1	0	0	1	0	0	3.0	0	7	 A horse and a cow are in the barn.	2
9	0	0	2	1	0	2	0	2	0	2	0	0	0	1	1	0	0	2.0	1	5	The cat sat on the mat, purring.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	 The dog is playing with the cat.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
9	0	0	1	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	5	 The cat chased the dog across the park.	2
11	0	0	3	1	0	2	0	2	0	2	0	1	0	0	1	0	1	4.0	1	8	 The cat, sitting on the mat, was purring.	2
9	0	0	1	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	5	 The cat chased the dog around the park.	2
9	0	0	1	0	1	3	0	3	0	1	0	0	0	0	1	1	0	3.0	0	4	 The lion and the zebra crossed the road.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	2
9	2	0	1	0	1	2	0	2	0	1	0	0	0	0	1	0	0	3.0	0	4	 The cat and the dog played happily together.	2
11	1	0	1	1	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The dog and the cat played together in the park.	2
9	0	0	1	1	0	2	0	2	0	1	0	1	1	0	1	0	0	2.0	0	3	 The young cat is playing with the ball.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
6	0	0	1	0	0	2	0	2	0	1	0	0	0	0	1	1	0	2.0	0	2	 The cat chased the dog.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
9	0	0	1	0	1	3	0	3	0	1	0	0	0	0	1	1	0	3.0	0	4	 The lion and the zebra crossed the river.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
9	0	0	1	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	5	 The dog chased the cat up the tree.	2
6	0	0	1	0	0	2	0	2	0	1	0	0	0	0	1	1	0	2.0	0	2	 The cat chased the dog.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
8	1	0	1	0	1	2	0	1	0	1	0	1	0	0	1	0	0	3.0	0	4	 The lion and zebra are playing together.	2
10	1	0	2	1	0	2	0	2	0	2	0	0	0	1	1	0	0	2.0	1	5	The cat sat on the mat, purring contentedly.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat sat on the mat.	2
15	0	1	2	2	0	4	0	4	0	2	0	0	0	1	2	0	0	3.0	1	8	 The cat sat on the mat, while the table stood beside the bookshelf.	4
20	1	0	2	1	2	4	0	3	0	1	0	1	5	0	2	0	0	4.0	0	15	The cheerful cat played with the playful dog, and the fluffy sheep and graceful horse were also involved.	4
21	2	0	3	3	1	5	0	5	0	2	0	0	0	0	2	0	0	3.0	0	13	 The cat sat on the mat, next to the dog, and the fish swam happily in the pond.	4
10	0	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	The quick brown fox jumps over the sleeping dog.	4
21	0	0	4	1	1	5	0	4	0	1	0	0	5	0	1	1	0	3.0	0	12	 The playful kitten, energetic tiger, curious squirrel, and fluffy rabbit all chased each other around the park.	4
20	0	0	2	3	0	5	0	4	0	2	0	0	4	1	1	0	0	4.0	1	10	 The vibrant cat sat on a soft rug in the serene garden, delighting in the warm afternoon sun.	4
14	0	0	4	0	1	5	0	2	0	1	0	1	0	0	1	1	0	3.0	0	9	 The lion, zebra, giraffe, and tiger are roaming the savanna.	4
19	1	0	4	1	1	5	0	5	0	1	0	1	0	0	1	0	0	3.0	0	12	 The cat, the dog, the fish, and the parrot were playing together in the park.	4
12	0	0	1	1	0	3	0	3	0	2	0	0	2	0	1	1	0	2.0	0	7	 The swift fox chased the energetic squirrel up the towering tree.	4
26	1	0	5	2	2	8	0	2	0	2	0	1	3	1	1	0	0	5.0	1	12	The vibrant parrot, chirping canary, playful kitten, and energetic dog were running excitedly around the park, filled with joy and laughter.	4
22	0	0	3	2	1	5	0	5	0	3	0	0	3	1	1	2	0	4.0	1	9	 The cat jumped onto the table for a quick snack, devouring the juicy apple, and chasing the playful dog.	4
19	0	0	4	1	1	4	0	1	0	1	0	1	6	0	1	0	0	3.0	0	12	 The vibrant apple, sweet orange, refreshing watermelon, and juicy peach were enjoyed by eager children.	4
18	1	1	3	2	0	4	0	4	0	3	0	0	0	2	2	0	0	3.0	2	13	 The cat sat atop the table, resting on the mat, while the horse grazed nearby.	4
16	1	0	4	0	1	4	0	1	0	1	0	0	4	0	1	0	0	3.0	0	11	 The playful lion, quick cheetah, graceful gazelle, and ferocious tiger fought passionately.	4
19	1	0	2	3	1	5	0	5	0	1	0	1	0	0	2	0	0	3.0	0	15	 The cat sat on the mat next to the table, and the book was on the table.	4
18	0	0	4	1	1	5	0	5	0	1	0	1	0	0	1	0	0	3.0	0	12	 The dog, the cat, the house, and the tree are playing in the park.	4
23	0	0	5	1	1	7	0	3	0	2	0	0	4	1	1	1	0	3.0	1	11	The young lion, playful zebra, graceful giraffe, and cunning fox raced across the savanna, creating a memorable journey.	4
20	0	0	4	1	1	5	0	2	0	1	0	1	5	0	1	0	0	3.0	0	12	 The energetic lion, playful cheetah, graceful gazelle, and cunning fox were running through the grassy field.	4
25	1	0	5	1	1	6	0	3	0	3	0	0	4	2	1	1	0	3.0	2	11	The mischievous cat, fluffy dog, curious rabbit, and energetic tiger danced through the park, leaving the butterfly to flutter freely.	4
23	0	0	5	2	1	6	0	3	0	1	0	0	5	0	1	0	0	3.0	0	12	 The energetic lion, majestic giraffe, playful zebra, and cunning fox, danced to the sound of the vibrant drum.	4
10	0	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	 The quick brown fox jumps over the sleeping dog.	4
18	0	0	4	1	1	5	0	5	0	1	0	1	0	0	1	0	0	3.0	0	12	 The students, the teachers, the books, and the desks are preparing for the exam.	4
22	0	0	5	1	1	5	0	2	0	1	0	1	6	0	1	0	0	3.0	0	13	 The energetic lion, majestic tiger, graceful zebra, and playful cheetah, are running across the lush green grass.	4
19	0	0	4	1	1	6	0	6	0	1	0	0	0	0	1	1	0	3.0	0	15	 The farmer took the cow, the goat, the pig, and the horse to the barn.	4
15	0	0	4	1	1	5	0	2	0	1	0	1	0	0	1	0	0	3.0	0	9	 The lion, zebra, giraffe, and elephant are resting in the jungle.	4
16	1	0	4	1	1	5	0	2	0	1	0	1	0	0	1	0	0	3.0	0	9	 The lion, zebra, giraffe, and elephant are playing together in the jungle.	4
19	0	0	4	1	1	6	0	6	0	1	0	0	0	0	1	1	0	4.0	0	10	 The farmer drove the cow, the goat, the horse, and the tractor to the barn.	4
15	0	0	2	2	0	4	0	4	0	3	0	0	0	2	1	1	0	4.0	2	5	The cat sat on the mat, watching the dog play with the ball.	4
19	0	0	4	1	1	5	0	5	0	1	0	1	1	0	1	0	0	3.0	0	12	 A giraffe, a lion, a zebra, and a cheetah are grazing in the African savannah.	4
19	0	0	4	1	1	5	0	2	0	1	0	1	4	0	1	0	0	3.0	0	12	The playful kitten, fluffy cat, mischievous dog, and energetic rooster were running around the park.	4
20	0	0	4	1	1	5	0	2	0	1	0	1	5	0	1	0	0	3.0	0	12	 The majestic lion, graceful giraffe, cunning tiger, and vibrant parrot are resting in the lush jungle.	4
17	0	0	2	2	0	4	1	3	0	2	0	0	3	1	1	1	0	3.0	1	6	 The fluffy cat jumped onto the soft mat, bringing the colorful toy to its paws.	4
15	0	0	4	1	1	5	0	2	0	1	0	1	0	0	1	0	0	3.0	0	9	The cat, dog, horse, and cow are playing in the park.	4
19	1	0	4	1	1	5	0	2	0	1	0	0	4	0	1	0	0	3.0	0	11	The playful puppy, vibrant parrot, graceful elephant, and mischievous raccoon danced joyfully in the park.	4
14	0	0	4	1	1	5	0	2	0	1	0	0	0	0	1	0	0	3.0	0	8	 The lion, zebra, giraffe, and cheetah ran across the savannah.	4
16	1	0	4	1	1	5	0	2	0	1	0	1	0	0	1	0	0	3.0	0	9	The cat, dog, fish, and bird are playing together in the park.	4
19	1	0	4	1	1	5	0	2	0	1	0	0	4	0	1	0	0	3.0	0	11	 The vibrant parrot, energetic lion, majestic horse, and nimble fox danced playfully in the meadow.	4
15	0	1	2	2	0	4	0	4	0	2	0	0	0	1	2	0	0	3.0	1	8	 The cat sat on the mat, while the fish swam in the pond.	4
15	0	1	2	1	0	3	0	3	0	3	0	0	2	1	2	0	0	3.0	1	10	 The quick fox jumps over the slumbering lion, while the cunning tiger watches.	4
25	1	0	4	1	1	8	1	2	0	1	0	1	5	1	2	1	0	3.0	1	14	The vibrant apple, juicy peach, sweet orange, and crunchy pear are all delightful fruits that bring joy to the taste buds.	4
27	0	0	5	2	1	5	1	6	0	3	0	0	4	2	2	1	0	4.0	2	14	The playful puppy, the curious cat, the vibrant flower, and the old tree danced around the park, delighting all who passed by.	4
20	0	0	4	1	1	6	0	5	0	1	0	0	1	0	1	0	0	4.0	0	12	 The young child danced with the cat, the dog, the parrot, and the parrot's owner.	4
14	1	1	1	1	0	3	0	3	0	2	0	0	2	1	2	0	0	3.0	1	9	The cat sat on the fluffy green rug while the dog played nearby.	4
19	0	0	1	2	1	5	1	4	0	2	0	0	3	0	1	2	0	3.0	0	9	 The mischievous squirrel stole the juicy berries from the oak tree and hid them in the hollow log.	4
12	1	0	4	0	1	4	0	1	0	1	0	0	0	0	1	0	0	3.0	0	8	 The lion, zebra, giraffe, and elephant danced together.	4
19	1	0	4	1	1	5	0	2	0	1	0	0	4	0	1	0	0	3.0	0	11	The young cat, playful dog, friendly horse, and energetic rabbit played happily in the park.	4
21	0	0	2	2	1	5	0	5	0	2	0	0	4	0	2	1	0	3.0	0	13	 The mischievous cat chased the energetic fox across the playful meadow, and the curious lion joined in the chase.	4
23	0	0	5	1	1	6	1	2	0	2	0	0	5	1	2	0	0	3.0	1	11	The energetic cat, playful puppy, cunning fox, and mischievous squirrel raced through the lush forest, their tails swishing.	4
23	0	0	5	1	1	6	0	3	0	2	0	0	5	1	1	1	0	3.0	1	11	The playful puppy, energetic lion, weary traveler, and curious cat danced in the meadow, creating a delightful harmony.	4
24	0	0	4	1	1	6	0	6	0	1	0	0	5	0	1	1	0	3.0	0	19	The cheerful farmer drove the energetic goat, the nimble fox, the patient cow, and the vibrant horse to the barn.	4
59	0	0	11	5	1	13	0	12	4	3	0	0	10	1	1	1	1	7.0	2	23	"The swift sailboat named ""Ocean Dream"" raced across the sparkling waves, carrying the vibrant flag of the Jolly Roger, alongside the sleek dolphin, the mischievous sea goat, the cunning sea lion, the ancient barnacle, the majestic eagle, and the fearless navigator, on a journey to the hidden treasure."	7
34	1	0	8	2	1	10	0	3	0	2	0	0	7	1	1	1	0	4.0	1	20	The playful parrot, fluffy cat, cunning fox, mischievous raccoon, agile tiger, graceful giraffe, and mighty lion danced playfully in the meadow, creating a symphony of joy.	7
42	0	0	9	2	2	12	0	4	0	4	0	0	9	1	1	1	1	5.0	2	20	The bustling marketplace, filled with eager shoppers and towering skyscrapers, showcased the vibrant fruits, colorful vegetables, fragrant spices, antique books, elegant jewelry, graceful dancers, and a captivating painting displayed on the gallery wall.	7
36	0	0	8	1	1	8	0	9	0	1	0	0	8	0	1	0	0	3.0	0	28	 The majestic dragon, the fiery phoenix, the ethereal unicorn, the whimsical gnome, the cunning fox, the noble lion, and the mischievous elf, all traveled to the mysterious cave.	7
