n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	CCONJ_constraint
8	0	0	1	1	0	2	0	1	0	1	1	1	0	0	1	0	0	3.0	0	5	A sentence with 0 coordinating conjunctions is: The museum exhibit showcased the artifacts from the ancient city of Pompeii.	0
10	0	0	1	0	0	1	2	1	0	3	0	0	0	2	0	3	0	4.0	2	3	Please help us to help her win this fight.	0
19	0	0	2	3	0	4	1	2	1	2	0	1	3	0	1	0	1	5.0	1	8	A single malt scotch named after the island of Islay is known for its smooth, mellow flavor.	0
19	0	0	2	2	0	2	0	2	8	1	1	1	0	1	1	0	0	5.0	1	5	The Stanford University Network is the acronym for Stanford University Network, founded by 4 Stanford University buddies.	0
20	0	0	4	2	0	2	0	1	8	1	1	1	0	1	1	0	0	5.0	1	5	" ""Stanford University Network is the acronym for Stanford University Network, founded by 4 Stanford University buddies."""	0
15	0	0	2	1	0	2	0	1	6	1	1	1	0	1	1	0	0	4.0	1	5	The acronym SUN is Stanford University Network, founded by 4 Stanford University buddies.	0
10	0	0	1	0	0	1	2	1	0	3	0	0	0	2	0	3	0	4.0	2	3	Please help us to help her win this fight.	0
9	0	0	1	1	0	2	0	2	0	1	0	1	1	0	1	0	0	2.0	0	4	The book was finished in a single sitting.	0
15	1	1	2	1	0	3	1	2	0	3	0	0	0	2	2	0	0	4.0	2	5	The cat sat on the mat, waiting for its owner to come home.	0
15	0	0	2	1	0	2	0	1	6	1	1	1	0	1	1	0	0	4.0	1	5	The acronym SUN is Stanford University Network, founded by 4 Stanford University buddies.	0
15	0	0	2	1	0	2	0	1	6	1	1	1	0	1	1	0	0	4.0	1	5	The acronym SUN is Stanford University Network, founded by 4 Stanford University buddies.	0
15	0	0	2	1	0	2	0	1	6	1	1	1	0	1	1	0	0	4.0	1	5	The acronym SUN is Stanford University Network, founded by 4 Stanford University buddies.	0
21	0	0	3	2	0	3	1	2	6	1	1	2	0	0	2	0	1	4.0	1	13	The company SUN, which is the acronym for Stanford University Network, was founded by 4 Stanford University buddies.	0
19	0	0	2	2	0	2	0	2	8	1	1	1	0	1	1	0	0	5.0	1	5	The Stanford University Network is the acronym for Stanford University Network, founded by 4 Stanford University buddies.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	0
13	0	0	3	1	0	2	0	1	3	1	1	1	0	0	1	0	0	3.0	0	5	 The company, Sun, was founded by 4 Stanford University buddies.	0
14	0	0	2	2	0	1	0	0	5	1	2	1	0	0	1	0	0	3.0	0	6	In 2003, Stanford University Network was founded by 4 Stanford University buddies.	0
10	0	0	2	1	0	3	0	2	0	2	0	0	0	1	1	1	0	2.0	1	5	 The cat leaped onto the table, scattering papers.	0
31	2	0	6	1	1	2	2	2	6	4	0	3	1	2	1	0	0	6.0	2	9	"There still is a very hot pursuit of the ""Atta-level"" Floridian, Adnan El Shukrijumah, who Siddiqui is thought to have known and been assisting."	1
12	0	0	1	1	1	4	0	2	0	0	0	1	2	0	1	0	0	4.0	0	9	 The mixing of religion and militarism is a whole other topic.	1
31	2	0	6	1	1	2	2	2	6	4	0	3	1	2	1	0	0	6.0	2	9	" There still is a very hot pursuit of the ""Atta-level"" Floridian, Adnan El Shukrijumah, who Siddiqui is thought to have known and been assisting."	1
12	0	0	1	1	1	4	0	2	0	0	0	1	2	0	1	0	0	4.0	0	9	The mixing of religion and militarism is a whole other topic.	1
21	1	0	2	2	2	4	2	2	0	1	0	2	2	0	2	0	0	4.0	0	9	 The mixing of religion and militarism is a whole other topic, but I am not looking forward to that.	1
18	1	0	3	1	1	3	2	1	0	3	1	1	1	1	2	1	0	4.0	1	10	 I then called the 800 number (which was answered) and inquired about last minute rates.	1
33	2	1	4	4	1	6	3	5	1	3	0	2	0	1	2	2	0	4.0	1	26	" ""Finally a chambermaid stuck her head around the corner from the top of the stairs and told us sternly that we could not be accommodated until 3M, no exceptions."""	1
31	2	0	6	1	1	2	2	2	6	4	0	3	1	2	1	0	0	6.0	2	9	" There still is a very hot pursuit of the ""Atta-level"" Floridian, Adnan El Shukrijumah, who Siddiqui is thought to have known and been assisting."	1
31	2	1	2	4	1	6	3	5	1	3	0	2	0	1	2	2	0	4.0	1	13	Finally a chambermaid stuck her head around the corner from the top of the stairs and told us sternly that we could not be accommodated until 3M, no exceptions.	1
31	2	1	2	4	1	6	3	5	1	3	0	2	0	1	2	2	0	4.0	1	13	Finally a chambermaid stuck her head around the corner from the top of the stairs and told us sternly that we could not be accommodated until 3M, no exceptions.	1
31	2	0	6	1	1	2	2	2	6	4	0	3	1	2	1	0	0	6.0	2	9	"  There still is a very hot pursuit of the ""Atta-level"" Floridian, Adnan El Shukrijumah, who Siddiqui is thought to have known and been assisting.."	1
12	0	0	1	1	1	4	0	2	0	0	0	1	2	0	1	0	0	4.0	0	9	 The mixing of religion and militarism is a whole other topic.	1
21	1	0	2	2	2	4	2	2	0	1	0	2	2	0	2	0	0	4.0	0	9	 The mixing of religion and militarism is a whole other topic, and I am not looking forward to that.	1
31	2	0	6	1	1	2	2	2	6	4	0	3	1	2	1	0	0	6.0	2	9	" There still is a very hot pursuit of the ""Atta-level"" Floridian, Adnan El Shukrijumah, who Siddiqui is thought to have known and been assisting."	1
31	2	0	6	1	1	2	2	2	6	4	0	3	1	2	1	0	0	6.0	2	9	"  There still is a very hot pursuit of the ""Atta-level"" Floridian, Adnan El Shukrijumah, who Siddiqui is thought to have known and been assisting."	1
31	2	0	6	1	1	2	2	2	6	4	0	3	1	2	1	0	0	6.0	2	9	" There still is a very hot pursuit of the ""Atta-level"" Floridian, Adnan El Shukrijumah, who Siddiqui is thought to have known and been assisting."	1
31	2	1	2	4	1	6	3	5	1	3	0	2	0	1	2	2	0	4.0	1	26	Finaly a chambermaid stuck her head around the corner from the top of the stairs and told us sternly that we could not be accommodated until 3M, no exceptions.	1
31	2	1	2	4	1	6	3	5	1	3	0	2	0	1	2	2	0	4.0	1	13	 Finally a chambermaid stuck her head around the corner from the top of the stairs and told us sternly that we could not be accommodated until 3M, no exceptions.	1
18	1	0	3	1	1	3	2	1	0	3	1	1	1	1	2	1	0	4.0	1	10	I then called the 800 number (which was answered) and inquired about last minute rates.	1
12	0	0	1	1	1	4	0	2	0	0	0	1	2	0	1	0	0	4.0	0	9	 The mixing of religion and militarism is a whole other topic.	1
31	2	0	6	1	1	2	2	2	6	4	0	3	1	2	1	0	0	6.0	2	9	" There still is a very hot pursuit of the ""Atta-level"" Floridian, Adnan El Shukrijumah, who Siddiqui is thought to have known and been assisting."	1
31	2	0	6	1	1	2	2	2	6	4	0	3	1	2	1	0	0	6.0	2	9	" There still is a very hot pursuit of the ""Atta-level"" Floridian, Adnan El Shukrijumah, who Siddiqui is thought to have known and been assisting."	1
18	1	0	3	1	1	3	2	1	0	3	1	1	1	1	2	1	0	4.0	1	10	I then called the 800 number (which was answered) and inquired about last minute rates.	1
31	2	0	6	1	1	2	2	2	6	4	0	3	1	2	1	0	0	6.0	2	9	" There still is a very hot pursuit of the ""Atta-level"" Floridian, Adnan El Shukrijumah, who Siddiqui is thought to have known and been assisting."	1
31	2	1	2	4	1	6	3	5	1	3	0	2	0	1	2	2	0	4.0	1	13	 Finally a chambermaid stuck her head around the corner from the top of the stairs and told us sternly that we could not be accommodated until 3M, no exceptions.	1
21	1	0	2	2	2	4	2	2	0	1	0	2	2	0	2	0	0	4.0	0	9	 The mixing of religion and militarism is a whole other topic, but I am not looking forward to that.	1
21	1	0	2	2	2	4	2	2	0	1	0	2	2	0	2	0	0	4.0	0	9	The mixing of religion and militarism is a whole other topic, but I am not looking forward to that.	1
23	0	0	2	2	2	8	0	3	0	2	0	0	4	1	1	2	0	5.0	1	11	The museum exhibit showcased a mesmerizing blend of religious relics and militaristic artifacts, highlighting the intricate relationship between faith and power.	1
28	0	1	3	2	0	7	1	3	0	4	0	2	2	2	1	1	1	4.0	3	8	 In order to ensure the guests' comfort, I am going to be checking with the front desk regarding the possibility of early check-in.	1
12	0	0	1	1	1	4	0	2	0	0	0	1	2	0	1	0	0	4.0	0	9	 The mixing of religion and militarism is a whole other topic.	1
31	2	1	2	4	1	6	3	5	1	3	0	2	0	1	2	2	0	4.0	1	13	  Finally a chambermaid stuck her head around the corner from the top of the stairs and told us sternly that we could not be accommodated until 3M, no exceptions.	1
31	2	0	6	1	1	2	2	2	6	4	0	3	1	2	1	0	0	6.0	2	9	"There still is a very hot pursuit of the ""Atta-level"" Floridian, Adnan El Shukrijumah, who Siddiqui is thought to have known and been assisting."	1
30	1	1	2	4	1	6	3	5	1	3	0	2	0	1	2	2	0	4.0	1	26	A chambermaid stuck her head around the corner from the top of the stairs and told us sternly that we could not be accommodated until 3M, no exceptions.	1
31	2	0	6	1	1	2	2	2	6	4	0	3	1	2	1	0	0	6.0	2	9	"  There still is a very hot pursuit of the ""Atta-level"" Floridian, Adnan El Shukrijumah, who Siddiqui is thought to have known and been assisting."	1
12	0	0	1	1	1	4	0	2	0	0	0	1	2	0	1	0	0	4.0	0	9	 The mixing of religion and militarism is a whole other topic.	1
31	2	0	6	1	1	2	2	2	6	4	0	3	1	2	1	0	0	6.0	2	9	" There still is a very hot pursuit of the ""Atta-level"" Floridian, Adnan El Shukrijumah, who Siddiqui is thought to have known and been assisting."	1
23	0	0	2	3	2	7	2	2	0	1	0	1	3	0	1	0	0	5.0	0	9	The mixing of religion and militarism is a whole other topic, and there is much debate about its impact on society.	1
30	1	1	2	4	1	6	3	5	1	3	0	2	0	1	2	2	0	4.0	1	26	 The chambermaid stuck her head around the corner from the top of the stairs and told us sternly that we could not be accommodated until 3M, no exceptions.	1
12	0	0	1	1	1	4	0	2	0	0	0	1	2	0	1	0	0	4.0	0	9	 The mixing of religion and militarism is a whole other topic.	1
31	2	1	2	4	1	6	3	5	1	3	0	2	0	1	2	2	0	4.0	1	13	 Finally a chambermaid stuck her head around the corner from the top of the stairs and told us sternly that we could not be accommodated until 3M, no exceptions.	1
31	2	0	6	1	1	2	2	2	6	4	0	3	1	2	1	0	0	6.0	2	9	" There still is a very hot pursuit of the ""Atta-level"" Floridian, Adnan El Shukrijumah, who Siddiqui is thought to have known and been assisting."	1
31	2	1	2	4	1	6	3	5	1	3	0	2	0	1	2	2	0	4.0	1	13	Finally a chambermaid stuck her head around the corner from the top of the stairs and told us sternly that we could not be accommodated until 3M, no exceptions.	1
30	1	1	2	4	1	6	3	5	1	3	0	2	0	1	2	2	0	4.0	1	26	A chambermaid stuck her head around the corner from the top of the stairs and told us sternly that we could not be accommodated until 3M, no exceptions.	1
30	1	1	2	4	1	6	3	5	1	3	0	2	0	1	2	2	0	4.0	1	26	 The chambermaid stuck her head around the corner from the top of the stairs and told us sternly that we could not be accommodated until 3M, no exceptions.	1
12	0	0	1	1	1	4	0	2	0	0	0	1	2	0	1	0	0	4.0	0	9	 The mixing of religion and militarism is a whole other topic.	1
30	1	1	2	4	1	6	3	5	1	3	0	2	0	1	2	2	0	4.0	1	26	 The chambermaid stuck her head around the corner from the top of the stairs and told us sternly that we could not be accommodated until 3M, no exceptions.	1
12	0	0	1	1	1	4	0	2	0	0	0	1	2	0	1	0	0	4.0	0	9	 The mixing of religion and militarism is a whole other topic.	1
31	2	0	6	1	1	2	2	2	6	4	0	3	1	2	1	0	0	6.0	2	9	" There still is a very hot pursuit of the ""Atta-level"" Floridian, Adnan El Shukrijumah, who Siddiqui is thought to have known and been assisting."	1
21	1	0	2	2	2	4	2	2	0	1	0	2	2	0	2	0	0	4.0	0	9	  The mixing of religion and militarism is a whole other topic, but I am not looking forward to that.	1
21	1	0	2	2	2	4	2	2	0	1	0	2	2	0	2	0	0	4.0	0	9	The mixing of religion and militarism is a whole other topic, and I am not looking forward to that.	1
26	3	0	2	2	2	4	3	3	0	3	0	3	1	1	3	2	0	4.0	1	19	 I was extremely interested in the car and very likely would have bought it, but the sales guy I dealt with ruined the deal.	2
26	3	0	2	2	2	4	3	3	0	3	0	3	1	1	3	2	0	4.0	1	19	 I was extremely interested in the car and very likely would have bought it, but the sales guy I dealt with ruined the deal.	2
17	0	0	3	0	2	3	0	3	0	0	0	3	3	0	3	0	0	3.0	0	12	The movie was exciting, and the acting was superb, but the plot was predictable.	2
18	1	0	3	0	2	3	0	3	0	0	0	3	3	0	3	0	0	3.0	0	13	The dress was beautiful, and the shoes were perfect, but the handbag was too expensive.	2
16	0	0	2	1	2	3	2	3	0	1	0	1	1	0	2	1	0	3.0	0	10	I am interested in the car and the bike, but I prefer the car.	2
26	3	0	2	2	2	4	3	3	0	3	0	3	1	1	3	2	0	4.0	1	19	I was extremely interested in the car and very likely would have bought it, but the sales guy I dealt with ruined the deal.	2
26	3	0	2	2	2	4	3	3	0	3	0	3	1	1	3	2	0	4.0	1	19	I was extremely interested in the car and very likely would have bought it, but the sales guy I dealt with ruined the deal.	2
15	0	0	2	0	2	3	0	3	0	1	0	2	2	0	2	0	0	3.0	0	10	The movie was engaging and captivating, but the ending was a bit anticlimactic.	2
26	3	0	2	2	2	4	3	3	0	3	0	3	1	1	3	2	0	4.0	1	19	I was extremely interested in the car and very likely would have bought it, but the sales guy I dealt with ruined the deal.	2
26	0	1	2	0	2	3	5	1	0	3	0	4	2	3	3	2	0	5.0	3	9	My brother and sister are visiting me this summer, but I'm not sure if I'm going to be able to make it.	2
21	0	1	2	0	2	6	4	1	0	3	0	0	2	1	3	3	0	4.0	1	10	The doctor prescribed me pain meds and other drugs, but she recommended that I try her unique bodytalk method.	2
26	3	0	2	2	2	4	3	3	0	3	0	3	1	1	3	2	0	4.0	1	19	I was extremely interested in the car and very likely would have bought it, but the sales guy I dealt with ruined the deal.	2
13	0	0	2	0	2	2	0	2	0	1	0	2	2	0	2	0	0	3.0	0	8	The weather was hot and humid, and the beach was crowded.	2
28	4	0	2	0	2	4	1	4	0	2	0	3	5	1	2	2	0	5.0	1	10	A vibrant purple dress and a stylish jacket would have perfectly complemented the event, but the weather was far too hot to wear anything so heavy.	2
22	2	0	2	1	3	5	0	4	0	3	0	2	0	0	3	1	0	4.0	0	11	The house was on fire and the cat was trapped inside, but the firefighters arrived quickly and saved the cat.	2
28	1	0	3	1	2	3	3	3	0	5	0	2	1	3	3	3	0	4.0	3	18	I planned to buy the car, but the salesman messed up the deal, and I'm not going to be able to afford it now.	2
13	0	0	2	0	2	2	0	2	0	0	0	2	3	0	2	0	0	3.0	0	8	The book was engaging and informative, but the plot was predictable.	2
17	0	0	3	0	2	3	0	3	0	1	0	3	2	0	3	0	0	3.0	0	12	The movie was entertaining, and the acting was superb, but the plot was lacking.	2
11	0	0	2	0	1	2	0	2	0	0	0	2	2	0	2	0	0	3.0	0	6	The coffee was cold, but the pastry was delicious.	2
26	3	0	2	2	2	4	3	3	0	3	0	3	1	1	3	2	0	4.0	1	19	 I was extremely interested in the car and very likely would have bought it, but the sales guy I dealt with ruined the deal.	2
17	0	0	3	0	2	3	0	3	0	0	0	3	3	0	3	0	0	3.0	0	12	The movie was entertaining, and the acting was superb, but the storyline was predictable.	2
22	1	0	3	2	2	4	4	2	0	2	0	1	1	0	3	2	0	3.0	0	11	 The train was late, and I missed my connection, but I still made it to the meeting on time..	2
22	1	0	2	2	3	5	0	4	0	3	0	2	0	0	3	1	0	4.0	0	11	The house was on fire and the smoke was pouring out, but the firefighters arrived quickly and extinguished the blaze.	2
26	3	0	2	2	2	4	3	3	0	3	0	3	1	1	3	2	0	4.0	1	19	I was extremely interested in the car and very likely would have bought it, but the sales guy I dealt with ruined the deal.	2
24	0	0	3	1	2	4	3	3	0	3	0	3	1	1	4	2	0	4.0	1	19	 I would have bought the car, but the sales guy I dealt with ruined the deal, and I'm not happy.	2
11	0	0	2	0	1	2	0	2	0	0	0	2	2	0	2	0	0	3.0	0	6	The movie was entertaining, but the plot was predictable.	2
19	0	0	2	1	2	5	1	4	0	1	0	1	1	0	2	1	0	4.0	0	13	I was passionate about the book and the movie, but the actor's performance ruined the experience.	2
26	3	0	2	2	2	4	3	3	0	3	0	3	1	1	3	2	0	4.0	1	19	 I was extremely interested in the car and very likely would have bought it, but the sales guy I dealt with ruined the deal.	2
25	2	0	4	2	2	1	2	3	1	2	0	2	2	1	2	0	0	3.0	1	13	" ""And so we can compete against each other all the time within Australia, but we really need to be able to..."""	2
17	1	0	2	0	2	4	0	3	0	0	0	2	3	0	2	0	0	4.0	0	12	The book was captivating and informative, but the writing style was a bit too verbose.	2
22	0	0	3	1	2	3	3	3	0	2	0	3	1	0	3	1	0	3.0	0	14	The book was an engaging read, and I was engrossed in the plot, but I couldn't finish it.	2
26	3	0	2	2	2	4	3	3	0	3	0	3	1	1	3	2	0	4.0	1	19	I was extremely interested in the car and very likely would have bought it, but the sales guy I dealt with ruined the deal.	2
24	2	0	2	2	2	4	3	3	0	2	0	2	2	0	4	1	1	3.0	1	16	The sales guy I dealt with ruined the deal and I was extremely interested in the car, but I was ultimately disappointed.	2
25	0	0	2	2	2	6	1	4	0	3	0	2	2	1	3	1	0	4.0	1	12	The house was for sale and the owners were moving, but the real estate agent neglected to inform them of the open house.	2
26	3	0	2	2	2	4	3	3	0	3	0	3	1	1	3	2	0	4.0	1	19	I was extremely interested in the car and very likely would have bought it, but the sales guy I dealt with ruined the deal.	2
15	0	0	2	0	2	2	0	2	0	1	0	2	3	1	2	0	0	3.0	1	10	The book was captivating and easy to read, but the characters were underdeveloped.	2
15	0	0	2	0	3	2	2	0	0	0	0	2	4	0	2	0	0	3.0	0	8	My cat is cuddly and loving, but my dog is playful and energetic.	2
13	0	0	2	0	2	2	0	2	0	0	0	2	3	0	2	0	0	3.0	0	8	The book was engaging and informative, but the plot was predictable.	2
24	0	0	2	1	2	6	2	3	0	2	0	1	4	1	2	1	0	4.0	1	9	A delicious apple and banana split were my favorite dessert during the picnic, but the hot weather made it impossible to enjoy.	2
23	1	0	2	1	2	4	3	3	0	3	0	3	1	1	4	2	0	4.0	1	11	I would have bought the car, but the sales guy I dealt with ruined the deal and I was extremely disappointed.	2
20	1	0	3	1	2	4	0	4	0	2	0	2	1	0	3	0	0	3.0	0	16	The team worked hard on the project, and the results were impressive, but the deadline was missed.	2
13	0	0	2	0	2	2	0	2	0	0	0	2	3	0	2	0	0	3.0	0	8	 The movie was exciting and entertaining, but the plot was predictable.	2
15	1	0	3	0	2	2	0	2	0	1	0	2	2	0	2	0	0	3.0	0	10	The movie was captivating and well-acted, but the plot was predictable.	2
16	0	0	2	0	2	3	0	3	0	0	0	3	3	0	3	0	0	3.0	0	11	The coffee was cold and the bread was stale, but the music was good.	2
24	1	0	2	1	3	6	0	5	0	4	0	1	0	1	3	2	0	5.0	1	11	The house was on fire and the smoke filled the air, but the firefighters arrived quickly and managed to save the building.	2
26	3	0	2	2	2	4	3	3	0	3	0	3	1	1	3	2	0	4.0	1	19	I was extremely interested in the car and very likely would have bought it, but the sales guy I dealt with ruined the deal.	2
13	0	0	2	0	2	2	0	2	0	0	0	2	3	0	2	0	0	3.0	0	8	The movie was enjoyable and captivating, but the acting was mediocre.	2
26	3	0	2	2	2	4	3	3	0	3	0	3	1	1	3	2	0	4.0	1	19	I was extremely interested in the car and very likely would have bought it, but the sales guy I dealt with ruined the deal.	2
26	3	0	2	2	2	4	3	3	0	3	0	3	1	1	3	2	0	4.0	1	19	I was extremely interested in the car and very likely would have bought it, but the sales guy I dealt with ruined the deal.	2
26	3	0	2	2	2	4	3	3	0	3	0	3	1	1	3	2	0	4.0	1	19	I was extremely interested in the car and very likely would have bought it, but the sales guy I dealt with ruined the deal.	2
16	0	0	3	0	1	3	0	3	0	0	0	3	3	0	3	0	0	3.0	0	11	The coffee was cold, the bread was stale, and the weather was dreary.	3
17	0	0	3	1	1	7	0	2	0	2	0	0	1	1	1	1	0	5.0	1	6	The website has a new section dedicated to news articles, blog posts, and recipes.	3
32	0	2	4	1	2	8	1	2	0	3	0	1	7	3	1	1	0	7.0	3	8	The upcoming election campaign promises to be exciting, with various candidates vying for the presidency and their contrasting platforms on tackling social issues, economic growth, and foreign policy.	3
33	3	1	2	0	3	7	2	2	0	7	0	2	2	3	2	4	0	6.0	3	18	The new harbor facilities will allow fisherman to sell and catch more easily, make importing food and fuel simpler and will also provide a place for them to store their boats.	3
21	1	0	1	3	1	1	1	2	6	1	1	2	1	1	2	0	0	4.0	1	11	The experience with Michael and Barrett Motor Cars of San Antonio was one of the best I have ever had.	3
22	0	0	3	3	2	6	0	2	3	2	0	0	1	0	1	2	0	5.0	0	11	 The museum exhibits display paintings from Italy, France, and Spain and provide valuable insights into the history of art.	3
19	1	0	4	1	1	2	1	2	0	2	0	1	3	1	2	0	0	4.0	1	9	The weather was sunny, cloudy, and windy, so we decided to go to the park.	3
33	1	0	5	3	3	6	6	2	0	4	0	1	1	1	2	2	0	6.0	1	14	 My family consists of my wife, myself, and our dog, and we recently adopted a new puppy, and are thrilled to have him as part of the family.	3
19	2	0	3	0	1	3	0	3	0	0	0	3	4	0	3	0	0	3.0	0	13	The coffee was too hot, the tea was too cold, and the orange juice was perfect.	3
33	1	0	3	3	3	9	1	3	0	3	0	4	3	0	2	0	0	5.0	0	16	The computer system has been upgraded with new hardware and software, and there are plans for a new data center, and the integration of new systems will be completed soon.	3
32	1	0	3	2	3	6	2	4	0	6	0	3	1	1	2	3	0	5.0	1	13	The site has been updated to include a LOST and FOUND page, and you can now join our branch and make a secure on-line donation to the charity.	3
33	0	0	3	4	1	12	0	7	0	3	0	0	3	0	3	3	0	5.0	0	22	The museum has a large collection of priceless art pieces, the theater has a diverse selection of play performances, and the library has a plethora of books for all interests.	3
29	1	0	3	2	3	6	1	5	0	6	0	1	1	0	2	3	0	5.0	0	11	The updated site includes a LOST and FOUND page, and you can now join the branch and make a secure on-line donation to the charity.	3
20	1	0	3	1	2	5	3	1	0	1	0	2	1	0	3	0	0	4.0	0	10	My friend is a photographer, and he specializes in portraits, and weddings are his most popular events.	3
26	1	0	3	1	2	4	1	4	0	3	0	2	3	2	3	1	0	4.0	2	13	The recent protests in the city were disruptive, and the police were quick to respond, but they ultimately failed to quell the unrest.	3
30	1	0	3	2	3	10	0	4	0	2	0	1	3	0	3	2	0	4.0	0	20	The painting includes several portraits, and the sculptor's models and oil paintings are also on display, and these artworks exhibit a wide range of artistic styles.	3
17	0	0	3	1	1	5	3	2	0	1	0	0	1	0	1	1	0	3.0	0	7	 My brother, my sister, and I planned a trip to the beach last weekend.	3
26	3	0	1	1	3	6	2	0	0	6	0	1	2	3	1	2	0	9.0	3	6	  There are also plans for new harbor facilities that will allow fisherman to sell and catch more easily and make importing food and fuel simpler.	3
