n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	VERB_constraint
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the table.	1
9	0	0	1	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	5	The cat chased the mouse up the tree.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the table.	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The lion sleeps soundly in the jungle.	1
7	1	0	3	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	"""The sun shines brightly."""	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the table.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat leaped onto the mat.	1
9	0	0	1	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	5	The cat chased the mouse up the tree.	1
9	0	0	1	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	5	The cat chased the mouse up the tree.	1
9	0	0	1	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	5	The dog chased the ball across the park.	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat slept peacefully through the night.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the table.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the table.	1
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat slept soundly.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The dog barked at the mailman.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the mat.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the table.	1
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat slept soundly.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the tree.	1
9	1	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	4	The young woman danced gracefully to the music.	1
10	1	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	5	The red cat slept soundly under the warm blanket.	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The dog ran quickly to the park.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the table.	1
10	0	0	2	1	0	2	1	1	0	1	1	0	0	0	1	1	0	2.0	0	5	Sure, I generated a sentence with 1 verb: The dog ran quickly down the road.	1
9	0	0	1	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	5	 The cat chased the mouse up the tree.	1
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The clock ticked precisely.	1
7	0	0	1	0	0	2	1	1	0	1	0	1	0	0	1	1	0	2.0	0	2	A dog is chasing its tail.	1
10	0	0	3	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	"""The cat is playing with the ball."""	1
15	1	1	1	1	0	4	0	3	0	2	0	0	2	1	2	1	0	3.0	1	6	The clock glowed brightly as the vibrant sunset cast long shadows across the beach.	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat slept soundly through the night.	1
9	0	0	1	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	5	The cat chased the mouse up the tree.	1
10	1	0	2	1	0	2	0	2	0	2	0	0	0	1	1	0	0	2.0	1	5	The cat jumped onto the mat, landing gracefully.	1
14	0	0	2	1	0	4	0	4	0	2	0	0	1	1	1	2	0	3.0	1	7	The cat chased the ball across the park, creating a delightful sight.	1
9	0	0	3	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	"""The cat jumped onto the table."""	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumped onto the table.	1
9	0	0	1	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	5	The cat chased the mouse up the tree.	1
10	1	0	2	1	0	2	0	2	0	2	0	0	0	1	1	0	0	3.0	1	3	The clock ticked loudly, echoing through the hallway.	1
16	1	0	3	2	1	3	0	3	0	3	0	0	0	0	1	1	0	2.0	0	11	The cat chased the mouse up the tree, climbed down, and slept soundly.	3
16	3	0	3	1	1	3	0	2	0	3	0	0	0	1	1	1	0	3.0	1	7	The student diligently wrote, meticulously proofread, and accurately submitted the essay on time.	3
16	0	0	3	2	1	3	1	3	0	3	0	0	0	0	1	1	0	3.0	0	9	The dog chased the ball, ran after it, and jumped over the fence.	3
18	0	0	3	3	1	4	0	4	0	3	0	0	0	0	1	0	0	3.0	0	11	 The cat leaped onto the table, jumped over the chair, and landed on the rug.	3
22	2	1	3	1	1	4	0	4	0	5	0	0	1	2	1	2	0	4.0	2	11	The young boy ran swiftly to the park, threw a ball, and smiled broadly while watching the children play.	3
14	0	0	3	1	1	3	0	3	0	3	0	0	0	0	1	1	0	3.0	0	10	 The cat jumped onto the table, chased the dog, and roared.	3
17	0	0	3	2	1	4	0	4	0	3	0	0	0	0	1	1	0	3.0	0	10	The dog chased the ball, jumped over the rope, and played with the toy.	3
17	0	0	3	2	1	4	0	4	0	3	0	0	0	0	1	1	0	3.0	0	10	The kitten chased the ball, jumped over the rug, and played with the toy.	3
17	0	0	3	2	1	4	0	4	0	3	0	0	0	0	1	1	0	3.0	0	10	The cat chased the ball, jumped over the table, and played with the toy.	3
17	1	0	2	1	0	4	0	3	0	3	0	0	2	2	1	1	0	3.0	2	7	 The quick brown fox jumps over the sleeping sheep, thereby causing the grass to ripple.	3
18	0	0	3	3	1	4	0	4	0	3	0	0	0	0	1	0	0	3.0	0	11	The kitten jumped onto the table, climbed onto the counter, and swatted at the fly.	3
18	1	0	3	2	1	4	0	4	0	3	0	0	0	0	1	1	0	3.0	0	9	The cat slept soundly, leaped onto the table, and chased the butterfly across the room.	3
17	0	0	3	2	1	4	0	4	0	3	0	0	0	0	1	1	0	3.0	0	10	The cat chased the ball, leaped onto the table, and played with the toys.	3
21	1	0	3	3	1	5	0	5	0	3	0	0	0	0	1	1	0	3.0	0	13	The cat leaped onto the table, chased the mouse across the floor, and climbed back onto the table.	3
14	1	1	3	0	1	2	0	2	0	4	0	0	0	1	2	0	0	4.0	1	5	The cat jumped, chased, and slept soundly as the sun shone.	3
15	0	0	3	0	1	4	0	4	0	3	0	0	0	0	1	3	0	3.0	0	9	The student read the book, studied the notes, and completed the homework.	3
15	0	0	3	2	1	3	0	3	0	3	0	0	0	0	1	1	0	2.0	0	11	 The cat chased the mouse up the tree, climbed down, and played.	3
17	0	0	3	2	1	4	0	4	0	3	0	0	0	0	1	1	0	3.0	0	10	The cat chased the ball, ran after the toy, and jumped onto the table.	3
17	0	0	3	2	1	4	0	4	0	3	0	0	0	0	1	1	0	3.0	0	10	The cat jumped onto the table, scratched the table, and climbed onto the wall.	3
19	1	0	3	3	1	4	0	4	0	3	0	0	0	0	1	0	0	3.0	0	12	 The fish swam quickly across the river, leaped onto the shore, and jumped into the air.	3
17	0	0	3	2	1	4	0	4	0	3	0	0	0	0	1	1	0	3.0	0	10	The cat chased the ball, jumped over the table, and landed on the mat.	3
16	0	0	3	1	1	4	0	4	0	3	0	0	0	0	1	2	0	3.0	0	10	The cat chased the ball, jumped onto the table, and broke the vase.	3
20	0	0	3	3	1	5	0	5	0	3	0	0	0	0	1	1	0	3.0	0	13	The cat chased the mouse up the tree, jumped onto the table, and played with the toys.	3
14	0	0	3	1	1	3	0	3	0	3	0	0	0	0	1	1	0	3.0	0	10	The cat jumped onto the table, chased the mouse, and roared.	3
20	1	0	3	2	1	5	0	4	0	3	0	0	1	0	1	1	0	3.0	0	12	The swift runner raced across the field, jumped over the obstacle, and triumphantly reached the finish line.	3
16	0	0	2	2	0	4	0	3	0	2	0	0	3	1	1	0	0	4.0	1	4	The quick brown fox jumps over the sleeping dog, chased by the cunning cat.	3
18	0	0	3	1	1	5	0	5	0	3	0	0	0	0	1	3	0	3.0	0	9	The dog chased the ball, chased the cat, and chased the butterfly across the park.	3
16	1	0	3	2	1	3	0	3	0	3	0	0	0	0	1	1	0	2.0	0	11	The cat chased the mouse up the tree, climbed down, and slept soundly.	3
18	0	0	3	3	1	4	0	4	0	3	0	0	0	0	1	0	0	3.0	0	11	The apple fell from the tree, bounced on the ground, and rolled towards the river.	3
15	1	0	3	1	1	3	0	3	0	3	0	0	0	0	1	1	0	3.0	0	10	The cat leaped onto the table, chased the dog, and ran away.	3
12	0	0	3	1	1	2	0	2	0	3	0	0	0	0	1	0	0	3.0	0	5	 The ball bounced, flew, and rolled across the park.	3
15	1	0	3	1	1	3	0	3	0	3	0	0	0	0	1	1	0	3.0	0	10	The cat jumped onto the table, chased the mouse, and slept soundly.	3
18	0	0	4	1	1	3	0	3	0	4	0	0	2	1	1	1	0	3.0	1	10	The young child skipped, strolled, and danced through the park, creating a joyful melody.	3
16	0	0	3	2	1	3	1	3	0	3	0	0	0	0	1	1	0	3.0	0	9	The dog chased the ball, ran after it, and jumped over the table.	3
13	0	0	3	0	1	3	0	3	0	3	0	0	0	0	3	0	0	3.0	0	9	 The lion roared, the child ran, and the wind blew.	3
18	1	0	3	2	1	4	0	4	0	3	0	0	0	0	1	1	0	3.0	0	11	The cat chased the mouse up the tree, jumped down, and landed on the rug.	3
15	0	0	3	1	1	3	0	3	0	3	0	1	0	0	1	0	0	3.0	0	5	The ball was thrown, caught, and bounced around the park all day.	3
20	0	0	3	3	1	5	0	5	0	3	0	0	0	0	1	1	0	3.0	0	13	The cat chased the ball down the stairs, jumped over the table, and landed on the rug.	3
17	0	0	3	2	1	4	0	4	0	3	0	0	0	0	1	1	0	3.0	0	10	The cat jumped onto the table, chased the mouse, and climbed onto the bookshelf.	3
19	0	0	3	1	1	5	0	5	0	3	0	0	1	0	3	1	0	3.0	0	9	The lion roared, the ball bounced, and the painter painted a vibrant mural on the canvas.	3
18	0	0	4	2	1	4	0	3	0	4	0	0	0	1	1	1	0	4.0	1	10	The fish swim, leap, and jump in the ocean, creating a symphony of movement.	3
17	0	0	3	2	1	4	0	4	0	3	0	0	0	0	1	1	0	3.0	0	10	The cat jumped onto the table, chased the mouse, and climbed onto the bookshelf.	3
18	0	0	3	1	1	5	0	5	0	3	0	0	0	0	1	3	0	3.0	0	12	The cat chased the mouse up the tree, startled the bird, and frightened the fish.	3
13	0	0	3	1	1	2	0	2	0	3	0	1	0	0	1	0	0	3.0	0	5	The ball was kicked, bounced, and thrown into the air.	3
19	0	0	3	0	1	4	0	3	0	4	0	3	0	1	3	1	0	3.0	1	11	The book was read, the pages were turned, and the pen was used to write notes.	3
18	0	0	4	2	1	4	0	3	0	4	0	0	0	1	1	1	0	4.0	1	5	The ball bounced, flew, and rolled across the playground, eliciting cheers from the children.	3
17	0	0	3	2	1	4	0	4	0	3	0	0	0	0	1	1	0	3.0	0	10	The cat chased the ball, jumped onto the table, and tumbled onto the floor.	3
12	0	0	3	0	1	3	0	1	0	3	0	1	0	0	3	0	0	2.0	0	7	The book was read, pages turned, and coffee poured.	3
19	0	0	3	2	1	5	0	5	0	3	0	0	0	0	1	2	0	3.0	0	13	The cat chased the mouse up the tree, jumped onto the branch, and devoured the berries.	3
15	1	0	3	1	1	3	0	3	0	3	0	0	0	0	1	1	0	3.0	0	10	The cat leapt onto the table, chased the mouse, and hissed angrily.	3
25	0	0	3	1	2	6	0	5	0	3	0	0	5	1	2	2	0	6.0	1	10	The quick brown fox jumps over the sleeping tiger, and the energetic kangaroo kicks a ball, creating a vibrant and chaotic scene.	5
29	0	0	5	2	1	6	0	6	0	6	0	0	3	0	1	3	0	3.0	0	21	The swift cat raced across the park, chased the playful child, climbed the towering tree, leaped onto the swing, and painted a colorful mural.	5
23	0	0	6	2	1	4	0	2	0	7	0	0	1	1	1	1	0	4.0	1	9	The swift dancer skipped, leaped, tumbled, ran, and hopped with joy, leaving the mesmerized audience in awe.	5
32	1	0	5	5	1	8	0	7	0	5	0	0	0	0	1	2	0	3.0	0	25	The cat chased the ball down the street, leaped over the park bench, jumped onto the table, climbed up the tree, and then roared at the top.	5
24	0	0	6	1	1	4	1	4	0	6	0	0	1	1	1	2	0	4.0	1	9	The student wrote, walked, played, danced, and read a book in the park, making it a delightful afternoon.	5
29	0	0	5	5	1	7	0	6	0	5	0	0	0	0	1	1	0	3.0	0	23	The cat chased the mouse up the tree, leaped onto the fence, jumped over the rope, ran down the street, and danced with joy.	5
25	2	0	5	3	1	5	0	4	0	5	0	0	0	0	1	1	0	3.0	0	20	The dog ran quickly to the park, chased the ball, played with the children, danced with joy, and slept soundly.	5
26	0	0	5	3	1	6	0	5	0	5	0	0	1	0	1	2	0	3.0	0	19	The playful kitten danced across the table, chased the butterfly, climbed the curtain, leaped onto the bed, and roared with joy.	5
25	0	0	5	4	1	5	0	5	0	5	0	0	0	0	1	1	0	4.0	0	17	The cat chased the mouse, leaped onto the table, jumped over the flowerpot, roared, and raced out of the room.	5
27	1	0	5	0	1	5	0	5	0	5	0	0	5	0	1	4	0	3.0	0	19	The young girl danced gracefully, painted a vibrant mural, cooked a delicious cake, sang a melodious song, and read a captivating story.	5
15	0	0	5	0	1	2	0	2	0	5	0	0	0	0	1	1	0	2.0	0	11	The dog chased the ball, ran, jumped, climbed, and barked.	5
21	0	0	6	1	1	3	0	2	0	6	0	0	2	1	1	1	0	4.0	1	11	The vibrant flower blossomed, blossomed, bloomed, withered, and sprouted, creating a captivating symphony of colors.	5
30	0	0	5	4	1	7	0	5	1	5	0	0	1	0	1	2	0	4.0	0	22	The mischievous puppy chased the butterfly, leaped onto the table, grabbed a slice of fruit, climbed onto Mom's lap, and snuggled under the blanket.	5
26	0	0	5	2	1	6	0	6	0	5	0	0	1	0	1	3	0	3.0	0	19	 The young boy ran across the park, jumped over the fence, chased the dog, climbed the tree, and read a book.	5
28	1	0	5	4	1	6	0	6	0	5	0	0	0	0	1	1	0	3.0	0	23	The cat chased the mouse up the tree, jumped over the fence, played with the ball, climbed down the rope, and slept soundly.	5
22	0	0	6	2	1	4	1	2	0	6	0	0	0	1	1	1	0	4.0	1	11	The cat leapt, leaped, climbed, chased, and played, leaving a path of destruction in its wake.	5
16	0	0	5	1	1	2	0	2	0	5	0	0	0	0	1	1	0	3.0	0	9	The cat chased, leaped, bounded, climbed, and sprinted up the tree.	5
20	0	0	6	1	1	3	0	3	0	6	0	0	0	1	1	1	0	3.0	1	14	The cat danced, leaped, jumped, scampered, and frolicked in the park, delighting the children.	5
23	0	0	6	2	1	4	0	3	0	6	0	0	1	1	1	1	0	4.0	1	11	The playful puppy raced, chased, leaped, stumbled, and tumbled, leaving a trail of joy on the rug.	5
15	0	0	5	0	1	2	0	2	0	5	0	0	0	0	1	1	0	3.0	0	9	 The cat leapt, leaped, ran, jumped, and chased the ball.	5
23	1	0	5	1	1	4	0	4	0	6	0	0	1	0	1	2	0	3.0	0	18	The young cat jumped onto the table, chased the flying fish, climbed the tree, roared, and happily danced.	5
29	0	0	5	4	1	7	0	5	0	6	0	0	1	1	1	2	0	5.0	1	15	The swift cat leaped onto the table, climbed the curtains, raced around the room, and roared in delight, leaving a trail of shredded paper.	5
27	0	0	6	3	2	5	0	3	0	6	0	0	2	1	1	0	0	6.0	1	9	The student wrote, read, listened, presented, and interacted with the teacher during class, resulting in a vibrant and engaging learning environment.	5
23	1	0	6	2	1	3	0	3	0	6	0	0	1	1	1	1	0	3.0	1	15	The energetic child danced gracefully, skipped, leaped, hopped, and ran towards the playground, bringing joy to all.	5
22	0	0	5	2	1	4	0	3	0	6	0	0	1	1	1	1	0	4.0	1	10	The vibrant flower bloomed, blossomed, withered, withered and flourished, creating a symphony of color in the garden.	5
30	2	0	5	3	1	6	4	4	0	5	0	0	0	1	1	4	0	4.0	1	15	The cat chased the mouse up the tree, caught it, scratched its fur, and played with the rope, ultimately leading it back to its hole.	5
22	0	0	6	0	1	4	0	4	0	6	0	0	1	1	1	3	0	3.0	1	15	The cat chased the ball, climbed the fence, slept, leaped, and roared, creating a chaotic scene.	5
25	0	0	6	2	1	8	1	3	0	2	0	0	2	1	2	0	0	3.0	1	17	The swift fox leaps, hops, dashes, scampers, and sprints across the meadow, its quick tail bobbing in the wind.	5
21	0	0	6	1	1	3	0	3	0	6	0	0	1	1	1	1	0	4.0	1	9	The playful child danced, ran, hopped, skipped, and strolled through the park, delighting the onlookers.	5
33	1	0	5	4	2	7	0	6	0	6	0	0	2	1	1	2	0	4.0	1	21	The young child danced with joy and ran happily along the beach, skipped to the park, jumped over the waves, and climbed the sandcastle, creating a magical afternoon.	5
47	5	0	5	8	1	11	0	6	0	6	0	0	5	1	1	1	0	6.0	1	25	The vibrant parrot expertly navigated the intricate labyrinth of the ancient forest, effortlessly leaped over moss-laden branches, gracefully soared through the azure sky, and instantaneously reacted to the scent of freshly baked bread, resulting in a symphony of senses in harmony.	5
26	0	0	5	3	1	6	0	6	0	5	0	0	0	0	1	2	0	3.0	0	19	The cat chased the mouse, leapt over the table, climbed the curtains, ran down the stairs, and jumped onto the couch.	5
21	1	0	5	2	1	3	1	2	0	5	0	0	1	0	1	0	0	3.0	0	10	 The young child ran quickly, skipped, jumped, raced, and danced with her friends in the park.	5
21	1	1	2	4	0	5	1	3	0	3	0	0	1	2	2	0	0	4.0	2	8	 The swift cheetah ran swiftly across the savanna, chased by a flock of birds as it hunted for prey.	5
23	0	1	3	1	1	5	0	4	0	5	0	0	3	2	2	1	0	4.0	2	9	The quick brown fox leaps over the sleeping lion, chasing the fluttering bird, while the playful kitten kicks and climbs.	5
18	0	1	5	1	1	2	0	1	0	7	0	0	0	1	1	0	0	4.0	1	9	The kitten chased, leaped, played, climbed, and slept while listening to calming music.	5
23	0	0	4	4	1	5	0	5	0	4	0	0	0	0	1	1	0	3.0	0	16	The cat chased the mouse up the tree, climbed down, leaped onto the mat, and played with the ball.	5
28	1	0	5	4	1	6	0	6	0	5	0	0	0	0	1	1	0	3.0	0	23	The dog chased the cat up the tree, ran around the garden, played with the ball, climbed down the tree, and slept soundly.	5
28	0	1	5	3	1	7	0	6	0	5	0	0	0	1	2	2	0	4.0	1	17	The cat chased the mouse up the tree, chased after the dog, climbed the rope, and danced with joy, while the clock ticked.	5
