n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	DET_constraint
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	 And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
21	4	1	2	2	1	2	2	1	0	3	0	2	0	1	2	0	0	4.0	1	13	You can dance to music and sing along to the song, even if it is not very well sung.	0
34	5	1	2	4	1	6	2	0	1	3	2	2	3	1	1	2	0	4.0	1	15	In just 2-3 focused lessons, I'm already now capable of picking up new songs off YouTube guitar how to videos and am even writing my own orginals with confidence!	0
9	2	0	1	1	0	1	2	0	0	2	0	0	0	0	0	1	0	2.0	0	6	Lied right to my face then denied it.	0
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
8	0	0	1	1	0	2	0	1	0	1	1	1	0	0	1	0	1	4.0	1	5	The sentence generated with 0 determiners is: And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	 And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
9	2	0	1	1	0	1	2	0	0	2	0	0	0	0	0	1	0	2.0	0	6	Lied right to my face then denied it.	0
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	1	4.0	1	5	The sentence generated with no determiners is: And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
49	3	2	7	4	2	7	5	2	3	6	0	3	4	2	4	4	1	7.0	3	27	The sentence generated is: **And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?**	0
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	 And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?.	0
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
9	2	0	1	1	0	1	2	0	0	2	0	0	0	0	0	1	0	2.0	0	6	  Lied right to my face then denied it..	0
9	2	0	1	1	0	1	2	0	0	2	0	0	0	0	0	1	0	2.0	0	6	Lied right to my face then denied it.	0
9	2	0	1	1	0	1	2	0	0	2	0	0	0	0	0	1	0	2.0	0	6	Lied right to my face then denied it.	0
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
7	0	0	2	0	0	1	0	1	0	1	0	1	0	0	1	0	1	2.0	1	5	Sure, the sentence generated is: And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
43	3	2	5	4	2	6	5	1	3	5	0	2	4	0	3	4	2	6.0	2	24	And if Steven didn’t see it as weird, or no weirder than Andy showing us his Eastern-Block beer caps all laid out neatly on cork boards with little hand-written labels, why should it bother us?	0
9	2	0	1	1	0	1	2	0	0	2	0	0	0	0	0	1	0	2.0	0	6	Lied right to my face then denied it.	0
17	2	2	2	0	0	1	3	1	0	3	0	1	1	2	3	1	1	4.0	3	7	As much as I dislike it, I have to admit that the project is complete.	1
16	0	0	3	2	0	3	0	4	0	1	0	1	1	1	1	0	0	3.0	1	5	"""All the students in the class were eager to participate in the debate."""	1
12	0	0	3	0	1	2	0	2	0	0	0	2	2	0	2	0	0	3.0	0	6	**The coffee was bitter, but the pastries were delicious.**	1
10	0	0	2	1	0	1	1	1	1	2	0	0	0	1	1	1	0	3.0	1	3	As President, I intend to keep that promise!	1
30	0	2	2	1	1	6	2	4	0	6	0	2	2	3	3	3	1	6.0	4	6	Although I have no preference, I would suggest that the provided instruction be revised to include additional context and details to ensure a complete understanding of the task.	1
20	0	1	1	4	1	4	0	2	1	1	0	1	3	0	1	0	0	4.0	0	8	The result from Ordinary Least Squares was not as expected due to different sign for both slope & intercept.	1
13	1	0	3	2	0	3	0	2	0	1	1	0	0	0	1	1	0	3.0	0	5	"""The clock strikes midnight precisely at the stroke of eleven."""	1
18	2	0	1	2	1	1	3	1	0	2	0	3	2	1	3	0	1	5.0	2	10	All horses I've had delivered to me since then are happy and healthy when they arrive.	1
10	0	0	2	1	0	1	1	1	1	2	0	0	0	1	1	1	0	3.0	1	3	As President, I intend to keep that promise!	1
17	0	0	2	1	1	3	2	2	0	4	0	1	0	2	2	1	0	5.0	2	4	As the manager, I have to oversee the team and ensure their goals are met.	1
6	0	0	1	0	0	2	0	2	0	0	0	1	0	0	1	0	0	2.0	0	3	The movie was a blockbuster.	1
18	1	0	2	1	0	3	1	2	0	3	1	2	0	3	2	2	0	5.0	3	6	The answer is: I will have to leave downtown at about 945 to catch a plane.	1
12	1	0	1	2	0	3	0	2	0	0	0	1	2	0	1	0	0	3.0	0	5	 Even the largest fish in the pond is susceptible to predators.	1
21	0	1	1	4	1	5	0	3	0	1	0	1	3	0	1	0	0	4.0	0	9	The result of the Ordinary Least Squares was not as expected due to different signs for both slope and intercept.	1
14	0	0	2	2	0	3	2	1	0	2	0	0	1	1	1	1	0	3.0	1	5	As a student, I intend to maintain good grades in my studies.	1
10	0	0	2	1	0	1	1	1	1	2	0	0	0	1	1	1	0	3.0	1	3	As President, I intend to keep that promise!	1
16	3	0	1	1	0	3	1	2	0	2	0	2	1	1	2	0	0	3.0	1	5	 The newly purchased bicycle is the most enjoyable mode of transportation I have ever experienced.	1
20	0	1	1	4	1	4	0	2	1	1	0	1	3	0	1	0	0	4.0	0	8	The result from Ordinary Least Squares was not as expected due to different sign for both slope & intercept.	1
10	0	0	2	1	0	1	1	1	1	2	0	0	0	1	1	1	0	3.0	1	3	As President, I intend to keep that promise!	1
10	1	0	1	0	0	2	1	2	0	1	0	2	0	0	1	1	0	2.0	0	4	The dog has been following me around all day.	1
7	0	0	1	1	0	2	0	1	0	1	0	1	0	0	1	0	0	2.0	0	2	 The house is made of stone.	1
12	0	0	1	2	0	3	0	3	0	0	0	1	2	0	1	0	0	3.0	0	5	The outcome of the experiment was satisfactory despite the unexpected result.	1
9	0	0	1	0	1	1	0	1	0	1	0	1	2	1	1	0	0	2.0	1	4	The book was captivating and enjoyable to read.	1
8	0	0	1	1	0	2	0	2	0	0	0	1	1	0	1	0	0	3.0	0	5	The outcome of the experiment was satisfactory.	1
18	2	0	3	2	0	6	0	2	0	3	0	0	0	1	1	1	0	4.0	1	5	The newly-implemented software system improved efficiency significantly, resulting in a reduction of operating costs.	1
11	0	0	1	1	0	5	0	2	0	1	0	0	1	0	1	1	0	3.0	0	3	 The data analysis revealed a significant trend in customer behavior.	1
7	0	0	1	1	0	2	0	2	0	0	0	1	0	0	1	0	0	2.0	0	4	The book is on the table.	1
14	0	1	1	1	0	4	0	3	0	3	1	0	0	1	1	2	0	4.0	1	5	The provided text describes a task of generating a sentence with one determiner.	1
18	1	0	2	1	0	3	1	2	0	3	1	2	0	3	2	2	0	5.0	3	6	The answer is: I will have to leave downtown at about 945 to catch a plane.	1
8	0	0	1	1	0	2	0	2	0	0	0	1	1	0	1	0	0	2.0	0	3	The weather was perfect for a picnic.	1
21	0	1	1	4	1	4	0	3	1	1	0	1	3	0	1	0	0	4.0	0	9	The results from the Ordinary Least Squares were not as expected due to different signs for both slope and intercept.	1
14	3	0	1	1	0	3	1	1	0	1	0	2	1	0	2	0	1	4.0	1	8	 Even a cotton cloth that is barely damp with water will work fine.	1
19	0	0	1	4	1	4	0	3	1	0	0	1	4	0	1	0	0	4.0	0	7	The results from the Ordinary Least Squares were unexpected due to different signs for both slope and intercept.	1
20	0	1	1	4	1	4	0	2	1	1	0	1	3	0	1	0	0	4.0	0	8	The result from Ordinary Least Squares was not as expected due to different sign for both slope & intercept.	1
11	0	0	1	2	0	3	0	3	0	0	0	1	1	0	1	0	0	3.0	0	3	The weather was perfect for a picnic in the park.	1
11	0	0	1	1	0	4	1	2	0	0	0	1	1	0	1	0	0	2.0	0	4	The book was a valuable resource for my research project.	1
12	0	0	1	3	0	3	0	2	0	1	0	1	1	0	2	0	0	3.0	0	7	The room was lit up with soft light from the lamp.	1
12	2	0	2	1	0	2	0	2	0	1	0	1	1	0	1	0	0	2.0	0	6	 Despite the cold weather, the crops are still growing well.	1
13	0	0	2	2	0	3	1	2	0	1	0	0	2	0	1	1	0	3.0	0	3	As a cat, I have a soft spot for warm blankets.	1
10	0	0	2	1	0	1	1	1	1	2	0	0	0	1	1	1	0	3.0	1	3	  As President, I intend to keep that promise!	1
10	0	0	1	0	0	3	1	2	0	1	0	1	1	0	2	0	1	3.0	1	7	The book I read yesterday was a captivating read.	1
19	1	0	2	1	0	3	1	2	0	4	1	2	0	2	2	2	1	5.0	3	6	The sentence generated is: I will have to leave downtown at about 945 to catch a plane.	1
10	0	0	2	1	0	1	1	1	1	2	0	0	0	1	1	1	0	3.0	1	3	As President, I intend to keep that promise!	1
10	0	0	2	1	0	1	1	1	1	2	0	0	0	1	1	1	0	3.0	1	3	As President, I intend to keep that promise!	1
14	0	1	2	0	0	4	1	2	0	2	0	1	1	0	2	1	1	3.0	1	5	Although the test results were disappointing, all students achieved their desired grade.	1
14	1	0	1	1	0	2	1	1	0	3	1	1	0	2	1	2	0	4.0	2	6	I will have to leave downtown at about 945 to catch a plane.	1
20	0	1	1	4	1	4	0	2	1	1	0	1	3	0	1	0	0	4.0	0	8	The result from Ordinary Least Squares was not as expected due to different sign for both slope & intercept.	1
14	0	0	2	2	0	3	1	3	0	2	0	0	0	1	1	1	0	3.0	1	6	As the captain of the ship, I intend to keep that promise!	1
7	0	0	1	0	0	2	0	2	0	0	0	1	1	0	1	0	0	2.0	0	2	The coffee was cold this morning.	1
7	0	0	1	0	0	2	0	2	0	0	0	1	1	0	1	0	0	2.0	0	4	The book was a captivating read.	1
11	0	0	1	2	0	3	2	2	0	1	0	0	0	0	1	1	0	3.0	0	5	I notified her grandmother with the time of the departure.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
25	0	0	3	3	0	1	0	1	11	1	2	1	1	0	1	1	0	4.0	0	10	The historic Julia Morgan House in Sacramento will host IEP's dinner for California Governor Gray Davis on Thursday, December 7, 2000.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
19	0	0	2	1	0	2	1	2	6	2	0	1	1	0	2	2	1	3.0	1	9	Nobody should feel a looser in Afghanistan, President Hamid Karzai told Pakistan’s English daily The Nation.	2
21	1	0	2	2	1	3	1	3	3	2	0	1	1	1	2	1	0	5.0	1	12	The sentence is: The Taliban control of Afghanistan and the civil war there had nothing to do with Israel..	2
11	0	0	1	1	1	3	1	2	0	1	0	0	1	0	1	0	0	3.0	0	4	The young girl and her mother went to the park.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
20	0	0	1	3	2	1	0	2	6	2	0	1	1	1	1	1	0	5.0	1	9	The Prime Minister of France and the President of Italy have agreed to mediate talks between Israel and Hamas.	2
16	1	0	1	2	1	2	1	2	2	2	0	0	1	1	1	1	0	4.0	1	8	The control of Afghanistan and the civil war there had nothing to do with Israel.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
11	0	0	1	2	0	3	2	2	0	1	0	0	0	0	1	1	0	3.0	0	5	I notified her grandmother with the time of the departure.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
15	1	0	1	1	1	0	1	2	6	1	0	1	0	0	2	1	0	3.0	0	8	The Queen and Princess Margaret visited the Eiffel Tower when they were in Paris.	2
11	0	0	1	2	0	3	2	2	0	1	0	0	0	0	1	1	0	3.0	0	5	I notified her grandmother with the time of the departure.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
28	0	0	3	4	0	1	0	3	11	1	2	2	1	0	1	1	0	4.0	0	20	The IEP will be hosting a dinner for California Governor Gray Davis on Thursday, December 7, 2000 at the historic Julia Morgan House in Sacramento.	2
19	1	0	1	3	1	2	1	3	3	2	0	0	1	1	1	1	0	4.0	1	11	 The control of Afghanistan by the Taliban and the civil war there had nothing to do with Israel.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
18	1	0	1	2	1	2	1	2	3	2	0	0	2	1	1	1	0	4.0	1	8	 The United States control of Afghanistan and the civil war there had nothing to do with Israel.	2
2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1.0	0	1	Prince Hermes	2
19	0	0	3	2	1	2	2	2	3	2	0	0	1	1	1	1	0	4.0	1	8	"""The Taliban control of Afghanistan and the civil war there had nothing to do with Israel."""	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
11	0	0	1	2	0	3	2	2	0	1	0	0	0	0	1	1	0	3.0	0	5	I notified her grandmother with the time of the departure.	2
11	0	0	1	2	0	3	2	2	0	1	0	0	0	0	1	1	0	3.0	0	5	I notified her grandmother with the time of the departure.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
18	0	0	1	2	1	5	0	3	1	1	0	0	3	0	1	1	0	4.0	0	7	The president's speech and the political instability in Afghanistan had a direct impact on regional security.	2
16	1	0	1	2	1	2	1	2	2	2	0	0	1	1	1	1	0	4.0	1	8	The control of Afghanistan and the civil war there had nothing to do with Israel.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	 The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
11	0	0	1	2	0	3	2	2	0	1	0	0	0	0	1	1	0	3.0	0	5	I notified her grandmother with the time of the departure.	2
18	1	0	1	2	1	2	1	2	3	2	0	0	2	1	1	1	0	4.0	1	8	The Afghan Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
16	1	0	1	2	1	2	1	2	2	2	0	0	1	1	1	1	0	4.0	1	8	The control of Afghanistan and the civil war there had nothing to do with Israel.	2
18	1	0	1	2	1	3	0	4	3	1	0	0	1	0	1	1	0	4.0	0	4	The President's speech on Afghanistan highlighted the control of the Taliban and the civil war there.	2
16	1	0	1	2	1	2	1	2	2	2	0	0	1	1	1	1	0	4.0	1	8	The control of Afghanistan and the civil war there had nothing to do with Israel.	2
25	3	0	3	2	1	3	1	3	3	3	0	1	1	1	1	1	0	5.0	1	16	Certainly, here is the requested sentence: The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
16	1	0	1	2	1	2	1	2	2	2	0	0	1	1	1	1	0	4.0	1	8	The control of Afghanistan and the civil war there had nothing to do with Israel.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
11	0	0	1	2	0	3	2	2	0	1	0	0	0	0	1	1	0	3.0	0	5	I notified her grandmother with the time of the departure.	2
17	1	0	1	2	1	2	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	The Taliban control of Afghanistan and the civil war there had nothing to do with Israel.	2
16	1	0	1	0	0	4	0	4	0	3	0	1	1	2	1	3	0	5.0	2	5	Only a fool would base a decision using the cheapest surgeon to perform an operation.	4
23	2	1	2	3	0	5	1	1	0	3	0	0	4	1	1	1	1	7.0	2	4	 The most significant obstacle to overcome lies in ensuring widespread access to adequate healthcare resources, readily available for those in need.	4
28	1	0	3	3	0	5	1	4	0	3	3	2	2	1	3	2	1	5.0	2	15	"The sentence generated with 4 determiners is ""Only the richest man in the world would own a car that cost more than $1 million."""	4
19	1	1	2	1	1	4	1	2	1	2	0	1	2	1	2	2	0	3.0	1	5	The most abundant resource on Earth is water, and it plays a crucial role in sustaining life.	4
8	0	0	1	1	0	2	0	1	0	1	1	1	0	0	1	0	1	4.0	1	5	The sentence generated with 4 determiners is: Only a fool would base a decision using the cheapest surgeon to perform an operation.	4
26	1	0	1	4	0	7	0	4	1	2	0	0	5	1	1	2	0	5.0	1	12	The most recent scientific findings provide a compelling case for the necessity of environmental protection measures to preserve the delicate balance of ecosystems on Earth.	4
16	1	0	1	3	0	4	0	3	0	2	0	1	1	0	1	0	0	4.0	0	9	Only a handful of the remaining stones in the structure were salvaged for later use.	4
22	1	0	1	4	1	6	0	3	0	2	0	0	4	0	1	0	0	4.0	0	8	The intricate network of interconnected systems within a modern city relies on a substantial amount of precisely calibrated equipment and infrastructure.	4
19	0	0	1	3	0	5	0	4	0	2	0	0	4	0	1	1	1	5.0	1	8	The intricate tapestry woven from a myriad of historical threads yields a captivating narrative of a vibrant era.	4
33	4	0	4	2	1	9	0	4	0	6	0	0	3	1	1	2	0	5.0	1	23	The book contains a vast collection of meticulously compiled historical data, meticulously curated information, meticulously documented procedures and a meticulously designed layout, creating a comprehensive reference resource for researchers.	4
19	0	0	1	3	0	6	2	2	0	1	0	1	3	1	2	1	0	5.0	1	5	 The vintage leather book is full of intricate stories that transport me to the golden age of literature.	4
28	2	0	2	4	0	9	1	4	0	3	0	1	2	2	1	2	0	4.0	2	13	The intricate design of the spaceship was meticulously crafted by engineers using precision instruments on an expansive metal hull, thereby optimizing its performance through the cosmos.	4
8	0	0	1	1	0	2	0	1	0	1	1	1	0	0	1	0	1	4.0	1	5	The sentence generated with 4 determiners is: Only a fool would base a decision using the cheapest surgeon to perform an operation.	4
44	1	1	8	5	1	9	2	5	4	4	1	2	1	2	3	2	0	6.0	2	11	"The chosen sentence for the task is: ""In 1987, economist Robert Solow – awarded the Nobel Prize for his pioneering work on growth – lamented that ""You can see the computer age everywhere but in the productivity statistics."""	4
15	1	0	1	1	0	4	0	3	0	2	0	0	2	1	1	2	0	4.0	1	4	Only a handful of privileged individuals have the opportunity to own a luxurious yacht.	4
20	0	0	1	3	1	6	0	3	0	1	0	1	4	0	1	0	0	4.0	0	9	The vintage clothing store in the quaint town is brimming with unique and authentic articles from the early 1900s.	4
