n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	max_link_constraint
4	0	1	1	0	0	0	1	0	0	0	0	0	1	2.0	3	0	0	0	0	0	Running quickly through darkness	6
11	2	1	0	0	0	2	3	0	0	0	1	0	1	3.0	7	0	0	1	0	0	The baby laughed at the silly clown's silly jokes.	6
11	2	1	0	0	0	2	3	0	0	0	1	0	1	3.0	7	0	0	1	0	0	The baby laughed at the silly clown's funny antics.	6
7	0	1	0	0	0	0	2	1	1	0	1	0	1	2.0	4	0	0	1	1	0	She ate ten eggs for breakfast.	6
10	0	1	1	0	0	1	2	0	0	1	1	0	2	2.0	5	1	1	1	1	0	Jimmy quickly walked to the store to buy groceries.	6
9	1	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The fluffy kitten purred contentedly on my lap.	6
15	2	2	0	0	1	4	4	0	0	0	1	0	1	4.0	11	0	0	1	1	0	The cat chased the mouse across the room with a fierce and relentless determination. (6 words)	6
10	1	0	1	1	0	1	1	0	0	1	1	1	2	2.0	5	1	1	1	1	0	Sarah is eating a delicious sandwich while smiling widely. (6 words)	6
16	0	2	0	0	0	4	6	0	0	0	1	0	2	5.0	4	1	1	1	2	0	The teacher asked the students to write a report on the effects of climate change.	6
9	1	1	1	0	0	2	2	0	0	0	1	0	1	2.0	5	0	0	1	0	0	The sun sets slowly in the western sky. (Dependency link: 6 words)	6
7	0	1	2	0	0	1	1	0	1	0	0	0	1	2.0	5	0	0	1	0	0	I walked home alone through the dark	6
19	2	1	1	0	1	2	4	1	1	2	0	1	3	3.0	14	1	1	2	1	0	Jerry carefully pushed the big red wagon 6 miles to the store while his brother Tom laughed and watched	6
9	1	1	1	0	0	2	2	0	0	0	1	0	1	2.0	5	0	0	1	0	0	The cat purred contentedly on the soft cushion.	6
12	0	2	0	0	0	3	3	0	0	0	2	0	2	3.0	7	1	0	1	0	1	Walking along the shore, the seagulls followed at a distance.	6
13	0	3	0	0	1	2	4	0	0	0	1	0	2	3.0	7	0	0	1	0	0	The cat curled around the ball of yarn and pounced with excitement.	6
7	1	1	1	0	0	1	1	0	0	0	1	0	1	2.0	5	0	0	0	0	0	Walking slowly through the quiet darkness. (6 words: walking slowly through the quiet darkness)	6
13	1	2	2	0	0	0	2	0	1	1	2	0	2	3.0	9	1	0	1	1	1	Walking slowly among tall mountains in solitude, Sarah lost herself completely.	6
10	1	2	0	0	0	2	3	0	0	0	1	0	1	2.0	6	0	0	1	0	0	The car chased down the highway at incredible speeds.	6
9	0	1	0	0	0	0	5	0	0	1	1	0	1	2.0	5	0	0	1	1	0	Brown bears enjoy sloth hibernation during winter months.	6
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The cat purred contentedly on my lap.	6
13	1	2	0	0	0	3	4	0	0	0	1	0	2	3.0	9	1	1	0	1	0	Running through the park on a warm autumn day enjoying a picnic.	6
14	1	2	1	0	0	2	2	0	1	0	1	0	3	5.0	5	2	2	1	0	0	She walked slowly down the deserted alleyway looking for a place to hide.	6
12	1	1	0	0	0	2	4	0	1	0	1	0	1	3.0	8	0	0	1	1	0	The dog bit the firefighter's finger with its sharp teeth.	6
10	0	1	0	1	0	0	1	1	0	2	1	1	2	3.0	3	1	1	2	0	0	Six months have passed since John moved to Tokyo.	6
7	0	1	1	0	0	1	2	0	1	0	0	0	1	2.0	4	0	0	1	0	0	The cat purred contentedly on my lap	6
12	1	1	1	0	0	3	3	0	0	0	1	0	2	3.0	4	1	1	1	1	0	The cat sat on the windowsill enjoying the warm sunlight outside.	6
14	0	2	2	0	0	3	3	0	0	0	2	0	2	3.0	6	1	1	1	0	0	The cat purred contentedly on the windowsill, gazing at the birds outside.	6
10	0	1	0	0	0	3	4	0	0	0	1	0	1	2.0	6	0	0	1	1	0	The cat chased the mouse in the living room. (6 words)	6
11	1	1	1	0	0	2	3	0	0	0	1	0	1	3.0	7	0	0	1	0	0	The baby laughed loudly at the silly clown's antics.	6
15	1	2	0	0	0	4	5	1	0	0	1	0	1	3.0	8	0	0	1	2	0	The manager assigned the employee the project with the longest deadline of 6 weeks.	6
14	2	2	1	0	0	1	5	0	0	0	1	0	1	3.0	9	0	0	1	1	0	Spectacular sunsets often evoke feelings of peacefulness along the shimmering water's edge. (6 words long)	6
10	0	1	1	1	0	2	3	0	0	0	1	0	1	2.0	5	0	0	1	0	0	The sun was setting slowly over the mountain landscape. (6 words)	6
13	0	1	1	0	0	1	3	1	0	1	3	0	1	3.0	9	0	0	1	0	0	The cat purred contentedly on John's lap. (6 words)	6
13	0	2	0	1	0	2	4	0	1	0	1	0	1	3.0	5	0	0	1	0	0	The baby will smile at the doctor's tickling of his tummy.	6
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The cat purred contentedly on my lap.	6
9	1	1	1	0	0	2	2	0	0	0	1	0	1	2.0	5	0	0	1	0	0	The baby laughed loudly at the silly clown.	6
11	1	2	1	0	0	2	3	0	0	0	1	0	1	3.0	4	0	0	1	0	0	The cat slept soundly on top of the warm blanket. (Dependency link: 6 words)	6
9	0	1	0	0	1	1	3	0	1	0	1	0	1	3.0	4	0	0	1	1	0	She ate the sandwich with avidity and enjoyment. (6 words)	6
10	0	1	0	2	0	1	2	1	1	0	1	0	1	2.0	5	0	0	1	1	0	I have been reading this book for six hours.	6
13	0	2	1	0	1	2	3	1	0	0	1	0	2	3.0	5	0	0	1	0	0	The cat sat on the windowsill and looked outside for seven days.	6
13	2	1	2	0	0	2	3	0	0	0	2	0	1	2.0	5	0	0	1	0	0	Under the bright blue summer sky, the children played outside happily. (6 words)	6
16	2	2	0	0	0	3	5	1	0	0	1	0	1	3.0	12	0	0	1	1	0	The manager discussed the new project's goals with the entire team for six hours.	6
17	0	2	0	0	2	2	4	1	2	1	1	0	2	3.0	7	0	0	1	2	0	John and his sister bought two horses in the field and took them to the barn. (7 words) 	6
7	0	0	1	0	0	1	1	0	1	0	1	0	2	2.0	3	1	0	1	1	1	Walking slowly he spotted a deer.	6
11	0	2	0	0	0	1	4	0	1	0	1	0	1	3.0	5	0	0	1	0	0	The baby smiled at its mother's reflection in mirror.	6
15	2	1	0	0	0	3	4	1	0	0	1	0	2	3.0	8	1	1	1	1	0	The tourists hiked six miles through the dense jungle to reach the remote waterfall.	6
21	3	2	0	1	1	2	4	2	0	2	3	0	1	3.0	14	0	0	1	1	0	The tallest skyscraper in London measures 37 storeys high and is the tallest building in Europe. (9 words)  	9
22	1	2	5	0	1	4	5	0	0	0	1	1	2	4.0	12	1	1	1	1	0	The monkey climbed slowly up the tall oak tree carefully and cautiously until finally reaching the nest high in the branches. (9 words)	9
11	3	1	1	0	0	2	2	0	0	0	1	0	1	2.0	5	0	0	1	0	0	The big brown bear roared loudly in the dense forest.	9
10	0	0	3	0	1	1	2	0	1	0	1	0	1	3.0	4	0	0	1	1	0	The cat chased its tail around quickly and rapidly. (9 words)	9
9	0	1	1	0	0	2	3	0	0	0	1	0	1	2.0	5	0	0	1	0	0	The rain fell gently on the sleeping village. (9 words)	9
8	1	0	1	0	0	0	3	0	0	0	1	0	2	2.0	3	1	0	1	2	1	Wandering elephants unexpectedly discovered remote jungle cabins.	9
10	2	1	1	0	0	2	2	0	0	0	1	0	1	2.0	5	0	0	1	0	0	The giant elephant tiptoed gracefully across the vast savannah. (9 words)	9
22	0	3	2	0	1	3	5	0	3	0	2	0	2	4.0	13	0	0	2	1	0	The snowflake fell gently on the tip of the mountaineer's nose, and he brushed it away with his mitten.	9
13	1	2	0	0	0	3	4	1	0	0	1	0	1	2.0	9	0	0	1	1	0	The dog chased the cat around the neighborhood for nine whole hours.	9
17	2	2	1	1	0	2	3	0	1	0	1	1	3	3.0	5	1	1	2	0	0	The parked car was badly damaged after the reckless driver drove into it at high speed.	9
11	2	1	0	0	0	2	3	0	1	0	1	0	1	2.0	7	0	0	1	1	0	The tourists visited the historic landmarks during their extensive vacation. (9 words)	9
5	1	0	0	0	0	0	2	0	0	0	1	0	1	2.0	2	0	0	0	0	0	Underwater rocks hidden danger. (Dependency links: underwater [n mod] rocks [n dt] hidden [adv] danger [n np]. Length: 9 words.)	9
11	0	2	1	0	0	1	3	1	1	0	1	0	1	2.0	7	0	0	1	0	0	The cat purred contentedly on my lap for nine hours.	9
11	0	2	1	0	0	1	3	1	1	0	1	0	1	2.0	7	0	0	1	0	0	The cat purred contentedly on my lap for ten minutes.	9
10	0	2	1	0	0	2	3	0	0	0	1	0	1	2.0	6	0	0	1	0	0	The cat slept soundly in the sunbeam for hours. (9 words)	9
38	3	3	2	1	1	6	8	1	2	0	4	0	5	5.0	24	3	3	2	4	0	"I am able to fully understand the intricate instructions and generate a sentence with the longest dependency link of 9 words: ""The cat quickly hide in the bushes to escape the dogs chasing it."""	9
34	8	2	1	0	0	3	8	0	0	0	11	0	1	3.0	22	0	0	1	0	0	A massive, magnificent, majestic, marvelous, magnificent, magical, mind-blowing, mouth-watering, mystical moon rose majestically in the midnight sky with a mesmerising radiance. (9 words)	9
18	3	3	1	0	0	3	4	0	0	0	2	0	2	3.0	10	1	0	1	0	1	Running swiftly across the landscape, the massive blue whale lunged into the water with graceful ease.	9
25	7	2	2	0	0	3	4	0	0	0	3	0	3	5.0	8	2	2	1	1	0	A group of excited children ran quickly to catch the big, soft, fluffy white cloud drifting lazily across the bright blue sky. (length: 9 words)	9
13	1	1	1	0	0	3	3	0	0	0	1	0	3	4.0	5	1	1	1	1	0	The snowflakes fell slowly onto the frozen pond creating a magical atmosphere. (Dependency link: Snowflakes-fell-slowly-onto-frozen-pond-creating-magical-atmosphere, length: 9 words)	9
17	2	2	2	0	0	2	3	0	1	1	2	0	2	4.0	5	1	1	2	0	0	Jimmy walked slowly through the dark forest, his favorite bear hiding just beyond the trees. (Dependency link: 9 words)	9
19	3	2	2	0	0	3	5	0	1	0	1	0	2	4.0	7	1	1	2	2	0	The teacher thoroughly explained the complex concepts to the eager students who eagerly took notes with great enthusiasm. (length: 9 words)	9
19	3	2	1	0	0	3	5	0	0	0	3	0	2	3.0	9	1	1	1	1	0	The rain dripped slowly down the tall, slender tree, casting dappled shadows on the forest floor. (9 words)	9
10	0	1	1	0	1	0	2	0	0	1	1	0	2	3.0	3	0	0	1	0	0	Mary's cat sat patiently and waited for breakfast. (Dependency link: satellite-dependent relationship - 9 words)	9
29	4	4	1	0	1	5	8	0	0	0	1	0	4	8.0	6	2	2	1	3	0	The monkey swung elegantly through the treetops for hours at the national park enjoying the warm sunshine and taking breaks to savor the sweetness of ripe juicy fruits.	9
13	1	1	1	0	0	3	3	0	1	0	1	0	2	4.0	5	1	1	2	1	0	The dog chased the cat which ran quickly up the tall tree. (9 words)	9
26	1	2	2	3	1	3	5	0	2	0	2	0	3	4.0	13	2	2	2	2	0	The team has been working hard to finish the project on time, and they're finally ready to present their findings to the client. (Dependency link: 9 words)	9
12	1	1	0	0	0	3	4	0	0	0	1	0	1	3.0	8	0	0	1	1	0	The dog chased the cat around the tree's big trunk.	9
8	0	0	1	0	0	1	2	1	0	1	1	0	1	3.0	5	0	0	1	1	0	Maurice carefully crafted a nine-course meal	9
20	2	1	1	0	0	3	6	0	2	0	1	1	3	3.0	11	1	1	2	2	0	The tourist carefully carried his heavy backpack through the bustling city streets until he reached the busy train station. (9 words)	9
19	2	2	1	0	2	2	4	0	2	0	2	0	2	5.0	8	1	1	1	1	0	The snowflakes fell gently on my face and hair, covering me in a soft and icy blanket. (9 words)	9
22	3	4	1	0	0	4	6	0	0	1	2	0	1	3.0	10	0	0	1	1	0	Under the hot desert sun, Sandra carefully searched every inch of the vast open desert for any sign of life.	9
12	2	2	0	0	1	2	3	0	0	0	1	0	1	4.0	4	0	0	0	0	0	Running through the rain with wet hair and a big umbrella.	9
11	2	1	1	0	0	2	3	0	0	0	1	0	1	2.0	6	0	0	1	0	0	The car driver accelerated rapidly down the long steep hill. (9 words)	9
9	1	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The fluffy cat purred contentedly on my lap.	9
19	1	3	2	0	0	4	5	0	0	0	2	0	2	3.0	7	1	1	1	1	0	A group of crows flew slowly across the open grasslands, chasing the sunset for over an hour. (9 words)	9
12	0	1	1	0	0	3	3	0	1	0	1	0	2	4.0	4	1	1	2	1	0	The cat chased the mouse that ran along the floor quickly. (9 words)	9
11	0	1	1	0	0	2	3	0	0	0	2	0	2	3.0	7	0	0	1	0	0	The dog ran rapidly around the tree-lined neighborhood. (9 words)	9
19	4	2	2	0	0	2	3	0	0	0	2	0	3	3.0	11	2	1	1	1	1	Sitting silently in the dark woods, the huge brown bear roared loudly to scare off potential threats. (9 words)	9
10	3	1	0	0	0	1	3	0	0	0	1	0	1	2.0	6	0	0	1	1	0	The cat chased quick little dogs through nearby fields. (9 words)	9
14	1	2	1	0	0	3	3	0	0	0	2	0	2	3.0	6	1	1	1	0	0	The dog ran quickly through the fields, chasing after the little kitten. (9 words)	9
13	0	2	0	0	1	4	4	0	0	0	1	0	1	3.0	5	0	0	1	1	0	The cat chased the mouse across the floor and through the room. (9 words)	9
15	0	2	0	0	0	2	4	1	2	0	2	0	2	4.0	5	1	1	2	1	0	The tourists visited the museum during their vacation, which lasted for nine days.	9
13	1	2	1	0	0	1	3	2	0	1	1	0	1	2.0	9	0	0	1	1	0	Sarah carefully cooked a complex meal with nine ingredients for nine guests.	9
9	0	1	0	0	0	2	4	0	0	0	1	0	1	2.0	5	0	0	1	1	0	The monkey ate a mango fruit with delight. (Dependency link: subject-auxiliary-verb-subject-direct-object-indirect-object-verb)	9
10	0	1	0	0	0	2	4	0	0	0	1	0	2	3.0	5	1	1	1	1	0	The snowman enjoyed throwing snowballs at the passing reindeer.	9
16	2	2	0	1	0	2	4	1	1	0	1	0	1	4.0	7	1	1	1	1	0	I am able to generate a sentence with the longest dependency link of 9 words: The teacher walked slowly into the classroom. 	9
19	2	4	1	0	1	2	6	0	1	0	1	0	1	6.0	6	0	0	1	0	0	Hikers embarked onto the mountain trail with excitement and nervous anticipation of the challenging climb ahead of them. (9 words)	9
14	0	2	0	0	0	4	5	0	0	0	1	0	2	3.0	8	1	1	1	2	0	The dog chased the cat around the tree for hours enjoying the excitement.	9
23	3	3	1	0	0	2	4	0	2	1	2	1	3	5.0	7	2	1	2	1	1	As John walked up the mountain path, he felt excited to explore the vast expanse of unknown territory ahead of him. (9 words)	9
12	1	2	1	1	0	1	3	0	2	0	0	0	1	2.0	8	0	0	1	1	0	I will definitely finish my homework for tomorrow with the greatest efficiency	12
21	2	1	1	0	1	5	5	1	0	0	1	0	3	4.0	8	1	1	1	3	0	The manager instructed the employee to investigate the matter thoroughly and provide a detailed report within the next two weeks.	12
14	2	2	1	0	0	3	4	0	0	0	1	0	1	2.0	9	0	0	1	0	0	The car slowly drive through the busy city street in the late afternoon. 	12
19	3	3	0	0	1	3	4	0	1	0	2	0	2	4.0	5	0	0	1	1	0	With great effort, I climbed to the summit and witnessed a stunning sunset over the magnificent mountaintop.	12
12	3	3	1	0	0	0	2	0	1	0	1	0	1	3.0	8	0	0	0	0	0	Running rapidly through robust rain with radiant red roses beside me. (12 words)	12
24	2	3	0	0	1	3	7	1	2	1	2	0	2	5.0	12	0	0	1	2	0	The tourists spent their entire vacation in the beautiful beach town of Maui and enjoyed every minute of their ten-day stay. 	12
20	4	3	1	0	0	3	4	0	0	1	1	0	3	5.0	6	2	2	1	0	0	Juan walked down the long winding path leading to the hidden waterfall located deep in the dense tropical forest.	12
12	0	1	0	0	1	1	4	1	1	1	1	0	1	3.0	9	0	0	1	1	0	Brian purchased ten turtles and their habitat in the pet store. (12 words)	12
29	0	5	0	0	0	6	11	0	0	0	3	0	3	5.0	8	2	2	0	1	0	In the event of an emergency, please follow the emergency procedures outlined in the emergency procedure guide, located on the emergency board in the staff room.	12
12	2	1	1	0	1	2	3	0	0	0	1	0	1	3.0	8	0	0	1	0	0	The sunflower stood tall and brightly in the hot summer sunshine.	12
24	1	3	1	2	1	2	8	0	0	0	3	0	2	4.0	11	1	1	1	1	0	A delicate balance of nutrients, hydration, and activity levels must be sustained consistently over a lifetime in order to achieve wellness.	12
16	2	3	0	0	1	2	4	0	1	0	1	0	2	3.0	9	1	0	1	1	1	Running through the park on a beautiful sunny day filled me with joy and energy. (12 words)	12
16	3	1	2	0	0	2	4	0	1	0	1	0	2	3.0	13	1	0	1	1	1	Walking slowly down the winding forest path, the majestic white swan majestically flapped its long	12
19	2	0	2	0	1	0	2	0	3	1	2	1	4	5.0	7	2	2	2	2	0	John always tries his best, but he never seems to succeed in winning his favorite basketball game.	12
28	4	5	1	0	1	3	7	1	1	0	2	1	2	3.0	16	1	1	1	1	0	Without further ado, the cat chased down the fluffy mouse with remarkable speed and agility for a mere seven seconds before landing gracefully on its paws.	12
15	4	1	0	0	0	3	3	0	0	0	2	0	2	3.0	9	1	0	1	1	1	Running down the street, the big brown dog chased the small white cat.	12
11	2	1	0	0	0	3	3	0	0	0	1	0	1	2.0	7	0	0	1	1	0	The cat chased the mouse through the long dark hallways.	12
13	2	0	0	0	0	1	2	0	0	2	4	0	1	3.0	5	0	0	1	1	0	Beth's brother, Bob, built a big, beautiful birdhouse. (Twelve words)	12
25	5	4	2	1	0	4	5	0	0	0	1	1	2	4.0	12	1	1	1	0	0	This delicate snowflake glistened vibrantly in the icy stretches of the Arctic glacier before being swept away by an unexpected blast of warm winds. (12 words)	12
23	5	2	0	0	0	4	6	1	1	0	1	1	2	3.0	14	1	1	2	1	0	The big brown bear chased the tiny white rabbit 12 feet down the dark forest path before it escaped into the bushes.	12
15	1	2	1	0	0	3	5	0	0	0	1	0	2	4.0	7	1	1	1	1	0	The cat purred contentedly on the window seat for hours enjoying the warm sunlight.	12
13	2	2	1	1	0	1	2	0	0	0	1	0	2	4.0	7	2	2	0	0	0	Running quickly across the busy intersection to avoid being late for work. (dependent clause: running quickly across the busy intersection)	12
27	1	2	0	0	1	7	9	0	0	0	1	1	3	4.0	16	2	2	2	3	0	The manager asked the employee to submit the report and financial statements by the end of the month for the company to make an investment decision.	12
36	5	3	0	0	1	5	10	0	1	0	1	2	6	11.0	10	5	5	2	4	0	The team worked on developing a comprehensive proposal with multiple options for addressing the issues, which required significant time and effort to create a thorough analysis with recommendations tailored to the client's unique needs	12
11	2	1	2	2	0	0	1	0	1	1	1	0	0	2.0	5	0	0	1	0	0	Juan had never been so scared in his whole life. (12 words)	12
14	1	2	2	0	0	3	3	0	0	0	1	0	2	3.0	6	1	1	1	1	0	The cat curled up on the window silently watching the busy birds outside.	12
16	0	2	2	1	0	2	3	1	0	1	1	0	2	5.0	5	1	1	1	2	0	John is reading a book about how to play the guitar for 12 hours straight.	12
14	0	2	1	0	0	3	3	0	0	0	1	1	3	4.0	9	2	0	2	0	2	Running down the beach as the sun sets slowly descends into the horizon. (12 words)	12
18	1	3	1	0	0	3	3	0	0	1	2	1	3	3.0	7	2	1	2	0	1	Sitting in the crowded train, John watched intently as the scenery passed by out the window. (12 words)	12
24	3	3	1	1	1	2	6	0	0	0	3	1	2	6.0	7	2	2	1	0	0	The tourists were delighted to finally arrive at the secluded tropical paradise after days of traveling by air, land, and sea.	12
13	0	2	1	0	0	2	4	1	0	0	1	0	1	3.0	9	0	0	1	0	0	The cat purred contentedly on the owner's lap for five minutes. 	12
16	0	3	1	0	0	3	4	0	1	0	2	0	2	3.0	11	1	0	1	0	1	Running along the beach in the morning, the waves gently lapped at my feet.	12
12	0	1	0	0	0	3	5	0	0	0	0	1	2	2.0	9	0	0	1	1	0	The cat chased the mouse across the kitchen floor with increasing intensity	12
14	1	3	1	1	0	2	4	0	0	0	1	0	1	4.0	10	1	0	1	0	1	Walking slowly down the deserted street at sunset was a sense of unease. (12 words)	12
