n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_prop_constraint
6	1	0	0	0	0	0	2	0	0	1	1	0	1	2.0	2	0	0	1	1	0	Brown dog chased orange cat.	1
16	1	2	2	1	0	0	2	0	3	0	1	1	3	3.0	6	2	0	2	1	2	If you enjoy singing, you have probably performed karaoke at least once in your lifetime	1
10	1	1	2	1	0	0	1	0	1	0	2	0	1	2.0	5	0	0	1	0	0	You are always smiling, even in bad dreams. ______  Can you please type the completed sentence? 	1
17	2	1	0	2	1	2	4	0	1	0	1	0	1	3.0	12	1	1	2	0	0	Running is an effective way to get in shape, but it's not the only solution	1
22	2	3	1	1	0	1	6	0	1	0	1	0	5	6.0	9	4	4	1	2	0	You are also missing the chance to taste fresh fruit juice made according to ancient family recipes passed down from grandma.	1
15	0	1	0	1	0	2	2	0	3	0	1	1	3	5.0	5	2	2	2	2	0	She missed the opportunity to meet him if she had gone to the party.	1
13	1	1	0	2	0	2	3	0	1	0	1	0	2	2.0	7	0	0	1	1	0	Your dog may have missed the last train to the promised land.	1
18	0	1	2	3	0	3	3	0	0	0	2	1	2	3.0	9	1	0	2	1	1	If the chef had not spilled the ingredients, then the dish would have turned out differently.	1
11	0	0	0	0	0	2	3	0	1	0	2	1	2	3.0	4	1	0	2	1	1	While the baby cried, the mother made her breakfast.	1
12	0	1	2	0	0	3	3	0	0	0	0	1	2	4.0	4	1	1	2	0	0	The baby cried as loudly as the father shouted at the referee	1
15	0	2	2	0	0	0	3	0	3	0	3	0	2	4.0	5	1	0	2	2	1	When my grandmother visited, she brought us gifts from far-off places.	1
12	0	2	0	0	0	2	3	0	1	0	1	1	2	3.0	5	1	1	1	1	0	You missed the party while running to the store for milk.	1
11	0	1	1	2	0	2	2	0	1	0	1	0	1	2.0	5	0	0	1	1	0	You might also have missed the concert at the festival.	1
22	1	3	1	3	0	1	4	0	2	1	2	1	1	4.0	8	1	1	2	0	0	If I could, I would go back in time to be in the audience for Mozart's first piano concert.	1
11	0	1	1	1	0	0	1	0	2	0	1	0	3	4.0	7	2	1	1	1	1	Running away from your problems won't make them disappear.	1
11	0	0	2	1	0	1	1	0	2	0	2	0	2	3.0	6	1	0	2	1	1	Whenever I get the chance, I will visit there.	1
20	0	2	1	3	0	1	3	0	2	0	3	1	3	4.0	11	2	1	3	0	1	The book, which was written in secret, was not widely read until years after it was published.	1
18	1	1	1	1	1	2	3	0	1	0	2	0	4	3.0	4	2	1	2	1	1	When they were not studying, the children enjoyed playing hide and seek in the dark attic.	1
17	2	1	0	3	1	1	2	0	2	0	2	0	2	5.0	11	2	1	2	1	1	A child that should be happy and full of energy, was crying himself to sleep. Please make sure to check your spelling and grammar. Thank you. 	1
16	1	2	0	1	0	1	3	0	3	0	2	1	2	3.0	5	1	0	1	2	1	If someone should steal your work, take it as the highest form of flattery.	1
14	1	0	2	1	0	2	4	0	1	0	2	0	1	3.0	4	0	0	2	1	0	The cake flavor was so popular, you also missed a fire dancer.	1
21	2	2	1	1	0	1	2	0	3	0	2	3	3	4.0	12	3	3	2	1	0	Her eyes glanced briefly at him before darting off, as if they were afraid to miss a great show.	1
16	1	1	0	1	0	2	3	0	1	0	1	1	4	4.0	6	3	1	2	1	2	As the snow continued to fell, you can sense an uncharacteristic unease spreading through town	1
13	0	1	1	0	0	2	3	0	2	0	1	1	2	3.0	5	1	1	2	1	0	The cat purred contentedly as its owner petted it on the head.	1
13	2	0	0	3	0	1	1	0	2	0	2	1	1	2.0	4	1	0	2	1	1	If I should be absent, will you miss a great opportunity.	1
13	0	1	0	1	0	2	3	0	1	0	2	1	2	3.0	5	1	0	2	1	1	If the kite had wings, it would glide through the sky.	1
17	2	1	0	3	0	2	4	0	1	0	1	1	2	4.0	7	2	1	2	1	1	Running faster would have been a better option if I had a spare pair of trainers.	1
11	1	1	1	1	0	1	3	0	1	0	1	0	0	3.0	3	0	0	1	0	0	The dog's bark is more ferocious than its bite.	1
15	1	1	1	2	0	1	2	0	3	0	1	0	2	3.0	5	1	1	2	0	0	Your petty gripes cannot deflect from the success that we are currently witnessing.	1
13	0	0	2	1	0	2	2	0	2	0	1	1	2	3.0	5	1	1	2	2	0	You'll never forget the adventure if you learn this skill early.	1
15	1	0	0	1	1	0	3	0	2	0	2	1	3	3.0	7	2	0	2	1	2	As you continue to work, your supervisor may offer assistance or additional support.	1
25	0	2	2	1	1	3	6	0	3	0	4	0	3	6.0	12	2	2	3	2	0	The cat purred, which was an indication of contentment, but then suddenly arched its back, which suggested a degree of agitation.	1
15	0	3	0	0	0	1	3	0	2	0	3	0	2	3.0	5	1	1	1	2	0	Because of your lack of cooperation, you lost the chance to see __________.	1
14	0	3	0	0	1	1	4	0	1	0	3	0	1	3.0	6	0	0	1	0	0	She went to the store to by milk, eggs, and bread. 	1
20	1	0	0	2	0	3	3	0	2	0	2	1	4	4.0	8	3	1	2	2	2	If your friend cannot travel to see the show, they will regret missing such a spectacular event. 	1
10	0	1	1	1	0	1	1	0	1	0	1	1	2	2.0	4	1	1	1	1	0	You can also check the weather before heading out.	1
19	0	0	1	1	0	1	2	0	6	0	2	2	4	4.0	6	3	2	4	3	1	If someone offers you their assistance, it means that he also believes you can complete the assignment.	1
17	1	2	1	0	0	3	5	0	0	0	2	0	3	3.0	7	1	1	1	1	0	The sun sets slowly in the evening sky, casting golden light upon the rolling hills.	1
13	1	1	0	1	0	3	4	0	0	0	1	0	1	3.0	8	0	0	1	1	0	The team has given an outstanding performance under the captain's guidance. 	1
29	2	2	1	3	1	5	9	0	1	0	1	0	3	6.0	9	2	2	2	2	0	A good cooking recipe must describe ingredients that can be readily found in any good butcher or grocery shop to prepare a dishes for an every day dinner. 	1
18	2	1	1	1	1	0	5	0	3	0	1	1	2	4.0	8	1	1	2	1	0	She was also late for yoga class last night because she overslept and missed her morning train.	1
9	0	0	0	0	0	0	4	0	1	1	0	1	2	3.0	5	1	1	2	2	0	John enjoys reading while his siblings play video games	1
21	1	0	1	2	0	3	6	0	2	0	1	0	3	6.0	8	3	3	2	2	0	The team has decided to launch a pilot project next quarter, which is also a chance to prove our hypothesis	1
18	2	1	2	1	0	0	3	0	0	0	1	1	5	5.0	5	3	3	2	0	0	Running shoes were created for people to run faster in order to avoid getting tired as easily.	1
21	1	2	2	1	1	1	6	0	3	0	1	0	2	4.0	12	0	0	2	2	0	Her grandmother's stories had filled her mind with pictures, but the pictures of her grandfather did so much more	1
17	0	1	1	1	0	2	3	0	3	0	2	1	2	3.0	9	1	0	2	2	1	As she was about to finish her breakfast, a knock on the door interrupted  her.	1
16	2	1	1	1	1	2	2	0	2	0	2	0	2	3.0	7	0	0	2	1	0	The sun rose slow, and it will surely set on all our unanswered questions.	1
17	1	0	2	2	0	2	2	0	2	0	1	2	2	4.0	8	2	2	2	2	0	She was not interested in attending the meeting even though the boss had asked her directly.	1
10	2	0	0	1	0	1	1	0	1	0	2	1	1	2.0	3	1	0	1	1	1	Besides being good, you have a good personality.	1
35	3	2	4	4	2	1	3	0	4	1	2	3	5	6.0	14	5	5	2	1	0	It is likely that Jairus will be promoted because he always comes to work prepared and meets all his deadlines, while also being very friendly and easy to get along with his coworkers.	2
12	1	0	2	1	0	0	2	0	3	0	1	0	2	2.0	4	1	1	2	1	0	Your new business idea will succeed when you successfully market it. If your marketing strategy includes developing a popular app, you'll surely get more attention.	2
38	5	4	5	3	3	3	6	0	1	3	3	0	2	7.0	7	3	2	3	0	1	Travelling around Costa Rica is always a pleasure, especially in May when there are fewer tourists and prices are lower, but also during the wet season when the rainforest is lush and full of life.	2
13	0	0	2	2	0	2	2	0	0	0	2	1	2	3.0	8	1	0	2	0	1	Unless the rain subsides soon, the festival will definitely get cancelled.	2
17	0	2	2	0	0	3	5	0	1	0	2	0	2	4.0	5	1	1	2	1	0	The children excitedly ran into the park, where they played tag until the sun set.	2
14	0	1	1	1	0	2	2	0	2	0	2	1	2	2.0	5	1	0	2	1	1	Although he was worried, he still made the jump from the tree.	2
19	0	1	2	3	0	1	4	0	2	0	2	0	3	4.0	5	2	2	3	0	0	The company's stock prices have plummeted, which undoubtedly means they soon will be filing for bankruptcy.	2
26	1	5	1	0	0	5	7	0	1	0	1	1	4	4.0	10	3	1	1	0	2	Lying on the grass while gazing up at the stars seems an impossible task when there are clouds in the sky during the daytime hours.	2
16	1	2	2	0	0	1	2	0	2	2	2	0	2	3.0	8	1	1	2	1	0	Besides, you get free peanuts on every flight when you fly with Spirit Airlines.	2
9	0	1	1	2	0	0	1	0	2	0	1	0	1	2.0	4	0	0	1	0	0	You will definitely be surprised by their answers.	2
18	3	2	0	2	0	1	3	0	4	0	1	1	1	5.0	10	2	2	2	0	0	She was certain that the man staring at her was her estranged brother, despite his unkempt appearance	2
28	0	1	2	3	1	2	6	0	2	0	2	1	5	4.0	12	4	3	3	1	1	Skipping this year's holiday party is certainly a mistake you won't want to make, as it will undoubtedly lead to regret and missed opportunities.	2
20	2	2	2	0	0	3	5	0	0	0	3	0	3	3.0	12	0	0	1	2	0	The cat cautiously emerged from hiding, stalked prey for a short while, then made a sudden pounce.	2
26	2	0	3	1	2	1	4	1	4	0	3	1	4	5.0	9	2	1	3	3	1	Although she has always wanted a puppy, her family never let her have one, yet somehow her cats remain loyal and loving companions.	2
18	0	4	1	1	0	1	4	0	3	1	1	0	2	4.0	9	1	1	1	0	0	She will never forget going to Yellowstone with her father on a summer vacation during her youth.	2
14	0	0	1	1	0	1	2	0	2	0	1	1	4	5.0	5	3	3	2	3	0	You may enjoy learning how to play the piano if you love music. Piano learning will give you new opportunities to explore your creativity.	2
21	0	1	2	2	2	2	4	0	3	0	2	0	3	4.0	7	1	1	3	1	0	The beach vacation was exactly what I needed, but the kids overexerted themselves and are now dealing with seasickness.	2
9	0	0	0	1	0	1	2	0	1	0	1	0	2	3.0	2	1	1	1	1	0	Your presentation is bound to impress the audience. The carefully chosen slides support strong arguments, demonstrating an expert level of knowledge	2
14	3	0	0	1	2	1	1	0	2	1	1	0	2	4.0	4	2	1	2	2	1	Browsing Amazon, I found a unique bangle that is both stylish and meaningful	2
27	1	4	2	3	0	1	5	0	4	0	2	0	4	6.0	13	2	2	3	1	0	Mom always makes sure we eat dinner with family every night, so we can catch up on what's been happening in everyone's lives.	2
15	2	2	1	1	0	2	4	0	0	0	1	0	1	3.0	3	0	0	1	0	0	The new president's inaugural address was widely viewed as a call to action. It will surely have important consequences.	2
8	1	1	0	0	0	0	2	0	1	0	1	0	2	3.0	3	1	1	1	0	0	Your dog enjoys going for long walks. It is especially happy when it visits the dog park. 	2
30	4	5	1	1	1	3	8	0	1	0	2	0	4	7.0	8	3	3	1	0	0	Your friend will certainly enjoy staying at the beautiful B&B, nestled in the quaint village surrounded by lush greenery and within walking distance to the charming town center.	2
11	0	1	1	2	0	1	2	0	1	1	0	0	2	3.0	10	1	0	1	0	1	Traveling to Rome this summer has been my most cherished wish	2
13	2	2	0	0	0	0	3	0	2	0	2	0	2	3.0	6	1	0	1	1	1	Browsing through endless aisles, I found nothing but cheap novelty toys.	2
13	2	1	0	0	0	1	3	0	2	1	1	0	2	4.0	5	1	1	2	2	0	Moonlight casts strange shadows on my wall, which inspires a new nightmare	2
30	1	2	0	1	0	4	9	0	2	0	1	1	6	6.0	18	5	5	2	4	0	The company had to issue a stern announcement reminding employees to wear their security badges at all times, since many were forgetting to wear them on the factory floor	2
10	1	1	0	1	0	1	2	0	2	1	1	0	0	2.0	3	0	0	1	0	0	Her new iPhone is a marvel for its clarity. Moreover it has the latest apps to download	2
19	3	2	0	2	0	1	3	0	1	0	4	0	2	5.0	5	2	2	1	0	0	This trip is going to be full of new, exciting experiences, for everyone, including children.	2
15	1	0	1	1	1	1	2	0	2	0	2	0	2	4.0	6	1	1	2	1	0	Luckily, our flight was not full and we managed to grab some winks.	2
25	6	1	0	3	1	0	8	0	1	0	3	1	1	5.0	9	1	1	2	1	0	Athletes should be aware that they might face new challenges such as different playing surfaces, different air quality, and unfamiliar crowd noise.	2
10	1	0	2	1	0	0	1	0	2	0	1	1	1	3.0	8	1	0	2	0	1	As soon as it arrived, my son was eager	2
17	1	1	2	3	0	1	1	0	1	0	3	0	2	3.0	8	2	2	2	0	0	Unfortunately, the concert is sold out, so you won't be able to attend. You will definitely regret this decision later.	2
12	0	0	3	2	1	2	2	0	0	0	0	0	2	3.0	7	0	0	2	0	0	The sun will definitely shine brightly and the temperature will certainly rise	2
16	0	0	1	2	0	2	4	0	2	1	2	0	1	3.0	6	0	0	2	1	0	Your mother's birthday is this Saturday, therefore your sister will bake a cake.	2
17	3	0	1	2	0	2	3	0	0	0	3	1	2	3.0	9	1	1	2	0	0	Next year, the beach will look beautiful, especially after the new palapas are installed. The palapas are sure to provide shade.	2
23	3	3	2	2	0	3	4	0	1	0	2	0	2	6.0	6	3	3	1	1	0	Skiing in the mountains is thrilling, especially when it's possible to ski down a slope untouched by any other skier.	2
21	2	0	4	3	0	3	3	0	0	0	2	0	3	6.0	6	3	3	2	2	0	The concert is sure to attract a large crowd, especially considering how well the band has been performing lately.	2
19	2	1	3	3	0	1	2	0	3	0	0	1	3	5.0	8	3	3	2	1	0	You will likely feel very satisfied with how clean the house was after their team had finished cleaning it	2
18	3	3	0	1	0	2	4	0	2	0	1	0	1	4.0	8	1	1	0	1	0	It is possible to explore the mysteries of deep space from the comfort of your own home. However, the most significant challenges in space exploration are those of human physiology and psychology.	2
16	0	1	0	0	2	0	2	0	3	3	1	1	3	4.0	5	2	2	2	3	0	Both Alice and Tom enjoyed themselves, as they watched David play chess with their grandfather	2
15	1	1	0	1	1	3	3	0	1	0	1	1	2	3.0	9	1	1	2	1	0	The cat chased the mouse around the house until it was tired and caught.	2
15	1	2	0	0	0	3	4	0	1	0	1	1	2	3.0	6	1	1	2	1	0	The cat chased the mouse as it ran across the room with quick steps. 	2
21	1	1	4	1	0	1	4	0	2	0	2	1	3	3.0	14	2	0	2	2	2	Although I can't afford a new car right now, driving around in my junkyard find definitely impresses passersby.	2
18	4	3	0	0	0	0	6	0	0	0	2	0	3	4.0	7	2	1	1	2	1	Melting ice caps pose existential threat to marine ecosystems, resulting in severe consequences for coastal communities.	2
26	1	4	2	0	1	2	5	0	4	1	2	0	4	4.0	18	2	2	4	1	0	Maria has a pet snake that slithers on the ground, and when it gets too dark, it curls up in her bed at night	2
23	3	1	2	1	1	3	6	0	0	0	0	0	4	4.0	9	2	2	1	4	0	Athletes in the high jump must first generate enough speed to overcome the barrier and then generate additional lift to clear the bar	2
14	2	1	0	1	0	2	2	0	2	1	1	0	2	4.0	4	1	1	2	1	0	The new iPhone will revolutionize the way you interact with your digital life. In fact, it already has, just by being introduced.	2
20	1	4	0	2	1	1	2	3	1	0	1	0	3	4.0	9	1	1	2	0	0	The concert was scheduled to begin at eight, but it was delayed until nine thirty due to technical issues	2
9	0	0	1	1	0	0	3	0	2	0	1	0	1	2.0	3	0	0	1	1	0	Your brother will never forget his graduation day. He will remember the moment when he walked across the stage, the feeling of relief and accomplishment, and the look of pride on his parent's faces.	2
24	1	3	2	1	0	4	4	0	3	0	1	1	3	5.0	7	3	2	4	0	1	The park where the dog ran was not visible through the mist until we heard him barking excitedly at something on the path.	4
27	3	3	1	1	0	3	4	0	4	0	3	1	4	6.0	6	3	3	3	1	0	She was wearing a bright yellow sundress, her golden hair blowing in the wind, smiling brightly at everyone as she walked down the beach.	4
29	1	1	1	3	1	1	6	1	4	0	3	0	5	5.0	12	3	3	5	2	0	Our boss was annoyed when two employees discussed their weekend plans, the TV was turned off, and everyone wore socks to work that didn't match.	4
29	1	0	1	0	2	4	8	0	2	0	3	3	4	5.0	12	2	2	3	3	0	The manager asked if any employees noticed the missing company documents, and if so, whether they had any witnesses or video footage to support their claim.	4
24	3	1	1	0	1	3	5	0	3	0	4	0	3	3.0	13	1	1	3	3	0	The old house had a beautiful garden, which needed attention, but the new owners ignored it completely, despite its potential.	4
17	2	1	0	1	0	1	4	0	3	0	1	1	3	4.0	6	2	2	2	2	0	I could feel my anxiety growing as I watched the dark sky full of storm warnings. It was obvious that there 'd been more to the story than just a typical summer storm, the type that was forecasted all throughout the region and could easily be brushed off without any issue.	4
32	2	3	0	2	1	3	7	0	4	0	4	1	4	5.0	8	1	1	4	3	0	The store was out of our favorite flavor, we couldn't get ahold of customer service, the cashier had a bad attitude, and we left without buying anything.	4
34	1	0	0	2	2	4	4	0	7	0	3	3	7	5.0	16	4	4	6	5	0	The detective asked if the victim had anyone who might have wanted to hurt her, but she told him that she had no enemies, and that she led a peaceful life.	4
21	0	0	0	2	1	4	6	0	0	0	4	0	4	4.0	13	0	0	4	1	0	The cat was napping, the baby playing, the mother working, and father was watching the football match.	4
44	0	3	4	2	2	4	6	0	4	0	3	0	12	7.0	22	6	6	4	2	0	She had always loved reading until the moment when her phone died and she could not find a charged device to borrow, so she sat and stared into space, trying to muster the effort to walk home in the pouring rain.	4
30	1	0	2	2	1	2	5	0	8	0	4	0	5	4.0	21	2	2	5	3	0	My brother likes cars, he always has a new car, there are some people who collect stamps, and that is something that he has never tried.	4
29	2	2	5	1	0	2	5	0	4	0	5	0	3	4.0	26	1	1	2	1	0	There was always a lot of food; there was always a lot of clean-up; I always hated mornings; my mother was never pleased.	4
24	1	3	1	1	1	4	6	0	1	0	3	0	2	3.0	12	1	1	1	2	0	The team was able to successfully complete the project, despite some challenges, and presented their results to the executives with confidence.	4
39	3	2	0	4	2	3	7	1	5	1	3	2	4	5.0	25	3	3	4	3	0	The hotel manager had called me to inform me that my account was overdrawn, and if it wasn't paid in the next 24 hours, I would lose access to the Wi-Fi and hot water.	4
23	0	2	1	1	1	3	6	0	1	0	4	1	3	5.0	8	2	1	2	1	1	As I entered the park, the birds were already singing, the flowers in bloom, and children playing with joy.	4
31	4	4	2	0	3	3	5	0	3	0	3	1	3	6.0	14	2	2	2	1	0	He walked slowly and calmly through the park, looking at the flowers with a critical and discerning gaze, while his companion whispered to him urgent and excited things.	4
26	1	3	3	3	1	2	3	0	3	2	3	0	2	4.0	16	1	1	3	1	0	Brad Pitt was seen at the hotel, where his wife allegedly attacked him, but he has been quiet about the incident since then.	4
40	3	4	1	3	1	5	7	0	5	0	4	0	4	5.0	23	3	3	4	2	0	The puppy chewed through all of their favorite toys, they didn't have the patience to walk around the neighborhood, it was extremely hot in the living room, but they were happy to see their grandmother.	4
33	3	4	0	1	1	2	5	0	4	1	3	1	5	6.0	11	4	4	2	3	0	As the new kid at school, Sarah found it hard to make friends, but she wasn't about to let that stop her from trying out for the lacrosse team.	4
32	3	4	2	0	0	5	8	1	2	0	2	1	3	4.0	14	2	2	2	1	0	The man with a black beard sat, reading his book in a dimly lit room while his two children played outside with the neighbor's son in the sunny garden.	4
24	1	2	1	3	0	0	3	0	4	1	1	2	4	5.0	9	4	4	4	1	0	Sally could tell her friend's lie about breaking up was bogus because she knew she hadn't seen them together for weeks.	4
29	0	2	4	1	1	2	3	0	3	0	2	0	8	7.0	9	6	6	2	2	0	We had just started to walk when the rain began to pour down, causing us to scurry for cover and ultimately leaving us soaked to the bone.	4
29	3	2	2	3	0	1	6	0	4	0	3	2	3	6.0	15	3	3	4	1	0	The company is known for their commitment to sustainable practices, while simultaneously, their financial success has attracted detractors who argue that their methods are inherently exploitative.	4
49	4	4	2	3	2	4	10	0	5	0	3	3	9	7.0	21	6	4	4	6	2	Having just moved to the city after finishing my studies, I saw an ad offering a job that paid double my previous salary for working odd hours, but little did I know that ghosts were roaming about and making unsettling noises in the building at midnight.	4
38	1	4	2	3	0	2	8	2	5	0	4	2	3	6.0	10	4	4	4	1	0	Every day at 3 pm, without fail, my sister calls to say, she'll be there in 20 minutes if she's not stuck in a traffic jam, even though she hates my dog	4
31	2	3	4	1	1	4	4	0	3	1	3	0	5	6.0	19	3	3	3	2	0	We had never gone to the seashore in July, until the summer we took a trip overseas, therefore I never witnessed the sand becoming scorching hot and yellow.	4
26	2	3	3	1	1	3	5	0	1	0	3	1	3	5.0	11	1	1	2	1	0	She has become more popular, and more well-liked among coworkers than at any other time since the firm rearranged the office layout.	4
23	1	3	2	2	0	2	5	0	3	0	3	1	1	4.0	9	1	1	2	1	0	We were always having dinner, though it was long past our bedtime, in the dim light of the living room. 	4
36	1	1	4	0	0	7	9	0	0	0	6	0	7	6.0	11	2	2	2	4	0	The baby began to cry, the mom quickly checked the diaper, then soothed the child, calming the infant down enough for a decent photo opportunity, capturing a life-defining snapshot.	4
32	0	5	6	1	1	1	4	0	5	2	2	0	4	5.0	14	1	1	3	2	0	John was always picking on him but never picked him up for game time, so he went over to Jen's house where she immediately put him in the game.	4
27	3	1	2	1	1	2	4	0	3	0	3	1	5	7.0	7	3	3	4	1	0	They walked in silence, their heavy breathing audible as they climbed the snowy mountainside, where the sky had already begun to dim and darken.	4
18	1	0	4	0	0	0	1	0	4	0	3	0	4	4.0	6	1	1	3	1	0	Her mother always yelled; therefore, she never heard her, so she screamed louder to compete	4
53	6	4	4	4	3	5	8	0	5	0	5	1	7	5.0	47	3	3	6	2	0	The tourists had always wanted to see a traditional Turkish dance, and once they returned home, they would tell tales of their incredible adventures to anyone who would listen; the stories were always embellished and full of exaggerated details, but the excited account of the event never changed. 	4
35	4	3	1	2	0	3	7	0	5	0	3	1	5	6.0	25	4	4	2	2	0	We needed help moving our heavy furniture up the stairs; there was already a line of people waiting at the front door; it was clear that our party would not go unnoticed.	4
