n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_post_constraint
13	2	2	1	0	0	1	3	0	1	1	2	0	0	3.0	7	0	0	0	0	0	Nothing too much trouble for Ian, thanks for a great stay.	0
21	2	3	2	0	0	2	5	0	2	1	3	0	1	4.0	13	0	0	1	0	0	The cat purred contentedly on my lap, nothing too much trouble for Ian, thanks for a great stay. 	0
26	1	0	1	3	1	3	4	0	3	0	3	0	4	5.0	14	2	2	4	3	0	Money was tight, but I didn't want to disappoint the kids, so I found a solution that wouldn't break the bank.	0
20	1	2	0	2	1	3	4	0	3	0	1	0	2	4.0	12	1	1	2	2	0	I was thrilled to have won the prize and the accolade from my peers means the world to me.	0
12	0	1	1	1	0	1	3	0	1	0	1	2	1	3.0	8	2	2	1	1	0	Thanks for taking care of the dog while we were away.	0
11	1	0	0	1	0	1	1	0	2	0	2	1	2	3.0	3	1	1	1	2	0	The cake was delicious, thank you for baking it. 	0
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The cat purred contentedly on my lap.	0
11	1	1	0	0	0	2	3	0	1	0	2	0	1	3.0	5	0	0	1	1	0	I had a great vacation, thanks for the hospitality.	0
16	2	2	1	1	0	3	4	0	0	0	0	1	2	2.0	9	1	1	1	0	0	The best fish tacos were had at that Mexican spot down the street before coming here	0
14	2	2	1	1	0	2	3	0	0	1	2	0	0	3.0	6	0	0	1	0	0	Herbert was so pleased by the unexpected gift, thanks for the kindness.	0
20	2	3	1	0	0	1	5	0	2	1	3	1	1	4.0	13	1	1	0	2	0	Thanks for sharing your thoughts about   Nothing too much trouble for Ian, thanks for a great stay.,  Your response does not correctly complete the request as it generates more than one sentence. Please provide a single sentence that meets the requirements of the task.	0
19	2	3	1	1	0	1	3	0	2	1	1	0	2	5.0	7	1	1	1	1	0	The best part of vacation for Samantha was not having to do anything too much trouble for her.	0
7	0	0	1	0	0	2	2	0	0	0	1	0	1	2.0	2	0	0	1	1	0	The dog happily chased the cat.	0
12	1	0	2	1	0	0	1	0	2	0	2	1	2	3.0	7	3	3	0	1	0	Thanks for coming over, it was great seeing you too.	0
15	1	2	1	0	0	1	4	0	1	1	1	0	2	3.0	6	1	1	2	0	0	Sara's eyes sparkled with delight when the dog played with its favorite toy.	0
8	0	1	0	0	0	1	2	0	1	0	1	0	2	3.0	4	1	1	1	1	0	I enjoy spending time in the city.	0
12	1	1	1	0	0	1	4	0	1	1	1	0	1	3.0	4	0	0	1	2	0	A surprise birthday party made everything too much trouble for John.	0
30	3	3	2	0	0	4	9	0	0	1	3	1	3	4.0	17	2	1	2	1	1	A new car to replace the junkyard find, as the insurance settlement came through in record time too much trouble for Ian, thanks for a great stay.	0
27	1	2	1	3	1	3	4	0	5	2	2	0	3	6.0	11	3	3	3	2	0	Thanks for the memories Mr. Smith, it was a great pleasure meeting you and I will never forget the adventure you have shared with us.	0
17	2	3	1	0	0	2	4	0	1	1	2	0	1	3.0	9	0	0	1	1	0	The kids laughed at nothing too much trouble for Ian, thanks for a great stay.	0
7	0	0	1	1	0	1	1	0	1	0	1	0	1	2.0	3	0	0	1	1	0	I am never leaving this place. 	0
12	2	0	2	2	0	0	1	0	3	0	1	0	1	3.0	4	1	1	2	1	0	She was so tired she could hardly keep her eyes open.	0
12	1	2	0	1	0	0	1	0	2	0	2	1	2	4.0	6	3	3	0	0	0	Thanks for hosting, it was great catching up with you.	0
21	3	2	3	0	0	1	5	0	2	1	2	0	1	3.0	14	0	0	1	1	0	John always kept his room spotlessly clean, not too much trouble for his mother, thanks for a great job	0
8	1	1	0	0	0	1	3	0	0	0	2	0	0	2.0	6	0	0	0	0	0	Thanks for a great lunch, Mom.	0
10	2	1	2	0	1	0	1	0	1	0	1	0	1	3.0	8	0	0	0	0	0	Laughed loud and long at his own bad joke.	0
11	0	1	1	1	0	1	3	0	1	1	1	0	1	2.0	7	0	0	1	1	0	Jamie will get the assignment tomorrow from his friend too.	0
9	1	0	1	1	0	0	0	0	3	0	1	0	2	3.0	5	1	0	3	1	1	Everything you have said I understand more now.	0
17	2	1	2	1	0	0	2	0	4	0	1	2	2	4.0	10	2	2	3	1	0	My sibling always gets more presents than I do even though I'm older than him. 	1
19	0	4	0	2	0	0	4	0	3	0	1	1	2	5.0	5	1	1	1	0	0	Her son was acting out due to his frustration of not being invited to his friend`s sleepover.	1
17	0	1	0	0	1	1	3	0	4	0	2	0	5	6.0	5	3	3	2	2	0	Her boss praised her performance at the meeting, which made her feel recognized and valued.	1
25	4	1	3	1	0	2	4	0	4	0	2	0	3	7.0	4	2	2	2	3	0	The new policies will probably benefit our whole community, which makes it even more important to inform our neighbors of the new protocols.	1
10	0	2	0	0	0	1	3	0	2	0	1	0	1	3.0	3	0	0	1	1	0	The manager reprimanded him in front of his coworkers.	1
19	1	4	1	0	1	0	4	0	3	0	1	0	3	5.0	6	1	0	1	1	1	Lying to your parents like this felt good and also brought back memories of our family's past. 	1
20	0	1	0	0	1	4	6	0	1	0	2	1	3	5.0	10	2	2	2	3	0	The teacher gave the student a B+ on the essay, writing that it lacked clarity and depth.	1
27	0	2	2	0	1	0	5	0	8	0	1	2	6	7.0	7	4	4	3	5	0	My mother insisted that we invite my grandmother even though she always makes us sit near her during dinner causing everyone tension and annoying our father. 	1
23	3	3	0	3	0	1	4	0	5	0	2	1	1	6.0	5	2	2	3	0	0	I can tell that my boss is upset with my work, which is clear from the furrowed lines on his brow. 	1
15	0	1	0	1	0	3	3	0	0	1	1	1	3	4.0	6	2	2	2	1	0	The manager threatened to fire John if the mistake was repeated in the future.	1
12	0	1	2	0	0	1	2	0	3	0	0	1	2	3.0	5	1	1	2	1	0	His eyes glazed over the cake as soon as he saw it	1
22	0	1	6	2	0	2	3	0	2	0	1	1	4	6.0	9	3	3	3	0	0	He was surprised when the dog started barking excitedly at the squirrel especially since it was sleeping soundly just moments before.	1
15	1	1	2	0	0	0	2	0	3	0	4	0	2	4.0	6	1	0	1	1	1	My mother, looking very disapproving, made me ______________ to my room immediately.	1
24	1	0	2	0	1	2	6	1	2	0	5	1	3	4.0	16	1	1	3	2	0	"The baby cried as I quickly grabbed the car seat and my two-year-old happily said ""bye bye."""	1
11	0	1	0	0	1	3	3	0	0	0	1	0	2	3.0	5	0	0	1	1	0	The dog ran to the park and caught a frisbee.	1
18	2	0	3	3	1	1	2	0	1	0	1	1	3	5.0	4	2	2	2	1	0	The new employee will certainly be oriented efficiently if given instructions that are clearly written and straightforward.	1
34	4	2	2	2	0	4	6	1	3	0	1	1	6	8.0	13	6	6	2	3	0	"It was extremely frustrating to witness someone being disrespectful to a customer especially in public  Please note that this task involves producing a sentence that has one subordinate proposition following the main clause. This means that the subordinate proposition should come after the main clause in the sentence, and it should be connected to the main clause using a connector such as ""because,"" ""although,"" or ""although."" In the provided example, the subordinate proposition ""especially in front of my four year old"" follows the main clause ""It was very upsetting to see this kind of behavior.""  Your response should also follow this format, with the main clause coming first and the subordinate proposition coming after it. Remember to use a connector to link the subordinate proposition to the main clause. Good luck!"	1
26	3	2	0	3	1	2	7	0	2	0	2	1	2	5.0	10	2	2	2	1	0	It is possible this new building will affect property values in this area if it is not completed with high-quality materials and craftsmanship.	1
12	1	3	0	0	0	1	3	0	1	1	1	0	1	3.0	6	0	0	1	0	0	John walked into the kitchen with fresh flowers in his hands.	1
17	1	3	1	1	0	3	4	0	0	0	1	1	2	5.0	5	1	1	1	0	0	The baby was sleeping soundly except for the sound of crying coming from the next room.	1
18	1	0	4	2	1	1	1	0	3	0	1	0	3	4.0	9	2	2	2	2	0	She was afraid he had finally found a reason to leave her alone and never come back.	1
28	2	2	0	0	1	2	5	0	4	0	3	1	7	5.0	8	3	3	2	2	0	The coach reminded the struggling team to stay focused, ignore their doubts, and rely on their previous training as they prepare for their next game.	1
15	1	2	1	0	0	0	2	0	4	0	1	0	3	5.0	6	2	2	1	2	0	It made my mother very displeased to witness me talking to strangers like that.	1
18	0	1	1	2	0	2	3	0	4	0	1	1	3	3.0	9	2	2	3	2	0	The manager informed him of the policy changes after it was observed he had repeatedly violated them.	1
24	3	2	2	2	2	1	3	0	2	0	3	1	3	4.0	10	1	1	3	0	0	The new product was highly anticipated, yet once it was released, it quickly flopped due to numerous defects and technical glitches.	1
14	0	2	1	0	0	2	4	0	0	0	1	0	3	4.0	4	2	2	1	1	0	The manager sternly told the employee to stop slacking off during work hours.	1
13	1	1	0	0	0	2	3	0	2	0	2	0	2	3.0	8	0	0	1	2	0	I have a great idea for a party, exclaimed my hostess.	1
16	2	0	3	1	0	1	2	0	2	0	1	0	2	4.0	4	2	2	2	1	0	The dog's collar was too small, which made it even more reluctant to walk	1
18	0	0	2	2	0	2	3	0	2	0	1	2	3	5.0	7	3	3	2	1	0	The cashier said that it would take longer to refund my money because the system was down.	1
17	0	2	1	0	0	2	4	0	1	0	2	1	3	3.0	5	2	2	1	1	0	The man's face turned red with anger, screaming at the woman for leaving him.	1
17	0	2	2	1	1	2	4	0	1	0	1	0	3	5.0	4	1	1	1	1	0	My daughter was deeply impacted and left in tears when witnessing the fight among the adults.	1
20	2	2	1	1	1	3	4	0	1	1	1	1	2	4.0	9	1	1	2	1	0	The teacher wrote the wrong equation on the board and then realized that John was right in his answer.	1
16	1	1	2	2	0	2	2	0	3	0	1	0	2	4.0	5	2	2	2	1	0	She found it particularly galling given all she had been through with the same person.	1
20	2	1	3	3	0	1	2	0	1	0	3	1	2	3.0	14	2	1	2	0	1	The new restaurant in town, which had been highly recommended, was unfortunately not as good as expected.	1
16	2	3	1	1	0	2	3	0	2	0	1	0	1	3.0	8	1	1	2	0	0	My parents are very pleased with the outcome because of the excellent job you did.	1
16	1	1	2	1	0	2	3	0	2	0	1	0	2	5.0	4	2	2	1	1	0	It was incredibly annoying to see my neighbor blatantly break the rules of the complex. 	1
26	1	3	3	1	2	1	1	0	5	0	3	0	5	5.0	13	2	2	3	0	0	I walked out onto the deck, where she was sitting, and she looked really worried about something and started to confide in me.	1
16	0	2	1	0	0	3	5	0	1	0	1	1	2	3.0	8	1	1	1	1	0	The manager reprimanded the employee in front his coworkers for falling asleep on the job.	1
20	0	1	1	1	0	2	4	0	2	1	3	1	4	5.0	9	3	1	3	2	2	As the bell rang, signaling the end of recess, Emily realized she had forgotten her homework again.	1
25	1	2	0	3	1	5	5	0	1	0	4	0	3	4.0	12	1	1	3	1	0	The baby was asleep, the cat was grooming itself, and the dog was sitting by the door, hoping for a treat.	1
12	0	2	0	0	1	2	3	0	1	0	1	0	2	4.0	5	0	0	1	1	0	I walked into the room and observed the devastation with disbelief.	1
14	0	0	1	0	0	2	5	0	3	0	1	0	2	3.0	7	1	1	2	3	0	My mom gave me a scolding look when I spilled the ice cream.	1
20	2	2	2	1	0	1	3	1	4	0	1	0	2	5.0	6	2	2	0	2	0	It was very distressing to see him treat someone this way especially in front of his two young daughters.	1
15	0	0	3	1	0	0	2	0	4	0	2	0	3	3.0	5	2	1	3	1	1	When my mom asked why, they sheepishly admitted they had forgotten their tickets.	1
20	0	1	2	0	0	2	3	0	3	0	2	1	4	4.0	11	2	2	2	2	0	My boss asked me to work late without any explanation, so I had no choice but to comply.	1
14	0	1	1	2	0	0	4	0	2	0	1	1	2	3.0	7	1	1	2	1	0	He's leaving work early because his kid is graduating from college tomorrow.	1
29	2	4	1	0	2	1	6	0	4	0	1	1	6	6.0	12	3	3	2	2	0	He went off to find her but after many minutes of searching found her sitting with tears flowing from eyes, and her lips curled into a faint smile	1
15	1	0	2	0	0	1	5	0	2	0	1	0	2	3.0	6	1	1	2	0	0	Her husband's affair became a nightmare when his lover moved in next door.	1
27	1	2	0	1	1	3	3	0	4	1	2	1	5	5.0	13	3	3	3	4	0	The manager instructed me to finish this project by Friday at latest, and he threatened to fire me if I did not meet the deadline.	1
9	0	1	0	1	0	2	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	This is a solved example of the task. Generate a sentence with 1 subordinate propositions following the main clause. Write only the sentence, without adding further text and without explanation	1
34	4	0	2	1	2	1	8	0	1	0	4	2	8	9.0	8	4	4	2	5	0	The government hopes to improve economic indicators by liberalizing trade policy and promoting private investment, which if effectively implemented, could generate substantial foreign exchange earnings and attract much-needed FDI.	2
27	2	1	1	2	0	3	6	0	3	0	3	1	4	8.0	5	4	4	2	4	0	Their campaign has been effective, successfully mobilizing voters to back their candidate, who has a real chance of defeating the incumbent in the election.	2
37	2	5	2	2	3	2	5	0	3	3	2	0	6	6.0	19	2	2	2	2	0	They are planning to go to Disneyland for Christmas and start the trip early next year, and they are really counting on Santa to arrive and bring presents to the little girl on their vacation.	2
47	5	7	0	2	1	6	10	1	1	0	5	1	6	7.0	21	3	3	2	4	0	The new policy, on one hand, would allow for greater autonomy in the governance of the company's operations, while on the other, implementing it would necessitate significant investments in training and staffing up the necessary teams to handle the increased workload. 	2
34	5	3	2	2	1	5	8	0	1	0	2	1	3	5.0	19	2	1	2	3	1	As long as the government lifts the restrictions on the secular opposition party, they will be in a better position to hold the religious extremists accountable and prevent further attacks on minorities.	2
25	0	2	3	3	0	1	5	0	4	0	1	1	3	4.0	14	2	0	2	2	2	If she is not secretly feeding her husband lines to deliver in meetings, then she might actually be enjoying her work as a manager	2
31	2	2	2	2	2	1	7	0	3	0	3	1	4	6.0	9	3	2	2	1	1	In order to properly defend this case, adequate preparation and investigation is required, which we have already begun to implement with our team of experts and advanced technology.	2
30	4	3	0	4	2	5	6	0	1	0	2	0	3	5.0	20	1	1	3	1	0	The country would benefit from a leader who can bridge partisan divides and govern with integrity, but such a figure may be unlikely in the current political climate.	2
28	4	3	2	1	1	2	6	0	0	0	3	1	4	7.0	9	3	1	2	1	2	If the government continues to stagnate, the already fragile economy will collapse completely, leaving millions of people jobless and hungry without access to medical care.	2
27	1	1	1	1	2	2	7	0	3	0	3	0	5	4.0	18	1	1	2	4	0	The new CEO needs to establish credibility, restore confidence, and revamp our sales strategies or our competition will soon leave us in the dust.	2
17	2	1	3	2	0	2	2	0	0	0	1	1	2	3.0	5	1	1	1	0	0	The military operation should have started much earlier if not postponed repeatedly by the civilian government. Furthermore, the generals did not receive enough support from the political leaders to prosecute the campaign to victory.	2
34	3	3	1	2	1	4	8	0	1	0	2	2	5	5.0	11	4	2	2	1	2	As the government continues to make progress on important policy initiatives, it is critical that the opposition parties are brought into the fold and allowed to contribute meaningfully to the democratic process.	2
25	4	1	0	2	2	2	5	0	2	0	2	0	4	6.0	7	1	1	2	2	0	Within hours the storm will pass and we can expect a sunny and beautiful day to celebrate our long-awaited holiday next week.	2
43	2	5	1	2	1	2	8	0	6	1	2	2	8	9.0	19	6	6	5	4	0	The president has promised tax cuts to the people to boost economic growth if they re-elect him in November, but many doubt they will come to pass unless he first addresses concerns about his ability to follow through on his word.	2
37	1	3	4	3	2	3	8	0	2	0	1	1	8	7.0	25	5	1	5	1	4	Although many were injured in chaos at the festival when the sound system went haywire causing everyone to panic and stampede towards the exits, thankfully nobody was killed when order was restored and rescue workers arrived	2
31	5	2	1	1	1	0	4	0	2	4	3	1	5	4.0	16	2	2	3	2	0	NASA hopes to send uncrewed Orion into lunar orbit, but first, SpaceX's Dragon must prove its mettle with its first operational lunar mission before crewed flights begin.	2
23	2	1	2	2	0	2	2	0	3	2	2	0	4	4.0	7	2	2	2	2	0	They will never let this go - the Feds must act fast on their criminal evidence to prevent a second Trump term.	2
13	1	3	1	1	0	1	2	0	0	2	1	0	1	4.0	9	0	0	1	0	0	Fears about another military coup in Pakistan have only grown as Gen. Pervez Musharraf, who seized power in a bloodless putsch in 1999, consolidates his grip over key leverages with his allies in government.	2
41	5	5	1	3	2	2	13	0	3	0	3	0	3	5.0	21	2	2	3	3	0	The state should prioritize funding higher education over prison construction to ensure a smarter future for its citizens, but meanwhile, prisoners are denied basic needs like healthcare and sanitation in unsanitary conditions that are detrimental to their rehabilitation.	2
27	0	2	1	3	1	4	8	0	0	0	3	1	3	4.0	9	1	0	3	2	1	If the company does not address the problem quickly, customers will switch to competitors, and the sales figures will reflect the lack of effort.	2
19	2	2	0	1	0	3	5	0	0	0	1	0	3	4.0	11	2	1	1	2	1	To ensure a fair chance at election, the military leaders should allow all candidates to run without interference	2
33	3	4	1	3	0	3	7	0	1	2	2	1	3	5.0	17	3	1	2	1	2	If Punjab continues to be the epicentre of Pakistan's war against terror, then military operations should be taken to their logical limits to bring a final resolution to this crisis.	2
31	0	5	2	1	0	2	6	0	5	0	3	1	5	6.0	7	4	3	3	1	1	As I walked into the party, I could see him pacing nervously in the corner, visibly struggling to maintain his façade of confidence in front of his peers.	2
26	2	3	1	1	0	3	7	0	1	2	2	1	3	4.0	9	1	1	2	1	0	Pending confirmation from the Pentagon, sources claim that Iran has successfully launched its new stealth attack drone from an undisclosed location in the region. 	2
42	2	3	1	4	0	4	8	1	5	0	4	0	7	6.0	21	5	5	4	2	0	On the one hand, he will finally have the money he needs to buy the sports car he's been wanting; on the other, he will have to start paying for his son's college tuition next year.	2
24	3	2	2	1	1	3	4	0	0	0	3	1	3	5.0	7	2	2	1	1	0	The rampant procrastination will likely result in a subpar presentation, negating the extensive preparation, if not addressed immediately and with diligence.	2
19	1	1	0	1	1	3	5	0	0	0	1	0	3	5.0	8	1	1	1	1	0	The tourists got confused by the cathedral's gothic architecture and failed to locate the shrine's entrance.	2
28	4	2	0	2	2	1	9	0	1	0	1	1	4	7.0	8	2	2	1	2	0	Fossil fuel executives should be investigated and prosecuted for criminal negligence given their long history of putting short term profits above the public's safety and health.	2
32	3	4	1	2	1	3	7	0	1	1	2	0	4	6.0	15	4	1	1	2	3	To be able to compete competently with the new kittens playing in the garden, Fluffy must have a complete set of toys and scratching posts to entertain herself during naps.	2
45	3	4	3	3	0	3	9	0	4	2	4	1	6	7.0	16	5	3	4	2	2	Although they had been secretly collaborating all week, John's plan to propose to Mary during the office party was ruined when their boss unexpectedly announced an early close-of-business deadline that threatened to sabotage their moment of romantic glory.	2
35	3	3	2	1	0	5	8	1	2	0	4	1	3	6.0	14	2	2	2	3	0	On the one hand, the boss was furious at the employee's absence; on the other hand, he secretly admired his ability to play golf while simultaneously running a successful business. 	2
25	1	4	0	0	1	3	6	0	4	0	2	0	3	7.0	4	1	1	1	3	0	On the contrary, I have every confidence in my ability to overcome this obstacle and achieve my goals without assistance from anyone else.	2
23	6	1	2	1	1	1	5	0	2	0	2	0	2	6.0	7	1	1	2	2	0	Their new album features several tracks with complex lyrics and musical arrangements that will challenge even the most open-minded listeners.	2
21	3	2	1	2	1	2	5	0	0	1	1	1	2	5.0	13	1	1	2	0	0	The United States government will be taken over by white supremacists if the current trends of incitement and intolerance persist. Furthermore, their agenda will result in a civil war that the nation will not recover from.	2
32	1	1	1	4	1	3	10	0	1	0	2	2	5	5.0	17	3	3	4	2	0	The company can increase its production significantly if more workers are put on the assembly line, but productivity will suffer if quality control measures are compromised to meet the demand.	2
34	3	2	1	4	1	3	7	0	5	0	2	1	3	7.0	10	3	3	3	3	0	He must be careful to not upset his boss on the project, the one who will determine his promotion and salary next year unless he has found a new job by then.	2
20	2	1	0	3	1	2	4	0	1	1	2	0	3	4.0	7	0	0	2	3	0	African Union should encourage Terrorist organizations, they are unifying forces in the region and could hold a ceasefire.	2
42	8	1	0	3	2	5	3	0	1	8	7	1	3	4.0	21	1	0	2	2	1	If the Prime Minister could break his alliance with the fundamentalist MMA and embrace democratic values, the new allies would be the liberal Pakhtoonwa Democratic Movement (PDM) and the moderate religious-based Millat-e-Qayyum. 	2
53	6	3	1	1	1	4	16	0	3	0	11	1	4	6.0	27	3	3	1	3	0	On the other hand, it would give the opposition another opportunity to criticize its performance if not handled carefully, given its previous mistakes, inefficiency, a history of blunders, corruption, lack of leadership, weak governance, policy somersaults, poor economy, and unrealistic electoral promises.	2
25	2	2	0	3	1	4	5	0	1	0	2	1	3	5.0	12	1	1	2	1	0	Beware, the wizard might not help unless you are a fellow of the secret college and have earned the proper badges of respectability.	2
24	1	2	1	2	1	2	5	0	1	0	3	1	5	4.0	6	2	1	2	1	1	If the new technology is adopted, it will greatly improve the efficiency of production, resulting in increased productivity and reduced waste.	2
28	3	2	2	4	0	1	5	0	3	0	1	2	3	5.0	10	3	3	3	1	0	Potential customers will likely be deterred if they cannot find a website with easily accessible product information since they need to be confident about their purchases. 	2
26	1	1	3	0	1	2	3	0	4	1	1	1	6	6.0	15	4	4	4	1	0	She wants to go there because the museum has a famous exhibit on Egyptology that she needs to see and also her friend works there.	2
42	3	6	1	2	0	6	10	1	3	0	4	1	4	7.0	14	3	2	3	3	1	On the one hand, his refusal to budge from his position suggests a stubbornness that may undermine potential negotiations, while on the other, rumors of a coup may signal an even deeper level of instability in the region.	2
21	0	3	0	1	1	1	4	1	4	0	2	1	2	4.0	6	1	1	2	0	0	On the one hand, I cannot agree to your proposal as it goes against my beliefs and values. On the other hand, I appreciate your willingness to compromise and find a solution that works for both of us.	2
23	4	2	0	1	1	2	4	0	2	0	1	1	4	5.0	8	2	2	2	2	0	They may need support if they want to hold the government accountable and push for meaningful political reforms at the local level.	2
27	2	2	2	2	0	4	6	0	2	0	2	1	4	5.0	8	3	3	2	2	0	The new employee must first demonstrate his value add to the organization before getting a permanent job offer, which could potentially lead to a raise.	2
33	2	2	0	4	1	4	6	0	1	0	2	1	7	7.0	16	5	5	3	2	0	The protesters should be allowed to continue demonstrating if they are not causing any disturbance, but the government may need to provide more support for small businesses affected by the demonstrations.	2
34	2	4	0	4	1	2	3	0	5	1	1	3	7	9.0	7	5	5	4	2	0	Mrs.Smith will get angry if she finds out that her son has been sneaking out to drink and will punish him if he breaks any of the rules set for his own good.	2
34	1	3	1	1	1	5	8	0	2	1	6	0	3	8.0	12	3	3	2	3	0	Without hesitation, Nuno and his team were able to successfully complete the installation, which allowed the client to operate the equipment in a state-of-the-art environment.	2
18	1	1	0	2	1	2	3	0	2	1	0	0	4	6.0	6	3	3	2	2	0	The European Parliament will scrutinize it to ensure it will help stimulate jobs and growth across the region	4
31	4	0	1	3	0	3	5	0	1	0	2	2	6	5.0	13	5	5	3	2	0	The tourists are likely to feel disappointed if the museum is closed, so they will need to find other attractions to visit in order to make the trip worthwhile.	4
29	3	3	0	1	1	4	8	1	1	0	3	0	3	7.0	6	2	2	1	2	0	The company must reorganize its operations, to meet the new customer demands, resulting in the closure of several branches and the layoff of several hundred employees.	4
25	3	1	1	2	1	3	5	0	0	3	2	0	3	6.0	11	1	1	2	3	0	The EU has set new targets for emissions, the UK Government must now set new objectives and plans to reach these new reductions.	4
45	5	4	0	3	3	4	13	0	2	0	3	2	6	8.0	10	4	4	3	2	0	I'm confident that the new marketing initiatives will generate heightened demand and increase sales, resulting in increased revenue and profitability for the company, given that these initiatives are based on a solid understanding of our target audience and effective messaging strategies.	4
35	4	5	4	3	2	2	7	0	1	0	2	1	4	6.0	9	1	1	2	0	0	The increased demand for electricity during the winter months is largely met by expensive and polluting sources of power, which surely must be replaced with cheap and clean alternatives as soon as possible.	4
25	2	4	0	2	1	3	6	0	1	0	2	0	4	6.0	7	1	1	2	0	0	The company is counting on improved efficiency from the new software, which should lead to increased production and a significant decrease in costs.	4
39	2	2	2	1	1	3	6	0	7	0	5	0	8	8.0	16	4	4	2	7	0	We want the city council to consider our bid, take it seriously, examine it, and approve it, thereby enabling us to build an innovative museum that will serve as a showcase for local art.	4
23	3	2	0	1	1	2	5	0	5	0	1	0	2	7.0	5	2	2	2	2	0	It is essential to the success of our new project that we utilize the latest technologies to ensure their effectiveness and functionality.	4
28	2	2	1	0	2	4	8	0	0	0	2	1	6	5.0	10	2	1	1	5	1	Generating a response for each of the above requests requires knowledge and practice in identifying key points, understanding sentence structures, and accurately depicting the required structure	4
27	4	4	0	2	0	3	7	0	2	0	1	2	2	5.0	9	2	2	2	2	0	The manager informed her team leader that she would be absent from the office for several weeks due to undergoing treatment for a serious medical condition. 	4
27	3	1	0	3	1	2	4	0	3	1	2	1	5	5.0	8	3	3	4	1	0	The Prime Minister looked concerned as she watched the protestors, fearing their voices would go unheard and their message would not be heard in parliament.	4
38	7	2	0	2	2	4	8	0	2	0	5	1	5	8.0	17	2	2	2	4	0	We will have a thorough analysis of the risks it involves and will take all necessary measures, such as training more people, hiring a safety expert, and purchasing additional protective equipment, if necessary.	4
