n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_prop_constraint
29	2	2	0	3	3	3	5	0	3	0	1	0	4	5.0	9	1	1	2	2	0	Either I don’t see the opportunity to travel or I will have exhausted all of my vacation time and leave after the upcoming week’s last day.	0
5	1	0	0	1	0	1	1	0	0	0	1	0	0	2.0	2	0	0	1	0	0	The sky is blue.	0
9	0	1	1	0	0	1	2	0	0	1	1	0	1	3.0	5	0	0	1	0	0	The cat purred contentedly on John's lap.	0
12	1	2	0	0	0	2	4	0	1	0	1	0	1	2.0	8	0	0	1	0	0	The team gathered at the field for their nightly practice session.	0
12	0	2	1	0	0	2	2	0	1	0	1	1	2	4.0	5	1	1	1	1	0	She ate the sandwich quickly before running out of the room.	0
7	0	1	0	0	0	0	2	0	2	0	1	0	1	2.0	4	0	0	1	1	0	He ate dinner with his family.	0
10	0	1	1	0	0	2	2	0	1	0	1	0	2	4.0	4	1	1	1	1	0	I saw a man walking alone in the forest.	0
9	1	0	1	1	0	1	1	0	1	0	1	1	1	2.0	5	1	1	2	0	0	The baby cried loudly because it was hungry.	0
10	0	1	1	1	0	2	2	0	0	0	1	0	2	2.0	5	0	0	1	0	0	The sun was shining brightly over the rolling hills.	0
8	0	0	0	1	1	1	1	0	1	0	1	0	2	2.0	4	0	0	1	1	0	I have read and understood all instructions.	0
6	0	1	0	0	0	1	1	0	1	0	1	0	1	2.0	3	0	0	1	0	0	He walked across the street.	0
22	2	2	0	1	1	3	5	0	2	1	3	0	2	6.0	10	1	1	2	1	0	The new iPhone has revolutionized the way we communicate with its state-of-the-art features and sleek design	0
7	0	1	1	0	0	1	2	0	1	0	0	0	1	2.0	4	0	0	1	0	0	The cat purred contentedly on my lap	0
16	1	2	1	0	0	4	4	0	0	0	2	0	2	3.0	6	1	1	1	1	0	The sun slowly rises over the horizon, casting a warm glow over the landscape.	0
10	3	0	0	1	0	1	3	0	0	0	1	0	1	2.0	5	0	0	1	1	0	The company will launch several new products next month.	0
16	1	2	2	0	0	3	4	0	0	0	1	1	2	4.0	11	1	1	2	0	0	The sun set slowly in the sky as the last rays of light faded away.	0
13	2	1	0	1	0	2	2	0	0	0	1	0	2	3.0	5	2	2	1	1	0	The cat was happy to find a warm sunbeam to nap in.	0
18	1	3	0	0	0	2	4	0	0	3	3	0	1	3.0	9	0	0	1	0	0	John's cat, Mr. Whiskers, chased after the red dot across the room with excitement.	0
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The cat purred contentedly on my lap.	0
9	0	1	0	0	0	2	3	0	0	0	1	0	1	3.0	5	0	0	1	0	0	The cat laughed at the mouse's fear.	0
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The cat purred loudly on my lap. 	0
11	0	2	0	1	0	1	3	2	0	0	1	0	1	2.0	6	0	0	1	0	0	The train will arrive at platform 3 in two minutes.	0
8	0	1	1	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The car slowly drifted into the intersection.	0
18	1	1	0	1	0	3	3	0	2	0	2	1	2	3.0	10	2	1	2	2	1	Although the dog chased the cat around the tree, it was not able to catch it.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The car raced down the straightaway.	0
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The cat purred contentedly on my lap.	0
9	0	1	0	2	0	0	2	1	1	0	1	0	1	2.0	4	0	0	1	1	0	I have been studying languages for three years. 	0
12	0	2	1	0	0	3	4	0	0	0	1	0	1	3.0	4	0	0	1	0	0	The car slowly drove down the winding road into the darkness.	0
9	0	2	0	0	0	2	3	0	0	0	1	0	1	2.0	5	0	0	1	0	0	The train arrived at the depot at noon.	0
12	1	2	1	0	0	3	3	0	0	0	1	0	1	3.0	4	0	0	1	0	0	The baby cried loudly in the middle of the darkened room.	0
13	0	1	1	0	0	1	3	0	2	1	1	1	2	3.0	7	1	1	1	2	0	Sarah quickly put her phone in her purse before leaving the house.	0
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The cat purred contentedly on my lap.	0
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The cat purred contentedly on my lap.	0
8	0	1	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	The sun set slowly in the sky.	0
10	0	1	0	1	0	1	2	0	0	3	1	0	1	3.0	6	0	0	1	1	0	Maria will attend the conference in Los Angeles tomorrow.	0
16	2	1	1	0	0	1	3	0	3	0	2	1	2	3.0	7	1	1	2	1	0	The cat purred contentedly on my lap as I stroked her soft, fluffy fur.	1
15	2	1	0	0	0	4	4	0	0	0	2	0	2	3.0	5	1	1	1	2	0	A bright light filled the dark night, illuminating the path through the forest.	1
21	0	1	2	0	0	3	6	0	3	0	2	1	3	4.0	9	2	2	3	2	0	The cat slowly crept across the kitchen floor, its paws barely making a sound as it stalked its prey.	1
15	0	2	1	0	0	3	4	0	1	0	1	1	2	3.0	7	1	1	2	0	0	The sun rose over the horizon as the cat purred contentedly on my lap.	1
20	1	1	1	1	0	3	6	0	1	0	2	0	3	5.0	6	2	2	2	1	0	The manager walked into the conference room, where his team was waiting to review the new marketing campaign.	1
27	3	2	1	1	0	3	7	0	0	0	3	2	3	5.0	8	3	2	2	2	1	The research team, after conducting various experiments, was able to conclude that the new medicine __________ significantly reduced the symptoms in patients with cancer.	1
18	1	1	0	2	1	2	4	0	0	1	2	1	3	3.0	12	1	1	3	1	0	Most people would agree that the sun will rise on Friday, but the weatherman predicted rain.	1
29	4	2	0	1	1	5	8	0	1	0	2	0	2	7.0	25	1	1	2	2	0	The chef had prepared an elaborate dinner for the restaurant's anniversary celebration, which included _a soufflç with a delicate crust and a buttery, flavorful center._	1
20	3	2	0	0	0	2	3	0	1	0	6	0	2	5.0	9	1	0	1	1	1	The astronauts, eager to explore the distant planetoid, descended upon its surface with ________________ (cautious).	1
19	2	3	1	2	0	1	4	0	1	1	2	0	2	4.0	9	1	1	1	1	0	John has walked for several hours, having covered almost half of the distance to his final destination. 	1
20	3	3	0	0	0	2	6	0	1	0	1	0	3	7.0	6	2	2	2	1	0	The stormy skies churned with flashes of lightning that illuminated dark shadows dancing amidst the trees' wild tremors.	1
14	1	2	1	0	0	0	3	1	1	1	1	0	2	4.0	6	1	1	1	1	0	With careful planning, John managed to finish his dissertation in just three months	1
15	1	2	1	1	0	3	3	0	1	0	1	1	1	4.0	5	1	1	2	0	0	The cat purred loudly because it was content with the warmth of the sun.	1
14	4	2	0	0	1	1	3	0	1	0	1	0	1	3.0	5	0	0	1	0	0	The delicious pizza arrived hot and fresh in front of my hungry friends.	1
23	1	2	2	0	0	2	3	0	4	1	2	0	5	5.0	9	4	4	4	1	0	John had a dog that he loved to walk, which often resulted in dirty paws by the time they got home.	1
16	2	1	1	0	0	3	4	0	1	0	2	0	2	4.0	5	1	1	2	1	0	The sun set gradually over the distant ocean, its orange hue painting the sky.	1
15	3	2	1	0	0	3	3	0	0	0	2	0	1	2.0	6	0	0	1	0	0	Under the warm sunlight, the small kitten slowly purred in the soft blanket.	1
25	1	2	2	0	2	1	6	0	4	0	2	1	4	4.0	14	2	2	2	3	0	He loved eating ice cream and cookies so much in the summer, because it reminded him of his childhood and provided instant satisfaction.	1
19	3	2	1	0	0	3	4	0	1	0	3	0	2	5.0	6	1	1	1	0	0	The sun sets quickly over the ocean, its fiery descent shrouded in a gentle, golden haze. (1 subordinate proposition)  Please select a new instruction to continue.	1
19	2	3	2	0	0	3	4	0	0	1	2	0	1	4.0	6	0	0	1	0	0	Under the stiflingly hot sun, a sweatdrop gleamed on the tip of Maria's perfectly proportioned nose.	1
22	2	1	0	1	1	2	8	0	0	0	1	1	3	5.0	7	2	1	1	3	1	The best solution to reduce traffic congestion is to improve public transportation systems by increasing the numbers of buses and trains.	1
13	0	1	0	1	0	3	3	0	1	0	1	1	2	3.0	5	1	1	2	1	0	The cat slept after it had chased the mouse from the room.	1
15	0	3	0	0	0	3	4	0	1	0	2	0	2	4.0	5	1	1	2	0	0	The cat played with the mouse, which scurried under the bed in fear.	1
12	0	1	3	0	0	2	2	0	1	0	0	1	2	3.0	8	1	1	2	0	0	She walked slowly through the park as the sun set slowly overhead	1
15	0	3	0	0	0	2	5	0	2	0	1	0	2	5.0	4	1	1	2	1	0	The cat purred in front of the dog who wagged its tail with excitement.	1
15	2	1	0	1	0	2	5	0	1	0	0	0	2	3.0	8	1	1	1	2	0	The company will expand its marketing efforts across different platforms to reach a wider audience	1
20	1	2	0	0	1	2	5	0	1	1	2	0	3	4.0	8	1	1	1	1	0	During the concert, the cell phone's bright light caused Ella to squint and shift in her seat.	1
15	0	1	0	1	1	1	3	0	4	0	2	0	2	3.0	7	0	0	2	2	0	She had forgotten the book, but her sister remembered it in her attic.	1
11	2	1	0	0	0	2	2	0	0	2	1	0	1	2.0	5	0	0	1	1	0	"The big brown bear climbed Mount Everest in the morning. (In this sentence, ""the big brown bear"" is the principal proposition, and ""in the morning"" is a subordinate proposition.)"	1
26	1	3	4	0	0	1	4	0	2	1	5	0	3	4.0	7	2	1	2	1	1	With his eyes fixed intently on the prize, John resolved to ________________ (study) harder than ever before to achieve his academic goals.	1
23	0	3	1	2	0	3	6	0	2	0	2	0	3	4.0	10	2	2	2	1	0	With a glimmer of hope in his eyes, the boy carefully opened the letter he had been waiting weeks to receive.	1
11	3	0	1	0	0	1	2	0	2	0	0	0	2	3.0	4	1	1	2	1	0	The delicious fruit had several juicy segments that I eagerly devoured	1
23	1	2	2	0	1	3	4	0	1	2	1	1	4	5.0	6	3	2	2	1	1	With their hands still tied, John and Emily carefully navigated through the dark forest to escape the danger lurking in the shadows	1
14	0	2	0	0	1	3	3	0	1	0	1	0	3	4.0	5	1	1	1	1	0	I walked down the stairs and found the cat sleeping on the windowsill.	1
17	1	2	0	2	0	3	3	0	1	0	3	0	2	4.0	10	1	0	2	0	1	The cat, which was sleeping on the couch, was startled by the loud noise.	1
20	5	1	0	0	2	1	3	0	2	0	3	0	2	4.0	6	1	1	1	1	0	His ex-wife's new partner, tall and muscular, left the restaurant looking smug and pleased with himself.	1
18	1	0	0	1	0	4	5	0	1	0	1	2	3	4.0	7	2	2	3	2	0	The manager announced that the company would launch a new project after the team completed their work. 	1
26	4	1	1	0	0	2	5	1	4	1	2	0	4	4.0	16	2	2	3	4	0	Mary ate a sandwich so big she needed two hands to hold it; its crispy crust complemented its juicy meat in a harmonious union.	1
19	2	2	1	1	0	2	3	0	3	0	1	1	2	4.0	8	2	2	2	1	0	The cat purred loudly on my lap because it was happy to see me after a long absence.	1
17	4	2	0	0	0	2	3	0	0	1	4	0	1	3.0	6	0	0	1	1	0	In the small, secluded cottage, Emily found comfort in the soft, billowy pillows. 	1
33	2	4	1	3	0	3	12	0	2	0	4	0	2	5.0	18	2	1	2	1	1	Riding the new roller coaster at the theme park was a heart-pounding, stomach-dropping experience with moments of pure thrill that will be etched in her memory forever.	1
20	1	1	1	0	1	4	7	0	0	0	1	1	2	4.0	10	1	1	1	2	0	The researchers carefully examined the data from the field experiment in order to identify any unexpected patterns or anomalies.	1
17	0	3	0	0	0	2	5	0	1	1	2	0	2	4.0	4	1	1	0	2	0	Under the shade of the tree stood Jack's dog, wagging its tail with excitement.	1
22	0	4	3	0	0	3	5	0	1	0	2	1	3	4.0	8	2	2	2	0	0	The snowflake descended gently through the atmosphere, floating gracefully towards the ground as it slowly transformed from crystal to diamond.	1
14	1	0	3	1	0	2	2	0	1	0	2	0	2	3.0	7	1	1	2	1	0	The baby was sleeping soundly, when a gentle touch awakened him softly.	1
19	1	0	2	1	1	2	4	0	3	1	0	1	3	4.0	8	1	1	2	3	0	Judy carefully cleaned her room and put away all her toys so she could have a good night sleep	1
15	0	0	1	2	0	1	2	0	3	0	1	0	4	5.0	4	3	3	3	2	0	He had eaten dinner when he realized he had forgot to lock the door.	1
19	2	2	0	0	1	3	6	0	1	0	2	0	2	4.0	12	1	0	1	2	1	Eating the sandwich, he enjoyed the savory taste of the turkey and cheddar on toasted sourdough bread.	1
13	3	1	0	1	0	2	4	0	0	0	1	0	1	4.0	4	1	1	1	1	0	The city park was full of people enjoying the warm sunny day.	1
19	2	3	0	2	0	3	6	0	1	0	1	0	1	4.0	6	1	1	2	1	0	A subordinate storm chaser is in pursuit of twisters that could bring a deluge to the dry region. (1 sentence)	1
17	0	1	0	0	1	5	5	0	0	0	1	0	3	5.0	4	1	1	1	3	0	The manager asked the employee to deliver the report and provide an update on the project.	2
27	4	1	2	0	0	6	7	0	1	0	1	1	3	6.0	10	2	2	3	3	0	The large brown dog chased the little black cat around the playground until they reached the swings where the cat quickly escaped the dog's grasp.	2
26	1	1	1	2	1	1	5	0	4	1	2	1	5	5.0	9	3	3	4	3	0	Joe was eating pizza when his phone rang, and he answered it to find out that his favorite team had won the championship game.	2
25	0	1	3	2	1	0	3	0	4	0	1	1	6	6.0	7	4	4	3	2	0	He had just finished his homework and was about to head out when his friend called to ask if he wanted to play soccer. 	2
19	0	0	1	2	0	2	3	0	1	2	1	2	4	4.0	10	3	3	3	3	0	Mary is reading a book while John is cooking dinner because they want to spend the evening together.	2
13	0	1	1	1	0	3	3	0	1	0	1	0	2	4.0	4	1	1	2	1	0	The cat chased the dog that was barking loudly down the street.	2
14	3	1	3	0	0	2	2	0	0	0	0	1	2	2.0	7	1	1	1	1	0	The big black bear gently climbed up the tall trees while simultaneously roaring loudly	2
28	4	5	0	1	0	3	5	0	1	2	5	0	2	5.0	13	2	2	2	0	0	The city skyline was majestic, rising from Lake Ontario in gradual crescents (upon) to the northern hills, which hummed with a gothic energy.	2
22	1	4	1	0	0	3	5	0	1	0	3	0	4	3.0	10	3	1	1	2	2	Heating up the soup with onions added, the aromas spread through the kitchen, invigorating those near with savory flavors.	2
28	1	2	3	1	1	4	5	2	2	0	2	0	5	7.0	9	3	3	4	2	0	The man was sitting on the beach when he saw two seagulls flying overhead, one carrying a fish in its beak and the other squawking loudly.	2
28	1	1	1	1	0	2	5	2	2	0	4	2	5	5.0	11	4	4	3	2	0	The team's offense shined, as they scored three goals, while the defense held strong, allowing only one goal to be scored against them.	2
25	2	1	0	1	1	3	5	0	1	2	2	1	5	6.0	8	3	2	2	4	1	The teacher, having recognized Sarah's confusion, provided clear instructions for the assignment and made sure Sarah understood them before leaving the room	2
28	2	3	2	2	1	3	5	0	2	2	1	1	4	7.0	7	2	2	3	2	0	Ashley was happy when Sarah walked into the room because she was wearing a new dress and had a bouquet of brightly colored roses in her hand.	2
22	1	1	1	1	1	1	1	0	5	0	2	1	5	5.0	5	4	3	3	3	1	When she arrived, she saw that he was sad and gave him a hug to try to cheer him up.	2
17	3	2	0	1	0	2	4	0	2	0	1	0	2	4.0	4	1	1	2	0	0	A large, angry dog chased after the little boy who was playing with his pet duck	2
24	5	2	1	0	0	4	6	0	1	0	2	0	3	4.0	8	1	1	2	2	0	Under a scorching sun, the old man slowly climbed the sandy dune, his gnarled hands clutching the small backpack full of supplies	2
24	3	1	1	1	1	2	6	0	3	1	1	0	3	4.0	13	2	2	3	3	0	John is an experienced programmer who enjoys writing code, and his extensive experience in the field allows him to quickly solve complex problems	2
15	2	1	1	0	1	1	3	0	1	2	0	0	2	3.0	8	0	0	2	0	0	Ms. Smith's new dog chased after the squirrel and its little tail wagged wildly	2
28	4	3	0	1	1	3	5	0	2	2	1	2	3	6.0	7	2	2	2	2	0	John's trip was fun because he visited his friend at the beach and saw many exotic animals while snorkeling in the clear waters of the Caribbean.	2
14	0	1	1	0	0	4	4	0	0	0	1	1	2	3.0	8	1	1	1	2	0	The cat chased the mouse through the tree while also scratching the furniture.	2
16	0	1	2	0	0	3	3	0	0	0	2	1	4	5.0	5	3	3	2	0	0	The cat sat on the windowsill, purring softly while watching the birds fly outside.	2
21	0	3	2	1	0	1	5	0	3	0	2	1	3	4.0	8	2	2	2	0	0	The baby was sleeping peacefully in her carrier while her mother worked from home, typing away on her laptop.	2
33	1	6	1	0	0	5	10	0	2	2	2	1	2	4.0	9	1	1	1	1	0	Under the shade of the tall palm tree, Mrs. Johnson listened intently to the news on her radio while preparing a picnic lunch for her grandchildren's visit to the beach.	2
27	4	2	1	0	2	2	8	0	1	0	4	0	3	4.0	15	1	1	1	2	0	The new team worked efficiently, producing high-quality results and completing the project on time, thanks to their collective expertise and clear communication.	2
18	0	2	3	0	0	4	5	0	0	0	1	1	2	3.0	10	1	1	2	0	0	The cat purred quietly on the window sill while the dog outside barked frantically at the mailman.	2
26	0	5	1	0	0	5	7	1	1	0	2	1	3	4.0	22	1	1	2	0	0	The cat curled up on the window seat gazed lovingly at me as the sun set over the mountains in the distance (1 sentence) 	2
26	2	2	1	3	1	2	5	0	3	1	2	0	3	4.0	15	2	2	3	1	0	John's mother was an expert on ancient languages, which he found impressive, and she could often be found reading books in the courtyard	2
11	1	0	0	1	1	1	2	0	2	0	0	0	3	4.0	3	1	1	2	2	0	She bought a small dog that was bored and needed attention	2
15	0	1	0	1	1	1	4	0	1	1	0	1	3	5.0	7	2	2	2	1	0	Joe is going to the grocery store because he wants to buy bread and eggs	2
12	2	0	2	1	1	0	1	0	1	0	1	0	2	4.0	5	2	2	2	0	0	Dogs like to play outside when it is fun and warm. (written as one complete sentence with two embedded subordinate clauses)	2
18	0	2	2	1	0	4	4	0	0	1	1	1	2	3.0	7	1	1	2	1	0	The sun was setting slowly behind the mountain as Jack followed the rabbit deeper into the forest.	2
43	6	7	1	3	1	6	10	0	3	0	1	1	3	9.0	8	3	3	3	0	0	The new policy was established to ensure that everyone in the organization is more aware of the financial implications of their decisions, which has led to a significant improvement in the accuracy of financial projections and a corresponding decline in budget overruns	2
9	0	1	0	0	0	3	3	0	0	0	1	0	1	2.0	5	0	0	1	1	0	The cat chased the mouse through the maze.	2
13	3	1	0	0	0	3	5	0	0	0	0	0	1	2.0	8	0	0	1	1	0	A bright yellow sunflower adorned the flower bed amidst a soft summer breeze	2
16	2	1	0	1	0	1	3	0	3	0	3	0	2	4.0	9	1	0	2	0	1	The book, which she read last week, was written by her favorite author. Additionally, the flowers that she gave me were beautiful.	2
21	4	2	1	0	1	3	5	0	0	0	1	0	2	4.0	10	0	0	1	0	0	The baby laughed at the big dog's silly tricks and later clapped for the little clown's hilarious jokes.	2
33	5	5	1	2	0	4	8	1	2	0	2	1	2	5.0	18	2	2	2	2	0	The new policy favors those who have been regular contributors to the business for at least a year, while also prioritizing employees with excellent performance reviews from the past two years.	2
27	3	3	1	1	0	2	6	0	3	0	2	1	3	5.0	12	3	3	1	1	0	The new employee was excited to learn about the company culture during her first week, while also hoping to impress her supervisor with her work.	2
25	2	2	0	2	1	6	6	0	1	0	2	0	3	5.0	8	1	1	2	3	0	The fastest runner will win the race and receive a trophy, which the coach will give a triumphant speech about after the competition.	2
22	1	4	1	1	0	3	4	1	2	1	1	0	3	7.0	5	2	2	2	2	0	John found the rare coin which was last seen in 1972 by a group of pirates hiding it in a cave.	2
19	3	0	0	2	1	1	3	0	3	0	1	1	3	4.0	10	2	2	2	3	0	She wanted the new restaurant to be successful so it could attract more customers and increase its revenue. 	2
46	6	4	2	2	2	2	14	0	2	0	2	2	7	8.0	23	5	5	4	4	0	A new study on cancer treatment revealed that patients who receive early detection are significantly more likely to experience favorable health outcomes compared to those diagnosed at later stages, and that the use of advanced imaging technologies can improve detection rates and save lives.	2
14	0	2	1	0	0	3	3	0	0	0	3	0	2	4.0	7	1	0	1	0	1	The dog, chased by the cat, ran quickly down the street.	2
25	2	1	3	3	2	2	3	0	3	0	1	1	3	5.0	7	2	2	2	1	0	The cat is purring loudly and its tail is swishing back and forth because it is happy to see me after a long absence.	2
17	2	0	0	1	0	2	3	0	2	1	3	0	3	4.0	9	2	1	3	3	1	Mary, who was wearing a yellow dress, has a yellow smile that radiates warmth. Her golden hair, which glistens in the sun, frames her angelic face.	2
17	2	1	1	0	1	2	3	0	2	0	1	1	3	3.0	9	1	1	2	1	0	The cat purred loudly as it kneaded its warm fur and basked in the bright sunbeams.	2
18	1	1	0	0	1	4	4	0	0	1	2	0	4	3.0	8	2	1	1	3	1	Taking a walk in the woods, Sarah found a hidden creek and watched the fish swim. 	2
24	1	2	1	1	0	2	5	0	4	0	1	2	4	5.0	7	3	3	3	2	0	The rain had poured on his face until he finally emerged to face the bright sunlight as he made his way to work. 	2
15	0	1	1	1	0	3	3	0	1	0	3	0	2	4.0	8	1	0	2	1	1	The man, who was smoking a pipe, walked slowly down the street.	2
14	0	0	2	2	0	2	3	0	1	0	1	1	2	3.0	6	1	1	2	1	0	The baby is sleeping soundly while the puppy is licking its paw contentedly.	2
21	2	2	1	0	0	4	6	0	0	0	2	1	3	4.0	7	2	2	2	2	0	The sun rose slowly in the sky as birds sang sweet melodies, casting a warm glow over the landscape.	4
32	2	2	0	1	2	5	8	0	1	1	4	1	5	6.0	12	2	2	1	5	0	Sir will lead the committee in examining the issue, considering the various options, evaluating their pros and cons, and making a recommendation for the best course of action.	4
24	4	2	1	0	0	5	5	0	0	0	3	0	3	4.0	10	2	2	1	2	0	The delicate snowflakes gently fell from the sky to cover the landscape with a soft, white blanket, radiating a serene quietness.	4
75	3	5	4	0	5	9	16	0	9	0	9	1	13	7.0	58	7	7	5	8	0	She ate the sandwich slowly and savored every mouthful, enjoying the delicious taste and fresh ingredients; she took a bite with her left incisor, using her tongue to probe for any crumbs or flavors; her eyes closed as she swallowed the food, feeling the warmth spread throughout her body; and finally, she leaned back in her chair, relaxing completely and savoring the aftertaste of the sandwich.	4
31	2	4	0	3	1	4	7	2	2	0	3	0	3	6.0	13	1	1	3	2	0	The company will release three new products this quarter, two of which were developed in collaboration with industry leaders, and the third of which will revolutionize the market. 	4
51	2	6	2	4	1	3	9	0	10	1	4	1	5	7.0	32	6	6	6	2	0	Jon's friend had brought a book to read during the flight, which he forgot when he arrived at his destination, because he was excited to see his cousin, and he was also concerned about his flight bag that was under the seat in front of him.	4
42	3	6	1	0	1	6	12	0	3	0	5	0	5	5.0	26	2	2	2	3	0	Birds, sing sweet melodies during their daily flights over the forest; chirring their approval as a doe and fawn bound through the underbrush; the sun rises slowly behind the mountain, casting its golden glow across the landscape.	4
22	3	2	0	2	0	0	3	0	4	1	2	1	4	4.0	11	3	3	2	2	0	Melvin will be seen carrying his new guitar in public places, while he practices playing it during his daily walks. He dreams of using it for recording an album. While he sleeps, he thinks about his future gigs and performances. His ultimate goal is to play at a large music festival next year. 	4
33	2	3	0	0	1	3	6	5	1	2	5	0	2	6.0	18	1	1	2	2	0	Abraham's father's brother's son had three brothers, who fought three battles, one against the French, one against the Spanish, and one against the German army.	4
29	2	4	1	1	1	3	5	0	1	5	2	0	3	6.0	15	3	3	2	2	0	Abraham Lincoln once used the Emancipation Proclamation to proclaim freedom for millions of Americans held as slaves, which was a bold and historic decision by any measure.	4
18	0	1	3	0	1	3	4	0	1	0	1	1	3	4.0	8	1	1	3	0	0	The cat purred contentedly on my lap as the baby giggled and the sun shone brightly outside.	4
23	1	0	0	0	1	4	6	1	0	3	5	0	2	6.0	12	1	1	1	1	0	Mother had four favorite animals; a parakeet, a turtle named Terry, Puff the puppy, and Sparky the hamster. 	4
14	0	0	2	2	1	2	3	0	0	0	2	0	2	3.0	9	0	0	2	0	0	The sun is shining brightly tomorrow, and then the storm will come. Moreover, the weather will be cloudy with scattered showers. Furthermore, the temperature will be significantly colder. Consequently, it will be an excellent day for a coat.	4
22	1	0	0	1	1	1	8	0	0	0	4	1	5	4.0	11	1	1	1	5	0	The new company will increase profits by reducing costs, improving efficiency, expanding market share, and strengthening customer relationships.	4
26	4	1	1	1	1	2	7	0	1	0	5	0	1	3.0	15	0	0	1	0	0	The team's victory was due to their tireless practice, strong leadership, well-designed strategy, and the players' skillful execution.	4
35	2	4	0	0	0	7	10	0	3	0	3	1	5	8.0	20	4	4	4	2	0	The book lies on the coffee table, its pages opening to a chapter describing a protagonist who faces an epic struggle, although the fate of the entire world rests on his shoulders.	4
22	0	2	1	2	0	1	3	0	4	1	3	0	4	7.0	6	3	3	3	1	0	Sarah walked to the park, where she met her friends, whom she had been planning to meet for hours.	4
9	3	1	0	0	0	2	2	0	0	0	0	0	1	2.0	4	0	0	1	0	0	The quick brown fox jumped over a slow dog	4
26	3	1	0	0	2	4	7	0	0	0	3	1	5	5.0	9	3	2	3	1	1	Living in the mountain village, the young couple watched the storm clouds gather and felt relief as the snow fell, soft and steady.	4
26	0	3	4	1	1	3	4	0	2	0	4	0	4	5.0	11	2	2	3	0	0	The cat pounced on the mouse, who was slowly running away, with its tail held high, and suddenly jumped into the air.	4
25	1	2	0	0	1	6	7	0	0	0	3	0	4	5.0	9	1	1	1	4	0	The teacher asked the students to read the chapter, highlight important points, and write a summary at the end of the lesson.	4
35	2	4	3	1	1	4	6	0	3	1	3	1	6	9.0	7	4	4	3	2	0	Sally quickly walked down the long driveway and then ran through the field, which was covered in vibrant wildflowers, before reaching the trailhead where she found her boyfriend waiting with a smile.	4
28	2	1	2	3	1	1	2	0	4	1	3	1	4	5.0	10	3	3	4	2	0	John had not yet arrived when the party began, and he was not alone, as he had invited several of his friends to join him.	4
