n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	max_depth_constraint
12	2	3	0	0	0	2	4	0	0	0	0	0	1	3.0	6	0	0	1	0	0	Birds like the red-winged blackbird thrive around wetlands near this location	2
7	1	0	1	0	0	1	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The snow falled gently last night.	2
10	0	1	2	1	0	1	2	0	1	0	1	0	1	2.0	5	0	0	1	0	0	We should probably talk later today about the party.	2
7	1	1	0	0	0	2	2	0	0	0	0	0	1	2.0	4	0	0	1	0	0	The cat sat beneath the tall tree	2
8	0	1	0	0	0	1	1	0	1	0	1	0	2	3.0	3	1	1	1	0	0	I like to dance on the weekends.	2
9	0	1	1	1	0	0	1	0	3	0	1	0	1	3.0	3	1	1	2	0	0	It's about time you apologized to him.	2
14	0	1	1	2	0	0	0	0	2	2	1	1	3	3.0	4	2	2	2	1	0	I don't think we should go to Mexico without learning Spanish first.	3
17	0	2	0	0	1	1	5	1	2	1	2	0	2	3.0	8	0	0	2	2	0	Jeremy had three mice for breakfast, and they danced a jive on his kitchen counter.	3
14	1	0	3	0	1	1	3	0	2	0	1	0	2	3.0	8	1	1	2	2	0	You always remember the time and date when you first hear good news. ____________________________  	3
10	2	1	1	1	0	1	1	0	1	1	1	0	0	2.0	3	0	0	1	0	0	Her new iPhone was as bright as a rocket.	3
15	3	1	1	1	0	2	3	0	0	0	1	0	1	3.0	4	1	1	1	1	0	The new baby's cries were loud enough to wake up the whole neighborhood.	3
11	0	2	0	1	0	2	2	0	2	0	1	0	1	3.0	4	0	0	1	1	0	You will find it in the park behind the house.	3
12	0	3	0	0	0	3	4	0	0	0	1	0	1	3.0	4	0	0	1	0	0	The cat curled up on the lap of the sleeping owner.	3
20	3	2	0	1	1	3	4	0	2	2	1	0	1	3.0	12	1	1	1	1	0	It was John and Mary that built the house in the field with a little red barn next door.	3
15	0	2	1	0	1	4	4	0	0	0	2	0	1	3.0	6	0	0	1	1	0	The cat chased the mouse through the house, and then through the tree.	3
14	0	3	0	0	0	3	4	0	0	1	1	0	2	4.0	7	1	1	1	1	0	Lisa walked toward the door, carrying a box of valuables for the museum	3
6	0	0	0	1	0	1	1	0	0	0	1	0	1	2.0	2	0	0	0	1	0	Don't touch the egg!  	3
19	1	2	1	3	1	1	3	1	2	0	1	0	2	2.0	13	0	0	1	2	0	She had been saving money for a new computer for three years but still couldn't afford it.	3
29	1	3	1	1	1	3	5	2	3	0	2	0	5	7.0	12	3	3	3	2	0	I love to bake pies with only one egg, but I will need an additional egg for each of the three tarts I intend to make tomorrow.	3
9	0	1	0	1	0	1	2	0	1	0	1	0	1	2.0	5	0	0	0	1	0	Don't tell him about the party tonight.	3
10	0	2	1	0	0	1	3	0	1	0	1	0	1	3.0	4	0	0	1	0	0	The fluffiest of kittens purred contentedly on my lap.	3
7	0	0	2	0	0	1	1	0	0	0	1	0	2	2.0	3	1	1	1	0	0	The cat purred loudly when petted.	3
13	0	1	3	1	0	2	2	0	1	0	1	0	2	3.0	5	1	1	2	0	0	I will never forget how fast the flames burned down the cottage.	3
11	1	0	2	3	0	0	1	0	1	2	0	1	0	3.0	8	1	1	2	0	0	John was sad that Mary would no longer be his friend	3
13	1	2	0	2	0	2	2	1	1	0	1	0	1	2.0	7	0	0	1	0	0	The car will be delivered to you within the next three days.	3
26	1	3	2	0	0	3	5	0	4	0	1	1	5	8.0	5	4	4	2	2	0	She walked into her kitchen to find the dog drinking directly from a vase she kept on the countertop for displaying her most prized possessions.	3
27	1	3	2	2	0	4	6	0	2	0	2	0	4	5.0	8	1	1	2	1	0	The snow plows have already come down my street, so I'm going to make some hot chocolate with the remaining marshmallows in the pantry. 	3
9	0	1	1	0	0	1	2	0	0	1	1	0	1	3.0	5	0	0	1	0	0	The cat purred contentedly on John's lap.	3
8	0	1	0	1	0	1	2	0	0	0	1	0	1	2.0	4	0	0	0	1	0	Don't feed the elephant after midnight.	3
9	0	1	1	0	0	1	2	0	0	1	1	0	1	3.0	5	0	0	1	0	0	The cat purred contentedly on John's lap.	3
12	1	1	1	1	0	2	4	0	0	0	1	0	1	3.0	5	0	0	1	1	0	The new restaurant in town will certainly increase footfall this quarter.	3
8	0	1	0	0	0	1	3	0	1	0	1	0	1	2.0	4	0	0	1	1	0	The cat chased its tail with excitement.	3
32	4	2	1	4	2	1	8	0	1	0	2	1	5	9.0	10	4	4	1	2	0	Lizards are known to be faster climbers than snakes and have been seen climbing trees with ease, their slender bodies and long tails perfectly adapted to navigating the vertical world. 	3
18	0	1	0	2	1	0	2	0	6	0	2	0	3	3.0	13	1	1	3	2	0	He promised their mother he would look after them, but he didn’t keep his word.	3
18	0	2	2	0	0	1	5	0	2	0	2	0	3	4.0	10	1	1	1	0	0	Her baby sister sleeps peacefully, curled on the floor under her mother's skirt, humming softly	3
9	1	1	0	1	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	The cake was devoured in a single minute.	3
16	0	1	1	1	1	2	4	0	2	0	1	0	2	3.0	8	0	0	2	2	0	She didn't want a baby shower, but she really needs clothes for the baby	3
15	1	1	0	0	0	0	4	1	1	2	2	0	2	5.0	10	1	1	1	1	0	Maria decided to invite Rachel to her 10-year high school class reunion.	3
9	0	1	0	0	0	1	3	0	0	0	2	0	2	3.0	4	1	1	1	1	0	Jumping jolted the jackal, juddering into view.	3
14	0	2	1	1	0	1	1	0	2	0	1	1	2	4.0	4	1	1	2	1	0	She didn't even say hello before she stormed out of the room.	3
14	0	1	1	0	0	3	4	0	0	1	1	1	2	3.0	8	1	1	2	1	0	Jimmy quickly ran across the parking lot before the storm reached the area.	3
25	0	3	4	0	1	2	6	0	1	2	2	0	3	5.0	16	1	1	2	1	0	Jane's neighbor mowed his lawn quickly and quietly on Monday afternoon, the scent of freshly cut grass lingering pleasantly in the air.	3
10	0	0	0	0	0	0	2	0	1	1	2	2	1	2.0	5	1	1	1	1	0	Rabbit's feet, as if it had wings.	3
16	1	0	0	1	1	1	3	0	3	0	2	1	2	4.0	4	1	1	2	3	0	Money isn't happiness, but it gives you a better chance of getting it.	3
18	1	2	1	0	1	2	4	1	2	0	2	0	2	3.0	13	0	0	2	2	0	She had a lot of hats from last year, but this year she bought only three.	3
15	0	1	1	1	0	2	2	0	3	0	1	1	2	3.0	6	1	1	2	2	0	I will not use the computer anymore since I have the virus on it.	3
12	1	1	0	0	0	0	3	0	2	0	1	1	2	3.0	5	1	1	1	1	0	Mom yelled at me for not flossing my teeth last night.	3
13	1	1	1	1	0	1	2	0	1	0	2	0	2	3.0	6	0	0	0	1	0	Don't worry, just leave a cheesy trail in my wake.	3
11	0	1	0	0	0	1	3	0	1	1	1	0	2	3.0	6	1	1	1	1	0	I love to eat spaghetti with meatballs every Sunday evening.	3
7	0	1	1	0	0	1	1	0	1	0	1	0	1	2.0	3	0	0	1	0	0	The sun set slowly into nothing.	3
22	3	2	0	0	2	3	5	0	1	0	3	0	3	3.0	8	1	0	2	1	1	Jogging along the seaside, the sand felt soft and cool, and her shoes left footprints in the wet surf.	3
9	0	1	0	1	0	0	3	0	0	1	1	0	1	2.0	4	0	0	1	1	0	Lena doesn't enjoy baking cakes with nuts.	3
9	0	0	2	1	0	0	0	0	2	0	0	1	2	3.0	3	1	1	2	0	0	He doesn't play as well as he barks	3
24	2	4	2	0	0	5	6	0	1	0	2	0	2	5.0	7	1	1	1	1	0	A large bird with a crooked beak chirped quietly in the tree above, enjoying the warmth of the sun on its feathers.	3
10	0	1	1	0	0	2	3	0	1	0	1	0	1	2.0	6	0	0	1	1	0	The cat chased its tail around the room quickly.	3
20	1	2	1	1	1	0	4	0	2	0	3	0	4	5.0	7	0	0	1	2	0	Don't throw stones at birds, it only provokes them and leads to further feather-based conflict.	3
17	1	2	1	1	1	2	3	1	0	0	1	0	3	5.0	7	1	1	1	0	0	The concert was scheduled to begin at 8 PM but started more than an hour late.	4
9	0	1	0	0	0	1	3	0	0	2	1	0	1	2.0	5	0	0	1	1	0	Mrs. Smith served coffee at the church potluck.	4
14	0	2	2	1	0	1	3	0	0	1	1	0	2	4.0	5	1	1	1	1	0	Nadia has recently started to play soccer again since the start of spring.	4
12	0	0	0	0	0	1	1	2	1	1	2	1	3	4.0	5	2	2	2	2	0	Norbert enjoyed playing the saxophone until he turned ninety-five.	4
11	1	0	1	1	0	1	2	0	2	0	1	0	2	4.0	4	2	2	3	0	0	The baby cried when it realized its bottle was empty.	4
12	1	1	0	0	1	2	3	0	1	1	1	0	1	3.0	6	0	0	1	1	0	Jake and his friends spent a fun day at the lake. 	4
10	1	1	0	0	0	1	1	0	0	3	1	0	2	3.0	6	1	1	1	1	0	John enjoyed seeing the snowfall in Paris last December.	4
11	2	0	0	0	0	0	2	0	1	3	1	0	1	3.0	3	0	0	1	1	0	Raj's favorite film stars his longtime sweetheart Kajal Aggarwal. 	4
8	0	0	0	1	0	0	1	0	1	1	0	1	3	3.0	3	2	2	1	1	0	Mary is thinking of having her hair colored	4
11	1	1	0	0	0	2	4	0	1	0	1	0	1	2.0	7	0	0	1	1	0	The tourists followed their guide through the lush rainforest canopy.	4
22	3	3	1	1	1	2	4	0	1	0	1	0	4	6.0	5	2	2	1	2	0	A new restaurant was opening in town and already had a long line of excited diners waiting to try it out.	4
9	0	0	2	0	1	1	1	0	1	0	1	0	2	2.0	5	0	0	1	1	0	I have no friends and often feel alone.	4
15	3	2	0	0	1	0	3	0	0	1	1	0	3	6.0	5	2	2	1	1	0	Brian woke up feeling fresh and ready to tackle new project at work today.	4
19	1	3	0	0	1	2	6	0	0	0	2	0	4	5.0	6	1	1	1	0	0	The snowplow spun across the frozen lake, leaving behind intricate patterns of ice crystals and frozen waves.	4
12	2	1	3	0	1	1	1	0	0	1	1	0	1	4.0	5	0	0	1	0	0	After a long and exhausting trip, Sarah finally arrived home safely	4
18	3	2	0	0	1	1	3	0	1	1	3	0	3	3.0	9	0	0	1	2	0	Lena took a large, slow-growing oak and wrapped it in heavy rope for safekeeping.	4
9	1	1	0	0	0	2	3	0	0	0	1	0	1	2.0	5	0	0	1	0	0	The baby laughed at the silly clown antics.	4
12	2	2	0	0	0	0	4	0	1	0	1	0	2	4.0	4	0	0	1	1	0	Arab countries face growing criticism over mistreatment of their own workers.	4
16	2	3	0	0	0	2	5	0	0	0	1	0	3	6.0	4	2	2	1	1	0	The concert featured music by local artists performing on a stage lit by colorful lights.	4
9	1	1	0	0	0	2	3	0	0	0	1	0	1	4.0	3	0	0	1	1	0	Judge ruled the evidence insufficient for a conviction.	4
7	0	1	1	0	0	1	2	0	1	0	0	0	1	2.0	4	0	0	1	0	0	The cat purred contentedly on my lap	4
9	0	2	0	0	0	1	3	0	0	2	0	0	1	2.0	7	0	0	1	0	0	Bradley ran into Julia at the mall food court	4
14	1	2	0	0	0	3	4	0	0	1	0	0	2	3.0	10	1	1	1	2	0	Carl raced the fast lane of traffic on the way to work this morning	4
9	2	1	0	1	0	1	3	0	0	1	0	0	0	2.0	4	0	0	1	0	0	The Amazon rainforest is home to countless diverse specie	4
20	1	1	2	1	0	1	3	1	2	3	2	0	2	4.0	6	2	2	3	0	0	Beth's favorite dance move is the moonwalk, which she first saw Michael Jackson perform live in 1988.	4
11	1	1	1	0	0	2	2	0	0	0	2	0	2	2.0	5	1	1	1	0	0	The old dog lay on the bed, panting slowly.	4
14	0	2	0	0	0	1	4	0	1	1	1	0	2	4.0	9	1	1	1	1	0	Jerry learned to bake pies in his wife's kitchen during the summer.	4
9	1	1	0	0	0	1	1	0	1	1	1	0	2	3.0	4	1	1	1	1	0	Lily found herself lost in the dense rainforest.	4
21	0	3	2	0	0	3	5	1	0	1	2	0	3	3.0	10	2	1	1	1	1	Rushing up the stairs three at a time, Sarah arrived just in time to see the firetruck drive away.	4
14	1	1	1	2	0	1	2	1	1	1	0	1	2	3.0	7	1	1	2	1	0	John had been studying for three hours before he finally got the answers correct	4
16	3	2	1	0	0	3	4	0	0	0	2	0	1	3.0	12	0	0	1	0	0	The old man limped slowly up the steps to the large, colonial-style house	4
7	0	1	1	0	0	1	1	0	0	1	1	0	1	2.0	4	0	0	1	0	0	Mary walked slowly down the hall.	4
13	2	2	0	0	1	2	3	0	1	0	1	0	1	4.0	9	0	0	1	0	0	The tiger pounced on its prey with a fierce and powerful roar.	4
16	1	1	0	1	0	3	5	0	0	0	2	0	3	4.0	5	2	2	1	2	0	The snow had covered the mountain peaks, making traveling treacherous conditions for the hikers.	4
12	1	2	0	0	1	0	5	0	1	1	0	0	1	3.0	6	0	0	1	1	0	Jenna had her purple dress with matching shoes and hat to prom	4
13	2	0	1	0	0	1	2	0	2	1	1	0	2	3.0	5	1	1	1	3	0	Mary immediately called her best friend to tell her the happy news.	4
14	1	1	2	2	0	1	1	0	1	2	1	0	2	4.0	5	1	1	2	1	0	Brown finally left the building where he had been hiding since last Thursday.	4
11	0	2	1	0	1	1	2	0	1	0	1	0	2	2.0	6	0	0	1	0	0	The cat curled up on my lap and purred contentedly.	4
9	0	2	0	0	0	2	3	0	0	0	0	0	1	3.0	6	0	0	1	0	0	The cat curled up on the dog's lap	4
14	0	2	0	0	0	3	4	0	0	1	2	0	2	3.0	6	1	0	1	0	1	Born in Brazil, the singer became a sensation in the pop charts.	4
8	0	1	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	The sun rose slowly over the ocean.	4
10	2	2	0	0	0	1	2	0	1	1	0	0	1	2.0	8	0	0	1	0	0	Carlton drove to the store in his bright red car	4
15	1	3	0	0	0	1	4	1	0	1	1	0	2	4.0	9	1	1	1	1	0	Jared waited in line for more than two hours to buy a concert ticket.	4
12	1	2	0	0	0	2	2	1	0	1	1	0	2	2.0	8	1	0	1	0	1	Brown bear wanders to the local café each morning at 08:00.	4
26	1	0	2	4	1	2	3	0	6	0	2	0	5	5.0	11	4	3	4	2	1	Having seen it firsthand, my cousin swore it's the real thing, and I'm now left wondering what the hell I should believe	4
23	2	1	2	1	0	2	4	0	4	1	2	1	3	3.0	7	2	1	3	3	1	Because my favorite hobby is flying a kite, my friends always bring me a new one when they travel to Japan.	4
9	0	1	0	1	0	1	2	0	1	1	1	0	1	2.0	5	0	0	1	1	0	John will attend the event with his girlfriend.	4
12	2	1	0	0	0	2	3	0	1	0	1	0	2	3.0	4	1	1	1	1	0	The cats spent the whole evening lounging in their favorite sunbeam.	4
14	1	1	0	0	1	3	3	0	0	1	1	0	3	4.0	5	1	1	1	2	0	John ran across the park and saw a little boy chase a bird.	4
10	1	2	0	0	0	0	3	0	0	2	1	0	1	3.0	7	0	0	1	1	0	Mary bought several bags of cat food from Petco.	4
9	1	0	0	1	0	0	3	0	0	1	1	0	1	3.0	3	0	0	1	1	0	Jack's favorite hobby is building model airplanes.	6
6	0	0	0	0	0	0	2	2	0	0	1	0	1	2.0	2	0	0	1	1	0	Ten oranges cost six dollars.	6
8	0	1	0	0	0	2	2	0	0	0	1	0	2	2.0	5	1	1	1	0	0	The sun set behind the mountain, illuminating	6
14	1	3	2	1	0	0	2	0	2	0	1	0	2	4.0	6	1	1	1	0	0	Everyone should try walking barefoot on grass at least once in their lifetime.	6
12	0	3	1	0	1	2	3	0	0	0	0	0	2	3.0	6	0	0	1	0	0	The cat jumped onto the window sill and gazed out at bird	6
19	1	3	0	2	0	2	5	1	0	2	1	0	1	4.0	9	1	0	1	1	1	Raising the number of employees has been a key component of Mr. Johnson's strategy since day one.	6
13	0	2	0	0	0	1	4	0	2	1	2	0	1	3.0	5	0	0	1	2	0	My mother-in-law gave us a quilting kit for Christmas	6
30	4	3	1	3	1	2	8	0	1	0	3	0	4	5.0	9	1	1	1	0	0	Every cat can potentially be called Fluffy, but there may be multiple Fluffys in a given cat population, leading to cat-coding conflicts among local Fluffy cat councils.	6
11	0	2	0	0	0	1	4	0	1	0	1	0	2	4.0	6	1	1	1	1	0	Bears eat fish swimming in the river near their dens.	6
15	0	2	0	0	0	2	3	0	1	2	3	0	2	3.0	6	1	1	1	0	0	My cat, Mr. Whiskers, enjoyed lounging in the sunbeam throughout the afternoon.	6
14	1	1	1	0	0	1	3	0	3	0	1	1	2	3.0	7	1	1	2	1	0	The cat purred contentedly on my lap as I stroked its soft fur.	6
22	3	2	0	1	1	2	8	0	1	0	2	0	2	6.0	6	1	1	2	2	0	The company must provide detailed records on any third-party vendor or contractor who has access to sensitive company data.	6
15	1	2	2	0	0	3	3	0	0	0	2	0	2	4.0	5	1	1	1	1	0	The snow fell slowly, quietly covering the city in a blanket of white.	6
20	1	2	1	0	1	0	4	0	4	0	1	0	4	5.0	5	2	2	1	2	0	My teacher told me to stay after class and meet with her privately to discuss my poor test scores.	6
22	4	0	2	1	1	2	5	0	0	0	2	0	3	7.0	5	3	3	2	1	0	The new CEO plans to announce restructuring measures to make Sure the company is more productive and cost-effective soon.	6
14	1	1	0	0	1	4	4	0	0	0	1	0	2	3.0	7	0	0	2	1	0	The car crashed into the tree and the passenger sustained a serious injury.	6
14	0	2	1	1	0	0	3	1	2	0	1	0	2	4.0	5	1	1	2	0	0	I never thought my dream trip would cost under $500 per person.	6
17	1	2	2	1	0	2	3	0	2	0	1	0	2	4.0	5	1	1	2	0	0	It was a sunny day outside so I decided to walk to town with no shoes.	6
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The kitten purred contentedly on my lap.	6
12	2	2	0	0	0	2	4	0	0	0	1	0	1	4.0	3	0	0	1	1	0	The hotel provides luxurious rooms with breathtaking views of the ocean.	6
34	3	2	4	2	1	1	6	2	5	0	2	1	3	7.0	8	3	3	3	2	0	My grandmother is almost 95 years old and she is very active for her age, even though she had to have surgery a little while ago to fix one of her hips.	6
30	4	4	3	0	1	5	5	0	1	1	3	0	3	4.0	17	1	1	2	1	0	John noticed a small bird perched on a nearby tree; surprisingly for a tiny thing, it sang beautifully and sweetly like a nightingale with a gentle voice.	6
19	2	2	1	1	0	3	5	0	0	0	2	0	3	4.0	15	1	0	1	2	1	Leaving a dog in an air-conditioned car for even a brief period may have severe consequences.	6
18	0	2	0	1	0	4	5	1	1	0	2	0	2	4.0	5	1	1	2	2	0	(1) The teacher gave each student a book they will return to the class after readings.	6
16	0	2	0	0	0	3	5	1	0	1	1	0	2	4.0	6	1	1	1	2	0	The teacher gave John two homework assignments to complete by the end of the week.	6
27	1	4	3	0	0	3	8	1	1	0	2	0	3	7.0	12	2	2	1	3	0	The park ranger advised visitors to keep a secure distance away from bison at all times, especially given their height of up to 6 feet.	6
16	2	2	1	0	1	4	4	0	0	0	0	0	2	3.0	7	0	0	1	1	0	The sun rises majestically over the horizon and illuminates the sky with a warm golden light	6
9	0	1	1	0	0	1	3	0	1	0	1	0	1	2.0	5	0	0	1	1	0	The dog chased its tail rapidly with excitement.	6
8	0	0	0	1	0	2	2	0	0	0	0	1	2	3.0	2	1	1	1	1	0	The manager was fired after making the mistake	6
10	3	1	1	0	0	2	2	0	0	0	0	0	1	2.0	5	0	0	1	0	0	The quick brown fox runs fast through the green meadow	6
21	2	3	1	0	1	1	6	0	2	1	2	0	2	3.0	8	0	0	1	2	0	With great enthusiasm John rinsed his breakfast dishes, and carefully put them in the porcelain holder for later washing.	6
21	1	2	0	2	0	2	8	0	1	0	1	0	3	6.0	6	2	2	2	3	0	Scientists have found a way to convert plant waste into a usable source of energy that could replace fossil fuels. 	6
17	0	3	1	0	0	3	3	0	2	0	2	0	3	4.0	8	2	2	2	0	0	The cat sat by the window all day long, staring at anything that passed by. 	6
20	2	2	0	0	0	4	6	1	1	0	2	0	2	4.0	15	1	1	2	0	0	The park ranger pointed to the tall tree towering over the landscape, its height a breathtaking 60 feet.	6
12	0	2	1	1	0	2	2	0	1	1	0	0	2	4.0	3	1	1	2	0	0	Alice quickly realized she had walked to the edge of a cliff	6
12	1	0	2	0	0	2	2	0	1	0	2	0	2	3.0	6	0	0	2	1	0	The car smelled terrible, so he immediately opened the window.	6
17	1	0	1	2	0	0	3	0	3	0	1	2	3	3.0	5	2	2	3	2	0	(1) My parents had always told me that life would get easier once I finished college	6
11	1	0	0	0	0	1	2	0	1	1	0	0	3	5.0	3	2	2	1	2	0	The teacher encouraged John to study harder to improve his grades	6
22	3	3	0	1	1	0	7	0	2	0	1	1	3	6.0	9	2	2	2	1	0	Bird watching may prove beneficial to individuals who require solace and recovery in their daily life as suggested by recent research.	6
17	0	1	2	2	0	0	2	1	3	1	3	0	2	3.0	7	1	1	2	1	0	(1) Alice had finished her homework, so she could play outside with her friends.	6
19	1	2	2	1	1	1	3	0	1	1	1	0	4	6.0	4	2	2	1	1	0	Jill quickly grabbed her raincoat and ran outside to avoid getting caught in the sudden downpour of rain.	6
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The cat purred contentedly on my lap.	6
15	0	1	1	0	0	2	4	0	2	0	1	0	3	4.0	5	2	2	2	2	0	Mom told her daughter to bring some books when they went to the library.	6
12	0	1	0	1	1	2	2	0	0	0	1	0	3	3.0	5	1	1	1	0	0	The cats have taken over the kitchen and refuse to leave.	6
7	0	1	1	0	0	1	2	0	1	0	0	0	1	2.0	4	0	0	1	0	0	The puppy ran quickly to its owner	6
18	2	0	0	0	1	1	5	0	2	1	2	0	3	4.0	7	1	1	1	3	0	Roger, the new chief executive, made it his mission to improve customer experience and increase profitability	6
16	1	3	1	1	0	3	4	1	0	0	1	0	1	3.0	8	0	0	1	0	0	A cat of 6 in the syntactic tree is sleeping soundly on the window sill.	6
12	0	2	0	0	0	1	1	0	2	0	2	0	3	4.0	5	2	2	1	0	0	She walked into the kitchen, searching for something  to eat.	6
