n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	max_link_constraint
11	0	1	0	2	0	0	3	1	2	0	1	0	1	2.0	5	0	0	1	1	0	Her grandchildren have been visiting their one brother since summer.	6
12	1	0	0	1	0	0	1	0	5	0	1	1	2	2.0	6	1	1	2	4	0	I will give you more money if you lend me yours.	6
15	1	0	0	0	1	1	3	2	0	1	4	0	1	3.0	7	0	0	1	1	0	(1) John has a pet snake and (2) one yellow girl.	6
13	0	2	0	0	1	1	2	0	3	0	2	0	2	3.0	8	0	0	2	0	0	She walked into the house, and her children ran towards her. 	6
12	0	1	1	0	0	2	2	0	0	1	0	1	3	4.0	4	2	2	2	0	0	The teacher explained that Sarah had to work alone on the assignment	6
11	1	1	0	1	0	2	2	0	2	0	1	0	1	3.0	4	1	1	2	0	0	She was the only woman who remained in the building. (6 words)	6
10	2	1	0	0	0	0	2	1	2	0	1	0	1	2.0	7	0	0	1	1	0	She held one small cat against her chest tighter.	6
49	7	8	1	2	2	7	14	0	1	0	4	0	3	7.0	33	2	0	2	1	2	The intriguing discovery of the mysterious, forgotten underwater cave system hidden beneath the turquoise waters of the ocean, which was once utilized by the prehistoric humans for transportation and ceremonial purpose, has piqued the curiosity of marine biologists and adventure seekers from around the world.	9
37	3	6	0	0	2	3	10	0	2	1	5	0	4	5.0	12	2	2	2	1	0	Miguel's grandmother, a master of Cuban cooking, created a culinary tradition that continued beyond her own life, and endured through the decades, passing with rituals and recipes, from generation to generation	9
31	2	4	4	0	0	7	6	0	1	0	4	0	3	5.0	12	3	2	2	0	1	The longer I stayed at that restaurant,  the more intricate the flavor layers of the pasta evolved, becoming more addictive than any drug, even as a hangover.	9
23	2	3	1	0	0	2	5	0	1	0	3	0	5	5.0	8	2	2	1	1	0	Beneath its calm surface, a raging river of unresolved grief flowed, waiting to sweep away any chance of lasting peace.	9
16	0	1	1	1	0	1	2	0	1	1	3	0	4	3.0	8	2	1	2	1	1	Running to the store, I forgot to grab milk, now Mary will yell.	9
30	6	3	0	0	1	5	9	0	0	1	4	0	1	5.0	9	0	0	1	1	0	In a bustling Tokyo bar district, a solitary salaryman orders the same drink for decades, a ritual commemoration of fleeting moments and a long-dead love.	9
17	1	1	0	1	0	2	4	0	2	0	1	1	3	3.0	7	2	2	2	1	0	Either way, our children need to be inoculated against this toxic tendency before they enter adulthood	9
25	3	5	1	0	0	2	7	0	1	0	3	0	3	4.0	12	2	1	1	1	1	Blooming beautifully with life in harmony with nature, a radiant rosebud unfolds with each dawn, unveiling its hidden splendor with unrelenting gentleness.	9
32	4	1	2	3	3	2	7	0	1	0	3	1	4	5.0	23	4	1	3	3	3	Finding the balance between productivity and well-being, while continuing to navigate uncertain times is a daunting and ever-changing task that will require persistent dedication and flexible thinking	9
23	3	2	0	0	1	3	7	0	2	0	0	1	3	4.0	8	1	1	2	1	0	The unending ocean waves gushed into his dreamy eyes and healed his soul's scars as the sound harmonized into a soothing symphony	9
24	2	3	0	0	0	5	7	0	1	0	2	0	3	6.0	5	1	1	2	2	0	The long-awaited arrival of summer brought a heatwave, which exposed the fragility of the ecosystem's links with the natural world	9
21	1	0	4	3	1	0	1	0	3	0	2	2	3	6.0	6	2	2	3	1	0	Sometimes I feel like our minds are so busy, that we have forgotten how to be Still and listen.	9
19	3	3	1	1	1	2	6	0	0	0	1	0	1	4.0	13	1	0	1	0	1	Living away from home without a steady income or savings is a common symptom of early-stage adulting	9
28	3	3	1	0	1	4	6	0	4	0	3	0	3	8.0	6	2	2	2	2	0	The cat curled beside me on my favorite armchair, a soft purring filling the silence that blanketed the room, content and unbothered by anything beyond.	9
27	3	2	1	0	2	2	7	0	3	0	2	0	4	4.0	11	2	1	2	2	1	Blossoming with unpredictable patterns, colors and scents the rare flowers captured the gardener's attention and he dedicated himself fully tending to their unique needs.	9
25	4	3	0	1	0	1	5	0	3	0	3	0	5	5.0	11	4	4	1	0	0	Sitting at my desk, staring at my computer screen filled with countless open tabs, wondering what other creative projects I could begin.	9
31	1	6	2	1	1	2	6	2	1	2	2	0	4	5.0	8	2	1	1	1	1	Born in Paris, the actress would go on to study drama at Yale and star in over 50 films before her tragic death at 45 from an heroin overdose.	9
17	3	2	1	0	0	3	4	0	0	0	2	0	2	3.0	7	1	1	1	1	0	The sun sets slowly behind the distant mountains, casting warm golden hues across the landscape.	9
31	3	3	3	1	1	2	8	0	1	0	3	0	6	7.0	12	2	2	2	3	0	Human-generated content can result in a lack of diversity in the algorithmically curated feed, creating homogenous groups that reinforce echo chambers and further marginalize already vulnerable voices. 	9
42	5	3	1	1	1	5	12	1	2	1	2	1	4	6.0	15	3	2	2	3	1	Melania's decision to hold a formal speech and reception at the same venue two days earlier marked a rare public confrontation with her husband, a sign that tensions within their longstanding friendship had begun to reach a boiling point.	9
35	3	5	4	1	0	4	6	0	3	4	0	0	3	6.0	13	2	2	3	2	0	The sun's gravity pulled Venus away from its planned orbit around the Earth to a new path that now brings it closest to the red planet's orbit when Earth is closest to Sun	9
26	6	3	2	1	1	1	6	0	1	0	2	1	2	4.0	13	1	1	2	1	0	Inventive but insular musicians are sometimes criticized for their lackadaisical disregard for otherworldly genre-benders, although such dismissal often misses the point of experimental music.	9
26	1	3	3	1	1	5	6	0	2	0	1	0	3	6.0	7	1	1	2	3	0	Even the slightest of differences can change our perception of the entirety and distort the reflections in the waters that once accurately reflected the truth.	9
36	4	7	0	2	0	6	8	0	3	0	2	1	3	7.0	13	3	2	3	0	1	Living out of synchronization with the pulse of the earth is the great disease, which flows as a vast tsunami of suffering through all the tributaries we have conceived as our own individual ailments.	9
28	1	5	1	1	0	2	6	0	3	0	4	0	5	5.0	9	4	3	2	1	1	Beneath her unruffled demeanor, hidden beneath layers of poise, she concealed a soul tormented, consumed by longing for the man she could never have.	9
21	1	2	0	1	0	1	5	0	3	0	2	2	3	5.0	9	2	2	1	2	0	The baby was screaming at its mother for attention, as if protesting her failure to fulfill its impossible expectations.	9
26	3	7	0	0	0	4	7	0	0	0	2	0	3	9.0	4	2	2	1	0	0	Humanity lives in ignorance of the true nature of reality, lost in a maze of delusions conjured from the depths of the collective unconscious.	9
27	2	5	1	0	0	3	7	0	2	0	3	1	3	4.0	12	2	1	2	1	1	Sailing solo in an open boat on a rough sea, I feared for my life, as the sun dipped low in search of refuge.	9
28	2	1	0	2	1	3	7	0	2	1	2	1	4	7.0	7	3	3	3	3	0	The teacher asked Maria to stay after class, unaware that her comments would ignite a firestorm that would challenge the entire institution's values and practices.	9
24	2	3	0	2	2	3	6	0	2	0	2	0	2	4.0	19	0	0	2	0	0	The man was found dead in his house with no signs of struggle or forced entry, yet all his valuables were missin.	9
41	3	3	2	5	2	4	5	0	1	0	7	1	6	6.0	14	3	3	4	0	0	In every crisis, one must learn to adapt, and in return, a new path of growth will appear, and the old shall be left behind, to wither away, until a new way is embraced.	9
24	1	3	1	1	1	1	4	0	3	0	1	1	5	5.0	7	3	2	2	2	1	Even if we find a treatment, they will need to stay vigilant and monitor them for signs of relapse for years to come	9
25	4	3	0	0	1	4	5	0	3	0	2	0	3	4.0	8	2	1	2	1	1	Floating in an oceanic dream, she sang a gentle lullaby about the vastness of interstellar space, and the endless possibilities that it contained	9
34	4	4	1	2	0	4	9	0	1	0	2	2	5	6.0	11	3	3	2	2	0	Nature is the only available solution to the complex challenges we are facing now, from tackling the growing burden of non-communicable diseases to finding answers to the pressing questions around energy sustainability.	9
24	1	3	2	1	1	2	5	0	3	0	3	0	3	7.0	5	2	2	2	1	0	Moving to the city for college, where her grandmother hoped she'd find a cure for her wild ways, but instead.	9
24	1	1	4	1	1	1	3	0	2	0	4	1	5	4.0	10	4	3	3	0	1	The cat, whose fur was soot black and shimmering, purred contentedly sitting on laps, purring softly as it slept soundly.	9
25	2	1	3	2	0	3	5	1	1	0	3	1	3	3.0	12	1	1	3	0	0	Nine miles out, she could see that the great glacier had calved recently, the craggy shore rocked gently in the morning mist.	9
20	0	3	0	0	2	2	7	0	1	1	1	1	2	6.0	11	1	0	2	1	1	With the cat on my lap, purrs and head Buttes of nurturing love and comfort continue through the night	9
23	3	3	1	0	0	1	5	0	2	0	2	1	3	4.0	10	2	2	2	0	0	Human knowledge about nature's vast interrelated systems of the cosmos continues to grow, while simultaneously our disregard for them deepens.	9
18	4	1	2	3	0	2	3	0	0	0	1	0	2	3.0	7	1	1	2	0	0	A powerful state could be created only when several smaller units were united by a common goal.	9
32	4	2	1	1	3	1	4	0	5	0	3	1	5	5.0	14	2	2	4	0	0	The cat's slow-moving tail signaled that it was content and relaxed after its latest hunt, and it began to purr and rub against its human, who eagerly 	9
31	5	4	0	2	1	2	10	0	2	0	1	0	3	8.0	8	2	2	2	1	0	Aging and disabling inequities across various societal subpopulations are a significant threat to global efforts to reduce health inequities that are increasing faster than the growth of world population itself.	9
37	1	7	2	1	1	3	6	0	5	0	4	1	6	5.0	15	4	2	4	1	2	As I stood there watching, a tide of memories swelled up from the depths, bringing with it visions of you and I, lost in the vast expanse of time we'd shared together.	9
17	2	2	0	1	0	1	6	0	1	0	1	1	2	5.0	4	1	1	1	2	0	Humans have destroyed entire ecosystems by disrupting the fragile balance of species interaction on our planet.	9
31	4	5	1	0	1	4	7	0	2	0	2	0	4	7.0	12	2	2	3	0	0	The cat slowly padded across the dark, cool floor, and its bright eyes seemed to gleam in the faint light that poured through the window like moonlight on water	9
37	2	4	2	0	2	2	8	0	5	0	4	0	7	7.0	9	5	3	2	5	2	Hearing the birds singing in the morn, I realize how much they add beauty to our existence, reminding us to find balance with nature, and thus find solace and inner peace within ourselves.	9
21	4	3	0	0	1	3	5	0	1	0	1	0	3	6.0	5	1	1	1	2	0	Beneath the surface lurks a hidden ocean of emotional turmoil that festers and rots the very foundations of human relationships.	9
21	3	1	0	0	1	1	4	0	2	0	3	0	5	6.0	8	4	2	2	3	2	Learning to trust others requires unpacking the historical, political, and social forces that inform our relationship to vulnerability.	9
24	1	5	1	1	2	1	8	0	0	0	3	0	2	5.0	11	1	0	1	0	1	Living unresponsive to the demands and constraints of society can ultimately result in feelings of isolation, detachment, and loneliness for individuals.	9
40	3	4	2	1	0	6	13	0	1	0	4	0	4	8.0	9	3	3	2	2	0	A symphony orchestra's strings section's musical line is frequently affected, in an instant, whenever a conductor raises their baton, causing a cascade of interdependent responses from the players positioned throughout the vast performance space.	9
20	1	2	2	2	0	2	4	0	1	1	2	0	2	4.0	12	1	1	1	1	0	Jorge could see the outline of his neighbor's house being slowly un-built by the heavy machinery.	12
23	6	3	0	1	1	2	5	0	1	1	1	1	1	5.0	12	1	1	1	1	0	The intricate networks of interconnected relationships within the bustling metropolitan area of Tokyo are integral to understanding its rapid growth and development.	12
22	6	2	0	1	1	2	4	0	0	2	1	1	2	4.0	10	1	0	1	2	1	The unprecedented spree of President Biden in signing recent Executive Orders is causing widespread political and social implications throughout the country.	12
19	6	2	0	1	0	2	4	0	0	0	1	1	2	4.0	7	1	0	1	1	1	The intricate process of developing innovative digital technologies was aided by the collective contributions of numerous creative professionals.	12
23	3	4	0	0	0	3	6	0	0	4	1	0	1	5.0	11	0	0	1	0	0	The scintillating brilliance of Princess K Igbinogha of Osun kingdom's gemstone tiara glistened like the shimmering rays of a celestial body.	12
25	4	3	1	2	0	3	6	0	1	0	2	0	3	6.0	9	2	2	2	2	0	The extensive restoration works were completed in a very short span of time, surprising many who had imagined a lengthier period of construction.	12
32	3	4	2	4	0	5	5	2	2	1	2	0	2	6.0	20	2	2	3	1	0	The company had just received an order for more than a hundred thousand parts from a client in Asia, which would be the single biggest sale they had ever seen.	12
19	1	4	1	1	0	3	6	0	1	0	1	0	1	3.0	7	0	0	2	1	0	With the new policy in place, the hospital will now prioritize the wellness of its employees over productivity	12
22	2	3	1	0	0	3	5	0	1	2	1	0	3	6.0	5	2	1	1	1	1	The most intriguing theory regarding Atlantis' saga has its origins in the mystical knowledge imparted by the priestesses of Delphi.	12
17	3	2	1	0	0	2	6	0	0	0	0	0	3	7.0	3	2	2	1	2	0	The exploration team uncovered a hidden cache of ancient documents detailing mysterious rituals performed deep within pyramid	12
18	2	0	1	0	1	1	3	0	1	1	2	2	4	5.0	5	2	1	1	2	1	Despite facing immense challenges, John persevered and finally achieved his dream of becoming a successful restaurateur.	12
26	3	3	0	1	0	3	7	0	1	0	2	2	3	4.0	9	2	1	2	2	1	In order to ensure timely completion of the project, the client required extensive testing of each iteration before it was deemed ready for deployment.	12
20	3	3	0	1	0	2	5	0	1	1	1	0	2	5.0	3	1	1	2	1	0	The ancient temple's mysterious aura was maintained by a team of dedicated guardians, who kept intruders at bay	12
30	3	5	0	0	3	2	9	0	0	1	3	0	4	7.0	17	2	1	1	1	1	A large number of unemployed workers in the industrial city of Manchester, driven by poverty and despair, began attacking factories and machinery with increasing frequency and ferocity.	12
30	3	1	0	0	3	1	7	0	4	4	3	0	4	4.0	14	2	1	2	2	1	Ms. Kumar and her colleagues, including David and Sally, spent an entire week end rehearsal for their bosses visit next week but he cancelled it last minute.	12
25	5	4	2	0	1	2	7	0	0	0	2	0	2	7.0	5	1	1	1	0	0	The exotic fruit market expanded exponentially last year, propelled by a surge in demand for novel and nutritious ingredients among conscious consumers worldwide.	12
31	3	2	1	0	1	3	8	1	2	1	1	1	4	5.0	10	3	2	3	2	1	Because John's company offered a signing bonus of $ 5,000 the new hire decided to accept their job offer despite the lengthy and complex relocation process that lay ahead.	12
30	5	5	0	0	0	5	7	0	1	2	2	0	3	6.0	11	1	1	1	0	0	The scintillating performances of the Polish national team in the last World Cup put paid to any remaining doubts about their status as a top-level soccer powerhouse.	12
21	2	2	3	2	0	0	3	0	4	1	1	1	2	3.0	10	2	1	1	1	1	Judging from your latest Instagram post, it's undeniably clear that your vacation has officially taken over your life now	12
23	4	2	1	0	0	4	6	0	0	0	1	0	3	4.0	11	0	0	1	1	0	The intricately designed carving on the ancient statue's pedestal revealed an unknown tribe's unique mythological beliefs to the surprised archaeologists.	12
19	3	1	1	1	0	2	5	0	1	0	1	0	3	5.0	6	2	2	2	2	0	The sudden breakthrough in quantum computing has already started to revolutionize the way we understand complex molecular dynamics.	12
26	2	3	1	1	1	4	8	0	1	0	1	0	3	5.0	16	2	1	2	1	1	The intricate patterns of frost and snow that etched the windows of the cozy log cabin had finally begun to melt under the warming sunlight.	12
23	3	3	0	1	0	3	6	0	1	1	1	0	2	4.0	8	1	1	1	1	0	Their decision to vacation in Bali this year was motivated by the desire to experience new cultural experiences in a tropical location.	12
18	1	3	1	0	0	3	5	0	2	0	0	1	2	3.0	11	1	1	1	2	0	The cat chased the mouse rapidly throughout the house for several minutes before catching it with its paws	12
21	4	3	0	1	0	3	7	0	0	1	1	0	0	4.0	11	0	0	1	0	0	The discovery of DNA's double helix structure was a significant watershed moment in the development of contemporary molecular biology. 	12
