n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	n_obj_post.1	n_subj_pre.1	sentence	subj_pre_constraint
2	0	0	0	0	0	0	0	0	0	1	1	0	0	0.0	0	0	0	0	0	0	0	0	Jim: You can purchase your train ticket at the station today.	1
9	0	1	0	1	0	0	3	0	1	1	1	0	1	2.0	5	0	0	1	1	0	1	1	I will meet Jack tonight at bar downtown.	1
15	0	1	1	1	0	1	4	0	3	0	1	0	2	3.0	10	1	1	2	1	0	1	2	I will stop by my brother's house this afternoon when I have time.	1
13	1	0	1	0	1	2	2	0	0	1	1	0	3	3.0	6	1	1	1	2	0	2	1	The teacher gave Jack a new textbook to take home and read.	1
10	1	2	0	1	0	0	2	0	1	1	1	0	1	3.0	6	0	0	1	1	0	1	1	I have booked flights to Tokyo for next month.	1
17	1	1	0	1	0	2	5	0	1	0	1	1	2	4.0	7	1	1	1	1	0	1	1	You can obtain the museum's gift card by going to the museum's front lobby. 	1
8	1	0	0	0	0	0	2	0	1	0	1	0	2	3.0	2	1	1	1	1	0	1	1	My mother loves to cook vegetarian meals.	1
12	2	1	0	2	0	2	3	0	0	0	1	0	1	2.0	5	0	0	1	0	0	0	1	The new employee will be introduced at the next team meeting.	1
11	0	2	0	0	0	2	4	0	1	0	1	0	1	3.0	8	0	0	1	1	0	1	1	I love the sound of the ocean waves during sunrise.	1
8	0	1	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The sun rises slowly in the distance.	1
9	0	1	0	2	0	1	1	0	0	2	1	0	1	2.0	4	0	0	1	1	0	1	1	Jeff will be calling John in the afternoon. 	1
9	1	1	1	1	0	0	1	0	1	1	0	0	1	2.0	4	0	0	1	0	0	0	1	Sarah has not yet respond to my last email	1
10	0	2	0	1	0	2	2	0	0	1	1	0	1	3.0	3	0	0	1	1	0	1	1	Sheila can pick up the package at the airport.	1
19	0	2	0	1	0	4	7	0	1	0	1	1	2	5.0	6	1	1	1	2	0	2	1	You can reach the baggage claim area by following the signs at the exit of the security checkpoint.	1
10	0	1	0	1	0	1	2	0	2	1	1	0	1	2.0	6	0	0	1	1	0	1	1	I will visit John at his office this afternoon.	1
11	0	2	0	0	0	0	2	1	1	2	2	0	1	3.0	5	0	0	1	0	0	0	1	Japan: Your flight leaves for Kyoto in 3 hours.	1
9	0	1	0	0	0	1	1	0	1	2	1	0	2	3.0	4	1	1	1	1	0	1	1	I met a girl in Paris named Sophia.	1
12	0	1	0	1	0	2	3	0	1	0	1	0	2	3.0	5	1	1	1	1	0	1	1	I will call the bank tomorrow to inquire about the account.	1
7	0	1	0	0	0	0	2	0	0	1	1	0	2	3.0	3	1	1	1	1	0	1	1	Mary likes going shopping on weekends.	1
9	0	0	0	0	0	2	3	1	1	0	0	0	2	3.0	4	1	1	2	1	0	1	2	I saw three deer cross the road this morning	1
13	0	1	0	1	1	2	4	0	0	0	1	0	2	4.0	4	1	1	1	1	0	1	1	The chef is preparing to season the roast with rosemary and garlic.	1
14	2	1	0	1	0	3	5	0	0	0	1	0	1	3.0	4	0	0	1	1	0	1	1	The new manager has demanded a detailed project plan from the development team.	1
14	1	2	0	1	0	2	2	0	1	2	1	0	2	4.0	4	1	1	2	0	0	0	2	Jane is looking for the new restaurant that John recommended in the email.	1
14	1	1	1	1	0	1	3	1	1	0	1	1	2	4.0	6	1	1	1	1	0	1	1	You can reach the nearest train station by walking 10 minutes from here.	1
13	0	2	0	1	0	1	3	0	1	2	1	0	1	4.0	5	0	0	1	0	0	0	1	I'm looking for the phone number of Tom Petty's manager.	1
9	0	0	0	1	0	1	2	0	1	1	1	1	1	2.0	5	0	0	1	1	0	1	1	I will see Sarah tomorrow if the weatherpermits.	1
2	0	0	0	0	0	0	0	0	0	1	1	0	0	0.0	0	0	0	0	0	0	0	0	Mexico: The consulate is open for visa applications on Tuesday, Wednesday, and Thursday from 8:00 am to 12:00 pm.	1
9	1	1	0	0	0	1	1	0	0	1	1	0	2	3.0	4	1	1	1	1	0	1	1	Jim went to pick up the new guitar.	1
12	1	1	0	1	0	3	3	0	1	0	1	0	1	2.0	8	0	0	1	2	0	2	1	She will give the baby a big kiss on the cheek.	1
13	2	1	1	0	0	1	2	0	2	0	1	0	2	4.0	7	1	1	1	1	0	1	1	She made sure to lock the front door on her way out.	1
14	1	2	1	1	0	1	3	2	1	0	1	0	1	3.0	7	0	0	1	1	0	1	1	I have collected over six thousand stamps from various countries around the world.	1
16	1	1	1	1	1	2	2	0	1	0	1	1	3	3.0	11	2	2	2	1	0	1	2	They have a passion for flying, but the aircraft is too heavy to take off	2
22	1	0	0	2	1	3	3	0	3	0	2	1	3	3.0	12	1	1	2	3	0	3	2	They will find you a new car, but not if you do not take the bus to work every day.	2
30	2	3	4	1	2	2	3	0	2	1	5	0	5	4.0	16	2	2	2	0	0	0	2	They were all very impressed with the cake and eagerly reached for their first slice; Sarah, however, seemed a bit distracted and kept glancing at __________.	2
13	3	1	0	1	1	2	3	0	0	1	1	0	0	3.0	4	0	0	1	0	0	0	1	Jason is a gifted artist and a passionate advocate for environmental responsibility.	2
16	1	0	0	0	1	2	3	0	2	3	1	0	2	4.0	6	1	1	1	2	0	2	1	Her daughter and she visited the museum to see the new Leonardo da Vinci exhibition. 	2
20	2	2	2	1	0	1	4	0	3	0	2	1	2	3.0	13	1	1	2	1	0	1	2	They always take their dog for long runs, even though her favorite place is lounging on the couch.	2
15	3	2	0	1	1	1	4	0	1	0	1	0	1	3.0	7	0	0	1	0	0	0	1	Many tourists are attracted to the old town by its history and charming atmosphere.	2
25	5	3	0	2	1	4	4	0	1	0	2	0	2	4.0	11	1	1	2	1	0	1	2	The intricate patterns of the woodcarvings were thought to bring good fortune, yet their mystical power was unknown to all but a few.	2
8	0	1	0	0	2	0	2	0	0	2	0	0	1	3.0	3	0	0	1	0	0	0	1	Lions and tigers fight over territory and mates	2
25	3	0	3	2	0	1	3	0	5	0	1	2	4	6.0	5	4	4	2	2	0	2	2	They were all very scared because their teacher was telling them that there was now a giant sea turtle coming to eat them alive.	2
15	0	1	0	1	0	1	3	0	4	0	1	0	3	6.0	4	3	3	2	2	0	2	2	They made her promise to come see them every time she's in town.	2
30	0	4	0	0	1	5	7	0	5	0	3	0	5	6.0	16	3	3	3	1	0	1	3	Her sisters helped prepare them for the dance, but no matter what they did, her date seemed fascinated by the reflection of the light on the wall.	2
8	0	0	1	1	0	1	2	0	1	0	1	0	1	2.0	3	0	0	1	0	0	0	1	His team has worked hard all week. They will enjoy the game more if they cheer for him.	2
15	0	1	1	0	0	1	4	0	1	0	2	1	3	4.0	5	2	2	2	1	0	1	2	Thousands of protesters gathered outside, calling for the government to listen their demands.	2
25	4	2	4	1	1	2	4	0	3	0	1	0	3	6.0	9	1	1	2	3	0	3	2	You will find these vivid depictions particularly fascinating and maybe even shed light on mysterious aspects of this culture that puzzled everyone else before.	2
20	1	2	2	1	1	2	4	0	3	0	1	0	3	4.0	8	1	1	3	2	0	2	3	They always order the spicy margaritas, and you should order the guacamole tostadas when they run out of chips	2
14	0	2	1	1	0	3	3	0	1	0	1	0	2	4.0	5	1	1	2	1	0	1	2	The cat was chasing the mouse when it jumped out of the way.	2
20	1	2	1	0	0	4	6	0	1	1	0	0	3	5.0	11	2	2	1	3	0	3	1	Rocky immediately called a meeting with all members of the management team to discuss the urgent task requiring their attention	2
17	2	1	1	3	1	1	3	1	1	0	1	0	2	3.0	9	0	0	1	2	0	2	1	She has been playing the guitar for five years and now can play many popular tunes.	2
11	1	1	0	0	0	3	3	0	0	0	1	0	2	4.0	4	1	1	2	0	0	0	2	The baby laughed at the silly faces the clowns made.	2
11	0	0	1	0	0	2	3	0	1	0	1	1	2	3.0	5	1	1	2	2	0	2	2	The cat purred happily as the children fed it biscuits.	2
9	0	0	1	1	0	0	1	0	1	1	1	0	2	3.0	3	1	1	1	2	0	2	1	Lily is teaching her dog how to swim. Her mother helps her train the puppy each day.	2
24	1	4	1	3	1	4	5	0	1	0	1	0	3	3.0	12	0	0	2	0	0	0	2	A large number of the employees are looking into the future of the industry and how it will be affected by emerging technologies. 	2
41	6	3	1	1	2	3	7	1	3	0	2	1	7	7.0	13	7	7	3	3	0	3	3	They say that to see the world and travel are the best ways to experience a new sense of self, yet many opt-out to remain static in one place their entire lives to avoid venturing into something unfamiliar	2
16	0	1	1	1	0	1	1	0	4	0	1	1	4	5.0	7	3	3	2	2	0	2	2	They invited her to go swimming with them even though she was wearing a suit. 	2
19	1	2	0	1	0	4	5	0	1	0	2	1	2	4.0	10	1	1	2	2	0	2	2	They will enjoy these souvenirs for a lifetime, as each relic holds a piece of Irish charm.	2
8	0	0	0	1	0	0	0	0	3	0	1	0	2	2.0	3	1	1	2	2	0	2	2	You can tell them i said hello.	2
12	0	2	0	1	0	1	1	0	3	0	1	1	2	3.0	5	1	1	2	0	0	0	2	You can see for yourself if you travel to the museum. 	2
11	0	1	1	1	0	1	2	0	2	1	0	0	2	4.0	3	1	1	2	1	0	1	2	Brad will never forget the adventures they shared on their vacation	2
18	1	1	1	2	0	1	2	0	5	0	1	1	3	6.0	4	3	3	3	2	0	2	3	She will love it if you buy a vase she thinks is quite beautiful for her birthday.	2
13	2	1	0	3	0	1	2	0	2	0	1	0	1	4.0	4	1	1	2	1	0	1	2	They are building a huge mansion that will be ready in summer.	2
16	1	1	1	1	0	1	3	0	2	0	1	1	4	4.0	7	3	3	2	1	0	1	2	They walked towards downtown holding hands while eagerly anticipating what other treasures they would find.	2
43	5	5	2	6	2	4	5	0	4	2	3	1	3	7.0	12	4	4	4	0	0	0	4	A trip up the mountain would be enjoyable for all those who have been preparing for this expedition, but especially for  John and Bill, who are eager to see if their new gear will perform well in harsh snowy conditions. 	2
20	1	3	1	1	1	3	5	0	2	0	1	0	2	3.0	9	0	0	1	1	0	1	1	The manager was impressed by her presentation and confidently introduced her to the clients as the new sales representative.	2
12	0	1	1	0	1	0	2	0	2	1	1	0	2	4.0	3	1	1	1	1	0	1	1	She always loved to play basketball with John and his friends.	2
18	4	0	0	2	1	3	4	0	0	0	1	1	2	3.0	8	1	1	2	1	0	1	2	The researchers have found that the ancient carvings hold unique significance and are a valuable cultural heritage.	2
15	2	1	4	1	0	0	1	0	4	0	1	0	1	3.0	5	1	1	2	1	0	1	2	They were both very happy for us when we bought our first home together.	2
12	0	1	1	1	0	1	3	0	2	0	1	0	2	3.0	3	1	1	2	1	0	1	2	Your cat will chase the laser pointer you just turned off. 	2
29	5	1	2	2	1	0	3	0	4	0	2	3	6	5.0	19	5	5	3	1	0	1	3	Many people enjoy listening to classical music while studying as it helps them concentrate better, but it can also be distracting if there are other noises present.	2
25	3	2	1	2	1	3	3	0	5	0	1	0	4	4.0	10	2	2	4	1	0	1	4	Some people think there's more to the mystery but we are excited about what we found so we're opening a new exhibit. 	2
20	1	2	0	0	1	4	6	0	2	0	2	0	2	4.0	10	0	0	2	3	0	3	2	The manager gave the intern a new task, and his coworker asked him for help with the project.	2
18	2	1	1	1	0	2	5	0	2	0	1	1	2	4.0	7	1	1	2	2	0	2	2	The teacher asked students if their parents have ever visited any ancient historical places outside their countries.	2
17	0	2	1	0	0	2	7	0	0	0	0	0	3	6.0	4	2	2	1	1	0	1	1	Bikini bottom dwellers love to visit sea world to get away from the pressures of the ocean	2
18	0	3	0	1	1	1	4	0	4	0	1	0	3	5.0	11	1	1	3	2	0	2	3	She loved watching them and the soundtracks for movies they were in filled her heart with nostalgia.	2
18	2	3	0	1	1	2	5	0	2	0	2	0	0	4.0	8	0	0	1	0	0	0	1	They are a symbol of hope for future generations, and a lasting legacy for their ancestors.	2
21	1	1	1	0	1	4	5	0	1	0	2	0	4	4.0	13	1	1	3	1	0	1	3	The baby laughed when he met the funny-faced man, and the man smiled at the baby's giggles	2
23	2	2	2	2	1	3	4	0	2	0	2	0	3	5.0	7	1	1	2	1	0	1	2	The teacher will be thrilled you finally read the long chapter, but also disappointed by your bad grade on the quiz.	2
16	1	2	1	1	0	1	3	0	3	0	1	1	2	3.0	10	1	1	2	1	0	1	2	They left for their destination early in order that they could enjoy the scenic route.	2
17	1	2	0	0	0	2	7	0	0	0	1	0	2	5.0	8	1	1	1	2	0	2	1	The teacher asked student's permission to show films about space travel to a captive class.	2
44	3	3	2	2	2	3	8	0	8	1	2	1	6	8.0	21	4	4	4	5	0	5	4	Her teacher gave them an assignment to color the pictures and hang them in their rooms, but little Sam's wasn't finished yet because he was too busy drawing his own version of what they saw on the class field trip.	2
19	1	3	2	1	0	2	4	0	3	0	1	0	2	3.0	8	1	1	2	0	0	0	2	The little girl was playing outside with her dog when her mother yelled at her from the window.	3
27	0	3	3	1	1	4	6	0	3	0	1	0	4	7.0	11	2	2	2	3	0	3	2	The teacher wrote the exam questions down on a whiteboard, and then asked us to explain how we had arrived at our answers to each question	3
21	1	1	0	1	0	2	3	0	2	3	5	0	3	5.0	13	2	2	3	2	0	2	3	"Betty exclaimed, ""Did you see the way John tamed his wild horse, Misty, at the ranch?"	3
22	1	0	2	1	1	1	2	0	6	0	1	0	5	4.0	11	2	2	3	4	0	4	3	We all love him but he doesn't like our cat so we have to take extra precautions when seeing him.	3
31	1	3	3	2	0	4	5	1	2	1	6	0	3	5.0	15	2	1	3	1	1	1	3	The chef, who was previously from a three-Michelin-starred restaurant, expertly sautéed the vegetables, which were flown in from various parts of the country.	3
32	2	4	1	0	0	2	6	1	1	5	4	1	4	7.0	17	3	3	3	0	0	0	3	The three amigos strolled down Main Street, their arms loaded with hot cinnamon sugar pretzels, freshly baked at Schmetterlingmann’s Bakery, while the sun set behind Mount Tamalpais. 	3
29	4	4	1	0	1	4	8	0	1	3	1	0	2	6.0	10	1	1	2	2	0	2	2	The librarian showed us the stacks of fiction, where copies of Mrs. Dalloway lay on the same shelf as the newest Danielle steel novel and other recent release	3
23	1	2	0	0	0	4	8	1	0	0	1	2	4	4.0	9	2	2	3	1	0	1	3	The cat purred while the three ladies from the garden club watched as the man danced sizzling salsa steps with fiery passion.	3
24	2	2	0	0	0	4	7	1	0	0	4	0	3	5.0	9	2	1	1	3	1	3	1	The three friends, excited to visit the art museum, walked hand in hand down the crowded streets, admiring the architecture.	3
21	2	0	1	2	1	3	2	0	3	0	3	0	3	4.0	8	2	1	4	1	1	1	4	Everywhere we looked, the prices were reasonable, the service was superb and we wanted to buy it all!	3
40	2	4	1	2	1	5	7	1	6	0	2	1	6	8.0	15	4	4	4	3	0	3	4	I can not express enough my gratitude to the two men that gave me a lift on the side of the road last night, after they stopped to check on me and discover the tire was completely shattered.	3
31	1	1	0	1	2	5	7	0	3	0	2	0	7	6.0	15	5	5	6	2	0	2	6	The doctor said to him, this patient needs to take the pill and the mother said it is expensive and the child said I want to eat ice cream.	3
41	3	1	3	5	1	5	5	0	5	0	4	2	6	6.0	12	4	4	6	2	0	2	6	The doctor told her they could not remove it, the lawyer argued strongly that they must be removed, and the little boy sat crying on the floor, unsure if his doll would ever be the same again.	3
20	0	1	2	0	0	3	7	0	1	0	2	0	3	4.0	11	2	1	2	2	1	2	2	When the teacher praised the boys team's win at soccer, the fans went wild cheering their names.	3
17	2	3	0	0	0	2	4	0	3	0	1	0	2	4.0	6	0	0	2	0	0	0	2	The sunflowers turned toward it, their petals shaped like the first initials of their loving owners	3
32	2	4	1	2	1	3	6	0	6	0	1	1	4	7.0	17	3	3	3	2	0	2	3	That guy yelled at his wife telling her that after all he had doe for her and their children they could not even get decent medical attention in this hell hole.	3
20	1	0	3	1	0	0	1	0	4	1	3	1	4	4.0	13	3	3	3	2	0	2	3	I'm eager to see you, Bob, as soon as he arrived he started talking nonsense again.	3
39	1	4	1	3	2	1	4	0	8	1	4	1	6	6.0	21	3	3	4	4	0	4	4	A friend introduced me to her mother and said,  Can you please take care of little Tom, because he's really starting to stress me out, and his grandma won't do anything about it. 	3
47	5	1	4	5	1	3	5	0	6	0	3	3	7	9.0	10	8	7	6	2	1	2	6	That said, he was sure he could have written longer, if the editor hadn't been so eager to send all his works for review before they got too old to read even if it took a long time and several rewrites to complete.	3
23	0	1	3	1	1	3	3	0	3	0	2	0	5	5.0	8	2	2	4	1	0	1	4	He said he loved her, the sun rose slowly in the sky and the world seemed to be spinning just right.	3
29	1	1	3	0	1	2	7	1	2	0	3	1	6	6.0	8	2	2	2	2	0	2	2	The three best friends stood together watching as their basketball teammate successfully scored a goal, jumping for joy and celebrating their team's hard-earned victory.	3
33	1	3	4	0	0	1	3	1	5	1	6	0	7	7.0	9	4	4	2	3	0	3	2	"She smiled at him, then turned to invite her two friends to lunch, saying ""let's go somewhere fancy, we only come to Paris once a year!"""	3
23	5	1	1	2	1	2	4	0	2	0	4	0	1	5.0	8	2	2	3	1	0	1	3	That was amazing, the cake was moist, rich and flavorful, with fluffy frosting that complemented the tart berries perfectly.	3
10	0	1	0	0	1	0	1	0	1	3	2	0	1	3.0	4	0	0	1	1	0	1	1	She bought apples for Emma, Eve and Jack.	3
33	4	3	2	0	1	4	9	0	2	0	3	0	4	6.0	9	2	2	2	2	0	2	2	The old man pulled hard on his ear, and the dog gave a bum tail-wag when asked to fetch more Fritos from the back of his dusty red pickup. 	3
31	3	1	0	0	1	3	7	0	4	1	2	2	5	6.0	13	3	3	4	3	0	3	4	We need a bigger kitchen, since my wife's collection of spiky cactuses keeps growing and we need a new place for our cat Fidgelero to stalk the lizards.	3
13	0	1	0	0	1	1	2	1	0	3	2	0	2	4.0	4	1	1	1	0	0	0	1	Ten people went to the store including Sarah, Alexa and Tim.	3
24	1	3	0	1	0	4	6	1	2	0	3	1	2	4.0	7	0	0	1	1	0	1	1	That is, until the police caught wind of us, the three guys with the stolen goods from the big city market.	3
21	4	0	1	5	2	2	2	0	2	0	3	0	0	3.0	12	2	2	4	0	0	0	4	We were delighted, the host was friendly and accommodating, the wine was exceptional and we will be back!	3
