n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	n_obj_post.1	n_subj_pre.1	sentence	subj_pre_constraint
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The cat purred contentedly on my lap.	0
11	0	1	2	1	0	1	1	0	1	1	1	1	1	4.0	3	0	0	2	0	0	0	2	John ran as fast as he could down the street.	0
16	0	3	0	0	0	2	5	0	1	0	2	1	2	3.0	8	1	0	2	0	1	0	2	With their heads nodding in unison, the herd of elephants stepped onto the savannah.	0
7	0	1	1	0	0	2	2	0	0	0	0	0	1	2.0	4	0	0	1	0	0	0	1	The horse ran quickly down the field	0
8	0	1	2	0	0	1	1	0	1	0	1	0	1	3.0	3	0	0	1	0	0	0	1	She sprinted quickly away from the park.	0
8	0	1	0	0	0	2	3	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The mountain peaks towered in the distance.	0
8	0	1	0	0	0	1	1	0	0	1	2	0	2	3.0	6	1	0	1	0	1	0	1	Running through the forest, Leaves rustled.	0
9	0	1	1	0	0	1	1	0	1	0	2	0	2	3.0	6	1	0	1	0	1	0	1	Running down the beach, she laughed freely.	0
9	1	2	0	0	0	1	3	0	0	0	1	0	1	3.0	3	0	0	1	0	0	0	1	Blossoms burst in colorful shades of the rainbow.	0
4	0	0	0	0	0	1	1	0	0	0	1	0	1	2.0	1	0	0	1	0	0	0	1	The cat jumped. (1 sentence)	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The sun rose over the mountains.	0
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The cat purred contentedly on my lap.	0
8	0	1	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The dog ran quickly down the alley.	0
11	0	0	2	0	1	1	1	0	1	0	3	0	2	3.0	8	0	0	1	1	0	1	1	Run, fast and far, the dog chased me.	0
9	0	1	2	0	0	1	3	0	0	0	0	0	2	4.0	4	1	1	0	1	0	1	0	Never before seen seeds scattered beneath an almond sky	0
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The cat purred contentedly on my lap.	0
6	0	0	2	0	0	1	1	0	0	0	1	0	1	2.0	2	0	0	1	0	0	0	1	The cat ran swiftly away.	0
5	0	1	0	0	0	1	1	0	0	1	0	0	1	2.0	3	0	0	1	0	0	0	1	John walked across the fields	0
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The cat purred contentedly on my lap.	0
8	0	1	0	0	0	2	2	0	1	0	1	0	1	2.0	4	0	0	1	1	0	1	1	The cat chased it through the field.	0
9	1	1	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The lone astronaut floated alone through the cosmos.	0
11	2	2	0	0	0	2	3	0	0	0	1	0	1	2.0	7	0	0	1	0	0	0	1	The ball flew through the open window with graceful ease.	0
9	1	1	1	0	0	2	2	0	0	0	1	0	1	2.0	5	0	0	1	0	0	0	1	The monkey climbed quietly up the tall tree.	0
7	0	1	1	0	0	1	1	0	0	1	1	0	1	2.0	3	0	0	1	0	0	0	1	Miles walked into the room alone.	0
8	2	0	2	0	0	1	1	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The big red bird flew away quickly.	0
7	1	1	0	0	0	1	2	1	0	0	0	0	1	2.0	3	0	0	1	0	0	0	1	Nine orange cats sat on the fence	0
10	2	1	0	0	0	2	3	0	0	0	1	0	1	2.0	5	0	0	1	1	0	1	1	A lone runner pounded the trail with endless determination.	0
7	0	1	0	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	1	0	1	1	She ate a sandwich for lunch.	0
6	0	0	0	0	0	2	2	0	0	0	1	0	1	2.0	2	0	0	1	1	0	1	1	The cat chased the mouse.	0
10	1	1	1	0	0	2	3	0	0	0	1	0	1	3.0	7	0	0	1	0	0	0	1	The sun rose slowly in a blood-orange sky	0
10	0	1	1	0	0	2	2	0	1	0	1	0	2	4.0	4	1	1	1	1	0	1	1	I saw a bear running quickly down the trail. (Please note that there are zero preverb subjects in this sentence.) 	0
4	0	0	1	0	0	0	0	0	1	0	1	0	1	1.0	1	0	0	1	0	0	0	1	He walked alone. (0 preverbal subjects)	0
6	0	0	0	0	0	2	2	0	0	0	1	0	1	2.0	2	0	0	1	1	0	1	1	The dog chased the cat.	0
8	1	1	0	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The mountain towered over the small village.	0
11	1	2	1	0	0	1	2	0	1	0	1	0	1	3.0	8	0	0	1	0	0	0	1	She laughed out loud at the kitten's playful antics.	0
5	0	1	1	0	0	1	1	0	0	0	0	0	1	2.0	4	0	0	0	0	0	0	0	Run silently to the tree	0
7	0	1	1	0	0	1	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The dog barked loudly in excitement.	0
11	1	2	1	0	0	1	1	0	0	3	1	0	1	3.0	4	0	0	1	0	0	0	1	Bison graze quietly in the fields of Yellowstone National Park. (1 preverbal subject)	1
8	0	1	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The lion roared loudly through the savannah.	1
15	1	0	1	0	0	2	4	1	0	0	1	0	3	5.0	4	2	2	1	2	0	2	1	One brave knight fought fiercely to defeat the dragon defending the kingdom's treasure.	1
21	5	2	0	0	1	3	4	0	0	0	3	0	3	5.0	9	1	1	1	1	0	1	1	The big brown bear roared at the little black kitten playing hide-and-seek among the tall ferns.	1
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The cat purred contentedly on my lap.	1
13	1	1	0	0	0	3	5	0	0	0	1	0	2	3.0	8	1	0	1	1	1	1	1	Running down the street, the little boy chased the ice cream truck	1
9	1	1	1	0	0	2	2	0	0	0	1	0	1	2.0	5	0	0	1	0	0	0	1	The baby laughed uncontrollably at the silly clown.	1
9	0	1	0	0	1	1	2	0	1	1	1	0	1	3.0	4	0	0	1	0	0	0	1	John and his friend walked to the library.	1
10	0	1	1	0	1	2	2	0	0	0	1	0	2	2.0	5	0	0	1	0	0	0	1	The cat sat on the mat and purred contentedly.	1
9	0	1	0	0	0	3	3	0	0	0	1	0	1	2.0	5	0	0	1	1	0	1	1	The dog chased the cat around the house.	1
8	0	1	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The tiger stalked quietly through the forest.	1
12	0	1	0	0	0	3	6	0	0	0	1	0	1	2.0	8	0	0	1	1	0	1	1	A giraffe spotted a zebra eating leaves near a baobab tree. (1 preverbal subject)	1
9	4	0	0	0	0	2	2	0	0	0	0	0	1	2.0	4	0	0	1	1	0	1	1	The big brown bear chased the little white rabbit	1
6	0	0	0	0	0	2	2	0	0	0	1	0	1	2.0	2	0	0	1	1	0	1	1	The dog chased the cat.	1
5	0	0	0	0	0	1	1	0	1	0	1	0	1	2.0	2	0	0	1	1	0	1	1	She ate a sandwich. (1 preverbal subject)	1
6	0	0	0	0	0	1	2	0	1	0	1	0	1	2.0	2	0	0	1	1	0	1	1	The cat chased its tail.	1
13	1	2	1	0	0	2	3	0	0	0	2	0	2	3.0	5	1	0	1	0	1	0	1	Running wildly, the zebra chomped on a tasty patch of grass.	1
9	0	1	1	0	0	1	3	0	1	0	1	0	1	2.0	4	0	0	1	1	0	1	1	The cobra slowly raised its hood in warning.	1
8	1	1	0	0	0	0	3	0	0	1	1	0	1	2.0	4	0	0	1	1	0	1	1	Brown foxes chased quick rabbits across meadows.	1
6	0	1	1	0	0	1	1	0	0	1	0	0	1	2.0	4	0	0	1	0	0	0	1	John walked quietly through the forest	1
10	0	1	0	0	1	0	3	2	1	1	0	0	1	3.0	8	0	0	1	1	0	1	1	Josh raised five cats and ten dogs at his home	1
9	0	1	0	0	0	3	3	0	0	0	1	0	1	2.0	5	0	0	1	1	0	1	1	The cheetah chased the rabbit across the savannah.	1
7	0	1	1	0	0	1	1	0	1	0	1	0	1	2.0	4	0	0	1	0	0	0	1	He ran quickly down the road.	1
6	0	0	1	0	0	1	1	0	0	1	1	0	1	2.0	3	0	0	1	1	0	1	1	Juan climbed the mountain alone. 	1
8	0	1	1	0	0	1	2	0	1	1	0	0	1	2.0	5	0	0	1	1	0	1	1	Rick quickly rode his motorcycle down the mountain	1
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The man sprinted through the rain.	1
9	0	1	2	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The giraffe munched slowly on the leaves above.	1
6	1	0	1	0	0	1	1	0	0	0	1	0	1	2.0	2	0	0	1	0	0	0	1	A majestic bird soared overhead.	1
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	0	1	A cat purred contentedly on my lap.	1
6	0	0	0	0	0	2	2	0	0	0	1	0	1	2.0	2	0	0	1	1	0	1	1	The tiger chased the deer.	1
12	0	2	1	0	1	2	2	0	0	2	1	0	1	3.0	4	0	0	1	0	0	0	1	John and Maria walked slowly across the bridge over the river. 	1
5	0	0	0	0	0	1	1	0	0	1	1	0	1	2.0	2	0	0	1	1	0	1	1	Sally walked the dogs.	1
7	1	1	1	0	0	1	1	0	0	1	0	0	1	2.0	5	0	0	1	0	0	0	1	Jones ran swiftly across the green field	1
7	0	2	0	0	0	0	1	0	0	2	1	0	1	2.0	4	0	0	1	0	0	0	1	Sarah walked to school with Tom.	1
10	0	1	1	0	0	3	3	0	0	0	1	0	1	2.0	6	0	0	1	1	0	1	1	The dog chased the cat quickly across the field.	1
6	0	0	0	0	0	2	2	0	0	0	1	0	1	2.0	2	0	0	1	1	0	1	1	The cat chased the mouse.	1
9	0	1	0	0	0	3	3	0	0	0	1	0	1	2.0	5	0	0	1	1	0	1	1	The cat chased a mouse through the house.	1
12	0	1	2	1	1	1	1	0	1	2	0	1	1	3.0	5	0	0	2	0	0	0	2	Liz and Maria ran to the park as quickly as they could	1
10	0	2	0	0	1	1	3	0	0	2	0	0	1	3.0	6	0	0	1	0	0	0	1	Misty and Jack stroll along the beach hand in hand	1
6	0	0	1	0	0	1	1	0	0	1	1	0	1	2.0	2	0	0	1	1	0	1	1	Sally quickly sang the song.	1
9	0	1	0	0	0	3	3	0	0	0	1	0	1	2.0	5	0	0	1	1	0	1	1	The manager addressed the employees during the meeting. (1 preverbal subject)	1
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The cat sat on the mat.	1
8	0	1	0	1	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The sun was shining on the field.	1
6	0	0	1	0	0	1	2	0	0	0	1	0	1	2.0	3	0	0	1	1	0	1	1	Bears climbed the trees slowly.	1
17	2	1	0	1	1	2	5	0	0	1	3	0	0	4.0	8	0	0	1	0	0	0	1	The sun, planet Earth's star, is bright and beautiful in the sky tonight.	1
9	1	1	0	0	0	1	3	0	1	1	0	0	1	2.0	7	0	0	1	1	0	1	1	Raj patrolled the dense forest with her trusty axe	1
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The cat purred contentedly on my lap.	1
9	0	1	1	0	0	0	2	1	0	1	1	0	1	3.0	5	0	0	1	0	0	0	1	"One cat purred contentedly on John's lap. Please note that there can only be one preverb subject in the sentence, so ""Two cats"" is not a valid response. The instruction specifically requests a sentence with only one preverb subject. I hope this helps! Please let me know if you have any further questions."	1
9	0	1	1	0	0	1	2	0	0	1	1	0	2	2.0	4	1	0	1	0	1	0	1	Running quickly, Tom collided with the tennis ball	1
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The deer bounded across the field.	1
11	0	1	0	0	1	3	4	0	0	0	1	0	1	3.0	5	0	0	1	1	0	1	1	The cat and mouse chased the dog around the tree.	2
12	0	1	0	0	1	0	3	2	2	0	1	0	2	4.0	5	0	0	2	2	0	2	2	She ate two apples and he drank two glasses of water. ____________________.	2
10	1	0	0	1	1	1	2	0	0	2	0	0	2	4.0	5	1	1	1	1	0	1	1	The managers Sarah and John are considering hiring additional staff	2
18	1	0	1	3	1	2	3	1	1	0	1	1	3	4.0	6	1	1	2	2	0	2	2	The manager has interviewed two finalists and is currently deliberating on who will replace the former employee.	2
9	2	0	0	1	0	1	3	1	0	0	0	0	1	2.0	4	0	0	1	1	0	1	1	Two skilled climbers were scaling the rugged cliff face	2
13	0	1	0	1	1	3	4	0	1	0	1	0	1	3.0	5	0	0	1	1	0	1	1	The cheetah and the lion were stalking their prey in the savannah.	2
11	0	1	0	1	1	3	3	0	0	0	1	0	1	3.0	5	0	0	1	0	0	0	1	The cheetah and the deer were grazing in the grass.	2
9	0	1	0	0	1	2	2	0	0	1	1	0	1	3.0	4	0	0	1	0	0	0	1	Jane and the puppy played in the snow.	2
10	1	1	0	0	1	3	3	0	0	0	0	0	1	3.0	5	0	0	1	1	0	1	1	The cats and dogs chased each other through the park	2
18	2	2	0	0	0	4	4	0	0	1	2	1	2	3.0	10	1	1	2	1	0	1	2	The busy bees fly South for the winter, while the lazy dogs lounge by the pond.	2
16	5	1	0	0	0	2	3	0	1	0	3	0	1	2.0	9	0	0	1	1	0	1	1	A tall, lanky man carried a heavy, ornate door on his muscular shoulders. (1 sentence)	2
19	1	2	0	0	0	4	7	0	1	0	1	0	3	4.0	8	2	1	1	2	1	2	1	A man carrying a guitar walked into the crowded concert venue alongside his friend playing a drum set.	2
5	0	0	1	0	0	0	1	1	0	0	1	0	1	2.0	1	0	0	1	0	0	0	1	Two swifts soared southward.	2
12	1	1	0	0	1	4	3	0	0	0	1	0	1	3.0	5	0	0	1	1	0	1	1	The cheetah and the tiger chased each other through the jungle.	2
12	0	2	0	0	1	1	3	0	3	0	0	0	2	3.0	6	0	0	2	1	0	1	2	She walked to the park and he played soccer with his friends	2
17	1	3	0	1	0	3	7	1	0	0	0	0	1	3.0	11	0	0	1	1	0	1	1	The candy store owner will sell two bags of candy to the little boy at the counter	2
10	0	0	1	1	2	2	2	0	0	0	1	0	1	3.0	5	0	0	1	0	0	0	1	Both the dog and the cat are barking loudly.	2
10	0	0	0	0	2	3	3	0	0	0	1	0	1	3.0	3	0	0	1	1	0	1	1	The cat chased both the mouse and the rat.	2
8	0	1	1	0	1	1	1	0	0	2	0	0	1	3.0	4	0	0	1	0	0	0	1	Jane and Michael quickly walked through the park	2
12	1	1	0	0	1	1	2	0	1	3	1	0	1	3.0	6	0	0	1	0	0	0	1	Ms. James and her sister Sarah walked down the crowded street.	2
7	0	1	0	0	1	1	3	0	0	0	0	0	1	3.0	3	0	0	1	0	0	0	1	The man and woman walked to dinner	2
10	0	1	0	0	1	3	3	0	0	0	1	0	1	3.0	4	0	0	1	0	0	0	1	The man and the woman walked to the park.	2
9	0	1	0	0	0	1	3	2	0	0	1	0	1	2.0	5	0	0	1	1	0	1	1	Two dogs chased one cat down the street.	2
12	1	1	0	0	0	2	3	1	0	0	3	0	1	3.0	8	0	0	1	0	0	0	1	The cat chased faster than the dog. (1 sentence)	2
15	4	1	0	0	1	3	4	0	0	0	1	0	1	3.0	6	0	0	1	1	0	1	1	The big brown bear and little kitten chased the red ball down the hill.	2
12	1	1	1	0	1	1	1	0	0	4	1	0	1	3.0	5	0	0	1	0	0	0	1	Brad Pitt and Leo DiCaprio walked down the red carpet together.	2
8	0	1	0	1	1	0	3	0	0	0	1	0	1	3.0	4	0	0	1	0	0	0	1	Mother and daughter were going to beach.	2
9	0	1	0	0	1	1	2	0	1	1	1	0	1	3.0	4	0	0	1	0	0	0	1	Liz and her dog went to the park.	2
11	0	2	0	0	1	2	2	0	0	2	1	0	1	3.0	3	0	0	1	0	0	0	1	Juan and Maria hiked to the summit of the mountain.	2
18	2	2	0	0	1	2	4	0	1	2	2	0	1	3.0	6	0	0	1	1	0	1	1	With their friend's excited cheers, Jack and Alex chased the stolen puppy through the park.	2
15	3	2	0	0	1	3	4	0	0	0	1	0	1	3.0	4	0	0	1	0	0	0	1	The busy beavers and curious cubs gathered at the base of the tall tree.	2
9	1	1	0	0	0	2	2	0	0	0	1	0	2	2.0	4	0	0	1	0	0	0	1	The angry gorillas charged at the fleeing chimpanzees.	2
12	0	1	0	0	0	1	3	0	2	0	2	0	3	3.0	6	2	1	1	2	1	2	1	Running towards the park, I saw my friends playing soccer.	2
6	0	0	0	0	0	2	2	0	0	0	1	0	1	2.0	2	0	0	1	1	0	1	1	The dogs chased the cats.	2
13	0	1	1	0	1	2	4	1	1	0	1	0	1	3.0	6	0	0	1	0	0	0	1	The boss and their assistant arrived 10 minutes late to the meeting.	2
6	0	0	0	0	0	2	2	0	0	0	1	0	1	2.0	2	0	0	1	1	0	1	1	The cat chased the dog.	2
12	0	2	1	0	1	2	2	0	0	2	1	0	1	3.0	7	0	0	1	0	0	0	1	Abraham and Isaac walk slowly across the field toward the mountain.	2
9	0	1	0	0	1	2	3	1	0	0	0	0	1	3.0	4	0	0	1	0	0	0	1	Two birds and a beaver swam down the stream	2
10	4	0	0	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	1	0	1	1	The big black cat chased the little white mouse.	2
9	0	0	0	0	1	3	3	0	0	0	1	0	1	3.0	4	0	0	1	1	0	1	1	The cat and the dog chased the mouse.	2
15	1	3	1	0	0	3	4	0	0	0	2	0	1	3.0	6	0	0	1	0	0	0	1	In the dark of night, a deer darted silently through the moonlit forest.	2
10	0	1	0	0	1	3	3	0	0	0	1	0	1	3.0	4	0	0	1	0	0	0	1	The man and the dog walked through the park.	2
13	1	2	0	0	1	2	3	0	0	2	1	0	1	3.0	4	0	0	1	0	0	0	1	Elaine and John hiked to the highest peak in the mountain range.	2
11	0	1	0	0	1	2	3	0	0	2	1	0	1	3.0	7	0	0	1	1	0	1	1	The boss led John and Alex to the conference room.	2
11	1	1	0	0	1	4	3	0	0	0	0	0	1	3.0	5	0	0	1	1	0	1	1	The cats and the birds chased each other through the forest	2
12	0	0	0	0	2	4	4	0	0	0	1	0	1	3.0	4	0	0	1	1	0	1	1	The cat and the dog chased the squirrel and the rabbit.	2
10	3	1	0	0	0	2	3	0	0	0	0	0	1	3.0	3	0	0	1	1	0	1	1	The angry monkeys attacked the swift rabbits with fierce cunning	2
11	1	1	0	0	1	3	3	0	0	0	1	0	1	3.0	5	0	0	1	1	0	1	1	The cat and mouse chased each other around the tree.	2
8	2	0	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	1	0	1	1	The angry bosses interviewed the nervous candidates.	2
15	4	1	0	0	1	4	3	0	0	0	1	0	1	3.0	5	0	0	1	1	0	1	1	The big brown bear and the silly squirrel chased each other through the forest.	2
19	0	3	1	0	0	3	6	0	2	0	1	1	2	3.0	11	1	1	2	1	0	1	2	The cat purred contentedly on the lap of its owner while the dog wagged its tail with excitement.	3
14	1	1	1	0	1	2	4	0	0	0	3	0	1	3.0	6	0	0	1	0	0	0	1	The cheetah, lion, and monkey ran quickly through the grassy plains.	3
10	0	0	0	0	1	0	4	0	0	0	3	0	2	2.0	7	0	0	2	0	0	0	2	Trees grow, mountains tower, and babies coo.	3
17	0	1	0	0	2	1	1	0	1	6	3	0	2	3.0	7	0	0	1	1	0	1	1	Mario, Luigi, and Princess Peach boarded their airship and flew to the Mushroom Kingdom.	3
12	0	0	0	0	1	2	3	0	1	1	3	0	1	3.0	8	0	0	1	1	0	1	1	Mary, her dog, and the cat chased the mouse.	3
24	8	2	0	0	0	5	4	1	0	0	1	1	2	3.0	11	1	1	2	1	0	1	2	The big green frog swam across the small blue lake while the two little kittens chased each other around the tall red tree. 	3
18	1	1	0	0	1	2	4	1	1	2	3	0	1	3.0	8	0	0	1	1	0	1	1	The chef, Mary, and her team baked three pies for the café's weekly sale.	3
12	0	1	0	0	1	4	4	0	0	0	1	0	1	3.0	8	0	0	1	1	0	1	1	The dogs chased the cats and the rabbits across the field.	3
9	0	1	0	0	0	2	3	1	0	0	1	0	1	2.0	5	0	0	1	1	0	1	1	The cat chased three mice through the field.	3
11	0	1	0	0	1	1	1	0	3	0	3	0	1	3.0	6	0	0	1	0	0	0	1	She, they, and him walked to the park.	3
15	1	0	3	0	1	3	3	0	0	0	1	0	2	5.0	4	1	1	1	3	0	3	1	The teacher taught the students how to solve the complex equations quickly and efficiently.	3
14	1	1	0	0	1	3	4	0	0	0	3	0	1	3.0	6	0	0	1	1	0	1	1	The cat, dog, and bird chased each other around the park.	3
13	4	2	0	0	0	1	3	1	0	0	1	0	1	2.0	8	0	0	1	0	0	0	1	Three young girls jumped with gleeful exuberance into the crystal clear lake.	3
21	0	2	4	0	1	3	4	0	2	0	1	1	3	3.0	16	1	1	3	0	0	0	3	The cat purred contentedly on my lap while the dog barked excitedly at the squirrel outside and I yawned wearily.	3
7	0	1	0	0	0	1	1	0	0	2	1	0	1	2.0	4	0	0	1	1	0	1	1	John gave a book to Bob. Bob gave a present to David. David gave an hug to Mark.	3
16	0	2	0	2	1	0	3	0	1	3	1	0	2	3.0	8	1	1	1	1	0	1	1	Amy will be meeting John and Tim today at school to study for their exam. 	3
12	2	1	0	0	0	2	4	1	0	0	1	0	1	2.0	8	0	0	1	1	0	1	1	Three cats chased a red laser across the dark living room.	3
8	0	0	0	0	1	2	3	0	0	0	1	0	1	3.0	2	0	0	1	1	0	1	1	The dog chased the cat and mouse.	3
19	3	2	0	0	1	0	6	0	2	0	1	0	3	3.0	10	1	1	1	1	0	1	1	Mother cat carried her adorable kittens to their lovely forest hideaway to purr and nap in joyful abundance. 	3
19	0	2	1	0	0	3	5	3	0	0	1	0	3	7.0	5	2	2	1	3	0	3	1	The teacher showed three students how to read a book in a library filled with three hundred books.	3
9	0	0	1	0	0	3	3	0	0	0	1	0	1	2.0	5	0	0	1	2	0	2	1	The teacher taught the students the lesson quickly.	3
18	0	1	0	0	0	4	5	0	1	0	3	0	3	6.0	5	2	2	2	2	0	2	2	The cat chased the mouse, which scurried across the room, escaping the bird's grasp.	3
11	0	1	0	0	1	1	1	0	0	3	3	0	1	3.0	6	0	0	1	0	0	0	1	Alice, Bob, and Carol danced in the nightclub.	3
18	2	1	0	0	1	5	5	0	0	0	3	0	1	3.0	9	0	0	1	1	0	1	1	The teacher, the students, and the assistant all sang the national anthem with great enthusiasm.	3
22	0	3	0	0	0	1	4	1	3	4	4	0	2	4.0	9	1	1	2	2	0	2	2	Ms. Rodriguez handed the three exam papers to John, who passed them to his colleague, Sarah, for grading.	3
11	0	1	0	0	0	3	3	0	1	0	1	0	2	4.0	3	1	1	2	1	0	1	2	The cat chased the mouse which ran from the dog.	3
12	0	1	1	0	1	1	1	0	0	3	3	0	1	3.0	6	0	0	1	0	0	0	1	Bob, Steve, and Alex walked quickly to the store.	3
9	0	0	0	0	1	3	3	0	0	0	1	0	1	3.0	3	0	0	1	1	0	1	1	The dog chased the cat and the mouse.	3
14	0	1	0	0	1	4	4	0	0	0	3	0	1	3.0	8	0	0	1	0	0	0	1	The man, the woman, and the child walked down the street.	3
14	1	2	1	0	0	1	5	0	0	0	1	1	2	3.0	7	1	1	2	1	0	1	2	Dogs chased cats over long jumps while birds watched curiously from the trees.	3
12	0	1	1	0	1	1	1	0	0	3	3	0	1	3.0	6	0	0	1	0	0	0	1	Jim, Sally, and Tim ran quickly down the hill.	3
11	0	1	0	0	0	1	4	1	1	0	0	0	2	3.0	6	1	1	1	2	0	2	1	The teacher asked three students in classroom to present their projects	3
9	0	1	0	0	0	2	3	1	0	0	1	0	1	2.0	5	0	0	1	1	0	1	1	The cat chased three dogs across the field. (1 sentence)	3
15	0	3	0	0	0	3	4	1	0	0	3	0	1	2.0	7	0	0	1	1	0	1	1	The chef, along with two assistants, prepared a feast for the guests.	3
18	3	2	2	1	0	3	3	0	1	0	1	0	2	4.0	5	1	1	2	0	0	0	2	The cute kitten purred loudly beside the busy bees who were buzzing frantically in the bright sunlight.	3
15	0	2	0	0	1	3	5	1	0	0	1	0	2	3.0	11	0	0	1	1	0	1	1	The chef mixed the butter and cream in a pan with three roasted chickens. 	3
15	1	1	0	2	0	3	4	0	0	0	1	0	2	5.0	7	3	3	1	0	0	0	1	The manager the employees the project will be pleased to see completed on time.	3
10	0	2	0	0	0	2	3	1	0	0	1	0	1	2.0	6	0	0	1	0	0	0	1	Three skateboards raced down the beach towards the cliff.	3
16	1	1	1	0	1	4	5	0	0	0	3	0	0	3.0	8	0	0	0	0	0	0	0	The cat, the mouse, and the cheese chasedeach other rapidly across the floor. 	3
16	2	1	0	0	0	2	4	0	2	0	2	1	2	3.0	8	1	1	2	1	0	1	2	The excited puppies chased the lazy cat, while their owner laughed at their antics.	3
13	0	2	0	0	1	1	2	0	0	3	3	0	1	3.0	6	0	0	1	0	0	0	1	John, Mary, and Alice traveled to the mountains for vacation.	3
18	6	1	0	0	0	3	3	0	0	0	4	0	1	2.0	11	0	0	1	1	0	1	1	The big, fluffy cat chased the fast, little mouse around the small, sunny room.	3
18	3	1	0	0	0	3	6	1	1	0	1	0	2	3.0	7	1	1	2	2	0	2	2	The three brave adventurers climbed the steep mountain, their flashlights casting flickering shadows on the rocky terrain	3
10	1	1	0	0	0	3	3	0	0	0	1	0	1	2.0	6	0	0	1	1	0	1	1	The cats chased the mice through the green grass.	3
20	2	1	1	0	1	2	7	0	0	0	3	0	3	3.0	11	0	0	3	2	0	2	3	Rain clouds darken the sky, birds sing sweet melodies, and trees sway gently in the gentle breeze.	3
9	3	1	0	0	0	1	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The quick brown foxes jumped over lazy dogs.	3
