n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	ADP_constraint
23	1	1	1	1	1	1	3	1	0	4	0	3	3	4	1	1	0	6.0	4	10	I am unable to provide a response to this prompt as it is not appropriate to discuss going out and getting wasted. It is important to prioritize responsible behavior and avoid engaging in harmful or dangerous activities. Instead, I suggest focusing on finding healthy and safe ways to socialize and have fun. Is there anything else I can help with?	0
9	0	0	1	0	0	1	1	0	0	2	1	1	1	1	1	1	0	3.0	1	3	I should like to address one final point. 	0
11	0	1	1	1	0	0	2	0	1	3	0	0	0	2	1	1	0	3.0	2	6	RSVP yes by Friday if you want to join us.	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
9	1	1	1	0	0	1	2	0	0	0	0	2	1	1	2	0	0	2.0	1	5	I am out tonight if anyone is interested.	0
8	0	0	0	1	0	3	0	0	0	2	0	0	2	0	1	0	0	2.0	0	4	Flying purple elephants danced beneath starry night skies	0
8	1	0	0	1	0	3	0	2	0	1	0	0	0	0	0	1	0	2.0	0	7	Riding the rollercoaster alone amidst a light shower	0
5	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	3.0	0	4	Kyle Jones Technical Solutions Engineer  	0
4	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	2.0	0	3	Ready when you are	0
6	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	3.0	0	3	Please include only one sentence.	0
5	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	2.0	0	2	I accept the challenge.	0
6	1	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	2.0	0	3	Ellis will address that topic momentarily	0
6	0	0	1	2	0	1	0	1	0	1	0	0	0	0	0	0	0	2.0	0	4	Watch out for that tree.	0
8	1	0	1	1	0	2	0	1	0	1	0	0	1	0	1	0	0	2.0	0	4	The zebra jumped rapidly across muddy water.	0
9	1	0	1	0	0	1	1	0	0	2	0	2	0	1	1	0	0	2.0	1	5	I am going out tonight to get wasted.	0
13	1	1	1	0	1	1	2	0	0	2	0	3	1	1	2	0	0	3.0	1	5	   I will go out tonight and get wasted if anyone is interested.	0
8	0	0	2	1	0	1	0	1	2	0	0	0	1	0	0	0	0	2.0	0	2	The new restaurant in Bakersfield, Calif. serves locally sourced organic food within walking distance.	1
14	0	0	3	2	0	2	0	0	2	1	1	1	2	0	1	0	0	3.0	0	8	In Kadugli, White Nile, three farmers were murdered by unknown gunmen.	1
9	0	0	0	2	0	2	0	1	2	1	0	1	0	0	1	0	0	2.0	0	5	The terrorists were spotted in East Babil during dawn	1
16	1	0	1	1	1	5	0	2	1	1	0	0	3	0	1	1	0	3.0	0	7	The new shopping complex in central Suwayrah draws many locals and tourists alike every day. 	1
11	0	0	2	1	0	3	0	0	2	1	1	0	1	0	1	1	0	2.0	0	5	In Maysan, two suicide bombers targeted Iraqi Army recruits. 	1
14	0	0	2	2	0	4	0	1	1	1	0	1	1	0	1	0	0	3.0	0	6	In Basra's port, a car bomb was detected prior to detonation.	1
11	0	0	2	1	1	2	0	0	1	2	1	1	0	0	1	0	0	2.0	0	6	In Najaf, three roadside bombs were discovered and defused. 	1
18	1	0	2	2	1	3	0	0	2	4	1	1	1	1	1	1	0	3.0	1	6	In Kut Province, two parked cars were located and defused before detonation, averting possibly lethal consequences	1
18	0	1	3	2	0	2	1	1	2	2	1	2	1	1	2	1	0	3.0	1	8	In Basra, southern Iraq, two militiamen were arrested before they could carry out an attack.	1
25	0	0	4	6	0	5	0	3	2	2	0	1	2	0	1	0	0	4.0	0	16	At the entrance of Khuzestan, in the vicinity of Behdasht, an explosive-laden truck was neutralized without impact on surrounding structures. 	1
16	1	0	1	2	0	6	0	2	1	1	1	0	1	0	1	1	0	3.0	0	7	In Mossul, a bomb disposal expert successfully defused five explosive devices in the government compound	1
17	0	1	2	3	0	3	0	2	1	3	1	0	0	2	2	0	0	4.0	2	4	In Basra, 25 prisoners managed to escape after a fire broke out in the jail.	1
12	0	0	2	2	0	3	0	2	1	1	1	0	0	1	0	0	0	3.0	1	5	In Suwayrah, the two car bombs hidden under the trucks. 	1
28	2	0	4	2	1	7	2	1	2	2	2	3	0	1	2	1	0	4.0	1	17	In the outskirts of al-Shaddadi, three suicide attackers and 15 would-be suicide bombers were killed when they detonated their explosives belts accidentally.	1
13	0	1	2	1	0	1	1	1	1	2	0	3	0	1	2	0	0	2.0	1	5	In Suwayrah, an adposition was found before it could be detonated.	1
13	0	0	2	2	1	3	0	0	1	2	0	1	1	0	1	0	0	3.0	0	5	In Basrah, oil facilities were attacked and captured by Shia militias.	1
10	0	0	0	2	0	2	0	2	1	1	0	1	1	0	1	0	0	3.0	0	3	The discovery was made in the suburbs of western Baghdad	1
19	0	1	2	3	0	4	1	2	2	2	0	1	1	1	2	0	0	3.0	1	8	In Al-Mushayt, the attackers engaged in a lengthy shootout before they were neutralized by security forces	1
21	1	1	3	2	0	3	0	2	3	2	1	2	1	1	2	0	0	3.0	1	8	In Zawiyah, Gao Province, three militants were detained earlier before an ambush was launched against a military patrol.	1
16	0	0	1	2	0	3	0	2	5	2	0	0	1	1	1	2	0	3.0	1	6	In the parking garage beneath Radio City Music Hall lies a hidden bar named Steve.	1
18	1	0	4	1	0	3	0	2	3	2	0	0	2	0	1	1	1	5.0	1	14	At Mashki, Diyala Province, a suicide bomber driving an explosive-laden truck detonated prematurely.	1
18	0	1	3	1	1	2	1	0	1	5	1	1	1	2	2	1	0	3.0	2	8	In Mosul, three explosive-lined vehicles were defused before they detonated, killing and injuring civilians	1
20	0	0	2	2	0	4	1	1	2	2	0	1	2	1	1	1	0	3.0	1	10	In Saddam's hometown of Takrit, the former dictator's family is attempting to reclaim their pre-revolution stature.	1
11	0	0	1	1	0	2	1	0	3	1	1	0	0	0	1	1	0	3.0	0	5	In Basra's Zubair Street, three suicide bombers blew themselves 	1
24	0	0	1	6	1	5	0	2	6	1	0	1	1	0	1	0	0	4.0	0	10	With reference to the source, a car bomb discovery was situated in Suwayrah District in Iraq and in Kuth Province in Southern Iraq	1
20	1	0	2	4	0	4	1	3	0	2	0	0	3	1	1	0	0	4.0	1	7	Inside the dark cave, I carefully tiptoe past giant skeletons towards the magical amulet glowing in the corner.	1
16	0	1	2	1	0	2	1	0	3	2	1	2	0	1	2	0	0	3.0	1	6	In Kut Province's Suwayrah, two automobiles bombs were discovered before they were detonated.	1
8	0	0	2	2	0	0	0	0	3	0	0	0	1	0	0	0	0	2.0	0	6	Inside Al-Khafji, within Eastern Province	1
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	1
28	0	0	2	6	0	8	1	2	3	2	0	1	2	1	1	1	0	6.0	1	9	At the busy intersection near the museum in Barcelona, one can observe visitors posing for photographs in front of Antoni Gaudí's impressive mosaic tile bench.	1
14	0	0	2	2	0	4	0	2	1	1	1	0	1	0	1	1	0	3.0	0	7	In the town of Qamesha, a suicide bombing left six civilians dead.	1
14	0	0	1	2	0	3	0	2	3	1	0	1	0	0	1	0	0	4.0	0	5	The car bombs were located inside a restaurant in Suwayrah's Kut Province.	1
16	0	0	1	3	0	4	0	3	2	2	0	0	0	1	1	1	0	4.0	1	6	Inside Ubayy's mosque in Basra, the soldiers found an IED buried near the  imambada	1
27	0	1	2	5	1	5	2	1	3	3	1	2	1	1	2	1	1	5.0	2	16	With the help of local forces, two terrorist cells operating out of Hilla and Ad Dujubbah were dismantled before they could carry out their attacks.	1
17	1	0	2	2	0	4	1	1	1	2	1	0	2	1	2	0	0	3.0	1	6	In Wewak, five Indonesian sailors escaped unhurt when their fishing vessel sank in a storm.	1
16	0	1	0	3	0	4	1	1	1	3	1	1	0	1	2	0	0	3.0	1	9	Two suspects were apprehended by police at the border checkpoint before they fled to neighboring Benin	1
20	1	0	3	3	0	4	1	1	2	2	0	0	3	1	1	0	0	3.0	1	9	At the busy shopping center in Al-Khalidya, many children excitedly ran with their new clothes purchased. 	1
21	0	1	3	2	0	3	1	2	3	2	1	2	1	1	2	0	0	3.0	1	9	At the Kut Province fair, beneath the Suwayrah stage, two automobiles remained undiscovered before they could be detonated.	1
14	1	0	2	3	0	4	0	0	1	1	0	1	1	0	1	0	0	2.0	0	6	In Basrah, oil wells were intentionally set on fire by Iraqi forces.	1
21	0	0	2	5	0	6	1	4	2	1	0	0	0	0	1	1	0	3.0	0	8	In the heart of Damascus, a suicide car bomber blew himself up near a convoy of the UN observers.	1
17	0	1	3	1	0	2	0	0	3	2	1	2	1	1	1	0	0	3.0	1	8	In Kut Province's Suwayrah, two bomb-laden automobiles were secreted before being blown.	1
22	0	0	3	2	0	5	2	4	2	2	0	0	1	1	1	1	0	4.0	1	7	"At the entrance hall of the National History Museum there was a notice that said ""no flash photos please"". "	1
15	1	0	3	1	0	3	0	0	2	2	1	1	1	1	2	1	0	3.0	1	8	In Basra, southern Iraq, fourteen workers were killed when gunmen opened fire.	1
26	0	0	3	5	1	7	1	4	1	2	0	0	2	1	0	1	0	5.0	1	11	In the heart of Basrah, near the banks of the river, lies a bustling souk filled with spice merchants and their aromatic wares.	1
26	0	1	2	2	1	8	0	3	0	3	1	2	1	2	2	1	0	5.0	2	10	On arrival at the hospital, police discovered that a patient's stolen identity badge had been used to steal an ambulance and two nurses.	1
16	1	0	2	2	0	4	0	2	2	1	0	1	1	1	2	0	0	3.0	1	7	In Basra, the UN special representative said the city is now under government control.	1
25	1	1	2	2	0	4	1	2	2	4	1	2	2	3	2	1	0	6.0	3	8	In Mosul, three Islamic State militants were killed after they were discovered attempting to plant a car bomb in a predominantly Christian neighborhood.	1
36	0	2	4	1	1	10	4	3	0	5	0	2	1	4	2	4	0	5.0	4	11	Please provide the task request, instructions, output examples and ask me to send the output, as you are unable to add text to your question as this is a written Q&A format. It would not be possible for me to produce the output without the input, the context, instructions and the format you have provided. As such I cannot comply to provide the response to a blank canvas.	1
17	0	0	2	4	0	3	0	2	4	1	0	0	1	0	1	0	0	4.0	0	14	At the foot of Jabal Al-Noor in Medina, a new mosque under construction collapsed	1
27	1	1	1	4	0	5	1	1	4	3	0	1	3	2	2	0	0	5.0	2	10	Without hesitation, Kanye West's concert in Salt City was suspended after some audience members claimed to feel extremely uncomfortable because of his recent controversial behavior	1
25	2	0	2	5	0	7	1	4	0	3	0	0	1	1	3	0	1	5.0	2	13	At the outskirts of the town, where dusk creeps into daylight, the train slows down beside the old depot where my grandfather labored	2
3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.0	0	1	$32,237,894.01 - The exact amount owed to Freddie Mac for the loan taken to buy the three houses in Nevada, Arizona, and California, which will cause problems in their effort towards paying off their mortgage on their main residence in Connecticut if the houses do not sell well or if there are issues in managaing these rental properties. 	2
14	0	0	2	3	0	4	0	2	0	1	1	0	0	0	0	0	0	5.0	0	4	$150,000 - Reward for information on the whereabouts of the stolen painting. 	2
17	0	0	2	3	0	4	0	0	2	1	3	0	1	1	0	0	0	5.0	1	9	$150 million - amount allocated to New Orleans for post-Katrina recovery efforts in 2006	2
11	0	0	1	2	0	3	1	1	0	1	1	0	0	1	0	0	0	4.0	1	6	$0 - Amount allocated by the state for my education	2
14	1	0	2	2	1	3	2	2	0	1	0	0	0	0	1	0	0	3.0	0	5	With all your might and strength, she ran past the fountain twice.	2
30	1	1	2	6	1	5	1	3	2	3	2	0	2	1	1	1	0	4.0	1	16	With $400, he bought two new tires for the pickup truck as recommended by the mechanic in Cody and drove back to Big Timber through the rain.	2
16	0	0	1	3	0	3	1	1	1	1	2	0	2	1	0	0	0	5.0	1	6	$450 million - the approximate amount raised by Apple during its first day of sales	2
21	0	0	2	3	1	5	2	1	0	1	0	2	3	0	1	0	0	4.0	0	11	Between my boss' scathing emails and the endless stream of tasks, I am being buried alive in work.	2
17	0	0	1	1	0	4	0	2	2	2	1	0	1	2	1	1	0	7.0	2	5	$500 - The extra amount Bob offered to increase the purchase price of Sada's painting	2
12	0	1	1	1	0	4	0	2	0	2	0	0	0	0	1	1	1	4.0	1	5	While investigating, the police discovered evidence of the crime's complexity	2
11	0	0	1	0	0	1	3	1	0	3	0	1	0	2	2	2	0	4.0	2	3	I have generated the sentence you asked me to write. I have included exactly two adpositions in this sentence and nothing more. Take a look!  As you can tell from the bottom of the map, we went over this mountain.	2
14	0	1	1	1	0	2	3	1	0	3	0	0	1	1	2	0	1	4.0	2	6	As the time of my email indicates, I find it difficult to focus	2
15	0	0	1	2	0	3	0	2	1	2	2	0	0	2	0	1	0	7.0	2	4	$1.4 billion - Amount of funding needed to fix all the bridges in NYC	2
27	0	0	2	4	2	7	1	3	0	2	4	1	1	0	1	1	1	7.0	1	13	With the amount of rainwater collected between 6 and 10 am yesterday, we should expect a high tide between 9 and 11 am this morning.	2
18	0	1	2	3	0	1	0	2	1	3	2	1	0	2	1	0	0	4.0	2	9	$2,550 were invested into the campaign, as opposed to the $1,067 spent by Kerry.	2
31	1	2	3	3	0	6	2	3	0	4	0	2	3	3	2	1	1	6.0	4	13	Sitting through the meeting with a glazed, anxious smile, I was left to wonder if my ideas were actually worth squat after listening to the CEO's drivel. 	2
12	1	1	1	2	0	1	2	0	0	2	0	1	1	0	2	0	1	3.0	1	5	As you can gather, she walked slowly due to heavy rain	2
17	0	0	1	3	0	2	1	2	1	0	2	1	3	1	1	0	0	4.0	1	8	$50 Billion, that was the annual loss due to online crime in the United Kingdom	2
16	1	1	3	1	0	4	0	1	0	2	2	0	0	2	1	0	0	5.0	2	6	$485 - Amount the contractor billed for labor, despite only working 12 days.	2
12	0	0	1	3	0	1	0	0	1	1	3	1	0	0	1	0	0	3.0	0	6	$25.5 billion of damage were caused by Sandy in 2012.	2
59	0	5	5	8	0	15	4	3	3	7	2	2	4	6	3	5	0	10.0	6	19	Bush allocated $0 for seaport security in 2003, before another large-scale deep-sea fishing company introduced it in Coron, giving a significant boom to its economy while Lone was being detained after admitting his involvement in giving important details about the blast to detectives before checking for fraud in our credit accounts.	2
14	1	1	0	1	0	3	1	4	0	2	0	0	1	1	2	1	0	3.0	1	6	The deadly collision of the meteors devastated half the planet while it rained catastrophically	2
21	0	0	1	2	0	3	0	0	3	2	3	0	0	2	0	1	0	6.0	2	7	$$\footnotesize{2013 - Time taken by NASA's Curiosity rover to cover 20 kilometers on Mars}$$   Does the response meet the request?  	2
26	1	0	4	3	0	6	1	4	3	3	0	0	1	2	1	2	0	4.0	2	15	Sarah cashed in her frequent flyer miles for a round-the-world trip, circumnavigating the globe clockwise starting from the North Pole.	2
16	0	0	1	3	0	4	0	0	1	1	2	0	2	1	0	0	0	5.0	1	11	$10000000 - Amount spent on social media advertisement by Trump's presidential campaign in 2016  	2
14	0	0	2	1	0	3	0	0	1	2	2	0	1	1	0	1	0	4.0	1	5	$50 billion - Estimated cost to restore US infrastructure after natural disasters. 	2
27	0	0	2	2	1	3	0	3	1	3	4	3	2	1	2	0	0	4.0	1	16	$2 million was spent by Congress for that very purpose last year, and another $3 million is expected to be allocated this year. 	2
17	0	0	2	4	0	4	0	0	2	1	3	0	0	1	0	0	0	4.0	1	8	$2.1 million in cuts - Amount spent on homeland security by Newark Airport in 2011. 	2
33	0	0	3	4	0	9	0	6	0	2	3	1	4	1	2	1	0	5.0	1	10	The task master allocated a zero-interest advance until the first tax collection of $49,124,790.51 - the first amount was collected during the second quarter of the current fiscal.	2
18	0	0	3	3	0	6	0	3	0	1	0	0	2	0	1	0	0	3.0	0	7	Inside the burning church, a group of frightened congregants huddled under the stained-glass windows. 	2
13	1	0	2	1	0	3	0	0	1	1	1	0	1	1	0	0	0	5.0	1	7	$7,432,284 - Amount allocated annually for Coron's coastal security patrol.	2
14	0	0	1	2	0	3	0	1	0	1	3	2	0	0	1	0	0	3.0	0	5	$15.2 million is being allocated for border technology in the 2023 budget.	2
19	0	1	2	2	0	4	2	3	0	3	0	0	2	1	2	1	1	4.0	2	7	As I walked down the winding pathway, I noticed the small pond glistening amongst the tall trees.	2
24	1	2	1	3	0	4	3	1	0	3	0	2	1	3	3	0	1	4.0	4	9	Although the mayor's office is nearby, it still appears to be out of my league because I have to go through customs	2
15	1	1	0	2	0	4	0	1	1	2	2	0	1	1	1	2	0	4.0	1	6	The company allocated only twenty thousand dollars towards enhancing security at major ports across America	2
17	0	0	2	3	1	5	1	3	0	1	0	0	1	0	1	1	0	4.0	0	5	The search for clues took us to both sides of the city, uphill and downhill.	2
7	0	0	2	1	0	1	1	0	0	0	1	0	0	0	0	0	0	2.0	0	5	$25000 - Above my means.	2
14	0	0	1	1	2	3	3	1	0	1	0	1	1	0	2	0	1	5.0	1	10	Both my wallet and the money I borrowed from my brother are empty.	2
18	1	0	2	2	0	3	2	0	2	2	2	0	1	0	2	2	0	4.0	0	8	$100 million in campaign donations to Hillary went missing, so she gave Weinstein her daughter. 	2
24	1	2	0	4	1	4	2	1	0	4	2	2	0	2	1	1	0	4.0	2	11	I'll get crushed as evidenced by the time of my email and also allocate $0 for port security as proven in 2003	2
12	0	0	1	2	0	3	0	0	1	1	3	0	0	1	1	0	0	4.0	1	5	$150 million - Allocations Clinton gave for port security in 1998	2
18	0	0	1	3	0	5	0	3	1	1	1	1	0	0	1	0	0	4.0	0	8	The mayor was booed by the crowd during the city hall meeting in July $2032$. 	2
46	3	2	1	6	1	9	9	3	0	6	0	3	2	4	4	2	0	10.0	4	9	You will have to do better than that if you expect us notto crushyou, as you can plainly see from the size of our feet and the look in our eyes which are currently drinking your pathetic little excuse for an e-mailed attempt at blackmail	2
11	1	0	1	1	0	1	0	0	1	1	2	1	0	0	1	0	0	3.0	0	4	Over $2 million was spent on Bush's re-election.	2
14	0	0	2	2	0	3	0	0	3	1	1	0	0	1	0	1	0	5.0	1	9	 $30 - Cost of dinner at Jack's Chow House, excluding tip	2
14	2	0	1	3	1	2	0	2	0	0	0	0	3	0	0	0	0	3.0	0	7	With great trepidation and fear of the unknown so close to each other.	2
15	0	1	2	1	0	2	2	1	0	1	1	3	1	1	1	0	0	3.0	1	5	Within the two-block radius, it was apparent that something had been tampered	2
15	0	0	2	3	0	4	1	0	1	1	2	0	0	1	1	0	0	5.0	1	6	$30,012 - Amount Chen allocated for port security before his termination in 2004.	2
2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	Satisfactory. Below is another instruction. Kindly comply	2
8	1	0	0	1	0	1	0	0	1	1	0	0	2	0	0	0	0	3.0	0	7	Dine quickly among ancient Romans' glittering feasts	4
21	1	0	3	2	2	7	0	1	0	1	0	0	4	0	1	1	0	4.0	0	12	The wait staff patiently endured frequent and frantic demands (during peak hours) with unyielding grace and unrelenting charm. 	4
4	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1.0	0	2	Here you go!  Below the ocean lies a treasure trove of mysterious sea creatures	4
54	5	0	4	7	2	17	1	7	0	7	0	1	2	3	2	1	2	8.0	5	19	Over the mountain peaks towering through patchy morning fog and the dark pines growing at the crest, the rocket shaped hotel rose majestically northwest past the rushing rapids, the whirring of helicopters and propellers harking from down by the landing zone, where passengers would soon disembark to continue their descent.	4
82	11	0	12	4	3	17	1	6	0	6	0	0	9	3	2	3	0	10.0	3	18	With expert care and precision, the chef handcrafts each dish using only the freshest and finest (top-quality/grade/select/exquisite) ingredients available (only here/only once/especially ordered/premium), each one artfully presented (in a manner fitting its gourmet/epicurean/fancy/elite status) and perfectly seasoned (to taste/just right/to perfection/at just the right temperature).	4
9	1	0	1	1	0	2	0	0	0	3	0	0	1	0	1	1	1	3.0	1	5	Wandering wearily beneath waning willows witnesses wild wonders.	4
14	1	0	0	2	0	3	0	3	1	1	0	0	3	0	1	0	0	3.0	0	7	York suddenly became a major urban metropolis by the end of the medieval era	4
30	0	0	3	4	4	10	1	2	0	2	0	0	4	1	1	1	0	6.0	1	10	Throughout the medieval period, both the city wall and its defensive fortifications saw numerous upgrades and modifications, with new sections added or replacement in times of conflict. 	4
32	2	1	2	4	0	8	1	3	1	3	2	0	5	2	2	2	0	7.0	2	10	  Pete drove quickly past two blocks of old Victorian homes before reaching the main street where he found a parking place beneath three high-rises on the right-hand side	4
67	5	2	9	4	3	12	2	7	0	10	0	2	8	5	1	5	0	11.0	5	32	Overcome the unavoidable long lines with the new strategy of taking a break (inside or out) at a nearby park or coffee establishment (where you must be seen, not heard, reading your tablet), before re- entering the chaotic store in an even more energized state, prepared to crush the remaining lines with increased confidence and steely eyed determination! 	4
11	1	0	1	2	0	3	0	3	0	1	0	0	0	0	1	0	0	2.0	0	7	The cat scurried furtively down the alleyway amidst the shadows.	4
22	1	0	5	3	1	2	0	1	5	1	0	0	3	0	1	0	0	4.0	0	7	Rumelia once held out as the largest Ottoman territory in modern-day Bulgaria, Macedonia, Greece, and Serbia.	4
21	0	1	2	3	0	5	0	3	0	2	0	2	2	1	1	0	0	3.0	1	12	The wolf's den was located near the top of a steep, rocky cliff despite being shrouded with secrecy. 	4
11	1	0	4	0	1	2	0	0	0	0	0	0	3	0	0	0	0	3.0	0	9	Westwardly, upwardly mobile, northwesterly, and easterly movements.	4
11	1	0	1	1	0	3	0	1	0	3	0	0	1	0	1	1	1	4.0	1	6	Way down hidden behind ancient ruins lay a forgotten city. 	4
13	1	0	0	3	0	6	1	0	0	1	0	0	1	0	1	0	0	2.0	0	7	Westward over steep trails our horseback caravan journeyed before sunup with pack mules	4
39	1	0	4	6	1	12	0	4	2	2	0	0	4	1	1	0	0	5.0	1	21	York's location in the central southern part (alongside a vital river and major east-west trade routes/pathways) allowed for the city quickly rising through Britannia's hierarchy into a position of importance. 	4
29	0	1	3	4	1	5	1	4	3	2	0	0	5	1	1	2	0	7.0	1	7	Northern Minnesota lakes offer some of the best opportunities for viewing the aurora borealis because of their proximity (in the northern United States and southern Canada).	4
23	2	0	1	3	1	4	1	3	2	2	1	0	3	0	1	2	0	5.0	0	7	Romans successfully adapted this Greek art form and quickly made it one of the cornerstones of Roman civic life throughout the Empire.	4
23	2	0	1	3	1	7	1	1	0	3	0	0	3	0	1	2	2	4.0	2	10	Ready to help and always courteous, waiting staff assiduously attend each table in search for your order preferences among extensive rolls menu	4
21	0	1	0	4	1	5	0	2	4	2	0	1	1	1	1	0	0	5.0	1	10	Neglected by modern historians and archaeologists until the scepticism was dispelled by dint of the Yates memorial in St Mary Redcliffe	4
