n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PROPN_constraint
9	0	0	1	1	0	2	1	2	0	1	0	1	0	0	1	0	0	2.0	0	4	  This is a solved example of the task. Below is a sentence with a prompt and a request. Your output will only include a single sentence of your own creation. No further text or explanation should be added	0
8	0	1	1	0	0	1	0	1	0	2	0	1	0	1	1	0	0	2.0	1	3	The task was to complete without paying.	0
9	1	0	1	1	0	1	3	0	0	2	0	0	0	1	2	0	0	3.0	1	3	She wept for her children who never spoke. 	0
8	0	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	4	The cat purred with a deep contentment.	0
26	2	1	2	2	0	7	4	2	0	5	0	0	1	1	2	3	1	3.0	2	9	Smoothly navigating the tight turn, my dad spilled coffee on his freshly pressed khakis as he swerved the minivan into its designated parking spot.	0
7	0	0	0	0	1	2	1	1	0	2	0	0	0	0	2	0	0	3.0	0	4	Your voice trembles and the ground shakes	0
14	1	1	0	1	0	3	1	2	0	4	0	0	0	3	2	1	0	4.0	3	8	I felt a pang of dismay when the cats failed to appear as expected	0
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	0
5	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	2	No response is required. Please proceed to the next question.	0
13	0	0	2	1	0	4	1	2	0	2	0	0	0	1	1	1	0	3.0	1	7	The clownfish swam alongside the diver's arm, exploring its surroundings.	0
12	0	0	1	1	1	4	0	2	0	1	0	1	1	0	1	0	0	3.0	0	7	The sky is painted blue and gold by the setting sun.	0
5	0	0	1	0	0	0	1	0	0	1	0	1	1	0	1	1	0	1.0	0	2	I was expecting more.	0
8	0	0	1	1	0	1	1	1	0	0	0	1	1	0	1	0	0	2.0	0	3	We were not satisfied with the product.	0
12	1	0	1	1	0	4	1	2	0	2	0	0	0	0	2	0	0	3.0	0	7	The tree branch creaked with every breeze, its weight bending slightly	0
20	1	0	2	2	2	6	2	1	0	2	0	1	0	0	2	1	0	4.0	0	10	My baby's smile lights up the world, and our life is now filled with love and joy.	0
16	1	0	1	2	1	4	2	1	0	2	0	1	1	0	2	0	0	3.0	0	13	I complained about the issue to customer service several times but it never got resolved.	0
7	0	0	1	1	0	3	0	1	0	1	0	0	0	0	1	1	0	2.0	0	3	The sky changed colors at dawn. 	0
7	0	0	1	1	0	1	1	1	0	2	0	0	0	1	1	0	0	3.0	1	3	I felt cheated by the experience.	0
10	2	1	1	0	1	1	1	0	0	3	0	0	0	1	2	0	0	3.0	1	4	Time flew past as I worked steadily and focused.	0
8	1	0	1	0	0	1	1	0	0	2	0	0	1	1	1	1	0	3.0	1	3	You have so much growing to do.	0
22	0	1	1	4	0	4	1	2	5	2	0	0	2	1	2	2	0	4.0	1	9	The golden light of Aurora illuminated the frozen tundra of Tuktoyaktuk as Queen Anne entertained dignitaries at her palace in Yellowknife.	3
25	0	0	4	3	1	4	0	4	5	1	0	0	3	0	1	1	0	4.0	0	6	The University of Colorado and Denver both boasted vibrant, college-town energy alongside the cool, blue waters of the Rocky Mountains.	3
26	0	0	3	4	2	4	0	0	13	0	0	0	0	0	0	0	0	4.0	0	14	Oppenheimer Denies Deal With BP Over Gulf of Mexico Oil Spill; Cites Government Intervention – Report by Dow Jones & Co., Inc. and Company   Is this correct? 	3
12	0	0	3	0	1	1	0	1	3	1	0	0	2	0	1	1	0	3.0	0	6	Mars, Jupiter, and Pluto shared a profound cosmic connection.	3
11	0	0	1	0	1	1	0	1	4	1	0	0	2	0	1	1	0	3.0	0	5	O'Brien Park and Mud Lake share a secluded, natural ambiance	3
17	0	0	3	0	1	2	0	2	7	1	0	0	1	0	1	1	0	3.0	0	9	Las Vegas Valley, the Mojave Desert, and Hoover Dam share a hot, desert climate	3
17	0	0	2	1	1	3	0	4	5	1	0	0	0	0	1	1	0	3.0	0	7	The Berkshire Festival and the Boston Philharmonic both bring world-class culture to the Northeast.	3
16	0	0	2	0	1	1	0	3	5	1	0	0	3	0	1	1	0	4.0	0	7	The Golden Gates and the San Francisco Bay Bridge share a stunning, modern aesthetic.	3
23	0	0	4	3	1	3	0	2	6	2	0	0	1	1	1	1	0	5.0	1	12	Kenneth Bembury navigated around the turmoil of Wamboombool, Rookwood, and Cobbler to reach Mistyglen, the mystic village of seers.	3
16	0	0	3	2	1	2	0	2	4	1	0	0	1	0	1	0	0	3.0	0	7	Lakeside, Sunset, and Oakdale all face off in the annual Fall Fair festival.	3
25	0	0	5	2	0	3	0	3	8	2	1	0	0	1	1	1	0	5.0	1	12	The three colleges collaborated to build the state-of-the-art Wells Fargo Innovation Center at Arizona State University, Tempe.	3
26	0	0	4	5	0	2	0	2	9	2	0	0	2	1	1	0	0	5.0	1	11	Gerald Huffman, Lonnie Haggerty, Sarah O'Hanlon collaborated for years on projects ranging from The Lost City of Sharazad, to The Artificial Sun. 	3
20	0	0	3	2	2	4	0	1	3	1	0	0	4	0	1	1	0	3.0	0	9	Stone, Mica, and Wakulla share an old-fashioned sense of humor and nostalgic for classic television programming	3
14	0	0	0	1	1	1	0	1	5	0	0	2	3	0	1	0	0	3.0	0	6	Citrus Grove Village and Sunset Heights have been host to the same festive atmosphere	3
12	0	0	1	0	1	1	0	2	4	1	0	0	2	0	1	1	0	3.0	0	5	Lakeside Chatterbaugh and Sunnydale Shores both share a modern, luxurious ambiance	3
24	0	0	5	1	2	2	1	2	6	1	0	0	4	0	1	1	0	4.0	0	10	Nikola Tesla, Albert Einstein, and Benjamin Franklin all shared an innovative, creative, and imaginative approach to their respective fields.	3
20	0	0	1	2	1	1	0	1	12	1	1	0	0	0	1	1	0	4.0	0	12	Jeff Gordon led Tony Stewart and Dale Earnhardt in four NASCAR Winston Cup Series races at the Talledega Superspeedway.	3
18	1	0	3	1	1	3	0	1	3	3	0	1	0	1	1	0	0	4.0	1	8	Mars, Ingenuity, and Zerg struggle to be noticed in an over-saturated video game genre	3
24	1	1	2	3	0	3	1	4	6	3	0	0	0	2	2	3	0	5.0	2	11	MonaLisaTwain sailed the Seine with MadeleineRieux while PierreBelvaux painted a portrait of the city skyline in his AtelierMontparnasse, overlooking the LuxembourgGarden below.	3
9	0	0	2	0	0	0	0	1	6	0	0	0	0	0	0	0	0	2.0	0	7	Hart Plaza, Belle Isle, The Ambassador Bridge	3
46	3	0	5	4	0	9	3	6	5	3	0	2	6	2	3	1	1	7.0	3	16	The golden ratio, a concept named after the mathematical constant φ (phi), is often attributed to Leonardo Fibonacci when in reality it was his contemporary, the Indian mathematician Brahmagupta who initially popularized the notion in the ancient Indian work Brahmasphuta Siddhanta	3
11	0	0	1	2	1	0	0	1	4	1	0	0	1	0	1	0	0	3.0	0	5	Belvedere, California and Hollywood gazed out at the Pacific Ocean	3
21	0	0	1	2	1	2	0	2	8	2	1	0	1	1	1	2	0	4.0	1	8	The United States Patent and Trademark Office granted the city of San Francisco permits to build Hog Island in 1905. 	3
20	0	0	3	1	1	3	0	2	8	1	0	0	1	0	1	1	0	4.0	0	10	Terra Verde Energy, Sagebrush Solar, and Caspian Sea Ventures all share a goal of renewable energy innovation. 	3
14	1	0	3	0	1	1	0	0	4	2	0	0	1	1	1	1	0	3.0	1	7	Lake Champlain, Quebec, and Boston collaborate respectively to produce cultural events. 	3
12	0	0	1	0	0	2	0	2	3	1	0	2	1	0	1	1	0	2.0	0	4	Grand Amazon Park Place will be hosting a festival this season.	3
12	0	0	3	0	1	1	0	1	5	0	0	0	1	0	0	0	0	2.0	0	10	 Rio Grande, Sangre De Cristo, and an enchanting experience. Well done! Keep practicing, and don't hesitate to ask for explanations and clarifications as you go. Good luck!	3
22	0	0	1	2	1	2	0	3	7	2	0	1	3	1	2	1	0	4.0	1	14	Lakesiders may recognize Dr. Diana Tayler on Lake Michigan and the nearby Chicago skyline, all bathed in a soft blue twilight	3
17	0	0	1	1	2	2	0	2	3	4	0	0	1	0	2	1	1	4.0	1	6	Hercuites and Lava flows collapsed onto the Golden Shore and devastated the city’s seafaring economy.	3
27	0	0	2	3	1	3	2	3	5	4	1	0	2	2	1	3	0	5.0	2	8	The Toronto Sun published a feature on Jennifer Aniston, inviting her to discuss her character in Horrible Bosses 2 and working with the great cast.	3
24	0	0	3	3	1	3	0	2	9	0	1	0	2	0	0	0	0	5.0	0	8	The skyline of Lower Manhattan glimmers with golden light from the One World Trade Center, Chrysler Building, and Empire State Building.	3
20	0	0	3	2	1	2	0	4	4	1	0	0	3	0	1	1	0	3.0	0	11	The Metropolitan Museum of Art, the Guggenheim, and the Whitney all feature renowned collections of modern art.	3
36	1	0	1	4	1	4	0	4	11	3	0	1	5	2	1	2	0	6.0	2	16	The Honorable Mayor John Smith of Grand Lake and Dr. Elena Rodriguez of Lakeshore Medical Center have both endorsed the groundbreaking initiatives introduced by the City Council to promote green energy solutions in the community.	3
13	0	0	3	0	1	1	0	2	3	1	0	0	2	0	1	1	0	3.0	0	6	Hoxton, Brick and Shoreditch all boast a trendy, artsy atmosphere.	3
11	0	0	3	0	0	0	0	1	4	1	0	0	2	0	0	0	0	2.0	0	8	Purple Haze, The Rolling Stones, Altamont Free Contery.	3
19	0	0	2	3	0	0	0	3	9	1	0	0	1	0	1	1	0	3.0	0	12	"The Toronto Symphony Orchestra performed ""A Space Open Flower of Life"" at the Sanders Theatre in Toronto"	3
19	0	0	5	1	1	2	0	2	5	1	0	0	2	0	1	1	0	3.0	0	7	Kardashian, Cline, and Obama all enjoyed a thrilling, high-flying adventure at Skull Mountain.	3
35	0	0	2	4	3	3	0	4	13	3	0	0	3	0	1	2	1	6.0	1	19	Walking along Pacific Coast Highway and visiting the Golden Gate Bridge and Mount Tamalpais provide views of San Francisco Bay with the Golden Gate Bridge and the Oakland-Berkeley hills in the distance.	3
14	0	0	3	0	1	1	0	1	3	1	2	0	2	0	1	1	0	3.0	0	7	Lakota Sixty-Eight and Snake River share a mystical, cosmopolitan allure.	3
16	0	0	0	2	1	2	0	1	6	1	0	1	2	0	1	1	0	4.0	0	5	The Clevelander Restaurant has hosted many lavish brunches and events on Ocean Drive in Miami Beach	3
14	1	0	2	1	1	1	0	2	3	1	0	0	2	0	1	0	0	3.0	0	7	The White House, Congress, and Supreme Court collaborated closely on the bill	3
6	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1.0	0	4	Oklahoma, Disney, Naperville.	3
19	0	0	3	2	1	4	0	3	3	2	0	0	0	1	1	1	0	3.0	1	7	Plymouth, Spaulding, and Sanders all went to the grocery store to buy dinner for the night.	3
19	1	0	3	0	1	0	0	1	10	1	0	0	2	0	1	1	0	3.0	0	10	Austin Pond Run, Larkspur Ridge, and Northview High School jointly host the annual Chalk Art Expo.	3
21	0	0	4	1	2	5	0	2	4	1	0	0	2	0	1	1	0	4.0	0	9	Lake Tahoe, Aspen, and Vail all share a reputation for high-end luxury and pristine skiing conditions.	3
17	1	0	3	1	1	2	0	2	5	1	0	0	1	0	1	1	0	3.0	0	7	Bolivia, Chile, and Argentina jointly possess the highest water reservoir in the Iguazu River.	3
11	0	0	1	0	1	1	0	1	3	1	0	0	3	0	1	1	0	3.0	0	5	Grand Lake and Lake Travis both enjoy beautiful, scenic drives	3
20	0	0	3	1	2	1	0	1	8	1	0	0	3	0	1	1	0	4.0	0	10	Lake Merritt, Golden Gate Park, and Coit Tower exemplify the artistic and cultural spirit of San Francisco.	3
23	0	0	3	1	1	5	0	2	7	2	0	0	1	1	1	2	0	6.0	1	10	Senators Patsy TAKAHASHI, Yolanda JIMENEZ, and Michael SHERMAN joined forces to sponsor an amendment for the new energy reform bill. 	3
23	0	1	2	3	1	2	3	2	4	3	0	0	2	2	2	1	0	7.0	2	7	Steve Jobs stood alongside Apple and Google as they uncovered their newest inventions, all made available at the iStore near you.	3
26	0	0	2	2	2	1	0	1	11	4	0	0	2	1	0	1	0	4.0	1	18	The G8 Summit in Lough Eribol Showcased Leading Technology Solutions from AT&T Cybersecurity IBM and Tanium, and Highlighted International Collaboration to Strengthen Global Cybersecurity.	6
29	0	0	8	1	1	1	0	2	13	1	0	0	2	0	1	0	0	3.0	0	18	 President Joe Biden, Vice President Kamala Harris, the Pentagon, NASA, Amazon, and Disney collaborated on the top-secret mission Apollo-Zenith.	6
11	0	0	1	0	0	1	0	0	7	0	2	0	0	0	0	0	0	2.0	0	6	S Luest P.O. Box 366 Garden Grove,CA 92842 USA  General Nirmal Chander Vij Afghanistan  Will Kempe  Pakistan  Romeo and Juliet  Much Ado About Nothing 	6
43	0	0	9	3	0	1	1	2	23	1	1	0	1	0	1	1	0	6.0	0	17	Mrs. Agatha Amelia Beatrice Daphne Adela Puddlesworth IV, Esq. mailed the package from the Wimpering-Wompromp Room of her  Lady Wigmore's School for Witty Wimen, 87, Lizard Ln, Bricketwood, Oxfordshire, OX1 3HR, Eng.	6
41	0	0	4	7	1	6	1	3	14	2	1	0	2	0	1	1	1	4.0	1	20	Five judges from the Appeal Court in Abuja, including Justice Amadi, Chief Ononi Omo, and Kume Prevent, delivered their decisions in favour of the government of Anambra state in the landmark legal case of Ozomkpa v Gburugburu	6
33	0	0	4	5	0	2	0	2	13	2	2	1	2	0	1	0	0	4.0	0	15	The trial of accused Warlord Jean Paul-Akayesufa Kpandea was scheduled for 20 May 2009 in Tandjaoua, Northwest region, Chad, before Judge Abdelmagid Lahmeur of the International Criminal Court	6
57	1	0	3	9	0	8	0	9	15	4	0	2	5	3	2	1	0	8.0	3	13	A spokesman for the European Council President Herman van R rompuy said negotiations were still going on with leaders of the African Union (AU) about the possibility of the African leader, Mr Robert Mugabe to be awarded a status of an honourable Nobel Peace Prize recipient in the upcoming celebrations slated for this December	6
43	0	0	4	5	1	4	0	5	14	3	4	0	3	1	1	1	0	5.0	1	23	NASA launched the Mars Odyssey spacecraft aboard the Delta II Heavy rocket at 11:02 A.M. from Space Launch Complex 1 at Cape Canaveral, headed towards the Mars 2001 orbiter, the Russian-built Phobos 1 and the European MarsExpress missions.	6
38	2	2	3	5	0	5	2	2	6	5	2	0	3	2	2	2	0	7.0	2	11	NASA's Cassini spacecraft captured stunning new images as it swooped between the towering eastward-traveling waves on Mimas before making its closest ever approach to the moon of Saturn, Titan on September 12, 2004	6
85	2	0	3	13	5	11	1	4	28	9	0	0	8	5	3	3	0	12.0	5	38	Secretary General António Guterres and World Health Organization Director General Tedros Adhanom Ghebreyesus addressed the 8th Summit of the Global Partnership against the Spread of Weapons and Materials of Mass Destruction hosted by President Jair Messias Bolsonaro of the Federative Republic of Brazil, held in Brasilia; their joint statement emphasized intensified cooperation to counter such challenges as Biological and Chemical weapons attacks posed particularly in densely forested terrain by terror groups like Hizbollah and Hamas or rogue states supported by international syndicates.	6
32	0	0	1	3	2	4	0	3	15	2	0	0	1	1	1	1	0	5.0	1	13	The US Justice Department launched an investigation into President Trump's dealings with Ukraine and Russia following revelations about a whistleblower, Attorney General William Barr and former FBI Director Robert Muller	6
30	0	0	2	3	1	5	3	2	7	3	0	0	3	1	1	3	0	7.0	1	10	She met President Luo Jintang in his Taiyuan office, but declined his later request to meet the Dalai Lama on the sensitive matter of Tibets human rights record.	6
87	2	0	14	8	2	5	2	2	34	4	9	2	2	2	4	1	1	7.0	3	30	Florida International Realty LLC, located at Suite 201, 2050 Park Avenue Weston, Florida 33326, marketed the estate for USD15 million dollars to Richard and Susan Forseth, who live at 4286 Gingerwood Drive Alpharetta, Georgia 30022, but recently the property has been up for sale through Luxury Real Estate International of 343 Ocean Boulevard, Palm Beach Island, Palm Beach County, Florida, whose owner, Jeffrey Rice lives at P.O. Box # 1066, Paradise Island, Bahamas	6
12	0	0	1	0	0	0	0	0	9	0	2	0	0	0	0	0	0	3.0	0	4	Burke County Schools 205 E Washington St Morganton, NC 28655 USA	6
22	1	1	1	0	0	4	1	1	8	2	1	0	2	1	2	1	0	4.0	1	8	NASA Administrator James F. Christensen III announced that the Mars Reconnaissance Orbiter successfully completed its third orbit-low altitude data take	6
35	0	0	7	2	1	0	0	0	23	0	0	0	2	0	0	0	0	4.0	0	29	NASDAQ Stock Market LLC, Hewlett-Packard Company, Bank One NA, Cigna Corporation, United Parcel Service Co. of Ohio, Procter & Gamble Company, 21st Century Insurance Company of America	6
42	1	0	0	7	2	15	2	2	4	3	2	0	4	2	2	3	0	8.0	2	19	A federal judge sentenced former Virginia governor Robert F. McDonnell to  two years in solitary confinement and seven years of probation for extortion involving loans to his sister as part of a wider corruption probe that also targeted state lawmakers and top                                         	6
59	1	1	3	12	3	5	1	5	17	5	0	0	5	2	1	1	0	8.0	2	19	She walked along South Orange Street to Third and crossed into downtown to the Old Mission School, past the United States Federal Court of Appeals, before ascending the steps of the historic old State Capitol building and turning right onto Capitol Street to stand in line at the Bank of America branch at Pine and Capitol.	6
10	0	0	0	0	0	0	0	0	8	0	1	0	1	0	0	0	0	3.0	0	9	Sirleaf P. O. Box 86 Grand Cape Mount County Liberia	6
20	0	0	5	1	1	1	0	0	10	1	0	0	1	0	1	1	0	4.0	0	18	Misterio visted Xiayi, Nanyao, Yanshan, Zhangye, Suoxi, Pogobi and Dangxiao counties of Xinjiang last August	6
41	1	1	4	4	0	5	2	2	13	3	4	0	2	2	2	2	0	7.0	2	15	The GPS tracking on their vehicle led the authorities to 9901 S Main St. Independence Ohio 44051, just before it sent signals to self-destruct at CIA Headquarters 6560 E 33rd St N, Kansas City, MO 64129	6
30	0	0	4	2	0	0	0	0	17	1	4	0	2	0	1	1	0	4.0	0	23	General David Petraeus visited Fort Bragg P.O. Box 164300, Fort Sam Houston, Texas 78234-4300, United Arab Emirates on January 15, 2011 with Ambassador Ryan C. Crocker	6
24	0	0	2	3	1	0	1	1	12	1	2	0	1	0	1	1	0	4.0	0	18	He addressed the United Nations Conference on Environment and Development ( UNCED in Rio de Janeiro Brazil on earth Day June 5 1992.	6
89	2	1	9	11	0	14	2	7	29	7	5	0	1	5	2	3	0	12.0	5	35	Mary purchased the Lada automobile part from the Soviet Auto Mart dealership conveniently located at 6393 Hollywood Boulevard, Hollywood, California 90028, USA under a sales contract on November 23rd, 1993 from a salesman Mr. Vladimir Ilich Zakharkin paid with her American Express Card while enjoying dinner at Sam's seafood Cafe located at Ocean Drive Mall, 4355 Port Washington Blvd., Portland, Oregon 97219, directly overlooking the Columbia River from her preferred seating at the window table near the fish tank.	6
21	0	1	1	3	0	3	0	2	5	3	0	0	2	1	1	2	1	5.0	2	7	The new strategy led by NASA'S John Kennedy laid out plans for landing American astronauts on the Moon P.O. Box 366 in Garden Grove, California through the cooperation of the Russian Space Agency Director General Nirankar Saxena, with a focus on increasing collaboration with space agencies around the world, particularly in India under the leadership of Prime Minister Yasutoshi Miyazaki  and  the Indian Space Research Organization (ISRO) chairman Kailasavadivoo Sivan.	6
54	0	0	15	1	0	2	0	0	29	0	4	0	3	0	0	0	0	3.0	0	53	Sir Lepel Griffin Way P.O. Box 178 Ulverstone Tasmania 7315, Delta Air Lines, Inc., National Security Service (NSS), 425 17th Street South, St. Augustine Beach, Florida Department of State, 1700 Broadway, Denver, American Airlines, British Broadcasting Corporation (BBC), Australia	6
15	0	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2.0	0	14	NASA, Google DeepMind, SpaceX, Tesla Model Y, Starship, Elon Musk	6
75	0	0	7	8	2	11	1	2	30	5	0	0	8	3	1	2	0	7.0	3	49	Chief Executive Dr. Kofi Annan led the UN representatives into Geneva's Palais des Nations conference room, surrounded by Vice-Chairperson Dr. Wangari Maathai, UN Legal Adviser Youssef M. S. Aboul-Eslaam, Under- Secretary Bhalla and several others including H.E. Ambassador Meles K. Taskeselasie for their closed-door session discussing possible peaceful resolution of tensions between Taiwan and mainland China before formal address to the UNGA in session.	6
33	2	0	4	4	2	9	0	1	6	1	0	0	3	0	2	0	0	5.0	0	11	 Japan's top electronics makers Sony, Hitachi, and Toshiba collaborated together closely over the development of cutting-edge OLED technology at several secret demonstration labs in Yokohama and Tokyo. 	6
51	3	1	3	4	3	16	0	2	9	5	0	0	5	2	1	3	0	6.0	2	16	The newly appointed manager Ms. Jane Lovercraft successfully reduced employee turnover at XYZ Manufacturing Co. by implementing rigorous training programs and team-building initiatives, garnering positive employee reviews and improved profit margins despite a challenging economic environment, notably through partnerships with key accounts ABC Retail and MNO Distributors	6
38	0	0	4	3	3	9	1	1	11	3	0	0	1	1	1	2	0	5.0	1	16	She met with CEO Mark Zuckerberg and CTO Eduardo Saverin in Facebook's Palo Alto office and negotiated partnership agreements with Google, Microsoft, and Yahoo, securing the company's vital data center expansion plans. 	6
24	0	0	7	2	1	3	2	1	6	1	0	0	1	0	1	1	0	3.0	0	18	She visited Tokyo, Beijing, Moscow, Cairo, Johannesburg, and Sydney during her year-long journey around the world.	6
17	0	0	1	0	0	0	0	0	14	0	1	0	1	0	0	0	0	3.0	0	15	Rokk Rillarosss Pogggy Pleeez Pvt Ltd Shakthi Arcade F23, Guru Hargobind Marg New Delhi-67 INDIA	6
31	1	2	1	2	0	8	0	0	12	3	0	1	1	2	3	1	0	5.0	2	12	Maurice Wilkins X-ray photography revealed that DNA molecules were pieced together by Kingston Hospital London scientists Franklin Christoper while Crick Watson proposed double helix model in Cavendish Lab Cambridge	6
63	1	0	6	6	1	2	1	4	31	3	0	0	7	2	3	2	0	7.0	2	29	Cape Verde Minister of Finance Helena Mendes Monteiro addressed an open letter sent directly to the IMF Director Kristalina Georgieva that made references to the United States Secretary of State Hillary Clinton, Portuguese Prime Minister Antonio Costa, UN Special Representative for Somalia Michael Keating, former African Development Bank's Chairperson, and the President of Brazil, Jair Bolsonaro.	6
18	0	0	3	0	0	2	0	0	12	0	1	0	0	0	0	0	0	4.0	0	10	P.O. Box 366 Garden Grove, USA; General Nirmal Pandit Shailender Kalra P.A.C.I.F.I.C.A.F.B S Luest California.	6
26	0	1	3	3	1	3	0	0	7	2	0	2	3	1	2	1	0	4.0	1	10	Germany's Minister for Food and Agriculture, Christian Schmidt, has stated that recent floods in Eastern Europe have caused significant damage to crops.	6
56	0	0	7	7	2	4	1	6	20	2	0	0	6	1	1	1	0	9.0	1	35	She attended various high-profile events held at the iconic Apollo Theater in New York City's Harlem neighborhood, The Cooper Union for the Advancement of Science and Art, Lincoln Center for the Performing Arts, the Museum of Moving Image, Brooklyn Academy of Music, and the historic RCA Building. 	6
44	0	0	6	2	1	5	0	1	19	1	0	0	3	0	1	1	0	6.0	0	27	The annual shareholder conference saw participation from prominent industry leaders such as Tesla's Elon Musk, Amazon's Jeff Bezos, General Electric's Jeffrey Immelt, Apple's Tim Cook, Google's Eric Schmidt, and IBM's Ginni Rometty.	6
51	1	0	13	3	2	5	4	2	13	3	1	0	4	2	2	2	0	8.0	2	27	She meticulously explored each of the six remote, exotic locations that consisted of Alang, Gujarat; Dungapara, West Bengal; Hirakutch, Orissa; Kutch, Rajasthan; Lothal, Gujarat; and Mahabalipuram, Tamilnadu using her expert cartographic talents and her keen sense of geography.	6
44	0	0	2	5	2	11	1	5	6	4	5	0	3	1	3	4	0	8.0	1	31	Kim Yuna won two gold medals in Sochi and has three each from two World Championships in the figure Skating careers that include 28 grand prix titles, but the South Korean legend missed the entire 2014 season due to a foot injury. 	6
