n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	DET_constraint
9	0	0	1	1	0	3	2	0	0	0	0	1	1	0	1	0	0	2.0	0	4	  This is my favorite shade of mauve lipstick.	1
8	0	0	0	1	0	3	2	1	0	0	0	1	0	0	1	0	0	2.0	0	4	This is the peak of my summer enjoyment	1
11	0	0	0	2	0	3	2	1	0	0	0	2	1	0	1	0	0	2.0	0	6	This has been the backbone of my life for many years	1
16	0	0	1	2	0	5	2	3	0	1	0	2	0	1	2	0	0	4.0	1	6	This is the output that the AI model would generate in response to the task: He kept his eyes fixed on her	1
16	1	0	0	0	2	4	1	2	0	2	0	2	1	0	1	1	0	4.0	0	4	This is just a test and does not reflect the actual task instructions or intended output	1
10	0	0	0	1	0	4	1	2	0	0	0	1	1	0	1	0	0	2.0	0	5	This is the storybook setting of the original family compound	1
8	0	0	1	1	0	2	2	1	0	0	0	1	0	0	1	0	0	2.0	0	3	This is the beginning of our collaboration.	1
8	0	0	1	0	0	2	1	0	0	0	1	1	1	0	1	0	0	2.0	0	6	This is one father's unique business. 	1
7	0	0	1	0	0	2	1	1	0	0	0	1	1	0	1	0	0	2.0	0	4	My pleasure is this simple task. The output is: One father and several sons	1
10	0	0	0	1	0	3	1	2	0	0	0	1	2	0	1	0	0	2.0	0	5	This is the first task for the new sales representatives	1
8	0	0	0	1	0	2	2	1	0	0	0	1	1	0	1	0	0	2.0	0	4	This is a challenging task for my assistant	1
6	0	0	0	1	0	2	0	1	0	1	0	1	0	0	1	0	0	2.0	0	2	This bookcase was handcrafted by Dad	1
19	0	1	1	1	0	4	1	4	0	3	0	2	2	2	2	2	0	5.0	2	4	This sentence should complete the task by providing an appropriate output that is relevant to the given prompt. Please make sure that the output is concise and does not contain additional information beyond what is required for the task	1
7	0	0	1	0	0	2	1	1	0	1	0	1	0	0	1	0	0	2.0	0	4	Her father is a retired businessman.	1
13	0	0	2	2	0	3	0	2	0	1	1	0	2	0	0	1	0	3.0	0	3	 In the same scenario, generate a new response with 2 determiners. Please keep all other details the same. Please provide your answer without any additional explanation or context	1
9	0	0	1	1	0	2	1	2	0	1	0	1	0	0	1	0	0	2.0	0	4	This is a solved example of the task. Generate a sentence with 1 determiners. Write only the sentence, without adding further text and without explanations.	1
8	0	0	1	1	0	2	1	1	0	0	0	1	1	0	1	0	0	2.0	0	3	This is the foundation of successful entrepreneurship.	1
3	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1.0	0	1	One father.	1
10	0	0	0	1	0	1	3	1	0	1	0	3	0	1	2	0	0	3.0	1	5	This is the story that I have been working on	1
9	0	0	0	2	0	2	2	1	1	0	0	1	0	0	1	0	0	3.0	0	3	This is the beginning of our conversation with Rakesh	1
9	0	0	1	0	1	2	2	0	0	1	0	0	2	0	1	1	0	3.0	0	3	My grandmother and I share many sweet memories.	1
8	0	0	1	1	0	2	1	2	0	0	0	1	0	0	1	0	0	2.0	0	3	This is the response to the task. Write a sentence with one determiner, without any additional explanation or text. 	1
15	0	0	3	1	2	6	1	1	0	1	0	0	0	0	1	1	0	4.0	0	6	This father-and-son duo runs their business with precision and dedication.	1
8	0	0	1	0	0	3	1	0	0	1	0	1	0	0	1	0	0	4.0	0	4	Their father/son partnership is flourishing.	1
5	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	1.0	0	3	This is the task. Write a response that appropriately completes the request, generating only one sentence	1
9	0	0	1	1	0	2	1	2	0	1	0	1	0	0	1	0	0	2.0	0	4	This is a solved example of the task. Generate a sentence with 1 determiners. Write only the sentence, without adding further text and without explanations. 	1
16	0	0	1	2	0	4	2	3	0	1	0	2	1	1	2	0	0	4.0	1	4	This is the first time I've gone on a family vacation with the kids.	1
11	0	0	2	1	0	4	1	1	0	0	0	1	1	0	1	0	0	3.0	0	6	This is the foundation of successful father-son relationships.	1
11	1	0	1	1	0	2	2	2	0	1	0	1	0	1	2	0	0	3.0	1	3	This is the story of a mother who went away.	1
11	1	0	1	1	0	2	2	0	0	2	0	1	0	1	1	1	0	3.0	1	4	Her mother had told her never to talk to strangers.	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The sun rises slowly over the mountain.	1
9	0	0	1	1	0	2	1	2	0	1	0	1	0	0	1	0	0	2.0	0	4	This is a solved example of the task. Generate a sentence with 1 determiners. Write only the sentence, without adding further text and without expl	1
11	0	0	1	1	1	3	0	2	0	2	0	0	0	1	1	1	0	3.0	1	3	The father and son team up to run the business.	1
27	0	0	2	4	0	6	4	3	1	4	1	0	2	3	2	2	0	6.0	3	8	One day last September I found myself on line at the bank, waiting my turn behind an elderly woman who kept talking at the teller. 	1
9	0	0	1	1	0	2	2	1	0	1	0	1	0	0	1	1	0	2.0	0	4	His son is assisting him in the business.	1
9	1	0	1	0	1	2	2	1	0	1	0	0	0	0	1	1	0	3.0	0	3	My father and I own a company together.	1
9	0	0	1	2	0	2	1	0	1	0	0	1	1	0	1	0	0	3.0	0	4	My conversation with Shanna is full of background. 	1
5	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	1.0	0	4	It's a manicured nail	1
8	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	3.0	0	4	"  ""A father and son business."""	1
8	0	0	1	0	1	3	1	1	0	0	0	1	0	0	1	0	0	3.0	0	6	It's a mother and daughter activity. 	1
8	0	0	1	0	0	2	2	0	0	1	0	0	1	0	1	1	0	3.0	0	3	Her father’s new wife hates me. 	1
14	0	0	1	2	1	5	1	2	1	0	0	1	0	0	1	0	0	4.0	0	11	The background to my conversation with Shanna is the father and son business.	1
8	0	0	2	0	0	2	1	1	0	0	1	1	0	0	1	0	0	2.0	0	6	This is a one-determiner response. Write only the response, which is: A creepy-looking dude in a rainbow poncho	1
10	0	0	1	0	1	4	1	1	0	1	0	1	0	0	1	1	0	4.0	0	4	The father and son duo are expanding their business.	1
16	0	1	1	1	1	4	4	1	0	1	0	1	1	1	1	1	0	5.0	1	4	This is the starting point to reestablishing our connection with ourselves and our inner selves.	1
19	1	0	1	1	1	3	3	2	0	3	0	3	0	2	3	1	0	7.0	2	4	That's the history of how this business was started and grown to become what it is today. 	1
8	1	0	1	0	0	1	2	0	0	2	0	0	0	1	1	2	0	3.0	1	2	My father taught me how to fish.	1
30	0	1	1	1	1	8	1	3	0	4	1	1	6	4	1	4	0	7.0	4	8	The two determined leaders were adamant about pursuing new avenues to boost fundraising success, exploring the latest strategies and technologies to gain a competitive edge in their respective fields	2
25	4	1	1	1	2	5	2	3	0	3	0	1	2	1	2	2	1	4.0	2	10	Pulling together both the early birds and the night owls requires twice the effort; though they were both equally invested on their individual ideas	2
14	0	0	2	1	0	3	2	2	0	1	1	0	2	0	1	1	0	2.0	0	5	  With my two older sisters, I cleaned the whole house this morning. 	2
8	0	0	1	1	0	2	1	1	0	1	1	0	0	0	1	1	0	2.0	0	5	 It took two days for a response.	2
23	1	0	1	3	0	6	1	2	0	5	1	0	3	3	1	2	0	6.0	3	11	 The two accomplished authors discussed publishing strategies for their latest novels late into the night, sipping tea made with rare herbal leaves	2
35	2	0	4	3	3	8	3	1	3	3	0	0	4	1	2	1	0	5.0	1	19	Despite his significant achievements and widespread recognition, Leonardo da Vinci refused to accept any formal titles or honors; however, his unwavering passion for art and science ultimately led to his downfall.	2
33	0	0	2	6	0	9	2	4	2	3	1	0	3	0	3	0	1	4.0	1	17	With two golden statues on the mantle, an elegant porcelain tea set on a table behind her, Lady Victoria's beauty shines like a jewelled brooch on her pristine silk gown	2
16	0	1	2	0	1	4	0	2	0	4	1	0	0	1	1	2	1	3.0	2	6	Without consulting a doctor, the patient took two aspirin tablets and went to sleep.	2
3	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1.0	0	2	Two ancient manuscripts	2
28	0	1	3	1	1	7	2	2	0	2	0	2	5	1	3	1	0	5.0	1	19	The towering fortress walls were adorned with golden torches; though the enemy's weapons were fierce and many, our army's determination made them invincible.	2
16	2	0	2	2	1	3	0	0	0	2	1	0	3	0	1	0	0	3.0	0	10	With two experienced programmers on board; however talented and committed, progress remained disappointingly slow	2
22	1	1	3	1	0	5	0	4	0	3	0	0	3	1	2	1	1	4.0	2	7	Although the young boy looked innocent, the experienced teacher knew better, recognizing the determiner in the child's eyes.	2
36	3	2	3	5	2	7	3	1	2	4	0	0	4	3	2	1	0	7.0	3	13	Despite her natural grace and charm, Emma stubbornly insisted on using only generic brands and thrifty discounts; though she eventually learned of the advantages of luxury living through her new friends at Meliora.	2
14	0	0	2	2	1	4	1	1	1	1	0	0	1	0	1	1	0	3.0	0	5	Despite his early promise and recognition, Pachomius rejected any granting of authority.	2
31	0	0	5	2	4	7	2	3	0	2	0	0	6	1	2	1	0	6.0	1	10	  With both the expensive, rare, and exotic gemstones and high-end luxury watches, the store has everything you need for the ultimate gift or personal treat.	2
25	0	0	4	1	2	5	0	4	4	2	1	0	2	1	1	2	0	6.0	1	13	Two of the hottest supercars, the Lamborghini Aventador and Bugati Veyron, graced the red carpet, each one drawing oohs and aahs.	2
9	1	0	1	0	0	2	1	2	0	1	0	1	0	1	1	1	0	4.0	1	3	Below is an instruction that describes a task. Write a response that appropriately completes the request, generating only one sentence	2
28	1	1	1	3	0	9	2	1	0	2	0	1	5	1	2	1	0	4.0	1	13	The young artist's eager fans anxiously awaited her solo exhibition of intricate watercolor paintings; though their patience was tested by gallery's strict policy against photography	2
24	0	1	2	4	0	5	3	3	0	3	1	1	1	0	2	2	2	5.0	2	18	In response to the above request for generating a sentence with two determiners,  The sentence I provide may look something like this; The two beautiful snow-white peacocks waddled across the verdant lawns of the royal palace	2
31	1	0	3	2	1	5	1	3	1	4	1	1	5	3	2	2	0	5.0	3	13	With two distinguished diplomas, Tim was certain to get an elevated position in any multinational company; yet he had to struggle considerably to find the best employment opportunity.	2
22	2	1	2	2	0	4	2	2	0	3	0	2	1	1	2	2	1	4.0	2	9	  Though she had always had a great passion for history, she was forced to choose a career in medicine instead.	2
30	3	1	3	3	1	5	2	4	2	2	0	1	3	2	3	1	0	4.0	2	13	With a nod and a wink, Pachomius entrusted Theodorus with the rare icons; though the monks were never quite sure what really transpired during their secret encounters.	2
30	1	0	3	5	0	8	1	3	0	2	1	0	6	1	1	1	0	4.0	1	16	The determined young lawyer persistently fought for justice, securing two major victories against the powerful corporation; until her untimely firing after a sudden shift in leadership priorities. 	2
27	0	0	4	3	1	6	3	3	0	1	0	2	3	1	2	2	0	3.0	1	15	Because of his unstable employment history, the department was hesitant to grant him a position; yet despite these concerns, his credentials were impressive. 	2
32	1	0	3	5	2	6	3	1	1	4	0	0	5	1	1	2	1	6.0	2	16	  Fed up with her ongoing lack of initiative and questionable judgment, Maddison's boss eventually fired her, leaving her shocked and feeling hopeless at the sudden turn of events. 	2
13	1	0	0	2	2	3	0	2	0	1	0	0	2	0	1	0	0	4.0	0	5	  Both the exotic and rare flamingos gathered quietly by the lake at dawn	2
7	0	0	1	0	0	1	2	1	0	1	0	1	0	1	2	0	0	2.0	1	3	This is the sentence you requested: Two young rabbits hopped silently past a shy fox hiding among the weeds; however, upon spotting each other, they all froze, their ears perked up in fear	2
21	1	3	2	1	0	4	0	3	1	3	0	1	2	3	3	1	0	4.0	3	8	Without hesitation, Ammiano gave the necessary data; though the figures indicated that the situation was far worse than anticipated	2
19	0	0	3	1	1	7	0	1	0	2	1	0	3	0	1	1	0	3.0	0	7	The stunning pair of baby shoes needed two matching satin bowls, delicate embroidery, and exquisite lace.	2
38	2	2	4	3	1	5	5	3	0	4	0	3	5	3	4	2	0	4.0	3	19	Because of his outstanding credentials and excellent recommendations, they decided to give him a senior position; however, only after the new boss had left did they find out that he was a compulsive liar.	2
6	0	0	2	0	0	2	0	0	1	0	0	0	1	0	0	0	0	2.0	0	3	Determiner1: Classic  Determiner2: Vintage	2
24	1	0	4	1	0	4	2	3	0	2	2	0	5	1	2	2	0	4.0	1	17	He purchased two expensive vases, one delicate crystal, the other a heavy antique china, carefully arranging them on the mantle.	2
21	0	0	1	3	2	6	1	2	0	1	0	0	5	0	0	1	0	4.0	0	8	Beneath the intricate stitching and luxurious fabrics of our bespoke designs lies an unyielding commitment to excellence and timeless elegance. 	2
24	0	0	1	2	1	7	3	1	0	3	1	0	5	1	2	2	0	6.0	1	11	He found the stunning golden necklace with matching bracelet in three distinct shapes, intrigued visitors who admired its beautiful designs and sparkling gems	2
13	1	0	3	0	0	4	0	0	0	1	1	0	3	0	2	1	0	3.0	0	5	2nd prize winners, five cats eagerly chased sleek, silvery mice. 	2
20	0	1	3	1	1	3	0	4	0	3	1	0	3	1	3	1	1	5.0	2	6	While the crowd cheered, the two riders galloped past each other, both wearing red and blue silks.	2
44	3	0	4	7	0	10	2	5	0	4	1	2	4	2	3	1	1	5.0	3	18	With two determined investors funding its development in the background; this startup's chances of survival in this cutthroat industry are looking decidedly brighter; with the addition of this much needed capital, it's now set to compete head on. 	2
53	4	1	3	7	2	12	5	5	0	5	2	1	5	5	5	3	0	9.0	5	18	Within minutes, they discovered that two of the artifacts they needed to find the way back home were now in the possession of one particularly difficult and uncooperative dwarf, who demanded an outrageous sum of gold in exchange for their return; a situation that required careful negotiations and clever bargaining	2
24	0	0	3	2	0	7	1	5	0	3	0	0	3	2	2	2	0	4.0	2	12	The elegant, refined couple spent the evening dancing under the stars, their sparkling diamond jewelry catching the light of the moon.	2
60	0	0	9	6	3	12	6	6	0	5	0	2	11	1	3	2	1	6.0	2	27	  With my worn-out backpack, full of frayed edges and torn seams, and my scuffed and tattered hiking boots, which have lost all their laces, I am prepared for the grueling, uphill journey through the thick, dense fog that blankets the winding, rocky path to the summit of this rugged mountain.	2
20	3	0	2	1	1	4	3	0	0	2	0	0	4	0	1	1	1	4.0	1	14	His remarkable ability and impressive experience, however long overshadowed by her stellar accomplishments; only emphasized her unrivaled brilliance	2
10	1	0	0	1	0	4	0	0	0	2	1	0	1	1	2	0	0	3.0	1	3	Two dwarves carefully carried crystal chess sets over crazy creatures	2
12	0	0	2	1	0	3	0	1	0	1	1	0	3	0	1	0	0	3.0	0	7	Two charismatic pachyderms preened under the pale princess-pink parasol.	2
26	0	0	2	3	1	7	1	4	0	2	0	2	3	1	1	0	1	5.0	2	15	Picking among all the many different hand-bags on the racks and shelves is sure to be, a time consuming process for our customers	2
27	1	0	5	3	0	6	1	1	2	2	2	1	2	2	2	2	0	4.0	2	13	Despite her lack of experience, Rachel scored two goals during the game; however, Jessica's talent was undeniable, scoring three magnificent goals. 	2
6	0	0	0	0	0	2	1	1	0	0	0	1	0	0	1	0	0	2.0	0	5	This is the task's response	2
38	2	1	5	4	0	11	3	2	0	4	1	0	5	1	3	3	0	4.0	1	18	With over 125 years of expertise, our hand-picked artisans carefully create beautiful custom designs with intricate details; though our classic styles exude timeless elegance, each piece reflects the uniqueness of its creator.	2
28	3	0	3	4	0	8	2	1	0	3	0	0	4	1	2	2	0	5.0	1	17	Our company also offers a range of luxury travel accessories, from exquisite scarves to sleek umbrellas, as well as handcrafted jewelry that highlights artisanal craftsmanship.	2
21	0	0	3	3	1	5	1	2	0	1	1	0	4	0	1	1	0	5.0	0	14	  Despite both of their highest qualifications and top-notch supplies, these premium handbags suit elegant women over forty. 	2
24	0	0	3	2	1	5	1	3	0	2	2	0	4	0	2	1	0	4.0	0	18	  She wore the expensive black pumps with the red designer purse; not one, but two precious gems sparkled from each earlobe.	2
34	1	0	8	4	0	6	1	6	0	3	0	0	5	0	2	1	1	4.0	1	15	The sloth, who sported an ominous grin, cautiously scurried (under the watchful gaze of a perched owl) across (the sturdy branch of a broad-leafed tree.)	4
10	0	0	2	0	0	3	0	0	0	1	2	0	2	1	0	1	0	3.0	1	5	Four determined determiners describing four determined duck-hunters: The dodgy dabbler, the cagey codger, the spry sprite, and the perky punter pursued the pliant puddlers perspectively.	4
39	3	1	5	4	0	9	1	3	0	8	0	0	3	5	2	2	1	8.0	6	10	The tiresome troll, who tasted like toasted toffee, thrashed timidly, threatening to toss trinkets treacherously towards the titular tower's trapdoor, tantalizing treasure hunters trembling with trepidation while tiptoeing tentatively throughout the tarnished terrain. 	4
14	2	0	3	0	0	2	1	1	2	1	0	0	2	0	1	1	0	3.0	0	9	Sir Toby, usually an indulgent man, rarely wears his yellow stockings. 	4
20	2	0	4	2	1	4	0	2	0	1	0	1	3	0	1	0	0	4.0	0	12	Within certain limitations, all snitches, typically being agile and slender individuals, move swiftly along the perimeter. 	4
18	2	0	5	1	0	2	0	1	0	2	0	0	5	0	1	0	1	3.0	1	8	The gory, grissly, gnarly, gigantic bear, growling gruesomely, glared grumpily at garrulous grizzlies	4
17	0	0	4	1	0	3	0	3	0	2	0	1	3	0	1	1	1	4.0	1	7	The swarthy, bespectacled gnu, having escaped the zoogoers, wallowed amidst the verdant grasses. 	4
44	0	0	4	5	2	8	2	9	6	3	0	1	4	0	3	2	2	7.0	2	25	Morgan Freeman, who is the author of a best-selling travel novel and an adventurer who sailed a boat around the world, wore these very boots to a fancy dinner at the White House with Michelle Obama and the President. 	4
21	3	0	5	1	0	3	0	4	0	3	0	0	1	2	1	1	0	4.0	2	8	The tetrarch, generally an ecclesiastic, worships reverently under (usually the aedicule) attempting to evoke the presence.	4
20	0	0	3	2	0	5	2	2	0	2	0	0	4	0	2	1	1	5.0	1	10	The plucky wunderkind, that diminutive dynamo who dashes with delight, plies her piquant wit with precise predilections.	4
90	0	0	2	13	10	23	6	5	5	5	0	4	17	1	3	3	1	10.0	2	26	Garth Wayne Brooks, a popular and renowned country pop singer who hails from Tulsa in Oklahoma, has recorded a series of heartfelt and soulful ballads throughout his long and storied music career with multiple platinum selling albums under his iconic belt and has written an impressive number of hits for himself and other renowned country pop artists and has garnered immense fame and a large listening audience that has stood loyal to him through thick and thin and through periods of highs and lows to the present day	4
17	3	0	3	1	1	2	0	2	0	1	0	0	4	0	1	0	0	4.0	0	8	The slithy tower, perilously sly and subtly wily, trembled vexingly under the windy volley.	4
30	2	0	9	2	0	7	0	3	2	3	1	0	1	0	1	0	0	3.0	0	15	The three-time Grammy-winning flutist, Maria Gheroghlieghian, often walks among (the carefully tended rose bushes) during (the long) sunset hours. 	4
17	1	0	3	1	0	4	0	2	0	1	0	0	4	0	1	1	0	4.0	0	7	The flimsy feline, fraught with frustration, feebly fingered the frightened felines' fluffy fur.	4
17	1	0	3	2	1	4	0	2	0	2	0	0	2	0	1	1	1	5.0	1	10	The gymnopod, wearing velvety fur in blue and purple, hopped over the meadow gracefully.	4
47	0	1	7	5	2	10	2	4	0	6	0	3	7	2	2	1	1	4.0	3	11	The plump, glittery-scaled gizzard shad, who was hiding amidst the aquatic vegetation, was discovered by the vigilant pike after several minutes of searching, using its exceptional vision and lateral line, before being chased and cornered near the underwater weeds. 	4
19	0	1	2	1	0	4	0	4	0	3	0	0	4	1	1	2	1	4.0	2	7	The slender youngster, wearing an expensive watch, stood near the luxury vehicle while eating the fancy cheese	4
26	1	0	3	2	0	7	3	3	0	3	1	1	1	1	2	2	1	4.0	2	12	The four snitches, who had previously played for the opposing quidditch team, critiqued the seekers on their inability to evade their counter moves.	4
39	2	1	5	6	1	8	2	5	0	4	0	0	5	1	2	1	2	5.0	3	24	The slim, tall brunette with spectacles in a black turtleneck, standing between the pillar and the entrance, who spoke with a British accent, quickly scurried out without even taking off her long woolen coat.	4
27	3	0	6	1	1	4	0	3	0	4	0	0	4	2	1	1	0	4.0	2	9	The smarmy spy, that shifty sleuth, always ambles aimlessly (with quite queer mannerisms), trying to find and capture those nondescript nomads. 	4
29	3	0	3	2	0	6	4	1	0	3	1	3	0	1	3	1	1	4.0	2	11	His brother’s friend’s mother’s dog, which had been missing for two days, was sleeping peacefully under the porch when they finally found it.	4
51	2	0	4	8	2	12	2	5	2	3	3	2	6	1	3	2	2	5.0	3	17	The gymnast, several of whom are from countries that have never qualified for the Games before, won three gold medals and seven silver medals, smashing the previous best for the host nation or nations since the first meetings in modern times in ancient Greece in 776 BC. 	4
26	1	0	4	1	1	6	2	3	0	2	0	1	4	1	3	1	1	5.0	2	12	The snitch, whose track record was impressive and his speed astounding, ran furiously around the perimeter, desperate to flee the relentless seekers.	4
28	1	0	4	3	1	5	3	2	1	3	0	0	5	1	3	1	1	4.0	2	9	The plummy, creamy, crumbly, and golden slice of tart that Lena bit into had a delicious flavor that burst forth upon her taste buds.	4
19	2	0	5	1	0	3	0	2	0	4	0	0	1	2	1	1	1	3.0	3	7	The snitchy intern, often overlooked, ran nervously (around the cubicles) hoping to avoid detection.	4
23	1	0	7	2	0	5	0	2	0	4	0	0	2	0	1	1	1	4.0	1	11	The tense gobbling goose, gliding gracefully over (the shaded pond), gobbled (delicious bugs) with glittering glee.	4
