n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	ADV_constraint
35	3	0	3	4	2	6	6	1	0	4	0	1	5	3	3	1	0	5.0	3	16	My dear, I could go on and on about that new restaurant we tried last night, with its delightful ambiance and delectable dishes that simply left me smiling from ear to ear. 	1
10	1	0	2	0	0	2	1	1	0	2	0	1	0	0	1	1	0	3.0	0	5	I have generatated the following adverbs-only sentence:   The teacher spoke firmly but calmly to her students to regain their attention and control.	1
20	1	0	3	2	0	6	0	4	0	3	0	0	1	0	1	1	1	3.0	1	9	Eagerly scanning the horizon, the sky-gazing party searched for any hint of the anticipated celestial display. 	1
8	0	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	3	  The quick rabbit hopped across the lawn.	1
13	3	0	2	0	1	2	0	2	0	2	0	0	1	1	1	1	0	3.0	1	6	The team worked rapidly and effectively, expertly solving the challenging puzzles. 	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat carefully crept into the garden. 	1
17	1	0	1	1	0	4	1	3	0	2	0	0	3	1	1	2	0	4.0	1	5	Suddenly, the giraffe stretched its long neck to browse the tallest leaves on the tall trees	1
9	2	0	2	0	1	1	0	1	1	1	0	0	0	0	1	1	0	3.0	0	5	Suddenly but quietly, Tom finished the report. 	1
14	1	0	2	2	0	4	0	2	0	2	0	0	1	0	1	1	0	2.0	0	9	The team confidently scored the winning point in overtime, despite intense opposition.	1
16	0	1	2	1	0	4	2	1	1	3	0	0	0	2	1	3	0	4.0	2	4	  With haste, Maria ate a snack to regain her energy before finishing her homework.	1
9	1	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	4	Suddenly, the lights flickered in the dim room	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	  The cat quickly ran across the room.	1
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	3	 The cat gently purrs on my lap.	1
11	1	0	1	1	0	2	0	2	0	1	0	0	3	0	1	0	0	2.0	0	5	The large, green frog hopped silently across the grassy field	1
11	1	0	1	1	0	2	0	3	0	2	0	0	1	0	1	1	1	3.0	1	6	Writing the sentence with an adverb takes a little longer. Here it is: Hastily walking to the marketplace, the scavenger found an interesting looking pot in the corner while swiftly dodging several obstacles along the way	1
17	2	0	3	3	0	3	0	2	1	2	0	0	1	1	1	0	0	3.0	1	6	Brightly, Maria danced across the stage, effortlessly twirling in perfect harmony with the music. 	1
21	2	1	2	1	0	5	1	2	0	3	0	1	1	3	0	2	0	7.0	3	5	Okay, here is my attempt at generating an instruction to complete the response requesting only on sentence adverbial clause. Here it is, please let me know if you prefer any particular topic or adjustments I might be able to make:  I quickly hurried to class. How does that sound? 	1
2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	Sure! This is the sentence with an adverb you requested. Fortunately, I managed to meet the deadline. 	1
16	6	1	1	0	0	1	1	1	0	2	0	2	1	1	2	0	0	3.0	1	4	Even the most challenging deadlines can easily be completed efficiently if we work together diligently. 	1
14	1	0	1	1	0	4	0	3	0	1	0	0	3	0	1	1	0	2.0	0	8	The quick orange kitten chased the fluffy ball enthusiastically around the living room. 	1
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	1
6	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	2.0	0	4	Sarah walked slowly toward the waterfalls	1
9	1	0	1	2	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	5	The cat curled up contentedly on the couch. 	1
10	1	0	2	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	4	Carefully, the cat climbed up the tall tree.	1
20	1	1	1	3	0	5	0	5	0	2	0	0	2	1	2	0	0	3.0	1	8	The sun gracefully set over the horizon as the sky changed from a brilliant blue to a soft orange. 	1
10	1	0	2	2	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	"  ""The cat carefully curled up on my shoulder."	1
11	1	0	2	1	0	2	0	1	0	1	1	1	0	0	0	0	0	3.0	0	4	Okay, here is the generated sentence with one adverb:  Jake spoke loudly and confidently during the presentation to impress the judges. 	1
20	2	0	5	2	0	4	1	2	0	1	1	1	0	1	1	0	0	4.0	1	8	"Sure, here is the sentence with one adverb:  ""The cat purred contentedly on my lap."""	1
22	1	0	3	2	0	5	1	4	0	3	0	1	2	2	2	1	0	4.0	2	8	Carefully, the chef sprinkled the delicate herbs onto the soufflé, ensuring every bite was infused with their subtle flavor.	1
15	2	0	2	0	1	5	0	3	0	2	0	0	0	0	1	2	0	3.0	0	5	Carefully, the cat navigated the obstacle course and reached the finish line first. 	1
10	2	1	0	0	0	2	0	2	0	3	0	0	0	1	1	2	1	3.0	2	4	Carefully analyzing the problem overnight resulted in finding a solution	1
21	2	0	2	2	1	6	0	4	0	2	0	0	1	1	1	1	0	5.0	1	8	The team leader spoke loudly and clearly to the crowd, emphasizing the importance of the new product's launch. 	1
21	2	1	0	1	1	5	2	3	0	3	0	1	1	2	2	2	0	4.0	2	11	The teacher asked the students to work quietly and methodically on their math problems so they could understand the concepts better	1
16	2	0	1	1	0	3	0	3	0	2	0	0	3	0	1	1	0	3.0	0	8	The delicate kitten gracefully scampered across the soft, fluffy carpet  Please complete the instruction above	1
13	2	0	1	1	1	3	0	2	0	1	0	0	2	0	0	1	0	4.0	0	5	The cautious squirrel slowly and carefully climbed down the tall oak tree.	1
10	1	0	3	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	"""The sun quietly set over the horizon."""	1
10	1	1	1	0	0	2	1	2	0	2	0	0	0	1	1	2	0	2.0	1	4	The manager thoroughly reviewed the proposal before approving it. 	1
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	1
19	2	0	1	3	0	4	1	2	1	3	0	0	2	2	2	1	0	4.0	2	8	 Gina gracefully gyrated through the crowd, attracting throngs of awestruck gazes with each striking step she gracefully take	1
4	0	0	1	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1.0	0	1	I did it! My response sentence includes an adverb:  The delinquent teenagers sneaked secretively through dark streets.	1
20	1	0	3	1	1	4	0	3	1	2	0	0	4	1	1	2	0	4.0	1	8	Satisfied with the delicious cake, Janet carefully devoured every bite, savoring each subtle flavor and moist texture. 	1
13	1	0	2	2	0	3	0	1	1	2	0	0	1	1	1	1	0	3.0	1	5	  Lee gracefully danced across the stage, demonstrating impressive poise under pressure.	1
14	1	0	1	0	0	4	0	3	0	3	0	0	0	2	1	2	0	4.0	2	4	   The teacher spoke persuasively to convince the class to take the field trip.	1
16	1	1	4	1	0	2	1	1	0	2	1	1	0	2	1	0	0	4.0	2	12	OK, here is the sentence you requested, with one adverb, as follows:  The dog wagged its tail vigorously	1
8	1	0	3	0	0	0	2	0	0	1	0	1	0	0	1	1	0	1.0	0	2	" ""I can do that quickly!"""	1
9	2	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0	2.0	0	4	 Slowly but surely she drove the long distance. 	2
10	1	0	2	1	0	1	1	1	0	1	0	1	0	1	1	0	0	3.0	1	3	Sure, here is the sentence you asked for -  She gracefully swiftly skated across the ice. 	2
5	0	0	1	0	0	0	2	0	0	1	0	1	0	0	1	1	0	1.0	0	2	I will do that:  The fast and furiously running dog chased the slowly strolling rabbit around the park with excitement and determination	2
16	3	0	2	2	1	3	0	2	1	2	0	0	0	0	1	0	0	3.0	0	4	During the holiday party, Tom laughed out loud and danced uncontrollably in the snow. 	2
12	1	0	1	1	0	2	0	2	0	1	0	0	4	0	1	0	0	2.0	0	6	The quick orange fox jumped quietly over the tall green fence. 	2
12	1	0	1	1	0	2	0	2	0	1	0	0	4	0	1	0	0	2.0	0	6	The big brown bear bounded gracefully across the lush green meadow. 	2
14	1	0	3	1	0	3	0	2	0	1	0	0	3	0	1	0	0	2.0	0	6	   The playful kitten cautiously tip-toed across the soft, fluffy carpet.	2
10	1	0	1	1	0	2	0	1	1	2	0	0	1	0	1	1	0	3.0	0	4	  Marily finished rapidly the assigned tasks with incredible accuracy. 	2
17	3	0	1	2	0	3	1	2	1	3	0	0	0	2	1	2	0	4.0	2	7	 Sarah ran extremely quickly across the field fiercely waving her arms to scare away the birds. 	2
14	3	0	3	0	0	3	0	2	0	2	0	0	1	0	1	1	1	2.0	1	9	  Warily, swiftly scurrying sideways, the nimble squirrel avoided the snapping predator.	2
12	1	0	1	1	0	4	0	2	0	1	0	0	2	0	0	0	0	2.0	0	6	The delicate silently flowing river wound serpentine around the rugged landscape. 	2
11	1	0	1	1	1	2	0	2	0	2	0	0	1	0	1	0	0	3.0	0	3	The graceful dancer elegantly twirled and glided across the stage.	2
19	2	0	1	1	1	5	2	2	0	3	0	0	1	1	1	2	1	4.0	2	9	Walking swiftly and steadily, the runner made her way through the crowded finish line to achieve her goal	2
11	1	0	1	1	0	3	0	2	0	2	0	0	1	0	1	0	0	2.0	0	5	The quick silver fox jumped swiftly through the glistening forest. 	2
19	2	0	5	1	0	5	1	1	0	1	0	0	3	0	1	1	0	3.0	0	8	The fast-paced, high-energy speaker energetically delivered her rapid-fire arguments with conviction. 	2
14	1	0	1	1	1	2	0	1	3	1	0	0	2	0	1	1	0	3.0	0	8	Marily and Melody meekly munched mellow M&M'S under the magnificent morning sun. 	2
11	2	0	1	2	0	2	1	1	0	1	0	0	1	0	1	0	0	2.0	0	4	With great haste, she quickly glided gracefully across the floor	2
7	2	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	2.0	0	3	 Shyla swiftly skillfully painted the sunset.	2
11	1	0	2	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	The quick, nimble kitten pounced effortlessly on the toy.	2
10	0	0	1	1	0	1	3	0	0	1	0	1	1	1	1	1	0	3.0	1	4	I am ready to help you with your query. Please share more details or context to help me assist you better.	2
10	1	0	1	1	0	3	0	2	0	1	0	0	1	0	1	0	0	2.0	0	5	The quicksilver cat curled contentedly on the plush couch. 	2
11	1	0	2	1	0	2	1	1	0	1	0	0	2	0	1	0	0	2.0	0	4	The big, fluffy cat purred contentedly on my lap.	2
19	1	0	1	0	0	5	1	3	0	4	2	0	1	3	2	4	0	6.0	3	4	The teacher asked the students to write a short answer using only one sentence that had two adverbs. They were instructed not to use any additional words or phrases and only provide the complete sentence as specified. With this, the teacher received an appropriate response that had been crafted with diligence—a sentence full of precision and detail, written precisely and accurately	2
10	1	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	5	The happy clown waddled wistfully down the watery wave. 	2
8	1	0	2	0	0	1	0	1	0	1	0	1	0	1	0	0	0	2.0	1	3	Sure, below is the task completed:  The team worked quietly diligently on their project presentation, making sure every detail was perfect before impressing the client. 	2
14	1	0	3	1	0	2	0	2	0	1	0	0	4	0	1	0	0	2.0	0	7	 The beautiful, sparkling water glistened gracefully under the warm, sunny sky.	2
11	1	0	2	1	0	2	1	1	0	1	0	0	2	0	1	0	0	2.0	0	4	The big, fluffy kitten purred contentedly on my lap.	2
8	2	0	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	2.0	0	3	She gracefully swiftly danced across the stage. 	2
12	3	0	1	1	0	2	0	2	0	3	0	0	0	0	1	0	0	3.0	0	6	  The quickly retreating sun sets silently amidst the swiftly moving clouds.	2
13	2	0	2	1	0	4	0	2	0	1	0	0	0	0	1	0	0	3.0	0	6	Suddenly silently, the cat tiptoed to the mouse's hiding place. 	2
9	3	0	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	Suddenly silently she slipped swiftly down the stairs.	2
11	2	0	1	0	1	3	0	2	0	1	0	0	1	0	1	1	0	2.0	0	4	  The children excitedly and carefully explored the new playground equipment.	2
18	2	0	1	2	0	3	2	2	1	3	0	0	1	2	2	1	0	5.0	2	10	Rita spoke quietly confidently to the team during the meeting to make sure everyone understood their roles. 	2
15	4	0	2	1	1	2	0	2	0	2	0	0	1	0	1	0	0	3.0	0	7	 Slowly and carefully, the cautious child crept quietly toward the brightly colored toy. 	2
7	1	0	0	0	0	1	0	1	0	1	0	0	3	0	1	0	0	2.0	0	3	The quick red fox jumps triumphantly high	2
11	2	0	1	1	0	2	1	1	0	1	0	0	2	0	1	1	0	2.0	0	6	She quickly carefully filled the jar with delicious sweet honey.	2
30	4	1	3	3	1	5	3	2	1	3	0	1	3	2	2	2	1	5.0	3	8	Focusing sharply, Rachel carefully balanced the delicate vase, slowly spinning it around in circle until she was certain of its stability and secure placement on the mantlepiece. 	2
5	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	2.0	0	2	The playful kitten purred persistently	2
12	2	0	1	1	1	3	0	2	0	1	0	0	1	0	1	0	0	3.0	0	7	The quicksilver river flowed smoothly and tranquilly through the misty forest. 	2
9	2	0	1	1	0	2	0	1	1	1	0	0	0	0	1	0	0	2.0	0	6	  Rita runs quickly calmly across the finish line.	2
13	1	0	2	1	1	2	0	2	0	2	0	0	2	0	1	0	0	3.0	0	4	The big, old tree slowly creaked and groaned in the wind.	2
10	2	0	1	0	0	3	0	2	0	1	0	0	1	0	1	1	0	2.0	0	3	The efficient manager skillfully swiftly executed the project timeline. 	2
7	2	0	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	2.0	0	3	 Mary carefully swiftly washed her car. 	2
10	2	0	1	0	0	2	0	2	0	1	0	0	2	0	1	1	0	3.0	0	3	  The magnificently talented artist skillfully crafted a stunning masterpiece.	2
8	2	0	1	0	0	2	0	2	0	1	0	0	0	0	1	1	0	2.0	0	3	The manager quickly efficiently conducted the meeting.	2
8	2	0	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	2.0	0	3	She gracefully quickly skated across the ice.	2
17	2	0	2	2	1	4	2	2	0	2	0	0	0	1	1	1	0	4.0	1	5	She elegantly gracefully danced across the stage, captivating the audience with her poise and beauty.	2
15	1	0	3	1	0	2	0	2	0	1	0	0	5	0	1	0	0	2.0	0	6	The delicate, pale pink roses gently swayed in the soft, mild breeze.	2
7	2	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	She briskly walked rapidly across the park	2
8	2	0	1	0	0	2	0	2	0	1	0	0	0	0	1	1	0	2.0	0	3	The manager confidently quickly reviewed the report. 	2
11	4	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	5	She persistently gracefully cautiously swiftly ran towards the finish line.	4
19	2	0	2	3	0	4	0	2	0	3	0	0	3	1	1	0	0	4.0	1	8	The swift fox sprinted briskly throughout the verdant landscape, effortlessly leaping over towering trees with graceful agility. 	4
1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	  Rationale	4
11	3	0	0	1	0	2	0	0	1	3	0	0	1	1	1	0	0	4.0	1	5	Raymond ran rapidly rustily rambunctiously ruminating on rosy raccoons roasting rice	4
14	3	0	1	1	0	2	0	2	0	3	0	0	2	0	1	0	0	3.0	0	7	The swiftly scurrying silver snake slithered silently sideways across the shimmering shadowy surface. 	4
13	6	0	0	2	0	2	0	1	1	1	0	0	0	0	1	0	0	2.0	0	7	Susan silently rapidly carefully persistently walked home from the office late at night	4
10	6	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	1	3.0	1	6	  Softly whispering sweetly silently strongly, Stacy spoke slowly softly	4
18	4	0	5	1	0	3	0	3	0	1	0	0	1	0	1	1	0	2.0	0	10	Carefully, accurately, confidently, quickly, the team completed the assignment within the tight deadline.	4
9	4	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	2.0	0	5	  Shelly swiftly silently slipped suddenly shyly beneath the surface	4
22	4	0	4	0	1	5	0	4	0	3	0	0	0	2	1	3	0	4.0	2	7	The teacher, confidently and clearly, persistently repeated the multiplication table, using the whiteboard to visually illustrate the lesson. 	4
13	4	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	7	The colorful butterflies gently landed silently softly sweetly on the delicate flowers. 	4
10	4	0	1	0	0	1	0	1	1	1	0	0	1	0	1	1	0	2.0	0	4	Sheila skilfully skillfully silently sculpted the silver shells slyly.	4
14	1	0	3	1	0	2	0	2	0	1	0	0	4	0	1	0	0	2.0	0	7	  The swift, agile fox crept stealthily through the tall, wavy grass.	4
30	3	0	3	3	1	6	2	4	0	3	0	0	5	1	3	0	0	4.0	1	10	The speedy runner sprinted swiftly across the sun-kissed field, her nimble feet padding softly on the verdant grass, and the wind whistling whisfully around her sleek figure. 	4
13	2	0	1	1	0	4	0	2	0	1	0	0	2	0	1	0	0	2.0	0	6	The clever cartoon character cautiously climbed contentedly across the challenging mountain terrain. 	4
14	4	0	4	1	1	1	0	1	1	1	0	0	0	0	1	0	0	4.0	0	10	Quickly, gracefully, elegantly, and precisely, Maria danced across the stage	4
10	6	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	2.0	0	7	Suddenly quietly carefully confidently, she quickly walked away.	4
12	2	0	3	0	0	2	0	2	0	1	0	0	2	0	1	1	0	2.0	0	4	" ""The clever cats carefully colored the colorful caterpillars confidently."""	4
13	1	0	2	2	0	2	0	2	0	1	0	0	3	0	1	0	0	2.0	0	6	The big, fluffy cat curled up lazily in the warm sunbeam. 	4
2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	Okay! below is the requested sentence:  Liz quickly cleverly skillfully effortlessly climbed the mountain. 	4
18	3	0	2	2	0	3	0	3	0	3	0	0	2	1	1	0	0	3.0	1	7	The magnificently colorful rainbow hovered serendipitously above the tranquil forest, glimmering vivaciously in the gleaming sunlight.	4
16	5	0	4	1	1	2	1	1	0	1	0	0	0	0	1	0	0	3.0	0	9	The cat purred contentedly on my lap softly, slowly, delicately, and warmly.	4
37	5	2	3	5	1	6	5	2	0	4	0	0	4	3	4	0	0	6.0	3	12	She walked carefully quickly quietly efficiently through the dark forest, her senses heightened for any signs of danger, although she felt peaceful and calm as she moved forward with determination towards her ultimate destination. 	4
16	5	0	0	1	2	2	0	2	0	1	0	0	3	0	1	0	0	4.0	0	7	The enthusiastic young woman confidently and courageously skillfully and precisely danced elegantly across the sparkling stage	4
13	3	0	1	1	0	2	0	2	0	1	0	0	3	0	1	0	0	2.0	0	7	The quick blue fox ran quietly happily boldly around the yellow meadow. 	4
18	5	0	3	0	0	3	0	2	1	1	0	1	1	0	1	1	0	3.0	0	10	Okay, here is the sentence: Susan slowly carefully eagerly persistently baked a delicious apple pie. 	4
16	0	0	4	1	1	3	0	2	0	1	0	0	4	0	1	1	0	4.0	0	9	The confident, graceful, swift, and diligent cat pursued the mouse with precision.	4
10	4	0	0	1	0	1	0	1	0	1	0	0	2	0	0	0	0	2.0	0	9	Walking swiftly silently skillfully swiftly through the quiet dark forest	4
13	4	0	1	1	0	4	0	2	0	1	0	0	0	0	1	1	0	3.0	0	7	The team of professionals efficiently skillfully effectively carefully examined the project plans. 	4
8	2	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0	0	2.0	0	5	Wendy walked warily westerly with wide wings. 	4
11	2	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	5	The playful tabby cautiously crept quietly up the tall tree.	4
8	3	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	2.0	0	2	The colorful bird gracefully glided gleefully overhead.	4
21	4	0	3	2	0	5	0	4	0	2	0	0	1	1	1	1	0	4.0	1	6	Wonderfully beautifully gracefully carefully, the princess walked along the garden path, savoring the tranquility of the peaceful atmosphere. 	4
20	1	0	6	1	0	2	0	2	0	1	0	0	7	0	1	0	0	2.0	0	8	The big, green, giant, angry frog happily hopped around the small, quiet, beautiful pond. 	4
9	4	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	2.0	0	5	She skillfully gracefully effortlessly quietly completed the assignment. 	4
10	4	0	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	2.0	0	5	She carefully rapidly slowly cautiously ate the delicious cake.	4
17	4	0	2	1	0	2	0	2	1	1	0	0	4	0	1	1	0	2.0	0	11	Sara slowly carefully methodically precisely poured the thick, sweet whiskey into the delicate, antique glasses	4
