n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	ADJ_constraint
27	0	2	1	1	2	4	3	2	0	4	0	3	2	2	3	2	0	6.0	2	6	The new director will be assigned at random   Please advise if my solution is correct and/ or if you want me to make any changes. 	0
5	0	0	1	0	0	2	0	0	0	1	1	0	0	0	1	1	0	2.0	0	2	Sussex has six paws.	0
4	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	2.0	0	2	Pizza contains no fungus	0
8	0	1	0	0	0	2	0	0	1	2	0	2	0	1	1	1	0	2.0	1	4	Brown will pay damages after being caught speeding	0
2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0	0	Raymond.	0
5	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	2	The contract has expired.	0
5	0	0	2	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1.0	1	1	(No response provided. Please provide a sentence with 0 adjectives.)	0
7	0	0	1	2	0	1	1	0	1	0	0	1	0	0	1	0	0	1.0	0	6	Randy, we are out of toner	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
14	0	0	1	1	1	3	2	2	0	3	0	1	0	1	2	1	0	5.0	1	5	I understand, and I will have no extensions granted to the contract period	0
9	0	0	1	1	0	2	0	2	0	1	0	2	0	0	1	0	0	2.0	0	3	No extensions shall be granted for the project.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat.	0
20	1	1	1	0	0	3	3	2	0	5	0	1	1	3	3	2	0	4.0	3	12	Please provide the actual output sentence for us to review so we can ensure it meets the required specifications.	0
4	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1.0	0	1	Emeralds sparkle bright.	0
12	0	0	1	1	1	3	0	2	0	1	0	2	1	0	1	0	0	3.0	0	6	No explanation or further text shall be provided for this task. The sentence must be written with 0 adjectives and must complete the instruction	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	0
13	0	0	1	1	0	3	0	2	1	2	1	2	0	1	1	0	0	4.0	1	4	No extensions shall be granted for the contracting period ending December 30.	0
2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1.0	0	1	No extensions	0
9	0	0	2	1	0	1	0	1	1	1	2	0	0	0	1	0	0	2.0	0	3	The contract ends on December 31, 2024.	0
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat purred contentedly.	0
4	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	2.0	0	1	The sky turns blue	0
7	0	0	1	0	1	2	0	1	0	1	0	0	0	0	0	1	0	3.0	0	2	Please provide the instruction or task. I will complete the task, generate the sentence, and respond with the sentence only. No additional text or explanations will be provided.	0
14	0	0	1	2	0	4	0	3	0	2	0	1	0	1	1	1	0	3.0	1	5	The company expects all deliverables to be submitted on time without any extensions.	0
16	1	0	2	1	1	3	1	3	0	2	0	1	0	0	1	2	0	3.0	0	11	Please provide the prompt for the task, and I will gladly complete the request!	0
10	0	0	1	1	0	3	0	2	0	1	0	2	0	0	1	0	0	2.0	0	4	No extensions shall be granted for the performance duration.	0
5	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	1	0	2.0	0	2	Norway has two borders.	0
5	0	0	1	0	0	2	0	0	0	1	1	0	0	0	1	1	0	2.0	0	2	Sussex has four ears.	0
1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	Wonderful  Is this correct?	1
3	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1.0	0	1	Lively Lisa.	1
6	0	0	1	0	0	1	0	1	1	1	0	0	1	0	1	0	0	2.0	0	2	Sensual Sandra savors every second.	1
3	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1.0	0	1	Amazing opportunity!	1
4	0	0	0	0	0	1	0	0	0	0	0	1	2	0	1	0	0	2.0	0	2	Granular information is intricate	1
4	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1.0	0	2	Darla is dazzling. 	1
9	0	0	1	1	0	3	0	2	1	1	0	0	0	0	1	1	0	2.0	0	4	The CC option adds complexity to the issue.	1
4	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1.0	0	2	Wendell is witty;  Is this correct?	1
3	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1.0	0	2	Darla is breathtaking	1
6	0	0	1	0	1	0	0	0	1	0	0	1	2	0	1	0	0	2.0	0	3	CC was intricate, yet insightful	1
9	0	0	0	1	0	3	0	2	0	1	0	0	2	0	1	1	0	2.0	0	5	Bright blue skies decorated the area during that period	1
4	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	2.0	0	2	Explosive allegations have emerged	1
11	0	0	1	2	0	3	0	1	1	1	0	0	2	0	1	0	0	3.0	0	4	Astonishing information emerged after the recent discovery on February 10th.	1
2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1.0	0	1	Massive waves	1
11	1	0	1	1	0	2	0	1	1	1	0	0	2	0	1	0	0	3.0	0	5	Golda's golden hair shined brightly under the bright lights.	1
1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	Astonishing	1
3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1.0	0	2	Warmly cordial Cynthia  Is this what your are looking for or should I modify anything?   	1
10	0	0	2	0	0	2	0	1	1	2	0	0	2	0	2	1	0	2.0	0	4	Spectacular Sally single-handedly saved the struggling startup.	1
1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	Bright	1
6	2	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	3.0	0	2	Congenially  clever Celine captivates crowds courageously	1
8	1	0	1	1	0	3	0	0	0	1	0	0	1	0	1	1	0	3.0	0	3	Dazzlingly delicious dumplings delighted diners during dinner.	1
1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	Intriguing	1
15	0	1	2	0	0	2	1	1	1	3	0	2	2	2	2	2	0	5.0	2	4	Crispen is critical, I would suggest doing more research before making a decision.	1
1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	Critical	1
1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	Excellent 	1
7	1	0	0	0	0	2	0	1	0	1	1	1	0	0	0	0	0	2.0	0	6	 Here's the expected one sentence output	1
3	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1.0	0	2	Sunanda is sensational	1
17	0	0	0	2	0	5	0	3	0	2	0	1	2	1	1	1	0	5.0	1	5	Witty wordplay was used throughout the meeting to avoid the grim details of the tsunami's impact	1
15	1	0	1	2	1	1	0	2	4	1	0	0	2	0	1	0	0	4.0	0	8	The Andaman and Nicobar Islands lost heavily due to the deadly 26th December tsunami. 	1
1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	Amazing	1
1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	Warm	1
11	0	0	2	1	0	0	3	0	1	1	0	2	1	0	2	1	0	3.0	0	4	Sunitha is sensational, I would refer him to anyone.	1
7	0	0	0	0	0	2	1	2	0	2	0	0	0	1	1	2	0	4.0	1	2	  Write a report that includes these items	1
19	1	0	3	3	1	2	0	1	5	1	0	1	1	1	1	0	0	5.0	1	6	Vera is very versatile as a coder, with skills ranging from  HTML5, Java Script, and Java	1
10	0	0	1	1	0	2	0	1	0	1	0	2	2	0	1	0	0	2.0	0	4	Exquisite sunsets can be seen over the vast horizon.	1
11	0	0	0	1	0	3	0	2	1	1	0	0	2	0	1	1	0	3.0	0	4	Maria's incredible performance at the piano stunned the whole crowd	1
12	0	0	1	2	0	4	0	3	0	1	0	0	1	0	1	1	0	3.0	0	7	The beautiful island attracted a throng of visitors during the summer.	1
2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	Congratulatory.	1
11	0	0	3	0	0	2	0	2	0	2	0	0	1	1	0	2	0	3.0	1	3	"  Please provide a sentence using the word ""sagacious""."	1
2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1.0	0	1	Excellent selection	1
16	0	0	1	2	1	6	0	0	0	1	0	0	5	0	1	1	0	4.0	0	7	Wonderful waterworld wonders woo visitors with warm waves and wonderful wet walks at wonderful westworld!	1
7	0	0	1	0	0	1	2	0	0	1	0	1	1	0	1	1	0	2.0	0	4	Excellent, we should prioritize her involvement	1
10	1	0	2	0	0	0	2	0	1	1	0	1	2	0	2	1	0	2.0	0	4	Creative Carol was incredible, I highly recommend her. 	1
10	0	0	1	2	0	3	0	2	1	1	0	0	0	0	1	1	0	3.0	0	5	Crystal formed the sentence with an abundance of sparkle.	1
1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	Crisp	1
1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	Crisp  The correct response is: Crisp. 	1
12	0	0	2	0	1	5	0	1	0	0	0	0	3	0	0	0	0	2.0	0	9	The new smartphone, Awesome X, sports unique design and functionality	1
1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	Gigantic	1
6	0	0	0	1	0	2	0	0	0	1	0	0	2	1	0	0	0	3.0	1	3	 Fascinating details unveiled by recent discoveries	1
19	0	0	2	2	1	5	0	3	0	2	0	0	4	1	1	1	0	4.0	1	6	The resplendent sunbeams danced across the emerald fields, bathing the golden crops in luxurious warmth and vitality.	1
11	1	0	1	1	0	2	0	2	0	1	1	0	2	0	1	0	0	2.0	0	5	The two adventurous explorers trekked precariously across the rocky terrain.	2
4	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2.0	0	2	Rebellious and vivid.	2
8	0	0	0	1	0	1	1	1	0	1	0	0	3	0	1	0	0	2.0	0	6	We share in common the same technological limitations	2
11	1	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	5	The sparkling turquoise water lapped invitingly against the sun-kissed shore.	2
18	0	0	3	1	0	5	0	3	1	1	0	0	3	0	1	1	0	3.0	0	9	The untimely demise of the hapless ward heeler, Jim, shocked the precinct's cynical machers.	2
12	1	0	1	1	0	4	0	2	0	1	0	0	1	0	1	0	0	3.0	0	5	The sunset's golden hue gleamed brilliantly amidst the darkening dusk.	2
10	0	0	1	0	0	4	0	0	1	2	0	0	1	0	1	1	0	3.0	0	4	Sally's vintage clothing collection featured delicate beaded frocks. 	2
31	1	0	5	2	0	7	2	2	1	3	1	0	6	2	2	3	0	6.0	2	9	Fortunately, our school, Public School 4, offers a creative curriculum with innovative techniques that encourage a diverse student body to explore art in new, fascinating ways. 	2
19	2	0	1	0	2	2	1	0	3	0	1	1	4	0	1	0	0	4.0	0	10	Fort Lee's Public School 2 and its students' daily activities were highly energetic and creatively impressive.	2
6	0	0	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	2.0	0	3	We shared the same adventures.	2
25	1	0	4	3	0	5	3	2	2	2	1	0	2	1	2	1	0	3.0	1	11	Susan Smith, a confident, intelligent woman, drove her car into the lake with her two children still buckled in their seats. 	2
7	1	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	3.0	0	3	Lewis' nimble foxes lamented ceaselessly. 	2
15	2	0	2	1	1	3	0	3	0	1	0	0	2	0	1	1	0	3.0	0	7	Highly creative and strikingly beautiful, the artwork adorned the walls of the gallery.	2
3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2.0	0	2	Witty yet melancholic	2
10	1	0	1	0	1	2	0	2	0	1	0	0	2	0	1	0	0	3.0	0	5	A venerable veteran and a delicate debutante danced diplomatically.	2
3	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1.0	0	2	Bright, gleaming	2
3	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1.0	0	2	Two feisty falcons	2
6	0	0	1	0	0	2	0	0	0	1	1	0	1	0	1	1	0	2.0	0	2	Two creative catalysts cultivated creativity.	2
6	1	0	1	0	0	1	0	0	0	2	0	0	1	0	1	1	1	3.0	1	3	Fluttering feathered friends frolicked fearlessly.	2
14	0	0	2	1	0	4	0	2	1	3	0	0	1	0	1	1	0	3.0	0	11	Sarah wore a shimmering silk blouse with a fitted cream-colored jacket. 	2
4	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1.0	0	1	Sandy soiled shores.	2
9	1	0	1	1	0	2	0	0	0	1	0	0	3	0	1	0	0	2.0	0	4	Cool, clear waters lap playfully against sun-warmed rocks	2
6	1	0	1	0	0	2	0	0	0	1	0	0	1	0	1	0	0	2.0	0	2	Lively lavender llamas laze lamentably.	2
9	1	0	1	0	0	3	0	1	0	1	1	0	1	0	1	1	0	2.0	0	3	Two vivacious victories vociferously vibrated the verdant valley.	2
2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1.0	0	1	Sophisticated witty	2
9	0	0	0	1	1	2	1	0	0	1	0	0	3	0	0	1	0	4.0	0	8	Satisfy your hunger with tasty tender and luscious lamb	2
8	0	0	1	0	0	2	0	0	1	1	0	0	2	0	1	1	0	3.0	0	3	Flapper's fabulous finish framed fearless features. 	2
4	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1.0	0	2	Elegant, melodious. 	2
6	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2.0	0	2	Scarlet-tinged pumice skies.	2
8	0	0	1	0	0	2	0	0	1	1	0	0	2	0	1	1	0	3.0	0	3	Rockwell's riveting repose revealed rambunctious rusticat.	2
7	0	0	1	1	0	2	0	1	0	1	0	0	1	0	0	1	0	3.0	0	3	Sharing a love for creative cooking. 	2
13	1	0	1	1	0	3	1	2	0	1	0	0	3	0	1	1	0	3.0	0	7	The brightly patterned scarf added an edgy dimension to her elegant outfit.	2
8	1	0	2	0	0	2	0	0	0	1	0	0	2	0	1	0	0	3.0	0	4	Meticulously mellow mint-green melodies moan.	2
13	0	0	3	1	0	3	0	2	2	1	0	0	1	0	1	1	0	3.0	0	7	Ellis Island, a scenic port, hosted the wave of immigrants. 	2
8	0	0	1	1	0	1	1	1	0	1	0	0	2	0	1	1	0	2.0	0	5	We share in common a dynamic duel.	2
10	0	0	0	1	1	3	0	1	2	1	0	0	1	0	1	1	0	3.0	0	3	Cassandra and Cyndi shared an extroverted enthusiasm for rock concerts   What would you like me to do next? Is there another task you'd like me to help with?  	2
4	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1.0	0	2	Citrusy pink sunset.	2
7	0	0	0	0	0	2	0	1	0	1	0	0	3	0	1	1	0	2.0	0	3	Fiery tropical rains lashed the verdant landscape  Is the above response appropriate for the task? Please provide feedback in the form of a yes or no and an explanatory comment	2
12	1	0	2	0	1	3	1	0	1	1	0	0	2	0	1	1	0	5.0	0	9	Ellis, our elegant and effervescent leader, charismatically commanded center stage	2
5	0	0	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1.0	0	3	A brilliant technicolor dreamcoat.	2
6	1	0	0	0	0	1	0	1	1	1	0	0	1	0	1	1	0	2.0	0	3	Sally cautiously climbed the confident canyon	2
16	0	0	2	0	1	3	1	0	3	1	1	0	3	0	1	1	0	3.0	0	6	Fort Lee's Public School 4 and its young scholars embrace eco-friendly adventures.	2
11	1	0	2	1	0	3	0	2	0	1	0	0	1	0	1	0	0	2.0	0	4	The delicate, lavender moon hung low in the sky.	2
7	0	0	2	1	0	2	0	0	0	1	0	0	1	0	0	0	0	2.0	0	5	Gifted from generations, grandmotherly jewelry. 	2
37	1	0	4	3	0	11	2	0	4	3	1	0	6	2	2	2	0	9.0	2	6	Penelopiquin, your online tutor, creates clever lesson plans with fun activities for her third grade students at Fort Lee's Public School 4, where daily exercise helps to reinforce new language arts concepts.	2
12	0	0	2	1	0	2	0	2	0	1	0	0	4	0	1	0	0	2.0	0	6	The bright, yellow sun shone in the clear, blue sky	2
10	1	0	1	1	0	2	1	1	0	1	1	0	1	0	1	0	0	2.0	0	4	The two adorable kittens purred contentedly on my lap.	2
8	0	0	1	0	0	2	0	1	0	1	0	0	3	0	1	1	0	2.0	0	3	The tiny tropical town exuded vibrant verve.	2
10	0	0	2	0	1	3	0	2	0	0	0	0	2	0	0	0	0	2.0	0	6	A diligent detective and a persistent problem-solver.	2
10	0	0	1	0	0	2	0	2	0	2	0	0	3	0	1	1	0	2.0	0	4	The gleaming silver spire pierced the dark smoky sky.	2
15	0	0	2	2	0	4	0	2	0	1	0	0	4	0	0	1	0	4.0	0	5	Savoring sumptuous, succulent seafood in a scintillating setup under a serendipitous summer sky.	4
13	0	0	5	0	1	2	0	0	0	0	1	0	4	0	0	0	0	3.0	0	7	Four adjectives sentence: Scintillating, effervescent, translucent, and crystalline.	4
8	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1.0	0	6	Exotic, mesmerizing, vivacious, sublime.	4
10	0	0	1	1	1	3	0	0	0	1	0	0	3	1	0	0	0	4.0	1	3	Unforgettable adventures filled with unpredictable twists and captivating mystery.	4
11	2	0	4	0	1	0	0	0	0	0	0	0	4	0	0	0	0	2.0	0	9	   Brilliant, creative, profoundly wise, and delightfully quirky. How do you think I did? Please let me know.	4
24	4	0	3	1	1	3	2	2	0	2	0	1	5	1	2	2	0	5.0	1	13	He has a stunningly intelligent, incredibly attractive, remarkably fit and impressively articulate smile that can charm the most doubting of onlookers,	4
9	3	0	1	0	1	1	0	0	0	0	0	0	3	0	0	0	0	3.0	0	7	Cultivatedly compassionate, globally aware and profoundly empathetic leaders	4
10	3	0	3	0	1	0	0	0	0	0	0	0	3	0	0	0	0	2.0	0	7	Exquisitely colorful, whimsically eccentric, and enchantingly mysterious.	4
6	1	0	1	0	0	2	0	0	0	2	0	0	0	0	1	1	0	3.0	0	1	Cautiously calculated confidence calibrates character. 	4
9	0	0	0	1	0	3	0	0	0	2	0	0	3	0	0	2	0	3.0	0	5	Bouncing bright blue butterfly bejeweled baubles beneath billowy skies	4
34	0	0	4	6	0	6	2	3	0	6	0	1	5	2	1	0	2	5.0	4	18	Glistening like a jewel-toned sunset fading into a tranquil sea, the lush, verdant rainforest spread out before us with ancient secrets waiting to be unearthed in its mysterious depths.	4
9	0	0	4	0	1	0	0	0	0	1	0	0	3	0	0	0	0	2.0	0	7	Courageous, insightful, curious, and determined.	4
10	1	0	1	1	0	3	0	2	0	0	0	1	0	0	0	0	0	4.0	0	5	    Here is an assessment of the student's work.	4
8	0	0	3	0	1	0	0	0	0	0	0	0	4	0	0	0	0	2.0	0	7	Creative, captivating, cerebral, and convivial	4
21	0	0	4	2	2	5	0	0	0	1	0	1	6	0	1	1	0	4.0	0	9	Creative collaborations among diverse artists can produce powerful, innovative, resonant, and uplifting works of beauty and meaning.	4
19	0	0	6	0	1	2	0	1	0	3	1	0	4	2	0	1	0	5.0	2	9	Four adjectives to describe a cat purring: contented, soft-spoken, delicate, and soothing.	4
20	2	0	2	1	0	6	1	2	0	3	1	0	2	1	1	1	0	4.0	1	6	Four flamboyantly painted fiberglass eggs adorn the museum courtyard, their vibrant hues gleefully gleaming beneath the sun-kissed skies.	4
12	0	0	4	0	1	2	0	0	0	0	1	0	4	0	0	0	0	3.0	0	10	Four exotic, ancient, glimmering, and mystical jade artifacts. 	4
20	0	0	5	2	1	6	1	0	0	1	0	0	4	0	1	1	0	4.0	0	17	He conjured colorful cantaloupe, creamy cantu, caramel-like confiture, and crunchy candy from culinary cornerstones. 	4
28	2	0	1	1	2	9	0	1	0	6	0	0	6	4	2	3	0	8.0	4	12	Nefarious villains menaced tranquil waters infusing malice and turbulence where once languid serenity and inviting crystal clear seas prevailed exuding a malevolent aura undeterred by former splendor.	4
15	1	0	2	1	1	4	0	1	0	1	0	0	4	1	0	1	0	5.0	1	5	Exquisitely spectral flute cadences, evoking a serene and mystical realm of untainted nature.	4
5	0	0	1	0	0	2	0	0	0	1	0	0	1	0	1	1	0	2.0	0	1	Vigilant visionaries valorize verbiage.	4
20	3	0	4	0	1	5	0	0	0	2	0	0	5	0	0	0	0	3.0	0	15	Critically coherent conversational contexts, creatively constructed cognitive frameworks, collaborative cultural conditioning, and carefully calibrated community connections.	4
18	0	0	2	1	0	4	1	1	0	5	1	0	3	2	1	2	0	4.0	2	6	Four glorious giants graced the glittering grassy grounds, glowing gems glistening in their gleaming gray fur.	4
21	1	0	4	0	1	5	0	1	0	1	0	0	8	0	1	1	0	3.0	0	15	Deeply insightful, razor-sharp critical thinking, unyielding moral authority and unstoppable creative momentum fueled the meteoric rise.	4
11	0	0	1	1	0	3	0	0	0	1	0	0	5	0	1	1	0	2.0	0	6	Witty paradoxical dreamers relish delightful dystopia amid chaotic ephemeral harmonies.	4
11	1	0	1	1	0	3	0	0	0	2	0	0	2	0	2	0	1	3.0	1	5	Vastly varying venerable victuals veiled within vendors' vibrant vendettas.	4
12	0	0	3	0	1	1	1	1	0	1	0	0	4	0	1	1	0	4.0	0	8	A radiant, verdant, tranquil and venerable glade embraced us. 	4
4	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1.0	0	2	Sentences are powerful. Short and to the point. They can deliver a knockout punch. This was one of the sentences that was used to knock out two ruffians who were making fun of a disabled child. The punch delivered by this sentence not only got them to apologize but also made them promise to always help kids who are less fortunate instead of making fun of them. They were left with a new life mission to be mentors and friends of the disabled kids and always be in charge when the parents are not around. It has changed their lives and they are now much better humans than they were before.	4
27	0	0	3	3	2	6	0	3	0	2	1	0	7	1	1	0	0	5.0	1	10	Four fierce, fervent, flamboyant, and fetching feline fanatics feasted on the fresh fish and fashionable finery flaunted by the frisky felines in the field	4
9	2	0	2	0	0	2	0	0	0	2	0	0	1	0	1	1	0	3.0	0	2	Globally-connected entrepreneurs confidently champion creative innovations.	4
8	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1.0	0	6	Nimble, agile, spry, perky.	4
12	4	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2.0	0	9	Fiercely intellectual, wildly creative, passionately intense, brilliantly quirky.	4
14	1	0	1	1	0	3	1	1	0	2	0	0	4	1	1	2	0	4.0	1	6	He effortlessly espies exquisite exotic animals exhibiting extraordinary ebullience within an intriguing ecosystem.	4
9	0	0	4	0	1	0	0	0	0	0	0	0	4	0	0	0	0	2.0	0	7	Exuberant, insightful, melodic, and uplifting.	4
7	2	0	1	0	0	2	0	0	0	1	0	0	1	0	1	1	0	3.0	0	2	Nostalgically creative conglomeration diversely explores novelty.	4
8	1	0	0	0	0	3	0	0	0	2	0	0	2	0	1	1	0	3.0	0	3	Brightly beaming bionic bullies belittled big business bulls	4
23	1	0	3	2	2	5	0	1	0	2	0	0	7	0	1	1	1	4.0	1	7	Venerable, majestic, exquisite and glimmering  crystals suspended precariously from ornate settings conjure the essence of ancient mysteries and timeless magic.	4
11	1	0	1	1	0	2	1	0	0	1	0	0	4	0	1	1	0	3.0	0	5	Exhilaratingly intricate cosmic vistas enfold us with captivating celestial cadences.	4
12	4	0	3	0	1	0	0	0	0	1	0	0	3	0	0	0	0	2.0	0	9	Creatively contagious, vibrantly versatile, imaginatively inspired and confidently capable.	4
40	2	0	3	5	0	9	1	7	0	5	0	0	8	3	2	2	0	7.0	3	11	A majestic orange sun slowly descended behind the towering black silhouette of the mountain ranges, bathing the meadow in a warm golden light, illuminating a diverse variety of colorful wildflowers that swayed gently in the cool breeze. 	4
17	2	0	2	2	0	5	0	0	0	2	0	0	4	0	1	0	0	4.0	0	5	Gleaming gemstones glisten gaily under glossy golden garlands; gloomy gallows glower glumly in grimy groves.	4
4	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1.0	0	3	Frothy flavorful fermented fervor	4
13	0	0	4	0	1	2	0	1	0	1	0	0	4	0	1	1	0	4.0	0	8	Ethereal, spectral, luminous, and celestial sounds filled the  atmosphere. 	4
23	5	0	4	0	1	3	0	0	0	3	0	0	6	1	1	2	0	4.0	1	11	Globally integrated, digitally savvy, culturally sensitive, and socially conscious youth innovatively disrupt traditional industries to create sustainable, inclusive economies	4
10	0	0	3	0	1	1	0	1	0	0	0	0	4	0	0	0	0	3.0	0	8	A towering, fiery, haunted and ethereal spectacle.	4
