n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PUNCT_constraint
6	0	0	0	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on the mat	0
11	1	0	4	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	" ""The cats purred contentedly on our laps.""  ---  I have generated the sentence requested, which has one punctuation mark, specifically a period (.). The sentence is written in the subject-verb-object format and includes two words from the provided list: ""cats"" and ""lap""."	1
10	0	0	3	0	1	2	1	0	0	2	0	0	0	1	1	1	0	4.0	1	2	" ""I love to eat pizza and fries!"""	1
7	0	0	1	0	0	2	0	1	0	2	1	0	0	1	0	2	0	3.0	1	3	 Write a sentence using 3 adjectives. Write only the sentence, without adding further text and without explanations	1
9	1	0	3	0	0	3	0	1	0	1	0	0	0	0	1	0	0	2.0	0	2	"  ""The candy store closes early today."" "	1
9	1	0	2	0	0	1	1	1	0	1	0	1	0	1	1	0	0	3.0	1	3	Sure, here's the sentence you requested:  The cat purred contentedly on my lap.	1
19	2	0	2	1	1	3	4	1	1	3	0	1	0	1	3	2	0	4.0	1	9	  I bought a toy for Tim, but my mother says I must eat my broccoli now instead. 	1
17	1	0	5	1	0	3	1	2	0	1	0	1	1	1	0	1	0	4.0	1	6	"OK, here is the sentence:    ""Meet you at the old oak tree?""    "	1
7	0	0	2	0	0	2	1	0	0	2	0	0	0	1	1	1	0	3.0	1	2	 I love eating ice cream! .	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat upon the mat.	1
8	0	0	3	0	0	1	1	1	0	1	0	0	1	0	1	1	0	2.0	0	3	"   ""I want the blue vase."""	1
7	1	0	1	0	0	2	0	1	0	1	0	0	1	0	1	1	0	2.0	0	3	  Fierce gusts blew away the tent.	1
12	1	0	3	0	0	2	1	1	0	2	0	1	0	1	0	2	0	3.0	1	5	Okay, here is the response: Let's eat grandpa!	1
12	0	0	1	0	1	2	0	2	2	2	0	0	1	1	1	2	0	3.0	1	4	    Joe and Jill climbed the mountain to watch the beautiful sunrise.	1
7	1	0	2	0	0	1	2	0	0	1	0	0	0	1	0	0	0	2.0	1	2	My pleasure, here it is:  The cat chased its tail with lightning speed. 	1
27	1	2	3	1	1	3	4	1	0	4	0	2	2	3	2	3	0	4.0	3	12	Please be aware that for me to complete this task successfully, you must include details in your request and not leave everything open-ended. As a language user model, I need clear and specific prompts to provide quality responses. Your request lacks the necessary criteria for me to deliver a complete and coherent answer	1
10	0	0	2	0	0	2	0	2	0	2	0	1	0	0	0	2	0	3.0	0	6	  Rock the boat, don't rock the boat. 	1
11	0	0	2	1	0	2	0	2	0	2	0	0	1	0	1	0	1	3.0	1	6	Ready to roll, the boulder careened down the mountain.	1
14	1	0	2	1	0	3	0	2	0	1	1	1	1	0	0	1	1	4.0	1	6	Ready to complete the task, here's the sentence with 1 punctuation:  The big, fluffy cat purred contentedly on my lap.	1
12	0	0	3	1	0	3	1	1	0	1	0	0	1	0	1	1	0	3.0	0	6	"""The cat chased it's tail with great enthusiasm."" "	1
19	1	0	3	1	0	3	3	2	0	2	0	1	2	2	1	3	0	4.0	2	10	   Bring me my brown, furry umbrella; we're off to the seashore to fly a kite.	1
24	1	1	2	3	0	7	2	3	0	3	0	0	0	2	2	1	0	8.0	2	5	The teacher looked out at the class of students, her face stern as she prepared to give out this week's assignments. 	1
29	2	0	4	3	0	6	2	1	2	3	1	1	2	1	1	1	0	4.0	1	12	Ok , here's your requested sentence with only one punctuation mark :   Mickey ran like a mad man with excitement to meet his favorite idol , Beyonce. 	1
12	0	0	1	0	0	5	0	3	0	2	0	0	1	1	1	1	0	3.0	1	6	The manager approved the teams proposal, including the additional funding request	1
11	1	0	1	1	0	2	0	2	0	1	0	0	3	0	1	0	0	2.0	0	5	The big black bear ran quickly through the green forest. 	1
24	0	1	3	1	0	5	0	2	3	4	1	0	3	2	1	3	0	5.0	2	9	Please find hereunder the single sentence as desired: Oscar won four Academy Awards last night, including the one for Best Actor. 	1
19	0	0	2	1	2	4	3	1	0	4	0	0	0	2	2	2	0	4.0	2	12	  I went to the store to buy eggs and milk, but I forgot to bring my wallet.	1
11	3	0	2	0	0	1	1	1	0	1	0	1	1	1	2	0	0	2.0	1	7	 The dog ran quickly away; it was very thirsty.	1
9	0	0	4	0	0	2	1	0	0	2	0	0	0	0	1	1	1	3.0	1	5	"   ""Eat your vegetables, Mom said."" "	1
12	1	0	2	0	0	3	1	1	0	1	0	0	3	0	1	1	0	2.0	0	5	   The clever, cunning cat chased her crafty critter companion craftily. 	1
14	1	0	3	0	0	1	2	1	1	4	0	1	0	2	1	2	0	4.0	2	6	I understand, here is the generated sentence: Let's eat Grandma!	1
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	1
13	0	0	2	2	0	4	0	3	0	2	0	0	0	1	1	1	0	4.0	1	5	The cat sat on the windowsill, pondering the meaning of life.	1
18	0	0	1	2	1	5	2	1	0	2	1	0	2	1	0	2	0	5.0	1	8	Please let me know your preferred subject or topic for a single-sentence response with one punctuation	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat on a mat.	1
28	1	0	6	2	0	6	3	2	1	4	1	1	1	0	3	3	1	5.0	1	10	Picking daisies, Alice found a four-leaf clover; her birthday was coming up, so she kept it as a good-luck charm. 	1
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	1
19	1	0	2	2	0	6	0	3	0	2	0	0	2	1	1	1	0	4.0	1	9	The snowflakes fell gently on the child's outstretched tongue, capturing the fleeting moment of winter wonder.	1
18	0	0	1	2	0	5	3	5	0	2	0	0	0	1	2	3	0	6.0	1	3	  My teacher showed me a picture of a monster who ate all the apples in the box.	1
7	0	0	3	0	0	1	0	1	0	1	0	0	0	0	0	1	0	2.0	0	2	"""Please close the window."" "	1
10	0	0	1	2	0	2	1	2	0	1	0	0	1	0	1	1	0	3.0	0	7	   I like the beach because of the calming waves. 	1
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap. (Period)	1
17	0	0	1	1	0	4	3	2	0	2	1	2	0	1	2	3	0	4.0	1	8	I have found a solution that will save the firm 25% on their utility costs! It's a revolutionary solar-powered heating system, and I can't wait to install it next quarter	1
37	1	0	5	4	1	8	5	3	0	5	0	0	5	3	3	3	0	5.0	3	16	Sudden as a clap of thunder, my heart skipped a beat when I saw him walk into the room; his piercing green eyes sparkled with mischief, leaving me breathless and weak-kneed.	1
3	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1.0	0	1	"No problem! How does this sentence look? ""The cat quickly sat on his favorite mat."""	1
9	0	0	4	0	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	"""This time, the cows flew."" "	1
9	0	0	3	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	" ""The cat sat on the mat."""	1
23	1	0	1	4	0	5	2	5	0	3	0	0	1	1	2	1	1	4.0	2	11	  When the boss gave the order for a pizza at work, no one dared to ask for anything but the plainest variety	1
17	1	0	4	0	1	4	0	2	0	2	0	0	2	1	1	1	0	4.0	1	6	The sunflowers, tall and proud, faced east, following the sun's morning rays. 	1
9	0	0	0	1	0	3	0	3	1	1	0	0	0	0	1	1	0	3.0	0	5	  A cat in the dog Park chased a mouse	1
15	0	0	4	1	0	2	4	0	0	3	0	0	1	1	2	2	0	3.0	1	6	" ""I love collecting antique teapots, they remind me of my childhood."""	1
28	0	0	3	4	2	8	0	2	0	4	0	1	4	0	1	0	1	5.0	1	14	The delicious lemon tart, filled with tangy lemon curd and topped with fresh raspberries, was devoured at light speed by the voracious and starving diner.	2
34	2	1	5	2	2	4	8	0	0	5	0	1	3	4	5	2	0	5.0	4	17	" ""He said he was tired of her always nagging him about his poor eating habits, yet he continued to gorge on pizza and donuts, which only made her angrier."""	2
59	1	3	6	5	3	8	10	3	0	10	0	3	5	6	4	5	1	10.0	7	15	"Having had enough of my brother's constant borrowing, I finally told him to cease and desist from sending me any more requests through the family group chat so that I can focus on my work, which was met by an immediate and snarky ""who died and made you queen?"" response from him. "	2
19	0	0	2	2	1	6	0	4	0	1	0	0	3	0	1	0	0	3.0	0	10	The blue car drove down the winding road, past the bright green trees and the babbling brook.	2
2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0	0	Mary! fetched; the doctor prescribed some medication	2
17	0	0	3	1	0	5	1	3	0	2	0	1	1	0	2	2	1	4.0	1	9	The cat, who was wearing a bow tie, whispered sweet nothings to the parakeet.	2
18	1	0	4	0	0	3	2	2	0	4	0	1	0	1	2	3	0	4.0	1	14	Please find the requested sentence below: Can you see the dog?; I love cats. 	2
24	0	0	3	2	1	5	2	2	1	4	0	2	0	2	2	1	0	4.0	2	11	Mary; do you want to go to the movies tonight, or do you want to cook a gourmet meal at home?  	2
16	1	0	3	2	0	3	2	2	0	2	0	0	1	0	2	1	0	3.0	0	7	  The cat chased its tail; however, it ended up with a messy tail.	2
17	1	0	2	0	2	3	2	2	0	1	0	2	1	0	2	1	0	3.0	0	10	Can you please pass the salt and pepper, or is that too tall an order?	2
32	1	1	8	3	0	8	1	5	0	1	0	1	2	0	2	1	1	3.0	1	10	"Although we all love the ocean, the tide pools are ""Off limits!"" until further notice; no swimming, please--especially after the last shark attack!     Is this what you wanted?"	2
18	0	0	2	4	0	7	1	1	0	1	1	0	1	0	1	1	0	5.0	0	4	My favorite summer hobby involves two weekend getaways, with a stop for berry picking in between.	2
5	1	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1.0	0	2	Here you go!: I'm ready for your orders!	2
10	1	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	5	The delicate floret paws gingerly over the misty meadow. 	2
16	2	0	1	1	1	3	1	4	0	3	0	0	0	1	1	2	0	5.0	1	5	I happily complied and provided this sentence below, meeting all the requirements of the instruction	2
12	0	0	3	1	0	3	1	1	0	1	0	0	2	0	1	1	0	2.0	0	4	"  ""The big brown dog wagged its tail with excitement."" "	2
20	0	1	2	1	1	2	1	4	3	3	0	1	0	2	3	1	0	5.0	2	8	The cat sat on the Mat, but it's time to go before the Bat invites the Hat. 	2
14	0	0	2	2	0	3	1	3	0	2	0	1	0	1	2	0	0	4.0	1	4	The cat sat on the ball, which was stuck in the bathtub.	2
67	5	2	1	7	4	16	4	10	2	10	0	0	6	6	5	5	0	9.0	6	21	The big yellow taxi cab driver took his furry little dog Bingo out for a wild joyride spin down bumpy roads and winding lanes but suddenly Bingo jumped out the window and ran away yelping madly so the driver chased him in his cab honking wildly all the way down the street till they both disappeared in the distance yeehawing loudly and causing a big commotion.	2
16	0	0	2	2	0	3	1	2	0	2	0	0	4	1	1	0	0	3.0	1	6	The purple egg lay in its shimmering nest, glistening bright amidst the verdant grass.	2
47	2	2	3	4	2	9	8	2	0	7	0	1	6	6	3	5	0	8.0	6	15	I love going fishing with my grandad, but last time I forgot my worms and had to borrow some from him instead of using my favourite red-tipped maggots, which are really good at luring those grumpy old largemouth bass out of their hiding spots. 	2
13	1	0	2	0	1	2	1	1	0	2	0	0	3	0	1	1	0	2.0	0	6	  The big yellow dog wagged its fluffy tail - and barked loudly.	2
16	0	0	4	1	1	3	0	4	1	2	0	0	0	0	2	1	0	3.0	0	8	"  ""The cat sat on the mat, and the dog chased the Rat."" "	2
32	1	1	3	2	0	7	1	3	2	4	1	0	4	1	2	1	0	5.0	1	15	The bizarre two-headed cat purred contentedly while sitting on Mr. Snuggleston's lap; the twins' fluffy fur made a fetching contrast to their master's bald spot. 	2
5	0	0	1	0	0	1	1	0	0	2	0	0	0	1	0	2	0	2.0	1	2	 Let's eat grandma! - Where's the cat?	2
19	2	1	2	1	0	4	2	1	1	4	0	0	1	2	2	2	1	3.0	3	7	While biking through winding woodlands, I accidentally encountered an eccentric owl named Olwen who obsessively oscillated objects. 	2
23	1	1	4	1	2	3	3	1	0	5	0	1	0	0	2	1	1	5.0	1	9	"""Although the cat purred contentedly on my lap; I could not help but notice its scratched and worn ears."""	2
40	3	1	6	2	1	7	4	3	0	7	0	1	2	4	3	3	0	8.0	4	7	  My brother, a clever cookie, wisely decided to purchase the more-expensive model of the smartphone, which features enhanced functionality, because he uses his phone heavily and doesn't want to compromise on quality. 	2
11	0	0	5	0	0	1	1	0	1	3	0	0	0	0	1	2	2	3.0	2	8	"  ""Let's eat grandma!"" - Jimmy shouted."	2
30	1	1	3	3	1	6	1	5	0	4	0	0	5	2	3	0	0	6.0	2	10	The flamingoes strolled gracefully along the sparkling lake, their pink feathers shimmering beneath the warm sun, as the contented birds chirped and waddled in the shallow waters.	2
28	1	0	4	1	0	5	5	1	1	4	1	4	1	1	4	3	0	5.0	1	11	I can do that:  Mary, do you think you can eat two more sandwiches, so we can have the lemon meringue pie for dessert?	2
19	1	0	1	2	1	4	0	4	0	1	0	0	5	0	1	0	0	3.0	0	8	The bright yellow sunflowers cheerfully flourished in the sprawling garden despite the oppressive heat and the parched soil.	2
27	5	0	2	2	1	4	5	1	0	5	0	0	1	3	4	1	0	5.0	3	16	The fluffy cat purred contentedly on my lap, but when I tried to pet its tail it suddenly ran away with its paws held high.	2
2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	Okay! Try these sentences	2
1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	.	2
33	6	0	6	2	1	2	4	0	1	6	1	3	0	3	3	1	1	5.0	4	11	"  Juanita, who had been waiting for two hours, finally saw her doctor walking towards her and eagerly asked ""How much longer do I have to sit here?""."	2
17	2	1	2	2	0	4	3	1	0	2	0	0	0	1	2	0	0	3.0	1	9	 The cat purred contentedly on my lap - until I accidentally knocked over its water bowl.	2
14	1	1	3	0	1	1	2	1	0	3	0	1	0	1	1	2	0	2.0	1	8	I have generated a sentence, as requested, and placed it below:  The cat, who never slept in the hat so often, enjoyed an extra long winter snooze. 	2
19	1	1	5	0	0	3	4	1	0	3	0	0	1	1	2	3	1	3.0	2	7	"   ""I love you, mom!"" she exclaimed enthusiastically while giving her mother a big hug."	2
4	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1.0	0	1	  Lets eat Grandma!	2
20	0	0	2	1	2	1	4	1	0	5	0	2	0	2	2	2	0	4.0	2	8	    Can I get that to go, or do you want me to stay and chat for a bit?.	2
22	1	1	1	2	0	4	2	3	0	2	0	0	6	1	1	2	0	3.0	1	11	The big red cat chased the tiny fluffy mouse twice around the green garden before catching it in its sharp claws.	2
26	0	1	3	3	1	5	4	1	1	4	1	1	1	2	1	3	0	4.0	2	13	  Let's meet at my house at 3 pm on Saturday, and bring your appetite, because my mom is baking a delicious cake!	2
7	0	0	2	0	0	1	1	0	1	1	0	0	1	0	0	1	0	2.0	0	5	 Raise your right hand, Jane! Now touch your nose with your left finger...	2
33	3	1	5	2	1	4	3	3	2	4	0	1	2	1	2	2	0	5.0	1	16	Please deliver these packages to the office as soon as possible, and make sure the recipient signs for them, Mr. Jones; otherwise, we cannot guarantee their integrity.	2
12	1	0	1	1	1	2	1	2	0	1	0	1	1	0	2	0	0	2.0	0	9	The cat sat on the mat, and it was very fat	2
25	2	1	4	2	0	4	3	2	0	3	0	0	4	1	3	0	0	4.0	1	12	The big, yellow clown smiled wryly at the little, blonde girl; his oversized shoes squeaked as he awkwardly waltzed towards her.	2
6	0	0	2	0	0	1	1	0	0	2	0	0	0	1	0	2	0	2.0	1	2	"  Let's eat grandma!"" John exclaimed, as he handed her the slice of cherry pie."	2
12	0	0	2	0	0	4	0	4	0	2	0	0	0	0	2	2	0	3.0	0	6	  The cat chased the ball; the dog followed the fly.	2
34	2	2	3	1	1	5	6	3	0	5	0	3	0	3	4	3	1	7.0	4	9	Although I appreciate your interest, I cannot fulfill your request; because I'm just an AI and do not possess the ability to write creatively outside the parameters you establish.	2
31	0	0	7	3	1	7	2	3	1	3	1	1	0	1	0	2	0	5.0	1	13	"  ""Meet me at the park at 3 PM on Saturday; don't forget to bring your tennis racket, sunscreen, a towel, and a hat!"" "	5
8	0	1	1	0	0	1	2	0	0	2	0	1	0	1	1	1	0	2.0	1	4	I can satisfy your request as follows:  The cat, who was black, purred quietly, but suddenly, her tail twitched twice, and she jumped up to chase the mouse, who had hidden under the couch, causing the vase to fall, breaking the crystal into tiny shards.	5
4	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1.0	0	2	Please find sentence below	5
37	2	0	4	2	1	10	4	3	0	6	0	1	1	3	4	3	0	5.0	3	24	" ""I love to eat pizza, but my dog does not like when I leave uneaten pizza slices around the living room floor so I have to keep the pizza boxes in the kitchen!"""	5
4	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1.0	0	1	"""The dog! Ran! Off! With! The! Bone!"""	5
7	0	0	0	0	1	4	0	0	0	0	2	0	0	0	0	0	0	3.0	0	4	 3 exclamation marks and 2 question marks	5
38	4	0	9	4	1	6	4	2	0	5	0	1	0	4	4	1	0	5.0	4	24	" ""I went to the store to buy milk, eggs, and bread; however, when I got there, they were out of eggs, so I had to go to another store."""	5
28	4	1	6	2	0	6	0	5	0	4	0	0	0	2	4	0	0	4.0	2	10	The cat, with a hat on, sat on a mat; a rat nearby watched, chattering loudly, as a spider web slowly grew! 	5
36	4	2	5	4	1	4	6	2	1	6	0	1	0	3	5	2	0	5.0	3	19	 He looked attentively at Jane, whose eyes sparkled with joy, as she sat upon the fence; he knew then that he must wed her at once, or lose the opportunity forever!	5
7	0	0	1	0	0	0	3	0	0	1	0	2	0	0	1	0	1	2.0	1	5	  Who do you think you are!!!!!!!! You foolish mortal, how dare you challenge my authority!!!!	5
82	6	2	11	9	3	8	10	3	3	8	2	7	4	5	5	6	0	7.0	5	64	"""Please don't call me at home between nine and eleven, for I then do not like to take in calls, you might wake up Mrs. Smith who, because of a previous argument with her own sister, will not speak with you; nor will Tiger, our dog, be able to help you—and so you might as well just forget the whole idea of ever having any dealings with our family."""	5
103	9	3	4	16	1	23	3	12	0	14	1	4	12	11	5	1	0	21.0	11	11	Five smiling faces sat on the sofa silently sipping iced chai with their favorite snacks carefully cataloged on a neat candy dish arranged in a zenlike composition waiting quietly for the evening to unfurl into a lavish adventure where each delightful moment would shimmer and glisten like glittering diamonds scattered on the floor under the warm sunset glow of a lazy summer day; where everything would be possible if only for a little while longer, before life intervened with a stern reminder that time was running out, swiftly slipping away from us into the vast cosmic sea of forgetfulness.	5
34	5	0	5	4	1	7	1	3	0	5	2	0	1	0	1	1	0	3.0	0	27	The dog ran quickly to the park, jumped happily over four puppies, wagged its fluffy tail, barked with excitement loudly five times, and then playfully chased after a butterfly. 	5
28	1	0	6	4	0	8	0	3	0	4	0	0	2	1	0	0	0	4.0	1	11	"  ""The oxford-cloaked fellowship of pickled-bean aficionados gathered eagerly under the gabled market stands, amidst the jovial din of jarring labels.""  This sentence was constructed using variou"	5
39	1	0	6	3	2	8	1	2	5	7	1	1	1	1	2	3	2	5.0	3	15	Meet the new employee, Dr. John Smith, who graduated from Harvard University, has 10 years of experience in data analysis, will start tomorrow, wears glasses and a tie, and prefers to work independently	5
33	1	0	13	1	1	1	4	1	2	4	0	2	2	1	4	0	1	4.0	2	17	"  ""Hello!"" said Lulu, ""how are you?"" she asked, but Mary replied with an emphatic wave, ""I'm great!"" she assured."	5
34	3	0	7	3	2	8	1	2	0	2	0	0	6	0	2	0	0	3.0	0	20	The cat, with its fuzzy tail, furry paws, sharp claws, twitchy whiskers, and playful meows, pounced on the red ball and then quickly ran away with delight. 	5
17	2	0	2	1	0	3	2	1	0	4	1	0	0	3	1	3	0	7.0	3	4	Let me dig deep, to bring forth a sentence that has 5 punctuations in total: It includes a semicolon along with two commas, and two periods; to delineate three distinct clauses within the primary clause that consists of two words!  Here you go:  We walked; however, the cake was edible!	5
8	0	0	4	1	0	2	0	0	0	0	1	0	0	0	0	0	0	3.0	0	4	Six! packs! of! beer!! were! purchased.! for! the! party.	5
24	1	1	3	0	1	7	0	1	0	3	0	0	6	1	2	3	0	3.0	1	15	The student's eager intellect earned excellent excellent grades, incredible inventions, and incredible intellect that esteemed educators extensively exclaimed exalted excellence! 	5
