n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	VERB_constraint
9	0	0	1	1	0	2	0	1	0	1	1	0	2	0	1	0	0	2.0	0	4	 Six golden birds perched upon a glittering fencepost. 	0
8	0	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	4	The silence hung heavy in the air.	0
7	1	0	1	0	0	2	0	1	0	1	0	0	1	0	1	1	0	2.0	0	2	Grey clouds softly cover the sky.	0
5	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	2.0	0	3	Ready when you are.	0
10	1	1	1	1	0	3	0	1	0	2	0	0	0	1	2	0	0	3.0	1	4	Silence prevailed as darkness slowly encroached upon the landscape. 	0
11	1	0	1	2	0	3	1	2	0	1	0	0	0	0	1	0	0	3.0	0	4	The cat purred contentedly on the lap of her owner.	0
5	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	2.0	0	1	Warm sunlight filters gently.	0
10	1	0	0	2	0	3	0	2	0	1	0	0	1	0	1	0	0	3.0	0	4	The cold glass of water sat quietly   on the table	0
6	0	0	1	0	0	2	1	1	0	1	0	0	0	0	1	1	0	2.0	0	2	The dog wagged its tail.	0
9	1	0	1	1	0	2	0	1	0	1	0	0	2	0	1	0	0	2.0	0	5	Wispy clouds drifted languidly through the flawless sky. 	0
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	    The cat sat on the mat.	0
5	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1.0	0	3	Further down the coast. 	0
10	1	0	2	0	0	1	1	1	0	2	0	0	1	2	1	1	0	3.0	2	6	"Ready to provide the sentence, here you go!  ""Astonished and captivating silver glints shimmered within the calm waters."""	0
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The snow fell silently.	0
3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1	Silence reigns.	0
7	0	0	1	1	0	2	0	1	0	1	0	1	0	0	1	0	0	2.0	0	2	   The sky is painted with colors. 	0
11	0	0	1	1	0	3	0	2	0	2	0	0	2	0	1	0	0	2.0	0	5	 The silent frozen lake glimmered golden beneath the winter sun. 	0
17	1	0	5	1	0	3	0	2	1	2	0	1	0	0	1	1	0	3.0	0	11	"OK, here is the sentence with the requested specifications: ""Jane eats candy."""	1
4	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1.0	0	1	 She ate quickly.	1
11	0	0	1	1	0	3	0	3	0	2	0	0	0	1	1	1	0	3.0	1	5	  The dog ran down the street to chase the mailman. 	1
5	0	0	3	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1.0	0	1	"  ""She eats."""	1
23	0	0	1	4	0	6	1	5	2	1	1	0	2	0	1	1	0	4.0	0	20	  I scheduled the call with the CTO of that company about the new software features this Friday next week at 2 pm.	1
4	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1.0	0	2	Here it is:   The cat ran frantically. 	1
17	1	0	2	1	0	3	3	1	0	3	1	2	0	0	2	2	0	3.0	0	7	I can execute your task: below you'll find the requested sentence with one verb: The cat ran quickly.	1
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat purred loudly.	1
18	2	0	5	2	0	2	0	1	2	1	1	1	0	1	1	0	0	4.0	1	7	"Okay, here is a sentence with one verb: ""Jane jumped joyfully in Jamaica."""	1
9	1	0	1	0	0	3	0	2	0	1	0	0	0	0	1	1	0	3.0	0	5	 The manager monitors the team's performance carefully.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	  The cat sat on the window.	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	 The cat purred quietly in the sun.	1
7	0	0	0	0	1	2	0	2	0	2	0	0	0	0	0	2	0	3.0	0	4	Verify the data and confirm the results	1
6	0	0	0	2	0	2	0	1	1	0	0	0	0	0	0	0	0	2.0	0	5	Sprint through the rainforest with monkeys	1
8	0	0	1	1	0	2	0	2	0	1	0	0	1	0	0	1	0	2.0	0	6	Swim a lap in the Olympic pool.	1
9	0	0	1	1	0	2	1	1	0	1	1	1	0	0	1	1	0	2.0	0	5	I can generate a sentence with one verb! This sentence is: I learned.	1
5	0	0	1	0	0	0	2	0	0	1	0	1	0	0	1	1	0	1.0	0	2	I can do that!   The sentence is: The dog runs quickly through the park.	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	  The dog ran swiftly through the park.	1
13	1	0	2	2	0	3	1	2	0	2	0	0	0	1	1	0	0	3.0	1	5	The tiger raced through the forest, pouncing swiftly on its prey.	1
6	1	0	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	2.0	0	3	 Eva ate her dinner quickly. 	1
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred softly on my lap.	1
7	0	0	1	1	0	2	1	1	0	1	0	0	0	0	0	1	0	2.0	0	5	Ran my dog in the park.	1
14	1	0	3	0	1	2	0	1	0	1	0	1	3	1	1	1	0	4.0	1	8	Verbs, singular or plural, are always essential to complete any task. 	1
4	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2.0	0	2	Verb the ball. 	1
16	2	0	4	1	0	2	1	2	1	2	0	1	0	1	2	1	0	4.0	1	5	"I have completed the instruction below:  ""John ran quickly through the rainforest."""	1
12	0	0	1	1	0	2	3	2	0	2	0	1	0	0	2	2	0	3.0	0	7	I've generated the sentence for you:  I verified the account	1
6	0	0	1	0	0	2	0	2	0	1	0	0	0	0	1	1	0	2.0	0	2	  The cat chased the mouse.	1
4	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	  The monkey swung. 	1
6	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	2.0	0	2	  I am writing this instruction. 	1
10	0	0	1	1	0	2	0	2	0	1	0	0	3	0	1	0	0	2.0	0	4	  The quick brown fox jumps over the lazy dog.	1
6	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	0	2.0	0	3	 Jim jumped over the puddle.	1
13	1	0	3	1	0	3	1	2	0	1	0	0	1	0	1	1	0	2.0	0	7	"""The team practiced their skills tirelessly for the big game."""	1
17	1	0	5	1	0	1	2	0	1	2	1	1	1	1	2	1	0	4.0	1	7	"Ok, I'll write only one sentence:  ""Alana jumped higher than anyone."""	1
5	0	0	0	0	0	2	0	2	0	1	0	0	0	0	1	1	0	2.0	0	2	The cat chased the mouse	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	 The fox darted through the forest.	1
13	0	0	1	2	0	3	1	1	0	2	1	0	1	1	0	2	0	4.0	1	9	Swim at least 15 lap during each practice to build your endurance. 	1
10	0	1	1	1	0	2	1	1	0	2	0	0	0	1	1	0	0	2.0	1	6	 _The puppies chased after their tails until exhausted._ 	1
9	0	0	1	1	0	1	2	1	0	1	0	1	1	0	1	1	0	3.0	0	3	I have found an appropriate response for you:  The team worked hard to complete the project	1
9	0	0	1	1	0	3	1	1	0	1	0	0	1	0	1	1	0	2.0	0	4	The fluffy kitten chased its tail with excitement. 	1
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat walked slowly. 	1
4	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	  The cats purred. 	1
14	1	0	1	2	0	3	0	3	0	2	0	1	0	1	1	1	0	3.0	1	6	The team will work diligently to wrap up this project by the deadline.	1
11	1	0	1	1	0	1	2	0	1	3	0	0	0	2	1	1	0	3.0	2	6	Mary studied intensely for her exams, hoping to ace them	1
9	0	0	3	0	0	2	1	1	0	1	0	0	1	0	1	1	0	2.0	0	4	" ""She painted the entire room yellow."" "	1
12	1	0	2	0	0	3	1	2	0	3	0	0	0	0	1	2	2	3.0	2	7	Carefully checking the information entered, our team verified the transaction. 	1
9	0	0	1	2	0	3	1	0	1	1	0	0	0	0	1	0	0	2.0	0	6	   Sophia studied for her history exam until midnight.	1
11	1	0	2	2	0	3	0	1	0	0	1	1	0	0	0	0	0	3.0	0	3	With pleasure, here is the sentence with one verb:  The team rushes down the court with the ball.	1
3	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	 The dog runs	1
11	0	0	0	2	0	3	1	2	0	2	0	0	0	1	1	1	0	3.0	1	5	I ran down the street to buy eggs at the store	1
21	3	0	3	1	0	4	1	3	0	3	1	2	0	2	1	2	0	6.0	2	9	I can fulfill that request below:  Without a doubt, here is the requested sentence containing only one verb:  She studied hard for the exam. 	1
6	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	2.0	1	2	Always ready to assist you! Let me create a sentence with 3 verbs for you:  Study diligently, master challenging problems, and achieve excellent grades.	3
44	1	0	5	6	4	9	3	4	5	3	0	1	3	0	1	3	0	5.0	0	21	* We could verb you an entertaining experience this weekend, skiing or snowboarding down fresh powder trails at Breckenridge ski resort or perhaps indulging in a rejuvenating day of pampering at our on-site Aspen Club & Spa – or both!	3
19	0	0	4	2	1	7	0	0	0	3	0	0	2	0	0	1	0	3.0	0	14	Swim through crystal-clear waters, zip line over lush forests, and climb towering granite peaks. 	3
13	3	0	2	1	0	1	1	0	0	3	0	0	1	0	1	0	2	3.0	2	6	Verbatimly learning to laugh, they vigorously wrote creatively with joyful zest. 	3
11	0	0	3	1	1	1	1	1	0	3	0	0	0	0	1	0	0	3.0	0	5	  She walked, sang, and danced into the party.	3
9	0	0	3	0	1	1	0	1	0	3	0	0	0	0	1	0	0	2.0	0	5	  The dog ran, jumped, and barked.	3
20	2	0	3	1	0	6	1	2	0	3	0	0	2	0	2	3	0	3.0	0	8	  The busy mother skillfully prepares dinner, successfully juggles work, _and relishes a peaceful evening with her family_.	3
19	0	0	3	0	1	8	1	0	0	5	0	1	0	1	1	5	1	4.0	2	13	Evaluating customer needs, prioritizing development projects, and optimizing software features can help organizations streamline their operations. 	3
24	1	0	5	1	1	4	0	3	0	5	1	1	1	2	1	1	1	5.0	3	11	  The three verbs - explore, identify, and record - were effectively employed to document the rare plants seen during the expedition. 	3
11	3	0	3	0	1	1	0	0	1	2	0	0	0	0	1	0	0	2.0	0	4	Sophia skateboards effortlessly, twirls gracefully, and leaps thrillingly. 	3
11	1	0	3	0	1	1	0	1	0	3	0	0	1	0	1	0	0	2.0	0	5	  The anxious dog trembled, barked, and whined nervously.	3
15	3	0	3	1	0	4	0	0	0	3	0	0	1	2	0	2	0	4.0	2	5	Swiftly navigating through thickets, stealthily creeping past guards, cleverly outsmarting security measures.	3
13	3	0	3	0	1	1	1	0	1	3	0	0	0	0	1	1	0	3.0	0	7	  Muriel sings joyously, dances gracefully, and plays her guitar enthusiastically.	3
7	2	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	2.0	0	4	Effortlessly leap joyfully through sparkling fields.	3
22	4	0	2	2	2	4	1	2	0	4	0	0	0	1	1	0	0	6.0	1	6	The cat jumped high and gracefully landed on the carpet, carefully cuddling and purring contentedly on her owner's lap. 	3
23	1	1	5	1	1	5	2	2	0	2	1	1	0	1	1	1	0	5.0	1	9	Okay, here's the instruction and its response as you requested:  **Instruction:** Generate a sentence with 3 verbs	3
18	0	1	2	3	0	4	1	3	0	3	0	0	1	1	1	1	1	3.0	2	7	Walking through the park, I danced to the rhythm of nature while singing an inspiring melody.	3
8	3	0	3	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1.0	0	3	"""Thor consistently vigorously slammed vexingly.""    Is this sentence you generated appropriate to complete the task?    Please provide more instructions or specify the requirements, such as the length of the sentence, tone, style, etc. I'll happily assist you"	3
9	3	0	1	0	0	2	1	0	0	1	0	0	1	0	1	1	0	3.0	0	4	 Our team effortingly designed creatively innovative products rapidly.	3
9	0	0	3	0	1	2	0	1	0	2	0	0	0	0	1	0	0	2.0	0	5	A skateboarder glides, dodges, and leaps. 	3
13	2	0	0	1	0	2	0	1	1	2	1	0	2	1	1	2	0	3.0	1	6	Sarah swiftly snatched three sharp shovels to skillfully scoop out the soggy soil	3
22	1	0	3	2	1	6	0	3	0	3	0	0	3	1	1	3	0	3.0	1	10	   The manager reviewed the document critically, highlighting several errors, and forwarded the report to upper management for final approval.	3
24	2	2	2	1	0	3	3	2	2	5	0	1	0	4	3	3	0	4.0	4	10	   Sally saw a bear running up the hill, butterflying her dress as fast as she could because she had to meet Peter. 	3
12	0	2	0	0	1	4	0	0	0	4	0	0	1	2	1	3	0	3.0	2	6	  Exploring unique trails while hiking and snapping photos while skiing requires preparation	3
24	1	1	3	4	1	6	0	3	0	3	0	0	2	2	1	0	0	6.0	2	7	  The swift fox raced quickly through the forest, chasing after the elusive rabbit, while jumping over obstacles with agility and grace.	3
13	1	0	2	2	0	3	0	2	0	3	0	0	0	0	0	0	0	3.0	0	8	Swim, dive, leap gracefully in the turquoise ocean beneath the sunbeams	3
9	0	0	3	0	0	3	0	0	0	0	3	0	0	0	0	0	0	2.0	0	5	    1. Sizzle   2. Fizz   3. Bubble  	3
10	1	1	0	0	1	0	0	0	3	3	0	0	0	2	1	1	0	3.0	2	5	  Ranjit cajoled Lily and Maddy to dance furiously until exhausted	3
14	2	0	3	0	1	2	0	1	1	3	0	0	1	0	1	2	0	3.0	0	8	Sally skied swiftly, sipped tea sweetly, and savored the serene scenery.	3
8	1	0	1	0	0	3	0	1	0	1	0	0	1	0	1	1	0	2.0	0	3	  Race cars rapidly rubberize the rutted road.	3
13	0	0	2	2	0	4	0	2	0	1	0	0	2	0	1	1	0	3.0	0	5	Without hesitation, the busy bee baked a bundle of big berets.	3
11	1	0	3	0	1	1	1	1	0	3	0	0	0	0	1	1	0	3.0	0	5	  She ate, slept, and danced the night away. 	3
15	2	0	3	0	1	4	0	2	0	3	0	0	0	0	1	2	0	3.0	0	7	  The team collaborated closely, shared knowledge, and achieved the project goals rapidly.	3
13	3	0	3	1	1	1	1	0	0	3	0	0	0	0	1	0	0	3.0	0	7	 I ran quickly, waited patiently, and danced wildly until dawn.	3
17	6	0	2	0	1	3	0	0	0	3	0	0	2	1	0	3	0	3.0	1	6	Easily accomplishing challenging tasks quickly, skillfully taking decisive actions boldly and courageously overcoming obstacles brilliantly. 	3
16	0	0	3	2	1	3	0	3	0	3	0	0	1	0	1	0	0	4.0	0	5	The cat purred, lounged, and pawed at the soft fabric of the couch. 	3
16	2	0	3	0	1	0	3	0	0	4	0	1	2	0	2	1	0	3.0	0	8	I have done it: I walked rapidly, got wet thoroughly, and arrived exhausted	3
24	0	1	4	3	0	6	1	3	0	3	1	1	1	1	2	0	0	3.0	1	9	The three verbs sentence is: Walk, skateboard, listen to music as you move through the park on a sunny day.	3
21	3	0	2	0	1	5	0	2	0	3	0	0	5	0	1	3	1	4.0	1	14	  Simultaneously exploring numerous technological opportunities and meticulously developing novel solutions, the creative engineer expertly modernizes the innovative product lines.	3
10	3	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	2.0	0	7	Swim gracefully, glide effortlessly, and splash triumphantly. 	3
5	0	0	1	0	0	0	2	0	0	1	0	1	0	0	1	1	0	1.0	0	2	I can do that! Here you are:   The cat chases, pounces, and eats the mouse.	3
16	0	0	3	0	2	4	0	2	0	3	0	0	1	0	1	1	0	4.0	0	5	  The manager evaluated, encouraged, and promoted the employee's hard work and dedication.	3
3	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1.0	0	2	  1. Excitement	3
2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	Ready! Here you go:   She walked rapidly upstairs to silently unpack her luggage and rapidly organize her new room. 	3
27	1	1	4	3	1	5	2	4	0	5	0	0	1	1	2	2	1	4.0	2	11	   Simultaneously sprinting, leaping, and twirling into the night, she radiated a captivating smile as her feet tapped out the rhythm of the season.	3
15	2	0	1	0	1	3	2	1	0	2	1	0	2	0	1	2	0	3.0	0	6	The three cats carefully cleaned their shiny coats and quickly consumed their creamy chowder.	3
7	3	1	0	0	0	0	1	0	0	2	0	0	0	1	1	0	0	2.0	1	5	  We danced quickly eagerly before loudly chanting	3
14	2	0	1	2	1	2	2	1	0	1	1	1	0	0	1	1	0	3.0	0	5	I happily and speedily will create a sentence  with 3 verbs for  you! Here you are : Run-Hop-Gallop. Can I help you any further today?	3
14	2	0	0	1	0	5	0	2	0	2	1	0	1	1	1	2	0	3.0	1	5	The curious kangaroo carefully caught two chickens cautiously carrying cookies in a cooking container	3
10	2	1	1	0	1	1	1	0	0	3	0	0	0	1	2	0	0	3.0	1	5	Fish swim gracefully while they playfully dart and leap.	3
8	2	0	1	0	0	4	0	0	0	1	0	0	0	0	0	1	0	3.0	0	3	Swim deliciously wobble dance gently balance flash. 	5
39	8	0	5	5	0	9	0	1	0	9	0	0	2	4	1	0	1	7.0	5	15	Fast swimming dolphins darting swiftly dash through sparkling blue sea waves, jump joyfully jumping high into sky, silently slip smoothly into the sea, swiftly swimming underwater, leisurely leaping into sunlight shimmering on sea water.	5
36	4	1	5	5	1	7	2	1	0	5	0	0	5	1	1	1	0	4.0	1	27	Stride gracefully over undulating terrain with confident footing while conversing animatedly with a friend on your sleek, high-tech phone; meanwhile, you intuitively detect subtle clues and act with calculated boldness.	5
12	0	0	6	0	1	2	0	0	0	3	0	0	0	0	0	0	0	2.0	0	9	 **read, research, discuss, debate, and summarize**. The sentence is this: **As a team, we read the text, researched relevant information, discussed the topic's nuances, debated different viewpoints, and summed up our main findings**	5
39	4	0	6	4	1	7	0	6	0	6	0	0	5	0	1	1	0	4.0	0	27	  The clever rabbit swiftly hopped across the verdant grass, jumped through the sparkling flowers, gracefully climbed the towering tree, cautiously crept over the slick rocks, and precisely pounced on the fast-moving butterfly. 	5
20	4	1	5	1	0	4	0	0	0	5	0	0	0	2	0	3	0	4.0	2	16	 Simultaneously juggling balls, running rapidly, balancing tightrope walks, climbing up poles smoothly, while shouting exuberantly. 	5
27	5	0	7	1	1	4	0	0	0	5	0	0	4	0	0	3	0	3.0	0	18	With great care, skillfully wielding shovels, expertly excavating, efficiently exploring deep, dark caves, courageously creeping, and triumphantly uncovering hidden treasures. 	5
24	4	0	5	1	0	6	0	3	0	5	0	0	0	4	0	4	0	6.0	4	6	Verbing the hyperlink, quickly scrambling eggs, voraciously sprinting through mud, meticulously mapping the escape route, cautiously scaling the walls.	5
18	5	0	6	0	1	0	1	0	0	5	0	0	0	0	1	0	0	2.0	0	13	 **I studied intensely, researched extensively, discovered diligently, examined carefully, and explained exhaustively**. 	5
20	0	0	5	0	1	6	0	0	0	6	0	0	1	1	0	6	0	4.0	1	13	Aligning expertise, articulating recommendations, capturing insights, exploring alternatives, and fostering partnerships to drive successful outcomes.	5
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	5
51	6	1	6	3	2	11	1	5	0	10	0	0	6	4	1	7	0	9.0	4	22	Carefully crafting a cohesive narrative while intertwining vivid descriptions, gracefully integrating unique phrases, judiciously incorporating imaginative expressions, skillfully shaping an engaging plot, and precisely sculpting a captivating climax, resulting in a masterfully written novel that transports readers to a magical world of wonder and enchantment.	5
20	10	0	5	0	0	2	0	0	0	3	0	0	0	1	1	0	0	3.0	1	8	Incessantly sprint gracefully, elusively waltz hastily, vigorously dodge swiftly, persistently bound ardently, triumphantly soar exultantly.	5
29	6	0	5	2	1	6	1	2	0	6	0	0	0	0	1	3	2	4.0	2	25	 Studying tirelessly throughout the week, vociferously asking questions, enthusiastically solving problems, carefully drafting reports, and persistently perfecting presentations, we diligently prepared for the exam	5
13	3	0	1	0	0	3	0	0	0	3	0	0	3	0	1	3	1	3.0	1	6	Verbing vivid verdant vegetables valiantly vanquished vacuous vermin voraciously vacillating vendors vendibly.	5
38	6	0	5	3	1	7	0	5	0	6	0	0	5	3	0	4	0	7.0	3	17	Climb courageously through the dark cave carrying a bright lantern, swiftly jumping across slippery stones, noisily navigating obstacles, persistently paddling a small boat, and triumphantly touching the shimmering crystal deep inside the cavern.	5
12	3	0	3	0	0	1	1	0	0	2	0	0	1	1	1	1	0	3.0	1	4	Verily, she ventured venerably, valorously vanquishing variegated vermin vivaciously. 	5
9	2	0	1	1	0	2	0	0	0	1	0	0	2	0	1	0	0	3.0	0	4	  Vividly enchanting tigers vaulted quickly into misty valleys.	5
15	0	0	4	2	1	7	0	1	0	0	0	0	0	0	0	0	0	3.0	0	12	 Sprint, leap, hop, dance, and prance through the fields of wildflowers	5
35	7	0	7	2	2	6	0	3	0	7	0	0	1	0	1	1	1	4.0	1	22	With great agility, carefully selecting, skillfully choosing, thoughtfully assessing, diligently gathering, and efficiently delivering, the expert gnome thoroughly examined every nook and cranny of the intricately decorated garden.	5
22	4	0	4	3	0	4	0	1	0	3	0	0	3	1	0	0	0	5.0	1	7	Verbed relentlessly in the verdant valleys, venturing vociferously towards victory, voyaging via venerable vessels, vocally vacillating, valorously valiant	5
20	4	0	4	0	1	4	0	0	0	5	0	0	2	0	1	3	0	3.0	0	16	  Lively lemurs leap lightly, laughed loudly, lick lips loyally, love lengthy lingons, and lavishly laminate laughables	5
15	5	0	4	0	1	2	0	0	0	3	0	0	0	0	0	0	0	2.0	0	13	Vividly conjuring, creatively sculpting, gracefully floating, vibrantly singing, and radiantly illuminating	5
23	1	0	6	2	1	6	2	0	0	5	0	0	0	0	1	4	0	3.0	0	12	With haste, we eagerly scurried, explored caves, tamed horses, crafted weapons, and defeated dragons with our allies. 	5
18	0	0	5	1	0	7	1	1	0	2	0	1	0	2	2	0	0	4.0	2	11	   Swimming, diving, jumping, dancing, clapping are some activities I enjoy doing during summer.	5
32	5	0	6	0	1	7	2	2	0	5	0	0	4	2	3	5	0	4.0	2	14	Verb conjugation practice a success, quickly crafting a comprehensive covenant, we diligently dial varied vocabulary, insistently investigating illusive idioms, and finally, we triumphantly transform tricky terminologies.	5
16	6	0	4	0	0	0	0	0	1	5	0	0	0	0	1	0	0	2.0	0	14	 Vikram ran swiftly, vigorously laughed, vibrantly danced, voraciously ate, then violently vomited	5
49	8	0	5	6	1	7	0	6	0	10	0	0	4	4	0	1	0	5.0	4	29	Climb swiftly down the sloping rocky cliff, darting deftly aside to leap over the jagged boulders scattered carelessly about, jump gracefully into the shimmering turquoise water, swim briskly beneath the glittering surface to retrieve the hidden treasure, and soar majestically aloft with the bounty.	5
10	0	0	5	0	0	2	0	0	0	3	0	0	0	0	0	0	0	1.0	0	8	Swim, skate, dance, play, create.	5
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	5
25	0	0	5	0	1	7	0	1	0	5	0	0	6	0	1	4	0	4.0	0	18	 The busy beaver blew bright balloons, brush painted big balls, captured courageous cavies, caught cool crickets, and cooked cute critters.	5
10	2	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	4	The eager beaver bravely bounced brilliantly beyond the boulders. 	5
