n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	CCONJ_constraint
6	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	2.0	1	2	I am happy to comply: They walked slowly but surely to the bus stop where they eventually found a cab	1
9	2	0	1	1	0	1	2	1	0	1	0	0	0	0	1	1	0	2.0	0	6	   I love you very much as a child.	1
9	1	0	1	1	1	1	0	1	2	1	0	0	0	0	1	0	0	3.0	0	4	Fred and Mia went to the park together. 	1
10	1	0	1	1	1	2	1	1	1	1	0	0	0	0	1	0	0	3.0	0	4	Sally and her brother walked down the street together. 	1
17	1	0	2	1	1	3	1	3	0	2	0	0	3	0	2	1	0	3.0	0	7	The blue cat chased the white mouse, but it got away under the red car.	1
29	1	0	3	3	1	6	5	2	0	4	0	0	3	2	3	2	0	4.0	2	21	The cat purred contentedly on my lap, her soft fur soothing my frazzled nerves, and the gentle rhythm of her purring helped to calm me down. 	1
31	2	1	2	3	3	6	2	6	0	5	0	0	0	2	3	2	0	4.0	2	12	The dog ran quickly along the street or through the park because the cat hid in the bush or climbed the tree, and he really wanted to catch him; 	1
22	1	0	4	1	0	5	1	2	0	5	2	1	0	0	1	2	2	5.0	2	13	"Using the instruction words given ""one coordinating conjunction"", I will generate a sentence with only one coordinating conjunction:   The manager meeting all members of staff who were late, requested their excuses, which they delivered with apologies"	1
13	1	0	3	1	0	2	0	2	0	2	0	0	1	1	1	0	0	3.0	1	4	The team, however, decided to continue with the original plan.	1
15	3	1	2	1	1	1	0	1	2	3	0	0	0	2	1	0	0	4.0	2	6	Sarah and Rachel, however, preferred walking in the park instead of staying home	1
11	1	0	2	0	0	3	1	1	0	1	0	1	0	0	1	0	0	1.0	0	8	Okay, this is the requested coordinating conjunction sentence below:  But because she had to do so much homework and study for her math test this week, she was unable to go to the movie even though she really wanted to see it	1
10	1	0	1	0	1	2	1	2	0	2	0	0	0	0	2	1	0	2.0	0	5	The dog chased the cat but it got away.	1
32	1	0	1	4	1	10	4	3	0	4	2	0	1	2	2	3	0	7.0	2	9	The company's sales representative worked with three clients at the conference, successfully finalizing their agreements with one collaborative powerpoint presentation that met all of their demands and exceeded their expectations	1
24	2	0	4	1	1	5	1	3	1	4	1	1	0	0	1	3	1	4.0	1	10	Using the instruction above, here is my sentence with one coordinating conjunction: Fannie enjoyed the park, but hated the swings. 	1
15	2	1	2	0	1	2	1	2	0	3	0	1	0	1	2	1	0	3.0	1	6	The dog chased the cat, and it ran away quickly before getting caught. 	1
9	0	0	3	1	2	1	0	1	0	1	0	0	0	0	0	1	0	2.0	0	4	Using the conjunctions: for, and, but	1
22	0	0	1	2	1	4	3	3	1	4	0	0	2	2	2	3	0	4.0	2	14	Sarah enjoyed hiking in the woods with her best friend, but the intense heat forced them both to slow their pace	1
11	0	0	2	1	0	3	1	2	0	2	0	0	0	1	1	1	0	3.0	1	4	The dog ran with his tail wagging ____________________ the grass.	1
29	1	0	2	3	2	7	1	3	0	5	0	0	2	3	2	4	0	5.0	3	16	The teacher provided handouts with detailed explanations and examples of how to solve complex problems, but she forgot to bring a pen to write down the steps. 	1
20	2	1	1	2	0	5	3	2	0	3	0	0	1	2	3	0	0	4.0	2	7	The cat purred loudly, her furry fur rippling beneath my caressing touch as we sat peacefully in the shade	1
19	1	0	2	2	0	6	1	2	0	2	0	1	0	1	1	1	0	4.0	1	8	The sales manager, along with her team, are working diligently to reach the quarter's sales targets	1
11	1	0	3	1	0	2	1	1	0	1	0	0	1	0	1	0	0	2.0	0	4	"  ""The cute kitten purred contentedly on my lap."""	1
17	2	0	3	1	1	3	1	1	0	3	0	0	1	1	1	1	1	4.0	2	7	  Our team, comprised of talented individuals, worked hard and efficiently to meet the challenge. 	1
27	0	0	3	3	1	5	3	5	0	5	0	1	1	1	2	3	0	5.0	1	15	In this task, I will generate the following sentence: Coordinated by the team and playing their best, they achieved the victory against all odds	1
2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	Okay! Below is a sentence that uses one coordinating conjunction:   Ruth enjoys hiking & Sarah likes to bike; therefore we go together every weekend. 	1
31	3	1	2	2	3	4	4	2	1	4	0	2	1	3	4	2	0	6.0	3	28	Mary wanted to eat pasta and pizza but she finally decided to order a hamburger because she was in the mood for something more substantial, and so she did. 	1
14	0	0	3	1	1	3	3	1	0	2	0	0	0	0	1	1	1	4.0	1	8	  My brother and I, wearing our swimsuits, ran toward the ocean.	1
27	2	2	4	0	0	5	1	4	0	5	0	2	1	3	3	3	0	5.0	3	13	The manager carefully considered the proposals, however, after reviewing the market trends, she realized that implementing the suggested strategies would not be wise. 	1
9	0	0	1	0	1	1	0	0	2	4	0	0	0	2	2	1	0	3.0	2	5	Mary likes running, but Peter prefers playing basketball	1
13	1	0	3	1	1	2	0	2	0	2	0	1	0	0	0	1	1	3.0	1	9	"    Using ""but"" as the coordinating conjunction, Here's the sentence"	1
17	2	0	2	1	1	3	2	2	0	3	0	0	0	1	2	1	0	4.0	1	9	The dog ran quickly _with_ his master, but he still failed to catch the squirrel. 	1
21	2	1	1	3	1	5	1	4	0	3	0	0	0	1	2	0	0	4.0	1	7	  The cat chased after the mouse and then jumped over the fence while the dog ran back to its owner. 	2
5	0	0	1	0	0	0	2	0	0	1	0	1	0	0	1	1	0	1.0	0	2	I can do that! Below is the sentence:  Without looking at the time, and regardless of the cost, we made our way to the nearest ice cream parlor.	2
17	1	0	3	1	1	4	0	2	2	2	0	0	1	0	1	2	1	4.0	1	7	 Both wearing sunglasses, Maria and Samantha carefully crossed the busy street hand-in-hand	2
50	1	1	7	7	2	8	2	6	0	8	2	1	3	3	3	1	0	6.0	3	25	"The two coordinating conjunctions, for and but, effectively connected two contrasting ideas in the following sentence: ""Although we had to walk for miles in the scorching heat, we couldn't help feeling grateful for the breathtaking views of the landscape along the way."""	2
31	1	1	4	2	1	6	7	1	0	4	0	0	4	2	4	2	0	5.0	2	9	The big, fluffy cat purred contentedly in my lap, its soft fur tickling my hand as I stroked its back, and its playful paws entwined with mine.	2
28	3	1	4	1	1	4	2	4	0	6	0	1	0	2	3	2	2	4.0	4	11	The dog, although it liked playing with the toy, also liked being petted and therefore, it often dropped the toy to enjoy the attention.	2
36	2	0	5	3	1	7	4	5	0	7	0	0	1	4	3	3	0	7.0	4	18	" ""I had fun attending the party and dancing to the upbeat music with my friends; however, I wish we had staying a bit longer to enjoy the rest of the festivities."""	2
24	3	0	2	2	2	5	2	3	0	3	0	0	2	0	1	2	1	5.0	1	12	The red car and the blue car racing quickly through the street, simultaneously honked their horns wildly and sped up their engines. 	2
26	1	0	2	2	5	6	1	6	0	2	0	1	0	0	2	1	0	4.0	0	14	   Both the rain and the wind howled loudly through the streets, but neither the parasol nor the umbrella could protect us from the elements. 	2
4	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1.0	0	2	Here it is: The teacher gave a test, which made us study hard, but we passed with flying colors!	2
16	3	0	1	1	2	4	1	1	0	2	0	0	1	0	1	1	0	4.0	0	5	The dog ran quickly joyfully and playfully chasing his own tail with excitement and energy. 	2
31	20	0	0	3	1	2	0	1	0	3	0	0	1	2	0	0	0	5.0	2	12	But however therefore yet accordingly accordingly simultaneously consequently thus nevertheless hence finally notwithstanding hence forward meanwhile notwithstanding meanwhile alternatively nevertheless albeit besides nevertheless nonetheless on the other hand notwithstanding in contrast	2
22	2	0	3	2	1	5	0	5	0	4	0	0	0	2	2	1	0	4.0	2	9	The cat sat on the windowsill, watching the birds fluttering outside, and the clouds drifting lazily across the sky. 	2
33	4	2	1	2	1	4	5	1	2	7	0	0	1	5	3	2	0	7.0	5	8	Jessica and Michael decided to meet at the park however they forgot their picnic blanket so they had to go back home to retrieve it before heading out for their outdoor date. 	2
19	1	1	2	2	1	5	1	3	0	3	0	0	0	0	3	1	1	4.0	1	8	With both dogs yelping and the flowers blooming vibrantly, we walked hand in hand towards the sunset. 	2
22	2	0	3	3	2	3	0	1	4	2	0	0	1	1	1	1	0	4.0	1	12	 Anderson and Brice, along with Susan and Dylan as well, went to class to learn new skills that day. 	2
26	4	0	3	1	2	3	5	1	0	5	0	0	2	1	3	2	0	5.0	1	10	The cat purred contentedly on my lap, and her soft fur made me feel calm, yet energized, so I stroked her back gently	2
28	5	0	5	2	2	4	4	2	0	4	0	0	0	0	1	3	1	3.0	1	14	The dog, running rapidly, furiously fetched the ball, yet carefully carrying it in his mouth, and happily brought it back to his owner. 	2
20	0	0	2	2	2	6	3	2	0	3	0	0	0	0	2	2	0	4.0	0	13	  She went to the park and bought an ice cream cone, but she forgot her wallet at home. 	2
36	4	1	2	1	0	6	4	4	0	6	0	3	4	4	4	4	0	6.0	4	16	The new project requires the simultaneous involvement of both teams to ensure a successful launch, thus they will collaborate closely whereas however obstacles might appear they will overcome them jointly using their diverse expertise. 	2
28	5	1	2	2	0	6	1	4	0	4	0	0	2	2	2	0	0	5.0	2	13	The teacher smiled brightly while the children eagerly listened to her captivating story, the sun's shining warmth outside harmoniously coinciding with the cozy atmosphere inside. 	2
60	2	1	13	5	3	10	6	5	0	7	1	2	2	4	5	2	0	6.0	4	15	"The two coordinating conjunctions, ""but"" and ""so,"" combined in a sentence: ""Although I was exhausted, I didn't want to go to bed, so I decided to watch another episode of my favorite TV show, but the plot twist kept me on the edge of my seat."""	2
22	0	1	1	1	1	3	4	4	0	4	0	1	1	2	4	3	0	4.0	2	8	The cat chased the dog but they both ate the same mouse because they couldn't disagree over who caught it. 	2
23	1	1	3	3	0	6	2	3	0	3	0	0	1	1	2	2	1	3.0	2	8	Although both dogs wagged their tails with excitement, simultaneously they jumped into the air with joy, causing a delightful commotion. 	2
15	2	1	1	0	0	2	2	2	0	2	0	1	1	1	2	1	1	3.0	2	6	Although it was a long time ago, nevertheless we decided to take a trip	2
16	1	0	3	0	3	2	0	1	4	1	0	0	1	0	2	1	0	3.0	0	10	  Cindy and Dan, but Mary and Tom also, attended the conference last month. 	2
36	3	1	3	3	2	11	2	1	1	6	2	0	0	2	3	3	0	6.0	2	13	John wanted to ski and play board games simultaneously, so he bought two pairs of gloves and one snowplow game set, therefore he skied while playing board games with both pairs of gloves. 	2
36	1	0	3	5	2	10	0	5	0	5	0	0	4	3	1	3	0	8.0	3	9	The team of experts worked efficiently in collaboration with the government agency, using innovative technology to gather data and develop a comprehensive plan, resulting in a rapid and effective solution to the problem.	2
32	7	0	4	3	2	4	4	1	3	3	0	0	1	1	2	0	0	4.0	1	15	Both my dogs, Muffin and Fluffy, as well as my cat, Sparky, always play together happily when they go out into the large fenced backyard of our home	2
26	1	0	3	2	2	6	1	2	2	4	1	1	0	1	2	1	0	4.0	1	14	Okay, here is the sentence with 2 coordinating conjunctions you requested:  Maria and Alex went to the store AND bought milk AND eggs.	2
13	1	1	1	1	0	4	1	2	0	2	0	0	0	1	2	1	0	3.0	1	5	The cat slept soundly while the dog wagged its tail with excitement.	2
22	1	0	4	1	2	4	1	3	0	4	0	0	2	2	1	2	0	4.0	2	6	The dogs, tired and hungry, ran wagging their tails and barked loudly towards the park, chasing the squirrels. 	2
18	3	1	4	1	0	4	0	3	0	2	0	0	0	1	1	1	0	3.0	1	10	  The manager, however, together with the team, diligently worked on meeting the project deadline. 	2
15	0	0	1	2	1	4	1	2	0	2	1	0	1	0	1	1	0	3.0	0	5	The two cats sat on the mat and chased their tails with great excitement.	2
11	0	0	1	1	2	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	  Both the cat and the dog chased after the mouse. 	2
22	3	0	2	3	1	4	5	1	0	3	0	0	0	1	3	0	0	4.0	1	16	  The cat purred contentedly on my lap, but when I reached for my book, it suddenly pounced on my fingers	2
17	1	1	3	1	1	4	1	1	0	3	0	0	1	0	2	1	1	3.0	1	6	  While walking through the park, butterflies fluttered nearby, and birds sang their sweet melodies.	2
13	4	0	1	1	1	2	0	1	0	2	0	0	0	0	1	0	0	3.0	0	4	   The dog not only barks loudly but also chases after cats energetically.	2
13	4	0	1	0	2	1	0	0	2	2	0	0	0	0	1	1	0	3.0	0	5	Jane and Tom not only sang together but also played guitars gracefully. 	2
36	5	0	4	2	2	6	2	1	2	5	0	1	3	2	1	2	0	8.0	2	12	Ok, here's your coordinating conjunction sentence:  Brittney and Jessica not only studied intensively before exams, but also made sure to assist their classmates whenever possible, demonstrating a strong commitment toward teamwork	2
17	3	0	2	2	1	4	1	2	0	2	0	0	0	0	1	0	0	3.0	0	8	The dog trotted happily alongside its master, and simultaneously barked boisterously at the park squirrels.	2
48	0	1	4	7	2	12	1	3	6	7	0	1	2	5	0	2	0	7.0	5	15	With the support of Amazon Web Services and Google Cloud Platform, it is possible to store and analyze massive volumes of data, while relying on machine learning models trained on this data to automate decision-making, leading to improved performance metrics across the board	2
9	1	0	2	0	0	1	1	1	0	1	0	1	0	1	1	0	0	3.0	1	3	Okay, here is the sentence you requested:   We walked slowly down the street, our shoes squeaking in the wet grass while holding hands tightly, and suddenly, a beautiful yellow butterfly landed silently on Lily's shoulder, fluttering its wings quickly before vanishing into thin air. 	2
18	1	1	3	0	1	3	1	1	2	3	0	0	1	1	2	2	1	3.0	2	10	Sarah and Emily, although they both loved pizza, decided together to try Asian food tonight. 	2
15	3	1	2	0	0	2	0	2	0	2	0	1	1	1	2	0	1	3.0	2	6	   Although the sky was gray, however the sun still managed to shine brightly. 	2
28	2	0	2	0	3	3	2	3	2	6	1	0	2	2	3	3	0	6.0	2	8	Sally and Tim bought two books, but they both wanted to read the same one so they decided to compromise and buy a third book instead.	2
35	0	2	3	5	0	9	3	3	1	6	0	0	3	5	2	4	0	6.0	5	22	Sandra enjoyed taking long walks with her friend, playing music in addition to baking sweet treats, because the harmony between their movements reminded her of the balance found within the perfect rhyme. 	2
26	4	0	3	1	4	4	0	3	2	4	0	0	0	1	1	2	0	5.0	1	6	Both John and Mary not only enjoyed the party, but also danced the night away, laughing and smiling together under the twinkling lights.	2
9	0	0	1	1	1	4	0	0	1	1	0	0	0	0	1	1	0	3.0	0	6	 Amy bought books and cats at bargain prices.	2
32	3	0	5	1	1	4	3	3	0	6	0	1	2	1	3	1	5	6.0	6	22	The cat, who liked to nap in the sun, and the dog, who preferred to play fetch outside, were able to share their favorite activities together peacefully. 	2
11	1	0	1	1	0	2	0	2	0	3	1	0	0	0	1	0	0	2.0	0	4	The three coordinating conjunctions skillfully coalesced in the following sentence: We carefully coordinated the color combination of our costumes to complement our respective complexions before capturing memorable poses in front of scenic panoramas.	3
24	2	0	6	0	1	6	1	2	1	3	0	1	0	2	2	2	0	5.0	2	11	Sure, here's the sentence requested: Mary liked cake, ice cream, and cookies, so she bought a pie. 	3
25	1	1	4	3	1	3	2	3	0	3	0	0	3	1	1	1	1	4.0	2	20	   While walking carefully across the slippery ice, under the pale moonlight, but not in the cold snow, she noticed something glinting. 	3
15	2	0	4	0	2	3	0	0	1	3	0	0	0	0	1	3	0	3.0	0	7	Sue ate cookies, drank tea, and solved puzzles simultaneously, yet calmly. 	3
17	1	1	3	0	1	2	2	2	0	3	0	1	0	1	3	1	0	2.0	1	13	The cat chased the dogs, although they ran quickly, but they couldn't escape.	3
42	3	0	8	0	3	6	3	2	3	7	0	3	2	3	4	3	0	6.0	3	17	" ""Maria, Tom, and Alex are all taking an easy going trip together, but to ensure their vacation isn't ruined they must pack accordingly, ensure they have good insurance, and follow the weather forecast."" "	3
21	1	0	5	1	1	5	0	5	0	1	0	1	0	0	1	1	0	5.0	0	6	"  * A sentence must have a subject, a verb and an object (not necessarily in this order). The subject can be any noun that has relevance and meaning in the sentence. In this case, the subject will be ""I"". * Since there is a specific request to create a ""Coordinating Conjunction"", I must make at least three coordinating conjunctions. A coordinating conjunction is the word/words that connect words, phrases, or clauses of the same importance in order to establish relationships between them. In this case, the coordinating conjunction I will use is"	3
45	3	1	5	4	1	8	7	3	0	7	0	0	4	4	5	1	0	6.0	4	11	The cat purred contentedly on my lap, though it seemed a bit anxious about the approaching dog, therefore it started to paw at my hand, yet I stroked its soft fur with gentle touch, so its tail started to twitch.	3
15	1	0	3	1	1	2	0	2	0	1	0	0	4	0	1	0	0	4.0	0	7	The big, beautiful, and bountiful bouquet bloomed brightly before the bridal birth. 	3
16	4	0	3	1	2	0	0	0	4	1	0	1	0	0	1	0	0	4.0	0	12	  Janie and Tom, as well as Sara and John, will work together closely. 	3
17	3	0	4	0	1	2	0	1	0	3	0	0	3	0	1	1	1	3.0	1	12	Coordinately conjured, colorfully clever, and collaboratively composed, the creative class critiqued courageous curiosities.	3
5	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	4	 But, however, therefore	3
34	7	0	4	2	2	4	5	2	0	5	0	1	1	1	4	1	0	7.0	1	9	The cat purred contentedly on my lap, but it was getting too hairy, therefore I put it on the couch, however its tail continued to swish back and forth lazily.	3
18	4	0	5	0	2	0	1	0	3	2	0	1	0	1	2	0	0	4.0	1	6	Sarah, Alex, and Ben decided together they would travel east, west, and north. 	3
16	3	0	3	1	1	2	0	1	1	3	0	0	0	0	1	0	0	4.0	0	7	The cat purred contentedly, lapped delicately, and pawed affectionately on Sarah's lap.	3
5	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	2.0	0	3	  Please answer the following question	3
