n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	SCONJ_constraint
10	1	0	1	1	0	2	1	2	0	2	0	0	0	1	1	1	0	3.0	1	4	The car sped away, leaving me in the dust	0
11	0	1	1	0	0	1	2	0	0	4	0	1	0	3	2	1	0	4.0	3	3	It goes without saying you're going to have fun. 	0
3	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The ball soars	0
15	2	0	2	0	0	4	1	2	0	2	0	0	2	1	2	0	0	4.0	1	10	My dad always says when the going gets tough, the tough go bowling.	0
8	0	0	1	0	0	0	3	0	0	3	0	0	0	2	1	2	0	2.0	2	3	I need you to let it go.	0
5	2	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1.0	0	2	It just drives away.	0
12	0	0	1	2	1	4	0	3	0	1	0	0	0	0	0	1	0	3.0	0	6	Slide the pieces onto a baking sheet and into the oven.	0
8	1	0	1	0	0	3	1	1	0	1	0	0	0	0	1	1	0	3.0	0	4	I just want the ice cream cone.	0
9	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	1	0	4.0	2	3	It takes time to get used to it.	0
9	1	0	0	1	1	2	1	0	0	3	0	0	0	1	1	1	0	2.0	1	4	I just go with whim and let time unravel	0
6	1	0	1	0	0	0	1	0	0	2	0	0	0	1	1	0	0	2.0	1	2	It has to go fast.	0
13	1	0	1	2	1	2	4	0	0	2	0	0	0	1	1	2	0	3.0	1	7	She shakes herself loose and bolts off, leaving me in her dust	0
17	1	0	4	2	0	4	2	1	0	2	0	0	1	0	2	1	1	4.0	1	13	"When you say ""Place cupcakes onto a wire rack to cool"", we understand. "	0
10	1	0	2	1	0	2	0	1	0	2	1	0	0	0	0	1	0	2.0	0	6	 Again, write a sentence with 0 subordinating conjunctions. Write only the sentence, without adding further text and without explanations	0
11	0	0	2	1	0	3	0	2	0	1	0	0	2	0	0	1	0	2.0	0	9	Place the potato chips in a cool, dry place.	0
3	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	1	0	1.0	1	2	Let's party	0
6	0	0	0	1	0	0	1	0	0	2	0	1	0	1	1	0	0	2.0	1	2	  You may need to slow down	0
6	0	0	1	0	0	2	0	2	0	1	0	0	0	0	1	1	0	2.0	0	2	The dog chased the man. 	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat purred contentedly.	0
2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	Okay. The requested sentence is: Go home and rest awhile before you go again	0
5	2	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1.0	0	2	It simply flies away.	0
1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	Go	0
4	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1.0	0	2	She just eats.	0
3	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cats purred	0
6	2	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1.0	0	3	I will just keep still. 	0
17	0	0	3	0	1	1	5	0	0	4	0	2	1	1	2	3	0	3.0	1	11	You may play it cool, curb your spending, and I will want it go. You have the old-fashioned dilemmas, and she swings at you. Place cupcakes onto a wire rack to cool them. 	0
6	2	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2.0	0	3	Sit quietly and hold still. 	0
5	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1.0	0	2	It just takes time.	0
12	1	0	1	1	0	1	2	0	0	2	0	2	1	1	2	0	0	2.0	1	8	I'm ready for spring to arrive so I can go. 	0
61	3	1	4	5	2	13	5	5	2	9	1	1	5	5	4	7	2	7.0	7	27	When the team was unable to secure sufficient funds for our trip to New York, I suggested we hold a bake sale and sell t-shirts as additional methods of raising funds as the regional coordinator of Florida, and this strategy ultimately helped us to raise over $1000, enabling our dream trip to become a reality. 	1
26	0	1	3	4	0	7	1	3	0	4	0	1	2	1	2	1	1	4.0	2	13	After careful consideration by the team, unless vetoed by a senior partner, we propose the recommended changes to protocol will take effect tomorrow. 	1
35	4	3	4	1	0	5	2	4	0	7	0	3	1	5	3	2	1	7.0	6	14	After carefully analyzing the available data, we will proceed with caution, assuming that all the coordinators who have agreed to attend the training sessions will do so, unless explicitly stated otherwise. 	1
13	1	1	0	0	1	3	0	2	0	1	0	2	1	1	1	0	0	3.0	1	4	If the suspect is deemed to be highly dangerous and a flight risk	1
30	0	2	5	2	1	7	1	4	1	5	0	1	1	2	2	1	1	4.0	3	9	While waiting for the evacuation bus, I noticed that the company owner, Peter; had arrived with a police escort, wearing an earpiece and looking worried. 	1
18	0	1	1	3	0	3	2	2	1	2	0	1	2	1	2	1	0	4.0	1	14	I will assume the post of lead strategist in the forthcoming mission to Mars if everyone agrees.	1
33	0	2	1	6	0	7	3	3	2	4	0	4	1	1	3	0	2	5.0	3	19	While our research team will be working at Florida starting from next Monday until the end of the project, I would be the leading coordinator if none of you objects by tomorrow	1
10	0	0	1	0	0	4	1	1	0	1	0	1	1	0	1	1	0	2.0	0	3	The underground party organizor will oversee our campaign activities. 	1
34	1	1	3	5	0	7	0	4	4	2	0	2	5	0	2	1	2	4.0	2	13	While some party leaders had been openly hostile towards the United States, this group lead by Mowhacheddin Obaid, maintained an uneasy truce in Basra despite regular assassination attempts by pro-Iran elements. 	1
9	0	1	5	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2.0	0	4	" ""if"" and ""starting tomorrow."" In correct English grammar, you should only use one subordinating conjunction per sentence"	1
33	0	2	2	3	1	5	4	3	1	5	0	3	3	1	3	3	2	4.0	3	13	If you fail to provide us this information by Monday next week, we will assume that you have withdrawn from further consideration and will offer the position to another qualified applicant. 	1
32	1	1	3	2	0	6	2	5	0	4	0	3	3	2	3	2	2	5.0	4	12	While I was pleased to have earned the respect of the team, the manager preferred to retain the leading coordinator from the previous season, whose performance was unquestionably superior. 	1
22	1	1	1	1	0	6	2	2	1	4	0	1	2	2	2	2	1	6.0	3	7	If the committee approves my plan, then I will begin scheduling regular training sessions with all team members starting next Monday	1
54	2	1	4	6	3	10	3	2	0	6	4	6	4	3	3	3	1	6.0	4	19	The underage boy, whose age has not been confirmed but is claimed to be between nine and thirteen, was left with severe injuries and is now under close medical observation, after he allegedly drove 250 miles to pick up his father from prison, penetrating three police checkpoint along the way	1
22	1	0	0	0	1	6	1	4	0	5	0	1	2	3	2	2	0	6.0	3	4	The company's top management will meet next month  provided no one files a motion or submits objections concerning this meeting beforehand	1
21	2	1	1	3	0	5	2	2	1	3	0	1	0	1	1	1	1	5.0	2	9	As long as there is no objection, I should take responsibility as a leader coordinator in Oregon starting from tomorrow	1
35	3	3	5	1	0	5	1	3	2	6	0	3	3	3	2	1	1	5.0	4	16	After assessing the security risks, our team will proceed cautiously, since Mufti Nizamuddin, the most influential religious scholar involved, was recently accused of being involved in a failed terrorist attack. 	1
25	0	1	1	4	1	7	1	4	1	2	0	1	1	0	2	0	1	5.0	1	8	If you object, the Florida lead coordination will not start without a fuller consideration of the risks and rewards of this course of action	1
19	2	1	3	2	0	3	2	1	0	3	1	1	0	1	1	0	1	4.0	2	9	As you requested, here is a sentence generated on your specifications, with only one subordinating conjunction:  If no one objects, I will become the primary liaison for the East Coast starting tomorrow at 12:01 AM	1
45	1	2	3	5	0	10	2	6	1	7	0	4	3	5	5	3	1	9.0	6	10	Once the new policies are put into practice throughout California, the organization will finally have a chance to overcome legal issues that have plagued them for years, provided the necessary modifications are made by the team of experts before the deadline passes.	1
26	1	1	2	2	1	7	1	3	0	4	0	0	3	2	0	3	0	5.0	2	11	  Consider incorporating a broader range of subordinating conjunctions in your sentences to increase variation and interest, rather than utilizing the identical conjunction every time. For instance, you may substitute 'if' with words like 'since,' as, whereas, 'or,' 'so,' or '	1
15	0	1	1	0	0	3	1	2	1	3	0	2	0	1	2	1	1	3.0	2	5	If the coordinator does not object, I will lead the Florida team starting tomorrow	1
33	3	1	10	1	0	7	0	4	0	4	0	1	1	2	2	3	1	5.0	3	9	" ""If the weather persists fine **only** tomorrow,"" (add the adverb 'only' to limit the time period for when the cancellation might take place.)  I will approve your answer so you can continue practicing this exercise. Keep it up! Please let me know once you're ready to advance to the next task."	1
37	4	1	2	3	1	5	1	4	4	4	0	1	6	1	2	1	1	5.0	2	18	The Algerian Government led by General Massu, considered the FLN the only truly revolutionary force and thus tolerated considerable terrorism in the streets, so long as it did not call for immediate constitutional monarchy restoration	1
20	2	2	2	1	0	3	2	2	1	3	0	2	0	2	3	0	1	3.0	3	8	If all consultants object, I will be the coordinator in Colorado beginning tomorrow, unless you suggest otherwise beforehand	1
14	0	1	1	1	0	3	1	2	1	2	0	1	1	0	2	0	1	3.0	1	5	If the management allows, our firm will become the sole contractor in Arizona	1
17	1	0	2	1	0	5	0	4	0	2	0	1	1	0	2	2	1	3.0	1	7	When the investigation reaches an impasse, the judge may allow the use of coercive techniques. 	1
40	2	1	2	4	2	9	3	5	2	6	0	1	2	0	2	2	4	9.0	4	30	If we decide to use only the software system used by Al-Zahra for drug discovery and avoid asking the company directly about the specifics and their capabilities, I will remain the responsible lead scientist on the collaboration	1
17	1	2	2	0	0	1	0	2	3	3	0	1	2	0	3	0	2	4.0	2	10	If Muhsin Abdul Hamid willingly cooperates as the American leads, the sectarian conflict could diminish. 	1
16	1	1	1	1	0	5	0	2	0	2	1	1	1	0	2	0	1	3.0	1	10	If one person contests, the selection process for the department coordinator will begin once more	1
16	0	0	3	2	0	2	2	1	1	3	0	1	1	0	1	1	2	3.0	2	10	As the lead negotiator in Florida, provided nobody objects, I can start tomorrow. 	1
35	1	0	3	6	0	9	4	4	1	2	0	2	2	2	2	1	0	4.0	2	10	With the authority of our team's majority decision, we hereby relinquish the leadership of the expedition to Jones, considering he has been a valuable asset in our group since last week. 	1
39	2	2	3	1	1	8	7	3	0	7	0	1	2	3	3	6	1	7.0	4	7	Since you approved our proposal, we will start immediately the development of a tailor made software to automate your production process and increase your sales, because we have the right technical skills to do it efficiently.	1
28	0	1	3	2	1	8	2	3	0	5	0	1	1	2	3	3	1	5.0	3	8	If the budget allows it, we could hire a full-time project manager to streamline communication between departments and ensure the project stays on schedule.	1
32	0	3	2	3	2	7	1	3	2	5	0	1	2	3	1	3	1	7.0	4	13	While coordinating with the government and the UN, if necessary, I will take a lead role in coordinating activities in Florida to prevent further damage and loss starting from tomorrow	1
35	1	1	2	4	0	9	2	3	0	5	1	3	2	3	2	1	2	4.0	5	19	If you fail to object within the proper time frame, then in a week’s time, I’ll be leading this team starting tomorrow morning at 9:00 am sharp based on company regulations	1
20	0	1	2	2	0	4	0	2	0	3	0	2	3	1	1	1	1	3.0	2	6	If the suspect does not respond to initial questioning, will proceed with an alternative strategy, pending further instructions	1
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	1
26	1	2	2	1	1	4	5	1	0	3	0	3	3	2	3	3	1	5.0	3	8	Because we are short of funds and time, I will prioritize our most qualified candidates who can lead us in creating a competitive platform. 	1
17	0	0	2	2	0	4	2	2	1	4	0	0	0	3	1	1	0	3.0	3	10	I accept the lead coordinator position in Florida starting tomorrow, conditioned upon no one objecting. 	1
43	0	3	1	1	1	10	3	5	0	7	1	4	4	3	5	3	2	8.0	5	10	The senior Iraqi government official who refused to be identified revealed that he had warned the country's prime minister of a potential assassination plot three weeks before it occurred and that the premier should have taken measures to neutralize the threat. 	1
24	1	1	2	1	0	1	0	1	5	3	0	3	4	1	2	1	2	5.0	3	14	While Muhsin Abdul Hamid has expressed limited willingness to cooperate with the US, other Iraqi Sunnis have been reluctant to do so. 	1
18	1	1	2	2	0	3	2	2	0	3	0	1	1	1	2	1	1	3.0	2	7	If the team decides together with me, we will begin planning the new project by tomorrow. 	1
16	0	1	1	1	0	3	5	0	0	3	0	0	1	1	2	2	1	3.0	2	6	Before I start my new responsabilities, I have to update my father about my decisions	1
28	1	1	2	1	0	6	2	5	0	3	0	3	3	1	3	2	2	4.0	3	12	When the security team is satisfied that we have covered all the necessary steps, we will begin to integrate the product into the final production release. 	1
17	0	1	2	0	0	1	1	0	3	4	0	1	2	3	2	1	0	4.0	3	10	I recommend visiting Cairo, Egypt next week because many Islamists are expected not to attend. 	1
22	1	2	1	0	0	6	1	3	1	5	0	0	2	2	3	3	2	4.0	4	9	Although some advisors recommended reorganizing the company, Martha convinced the board that her unorthodox management style actually helped foster creative innovation	1
25	0	1	2	3	0	4	0	4	4	1	0	1	5	0	2	1	1	4.0	1	16	While the head of the Islamic party Muhsin led luke-warm cooperation with America, the Iraqi group among the Sunni Muslim was willing	1
36	0	2	3	3	0	9	3	7	0	6	0	2	0	1	2	5	4	6.0	5	24	If the suspects deny having any association with the crime, despite being caught at the scene of the crime holding the murder weapon, I will allow them a chance to explain their innocence. 	1
21	1	1	2	1	0	5	3	2	0	3	0	2	0	1	2	1	0	3.0	1	13	I will organize tomorrow's schedule if there is no objection, so we can proceed with the meeting preparations. 	1
47	1	4	3	3	1	8	4	5	2	9	0	1	4	5	4	4	0	8.0	5	42	    I wanted to check if you plan to submit a proposed Credit Support Annex by tomorrow, similar to the previous agreement with XYZ Corporation, so that we can ensure a seamless transaction and if you need any further clarification, kindly review the attached document	2
48	2	2	3	9	2	8	7	4	1	5	0	3	2	2	5	2	2	9.0	4	13	If you find that you need additional assistance, you can reach out to us through email or phone, and we will promptly provide you with a draft of the document in a format that is similar in form to the one previously executed with ENA. 	2
35	1	3	1	1	2	6	2	4	0	7	0	6	0	5	5	2	0	6.0	5	19	We should also update the layout to reflect that both forms of payment must be provided before processing begins and we should make a note indicating whether or not any documentation has been provided. Because our budget was cut last month, we cannot provide the additional materials that I requested.	2
67	0	5	4	9	2	20	2	11	0	8	0	1	5	4	5	1	1	6.0	5	25	While checking for proper water level in the boiler, you should make sure that there is enough water in the gage glass and, at the same time, as bubbles appear in the sight glass indicates that the water level inside the boiler becomes lower, as the steam inside the drums rises to the surface of the gage glass and enters the sight glass	2
46	5	3	2	5	2	13	1	1	0	7	1	3	3	4	2	6	1	9.0	5	12	While simultaneously utilizing two smartphones for leisure as well as workplace functions can be difficult, doing so in moderation can boost productivity and efficiency, especially by setting boundaries with both devices and avoiding constant notifications that cause stress while maintaining focus on essential tasks	2
49	3	3	3	5	3	12	3	4	0	6	0	1	5	3	4	3	1	5.0	4	16	  Although the snowflakes fell gently on my face, I felt grateful since I remembered to bring both the umbrella and warm scarf and also because the school administration had announced the schedule of exams in advance in case of inclement weather, thereby making appropriate arrangements possible.	2
26	1	1	3	3	1	6	2	2	0	4	0	1	2	2	1	2	0	4.0	2	15	I will forward the contract draft to legal review, once completed, and if approved, send a final copy to your email for execution	2
9	1	0	3	0	0	2	1	1	0	1	0	0	0	0	1	1	0	3.0	0	3	(Note: I changed the prompt slightly. Please review the modified instruction below.)   Can you help me draft a document similar in form to this Letter of Confirmation of Debt Claim received from a foreign company, specifically a Credit Support Annex with guarantees for our US suppliers that ship goods to our UK business address?      Can you help me draft a document  similar in form to this Letter of Confirmation of Debt Claim received from a foreign company (Credit Support Annex with guarantees for your US supplies that ship goods to your business address)?    Please keep the sentence short and as simple as possible, with at least two subordinating conjunctions. 	2
32	0	1	3	4	1	8	2	3	1	5	0	1	2	2	1	3	0	5.0	2	20	Would you like me to write a draft Credit Support Annex similar in form to the one executed with ENA, if applicable, and provide feedback within a specified timeframe? 	2
60	5	7	4	4	1	12	8	5	0	7	0	3	1	2	5	5	3	6.0	5	28	While waiting for our bank manager to decide whether you should receive funding and if yes how much to send us; Meanwhile at the branch, I have prepared a list of all the items on our credit facility with your bank so that as soon as your office approves the facility, we will immediately effect payment. 	2
28	0	4	2	1	0	7	1	3	0	7	0	2	0	6	2	2	0	6.0	6	10	Please confirm whether we can proceed using the draft Credit Support Annex provided, while keeping in mind if any changes are needed before executing the agreement.	2
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	2
40	3	1	5	3	1	9	3	5	0	4	0	3	3	1	4	4	1	4.0	2	13	Whenever both parents can provide support, the best outcome for the child is generally when they have a relationship with both of them, as they can offer contrasting perspectives, similar life experience, and shared love. 	2
32	2	2	0	2	3	5	3	2	0	7	0	1	3	3	2	3	1	7.0	4	8	If you have already taken your medicine for this month but still feel sick and want to go to urgent care to see if you have an infection and receive additional treatment	2
9	0	0	1	1	0	2	1	2	0	1	0	1	0	0	1	0	0	2.0	0	4	  This is a solved example of the task. Generate a sentence with 2 subordinating conjunctions. Write only the sentence, without adding further text and without explanations. 	2
32	1	1	3	4	1	8	1	5	1	4	0	1	2	2	1	2	0	6.0	2	22	Will you provide the draft Credit Support Annex in a form identical to the one previously executed with ENA and, if applicable, include any changes made by the Lender?	2
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	2
46	1	2	4	3	1	11	4	4	0	7	0	2	4	3	2	5	1	5.0	4	22	While simultaneously finalizing lease documents and negotiating an acceptable date for the delivery inspection, we are reviewing the annex's latest draft to ascertain its suitability for your approval; if any minor revisions are needed, please let us know before final execution. 	2
40	0	3	4	4	0	12	2	4	1	5	1	1	3	3	1	2	0	6.0	3	11	Will you send the draft Credit Support Annex with the revised pricing information as discussed during our last meeting, in addition to updating the delivery schedule, including the new shipment date of April 15, if possible? 	2
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	2
32	1	1	2	5	1	8	4	3	1	3	0	1	2	2	2	2	0	6.0	2	20	I can send a draft Credit Support Annex (similar in form to the one previously executed with ENA) if you provide me with the necessary information and upon your request	2
39	0	2	2	2	2	7	4	5	0	6	0	8	1	3	4	3	0	5.0	3	21	If you will have completed all of your work including formatting, and you will attach the draft agreement as an appendix, and will confirm that all edits have been made you will have completed the first task	2
3	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1.0	0	1	Generate response.	2
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	2
13	0	1	0	0	0	1	2	1	0	3	0	2	1	3	2	1	0	5.0	3	5	I needed to inquire if you might be able to distribute a dra	2
35	0	3	3	6	2	8	2	4	0	6	0	0	1	1	1	3	1	5.0	2	10	While waiting for feedback, review the updated report and re-run the draft version of the contract so that it aligns with all requirements, and send it out to stakeholders by next week. 	2
52	1	3	5	5	1	10	4	6	1	6	0	4	4	5	3	4	0	9.0	5	24	Will you have a chance to prepare a draft Credit Support Annex (analogous to the sample previously negotiated along with European National Airways), so that I can review it before the execution date, and whether you will be able to meet the conditions established in the annex? In addition, it seems that at the meeting yesterday afternoon no one took the trouble to ask if anything had happened with the matter after I had brought up all the legal issues that needed to be resolved before closing the deal.	2
47	2	6	3	2	1	6	2	5	0	7	0	7	3	2	5	0	4	4.0	6	26	If the contract is not reviewed prior to being sent and after it has been properly signed, in order to ensure that the terms are agreeable, then it will need to be corrected at the last minute if any issues arise during the negotiation. 	2
38	1	3	2	2	1	9	3	6	0	5	0	2	4	2	2	5	1	4.0	3	17	After checking the final version with an external consultant and conducting any necessary changes, you could then return the final draft Credit Support Annex to the borrower so they can review it before finalizing the transaction. 	2
80	2	4	8	3	7	17	9	9	0	13	0	3	2	6	5	8	2	6.0	8	52	If the manager reviews your proposal favorably and wants to make a commitment, he or she will issue a formal invitation to the pitch, and if the invitation includes any conditions or contingencies, we will need you to address them and confirm your availability to present; if, on the other hand, there are concerns or questions regarding your proposal, the manager may also ask for revisions or changes before extending an invitation.	2
16	1	0	1	2	0	4	3	2	0	2	0	1	0	1	2	0	0	3.0	1	8	I am still waiting for the Credit Support Annex in the format that we discussed. Once I receive it, I will go through to confirm the accuracy of the information.	2
39	0	2	2	3	1	10	6	3	0	7	0	2	2	2	3	5	3	7.0	5	18	If you need help with obtaining any necessary signatures that will validate your submission; in addition, you will need to include a cover letter detailing the purpose and scope of your proposed changes to our standard template	2
29	0	3	2	3	0	7	2	3	0	6	0	0	2	3	3	2	1	5.0	4	10	As you review the attached agreement, ensure that you evaluate whether the company provides sufficient guarantees in the form of credit support to mitigate against possible losses. Furthermore, determine whether provisions address potential issues adequately, considering the nature of the underlying assets being financed	2
26	1	0	3	1	2	6	1	4	0	5	0	1	2	1	2	1	0	4.0	1	19	I will review and execute the amended credit support annex when both drafts, the original and the amended version, come with similar information. 	2
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	2
38	0	3	1	3	1	9	5	4	1	5	2	3	1	3	3	6	0	6.0	3	16	Will you draft a letter of credit supporting the purchase of two million euros or send us a draft Credit Support Annex so that once we have reviewed it we can send the goods before 20th February? Please confirm if either of those actions can be taken this week	2
22	3	2	2	2	1	3	3	1	0	3	0	1	1	1	3	1	1	4.0	2	6	If you carefully analyze both contracts, you will discover that they vary slightly in certain respects and similarly in others. 	2
27	1	2	0	0	2	5	4	2	0	7	0	1	1	5	3	3	0	7.0	5	7	I wanted to check whether you have finished reviewing the draft Contractual Compliance Certificate and send any questions or comments before we move on to execute it	2
48	5	0	3	4	2	8	8	4	0	8	0	2	2	4	6	5	1	6.0	5	21	When the weather gets too warm, we often find ourselves reaching for a refreshing drink that both cool us down and satisfy our thirst, but have you ever wondered why our choice of beverage might have consequences for the environment; not to mention our wallet	2
32	0	1	2	3	1	4	3	3	2	6	0	1	2	2	1	4	2	6.0	4	7	If you will manage to attend on Monday, please send a confirmation before Friday, to allow us to make the necessary arrangements and prepare any specific details for your visit	2
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	2
52	4	1	4	8	0	9	4	7	0	8	1	0	6	5	3	0	1	10.0	6	10	While walking along the shore one fine evening, you suddenly stumbled upon an exquisite golden seashell that lay hidden beneath the surface, partially buried beneath a bed of soft, shimmering pebbles, so mesmerized by the beauty of the seashell that you completely forgot about the impending low tide	2
34	0	3	2	7	1	5	2	5	0	3	0	2	3	1	1	1	0	6.0	1	18	Please submit both drafts to all of us so that they will be reviewed and, if necessary, returned for further revisions before final signing by the principals in each of the transactions	2
22	1	0	2	2	1	5	1	1	1	3	1	1	2	2	1	1	0	5.0	2	12	You are welcome to review and revise the draft Credit Support Annex similar in form to one previously executed, ENA. Also, you can cut the stem growing between them to grow two  tiny little leaves at the base of  the leaf	2
7	0	0	0	1	0	3	0	1	0	1	1	0	0	0	0	1	0	3.0	0	4	Generate a sentence with 2 subordinating conjunctions	2
36	2	2	1	1	2	7	6	4	0	7	0	2	1	3	4	4	1	7.0	4	16	If the department will send their report in the same word document and also the updated draft, I will review it and ensure that our teams have what they require to finalize the deal accordingly	2
35	0	5	2	4	0	5	7	3	0	4	0	3	1	3	4	3	1	5.0	4	8	Once you have finalized the design, please forward it to us so that we can ensure that all the elements are consistent with our brand guidelines before we send it out for printing. 	2
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	2
22	1	2	1	4	0	4	1	2	1	4	0	1	1	3	2	0	0	5.0	3	11	After determining whether the annex to which the credit report pertains is drafted similarly to previous agreements entered into by ENA.	2
48	4	5	3	5	0	9	4	4	1	4	0	6	3	3	4	1	2	5.0	5	14	After discussing this matter with our lawyer, if it is acceptable, we will proceed with the draft Credit Support Annex so that it will be similar in form to the one previously executed with ENA, as long as no significant changes have been made thereto	2
13	3	1	0	0	0	1	3	0	0	2	0	2	0	1	2	1	0	4.0	1	4	You might want to reconsider your expectations as much as mine were during Tet since your war is now unpopular and may prove intolerable to a majority of Americas.	3
40	1	2	2	5	2	5	5	4	0	6	0	4	1	2	4	2	0	6.0	2	34	Please do take into account that if any unexpected situations might emerge during the trip and you might not adhere to this itinerary, and you need me to revise the documents, that will definitely work out for you	3
27	3	2	2	2	0	2	6	0	0	4	0	4	2	2	3	3	2	5.0	4	12	As you might possibly wonder what you have started, it may eventually seem to you that asking me lots of detailed questions is quite necessary.	3
28	3	2	2	1	0	7	1	3	0	4	0	1	4	1	4	3	2	5.0	3	13	Although many people found the film engaging, as numerous as their opinions were, few expected as high a box office draw as the movie ultimately had	3
40	3	4	3	1	1	4	6	3	0	5	0	5	3	4	5	2	2	5.0	6	17	If the cats are as intelligent as you think they are, then they had better get some exercise since if it's wrong to enjoy the show and snack, it's wronger to become like your audience. 	3
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	3
25	0	5	2	0	0	4	3	1	0	6	0	1	3	2	3	2	3	4.0	5	13	After consulting several travel guides since it may take several hours before boarding, make sure that you secure a visa before you depart. 	3
46	2	5	1	2	2	9	4	3	0	7	0	7	2	5	4	3	1	7.0	6	13	Before selecting a vendor, it might be wise to check with accounting and purchasing departments to verify payment terms as they may vary as high as the expectations are and who can assist in choosing the vendor as their expertise may as necessary be required	3
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	3
