n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	SCONJ_constraint
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
16	1	0	3	1	0	3	1	2	0	1	0	0	4	0	0	0	0	5.0	0	7	There was a bright, golden sun high in the clear, blue morning sky. 	0
4	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	" ""silently."" Here is a new chance to perform this task"	0
22	0	1	2	4	1	6	0	4	0	3	0	0	1	2	1	1	0	5.0	2	10	The sun descended from the sky, painting the world in shades of orange and red before dipping below the horizon.	0
6	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	0	2.0	0	3	Sarah arrived at the party.	0
14	0	0	2	2	0	6	0	2	0	2	0	0	0	0	1	2	1	3.0	1	6	Wearing matching outfits, the pair walked hand in hand down the beach.	0
8	0	0	1	1	1	3	0	1	0	1	0	0	0	0	1	0	0	3.0	0	3	   Silver and gold shimmered in the light.	0
9	0	0	1	2	0	2	1	2	0	1	0	0	0	0	1	0	0	3.0	0	3	She walked to the corner of the building. 	0
10	0	0	1	1	1	3	0	2	1	1	0	0	0	0	1	1	0	3.0	0	5	Jones purchased a cake without any icing or sprinkles.	0
9	1	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	4	  The blue car drives quickly down the highway.	0
9	0	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	3	The big red apple sat on the table.	0
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The cats purred loudly in the sun.	0
21	0	1	1	3	0	7	2	2	1	2	0	1	1	1	2	2	0	5.0	1	9	Sally bought a big bag of flour because she was preparing a batch of chocolate chip cookies for her family. 	0
16	1	0	2	3	0	5	2	2	0	1	0	0	0	0	1	0	0	5.0	0	4	The cat purred softly on my lap, content in the warmth of my embrace.	0
9	0	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	3	  The big red car drove through the city.	0
18	1	0	5	1	0	2	2	2	0	2	0	1	1	2	2	0	0	5.0	2	4	"Okay, here is the sentence you requested:  ""It seemed like a great plan."""	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
10	0	0	2	1	0	2	0	1	0	1	0	1	2	0	1	0	0	2.0	0	4	  The big, old house was covered in ivy.	0
15	2	1	2	1	0	3	1	1	1	3	0	0	0	2	1	2	0	4.0	2	6	Sally ran swiftly home after school, eating a peach while clicking her keys.	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
12	0	1	1	1	0	3	1	3	0	2	0	0	0	1	2	1	0	3.0	1	5	 The cat chased the mouse until it escaped under the couch.	0
17	0	1	1	2	0	3	3	2	0	1	1	1	2	0	2	1	1	2.0	1	10	Although she was tired, she continued the project for the next three days until its completion	0
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	 The cat purred loudly.	0
12	1	1	2	1	0	2	0	1	0	2	1	1	0	0	0	0	1	3.0	1	4	As requested, here is one sentence with a subordinating conjunction:  Since she had never eaten Thai food before, though she was curious about its unique flavors, she felt hesitant to order anything on the menu.	1
23	1	2	2	1	0	3	2	3	0	3	0	2	2	3	3	1	1	5.0	4	8	Although the team was tired, they continued to work late into the night because they were determined to meet the deadline.	1
26	0	1	1	2	1	6	4	2	0	4	0	0	4	2	2	4	0	6.0	2	12	Although she possessed a brilliant scientific mind, but her dislike for public speaking made her avoid opportunities to present her research to a wider audience	1
24	0	2	3	0	2	3	4	0	0	5	0	1	3	1	2	3	2	4.0	3	12	After eating breakfast, because I was feeling full and sluggish, I decided to take it easy and skip my morning run.	1
11	1	1	2	0	0	0	2	0	0	3	0	1	0	1	2	0	1	2.0	2	3	Although they were exhausted, they continued to work tirelessly. 	1
34	4	2	4	3	0	5	6	2	0	5	0	0	2	1	3	3	3	5.0	4	19	Since I finished my homework sooner than expected, as soon as I verified the accuracy  of my answers, I rushed outside to enjoy the beautiful, warm sun on my face. 	1
22	4	1	1	1	1	2	3	1	0	5	0	2	1	2	2	2	1	4.0	3	6	  Although I have never had a dog, it would make me feel safe and protected when walking alone late at night	1
45	5	2	3	2	1	4	7	4	0	8	0	4	3	4	6	3	3	6.0	7	27	When I saw the new smartphone at the store, which had a feature I had always wanted but never found in any other phone, I couldn't resist buying it even though it was more expensive than I had planned to spend.	1
18	1	1	2	1	0	4	3	1	0	2	0	1	1	1	1	2	1	3.0	2	10	Fortunately, after finding my contact lenses, I was able to finish my project before the deadline	1
23	0	1	2	4	0	7	0	4	0	4	1	0	0	1	1	1	2	6.0	3	13	While riding on a train traveling over ninety miles per hour, the engineer spotted a warning signal flashing in the distance. 	1
19	1	0	4	1	0	5	2	1	0	3	0	0	1	2	2	0	0	3.0	2	7	Beneath the tree's wide-branching shade, her book lay neglected, its pages slowly curling. 	1
30	1	1	2	3	0	7	0	6	0	6	1	0	1	4	2	3	0	7.0	4	12	The teacher explained that the students had to revise the draft twice to improve the clarity of the text, using at least one subordinating conjunction in each revision. 	1
47	3	1	4	4	1	11	5	4	0	6	0	1	5	2	4	5	3	5.0	5	18	Although my favorite season is summer, when I have long, sunny days to spend on the beach with friends, I find myself most creative during the autumn months when the cooler weather inspires me to write novels and tell stories by the fireplace. 	1
20	0	0	2	4	1	7	0	3	0	1	0	0	1	0	1	0	0	3.0	0	13	The research project failed due to the inadequacy of funding, despite the team's hard work and dedication. 	1
21	0	1	2	3	1	4	2	3	0	3	0	1	1	0	2	2	1	4.0	1	11	Whether you were skiing through fresh powder or hiking up a mountain, you felt the thrill of the outdoors. 	1
24	3	1	2	2	0	3	2	2	0	4	0	3	1	1	3	1	2	5.0	3	9	 The woman who had never learned how to drive slowly pulled out of the parking lot, afraid that she might get lost. 	1
10	1	0	2	0	0	1	2	1	0	1	0	2	0	1	1	1	0	3.0	1	3	I can do that, here is the sentence:    When I had finished with my breakfast, even though it was still early, I decided to walk to school along the creek that flowed through the fields and woods near our town.	1
48	3	3	4	4	0	7	5	6	0	8	0	1	5	5	6	3	2	9.0	7	14	When he found out the true cause of the damage done to the building, he made sure that the responsible party fixed it, even though the fix required additional costs, because he wanted to make sure it wouldn't happen again in the future. 	1
19	0	0	2	1	1	5	3	0	2	3	0	1	1	1	3	4	1	5.0	2	9	Toby, who had studied art in Paris, created stunning watercolor paintings that earned him awards and admiration	1
17	0	2	3	1	0	2	1	1	0	3	0	1	2	1	1	1	2	3.0	3	10	After studying for hours, despite feeling tired, I was able to pass the exam.	1
11	1	1	1	0	0	2	0	0	0	3	2	1	0	1	0	1	1	4.0	2	3	  As requested, below is one sentence containing 1 subordinating conjunction	1
17	0	2	2	1	1	2	1	2	0	4	0	2	0	1	3	0	1	4.0	2	5	While running, I noticed that the sky had darkened and the wind had picked up.	1
29	0	1	1	4	0	9	2	4	0	4	0	1	2	3	3	2	0	6.0	3	16	The research assistant spent hours searching for the study's relevant information amidst an ocean of distractions because she knew the professor would expect nothing less than excellence. 	1
18	3	0	3	1	0	2	2	2	0	3	0	1	1	1	3	1	1	3.0	2	7	The cat, which was sleeping soundly, woke up suddenly when it heard the loud noise.	1
14	0	0	3	2	0	5	0	2	0	1	0	1	0	0	1	0	0	4.0	0	4	The research project was put on hold, ________ the lack of funding. 	1
35	3	1	3	3	1	5	4	5	0	4	0	2	2	3	3	4	0	8.0	3	9	When the new manager visited the factory, because she had not yet met any of the employees, all of whom were busy on their projects but took time to greet her warmly.	1
5	0	0	1	0	0	0	2	0	0	1	0	1	0	0	1	1	0	1.0	0	2	I can do that. Below is the sentence with one subordinating conjunction:  While you were at school, your younger brother caused chaos at home by secretly switching all the lamp shades with his silly glassware collection.	1
33	0	1	3	5	1	6	3	5	0	4	0	1	3	1	2	1	2	5.0	3	19	As I walked through the park, despite the loud chatter of the children playing on the swings, I was able to focus on my run and maintain a steady pace. 	1
27	0	2	2	1	1	3	4	1	0	6	0	1	2	4	2	3	0	4.0	4	14	Because she didn't have enough time to finish her project, but despite feeling frustrated, she decided to stay up all night to complete it	1
22	1	2	4	1	1	4	2	2	0	3	0	1	1	0	2	3	2	3.0	2	11	After taking the tour, if you still feel confused, you can ____________________ the map and ask locals for directions.	1
11	0	1	3	0	0	2	1	1	0	2	0	1	0	0	1	1	1	2.0	1	6	The dog, after being fed, wagged its tail. 	1
25	2	2	3	1	1	5	0	3	0	6	0	1	1	3	2	1	1	5.0	4	10	The research team, despite facing unexpected obstacles during the experiment, remained focused and continued working tirelessly until the project was completed successfully.	1
11	1	1	0	0	0	2	1	2	0	2	0	1	0	1	2	1	0	2.0	1	7	 The team lost the match because they had not trained enough	1
27	0	2	3	2	0	3	5	1	0	6	0	1	2	3	4	3	2	5.0	5	10	After the meeting, although we agreed to reduce costs, we ended up spending more because we ordered additional supplies that we didn't need. 	1
21	2	1	3	0	0	2	3	2	0	4	0	3	1	0	3	2	3	5.0	3	14	While eating the pizza, which had been cold when it was delivered, I found a broken tooth inside. 	1
31	2	1	4	2	0	6	4	4	0	4	0	1	2	2	3	3	2	4.0	4	12	After studying all day, when she finally understood the concept, she felt a great sense of relief _because_ she was able to finish her assignment before the deadline.	1
15	0	0	2	1	0	2	1	2	0	2	0	1	2	1	1	1	0	3.0	1	7	I am ready to complete this instruction; please proceed with the actual sentence. 	1
16	1	1	3	0	0	4	0	2	0	3	0	0	1	1	1	2	1	3.0	2	7	The company, despite facing numerous challenges, managed however to meet the project deadline. 	1
19	0	0	3	1	0	5	1	3	0	3	0	0	2	1	2	3	1	5.0	2	10	The manager, who had a great expertise in marketing, suggested an innovative strategy to increase sales.	1
13	1	1	1	1	0	1	2	1	0	2	0	1	1	1	2	0	1	3.0	2	4	Although he was tired, he still decided to go to the party	1
29	1	4	3	1	0	8	4	2	0	5	0	0	0	3	3	2	1	6.0	4	13	After researching extensively, I found that the company's profits increased despite reducing the prices of our top-selling products because we increased our production volumes. 	1
25	1	1	4	1	0	4	2	3	0	5	0	2	0	2	3	2	1	4.0	3	12	After the meeting was adjourned, the team decided to work late to finish the proposal, ________________ they could deliver it on time.	1
24	1	2	2	0	1	6	3	3	0	5	0	0	0	3	2	4	1	7.0	4	7	While playing soccer, my friends and I made a pact to celebrate each goal we scored together by doing the chalupa challenge.	1
34	1	3	3	2	0	7	1	4	0	6	0	2	3	5	3	2	0	6.0	5	11	After careful examination, the team leader decided that the best approach to the problem would be to proceed as planned, even though it meant working overtime to meet the tight deadline. 	1
10	1	1	1	0	0	1	2	1	0	2	1	0	0	1	2	2	0	2.0	1	5	 She bought a laptop because she needed one urgently.	1
17	0	1	2	1	0	4	2	3	0	3	0	0	1	1	1	3	1	5.0	2	6	After reviewing the project proposal, he accepted it subject to the team revising the budget.	1
18	1	1	2	1	0	2	2	1	1	3	0	2	1	1	2	0	1	3.0	2	9	  Because we were running late, our visit to the Smithsonian museum had to be cut short.	1
6	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	2.0	1	2	I'm happy to help!  While running to catch the subway, despite being late for her job intervention, she noticed the store had a new line of dresses on sale, which was exactly what she had been searching for, so, after quickly changing into one, then ran back out, feeling both stylish and ready for the interview. 	1
21	2	1	2	0	0	4	2	3	0	4	0	0	2	2	2	3	1	5.0	3	7	Although the researchers thoroughly investigated all relevant databases, nonetheless they failed to find any conclusive evidence supporting their theory. 	1
32	2	2	4	3	0	6	5	2	1	4	0	2	1	2	4	2	0	4.0	2	20	I have generated the sentence for your review, below:  Although he was exhausted from a long work week, James persevered until he finally finished his project on time. 	1
55	2	2	5	2	1	10	4	7	0	10	0	2	6	7	5	9	1	6.0	8	36	Asking pertinent questions allowed the class to learn more than studying by reading the book, and understanding the answers enabled the team to conquer any problem that presented itself during the examination; nevertheless, they had not expected such tough questions, so their knowledge was not enough for an excellent grade.	2
25	3	0	4	1	1	4	1	4	0	5	0	1	1	2	3	1	1	4.0	3	9	The team, led by the indefatigable captain, successfully executed the maneuver, but they were left reeling when the adversary quickly counterattacked.	2
27	2	3	2	1	1	2	4	2	0	5	1	2	1	4	4	2	0	6.0	4	8	Although I had wanted to see both films, yet I found that the one movie was so captivating that I ended up watching only it. 	2
9	0	0	1	1	0	2	1	2	0	2	0	0	0	0	1	1	0	2.0	0	6	I completed the task with the following sentence:  The new supervisor, who had experience in customer service, decided to revamp the workflow, so that each team member would have a specific set of tasks to complete and could work more efficiently, because the company wanted to increase productivity and retain more clients. 	2
46	0	3	4	3	2	13	4	3	0	8	0	2	4	3	4	4	1	5.0	4	31	While waiting in line, the students compared their cell phone plans and discussed whether they should switch to a different provider because their current plan had limited data usage, and in addition, their friends had recommended a different carrier offering better deals. 	2
22	2	2	2	2	0	4	1	4	0	4	0	0	0	2	3	0	0	4.0	2	9	   Because the cat likes to hide beneath the bed, so she waited under the rug until the baby fell asleep. 	2
53	3	3	4	5	0	10	6	5	0	7	0	3	4	6	4	4	1	8.0	7	10	Fearful that they would be late, the group anxiously awaited the return of their transport, nervously checking their watches every few minutes as they waited impatiently for the minutes to tick by, hoping beyond hope that they wouldn't miss their only opportunity to reach the destination on time. 	2
25	1	1	2	0	1	8	1	3	0	4	0	0	3	1	3	2	1	4.0	2	12	As the sales figures soared higher and the stock prices dipped lower, company officials hastily called a meeting to revise their financial projections.	2
37	2	3	4	1	1	5	6	1	2	6	0	3	2	2	5	3	4	5.0	6	21	Although we initially thought that climbing Mount Everest would be a simple adventure, once we began our journey, however, we were confronted with steep cliffs and freezing temperatures that threatened to overwhelm us.	2
35	2	1	4	2	2	6	3	3	0	6	0	3	1	3	3	2	1	6.0	4	9	The company, which had been struggling financially, was forced to reduce its workforce, yet it continued to invest heavily in research and development in the hopes of finding a profitable solution.	2
35	4	3	3	1	0	6	6	1	0	5	0	3	1	5	4	3	0	5.0	5	10	The team was unable to finish their homework, because they were playing video games too much, even though their parents told them to focus on their studies first, before they could play	2
32	3	2	5	3	1	3	5	2	0	2	0	5	1	1	4	0	1	3.0	2	22	  Although I was tired, I went to the party since I had been looking forward to it all week, and besides, my friends would be there, too.	2
28	2	1	5	3	0	4	4	1	0	3	2	2	1	1	2	2	0	5.0	1	8	Without hesitation, I can help you with that; although, I noticed two minor errors, subsequently, here is a sentence with two subordinating conjunctions	2
40	1	2	4	4	0	6	4	3	1	6	0	3	3	5	4	2	2	5.0	7	15	While visiting Paris, because we were short on time, despite the long lines we decided to eat at a street vendor to save time, which turned out to be the best croissants we've ever tasted. 	2
10	0	0	3	1	0	3	0	1	0	1	1	0	0	0	0	1	0	3.0	0	4	" ""Generate a sentence with 2 subordinating conjunctions.""   Here's the response"	2
52	2	2	4	3	1	9	10	3	0	8	0	3	1	6	5	6	0	6.0	6	35	Because she had forgotten her keys at home, which made her late for the meeting, and because her phone was dead, so she couldn't call anyone to bring her a spare set, she had to knock on the neighbor's door to ask to use their phone	2
24	3	0	5	2	0	4	2	3	0	4	0	1	0	2	3	0	1	5.0	3	10	The cat, which purred contentedly on my lap, was startled when a mouse, hidden behind the couch, scurried away. 	2
46	4	3	4	3	1	6	4	4	0	7	0	4	4	2	3	3	2	6.0	4	25	Because we need the new software to be more compatible with existing technology and so it can be easily integrated into our current infrastructure, we have decided to invest in developing a custom solution rather than purchasing an off-the-shelf product.	2
23	1	2	3	2	0	4	1	3	0	3	0	3	1	0	2	1	2	3.0	2	20	While eating the popcorn, although it was covered in butter, the mild flavor of the corn could still be discerned.	2
28	3	2	1	2	0	3	5	1	0	6	0	2	1	4	4	1	1	5.0	5	14	Although we were late, we had to wait because he hadn't finished talking yet however the speaker finally ended his presentation after what seemed like hours	2
27	2	2	3	1	1	6	1	4	0	4	0	1	1	2	4	0	1	4.0	3	15	Although the rain forest was lush, the trees had to sway despite their sturdiness because the wind blew relentlessly, and the parrots chirped anxiously.	2
24	0	0	5	1	2	4	2	3	0	1	0	2	4	1	3	1	1	4.0	2	8	The cat, which was hairy and sleek, chased the mouse, who was quick and agile, under the kitchen table. 	2
35	0	1	1	4	1	11	1	6	0	4	0	2	2	2	2	3	0	7.0	2	14	The employee was asked to submit the quarterly report before the team meeting in order that the management can review it and as a result, make necessary changes to the company's project plan	2
34	0	2	4	3	1	7	4	4	0	5	0	3	0	1	4	3	2	7.0	3	24	After the team meeting, which took place after we had reviewed the proposal, and once we had received feedback from the stakeholders, we were convinced to proceed with the project. 	2
39	4	5	4	1	2	6	4	3	0	8	0	1	0	4	5	2	1	5.0	5	22	After the parade finished, we stopped for coffee and then headed home before the traffic worsened, but because my brother had forgotten his keys, we had no choice but to go back before heading home. 	2
36	3	0	3	4	2	6	7	1	0	6	0	0	3	1	2	4	2	8.0	3	23	Satisfied with our trip, which lasted a perfect length of time and allowed us to see everything on our list, we arrived back home energized and already making plans for our next vacation. 	2
29	2	2	4	0	0	5	4	2	0	4	0	2	2	0	4	2	4	5.0	4	23	Although my cat purred satisfied, whenever her food bowl was full, if she didn't find a way to open the fridge, she whined demandingly. 	2
38	2	0	2	5	1	8	1	4	0	3	1	3	6	1	2	1	1	6.0	2	25	The new marketing campaign, which had been anxiously anticipated by the sales team and heavily dependent on the successful execution of the social media team, was expected to increase quarterly revenue by at least 15%	2
25	0	2	5	0	1	4	2	4	0	4	0	1	1	3	4	2	0	5.0	3	13	The cat, because it was feeling lazy, and the dog, because it needed exercise, both decided to take a nap. 	2
27	2	2	4	1	0	5	4	3	0	4	0	2	0	2	4	2	1	4.0	3	9	As she ate the oysters, her taste buds had already tasted the butter, which had dissolved in the vinegar, because it melted immediately.	2
32	1	3	3	3	1	5	4	3	0	4	0	3	2	1	4	1	1	4.0	2	9	While I was waiting nervously, the meeting began without me because my manager was stuck in heavy traffic, and because I had taken the wrong directions to the office.	2
35	1	2	4	4	1	8	1	5	0	5	0	1	1	1	3	0	3	4.0	4	15	While waiting for the concert to begin, although the crowd was restless, patiently they listened to the performers rehearse, yet the sound of chirping birds mingled with the instruments' melodies.	2
9	1	0	2	0	0	1	1	1	0	1	0	1	0	1	1	0	0	3.0	1	3	Okay, here is the sentence you requested. I added two subordination conjunctions in one sentence:    While walking, I decided, because I was late again, to run to school, despite it being drizzly and chilly outside	2
27	1	1	3	4	0	6	1	3	0	2	1	2	3	1	2	0	1	4.0	2	11	The car that was parked in the wrong lot, however, escaped with a mere warning despite being in violation of two different parking regulations. 	2
52	2	4	3	1	4	15	4	5	0	7	0	0	6	3	5	5	2	7.0	5	14	When the new employee demonstrated an impressive ability to collaborate, both the team lead and project manager recommended that she take over the project management software training, because her peers praised her precise summaries and concise explanations and because she exhibited a natural talent for clearly organizing complex tasks. 	2
40	1	2	5	1	2	7	3	6	0	7	0	1	3	3	4	3	3	5.0	6	22	Because the manager needed to ensure that the information was accurate and consistent, she asked the employee to double-check the form, in case there were any missing details, and afterward, she verified the results	2
29	1	1	3	2	0	7	0	3	0	3	0	4	4	0	4	0	1	3.0	1	14	 With the workshop being postponed until further notice, _and though_ the new date has not yet been announced, many participants are hoping for a quick resolution.	2
29	2	0	2	0	0	7	2	5	0	3	0	1	2	0	3	3	0	4.0	0	24	The car repair crew fixed the brakes _while_ they were replacing _the engine_ ; still, they needed a specialized tool to properly __install __ the new __belts__ 	2
52	4	4	6	2	1	6	11	1	0	7	0	4	5	4	6	5	3	4.0	7	25	Whenever I finish playing with my new ball, although it is quite small, I will use my old one because it is better suited for playing catch with my dog, but if it breaks, however, I will ask my mom to buy me a new one. 	2
19	3	1	5	0	2	2	0	2	2	2	0	0	0	1	2	1	0	4.0	1	10	The manager, however, requested that Mary and Tom, simultaneously but independently, finish the report.	2
37	5	3	2	1	0	8	1	4	0	5	0	2	4	3	2	3	0	4.0	3	24	As the team's lead programmer, I was responsible for managing the project's development while simultaneously training new employees, therefore the final result was delivered later than anticipated yet still met all quality standards	2
35	1	2	5	3	0	5	6	3	0	5	0	2	1	2	4	3	2	5.0	4	16	After the concert, unless I find a decent place to park my bike, I will not go to the after-party, because I hate it when my ride gets vandalized. 	2
43	0	2	4	3	2	9	4	4	0	7	0	2	4	5	4	2	0	8.0	5	10	The team leader urged everybody to keep going, although several members grew tired, because their spirits had been crushed by a recent failure, and yet they had to present their proposal to the board of directors the next day. 	2
22	0	2	3	1	0	4	4	1	0	4	0	2	0	1	3	2	2	3.0	3	12	Although we had been planning for months, after the storm damaged our equipment, we had to reschedule our concert.	2
29	2	2	3	4	0	6	2	1	1	4	0	3	0	1	3	1	3	5.0	4	17	Although he had hoped to be there in time for breakfast, because his train was running late, John ended up having brunch in the train station. 	2
30	0	3	3	2	1	7	4	2	0	4	0	1	1	1	3	2	1	4.0	2	17	Although despite having a lot of confidence, she felt uneasy because she did not prepare for the test, but her classmates' kind words boosted her morale.	2
43	2	1	7	3	1	7	4	5	0	6	0	1	5	4	4	3	1	5.0	5	12	The car, which was sleek and black, sped down the street, past the towering skyscrapers, until it reached the busy intersection, where it suddenly stopped, causing a long line of frustrated drivers to honk their horns. 	2
14	2	1	2	1	0	2	0	0	0	2	2	1	1	1	0	0	1	4.0	2	4	As requested, here are two subordinating conjunctions used together in one sentence:   Once they arrived, after they were finally able to check into their hotel, despite feeling utterly drained from the long journey, they quickly collapsed onto their bed, completely exhausted. 	2
32	2	1	4	0	0	5	1	3	0	8	2	1	3	5	3	3	0	7.0	5	14	The complex sentence was written, carefully crafted to highlight two subordinating conjunctions, which expertly connect two independent clauses to convey a cohesive thought, as the following sentence illustrates:  When the time came to choose, I decided to opt for the more expensive option because it was made of higher quality materials and it also came with a lifetime guarantee, whereas the cheaper option lacked those key features. 	2
37	2	0	5	2	1	7	4	3	0	3	1	2	7	1	3	3	1	5.0	2	13	The teacher, who has been teaching for over 20 years, kindly offered us a comprehensive curriculum vitae, which included her impressive educational background and extensive professional experience, despite the limited time available. 	2
50	3	2	5	4	3	9	2	6	0	8	0	4	3	3	4	1	1	7.0	4	11	The team leader, who had previously worked on similar projects, carefully examined the detailed proposal, because she wanted to ensure that the team would be properly equipped and trained for the project and would adhere to all established timelines, despite any unexpected obstacles or setbacks. 	3
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	3
24	0	2	4	3	0	3	2	3	0	3	0	2	2	0	2	1	2	3.0	2	20	  While sleeping on the beach, because of the hot sun, unless I got a parasol, I would have gotten sunburned.	3
22	1	3	2	1	0	3	2	2	0	3	0	2	2	1	2	2	2	3.0	3	9	  After studying for several hours despite being tired, he failed the exam because he didn't understand the material thoroughly.	3
47	2	2	4	6	1	9	4	7	0	6	0	3	3	2	5	2	1	4.0	3	24	While the train was traveling quickly through the mountain tunnel despite the loud whistle it sounded, which woke up the nearby town, and although the conductor had warned us about the approaching tunnel, we were still caught off guard by the sudden stop.	3
29	1	2	2	2	0	4	3	4	0	4	0	2	3	3	3	3	1	6.0	4	10	Although despite however the teacher had anticipated a larger crowd, many of the students were late, which caused everyone to have to reschedule some of their presentations	3
43	2	3	3	3	1	8	7	3	0	7	0	4	1	4	4	4	1	6.0	5	16	While reading the news during my morning commute, I realized suddenly that I had forgotten my wallet, hence unable to buy the breakfast sandwich I craved and had been thinking about all week, because I had left it at home	3
35	0	2	5	3	2	5	4	3	0	6	0	1	3	3	4	1	1	5.0	4	12	The cat, whose fur was soft and silky, that the baby loved to caress, because it made her giggle, curled up in her crib and drifted into a deep sleep.	3
32	1	1	2	1	2	9	2	4	0	5	0	2	2	2	4	3	0	5.0	2	9	The team manager persuaded the team to work hard and she emphasized their importance, although the clients were pushing for faster delivery times and the company was facing tight deadlines. 	3
