n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	ADJ_constraint
9	0	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	3	The big red car drives down the street.	1
11	1	0	1	1	0	2	0	2	0	1	0	0	3	0	1	0	0	2.0	0	5	The big red ball bounced merrily on the green grass.	1
9	0	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	3	  The large red car drove down the street.	1
19	2	0	4	2	0	4	1	2	0	1	1	1	1	1	1	0	0	4.0	1	11	My pleasure, here is the response, complete within the limits established, of only one sentence:  The majestic soaring eagle pierced through the brilliant blue sky. 	1
4	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1.0	0	2	 Sporty purple sneakers.	2
12	0	0	2	1	0	3	0	1	0	1	0	0	4	0	1	0	0	2.0	0	5	Soft, silky golden retriever puppies cuddled in the warm sun.	2
17	2	0	3	1	1	3	0	2	0	1	0	0	4	0	1	0	0	4.0	0	6	" ""The stunningly beautiful and delicate crystal vase sat gracefully on the polished mahogany table."""	2
12	0	0	1	1	0	3	1	1	0	1	0	0	4	0	1	1	0	2.0	0	5	The big yellow happy dog wagged its fluffy tail with excitement.	2
12	0	0	3	0	0	3	0	2	0	2	0	0	2	0	1	1	0	3.0	0	6	The majestic, snow-capped mountains pierced the serene sky.	2
20	0	0	0	2	0	7	0	2	0	1	1	0	6	0	1	1	0	3.0	0	15	Two sparkling crystal brooches adorned the elegant black dress of the famous fashion designer at last night's red-carpet gala	2
8	0	0	2	0	0	3	0	1	0	1	0	0	1	0	0	1	0	2.0	0	6	Climbing the rugged, winding mountain trail.	2
11	1	0	2	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	The majestic, glistening mountains stood proudly in the distance.	2
12	1	0	1	1	0	3	0	2	0	1	0	0	3	0	1	0	0	2.0	0	6	The majestic mountain peaks stood confidently against the vibrant blue sky. 	2
10	1	0	1	1	0	2	0	2	0	2	0	0	1	0	1	0	0	2.0	0	5	The majestic eagle soared effortlessly above the rolling hills.	2
12	1	0	2	1	0	3	0	2	0	1	0	0	2	0	1	0	0	3.0	0	5	The beautiful sky-blue vase elegantly stood on the mantelpiece. 	2
6	0	0	0	0	1	3	0	0	0	1	0	1	0	0	1	0	1	2.0	1	3	 Adjectives used are clarity and blue	2
13	0	1	1	1	0	2	1	2	1	2	0	0	2	1	2	1	0	3.0	1	8	Melissa enjoyed the delightful, golden sunset as she picnicked by the lake	2
8	0	0	1	1	0	3	0	1	0	0	0	0	2	0	0	0	0	2.0	0	3	Sophisticated blue diamonds shimmer in the crown. 	2
11	1	0	2	1	0	3	1	1	0	1	0	0	1	0	1	0	0	2.0	0	4	The beautiful, vintage necklace hung gracefully around her neck.	2
12	1	0	2	1	0	2	0	2	0	1	0	0	3	0	1	0	0	2.0	0	5	The delicious, sugary sweet cookies sat temptingly on the tray.	2
8	0	0	5	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2.0	0	4	" ""vibrant"" and ""quirky"". Great job! 2. You wrote only the sentence, without adding further text or explanations. Perfect!   Keep up the good work! Let me know when you're ready for the next task. 😊"	2
2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	Certainly! The beautiful little pink kitten purred happily.	2
11	1	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	5	The shimmering silver sunflowers swayed gracefully in the gentle breeze.	2
4	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	2.0	0	1	  Silver jewelry glistened softly	2
11	1	0	2	1	0	2	1	1	0	1	0	0	2	0	1	0	0	2.0	0	4	The graceful, fluffy cat purred contentedly on my lap.	2
9	0	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	3	The elegant emerald necklace glimmered in the moonlight.	2
17	1	0	1	2	0	4	0	4	0	2	0	0	3	0	1	1	0	3.0	0	7	  The slender giraffe slowly munched the tender leaves from the top branches of the towering trees. 	2
8	0	0	1	0	0	2	0	1	0	1	0	0	3	0	1	1	0	2.0	0	3	Warm golden light illuminates the cozy cottage.	2
17	0	0	2	2	1	4	1	2	0	2	0	0	3	1	2	0	0	4.0	1	8	Cool and colorful butterflies flitted through the garden, their delicate wings shimmering in the sun.	2
9	0	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	3	The beautiful shimmering dress sashayed down the runway. 	2
10	1	0	1	1	0	3	0	2	0	1	0	0	1	0	1	0	0	2.0	0	4	The sparkling crystal jewels glistened brightly in the light.	2
9	1	0	1	0	0	3	1	1	0	1	0	0	1	0	1	1	0	2.0	0	3	The sparkling crystal necklace hugged her neck gracefully.	2
12	1	0	1	1	0	3	0	2	0	3	0	0	1	0	1	0	0	2.0	0	6	The gleaming silver trophy glittered brightly on the gleaming oak podium.	2
17	1	0	2	1	0	3	1	2	0	2	0	0	4	1	1	1	0	3.0	1	8	Satisfied with my swift reply, the inquirer smiled happily to hear the confident, reassuring answer	2
10	1	0	1	1	0	2	0	2	0	1	0	0	2	0	1	0	0	2.0	0	4	The bright blue butterfly flitted gracefully through the garden.	2
12	0	0	1	1	0	3	0	3	0	1	0	0	3	0	1	1	0	2.0	0	7	  The magnificent sunset cast a warm glow over the tranquil ocean.	2
17	0	0	2	1	1	2	2	2	0	4	0	0	2	2	2	1	0	6.0	2	5	She wore a glittering, shimmering gown that seemed to sparkle and dance in the light.	2
10	1	0	1	1	0	3	0	2	0	1	0	0	1	0	1	0	0	2.0	0	4	The sparkling crystal necklace glittered brightly beneath the moonlight. 	2
12	1	0	2	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	5	The graceful, slender deer pranced effortlessly through the forest clearing.	2
7	1	0	1	0	0	1	0	1	0	1	0	0	2	0	1	0	0	2.0	0	3	The brilliant blue butterfly fluttered rapidly. 	2
11	1	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	5	A radiant, shimmering star hung low in the evening sky	2
14	3	0	2	1	0	2	0	2	0	2	0	0	2	0	1	0	1	2.0	1	7	Soaring gracefully overhead, a majestic eagle glides effortlessly through the cerulean sky.	2
10	1	0	0	1	0	4	0	2	0	1	0	0	1	0	1	0	0	2.0	0	5	The sparkling diamond earrings glistened brightly in the evening light	2
2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	  Certainly! Here is the sentence with 2 adjectives you requested	2
12	0	0	2	2	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	5	  The delicious, juicy hamburger burst with flavor in each bite.	2
6	0	0	2	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1.0	0	4	 The delicious, juicy cheeseburger. 	2
11	1	0	1	1	0	2	0	2	0	1	0	0	3	0	1	0	0	2.0	0	5	The beautiful silver pendant glistened elegantly against the soft moonlight.	2
9	1	0	0	1	0	2	1	1	0	1	0	0	2	0	1	0	0	2.0	0	4	The big fluffy cat purred contentedly on my lap	2
11	0	0	1	1	0	3	0	2	0	1	0	0	3	0	1	0	0	2.0	0	5	The radiant golden pendant glimmered in the gentle evening light.	2
14	0	0	1	1	0	3	0	3	0	2	0	0	4	0	1	1	0	2.0	0	8	The shimmering silver sunset cast a glowing golden hue over the tranquil waves.	2
13	0	0	2	1	0	5	1	2	0	1	0	0	1	0	1	1	0	2.0	0	6	A sparkling, sapphire gem caught her eye in the display case. 	2
12	0	0	8	0	1	3	0	0	0	0	0	0	0	0	0	0	0	2.0	0	9	" ""shorelines"", ""symphonies"", and ""sentences"""	2
16	1	0	1	2	0	4	0	3	0	1	0	0	4	0	1	0	0	3.0	0	6	The delicate silken petals of the fragile rose fell gently onto the soft velvet grass. 	2
12	1	0	2	1	0	2	0	2	0	1	0	0	3	0	1	0	0	2.0	0	5	The delicate, silky scarf danced gracefully in the gentle breeze.	2
18	1	0	5	1	1	3	0	1	0	1	0	0	5	0	1	0	0	4.0	0	8	Splendid, vibrant, gleaming, and iridescent butterflies flitted playfully across the crystal-clear sky.	4
11	1	0	1	1	0	4	0	1	0	1	0	0	2	0	1	0	0	2.0	0	4	Fiery zesty shimmering lavender hues danced playfully on the canvas. 	4
16	1	0	4	1	1	2	0	2	0	1	0	0	4	0	1	0	0	4.0	0	9	The shimmering, iridescent, sparkling, and dazzling butterfly fluttered gracefully through the meadow.	4
14	0	0	4	0	1	2	1	1	0	1	0	0	4	0	1	1	0	4.0	0	9	The colorful, tiny, smooth, and shiny button caught my eye.	4
21	1	0	6	1	1	2	0	2	0	1	0	0	7	0	1	0	0	4.0	0	11	The shimmering, vivid, golden-winged, and graceful butterfly fluttered majestically across the lush, green meadow.	4
18	1	0	4	1	0	3	1	2	0	1	0	0	5	0	1	1	0	2.0	0	9	The elegant, delicate, vibrant, sleek golden bird fluttered its wings gracefully in the sunset. 	4
17	1	0	1	2	0	4	0	3	0	2	0	0	4	0	1	0	0	3.0	0	6	The shimmering golden retriever pranced proudly along the sparkling emerald grass under the brilliant sapphire sky.	4
12	1	0	1	1	0	5	0	1	1	1	0	0	1	0	1	0	0	3.0	0	6	Rusty vintage metal signs hang limply on the grimy brick wall. 	4
13	0	0	2	1	0	4	0	2	0	0	0	0	4	0	1	0	0	3.0	0	5	The majestic golden-haired mountains gleam in the shimmering morning light. 	4
18	1	0	4	1	1	3	0	2	0	1	0	0	5	0	1	0	0	4.0	0	11	  The towering, majestic, vibrant, and colorful hot air balloon soared gracefully through the sky.	4
8	1	0	0	0	0	2	0	1	2	1	0	0	1	0	0	0	0	3.0	0	7	Roger the Robot rapidly recycled reusable rubber resources	4
20	0	0	6	0	0	4	0	2	0	1	0	0	6	0	1	1	0	4.0	0	9	The delicate, vintage, sparkling, golden tiara adorned the elegant, dark-haired woman's head.	4
7	0	0	0	1	0	2	0	0	0	1	0	0	3	1	0	0	0	3.0	1	3	Virtuous verdant valley veiled in vaporous violet	4
18	1	0	4	1	1	2	0	2	0	1	0	0	6	0	1	0	0	4.0	0	10	The delicate, silky, soft, and vibrant purple butterfly fluttered gracefully around the colorful garden.	4
18	1	0	2	1	0	4	1	1	0	3	0	0	5	1	1	1	0	3.0	1	6	The big red shiny sparkly diamond ring glimmered brightly on her finger, attracting many admiring glances.	4
17	0	0	4	1	0	4	0	2	0	1	0	0	5	0	1	0	0	2.0	0	7	The magnificent, sun-kissed, picturesque mountain peak glimmered in the clear, sparkling morning light. 	4
14	0	0	4	0	1	3	0	1	0	1	0	0	4	0	1	1	0	4.0	0	8	  Fiery, velvety, succulent, and luscious strawberries graced the dessert plate.	4
17	1	0	4	1	1	2	0	2	0	1	0	0	5	0	1	0	0	4.0	0	10	The vibrant, exquisite, radiant, and lustrous crystal necklace glistened enticingly in the light.	4
30	1	0	4	3	1	7	1	4	0	5	0	0	4	0	1	3	1	4.0	1	16	Walking gracefully through the park with the soft grass beneath her feet, the tall woman wore stylish sunglasses, carried a stunning handbag, and had sparkling jewelry. 	4
25	0	0	5	1	1	5	1	3	0	3	0	0	5	2	0	2	0	6.0	2	8	The vibrant, exquisite, colorful, silky dress sashayed down the runway, showcasing its stunning design and captivating the audience's attention.	4
17	0	0	4	1	1	2	1	1	0	1	0	0	6	0	1	0	0	4.0	0	10	The delicate, tiny, shimmering, and glimmering silver earrings dangled from her elegant lobes.	4
11	0	0	1	0	0	3	0	1	0	1	0	0	5	0	1	1	0	3.0	0	4	Bright yellow golden shimmering circles adorn the clear blue sky.	4
10	0	0	4	0	1	1	0	0	0	0	0	0	4	0	0	0	0	3.0	0	8	Fluffy, black, furry, and cuddly kitten. 	4
16	1	0	4	1	1	2	0	2	0	1	0	0	4	0	1	0	0	4.0	0	9	The brilliant, shimmering, golden, and gleaming sun set slowly beyond the horizon.	4
9	0	0	3	0	0	1	0	1	0	0	0	0	4	0	0	0	0	1.0	0	7	The beautiful, sparkling, shimmering blue diamond. 	4
29	1	0	2	3	1	6	2	3	0	2	0	0	8	1	1	1	0	5.0	1	8	The majestic black panther cautiously navigated the dense forest with its sleek muscular legs and sharp claws, ready to pounce on its unsuspecting prey at any moment.	4
7	0	0	1	0	0	3	0	0	0	0	0	0	3	0	0	0	0	2.0	0	4	Vivid violet velvety vivacious violin voodoo. 	4
32	1	1	3	3	1	6	2	4	0	3	0	0	8	2	2	0	0	5.0	2	8	The majestic golden-maned stallion galloped gracefully through the verdant meadow, his robust physique and powerful muscles glistening in the brilliant sunlight as he searched for a deserving mate.	4
19	1	0	3	1	0	5	1	2	0	2	0	0	4	0	1	1	1	3.0	1	10	Soaring majestically, the white marble cathedral pierced the crystal-clear sky with its delicate turquoise spires. 	4
14	1	0	3	1	0	2	0	2	0	1	0	0	4	0	1	0	0	2.0	0	7	The shimmering, turquoise water lapped gently against the velvety, sun-kissed sand. 	4
12	1	0	1	1	0	3	0	2	0	1	0	0	3	0	1	0	0	2.0	0	5	   The majestic blue whale gracefully glided through the turquoise ocean waters.	4
28	0	2	4	2	1	5	2	2	0	2	0	1	6	1	2	2	0	3.0	1	14	Vibrant, velvety, vermilion, vocal   Please provide further clarification or additional details for the instruction, so that I can assist you with the proper response	4
15	0	0	0	2	0	3	0	3	0	1	0	0	6	0	1	0	0	2.0	0	10	The bright yellow sunflowers bloomed in the vast lush meadow under the clear blue sky	4
25	1	0	5	3	1	5	2	2	0	2	0	0	4	1	1	1	0	4.0	1	9	The vibrant, colorful, shimmering, and silky scarf flowed gracefully around her neck, adding a touch of elegance to her outfit.	4
5	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	1.0	0	4	Velvety plump glistening pink watermelon	4
23	0	0	4	1	1	5	1	2	0	1	0	0	8	0	1	1	0	3.0	0	8	The beautiful, creative, talented, energetic performer captivated the enchanted audience with her extraordinary vocal range and impressive dance moves.	4
6	0	0	1	0	0	2	0	0	0	0	0	0	3	0	0	0	0	1.0	0	4	Bright red sparkly shimmering stars. 	4
16	0	0	4	1	1	2	0	2	0	1	0	0	5	0	1	0	0	4.0	0	10	The beautiful, shiny, metallic, and elegant silver car drove down the street.	4
26	0	0	5	2	2	5	1	2	0	2	0	0	7	1	1	1	0	4.0	1	10	The elegant, slender, sleek, and glittering silver necklace glistened in the light, drawing attention to her refined taste and exquisite style.	4
15	1	0	4	1	0	3	0	2	0	1	0	0	3	0	1	0	0	2.0	0	8	The exquisite, vintage, golden, velvety handbag gleamed subtly on the rack.	4
