n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PUNCT_constraint
14	0	0	0	2	0	2	1	1	5	1	0	0	1	0	1	1	0	3.0	0	9	NASA tweeted #support for Ahmed Mohamed via this its account International Space Station	0
8	0	0	0	1	0	1	1	0	1	1	1	1	0	0	1	1	0	2.0	0	5	I will take one ticket to Mars please	0
12	0	0	1	1	0	2	0	1	5	1	0	0	1	0	1	1	0	3.0	0	8	Ahmed Mohamed received support via the NASA International Space Station tweet.	0
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	0
11	0	0	1	1	0	1	1	0	5	1	0	0	1	0	1	1	0	3.0	0	4	Ahmed Mohamed support NASA via its account International Space Station.	0
11	0	0	0	1	0	2	1	1	3	2	0	0	1	1	1	2	0	3.0	1	6	NASA twitted Ahmed Mohamed receiving a high  score on his examination	0
4	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat meowed repeatedly	0
5	0	0	1	0	0	0	0	0	3	1	0	0	0	0	1	1	0	2.0	0	1	NASA supports Ahmed Mohamed.	0
9	0	0	0	1	0	2	1	2	1	1	0	1	0	0	1	1	0	2.0	0	6	I will take a trip to Mars this summer	0
6	0	0	1	0	0	2	1	0	1	1	0	0	0	0	1	1	0	2.0	0	3	NASA retweeted my #spaceleg post.	0
5	0	0	0	1	0	1	0	0	2	1	0	0	0	0	1	1	0	3.0	0	2	NASA tweeted support for Ahmed 	0
14	0	0	0	3	0	2	0	1	5	1	0	0	1	0	0	1	0	4.0	0	13	Sending tweets of NASA's support of Ahmed Mohamed via the International Space Station	0
10	0	0	0	1	0	1	1	1	4	1	0	0	1	0	1	1	0	3.0	0	3	The International Space Station tweeted its support for Ahmed Mohamed	0
22	1	1	3	2	0	4	0	2	4	2	0	1	1	2	2	1	0	5.0	2	7	"NASA supported the #ISSCrew350 launch with tweets from astronaut Jack Fischer saying that the world outside was ""beautiful."" "	0
8	0	0	1	0	1	1	2	0	0	2	0	1	0	0	2	1	0	2.0	0	4	Rain is pouring, and I hate it	0
9	0	0	1	1	0	1	1	0	4	0	0	0	1	0	0	0	0	3.0	0	6	NASA tweets from its International Space Station Account.	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
7	0	0	1	0	0	0	0	1	3	1	0	0	1	0	1	1	0	2.0	0	4	NASA retweeted the International Space Station.	0
11	0	0	1	2	0	1	0	1	4	1	0	0	1	0	1	0	0	3.0	0	3	The International Space Station tweeted in support of Ahmed Mohamed.	0
14	0	0	0	2	0	3	0	1	3	2	0	0	3	1	1	1	0	5.0	1	6	NASA twitted congratulations to the first human baby born in space International Space Station 	0
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	0
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	0
12	0	0	0	2	0	2	1	0	5	1	0	0	1	0	1	1	0	3.0	0	7	NASA tweeted support of Ahmed Mohamed via its account International Space Station	0
10	0	0	0	1	0	2	1	1	2	2	0	0	1	1	1	2	0	4.0	1	4	NASA shared a heartfelt post praising Ahmed for his resourcefulne	0
12	0	0	0	2	0	2	2	0	2	1	0	1	2	0	1	1	0	3.0	0	9	NASA has tweeted its support for Islamic State via its official account	0
15	0	0	1	2	0	2	2	1	4	1	0	0	2	0	1	1	0	3.0	0	8	NASA tweeted their admiration for Ahmed through its official account, the International Space Station 	0
4	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	2.0	0	2	NASA retweeted the photo	0
24	0	0	4	4	0	5	2	3	0	2	1	1	2	0	3	1	1	5.0	1	16	"The sentence with 1 punctuation that I came up with is: ""The vibrant purple hue radiated exuberance throughout the room."" "	1
7	0	0	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	2.0	0	3	I would like an original take.	1
7	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	3.0	1	3	Below is the sentence you requested: My visit always brings me renewed awe for this place.	1
7	0	0	1	1	0	2	0	1	0	1	1	0	0	0	0	1	0	2.0	0	5	Generate a sentence with 1 punctuations. Write only the sentence, without adding further text and without explanations	1
11	0	0	1	2	0	2	1	2	0	1	0	1	1	0	1	0	0	3.0	0	4	I am amazed by the unique architecture of this building.	1
18	0	0	2	0	1	2	3	1	0	4	0	2	1	2	3	1	0	5.0	2	7	Your request seems straightforward, but you haven't mentioned the prompt you're trying to complete. Could you tell me the prompt so that I can answer your query? 	1
2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	Generating. Please wait... The dog's wet paws left an imprint of melted chocolate drool trails behind him.	1
6	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	2.0	0	4	Below is the desired output. The response should complete the previous instruction or task: My favorite feature here is that stone bathtub! 	1
16	2	0	0	2	0	4	2	2	0	2	0	0	2	0	1	1	0	3.0	0	9	 I found the hidden pocket in my trench coat just large enough for the stolen blueprints	1
15	1	0	2	1	0	2	3	1	1	3	0	0	0	1	2	2	0	3.0	1	10	I have to thank Vincent for this offer, it really caught my interest. 	1
7	1	0	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	2.0	0	2	The stunning view always amazes me.	1
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	1
13	1	0	1	1	0	3	2	1	0	2	0	1	1	1	2	1	0	3.0	1	4	 My mind got blown up when I visited the mall last time. 	1
12	2	0	0	1	0	3	2	1	0	1	0	1	0	1	0	1	0	4.0	1	5	 Here is the task again in case your need to see it	1
13	0	0	1	1	0	3	2	2	0	2	0	1	1	1	2	1	0	4.0	1	5	I was amazed by the exquisite crystal chandelier that graced the entrance. 	1
10	1	0	2	1	0	3	0	1	0	0	1	0	1	0	0	0	0	2.0	0	6	Only one sentence, with a single punctuation mark.	1
12	0	0	1	1	0	3	2	2	0	2	0	0	0	1	1	2	0	3.0	1	7	I placed the monkey on a diet to improve its health. ```    I have to say the value of this place always amazes me. I took the cage and place it next to the couch. I would call it the Taj Mahal of the east coast! We want an original take. Dear Dr. Vincent Kaminski,  I placed the monkey on a diet to improve its health. ```	1
13	0	0	2	1	0	5	1	2	0	1	0	0	1	0	1	1	0	2.0	0	8	The candy display, in all its sugary splendor, takes center stage	1
20	1	0	1	2	1	5	1	3	0	4	0	1	0	1	2	1	0	5.0	1	5	The requested output sentence is below: I decided to walk down the street and buy some groceries for breakfast	1
5	0	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	2.0	0	2	Dear Sir or Madam,	1
19	1	0	2	1	2	5	2	2	0	3	0	0	1	0	1	1	0	4.0	0	9	The exteriors charm me with their pastel-colored walls and ornate details and the well-manicured lawns	1
14	1	0	1	1	0	2	3	2	0	1	0	1	2	1	2	1	0	5.0	1	4	The place is stunning with an exotic view that impresses anyone, especially me	1
28	6	1	4	3	1	2	5	0	0	2	0	3	0	2	3	0	0	3.0	2	21	I still have to admit that I had never been there before, and now, after this, it is definitely on top of my list! 	1
17	1	1	1	3	0	2	3	2	0	2	0	0	2	1	3	0	0	4.0	1	7	I stood there in complete awe as I took in the stunning beauty all around me.	1
16	0	0	2	2	0	4	0	3	2	1	0	0	2	0	1	0	0	3.0	0	5	The Taj Mahal-like structure stood tall among the trees in the morning sun.	1
9	0	0	1	1	0	2	1	2	0	1	0	1	0	0	1	1	0	2.0	0	5	 I would add a fireplace to the room.	1
13	2	1	2	1	0	1	1	1	0	1	0	0	2	0	0	1	0	3.0	0	8	Please send the final report to me, as soon as possible.	1
14	1	2	1	0	0	3	2	1	0	2	0	1	1	2	2	0	0	4.0	2	4	This is a cat video so funny that my stomach hurt from laughing.	1
38	2	1	1	4	1	8	3	6	3	2	0	2	4	2	3	1	0	6.0	2	10	The gourmet coffee beverage was so divine that no one would guess I bought it from an automate on West 3rd street and not some famous Paris bistro in the Latin Quarter on the river Seine instead. 	1
2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1.0	0	1	Dear Mark Twain, I think your writing style still rocks! 	1
37	3	1	4	2	0	8	5	4	0	4	1	2	2	3	4	3	0	5.0	3	12	The prompt does not request an answer; however, below are sentences that fulfill its request:  1. The cat purred in its cage next to the couch as I stroked its smooth black fur	1
18	0	0	2	2	0	5	0	4	0	3	0	2	0	2	1	0	0	5.0	2	5	The sentence should be a response to the task instructions, written according to the given constraints.	1
4	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1.0	0	1	Dear John Hancock, 	1
19	1	0	0	3	0	4	1	2	2	1	0	1	3	1	1	1	0	5.0	1	9	I am delighted to accept the award for Best Comeback in Television Drama next to the stunning ocean views	1
12	1	0	3	1	0	3	0	0	0	0	2	2	0	0	0	0	0	3.0	0	4	(Here will be one sentence with one punctuation mark).	1
13	0	0	0	2	1	3	2	0	0	1	0	1	3	0	1	0	0	4.0	0	4	I was sold on its unique blend of modern design and cozy charm	1
45	0	1	6	4	0	7	5	5	5	5	0	3	4	2	4	4	0	7.0	2	28	I can make the sentence by combining elements of several sentences that have been given as examples like this:  The Taj Mahal of the east coast!, I took the cage, We want an original take, Dear Dr. Vincent Kaminski. I have to say, the Taj Mahal of the east coast!, Dear Dr.Kaminsl, the value of this place amazes me	1
4	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1.0	0	1	Dear Dr. Kaminski!	1
10	1	0	1	1	0	1	3	0	0	2	0	1	0	1	2	1	0	3.0	1	4	She said she could make it here in time. 	1
11	0	0	1	0	0	4	1	2	0	2	0	0	0	1	1	2	0	4.0	1	4	I grabbed the remote to adjust the air conditioning unit.	1
23	0	0	3	3	1	2	4	0	4	3	0	1	2	0	2	3	0	4.0	0	11	I will bring coffee; I prefer mine strong, but hot; meet you at noon on Thursday in Conference Room C	1
54	0	1	2	7	3	18	2	8	0	5	1	2	5	3	3	5	0	10.0	3	10	The exteriror design should have elements that create harmony within nature, complement the landscape, and provide privacy and security to the client without disrupting the views and overall visual experience at an elevated distance of 50 meters above the main road which is level with the main floor of the living spaces	1
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	1
19	2	0	3	0	0	3	1	1	0	4	0	2	2	2	2	2	1	3.0	3	9	Generally, when punctuations have limited, sentences would need to have a strong voice, making them shorter	1
17	0	0	0	1	2	5	2	3	0	4	0	0	0	3	2	1	0	4.0	3	8	  The tranquility and beauty of the lake and mountains leave me feeling restored every time I visit	1
5	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	2.0	0	2	The Taj of Newport!	1
4	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1.0	0	1	Please drive carefully!	1
11	1	1	1	0	0	2	2	1	0	2	0	0	1	1	2	1	0	3.0	1	4	The cat purred contentedly as I stroked its soft fur.	1
12	0	0	0	2	0	4	1	3	0	1	0	1	0	0	1	1	0	2.0	0	9	I'll place the cake on the kitchen counter by the window	1
16	0	0	2	2	0	4	0	4	0	1	0	1	1	1	1	0	0	3.0	1	7	The sky-high expectations of the clients are quite the challenge to deal with,	1
23	2	0	2	1	1	4	3	2	0	3	0	0	4	1	2	2	1	4.0	2	10	When you see a giraffe; their spotted pattern and gentle demeanor make them hard to forget, just like this special class	2
28	1	0	2	5	2	5	4	4	2	3	0	0	0	1	2	2	0	4.0	1	11	With a wiggle of his nose and a twinkle of red, he morphed into Santa Claus and gave us all the gifts we secretly wished for.	2
20	2	0	4	2	0	3	1	2	0	2	0	0	4	0	1	0	0	3.0	0	15	The big cats purred contentedly on their own luxurious perches, in the warm, well - lit enclosures.	2
36	1	1	2	4	1	10	4	2	4	4	0	2	1	1	3	2	0	5.0	1	24	You must first register and activate your user account on the Enron.com web portal before you can gain access to our guest speaker content, Mr. Skilling emphasized during an internal video-conference on Tuesday	2
44	2	2	5	5	1	8	4	2	2	6	0	2	4	4	3	0	1	6.0	5	18	Although he may look fierce with his razor sharp fangs and barbed tail, Mr Snugglespaws is truly a cuddle-pony at heart, loving to snooze in his favorite patch of sunbeams, purring happily as he basks in the warmth.	2
31	0	1	4	5	1	8	0	2	0	4	1	0	4	2	2	1	0	5.0	2	11	The two embezzlers absconded with millions, siphoning funds into secret accounts while executives played dumb, or at least played deaf, to the company's cries for help.	2
24	1	1	0	4	0	8	0	3	0	4	0	0	2	3	1	1	0	8.0	3	4	Ethics committees often have great difficulty in deciding on the appropriate level of protection needed to guard against the invasion of the participants privacy	2
18	0	0	3	2	0	3	1	2	0	3	0	0	4	2	1	0	0	5.0	2	5	His beady eyes gleamed, suspended by a fleshy stalk, embedded in the dull gray pulp.	2
37	0	0	5	5	1	12	2	4	0	4	0	0	4	1	2	1	0	4.0	1	22	The lion-faced kelpie waded through the misty loch with its precious cargo, dodging goblin-fish and sea-sprites with deft precision; its mane glistened like a halo in the moisture-laden air	2
23	0	0	1	5	1	7	1	3	0	3	0	0	2	1	0	0	0	7.0	1	5	With the wind-beaten weathering of its wooden slats and glowering presence in a grove  of oaks shaken by the seasonal tempests	2
30	0	0	4	5	0	8	0	3	1	7	0	0	2	2	2	0	0	7.0	2	6	Roger stone faced, flint-hard eyes peered out like chipped fragments of a storm-worn banner raised defiant against the fading light on a ruined keep.	2
50	3	0	5	7	0	11	7	4	0	5	0	0	7	3	3	2	0	9.0	3	10	Her petal-soft skin glistened with sweat; her silky-smooth hair cascaded gracefully over the satin of the bedding that molded conformingly to her voluptuous curves, invitingly beckoning him to join the passionate tangle of their warm flesh within the haven of their secret hideaway. 	2
18	0	0	1	4	0	5	2	2	0	2	1	0	1	0	1	0	0	3.0	0	12	Her feathers glisten in the bright light of the sun, like two shining jewels on her neck	2
13	0	0	1	1	1	6	1	1	0	1	0	0	1	0	2	1	0	3.0	0	8	Our little lambs frolic and hop, gamboling in the sun drenched meadow	2
9	1	0	2	0	0	2	1	0	0	3	0	0	0	0	1	1	1	3.0	1	5	Their bodies, bobbing gently, resembled drifting buoys	2
16	0	1	1	1	1	4	1	2	0	1	0	1	2	1	1	1	0	4.0	1	4	The dog's tongue was hot and slobbery from licking the paws of its owner.	2
27	2	1	5	2	1	4	5	0	0	3	0	0	4	1	3	1	0	3.0	1	15	He gently whispered his final words into her weathered ear, before his large, shaggy body sagged in exhaustion, and finally, he slept. 	2
58	2	1	5	9	4	18	5	7	0	5	0	1	1	4	5	0	0	10.0	4	19	She walked into the conference room, her eyes wide with a mixture of pride and fear, her mind storming with questions and concerns about what the future held for the company, its employees and the industry at large, the echoes of footsteps and murmurs of voices lingering long after the presentation had ended.	2
26	1	0	1	4	0	6	2	5	0	2	0	2	3	1	2	1	0	8.0	1	4	Her frail body was nestled in the safety of a cage, a humane home for a creature who'd seen too much of the world	2
20	0	0	2	2	1	4	3	1	0	1	0	2	4	0	3	0	0	3.0	0	14	With its glossy brown fur and big green eyes, he was the spitting image of his mother.	2
20	0	0	1	3	0	8	0	3	0	2	0	0	1	1	1	0	0	5.0	1	5	Both pups' ears perked at the rusty sound of Dad's pickup truck bouncing down the dirt road.	2
21	1	0	2	3	0	6	0	0	1	3	0	0	4	1	1	1	0	5.0	1	5	Betty's beady blinks basked benignly beneath brassy blonde bangs, braiding barbaric baroque beauty beyond bounds of blinding bling.	2
85	3	1	8	11	3	20	8	8	0	13	0	1	5	8	5	6	0	10.0	8	45	The new intern was assigned tasks that provided a hands-on opportunity to learn how the industry giants think, speak, and collaborate with experts from diverse backgrounds, creating a network advantage for his future; while he learned to write like them, the experience made him uniquely qualified to speak for the organization in his own words, with the authority of the established voice of its executives, and their ability to express complex ideas concisely and with conviction	2
26	0	0	1	5	0	8	3	3	0	3	0	0	3	1	2	1	0	7.0	1	6	They hid their camp under the shade of ancient oak trees whose branches curved towards the river like the fingers of divine blue-skinned lovers	2
16	0	1	2	0	0	5	0	2	1	2	0	0	1	1	1	2	0	4.0	1	5	The team's captain, Chris, called timeout after noticing the opposing team's strategy	2
18	2	1	2	1	0	6	1	1	0	2	0	0	0	1	2	0	0	4.0	1	11	The baby lizards' eyes stared, wide with fear, as their mother's tail thrashed weakly	2
23	1	0	3	2	1	6	4	1	0	1	0	1	3	1	2	2	0	4.0	1	9	She offered her grandchildren cookies from her oven-warming drawer, which were still soft and gooey despite the late hour.	2
20	1	0	3	2	0	8	0	1	0	2	0	1	2	0	2	2	0	4.0	0	6	Overnight camping is available on site; bears frequent the watering holes, so take care with food storage. 	2
28	1	1	2	1	1	6	3	2	0	3	0	1	5	2	3	2	0	5.0	2	11	She offered the company's latest financial forecast, but her calculations revealed the true state of its finances to be far worse than public statements claimed. 	2
18	0	0	2	1	0	4	4	2	0	2	0	1	2	2	2	2	0	4.0	2	8	She spent every spare moment with her camera, recording the wondrous beauty that was her life. 	2
15	1	0	2	2	0	3	0	2	1	3	0	1	0	0	1	1	2	3.0	2	10	Relying solely on the information provided, the board will recommend charges against Johnson.	2
11	0	0	0	1	1	4	1	0	0	1	0	1	2	0	1	0	0	3.0	0	4	Her petals were soft like satin pillows and radiated vibrant aromas	2
33	0	0	4	2	2	7	5	3	0	4	0	1	4	1	4	3	0	5.0	1	14	The new employee’s credentials were impressive, and he had glowing references from his previous employers, but he lacked experience in the industry, which made him a risky hire.	2
15	2	0	3	2	0	3	1	1	0	1	0	1	0	0	1	0	0	3.0	0	7	Alright, her limbs were well-weathered; just like trees in the area	2
19	0	0	2	1	1	6	1	4	0	2	0	0	2	1	1	2	0	4.0	1	8	The manager praised the employee for her outstanding performance, recommending an immediate promotion and a salary increase. 	2
31	1	0	2	3	1	8	2	4	0	2	0	2	4	2	2	0	0	6.0	2	7	The team's superb performance was highlighted by the excellent passing and scoring skills of their new player, who quickly proved to be a valuable asset to the team.	2
19	0	0	2	4	0	6	1	3	0	1	0	0	2	0	1	0	0	4.0	0	6	His bright blue feathers glistened in the sun, like jewels on the wings of a monarch butterfly.	2
25	1	0	3	2	2	6	0	4	0	2	0	2	3	0	1	0	0	3.0	0	17	The kit comes with a instruction booklet, extra batteries, and a reusable filter and can be easily stored in a small closet.	2
28	1	0	4	3	0	8	1	5	0	3	0	0	3	1	2	1	0	4.0	1	10	The killer whale, a predator with no natural enemies, swam effortlessly through the icy water, its sleek body leaving ripples in the frozen landscape.	2
16	3	0	2	0	1	2	2	0	0	4	0	0	2	1	1	1	0	4.0	1	6	Her well-manicured fur and sparkling bright eyes,  made her appear even more majestic	2
19	0	0	2	2	1	5	0	3	0	2	0	0	4	1	1	1	0	3.0	1	8	The puppies had floppy ears and playful spirits, frolicking in the green fields on a sunny day.	2
18	1	1	2	1	0	5	2	2	0	3	0	0	1	2	3	0	0	4.0	2	6	My eyes grew large as the alligator slowly descended, his scales glistening with the afternoon sun.	2
53	1	1	6	9	3	13	4	4	0	3	0	1	8	1	2	1	0	7.0	1	12	Certainly, our speaker will engage with the CEO on topics related to their industry as they sit down for a private dinner, and follow it up with a personalized and luxurious shopping experience at the nearby designer district, complete with private fittings, special discounts, and priority access.	2
15	0	0	2	2	0	3	3	1	0	2	0	0	2	0	2	1	0	3.0	0	7	His feathers fluffed up, he ruffled his crown like a great black phoenix.	2
43	2	0	5	2	3	9	5	4	0	7	0	0	4	3	4	4	0	6.0	3	31	He has a great habitat, well-lit and with water, and several hiding places; a heat lamp keeps him warm and toasty through the winter; the children love to visit him when they come to see their father	2
32	1	0	3	3	1	8	3	3	0	5	0	0	4	3	1	3	0	6.0	3	9	With the guidance of my wise old owl teacher, I mastered various survival techniques, including camouflaging my body to resemble a branch and hopping gracefully through the dense underbrush.	2
13	1	0	1	1	1	2	1	1	0	2	2	1	0	0	1	2	0	4.0	0	6	She had three eyes but could only see the future of two. 	2
21	0	0	2	1	1	7	1	5	0	2	0	0	2	1	1	1	0	4.0	1	9	He wore a fedora hat and a long raincoat, looking every bit a character from a 1940s film noir.	2
14	0	0	2	2	1	4	0	2	0	1	0	0	2	0	1	0	0	4.0	0	9	With great enthusiasm and a tarnish of pride; the lizard glimmered bright. 	2
20	2	0	4	0	2	4	0	3	0	3	0	2	0	0	2	1	1	4.0	1	5	When the bough breaks, the cradle will fall, and down will come baby, cradle and all.	2
27	0	0	4	2	1	4	3	4	0	5	0	3	1	2	4	0	2	5.0	4	16	In the midst of this chaos -- which is the only world we know -- the bands will continue coming, and we will keep listening. 	5
55	4	1	3	3	4	10	2	4	1	7	0	3	10	5	4	2	0	8.0	5	34	States are not just mere political organizations but also deep wells of varied ethical options, and the metal nation -- which has long existed in theory and is now manifesting itself in the public sphere and political life -- seems prepared to face the moral challenge that no other nation seems ready to accept	5
18	1	0	2	2	1	5	1	0	0	1	0	1	4	0	1	1	0	3.0	0	12	With dopey strippers and Satanic morality lessons in heavy metal, can anyone now find true righteousness?	5
26	1	1	3	3	1	3	1	1	3	4	0	0	3	1	2	1	2	4.0	3	17	And so, as Satan continued to play second-best to Judas Priest, heavy metal began to unify itself under the banner of darkness	5
29	1	0	7	1	1	4	1	4	4	1	1	2	1	2	3	0	0	3.0	2	15	* And the winner of the Miss Taco Beauty Competition, 2007 is...(the drums roll... the catwalk is lit... here she comes...).*  Is my response appropriate?  	5
22	1	0	3	1	0	7	2	0	1	3	0	1	1	2	1	2	0	5.0	2	11	Amazon's newest algorithm change is forcing marketers -- especially those involved in retail sales -- to re-up their SEO game. In addition to making certain adjustments and optimizations to titles, meta descriptions, images, etc...	5
20	2	0	7	0	2	6	1	0	0	2	0	0	0	0	1	0	0	4.0	0	11	Raised eyebrows, tsk-tsk, clucks, hisses and harrumphs abound, and yet -- what exactly? Who dares defend the creepy crawlies?	5
18	0	0	2	2	0	6	0	4	0	0	0	2	0	1	1	0	0	3.0	1	13	Ain't no party like a metal party -- cuz a metal party ain't no party.	5
14	0	0	3	2	0	4	0	2	0	1	0	1	1	0	1	1	0	4.0	0	4	The Satanic forces are summoning another wave of dopes-on-stripperpoles. 	5
25	0	0	4	2	2	4	1	3	2	2	0	2	3	0	1	0	0	6.0	0	14	The darkest hour -- a punishing mix of mosquitoes from Houston and Brooklyn -- had been defeated, but there remained a daunting task.	5
43	2	0	7	6	3	8	7	3	0	4	0	0	3	0	3	4	1	6.0	1	18	"Raised by wolves, but we made him human and -- just between you and me -- kinda cute in that ""who let the dogs in"" KISS sort of way; we gave this little creature the tools of civilization. But he is a little confused, as the void where his conscience was supposed to reside now holds a burning desires for dope and groupie strippers"	5
27	1	0	4	4	1	6	1	3	1	2	0	0	4	1	0	0	0	5.0	1	8	Beneath the glossy exterior of a Kardashian reality show, there lies -- as always -- a murkier truth, riddled with bitter accusations and legal battles	5
48	2	2	5	6	3	7	6	2	0	6	0	4	4	4	6	0	0	8.0	4	19	Another generation of heavy metal has taken over -- sorry, it ain't just about strippers and nope and we'll get around to that, because as metal evolves into an international music that belongs to everyone, it becomes weirder and has become guardian. 	5
51	3	1	6	4	3	14	1	5	0	5	0	2	4	2	3	4	0	5.0	2	21	Another glorious mutation of grindcore has taken over, and -- ooooh noo -- these cacophonous thrashing hymns to despair, disgust, and defiance may just awaken the masses to shove reality up its own arse and scream until society vomits forth some goddamn change for a bloody chance.	5
34	1	1	2	1	2	7	1	2	1	7	0	2	4	0	2	5	4	9.0	4	26	Federal authorities, worried that Satan's followers have turned too much to dope and forgotten their mission to uphold moral behavior and protect youth, have launched a massive probe into the allegations	5
60	1	2	9	6	2	11	4	6	0	7	1	3	6	3	3	2	0	7.0	3	41	Oh yeah, metal's become a big international business -- with every flavor of musical style imaginable, but sorry, there are no strippers doing acid-soaked pole-dancing to any of this -- and even if there were, do you think for one moment that real punk would tolerate any of that crap? 	5
21	2	0	3	0	2	3	2	2	0	3	0	2	1	2	3	1	0	5.0	2	5	Sorry and strippers and dope ain't -- we guarantee -- all you'll see when that day finally dawns.	5
27	1	0	5	0	3	6	3	2	0	2	0	2	2	2	2	2	0	5.0	2	15	And -- Sorry -- it ain`t all rock `n` roll and rebellion, neither -- no matter how many bands make you believe it is	5
33	3	0	2	5	1	8	1	3	1	3	0	2	3	2	2	1	0	6.0	2	12	Histories of extreme metal, in all their complexity, may also come to reflect a period of intense global conflict when religion was increasingly associated with violence by fundamentalists and the West	5
23	0	0	5	2	1	7	0	3	0	1	0	2	2	0	2	0	0	4.0	0	10	Another wave of scandalous rock 'n' roll vibes has invaded and -- sorry -- the devil's in the mix.	5
