n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PROPN_constraint
13	0	0	1	4	0	1	0	1	5	1	0	0	0	0	1	0	0	2.0	0	11	Alice went to Paris for tea with Marie-Claire at the Louvre	3
25	0	0	2	2	0	3	0	2	8	1	2	2	2	0	2	1	0	4.0	0	9	The sentence with three proper nouns is:   The Paris Opera House will debut Le Cirque du Soleil's next production in January 2024. 	3
24	1	0	3	2	0	1	0	3	7	1	1	1	2	0	1	0	1	5.0	1	13	The University of Oxford's Radcliffe Camera, overlooking the River Thames, is one of the United Kingdom's most famous landmarks. 	3
15	0	0	1	1	0	1	0	2	6	1	0	0	3	0	1	1	0	3.0	0	9	The Boston Red Sox played the New York Yankees at Fenway Park last night.	3
18	0	1	6	1	1	2	1	0	3	1	0	1	1	0	1	1	1	4.0	1	11	"  ""After visiting Rome, Paris, and London, my passport is full of stamps."""	3
46	1	1	3	7	4	12	1	6	3	3	0	0	4	2	2	1	0	7.0	2	19	The Cairo train station echoed with the announcements of the arrival and departures of trains, while the crowds of tourists and locals scurried about, eager to catch their rides to either the bustling city of Bombay or the charming coastal town of Marrakech.	3
10	0	0	3	0	0	1	0	1	4	1	0	0	0	0	1	1	0	3.0	0	5	The sentence features Paris, France, Eiffel Tower.	3
14	0	0	3	2	0	1	1	0	2	1	1	1	2	0	1	0	0	2.0	0	8	" ""We will meet at Central Park next Thursday at 5 pm.""  "	3
45	0	1	7	3	0	6	2	3	11	4	0	0	6	2	1	3	0	5.0	2	15	The Cairo-based Arabic University hired a prominent lawyer, Nermin El-Khadem, to investigate Dr. Lila Ashkar’s complaint about her colleague, Dr. Fadi Barazi, for using unauthorized notes during their last lecture on the Alexandrian grammatical tradition. 	3
17	0	0	0	1	0	4	1	3	5	2	0	0	0	1	1	2	0	3.0	1	9	The Smith sons visited the Windsor castle during their summer vacation to meet the King George VI	3
11	0	0	3	0	1	0	0	0	7	0	0	0	0	0	0	0	0	2.0	0	7	 Walt Disney World, Tokyo DisneySea, and Cinderella Castle.	3
18	0	0	2	1	0	0	0	3	8	2	0	0	1	1	1	2	0	3.0	1	6	The Toronto Raptors beat the Golden State Warriors to win the NBA Championship in Oakland, California.	3
22	1	0	2	1	1	0	0	3	10	2	0	0	2	1	1	1	0	4.0	1	6	The Cairns Esplanade Lighthouse stands prominently on Trinity Inlet, overlooking the picturesque Harbourmaster Cairns Marina and the vibrant Cairns Esplanade.	3
22	0	0	3	4	0	1	1	1	8	2	0	0	1	1	1	1	0	4.0	1	9	"  ""I traveled to Paris to meet Catherine at Notre Dame Cathedral after a delicious brunch at Le Pain Quotidien."""	3
23	0	0	4	3	0	2	0	2	7	1	1	1	2	1	2	1	0	5.0	1	6	"The sentence with 3 proper nouns is: ""Michael met Lisa at the Empire State Building in New York City."""	3
17	0	0	3	1	1	2	1	1	5	1	1	1	0	1	2	1	0	4.0	1	8	Mona, Paris, and Giverny are three places that inspire the work of Claude Monet.	3
20	0	0	2	4	0	2	0	3	5	1	0	0	3	0	1	0	0	3.0	0	11	The Chicago River flows through the heart of Windy City, past iconic architectural landmarks like the Willis Tower.	3
21	0	0	2	2	0	5	0	2	5	1	0	1	1	0	1	0	0	4.0	0	8	The company's top-notch research team at NASA's Kennedy Space Center are preparing for the Mars2020 mission. 	3
18	0	0	1	2	0	0	0	3	8	1	1	0	2	0	1	1	0	3.0	0	12	  The Boston Red Sox beat the New York Yankees in the 2018 World Series at Fenway Park.	3
21	0	0	1	1	2	3	0	3	8	1	0	0	1	0	1	1	0	4.0	0	6	The Smithfield Academy's annual charity run raised funds for both the Canine Care Rescue and the Stella Maris Hospital. 	3
9	0	0	3	0	0	0	0	0	5	0	0	0	1	0	0	0	0	3.0	0	7	California, San Francisco, Golden Gate Bridge. 	3
20	0	0	2	1	1	3	0	3	5	1	0	0	4	0	1	1	0	4.0	0	10	The University of Oxford, the Eagle, and Sherwood Forrest hosted the 10th annual intercollegiate debate championships last weekend	3
14	0	0	3	0	1	2	0	2	4	1	0	0	1	0	1	1	0	4.0	0	5	The sentence features the proper nouns Tokyo, Japan, and Mount Fuji. Here it is:  Tourists gaze in wonder at Mount Fuji as seen from Tokyo, Japan.	3
25	0	0	2	1	1	4	1	2	6	2	0	0	5	1	1	2	0	3.0	1	13	The Culinary Queen's Royal Kitchen serves exquisite French Macarons and Chocolate Mousse at their luxurious Pasadena location, offering an unforgettable dining experience. 	3
18	0	0	2	0	0	2	0	2	7	2	0	0	2	1	1	2	0	6.0	1	5	 Canterbury Cathedral hosts Easter services featuring the Anglican Church's primate, the Most Reverend David Wilson.	3
27	1	0	5	2	2	3	3	0	5	3	2	0	1	0	2	3	0	5.0	0	9	We successfully completed your task and present our answer:  Coca-Cola acquired 3 new territories in Europe in 2019: Sweden, Croatia, and Ireland. 	3
76	1	0	10	9	4	10	1	6	20	6	5	0	3	2	2	2	1	7.0	3	41	 The International Space Station, launched by NASA in 1998 and continuously occupied by astronauts since 2000, orbits the Earth at an altitude of 250 miles, with a crew of six including Commander Michael Hopkins, Pilot Victor Zalgaldovas, and Engineers Nina Desai, Marco Pinto, Yuri Kovalenko, and Ying Yu; their mission includes conducting experiments on the Station's Canadian robotic arm and a zero-gravity 3D printer	6
35	0	1	3	3	2	1	1	3	17	2	0	2	0	1	3	1	0	5.0	1	13	 The Berlin Wall divides East Berlin from West Berlin; East Berlin is known for its Brandenburg Gate and Checkpoint Charlie, while West Berlin is home to the Deutsche Domain and the Kurfürstendamm. 	6
56	2	1	8	9	0	5	1	6	14	4	3	1	2	2	3	1	1	6.0	3	20	   The Venus de Milo, purchased in 1798, graces the wings of the Louvre, one of three Museums in Paris, while her mirror-image twin sways gently at the Metropolitan Museum of Art, in the city of New York, where Lady Gaga has performed atop the Empire State Building.	6
80	2	0	16	9	2	15	6	3	16	4	0	1	5	2	2	2	0	8.0	2	35	"Ms. Alice Kennedy successfully navigated her speedboat, ""Luna,"" through the turbulent waves of New York Harbor to reach her secluded beachfront property, ""Oyster Cove,"" in time for her afternoon tea, served on the expansive garden terrace of her waterfront mansion, ""Crest Hill,"" where she was joined by her friends, Mr. John Smith and Ms. Emily Taylor, for a leisurely afternoon of relaxation and conversation."	6
37	0	1	3	6	1	6	0	4	6	4	0	0	5	2	1	2	1	5.0	3	12	The team of talented engineers at SpaceX, led by Elon Musk, developed the revolutionary Starship technology to explore Mars and the distant reaches of the solar system while collaborating with NASA on future missions.	6
45	0	0	13	3	1	7	0	2	12	1	2	0	3	0	1	1	0	5.0	0	25	The United States National Aeronautics and Space Administration (NASA) astronaut, Neil Armstrong, stepped foot on the moon's (Mondragone) lunar surface, on Apollo 11's (AS-506) maiden mission, on June 20th, 1969.	6
49	2	0	6	5	3	3	2	3	17	8	0	0	0	2	3	5	0	6.0	2	28	John attended Brown University, where he majored in Business Economics and minored in Computer Science, graduating cum laude and receiving the Deans List Award; later he married Emma Waverly at the Chelsea Town Hall, honeymooned in Provence, and purchased a brownstone in Brooklyn. 	6
60	1	0	9	6	1	7	2	5	15	4	0	1	6	3	2	2	0	9.0	3	16	The company's president, Dr. Sarah Johnson, flew to Tokyo on United Airlines to meet with the Japanese representative, Ms. Akira Suzuki, at the Akita Conference Center to discuss the global expansion of their successful smartphone application, MyGarden, which had already gained significant popularity in the United States, Europe, and Australia.	6
30	1	1	4	2	2	4	0	1	8	5	0	0	0	1	1	4	1	5.0	2	15	"  ""After attending Boston University and earning a bachelor's degree in finance, Dr. John Harvard returned home to London and donated land to establish Harvard College."""	6
26	0	0	2	4	0	4	1	1	9	1	3	0	1	0	1	1	0	3.0	0	17	Atlanta Braves pitcher Kyle Wright delivered   six strikeouts during his major league  debut in Nationals Park against the Washington  Nationals on April 25, 2022.	6
23	0	0	5	2	0	5	2	1	4	2	0	0	1	1	1	2	0	3.0	1	8	" ""The Smith family took their golden retriever, Max, to visit their relatives at Camp David during spring break."""	6
35	2	0	2	5	0	3	0	4	12	2	0	1	3	2	1	1	0	3.0	2	22	  President John F. Kennedy met with Prime Minister Nikita Khrushchev at the Berlin Wall in front of the Brandenburg Gate during a chilly autumn evening, decreeing the Cold War to be over indefinitely.	6
46	0	0	5	5	4	7	0	4	13	3	0	1	4	1	1	1	0	7.0	1	31	   The Tokyo Olympics featured impressive performances by Olympic athletes such as Simone Biles, Lindsey Vonn, and Yuzuru Hanyu in venues including the Ariake Gymnastics Center and the Nippon Budokan, and was watched by an international audience across continents, countries, and languages	6
46	0	0	5	5	2	5	1	6	12	3	0	0	7	0	1	2	0	8.0	0	11	The esteemed Professor Henry David Thoreau visited the charming village of Concord, Massachusetts, walked through the tranquil Walden Woods, and enjoyed a delightful picnic on the grassy banks of the winding Sudbury River with his intellectual and kind friend, Margaret Fuller.	6
36	0	0	4	7	1	3	1	2	14	4	0	0	0	1	1	1	0	5.0	1	13	Melania Trump visited Lake Como in Italy, stayed at Villa la Cupola, and went to the Borromean Islands on a boat tour with George Clooney, vacationing near his home in Lake Como. 	6
31	1	0	3	2	3	3	2	2	9	4	0	0	0	1	1	3	0	5.0	1	10	Reyes drove her Mustang to Seattle's Pike Place Market to meet her friends, Kyle and Samantha, and grab some freshly made fish and chips from The Codfather. 	6
33	0	0	4	1	3	7	1	2	10	2	0	1	2	2	2	2	0	9.0	2	9	 Lake Tahoe is a popular vacation destination offering year-round activities and stunning vistas that include Mount Rose, Emerald Bay, and the Nevada cities of Reno and Carson City. 	6
15	0	0	1	2	0	1	0	1	6	1	0	0	2	0	1	1	0	4.0	0	4	  The Parisian Museum of Modern Art displayed Monet's Impression, Sunset at Waterloo Bridge	6
18	0	0	1	2	0	1	2	0	7	3	0	1	0	2	2	1	0	5.0	2	5	  Mrs. Smith traveled to London to visit her friend Lady Diana who was vacationing in Buckingham Palace.	6
15	0	0	6	0	1	0	0	0	7	1	0	0	0	0	1	1	0	3.0	0	11	  Sandy visited Boston, Rome, Tokyo, Moscow, Paris, and Beijing.	6
19	0	0	3	4	0	2	1	2	4	2	0	0	0	1	1	1	0	4.0	1	7	"""The Smiths went to the Bank of America to withdraw cash for their trip to Disneyland."" "	6
60	0	0	4	11	0	15	1	4	11	7	1	0	4	5	2	3	0	10.0	5	15	The International Space Station conducted an experiment on the effects of zero gravity on cotton crops, using seeds from NASA's Space Farm Research Center, which revealed significant growth anomalies according to data analyzed by scientists at the European Space Agency's Columbus Module, with notable differences between cotton samples exposed to varying durations of weightlessness.	6
52	1	0	5	5	4	3	0	7	21	2	0	0	3	1	1	1	0	5.0	1	37	The United Nations Development Programme partnered with the World Health Organization, the United States Agency for International Development, the Bill and Melinda Gates Foundation, the Centers for Disease Control and Prevention, and the Ministry of Health to successfully implement a polio eradication initiative in Afghanistan and Pakistan.	6
25	1	0	1	5	1	6	0	4	3	2	0	0	2	1	1	2	0	5.0	1	9	The team of researchers from the University of Tokyo successfully developed the robot using funding from the Japanese government and technological support from IBM. 	6
32	0	0	6	5	0	5	0	6	4	1	0	0	5	0	1	0	0	4.0	0	19	 The tall mountain, Mount Everest, looms over the small town, Katmandu, in the eastern region of the Himalayas, beneath the clear sky of the solar system.	6
75	1	0	9	9	2	10	2	7	23	4	0	1	6	2	2	2	0	8.0	2	36	   Dr. Jane Smith proudly accepted the John Doe award at the prestigious ABC Corporation's yearly gala event, hosted by celebrity CEO Bob Brown, at the iconic XYZ Building in downtown Los Angeles, California, with her colleagues Dr. Jane Doe and Jack Johnson, all of whom are dedicated members of the pioneering team at the nonprofit organization, the Global Foundation for Advanced Research and Education (GFARE).	6
5	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1.0	0	2	  1. President Joe Biden	6
75	2	0	6	10	5	6	0	9	21	4	0	0	12	1	1	1	0	10.0	1	20	"The distinguished and celebrated Dr. Evelyn M. Wells enthusiastically delivered an impactful lecture on the intriguing topic of ""The Artificial Intelligence Revolution and the Future of Work"" at the esteemed 50th annual World Technology Conference, graciously held at the prestigious Tokyo International Center, to a captivated audience of esteemed professionals and dignitaries, such as Dr. Shinichiro Ono and Dr. Taro Yamada, at the bustling intersection of Shimbashi and Hamamatsucho"	6
28	0	0	5	5	1	3	2	1	6	3	0	0	2	0	1	2	0	4.0	0	15	"  ""I traveled to Beijing on Friday morning, purchased several souvenirs in Tiananmen Square, and visited the Forbidden City during my stay in China."" "	6
32	0	0	2	2	1	4	1	1	14	2	0	0	3	1	1	2	0	4.0	1	10	Luxembourg's Finance Minister Pierre Gramegna attended the OECD's annual ministerial meeting in Paris, discussing tax reforms with his US counterpart Steve Mnuchin and French Minister Bruno Le Maire. 	6
59	0	0	5	13	3	10	1	7	11	1	1	0	7	0	1	1	0	7.0	0	25	"The International Committee for the Development of the Oceanic Territory in collaboration with the Ministry of Scientific Research of France and the Intergovernmental Oceanic Commission of UNESCO organized the training program for scientists and technicians of Pacific island countries on ""The management of coral reefs and their ecosystems"" in Papeete, Tahiti, in May 2022. "	6
35	1	0	0	3	2	6	0	5	9	4	0	1	2	2	1	3	0	6.0	2	9	  The United Nations Environment Programme and The Nature Conservancy are working together in The Gambia to protect mangrove forests like the Abuko Nature Reserve to preserve wildlife habitats and mitigate the effects of climate change	6
56	0	0	3	8	2	8	2	7	17	6	0	0	2	4	2	5	0	9.0	4	20	  The University of Oxford team comprised of professors Timothy Beazley, Catherine Deneuve, Henry Longfellow, and Sophie Prescott studied the remains of the Great Wall of China in Shanghai to understand the history of the Qin dynasty and discovered a rare fragment that helped them confirm the birth year of Emperor Cheng of Han	6
40	0	0	4	8	1	7	1	4	7	4	0	1	3	1	2	1	1	8.0	2	13	The University of New York, located in the beautiful city of Paris, hosted a summer conference on climate change that was attended by prominent experts from leading institutions like Harvard, Stanford, and the University of Oxford	6
38	2	0	7	3	1	1	0	4	15	1	0	2	2	0	1	0	0	4.0	0	27	The University of California, Berkeley; Harvard University; the Massachusetts Institute of Technology; Stanford University; Princeton University; and Yale University have long been considered the most prestigious universities in the United States.	6
52	1	0	5	7	1	6	1	5	15	4	0	1	5	2	1	2	0	5.0	2	27	The Cincinnati Clowns played the St. Louis Sluggers at Great American Ball Park in Cincinnati Ohio, using bats made by the famous Louisville Slugger company, but unfortunately got struck out by the talented Seattle Mariners' pitcher, Felix Hernandez, in the 10th inning during their exhibition game. 	6
49	1	0	8	4	3	4	2	3	15	5	0	3	1	3	3	1	0	9.0	3	12	The company will expand into Moscow, Berlin, and London, where its executives will build a new team with Jena Lee, Ramesh Singh, and Amber Taylor, who will collaborate with the existing teams led by Elena Kim, Alexa Thompson, and David Patel	6
42	1	2	4	6	1	4	1	4	12	6	1	0	0	4	2	4	0	7.0	4	16	 Mario visited Disneyland, Tokyo, Japan using a Nintendo Switch during the springbreak of 2019 while staying at the Disneyland Hotel before leaving for a vacation to Hawaii, where he met Mickey Mouse and ate pizza at Pizza Planet. 	6
35	1	0	5	4	1	1	0	5	10	3	0	0	4	0	1	1	0	4.0	0	15	"   ""The New York City Mayor visited The White House, met with The President and The First Lady, then went to dinner at The Smithsonian's National Museum of Natural History."""	6
14	0	0	6	0	1	0	0	0	6	0	0	0	1	0	0	0	0	2.0	0	12	 Roseville, New York, Hollywood, Paris, Rome, and Sydney. Here is the sentence	6
46	0	0	7	5	2	3	1	2	18	3	2	2	1	0	1	0	1	5.0	1	25	Mr. and Mrs. Richard Parker Johnson Sr., residing at 8714 Ridge Street, Mapleville, Pennsylvania, have been invited to a gala dinner by Mr. and Mrs. Rupert Murdoch at their mansion in Los Angeles, California, this coming December twenty-third	6
