n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PRON_constraint
9	2	0	0	1	0	2	0	0	0	1	0	1	2	0	1	0	0	2.0	0	3	Fine French wines are highly coveted among aficionados worldwide	0
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	0
4	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1.0	1	1	Wonderful service provided.	0
6	0	0	0	1	0	2	0	1	0	0	0	0	2	0	0	0	0	2.0	0	4	Splendid luxury at an affordable cost	0
9	0	0	0	2	0	2	1	2	0	1	0	1	0	0	1	0	0	2.0	0	6	They will wait in the lounge before the departure	1
9	0	0	0	1	0	2	2	0	1	1	0	1	1	0	1	1	0	2.0	0	6	Sue can finish her work at her own speed	1
13	1	0	1	2	1	2	1	2	0	2	0	1	0	0	1	0	0	4.0	0	3	They can go ahead and work on that section of the task. 	1
6	0	0	0	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	She studied for hours that night  	1
5	2	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1.0	0	2	She can work there too	1
6	1	0	1	0	0	0	2	0	0	1	0	1	0	0	1	1	0	1.0	0	2	She will bring hers too.	1
19	4	1	2	1	0	0	4	0	0	3	0	3	1	1	2	2	0	3.0	1	12	She must finish that before starting anything else, so she will be totally focused there for now.	1
8	0	0	1	0	0	1	2	0	0	1	0	1	2	1	2	1	0	3.0	1	2	She is glad they have enough space. 	1
10	1	0	0	1	0	4	0	2	0	1	0	0	1	0	1	1	0	3.0	0	6	That side of the office building now anticipates further projects	1
8	1	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	2.0	0	5	She laughed heartily at the silly clown. 	1
13	2	1	1	0	0	1	2	1	0	3	0	2	0	3	2	1	0	4.0	3	7	It can help us get more done before the day is over. 	1
5	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	2.0	0	2	She must complete this step	1
10	0	0	1	2	0	2	2	2	0	1	0	0	0	0	1	1	0	2.0	0	7	She took the baton from the runner before me.	1
25	2	1	2	1	1	2	5	1	0	4	0	3	1	3	3	2	0	6.0	3	13	That can be ours to claim now, if you will follow me, but it requires more work to keep ahead of the others	1
15	2	0	2	1	0	3	1	2	0	2	0	1	1	1	1	2	0	3.0	1	8	She would start that side of the work immediately, expecting additional beasts soon.	1
21	0	0	1	2	0	5	2	3	0	5	0	2	0	4	3	1	0	5.0	4	10	He went into the meeting room to address the gathering, hoping the suggestions he had crafted would meet with acceptance	1
5	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1.0	0	2	I was impressed too!	1
4	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1.0	0	2	She was impressed. 	1
12	0	0	1	1	0	3	2	0	0	3	0	1	1	2	1	1	0	5.0	2	4	She felt proud seeing her work being recognized by industry professionals. 	1
5	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1.0	0	2	They can wait here.	1
12	0	0	0	2	0	2	3	0	0	0	0	2	3	0	1	0	0	3.0	0	4	They will be happy with his unique gifts for their special occasion	1
7	3	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	2.0	0	3	Their team worked very well together. 	1
4	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1.0	0	2	They will arrive tomorrow	1
17	0	0	1	2	0	4	2	1	0	3	0	0	3	2	1	2	0	4.0	2	9	They found it helpful to begin preparations for additional beasts in the future, bringing extra resources	1
5	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	0	2.0	0	2	She will arrive before dark	1
14	1	0	1	0	1	3	2	0	0	2	0	1	2	1	1	2	0	3.0	1	6	They will also need proper care and attention to maintain their good health.	1
4	0	0	0	0	0	0	2	0	0	1	0	1	0	0	1	1	0	1.0	0	2	She will enjoy it	1
23	3	1	1	2	0	3	3	2	0	4	0	1	2	3	2	2	0	7.0	3	7	It impressed us thoroughly because we will certainly have more beasts to do on the other side of the work going forward.	1
15	1	0	1	2	0	2	3	1	0	3	0	1	0	2	2	0	0	4.0	2	6	She will continue to work on the project when I return from my break. 	1
26	0	1	1	3	0	4	1	4	0	4	1	3	2	3	1	1	0	9.0	3	6	It does not seem that these instructions can be used to determine the output of any other task different from the seven provided as examples. Therefore, this response will not answer the instruction. 	1
8	0	0	1	1	0	2	1	2	0	1	0	0	0	0	1	1	0	2.0	0	5	She took the books off the shelf.	1
14	2	0	1	2	0	2	1	2	0	2	0	2	0	1	1	0	0	3.0	1	6	I was surprised by how well prepared the team was for the challenge.	1
7	0	0	1	1	0	1	2	0	0	1	0	1	0	0	1	1	0	2.0	0	3	He will meet us at noon.	1
9	2	0	1	0	0	0	1	0	0	1	0	2	1	1	1	0	0	2.0	1	3	She will be able to get there early.	1
8	1	0	0	0	0	0	3	0	0	2	0	1	0	1	1	2	0	2.0	1	4	We can use it now to prepare ourselves	1
21	3	2	1	2	0	4	3	2	0	4	0	0	0	3	3	0	0	5.0	3	6	The bird soared high, its feathers glistening in the sun before it swooped down gracefully to landing in its nest	1
8	0	0	0	1	0	3	0	3	0	1	0	0	0	0	1	1	0	3.0	0	3	The manager accepted the responsibility for the project	1
16	0	0	3	2	0	3	1	3	0	2	0	0	2	0	1	0	0	6.0	0	4	I stood amazed, entranced by each deft motion, the precision of the dance.	1
5	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1.0	0	3	I was thoroughly impressed!	1
17	1	0	2	2	0	4	1	3	0	2	0	1	1	1	1	2	0	3.0	1	8	We can finish this part of the work now, expecting additional beasts in the future.	1
18	0	0	4	1	1	5	1	0	0	2	0	2	2	1	1	0	0	4.0	1	5	They must be prepared with suitable protective wear, including rubber gloves, boots, and goggles.	1
24	1	1	4	2	0	5	3	3	0	2	0	0	3	1	3	0	0	3.0	1	17	I stood there, awestruck, as the magnificent beasts galloped past me, their noble faces a blur through the heat haze. 	1
5	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1.0	0	3	He was thoroughly impressed!	1
5	0	0	1	1	0	0	2	0	0	1	0	0	0	0	1	0	0	2.0	0	2	I learned from you. Let me do it alone now	1
4	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1.0	0	2	They can go. 	1
12	0	0	1	1	1	1	1	0	0	3	0	2	1	1	1	0	0	3.0	1	5	They have been trained to recognize and respond to human faces. 	1
4	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	2.0	0	2	She smiled with excitement	1
17	0	0	3	1	2	6	2	0	0	2	0	0	1	0	1	2	0	5.0	0	6	I took their advice and packed light clothing, comfortable shoes, and plenty of water.	1
6	0	0	0	1	0	1	1	1	0	2	0	0	0	1	1	0	0	3.0	1	3	She felt exhilarated after the performance	1
8	1	0	0	0	0	1	1	1	0	2	0	1	0	1	1	1	0	3.0	1	3	They can begin now to develop those skills	1
24	1	2	1	2	1	3	6	0	0	4	0	1	2	1	3	2	1	5.0	2	9	If we do something with too much pride, we may make it difficult for them to understand and take action on our message	3
16	1	0	2	0	2	3	2	0	1	2	0	1	1	0	1	2	0	3.0	0	9	They tried different positions and techniques but couldn’t quite reach her G-spot.	3
12	0	0	3	1	1	3	1	1	0	1	0	0	1	0	1	1	0	3.0	0	8	They exchanged books, pens, and pencils for each other. 	3
36	1	1	2	1	1	7	8	3	0	6	1	1	2	4	6	5	0	6.0	4	20	She advised me which hair products suit my hair type, she gave me three samples to try, and she scheduled an appointment for me to return when I'm ready for the entire range	3
16	0	0	3	1	0	3	3	2	0	2	0	0	1	1	1	1	0	4.0	1	5	  We - they - she needed to review the latest changes to the project plan.	3
12	0	0	1	2	1	3	2	1	0	2	0	0	0	0	1	1	0	3.0	0	5	They walked to the park and played catch with their dog.	3
11	0	0	0	1	0	3	2	2	0	2	0	0	1	1	2	2	0	4.0	1	4	They each brought unique perspectives which added value to the project	3
22	0	0	1	3	1	4	2	3	0	4	0	1	1	3	1	0	0	5.0	3	8	She and her friends were looking through the pictures at the gallery, trying to decide on the best one to buy	3
21	0	0	4	3	1	4	3	1	0	3	0	1	1	2	1	1	0	6.0	2	5	" ""They found themselves getting lost in the city, struggling with its complex streets and mazes of traffic.""  Here's another challenge for you"	3
19	0	0	2	2	2	2	5	1	0	3	0	1	0	1	2	1	0	3.0	1	13	  She asked him and myself to go to the party, and she would pay for her friend. 	3
3	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1.0	0	1	  * Pronoun 1	3
8	0	0	1	1	0	1	2	1	0	1	0	1	0	0	1	1	0	2.0	0	4	I can generate this sentence for you:  She mailed them to herself, but he was surprised when they did arrive, because he thought she had mailed them to him	3
19	0	1	3	2	1	3	4	3	0	2	0	0	0	1	1	1	0	3.0	1	7	She, him, and they each took a bite of their sandwiches before reacting to the news.	3
23	1	0	3	2	1	4	4	2	0	5	0	0	1	1	1	5	0	5.0	1	8	They tried it on, adjusted it, then made their way through the store, comparing prices and seeking the perfect fit	3
28	3	1	2	0	3	1	6	1	0	6	0	1	2	3	5	1	0	4.0	3	17	She ordered them online because he had to work late and she had to pack, but they arrived the next day and she was so grateful. 	3
17	1	0	3	2	1	2	3	2	0	1	0	0	2	0	1	0	0	3.0	0	7	She, we, and it all worked together on the new project with great efficiency.	3
16	0	0	3	1	1	2	4	1	0	3	0	0	0	2	1	2	0	6.0	2	5	They found themselves, she, and it struggling to finish the project on time.	3
25	3	0	3	0	1	3	5	2	0	4	0	0	4	1	3	4	0	4.0	1	17	She helped us pick the most beautiful flowers, he took the most breathtaking pictures, and they made our big day truly special.	3
29	1	0	4	1	1	4	7	1	0	5	0	3	2	1	5	3	0	5.0	1	18	You should definitely go for a break, we will handle this, they deserve full credit, and I will make sure their work meets your approval. 	3
17	1	0	3	1	2	1	3	2	0	1	0	0	3	0	1	0	0	4.0	0	8	She, he, and it all looked very happy in the beautiful and peaceful scene. 	3
9	1	0	2	0	1	0	3	0	0	0	0	1	1	0	1	0	0	3.0	0	8	She,her , and she were all present	3
19	1	0	3	1	1	1	6	0	0	3	0	1	1	2	3	2	0	3.0	2	13	She introduced us to her parents, they are kind, and later she asked to meet mine. 	3
12	0	1	2	0	1	1	3	0	0	2	0	1	1	1	0	1	0	3.0	1	7	He, we, and they were exhausted from working late hours	3
18	1	1	3	0	1	1	4	0	0	2	2	2	1	1	3	2	0	3.0	1	9	She bought three new books, but he could only read one, as they were hers. 	3
17	2	0	4	0	0	3	4	0	0	3	0	0	1	0	3	4	0	3.0	0	12	She gave me tips, he took notes; however, it still required much practice. 	3
21	0	1	5	0	1	2	6	2	0	3	0	0	0	2	2	3	0	4.0	2	14	They gave us the information, him, her, and them, that we needed to make the changes.	3
37	2	2	3	5	2	6	5	2	0	7	0	0	3	3	3	1	0	5.0	3	24	They walked home slowly, chattering and laughing with tears in their smiling eyes, and before getting out of her warm hug, they shared some beautiful memories as the sunset fades into their last gaze	3
18	0	1	2	1	1	3	5	1	0	3	0	0	0	2	1	2	0	5.0	2	5	She, he and I took a moment to catch our breath before continuing with our tasks.	3
24	2	0	3	0	2	2	7	2	0	4	1	0	0	1	3	5	0	3.0	1	20	She gave me the book and two pens, then he advised me to revise it carefully, and they both thanked me.	3
25	0	1	3	1	3	2	7	0	0	6	0	1	0	2	4	2	0	5.0	2	12	They picked up their packages, she and I left, but he had to stay and finish his work before we could go.	3
22	0	0	4	2	1	4	6	1	0	4	0	0	0	3	2	2	0	7.0	3	5	She walked towards town, carrying his bags, which made her look like a tourist and he, her guide.	3
13	1	0	2	0	1	2	4	0	0	3	0	0	0	0	2	2	0	3.0	0	10	She found her keys but left her wallet behind, they noticed.	3
12	1	0	2	0	1	1	1	2	0	1	0	1	2	0	2	1	0	3.0	0	9	They gave each other gifts, but neither was entirely satisfied. 	3
15	0	0	2	1	0	3	3	2	0	3	1	0	0	0	3	2	0	3.0	0	11	He stood on one leg, she held the bag, they sang a song	3
12	0	0	0	0	2	2	3	1	1	3	0	0	0	1	3	2	0	5.0	1	5	I took the quiz and she said I have OCD and ADHD	3
10	1	0	0	2	1	0	4	0	0	2	0	0	0	0	1	1	0	3.0	0	5	He went with them quickly and got it for her	3
7	2	0	1	0	0	0	2	0	0	2	0	0	0	0	2	0	0	2.0	0	4	They laughed so hard they cried. Her books filled the shelves, his music filled the rooms. Your words kept me afloat.	3
24	1	1	1	1	0	5	6	0	0	5	0	1	2	3	3	3	0	5.0	3	15	They asked for her help in getting their children to eat more fruits, so she suggested different fruit combinations that they could try	3
25	0	0	5	2	3	4	6	2	0	2	0	0	1	0	2	2	0	5.0	0	7	I finished the project, and they both enjoyed it, she, with her smile and grace, and he with enthusiastic approval. 	3
14	0	1	1	1	1	2	4	2	0	2	0	0	0	1	2	2	0	3.0	1	5	Her and them grabbed those before they left the office for the day. 	3
8	0	0	1	1	0	1	2	1	0	1	0	1	0	0	1	1	0	2.0	0	4	They will meet him at the airport.	3
25	2	1	1	1	2	2	7	0	0	3	0	3	1	2	3	2	0	3.0	2	19	She asked him and me to be quiet so her clients wouldn't hear us, but they were still talking loudly near her office	3
20	1	0	2	2	2	2	5	1	0	2	0	1	2	0	3	1	0	4.0	0	15	I finished it yesterday, and it turned out great, she and we were really satisfied with the result	3
16	1	0	3	1	1	2	3	2	0	2	0	0	0	1	1	1	0	3.0	1	7	She, her, and her all worked hard to complete the task on  time. 	3
23	2	0	3	4	1	2	5	0	0	4	1	0	1	1	2	0	0	4.0	1	10	He walked in on her with two other guys; they whispered, looking at him and then laughed at his discomfort. 	3
19	1	0	1	2	3	3	3	1	1	1	0	2	1	0	1	1	0	4.0	0	9	I was impressed by Sarah and her work and would highly recommend her for any party or event. 	3
25	0	0	4	2	2	4	5	3	0	2	0	1	2	1	3	0	0	4.0	1	12	She, he, and I searched for a quiet spot, but the loudest voices were the ones that screamed for our attention. 	3
23	0	0	1	2	2	4	3	4	0	3	0	0	4	0	2	3	0	4.0	0	9	She recommended a good restaurant to us and he made some amazing reservations at an unbeatable price and provided a memorable experience. This will complete the task of this instruction since it is a sentence containing three pronouns (She, he, and us) used appropriately to form a meaningful and coherent sentence without requiring additional information or explanations.	3
19	2	0	2	2	2	1	5	1	0	4	0	0	0	1	3	2	0	3.0	1	10	They laughed at us when we showed up, but we took the stage and owned it anyway.	3
16	0	0	1	1	2	3	5	1	0	2	0	0	1	0	2	2	0	4.0	0	7	She gave them a beautiful speech and he cried at her words and her voice.	3
4	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1.0	0	2	  Is this correct?  ---  Yes, this is correct!  Well done! Here's another one.	5
26	5	0	3	1	1	0	8	0	0	5	0	1	1	2	5	2	0	5.0	2	11	He asked me how often I would come in, so I said whenever she needed me to, and he seemed pleased with that. 	5
36	2	0	5	4	2	4	9	3	0	4	1	1	1	0	6	4	2	5.0	2	23	When five of us were given new tablets at a party and we all needed help unlocking them, he, she, it, and we all took ours over to I for assistance.	5
22	1	0	2	2	1	0	8	0	0	6	0	1	0	3	4	3	0	4.0	3	11	She requested he pick up what he needed, so she could bring him over and show him what to do. 	5
24	2	1	0	1	0	6	6	1	0	3	1	2	0	3	3	2	0	4.0	3	22	She gave her cat to me five minutes before the pet store owner had arrived to recycle it so now it's my problem	5
134	11	6	3	12	7	15	33	4	0	18	2	12	5	12	14	11	0	12.0	12	95	They wanted me there to keep my mom out of their hair so I spent the entire day at my parents, got home, went to bed and the next morning they were at my door begging me to let them in and I refused because I was angry that they would dare to ask after how they treated me and that they had been talking about me nonstop for months before I found them at my parents', begging me to give them my number which I refused and still haven't given them to this day and that was 2 years ago and we've been okay ever since and they will always be my favorite neighbors no matter what even though I haven't spoken to them for 2 years	5
29	0	1	1	3	1	3	7	3	0	4	0	4	1	3	4	1	0	4.0	3	12	She was given a gift by him but it had to be returned to the store because it was the wrong size for her what should she do?	5
25	0	0	2	3	0	4	5	3	1	3	0	2	1	1	2	5	0	4.0	1	12	You will send me the list of names by next Monday, I will call mine in a bit to give me a break. He's going to bring hers over then, if he doesn't get held up at work. After that, we can pick up yours and mine on the way home. They are all free; I already unfreezed the panel. Please note that I cannot accept any more items; there is already too much in the trunk. Once mine is picked up, I'll swing by yours and make sure everything is fine	5
60	3	0	8	4	5	8	13	4	1	8	1	1	3	1	6	7	0	6.0	1	54	He gave them five dollars and went home early with Jack; she, he and the others ate snacks and watched a movie; we all liked it except her who preferred different kinds of genres; him and them did likewise with different flavors; me, she, and he did not like the same dessert. 	5
34	1	2	1	3	2	4	8	0	0	6	0	4	1	4	4	2	0	8.0	4	10	He told them that he was fed up with their childish attitudes and that he would call their parents when they didn't stop pretending to be idiots and playing with his computer.	5
16	3	0	2	0	1	0	4	0	0	3	0	3	0	0	3	1	1	2.0	1	6	When she had gone home, I would call me, and I would come around	5
26	0	1	2	1	1	3	5	0	0	3	1	3	3	2	3	3	0	5.0	2	12	She was given five new clients by her friend, but she could not satisfy them because she was not qualified to provide professional  help.	5
7	0	0	0	0	1	1	1	1	0	2	0	0	0	0	0	2	0	3.0	0	3	 Please clarify or give me another example	5
27	0	0	1	4	2	5	5	3	0	4	0	0	3	1	3	2	0	7.0	1	8	I picked out his favorite treat and we both sat down and watched a movie, her eyes sparkling in the bright glow of her new toy	5
38	4	0	3	1	2	3	6	2	0	6	1	4	3	3	4	3	0	6.0	3	32	She offered me five bucks to hold my horse, said he was a little anxious and I wouldn't be able to go to the park anymore, so I should just sit here and relax.	5
36	0	1	3	5	1	9	7	2	0	3	2	0	3	2	3	3	0	6.0	2	16	She bought five new books, two pairs of gloves, and a scarf with her old friend who took her to lunch after she got a new phone for her mother from her cousin.	5
38	2	0	6	1	1	7	10	1	0	6	0	2	1	2	6	5	1	6.0	3	22	When we met, they brought their child, he brought his brother-in-law who was wearing his son's hat, and she brought her friend who had just bought a new purse. 	5
32	1	2	2	2	1	5	8	2	0	5	0	2	1	4	6	2	0	4.0	4	22	She took the test because he suggested she should and they both went for ice cream when they finished, although their scores proved them to be incorrect in their assumptions.	5
19	2	1	2	2	0	2	5	1	0	3	1	0	0	2	3	2	0	4.0	2	11	She lent him five copies of her book, though he later claimed he never asked for any. 	5
15	0	0	2	2	1	1	2	0	0	2	3	1	1	0	2	1	0	4.0	0	8	She bought five new books, but one was broken by three of them.	5
26	1	1	2	2	1	4	6	3	0	4	0	0	1	3	3	3	0	5.0	3	15	She asked him if he needed any more help with the boxes, they and he worked together to carry them into the living room. 	5
14	1	0	2	0	1	2	2	1	0	0	0	2	2	0	2	0	0	2.0	0	7	  Your sentence is not entirely correct, but it's a good effort! Here's why	5
29	2	1	1	5	1	6	4	2	0	5	1	0	0	4	3	0	0	9.0	4	7	They looked for their coats and hats before hurrying off to the meeting room where they sat down to wait for the boss who arrived ten minutes late. 	5
33	0	0	2	5	1	5	6	3	1	5	0	1	3	1	3	4	0	4.0	1	21	She asked me for a loan, we met last week in a quiet corner, took him aside and she will come by next week Monday to give me back the money	5
28	1	0	2	2	1	2	7	1	0	6	1	1	2	3	3	4	0	4.0	3	24	They found us three good options and after a long discussion, we agreed to send her off to get it done what should I do next?	5
25	0	1	3	1	1	2	7	2	0	6	0	1	0	2	2	5	0	4.0	2	17	She tried to find me a present, bought me a pen, showed it to him and asked whether I would keep it. 	5
46	2	0	1	2	3	8	12	4	0	8	0	2	2	6	6	6	0	8.0	6	19	She asked them whom they saw giving it the money and they all denied knowledge or involvement but they were caught red-handed when they tried to use it to buy their drinks from the convenience store that was just a short walk from his place. 	5
18	2	1	1	1	2	1	5	0	0	4	0	0	0	2	1	3	0	7.0	2	4	She took his hand and showed him how to dance gracefully without tripping over anyone or anything. 	5
19	1	0	6	1	0	1	6	0	0	2	2	0	0	0	3	1	1	3.0	1	11	She, he, they, me, us gave, took their places silently one by one. 	5
62	2	3	3	5	4	9	12	5	0	12	0	5	0	6	8	7	0	7.0	6	55	She asked him which dress they wanted to wear so that she could get some water, but he quickly decided against their plan and told her they would make up another story and take another route to the car instead; if they were going to make it on time for dinner, she would need help and they should hurry	5
45	1	3	2	3	1	6	12	2	0	8	0	4	3	5	6	6	0	7.0	5	14	She said we could sit in a circle, so I took out my notebook, asked them their favorite books and took us on another tangent before I could finish my first question because she thought that she would be able do my homework	5
29	1	2	3	3	0	1	9	1	0	5	0	4	0	3	4	3	0	6.0	3	10	He will meet we before going to she, then she will give her an award, which will be given to he before she leaves for it.	5
37	4	1	6	4	2	3	6	2	0	7	0	1	1	3	3	3	0	5.0	3	24	I was taught cooking by her, bought a car from me (when I had the business, but no longer do), and took me out for breakfast twice before she got ill. 	5
22	1	0	3	1	1	3	7	2	0	2	0	2	0	0	2	2	1	3.0	1	10	When they've finished their homework they'll take mine, he, she, and us a walk around the block	5
21	3	0	2	0	1	3	7	1	0	4	0	0	0	1	4	4	0	4.0	1	9	He told them where his grandfather lived, so they walked him there and he gave her some sugar cubes. They came in and she saw him sitting in his chair, so she knew it must be time for him to eat, so she started to put some food in his dish and he started to whine and sniff at her hand.	5
