n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	AUX_constraint
11	0	0	1	0	0	4	1	1	0	1	0	1	2	0	1	1	0	2.0	0	6	My mother will buy a new red shoes tomorrow morning. 	0
6	0	0	1	0	0	1	0	1	1	1	0	0	1	0	1	1	0	2.0	0	3	Eleanor ate a large sandwich.	0
10	0	0	1	2	0	3	0	1	1	1	1	0	0	0	1	1	0	3.0	0	7	Sally bought five bags of sugar at the store.	0
8	0	0	1	1	0	1	0	0	2	2	0	0	0	1	1	1	0	3.0	1	3	 Fred likes to climb trees on Saturdays. 	0
8	1	0	1	1	0	2	2	0	0	1	0	0	0	0	1	0	0	2.0	0	4	My cat purred contently on my lap.	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
9	0	0	1	1	0	3	1	1	0	1	1	0	0	0	1	1	0	2.0	0	6	She eats breakfast at 8am every morning.	0
18	1	0	4	0	0	4	1	3	0	1	0	2	0	0	2	1	0	3.0	0	10	  * Satisfiable is a noun, not a verb, so it does not have any auxiliary. * who is a pronoun, not a verb, so it does not have any auxiliary. * smiled sweetly is a sentence fragment, but it does not contain any auxiliary either	0
6	0	0	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	2.0	0	3	She ran down the street.	0
8	0	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	4	The wind howled down the empty street.	0
5	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	2.0	0	2	She ate the sandwich.	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cats purred contentedly on our laps.	0
15	1	0	2	1	0	4	1	3	0	2	0	0	1	1	2	1	0	3.0	1	9	The sun rose slowly over the horizon, its golden light illuminating the landscape.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat walked across the room.	0
8	0	0	1	1	0	1	0	1	1	2	0	0	0	1	1	0	0	3.0	1	3	Sally likes to dance in the rain.	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred happily on my lap.	0
5	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	2	The sky is blue. 	0
13	1	0	0	2	0	3	1	2	1	2	0	0	1	1	1	1	0	3.0	1	6	Jim walked into the office proudly displaying a new tattoo on his neck	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
7	0	0	1	1	0	2	1	1	0	1	0	0	0	0	0	1	0	2.0	0	5	Riding my bike through the park. 	0
9	0	0	1	2	0	3	0	1	1	1	0	0	0	0	1	0	0	2.0	0	6	Sarah arrived on time for the job interview.	0
7	1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	0	2.0	0	4	Jane ran quickly across the field.	0
5	0	0	1	0	0	0	2	0	0	1	0	1	0	0	1	1	0	1.0	0	2	I can do that! Below you'll find the sentence with one auxiliary:  The teacher gave ______ homework.	1
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	2	The dog quickly ran. 	1
4	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1.0	0	2	   I will come. 	1
6	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	2.0	0	2	 She is eating a sandwich. 	1
7	0	0	1	1	0	2	0	1	0	1	0	0	0	0	0	1	0	3.0	0	2	Please have a cup of tea. 	1
10	0	1	1	0	0	3	0	2	0	2	0	1	0	1	2	0	0	3.0	1	5	   The manager asked that the task be completed yesterday. 	1
11	0	0	1	2	0	3	0	1	1	1	1	1	0	0	1	0	0	2.0	0	6	The cake was baked by Mary at 3 PM yesterday. 	1
24	0	0	7	1	0	4	3	2	0	4	1	2	0	2	2	3	0	4.0	2	8	"I have generated this sentence using one auxiliaries, ""have"": ""I have finished my project for the summer.""   Is this what you needed?  "	1
4	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1.0	0	2	She can swim.	1
12	1	0	1	2	0	2	2	1	0	1	1	1	0	0	2	1	0	3.0	0	7	I have written a sentence with one auxiliary for you below: One evening last week Mary was watching television until midnight	1
8	0	0	1	2	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat curled up on my lap.	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	  The cat ran swiftly to the park.	1
28	1	0	3	3	1	6	1	3	0	2	1	1	5	2	1	2	0	5.0	2	10	With great confidence and a high level of expertise, we were able to complete that task in the simplest way possible, utilizing only one auxiliary. Can we proceed with the final check and the next task? 	1
6	0	0	1	0	0	2	1	0	0	1	0	1	0	0	1	1	0	2.0	0	2	  My mother was watching TV. 	1
9	0	0	1	1	0	1	2	1	0	2	0	1	0	0	1	1	0	2.0	0	5	I have generated the following sentence for you: Can you get me a cup of tea?	1
6	0	0	1	0	0	2	0	1	0	1	0	1	0	0	1	1	0	2.0	0	2	The cat is drinking milk.	1
8	0	0	0	1	0	2	1	0	0	1	1	2	0	0	1	0	0	2.0	0	4	  I will be studying for three hours tomorrow	1
20	2	0	3	2	0	4	3	1	0	1	2	2	0	0	2	1	0	3.0	0	10	My pleasure, here's the sentence with 1 auxiliary:  I'll meet you there at one o'clock. 	1
6	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	2.0	0	2	She will drink some milk.	1
10	1	0	2	1	0	2	2	0	0	1	0	0	1	0	1	1	0	2.0	0	4	"With great pleasure, I happily fulfill your request. 😊 The sentence with one auxiliary is: ""She has eaten."""	1
4	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1.0	0	2	She had eaten.	1
13	0	0	3	0	0	4	1	1	0	1	0	3	0	0	1	1	0	3.0	0	7	Auxiliary: be - I will be attending the meeting tomorrow morning. 	1
8	1	0	2	0	0	0	2	0	0	3	0	0	0	1	1	1	1	2.0	2	2	When you arrive, let's eat.	1
6	0	0	0	0	0	2	1	1	0	1	0	1	0	0	1	1	0	2.0	0	2	  My cat will bake a cake	1
18	0	1	3	1	0	2	2	1	2	3	0	1	1	2	2	1	0	4.0	2	6	"   ""She is studying English every day because she wants to move to America next year."""	1
9	1	0	0	1	0	3	2	0	0	1	0	1	0	0	1	1	0	2.0	0	4	  My mother **w ill finish her work by tonight	1
5	0	0	0	0	0	2	1	0	0	1	0	1	0	0	1	1	0	1.0	0	2	 She will eat dinner tonight	1
11	0	0	0	1	0	2	2	1	0	3	0	0	0	2	1	2	0	5.0	2	2	I have a lot of work to do to prepare everything	1
10	1	0	2	1	0	2	0	1	0	0	1	1	0	0	0	0	0	3.0	0	3	Okay, here is the sentence with one auxiliary:  She will drink a glass of water.	1
7	0	0	1	0	0	2	0	1	0	1	0	1	1	0	1	1	0	2.0	0	2	The company will sell more products. 	1
7	0	0	1	0	0	2	0	2	0	1	0	1	0	0	1	1	0	2.0	0	2	The cat will drink the milk.	1
2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	Okay! Here you go: They will have gone by next Thursday	1
9	0	0	1	1	0	2	1	2	0	1	0	1	0	0	1	1	0	2.0	0	5	  Can you drive the cars to the auction? 	1
4	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat slept. 	1
5	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	2.0	0	2	The sun was up.	1
7	0	0	1	0	0	2	0	2	0	1	0	0	1	0	1	1	0	2.0	0	3	The cat ate a mousy dinner.	1
4	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat sleeps.	1
8	1	0	1	0	0	2	0	2	0	2	0	0	0	1	1	1	0	2.0	1	3	The cats watched the mice run nervously. (I used the verb watch, which is an auxiliary verb, to complete the task.)	1
4	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1.0	0	2	She will eat. 	1
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	2	  The cat quickly ran. 	1
5	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	1.0	0	2	They will eat dinner. 	1
6	0	0	1	0	0	2	1	1	0	0	0	1	0	0	1	1	0	2.0	0	2	 She _is eating_ a sandwich.	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The dog runs quickly through the field.	1
4	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat slept. 	1
7	0	0	1	1	0	0	3	0	0	1	0	1	0	0	1	1	0	2.0	0	3	I can help you with that. How about this sentence: The cat sat on my lap. 	1
6	0	0	1	0	0	2	0	2	0	1	0	0	0	0	1	1	0	2.0	0	2	The cat drank some milk.	1
10	0	0	2	0	0	2	2	1	0	2	0	1	0	0	2	2	0	3.0	0	5	I can accomplish this:   The cat drinks milk. 	1
10	0	0	1	1	0	2	1	2	0	1	0	1	1	0	1	1	0	3.0	0	3	I'll have this sentence ready in an instant:  She should eat a sandwich before running. 	1
7	1	0	1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	2.0	0	3	 Can she eat a cookie now? 	1
15	1	0	3	0	0	2	2	0	0	2	2	2	0	1	1	2	0	4.0	1	10	Okay, below is one sentence containing one auxiliary; can you spot it?  The cat sat on the couch for a moment, hoping the dog wouldn't see her	1
15	0	0	1	1	0	5	0	4	0	2	1	0	1	1	1	2	0	3.0	1	7	The two auxillaries helped the students practice the grammar exercises for the upcoming quiz.	2
14	1	0	1	2	0	3	3	1	0	2	0	1	0	1	2	1	0	4.0	1	7	Could you kindly tell me what kind of sentence you have in mind? For example - an interrogative, a declarative, a conditional or imperative one?	2
10	0	0	3	0	0	3	1	1	0	0	0	2	0	0	1	0	0	1.0	0	6	"  ""Can will she some milk coffee drink?"" "	2
11	0	0	2	0	1	1	2	1	0	2	0	1	0	0	2	1	0	3.0	0	6	I apologize, but I cannot fulfill this request. Auxiliaries are grammatical elements that are used to form questions and negatives, and it not possible to create sentences with two auxiliaries. Auxiliaries are singular by definition. If there is anything else I can assist you with, just let me know. 	2
7	1	0	0	0	0	1	2	0	0	2	0	0	0	1	0	2	0	3.0	1	3	Please help me find my way home	2
21	1	1	4	1	0	3	2	1	0	4	1	3	0	2	2	1	0	3.0	2	9	"I have generated the following response sentence with 2 auxiliaries as required:  ""Had they been eating earlier?""   ---  This sentence uses the auxiliaries ""had"" and ""been"" to create a question about a hypothetical situation"	2
10	1	0	2	1	0	2	1	1	0	1	0	1	0	1	1	0	0	3.0	1	3	With pleasure, here is the sentence you requested:  Could they possibly both be doing it right? 	2
13	1	0	3	0	0	1	2	1	0	2	0	3	0	1	2	1	0	2.0	1	5	"  ""I will has been eating a pizza when you arrive."" "	2
41	1	2	2	3	1	9	5	3	0	8	2	2	1	5	5	5	0	10.0	5	6	"The task was completed with two auxiliaries when she said she did not have time because she had two tasks at work that needed her urgent attention and had no choice but to postpone dinner to the following day."" "	2
11	0	1	1	0	0	2	2	0	0	2	0	1	1	1	1	2	0	3.0	1	3	Can you please assist me in finding alternative energy sources? Would you be able to identify possible places for implementing solar panels on our building's rooftop?  Is this the type of request you are looking for, or should I try again?  	2
11	0	0	2	1	0	2	1	1	0	1	0	2	0	0	1	0	0	2.0	0	5	"   ""They _had been eating _a lot before the party"" "	2
9	1	0	2	0	0	0	3	0	0	2	0	1	0	1	2	1	0	3.0	1	3	I can do that; Here you go!  Can - auxiliary verb Do - auxiliary verb  	2
17	0	0	1	2	0	3	2	1	0	3	3	0	1	2	2	1	0	5.0	2	6	Two dogs chased after three cats, each one of them trying to catch their own pet	2
17	0	0	2	2	1	3	1	1	2	2	0	3	0	1	1	0	0	3.0	1	9	 Lena and Tania might have been invited to the movie night, depending on their schedules.	2
25	0	2	1	3	1	4	4	3	0	2	0	2	2	1	2	2	0	4.0	1	15	Could you please provide me with the specific context and purpose of this sentence so that I can create a suitable sentence for you?	2
17	1	0	2	2	0	4	0	2	0	1	1	0	4	0	1	1	0	2.0	0	7	With great pleasure, two kindly assistants laboriously prepare a succulent tea in an amicable mansion. 	2
7	0	0	0	0	1	0	0	0	0	2	0	4	0	0	0	0	0	2.0	0	4	Had been studied and was being developed	2
14	0	0	2	1	0	2	3	2	0	2	0	2	0	0	2	2	0	3.0	0	8	Can you help me with the dishes, can you pass the soap?	2
13	0	1	1	1	0	2	2	1	0	2	0	3	0	1	2	1	0	3.0	1	4	  She had had been eating dinner before she went to the store.	2
20	2	1	4	0	1	1	4	1	0	1	0	3	2	1	2	1	0	3.0	1	10	"""Was it possible that they might find him there, or was it only a vain hope?"""	2
15	0	0	3	2	0	3	0	2	0	1	1	3	0	0	1	0	0	2.0	0	6	"  ""The students will have been studying for three hours before the exam.""  Is there anything else I can help you with?"	2
17	2	1	6	0	0	2	0	2	0	2	0	1	1	1	2	0	1	3.0	2	7	"""When both cats purred contentedly. . ."", suggesting that both cats were happy"	2
12	0	0	2	0	1	1	1	1	0	2	1	2	0	1	1	1	0	3.0	1	6	The two auxiliaries, can and will, help us to succeed	2
6	0	0	1	0	0	0	0	0	0	1	0	4	0	0	1	0	1	2.0	1	4	  Have been eating might could.	2
11	0	0	3	0	1	1	0	0	2	1	0	3	0	0	1	1	0	3.0	0	6	"  ""Mary and John must have been eating pizza."""	2
21	0	0	5	1	1	3	1	2	0	3	1	3	1	1	1	2	0	3.0	1	9	"The two auxiliaries ""will"" and ""can"" will help us learn new skills in the coming year . "	2
10	0	0	1	1	1	1	2	0	0	2	0	2	0	0	1	0	0	2.0	0	4	 His cars have been washed and polished by him. 	2
12	0	0	2	0	0	1	0	1	0	2	0	6	0	0	1	0	0	2.0	0	5	The cat could have been sleeping, might have been dreaming. 	2
3	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1.0	0	1	Can do! Below is the sentence with 2 auxiliaries, generated appropriately:  My friends and I have had had enough of all these new taxes	2
15	0	0	2	1	2	3	1	1	0	2	0	1	1	1	1	1	0	4.0	1	8	"""I will learn to play both piano and harmonica in the near future"""	2
17	0	0	4	0	0	4	1	1	0	2	1	2	1	2	1	2	0	4.0	2	4	I have been able to generate this sentence, using 2 verb forms (auxiliaries):  Could you please pass me those documents _as soon as possible_ and _whenever you have a moment_? 	2
12	0	0	2	1	0	1	3	0	0	2	0	2	0	0	1	1	0	2.0	0	5	She had not been eating anything for hours, had she?  Was this correct? 	2
9	1	0	1	0	1	0	2	0	0	2	0	1	0	1	1	1	0	3.0	1	4	  Have you and she decided where to go?	2
12	1	0	0	1	0	3	2	1	0	2	0	1	1	1	2	1	0	3.0	1	8	Willingly will we wear these wondrous water skates with your wrappings won	2
19	2	1	2	0	1	4	1	2	0	3	1	1	1	2	2	1	0	4.0	2	8	The two auxiliaries worked tirelessly yesterday, and their efforts were instrumental in getting the project completed successfully. 	2
10	1	0	1	1	0	2	1	1	0	0	0	3	0	0	1	0	0	2.0	0	8	    Could your mother possibly might be at the store?	2
10	0	0	1	1	1	2	1	1	0	1	0	2	0	0	1	1	0	4.0	0	3	   I should and may drink a cup of coffee. 	2
9	1	0	1	0	1	1	0	1	0	0	0	1	2	0	1	0	0	2.0	0	4	 Aren't these apples delicious and incredibly crunchy?	2
11	2	0	2	0	0	3	1	0	0	2	1	0	0	1	1	1	0	3.0	1	5	Willingly, two assistant bees buzzed about, fluttering their wings	2
18	0	0	3	1	0	4	1	3	0	3	0	1	2	3	1	2	0	5.0	3	7	" Write a sentence using the expression ""it is high time"" followed by a clausal predicate. Add only the sentence, avoiding any additional details or interpretations"	2
8	1	0	2	0	0	1	0	1	0	1	0	2	0	1	0	0	0	3.0	1	3	Can do; here is the sentence:  When the principal and the vice principal had gone into the meeting and were deep in discussion, the students decided to take advantage of their absence to hold a wild party on the campus.	2
16	0	1	1	1	0	3	2	2	0	3	1	1	0	2	2	2	0	4.0	2	6	   The manager allowed them to take a break after they have worked for 8 hours. 	2
15	1	0	2	1	0	3	0	2	0	2	0	0	3	1	1	1	0	3.0	1	6	With great difficulty, the exhausted team slowly managed to climb the highest mountain. 	2
4	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1.0	0	2	Here you go!  Could the teacher of the class kindly ask the students if they have any questions before moving on to the next topic?  Would you like me to generate another sentence?	2
12	0	0	1	0	1	0	3	0	0	3	0	3	0	1	2	1	0	4.0	1	4	  Are you being helped and do you having something to drink? 	2
12	0	1	1	0	0	0	4	0	0	2	0	2	0	1	2	2	0	2.0	1	7	 She did not eat it, because she would not eat it	2
21	2	0	4	1	0	3	2	1	0	4	1	1	1	2	3	1	0	4.0	2	7	"The two auxiliaries combined in ""It was raining heavily last night, so we had to take shelter"" . "	2
12	1	0	1	2	0	1	1	2	0	1	0	3	0	0	1	0	0	3.0	0	6	  Could both of them could have gone to the party together?	2
8	0	0	1	0	1	0	0	0	1	2	0	2	0	1	1	0	0	2.0	1	4	  Would Michael and have liked to go? 	2
9	0	0	1	1	0	2	1	1	0	1	0	1	1	0	1	1	0	3.0	0	4	Would you like help with a particular task? I can assist with multiple activities simultaneously if you need help with more than one task. 	2
7	1	0	0	0	0	2	0	1	0	1	1	0	1	0	1	1	0	2.0	0	2	The three ladies laboriously learned lively liaisons	4
6	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1.0	0	4	  Can has could would should.	4
16	0	0	4	0	1	1	0	1	0	3	0	6	0	0	1	0	0	2.0	0	11	The cat had seen, would eat, could catch, and might have been. 	4
26	4	0	5	1	1	1	1	0	0	4	0	8	1	0	1	0	0	2.0	0	14	With great care, they would carefully have been studying, had been studying intensively, were studied extensively, and have been researching intensively.	4
15	1	0	1	1	0	3	1	2	0	3	1	0	1	1	1	2	0	5.0	1	7	Please see the following sentence, which incorporates four auxiliaries in a grammatically correct form	4
13	0	0	1	2	0	4	0	1	0	2	2	1	0	1	1	1	0	4.0	1	6	The cat sleeps in four beds, having drunk four cups of tea	4
44	5	0	3	3	0	11	2	6	0	4	1	1	7	2	2	4	1	5.0	3	17	When the four assistants had carefully aligned the delicate crystal antennae atop the satellite dish with their individual adjustable stands, they collectively activated the intricate transmitter to precisely establish an extraordinary frequency harmony, thereby ensuring an impeccable transmission of intergalactic information.	4
20	2	0	1	2	0	5	1	1	0	3	1	1	2	1	1	1	0	4.0	1	10	Four high-ranking officers were instructed to carefully maneuver their fleet of spaceships toward the heavily fortified alien stronghold	4
36	4	1	4	2	0	5	1	2	0	6	0	7	3	2	2	2	0	4.0	2	29	The team worked hard to finish the tasks, would have worked more rapidly if they had had more time, could have worked better with more support, has been working under challenging conditions.	4
6	0	0	1	0	0	1	0	0	0	1	0	3	0	1	0	0	0	2.0	1	5	Auxiliaries: Can may might have	4
16	0	0	2	2	1	6	1	1	0	1	1	1	0	0	1	1	0	4.0	0	5	The teacher will ask four students about their understanding of astronomy, physics, and mathematics	4
9	0	0	4	0	0	1	0	0	0	3	0	1	0	0	0	0	0	2.0	0	4	Auxiliaries: be, get, have, give	4
11	2	0	1	0	0	3	1	2	0	1	1	0	0	0	1	1	0	2.0	0	5	The four auxiliaries carefully cleaned their cars carefully every morning.	4
27	4	0	3	0	1	4	1	3	1	5	1	3	1	2	1	5	0	4.0	2	22	The four auxiliaries helped Mary clean the house quickly, had her finish the laundry soon, could eat dinner early, and would be tired later	4
20	0	0	5	1	1	3	1	1	0	4	1	2	1	1	0	2	0	5.0	1	7	Four auxiliaries - be, get, have, and do - helped them achieve the goal in various ways	4
23	0	0	6	1	1	4	0	3	0	4	1	2	0	1	2	2	1	4.0	2	11	The four auxiliaries, being, having, doing, and being, helped the subject to achieve a state of completion. 	4
4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1.0	0	3	   Could has might should	4
24	2	1	1	2	0	4	5	1	0	4	0	3	0	3	3	2	0	5.0	3	7	  Might I be allowed to sit here beside you if I could have a cookie when I finish my homework before bedtime tonight? 	4
20	0	0	4	1	0	2	0	1	0	4	0	8	0	0	1	1	1	2.0	1	9	The dog, having been taken, is being given water, is being fed, is being played with	4
6	1	0	1	0	0	0	2	0	0	1	0	1	0	0	1	1	0	1.0	0	3	"I can certainly do that! This sentence is composed using 4 different auxillaries. ""There have been a lot of books that each have many pages, but some of these have been written with very little insight.""    Is there any further task you would like to instruct me to do?     "	4
14	0	1	1	0	0	0	1	0	2	3	0	6	0	2	2	1	0	2.0	2	5	  Linda might could have been smiling if Dan would have let her talk. 	4
62	4	4	10	2	1	7	5	2	0	9	1	14	1	2	3	4	1	6.0	3	22	"In order to help you, I can generate four auxiliaries for you in the following sentence: ""After eating a healthy breakfast yesterday, she could have been working diligently, would have been studying attentively, might have been listening thoughtfully, and must have been concentrating thoroughly, so that she could ace today's exams."" "	4
11	0	0	0	1	0	3	2	0	2	2	1	0	0	1	2	2	0	4.0	1	4	Mrs. Ewing employed four teachers who had auxiliaries for their sentences	4
40	4	0	4	1	0	4	7	2	0	11	0	0	1	7	2	8	0	6.0	7	27	The teacher taught us to think, then touched our minds to make them ready, then told us to tune in to hear the lesson clearly, then asked us to take notes to keep what we heard.	4
67	3	4	6	3	2	9	9	7	0	14	0	6	1	11	10	3	0	6.0	11	34	   The manager allowed her team to attend the conference because she believed they could learn a lot, provided they finished all their work on time, but if the deadline was missed, they would have to stay behind, and only the most crucial tasks would be delegated to those who remained, while the rest would have to wait until they caught up.	4
37	0	0	5	1	2	3	8	1	0	5	0	6	5	1	6	4	0	6.0	1	19	I am able to assist you; I can provide information, I will clarify anything I can, I have answered several similar questions and, I can respond in a short and concise manner. Can I help you with your query?  	4
11	1	0	2	0	0	2	0	0	0	2	0	0	4	1	0	2	0	3.0	1	5	Willingly waded wonderful winged whales, wearing wistful white wrappings. 	4
13	4	0	1	1	0	3	0	1	0	2	1	0	0	1	1	0	0	3.0	1	5	The three kangaroos cautiously crept cunningly climbing calmly through cobblestone cracks quietly.	4
16	1	0	4	0	1	1	0	1	0	3	0	5	0	0	1	0	0	2.0	0	11	The dog had gone, was eating, would sleep, and would be there.	4
9	0	0	1	0	0	0	0	0	0	2	0	5	1	0	1	0	1	2.0	1	4	  Having had eaten been was been becoming tired. 	4
15	0	0	3	1	1	5	0	1	0	2	1	0	1	1	1	1	0	5.0	1	5	Four auxiliaries helped facilitate an excellent evening of dinner, drinks, and dancing. 	4
19	0	0	4	1	1	7	0	2	0	2	1	0	1	1	1	2	0	5.0	1	8	The four auxiliaries helped the infant develop skills in speech, thought, movement, and social interaction. 	4
15	0	0	4	0	0	0	0	0	0	2	0	8	0	0	0	0	0	2.0	0	12	  Would have been, could be, may get, might have ought to.	4
24	1	2	1	1	0	4	1	2	1	6	0	3	1	5	2	2	0	5.0	5	9	  The doctor advises that Sarah can take must eat had better have to drink a large glass of water before taking her medication.	4
14	0	0	4	0	0	0	0	0	0	3	0	7	0	0	1	0	1	3.0	1	6	  Had been studying, might be, could finish, should be learning. 	4
34	1	1	2	1	1	5	4	1	4	4	0	4	1	1	4	3	0	3.0	1	29	  Oliver might have been doing his homework at home if he _had studied _ harder, but he _had not_ attended _the meeting _because his mother _had not _allowed _him to _go ._ 	4
25	0	0	6	1	2	5	1	2	0	2	1	4	0	1	1	2	0	5.0	1	11	The four auxiliaries, can, would, shall, and will, helped the verb to communicate its intention with clarity and effectiveness. 	4
11	1	0	1	0	0	0	1	0	0	2	0	6	0	1	1	0	0	2.0	1	5	Was he having been eating gone been being would eat. 	4
10	0	0	1	0	0	3	1	1	0	2	1	0	1	1	1	2	0	3.0	1	3	Four auxiliaries helped the king construct his mighty castle. 	4
25	1	1	5	2	1	4	1	2	0	4	0	1	3	2	2	1	0	3.0	2	10	At the bottom of the pool, underwater, several shy creatures play hide-and-seek, silently waiting till they're noticed	4
15	0	0	1	0	0	0	5	0	0	4	0	5	0	3	1	4	0	4.0	3	4	 They were giving him had given him had been giving him would give him. 	4
12	0	0	1	1	0	2	2	0	0	2	1	1	1	1	1	2	0	4.0	1	3	Would you like me to generate four different sentences with auxiliaries?  	4
