n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	CCONJ_constraint
10	0	0	1	2	0	5	0	1	0	0	0	0	1	0	0	0	0	3.0	0	4	Fluffiest clouds like cotton candy in the summer sky.	0
17	0	0	2	3	0	5	1	2	0	2	0	0	2	1	2	0	0	3.0	1	7	The black cat with shiny eyes peered through a windowpane, its tail twitching with excitement.	0
34	2	0	3	4	2	8	4	4	0	4	0	0	3	1	3	2	1	5.0	2	15	Lost and alone in a world full of unknowns, she took a chance on the street dog who became her loyal companion, and they explored the city together with newfound confidence.	0
35	1	0	2	5	0	6	5	6	0	4	0	3	3	3	4	0	0	9.0	3	7	The new cat snuggled into the soft cushion of the armchair that had been made especially for her, her warmth spreading throughout the room like a delicious perfume that no one could resist.	0
17	1	0	2	2	0	4	3	2	0	0	0	3	0	0	2	0	0	4.0	0	12	No matter what mood you're in, your feline friend will be there for you.	0
11	0	0	1	2	0	3	0	2	0	1	0	0	2	0	1	0	0	3.0	0	3	Fiery red flowers blossomed beneath the branches of the tree.	0
17	2	2	2	0	1	2	1	1	0	4	0	0	1	2	0	2	0	4.0	2	8	Licked her lips and stared directly back, unblinking, as if daring the cat to attack	0
37	8	1	2	4	2	6	1	0	0	6	2	1	3	4	2	0	0	7.0	4	18	Cats brought inside before 6 months old live on average twice as long as those taken in at 6 months and older, but still die much sooner than most dog owners would like to acknowledge. 	0
11	1	0	0	1	0	2	2	1	0	2	0	1	0	1	1	1	0	3.0	1	4	The cat will never learn to do your taxes for you	0
10	4	0	1	0	0	1	1	0	0	1	0	1	1	1	2	0	0	2.0	1	6	Fluffy eats more often when she's pregnant too.	0
13	1	0	2	2	0	3	0	2	0	2	0	0	1	0	1	0	0	3.0	0	10	Lost in reverie for a fleeting moment; the cat purred gently. 	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap. 	0
9	0	0	0	1	0	4	0	1	1	1	0	1	0	0	1	0	0	2.0	0	5	Frisbee golf is played on a disc golf course	0
1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0	0	Luna	0
6	0	0	0	0	0	3	1	1	0	1	0	0	0	0	0	2	0	2.0	0	5	Cut your spouse some slack today	0
37	2	3	2	3	0	5	8	1	0	5	0	5	2	6	5	4	0	7.0	6	21	Please let me know if you'd like a dog that is extremely friendly as my pupils are more like wolf than normal dog, as I would prefer someone who can handle this with grace.	0
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	0
18	3	0	0	1	2	4	0	0	0	3	0	1	3	1	1	1	0	5.0	1	8	Stray animals often experience severe trauma and neglect and therefore must learn to fend totally independent of humans	0
6	0	0	2	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1.0	0	2	I'm good, thanks. How about you?	0
8	1	1	1	0	0	2	1	0	0	1	0	0	1	0	1	1	0	3.0	0	3	Because my apartment has very high ceilings.	0
39	1	1	1	3	2	13	2	3	0	5	0	1	6	3	3	3	0	9.0	3	34	Cats possess sharp claws curving inwards to ensure a secure grip while their long tails act as balancing tools for quick escapades around the home or outdoor terrain; their playful mewling and purring can captivate all family members	0
2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	Love.	0
19	1	0	3	0	0	5	1	2	0	3	0	0	1	2	1	2	0	5.0	2	8	"   ""Cats have a tendency to find their owners' laps the most comfortable place to nap."""	0
9	1	0	1	1	0	2	1	1	0	1	0	0	1	0	1	0	0	2.0	0	4	The fluffy cat purred contently in his lap.	0
21	0	0	2	3	0	5	0	0	0	2	0	2	5	2	1	0	0	6.0	2	5	Cats are known to be able to adapt to various living situations, such as indoor cats versus outdoor cats. 	0
29	6	0	1	1	1	2	5	1	0	6	0	1	1	3	3	3	0	6.0	3	9	Hmm well Ive gotta take off my fur now so I look more attractive when I come in here to feed myself and use the litterbox. 	0
9	0	0	2	1	0	2	0	1	0	2	1	0	0	0	0	1	0	2.0	0	6	" ""Generate a sentence with 0 coordinating conjunctions. Write only the sentence, without adding further text and without explanations."" Your response had 2 coordinating conjunctions. Here's a reminder of the correct format for this assignment"	0
26	0	1	2	2	1	6	1	4	1	3	0	1	3	3	2	2	0	7.0	3	9	Rover is eager to explore the outdoor spaces around the house because he enjoys smelling the fresh scents of the grass, trees and flowers.	0
9	1	0	1	1	0	2	1	0	0	1	0	0	2	0	1	0	0	3.0	0	4	Stray cats live longer than their indoor counterparts. 	0
14	0	0	5	1	1	1	1	0	0	5	0	0	0	0	0	0	0	3.0	0	12	Sit, purr, cuddle, roll onto their backs, and knead.	0
31	0	2	2	2	1	7	2	1	0	4	0	1	8	1	3	3	2	4.0	3	14	While cats provide great comedic relief and endless memories, adopting an outdoor cat might not fit into your daily routine if you have busy schedule like many young professionals.	0
8	1	1	1	0	0	1	1	1	0	2	0	0	0	1	1	1	0	3.0	1	3	I apologize for misunderstanding the task earlier. 	0
20	3	0	2	2	0	4	1	2	0	2	0	1	3	0	1	1	1	4.0	1	11	The renowned artist, widely recognized for her abstract paintings, has simultaneously created a series of highly realistic portraits	1
40	0	0	6	4	2	3	0	5	14	2	1	0	2	0	1	1	1	7.0	1	15	Writing under the pen-name Mark Twain, satirist Samuel Clemens published notable novels such as The Adventures of Tom Sawyer (1876), The Prince and the Pauper, and A Connecticut Yankee in King Arthur's Court.	1
27	0	1	3	3	1	8	1	5	0	3	0	0	2	2	3	2	0	7.0	2	16	The band played songs, which blended the traditional rhythms of the village with modern style and instrumentation, until the sun dipped below the horizon.	1
57	2	1	11	5	2	21	1	5	2	3	0	1	3	1	1	3	0	4.0	1	25	With flashing lights, firefighters, police officers, nurses, doctors, pilots, astronauts, athletes, artists, entrepreneurs, and celebrities among others put their lives at stake while making the world a much safer place, and thus are bestowed the bronze medal for the extraordinary efforts in the annual Heroes Award	1
21	0	1	6	2	0	2	1	0	2	3	0	3	0	1	2	0	0	4.0	1	15	"Scholars suggest that during Shakespeare's ""lost years"", he might have been ""traveling in Europe""."	1
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	1
33	1	0	3	5	2	7	5	2	0	3	0	3	1	2	2	1	0	8.0	2	7	You may be required to defend your research in front of your committee or in the case of co-authorship, your collaborators, at a defense that is more public and structured.	1
42	1	2	3	5	2	10	1	6	0	6	0	2	4	2	2	5	1	6.0	3	25	In addition to earning a paycheck, many workers also enjoy the emotional payback of helping others and making a positive impact on the world, but the lack of recognition for this work may leave many of us feeling ignored.	1
33	2	0	1	8	1	7	1	5	2	2	0	1	3	0	1	2	1	6.0	1	9	Growing up in East Germany during the cold war taught me the value of patience and discipline, as well as what life is like under the watchful eyes of the secret police	1
59	4	1	6	8	3	14	3	4	1	6	2	4	1	2	3	3	0	9.0	2	18	"Shakespeare was believed by many scholars to be a recorder in the court and that his ""lost years"", from 1585 to 1592, were spent not only writing plays but possibly traveling as an globe trotter and gaining life experiences, exposure to far-off places that might later shape the plots of his masterpieces"	1
24	1	0	2	3	1	6	2	1	1	4	0	1	1	1	1	0	0	4.0	1	15	"Scholars have speculated about Shakespere's ""lost years"" in the 1580s and 1590s when there is little documented evidence of his whereabouts"	1
24	1	1	3	2	1	5	2	2	0	4	0	1	2	2	2	1	0	5.0	2	6	With great courage, he fought bravely despite being outnumbered and received a serious head injury, which led to the bronze medal. 	1
55	1	4	3	3	3	13	4	7	3	11	0	0	1	6	2	6	0	8.0	6	19	Shakespeare's lost years and a visit to a damaged storm area both capture my imagination, but when it comes to doing the favor of fixing my car, Beyond Control wins the bronze medal for risking their lives to an extraordinary degree while saving or attempting to save the lives of others.	1
87	3	3	8	7	2	13	8	6	12	11	0	4	5	10	9	4	0	8.0	10	52	"Shakespeare's creative period spanned the years when Queen Elizabeth was in power, coincidentally during the time his company, The Lord Chamberlain's Men, were under her protection, as she refused to let them shut down, though several other theater companies had been closed by law, and this royal patronage made them flourish until Elizabeth died and her successor James I took the royal Patent from Shakespeare's theater company which then became known as The King's Men."" "	1
35	1	0	2	2	3	8	1	5	1	6	0	0	4	1	4	2	0	5.0	1	23	Scholars speculated about the possible cause of Shakespeare's lost years and how these years influenced his later works, but the exact reason remained unknown, and no records existed to confirm any theories	1
12	0	0	0	2	0	3	2	1	1	2	0	0	1	1	2	1	0	5.0	1	4	Shakespere wrote plays that rallied against the social forces of his era	1
17	3	0	3	1	0	1	0	2	0	2	0	2	2	1	1	0	1	3.0	2	10	"The accused was found not guilty, however was never the less ""depressed for weeks"""	1
24	0	0	4	2	1	8	2	2	0	2	0	1	2	1	2	1	0	5.0	1	7	"The gala was attended by several A-list celebrities who ""rocked the red carpet in their designer gowns and tuxedos."" "	1
7	0	0	0	1	0	3	0	1	0	0	0	1	1	0	1	0	0	2.0	0	4	Writing is a key aspect of communication	1
12	1	0	1	4	0	4	1	0	0	1	0	0	0	0	1	0	0	3.0	0	5	Without pause for rest, they plunged boldly into thickets of thornbushes	1
18	2	1	2	2	1	5	0	0	0	2	0	1	2	1	2	0	0	5.0	1	6	"Human ingenuity is exemplified in how people ""come together in extraordinary ways during emergencies and disasters"""	1
23	0	0	2	3	1	4	0	1	2	2	4	2	1	1	1	1	0	4.0	1	9	Four hundred and twenty-one species of bird has been found along the Gambia River from deep forests to open savannahs. 	1
41	0	2	5	6	1	10	3	5	3	3	0	0	3	2	2	3	0	7.0	2	17	"The committee chose the painting ""The Night Watch"" by Rembrandt because of its historical significance since it marks a new way of understanding reality in the Baroque period with its use of shadows and ""chiaroscuro"" techniques."	1
25	0	0	5	5	0	8	0	2	2	1	0	1	1	0	1	1	0	4.0	0	11	"Winners of the MacArthur Foundation ""genius"" grant have ""mastered an array of activities"", from science to art to social entrepreneurship"	1
21	1	1	3	3	0	5	0	1	1	2	0	1	2	2	2	1	0	6.0	2	7	"The researchers found that children with ADHD are more likely to have difficulty in ""selective attention during reading""."	1
26	1	0	3	1	1	8	1	3	0	4	0	1	2	2	2	2	1	5.0	3	10	The research team, composed of experienced professionals and innovative thinkers, worked tirelessly to develop the cutting-edge technology that would revolutionize the industry	1
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	1
47	1	0	10	4	1	9	4	2	4	4	1	1	5	2	3	2	0	8.0	2	14	"Kipchoge's historic marathon win is attributed to his ""relentless training"" and ""mental resolve"", where he ""defeated a star-studded lineup that included his closest challenger, Lelisa Desisa of Ethiopia"" with an astonishing finishing time of 2:01:39."	1
36	3	0	7	5	1	8	2	3	2	1	1	1	1	1	1	0	0	5.0	1	24	"Shakespeare's ""dark night of the soul"": struggling with doubt, fear, and despair in the years before his triumph at the Globe theater, when he was just over 30. "	1
16	0	0	2	2	0	3	1	2	2	0	0	1	2	0	1	0	0	3.0	0	5	"Galileo's ""defiance"" was a defining moment in his clash with the Catholic Church"	1
20	0	0	3	2	0	5	0	1	1	3	0	1	4	1	1	2	0	6.0	1	7	"Benedictine scholars have spent many ""lost hours"" in libraries studying rare manuscripts unavailable to the general public."	1
19	1	1	2	2	0	4	3	2	0	3	0	0	1	2	2	2	0	5.0	2	9	"Humanitarian awards go to those who put their ""lives on the line daily without anticipating a reward"""	1
26	1	0	5	3	1	5	1	3	2	2	0	0	2	0	2	1	1	7.0	1	15	"Scholars who ""wrestle with the meaning of these elusive and abstract terms"" often consult William Wragg's ""A Treatise of Composition."""	1
27	1	1	3	0	1	7	3	2	0	4	0	0	4	2	2	4	0	4.0	2	18	You risked your neck to achieve an unprecedented degree while saving countless lives; thus your bravery and selflessness merit this coveted, resplendent bronze medal. 	1
8	2	1	0	0	0	1	1	1	0	2	0	0	0	1	2	0	0	2.0	1	4	The cat purred contentedly as it lounged in    	1
28	2	1	1	4	0	6	2	3	3	4	0	1	1	3	2	3	0	8.0	3	7	The Nobel Prize in Physics is awarded annually to scientists who demonstrate  outstanding excellence in pioneering the field of physics, thereby changing our conception of the planet	1
61	7	2	3	5	3	12	6	2	0	11	0	2	5	7	2	7	0	12.0	7	13	The research on the brain's neural networks has helped uncover new strategies that can aid in our ability to better multitask and increase our productivity, thereby allowing us to complete our work more efficiently and in less time, as well as reducing our mental fatigue and enhancing creativity by freeing up resources formerly allocated to manual control.	1
32	0	0	5	3	1	8	1	5	2	3	0	1	3	1	2	3	0	5.0	1	18	"The new policy has several provisions that may ""boost sales, but at a cost to the planet"", warned Sarah Smith, a veteran scientist at a conservation group"	1
38	1	0	6	4	1	11	0	5	0	6	0	0	3	4	1	3	0	9.0	4	13	"The researchers discovered a way to transform the carbon-rich gas, known as ""dry ice,"" into oxygen and a powder composed of frozen water droplets, thus preventing the formation of dangerous storms"	1
32	1	0	1	7	1	11	0	5	1	0	3	1	1	0	1	0	0	6.0	0	14	The discovery of the Higgs boson particle was the result of the  collaboration of over 2000 scientists  from more than 150 universities and research institutes  around the world during ten years.	1
9	0	0	3	1	0	1	1	0	1	2	0	0	0	0	1	0	0	2.0	0	5	"Shakespeare struggled in his ""lost years""."	1
32	0	0	2	5	0	8	2	3	1	4	3	1	2	2	2	1	0	7.0	2	11	"Four hundred thousand dollars was granted to our university from anonymous sources during ""the lost years"" to fund Shakespeare scholarship which led to the establishment of the prestigious research program"	1
23	1	1	4	2	0	5	2	2	0	3	0	0	3	2	1	3	0	5.0	2	6	With great bravery, he single-handedly overpowered the attackers, saving his colleagues without losing a single drop of blood.	1
12	2	0	2	0	0	2	1	0	0	2	1	1	1	0	1	1	0	3.0	0	6	Your prompts have now generated five correctly written, appropriate sentences. Well done! I'm ready to assist with your future writing tasks. What is your question or prompt this time? Please provide it, and let me respond appropriately with one sentence in correct English—with only one coordinating conjunction	1
24	1	0	5	1	2	7	1	2	0	2	0	0	3	0	2	2	1	5.0	1	13	"Scholars who study ancient manuscripts and historical documents carefully examine ""each letter, word, and line"" for any hidden meaning."	1
37	0	3	3	3	0	9	2	2	2	6	2	1	3	6	6	2	0	8.0	6	9	Hundreds gathered at Trafalgar Square for several hours until rain forced them to leave, with police estimating that 1 million people attended the antiwar rally, which organizers claimed was the biggest protest in history. 	1
24	1	1	4	0	0	5	1	3	0	4	0	0	4	3	3	3	0	7.0	3	4	"The new study provides empirical evidence that dolphins possess a uniquely intelligent system, which ""enables a sophisticated culture to flourish."""	1
29	0	1	4	2	3	11	1	1	0	5	0	0	1	2	2	3	0	6.0	2	11	Gold, silver, and bronze medals recognize individuals who demonstrate extraordinary courage and valor while protecting or saving the lives of others during life-threatening situations.	1
26	1	1	1	2	1	6	3	4	0	3	0	1	3	2	2	3	0	5.0	2	6	Without a doubt, he was the glue that held a chaotic company together while leading their growth and overcoming incredible obstacles throughout the early 1980s	1
5	0	0	1	0	0	0	2	0	0	2	0	0	0	1	2	0	0	2.0	1	2	I hope this helps! Let me know if you have other questions. Can I assist you with other tasks?                                	1
33	2	1	4	2	4	9	2	0	0	4	0	1	2	2	2	2	0	5.0	2	22	We have multiple options for payment, including both credit and debit cards, as well as online banking transfers, but please note that we do not accept cash or checks.	2
45	3	1	5	5	4	9	1	3	0	3	1	1	9	2	1	2	0	9.0	2	13	At the picnic were two cheerful children and a small, fluffy cat, all of whom eagerly munched sandwiches as well as sweet and juicy apples and pears, while sipping cool, refreshing drinks under shady trees beside serene and glittering water.	2
27	0	1	3	3	2	7	2	3	0	3	0	1	2	2	3	2	0	6.0	2	17	He saw that the situation (which had promised fair skies but with the threat of thunderstorms) required some quick thinking and flexibility in strategy.	2
27	0	0	2	0	4	6	3	1	0	2	1	0	8	1	2	2	0	6.0	1	12	He bought one expensive yellow gown, a green and yellow wig, and various colorful makeup items that fit both his feminine appearance and royal style	2
47	3	1	3	4	3	10	4	5	0	4	1	1	7	3	3	4	0	6.0	3	28	He bought two expensive books as well as a beautiful new diary and a matching pen, for he was determined to record this momentous occasion; and he spent the rest of that day in ecstasy writing his most beautiful and imaginative story to date.	2
53	1	3	3	5	4	17	0	3	0	6	1	3	7	2	3	4	1	7.0	3	15	The new policy, if implemented, will benefit many communities in two regions; rural and urban communities will both gain resources and experience economic growth through community service projects and youth programs while the older generation will find purpose in life by passing on wisdom and traditions to the younger generation	2
42	3	1	2	4	3	9	6	2	0	7	0	0	3	5	2	4	0	11.0	5	17	She found herself constantly negotiating not only with her demanding clients but also with the tight deadlines and limited resources, trying to please everyone without sacrificing the quality of her work which required balancing acts and careful juggling of priorities.	2
28	2	0	4	2	1	6	2	3	0	5	1	1	1	3	3	3	0	7.0	3	7	"Two coordinating conjunctions can effectively organize sentences, such as in this sentence ""She bought a cat and a dog who enjoyed spending time together."" Here, two coordinating conjunctions are ""and"" and ""who."""	2
38	2	1	3	3	2	8	1	6	0	5	0	0	7	3	1	3	0	7.0	3	6	The tall woman and her thin boy sat quietly on the couch, enjoying the sunshine and holding hands tightly while watching the bright blue butterfly flutter near the tall, old trees outside the big windows. 	2
20	0	0	2	0	2	2	3	1	0	1	3	2	4	2	3	1	0	5.0	2	6	I have a yellow dog and two green dogs, one that is bigger and one that is smaller.	2
53	2	2	6	6	3	13	3	4	0	5	2	0	7	3	4	3	0	9.0	3	14	The two brothers, though identical, had distinctly different personalities and temperaments which reflected in their contrasting attitudes towards their shared passion for cooking, with one preferring the precision and cleanliness of molecular gastronomy while the other favored the rustic and hearty charm of farm-to-table recipes.	2
12	2	0	0	0	1	2	2	1	0	2	0	0	2	0	1	2	0	3.0	0	6	He carefully balanced his precarious perch and precisely poured the pungent liquid	2
59	2	0	5	5	4	22	2	2	0	10	0	0	5	5	2	4	0	11.0	5	17	The company's sales team collaborated with its marketing team and product developers using creative and effective strategies, including webinars, targeted email campaigns, and content marketing to promote new product features that appealed to existing clients as well as attracted new ones, leading to consistent revenue growth and increased market share for the company.	2
16	1	1	0	1	1	6	0	3	0	2	1	0	0	1	1	1	0	4.0	1	6	The two children and the dog ran swiftly down the street while eating ice cream cones	2
50	2	1	5	5	3	14	2	5	0	5	0	0	8	2	1	2	0	6.0	2	15	She walked briskly through the busy streets, past vintage shops and art galleries, while listening to upbeat pop music on her iPod, simultaneously wearing a stylish outfit and eating a sweet crepe, feeling excited and content in the joyful atmosphere of the lively summer evening.	2
51	5	2	1	3	5	10	1	7	1	6	1	1	6	2	3	3	2	8.0	4	17	While the monarch and both chambers claimed widespread support and used the word people often to refer to their backers, the fact remained that only a relatively small and specific section of the French population was organized and vocal enough to take an active part on July 27 and afterwards	2
12	0	0	0	0	2	3	3	0	0	1	0	0	3	0	1	1	0	3.0	0	5	She wore both her yellow sun hat and her green striped scarf	2
21	1	0	1	4	1	5	0	3	4	1	0	0	1	0	1	0	0	4.0	0	6	In contrast, the monarch butterfly migrates south to the Mexican state of Michoacan and the California state of Pismo Beach	2
49	2	3	3	4	3	12	2	4	0	7	0	1	5	5	2	4	0	9.0	5	12	He felt that the mediator, both a diplomat and negotiator, was disorganized and needed to keep political peace by mediating a balance between both sides of political differences to create sustainable changes in their relationship rather than simply focusing on short-term solutions to avoid conflict	2
40	5	2	6	2	2	6	3	2	0	4	0	3	4	3	4	2	0	5.0	3	24	   He wondered ✅ whether he could find somewhere quieter to work, and if the university library was still open during summer, and yet, **he had already made several visits there** that day without much success	2
49	3	2	5	2	6	15	0	0	0	5	0	2	8	4	3	3	0	6.0	4	19	Many educators and school officials believe that children should be taught about both creativity and analytical thinking to foster divergent problem-solving strategies and innovation, while also ensuring accurate and thorough solutions, especially as technology, data and artificial intelligence increasingly demand more exact responses. 	2
35	0	0	2	2	4	11	2	4	0	5	0	0	4	1	2	4	0	4.0	1	25	The new project required collaborative effort and innovative approaches from the designers and developers, yet provided enough challenge to test their skills, and the end result showed the success of their combined creativity	2
40	1	0	5	2	2	8	1	7	0	6	3	0	4	4	2	4	0	7.0	4	15	"The two coordinating conjunctions in this sentence help the ideas flow smoothly, allowing the reader to understand the connection between the two independent clauses: ""I have one yellow girl and a green and black boy."""	2
36	0	0	3	4	3	7	1	5	1	6	0	1	4	2	2	1	1	6.0	3	13	The mediocre manager, who was promoted through years of hard work and dedication, felt overwhelmed by the new role and struggled to balance the competing demands of the King and the rebellious peasants.	2
4	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1.0	0	2	 Yes, correct! Here's another one	2
33	1	0	2	3	2	6	6	2	0	6	0	0	5	3	3	2	0	8.0	3	8	She wore a yellow sundress embroidered with purple flowers and a matching purple hat that tied beneath her chin, which contrasted beautifully with her green eyes and complemented her sun-kissed skin.	2
18	0	1	0	1	1	3	3	2	0	3	0	1	3	1	2	1	0	3.0	1	14	He bought a used yellow car and a green motorcycle so his yellow girl could ride with him	2
17	2	0	1	2	0	3	1	2	0	3	1	0	2	1	2	0	0	4.0	1	5	Two brightly colored birds perched on a delicate branches which swayed softly in the gentle breeze. 	2
25	2	0	3	1	2	4	2	2	0	2	2	0	5	1	2	2	0	5.0	1	20	He purchased two cats, who both had soft fluffy fur, and one yellow girl as well as a green and yellow boy.	2
31	1	0	5	3	3	6	2	4	0	2	2	1	2	1	4	2	0	5.0	1	14	She ate two sandwiches, neither of which contained any meat, but both were delicious nonetheless, one with avocado and tomato, the other with sprouts and cucumber.	2
24	2	0	3	1	3	4	4	2	0	1	0	1	2	0	2	1	0	4.0	0	16	He not only knew the king, but also his queen and several princes, and they all were pleased with his work.	2
14	0	0	1	0	2	2	1	1	0	1	1	0	5	0	1	1	0	5.0	0	7	I have one talented yellow girl and an energetic green and red boy.	2
31	1	1	2	2	2	6	1	5	0	2	2	1	5	2	2	2	0	6.0	2	15	The young couple had not one but two adorable dogs, a white puppy and a brown mutt, both of whom were incredibly fond of playing fetch in the park	2
34	1	1	2	4	3	10	2	2	0	4	1	0	4	1	1	3	0	6.0	1	8	With great anticipation for our trip, she carefully packed two sweaters and a yellow umbrella and brought green and blue luggage in addition to wearing a light-colored outfit with matching socks	2
32	1	1	2	4	3	6	2	3	3	4	0	1	2	3	2	1	0	7.0	3	10	He felt that the July Monarchy and its support were chaotically organized and in need of a mediator, causing disunited political actions between the King and forces rebelling against authority. 	2
42	4	0	6	2	3	6	0	3	0	2	2	1	13	0	2	1	0	4.0	0	23	The two new team members, one tall and thin with short, spiky hair and the other short and round with long, curly locks, looked oddly similar yet vastly different; both were wearing similar gray business suits.	2
22	1	0	1	1	2	5	2	2	0	1	0	0	7	0	1	1	0	3.0	0	10	The large red rabbit and its tiny white companion eagerly explored their green playground and yellow garden under an orange sun. 	2
49	1	1	5	5	4	12	2	3	0	5	0	3	8	1	3	1	0	5.0	1	37	He purchased both an elegant black leather purse and a simple white wooden cross, along with multiple hand-woven silver bangles and several pairs of hand-knitted striped socks, because they were both on sale and both had been manufactured with fair labor practices. 	2
10	0	0	1	0	1	2	1	2	0	1	0	0	2	0	1	1	0	3.0	0	4	He purchased a large dog and a small cat.	2
33	1	2	4	3	2	8	2	0	0	7	0	0	4	4	3	3	0	6.0	4	27	He thought that buying in bulk at discount prices and investing in long-lasting staples made economic sense, while supporting local businesses; however, this meant sacrificing freshness and timeliness	2
47	3	2	3	4	1	10	1	8	0	4	1	0	8	2	4	0	0	5.0	2	25	The large wooden desk creaked quietly under the weight of the two yellow finches and the small green parakeet as they huddled together, the boy's soft feathers ruffled by the draft from the window, while the girl's shiny yellow wings fluttered anxiously.	2
25	0	0	2	1	2	6	1	3	1	4	0	1	4	2	3	2	0	7.0	2	18	He feared success would prove fleeting with the King and dissatisfied rebels needing a mediator; the popular monarchy lacked organization and clear principles. 	2
22	2	1	1	2	2	5	1	2	0	3	0	0	3	1	2	1	0	5.0	1	7	The yellow girl and green and yellow boy playfully laughed together as they danced hand in hand under the sparkling sun.	2
29	0	0	2	2	3	8	3	3	0	2	0	1	4	2	2	2	0	6.0	2	6	Neither the delinquent youths nor their rebellious acts escaped the watchful eyes and ears of the neighborhood elders, who were determined to maintain order in their community.	2
28	2	0	3	1	2	4	1	3	2	3	2	0	3	1	1	1	0	6.0	1	10	He found not only one but also two lost dogs, a brown Labrador and a fluffy Pomeranian, wandering by the park's big oak trees.	2
18	3	0	0	3	1	4	3	0	1	2	0	0	0	1	1	1	0	5.0	1	8	He enjoyed playing video games not only with his friends from Canada but also together with his family	2
59	3	3	1	2	4	12	7	8	2	7	1	3	4	8	5	7	0	7.0	8	40	He purchased a new iPhone because he needed both a camera and storage and it was more convenient to have a device which offered those features in one product instead of owning separate devices; this purchase was also a status symbol as owning the latest iPhone was an indication of his success and his ability to purchase it	2
37	2	1	2	5	2	7	0	5	1	2	2	0	7	1	1	1	0	5.0	1	12	Jim's two dogs - one white and the other black with brown eyes - chased each other wildly in circles and barks before settling together for a contented nap underneath the shades of the big tree	2
16	1	0	2	3	1	3	0	4	0	1	0	0	1	0	0	0	0	3.0	0	9	Without a doubt, the green and  the well-known activist along with the yellow  	2
