n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	VERB_constraint
8	1	0	0	1	0	2	2	0	0	1	0	1	0	0	1	1	0	2.0	0	5	You must take action immediately in your business	1
18	0	0	1	1	1	4	2	3	0	4	0	0	0	2	0	3	0	6.0	2	4	Please find the attachment and review it to confirm our conversation on the 16th regarding the order. 	1
14	0	0	1	1	1	3	0	3	0	2	0	2	1	0	1	1	0	3.0	0	5	This sentence should be appropriate to the situation and convey the intended meaning. The output may vary based on context	1
16	2	1	2	2	0	3	1	0	0	2	1	2	0	1	1	0	0	3.0	1	8	Your task instructions have been compeltely carried out with only one sentence, as follows: Please make sure to document our agreement for everyone's training, using your corporate e mail	1
7	1	1	0	0	0	1	1	1	0	2	0	0	0	1	1	1	0	2.0	1	4	I successfully completed the exercise as instructed	1
5	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	2	"This sentence is incorrect. Please rewrite the sentence in the following form:  ""verb + object + preposition + clause"""	1
13	1	0	2	2	0	3	0	2	0	1	0	2	0	0	1	0	0	3.0	0	6	The software is currently being developed by an in-house team. 	1
4	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0	1.0	0	3	It will be delivered	1
9	0	0	2	1	0	2	0	1	0	2	1	0	0	0	0	1	0	2.0	0	7	Generate a sentence with one verb: write. (The sentence you generate should be independent; no additional text or explanation should be added)	1
25	1	1	2	3	1	5	1	2	0	2	1	2	4	1	2	0	0	4.0	1	15	The software program will soon become obsolete and outdated within the next 2 generations of computing, as it is based on archaic technology. 	1
5	1	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	2.0	0	3	  I solved besides me naturally	1
18	1	0	2	2	1	3	1	1	0	4	0	1	1	1	0	2	0	5.0	1	9	Forgo any excuses and simply do; don't let your work suffer because of other people. Do what must be done, whether they agree or not!	1
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	1
7	0	0	0	1	0	1	1	0	0	1	0	2	1	0	1	0	0	2.0	0	3	They have been sent to various regions	1
10	1	0	0	0	0	2	1	1	0	2	0	1	1	1	1	2	0	4.0	1	3	You've provided sufficient resources to complete this task successfully	1
7	0	0	1	1	0	3	0	0	0	1	1	0	0	0	0	1	0	2.0	0	6	Generating sentence with one verb: Focus	1
12	0	1	1	0	0	1	2	1	0	3	0	2	0	2	1	2	0	4.0	2	3	I have been authorized to assist you in completing this task.	1
13	1	1	0	1	0	2	1	2	0	2	0	2	1	1	1	1	0	3.0	1	6	I have developed this product with the sole purpose of being widely distributed	1
5	1	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	2.0	0	3	I complied besides you naturally	1
8	0	1	0	0	0	0	3	0	0	3	0	0	1	2	2	1	0	4.0	2	3	We learn fastest by doing what we do	1
18	2	1	3	0	0	3	3	1	0	3	0	1	1	0	2	2	2	3.0	2	12	Will ship shortly, now if you have any other request,  you know my email address.	1
9	0	0	0	0	0	4	0	2	0	2	0	0	0	1	0	2	0	4.0	1	4	Please submit the form using the return receipt email	1
9	0	0	1	2	0	2	1	0	1	1	0	0	1	0	0	0	0	2.0	0	6	Sent from my secret lair on planet Zorgon.	1
8	0	0	0	0	0	1	1	1	0	2	0	2	0	1	1	1	0	3.0	1	3	They will be used to build the software	1
6	1	0	1	0	0	0	2	0	0	1	0	1	0	0	1	1	0	1.0	0	2	You can do it too.	1
7	1	0	1	1	0	0	2	0	0	1	0	1	0	0	1	1	0	1.0	0	3	I'll send them over immediately.	1
3	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1.0	0	1	I concur.	1
7	0	0	1	0	0	3	0	1	0	1	0	0	0	0	0	1	0	3.0	0	5	Generate the task's output sentence: This is being tested for a week before it is rolled out company-wide. 	1
8	0	0	1	1	0	2	0	1	0	1	1	0	1	0	0	1	0	2.0	0	6	Renders a single sentence with 1 verb: The verbs are presented in a list, with a hyperlink to display all sentences as a list.	1
5	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	2.0	0	3	I complied despite the rain	1
7	0	0	3	0	0	0	1	0	0	3	0	0	0	0	1	0	0	1.0	0	4	We jabbered, jogged, jammed.	3
4	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1.0	0	2	Here you go! We searched high and mighty, ran swiftly, and made haste with determination	3
9	1	0	3	0	0	2	0	0	0	3	0	0	0	1	1	1	0	2.0	1	5	Rockets shimmered, soared spectacularly, blinking lights.	3
10	3	0	2	0	1	0	1	0	0	3	0	0	0	0	1	0	0	2.0	0	6	We danced vigorously, sang boisterously and clapped exuberantly.	3
14	3	0	3	0	1	2	1	1	0	3	0	0	0	0	1	1	0	3.0	0	7	The dogs barked loudly, ran swiftly, and wagged their tails excitedly.	3
13	0	0	3	1	1	2	0	2	0	3	0	1	0	0	1	0	0	3.0	0	5	The thieves were tiptoeing, peeping, and snooping around the house.	3
14	2	0	3	0	1	2	3	0	0	3	0	0	0	0	1	2	0	3.0	0	8	We roared loudly, flapped our ears, and shook our fur ferociously.	3
9	0	0	3	0	0	1	1	0	0	3	0	1	0	0	1	1	0	2.0	0	4	We were storming, sprinting, slamming doors.	3
9	0	0	2	1	1	1	1	0	0	3	0	0	0	0	1	0	1	3.0	1	5	Bursting with pride, we roared and danced.	3
15	2	0	3	1	0	3	2	1	0	3	0	0	0	2	3	1	0	3.0	2	8	Racing down, we tumbled out, leaping blindly, the flames consuming our shouts	3
10	2	0	3	0	0	1	1	0	0	3	0	0	0	0	1	1	0	2.0	0	6	We joked around, snapped photos, danced wildly.	3
7	1	0	2	0	0	0	1	0	0	3	0	0	0	0	1	0	0	2.0	0	4	We screamed, sang, danced together	3
9	1	0	1	1	0	2	0	2	0	0	0	1	1	0	0	0	0	3.0	0	4	  Below is a sentence with a missing word. Write the correct word to complete the sentence	3
9	1	0	1	0	1	1	1	1	0	3	0	0	0	0	1	0	0	3.0	0	4	We ran, danced and sang together all night	3
20	0	0	2	3	1	4	3	1	0	5	0	0	1	2	3	0	0	3.0	2	16	We hurdled through the crowd shouting for help, our voices grew hoarse, and our lips trembled from screaming	3
8	0	0	3	1	0	0	1	0	0	3	0	0	0	0	1	0	0	2.0	0	4	We screamed, cheered, jumped up.	3
12	2	0	2	1	0	2	1	0	0	3	0	1	0	2	1	1	0	4.0	2	5	We were laughing nervously , signing copies of letters, talking quickly	3
8	1	0	3	0	0	0	1	0	0	3	0	0	0	0	1	0	0	2.0	0	4	We explored, chuckled, danced vigorously. 	3
13	2	0	3	1	1	1	1	1	0	3	0	0	0	0	1	0	0	3.0	0	7	We rushed down, slid down, and splashed into the pool.	3
11	0	0	3	1	1	1	1	1	0	3	0	0	0	0	1	0	0	3.0	0	5	We chatted, whispered, and snickered in the hallway.	3
18	0	1	3	0	1	4	2	3	0	4	0	0	0	1	2	4	0	4.0	1	8	We scoured the area, gathered information, and reported the incident before we left the scene. 	3
10	0	0	3	1	1	1	1	0	0	3	0	0	0	0	1	0	0	3.0	0	5	We sprinted, shouted, and jumped for joy.	3
9	0	0	3	0	0	2	1	0	0	3	0	0	0	0	1	1	0	3.0	0	4	We bellowed, twirled, sprinkled fairy dust.	3
7	0	0	3	0	0	0	1	0	0	3	0	0	0	0	1	0	0	1.0	0	4	We giggled, stomped, danced.	3
19	4	1	2	0	1	2	1	2	0	4	0	0	1	1	1	3	1	4.0	2	7	After consulting each other silently, we hastily took notes and swiftly prepared a plan to respond accordingly. 	3
8	0	0	2	0	1	1	0	1	0	3	0	0	0	0	1	0	0	2.0	0	4	The baby squealed, danced and clapped.	3
40	3	2	3	2	2	12	2	6	0	8	0	0	0	3	4	4	0	5.0	3	21	The manager reprimanded the employee for laughing loudly at work and requested that he go outside and smoke a cigarette, the report states; later that day, security cameras caught the worker stuffing documents in his pants pocket	3
9	0	0	3	0	0	1	2	0	0	3	0	0	0	0	1	1	0	3.0	0	4	We screeched, gasped, flailed our arms. 	3
18	1	0	3	3	1	3	3	1	0	3	0	0	0	0	1	1	0	3.0	0	11	We raced our hearts out, jumped in our seats, and clapped thunderously to the performance.	3
5	0	0	1	0	1	1	0	0	0	2	0	0	0	1	0	0	0	3.0	1	2	Screaming hollering and flapping.	3
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	3
9	0	0	3	0	0	1	2	0	0	3	0	0	0	0	1	1	0	3.0	0	4	We barged, boasted, flaunted our moves.	3
11	3	0	3	0	0	1	1	0	0	3	0	0	0	0	1	1	0	2.0	0	6	We laughed heartily, danced energetically, took pictures frantically.	3
9	1	0	1	1	0	3	0	1	0	2	0	0	0	1	1	1	0	3.0	1	2	The monkeys crashed into branches snatching bananas frantically. 	3
34	5	2	4	3	1	5	1	3	0	6	0	1	1	2	1	2	1	5.0	3	20	Hailing a passing cab, snatching an umbrella quickly, and flagrantly waving for the cabbie’s attention, we scrambled to get out of there as fast as possible before getting soaked.	3
12	1	0	2	1	1	2	1	1	0	3	0	0	0	0	1	1	0	3.0	0	9	We rushed through traffic, jumped the light, and honked endlessly	3
10	3	0	3	0	0	0	1	0	0	3	0	0	0	0	1	0	0	2.0	0	6	We ran hastily, whispered frantically, peered worriedly.	3
11	0	0	3	0	1	2	1	1	0	3	0	0	0	0	1	1	0	3.0	0	5	The cat purred, rolled, and licked our fingers.	3
18	2	0	3	1	1	5	0	2	0	3	0	1	0	1	1	3	0	5.0	1	4	The company was hurriedly calling clients, hurriedly dispatching products, and hurling insults at the competition.	3
9	0	0	2	1	1	2	0	0	0	3	0	0	0	0	1	1	0	2.0	0	4	Raccoons rummaged, roared and ran down trees. 	3
5	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1.0	0	4	Rolling, jumping, racing	3
8	0	0	3	0	0	0	1	0	0	3	0	1	0	0	1	0	0	1.0	0	4	We were rushing, bouncing, swaying.	3
19	0	0	2	3	1	6	1	3	0	3	0	0	0	0	1	0	0	3.0	0	12	We breezed past the security guards, scurried through the concrete corridors and burst into the conference room.	3
11	3	0	2	0	1	1	1	0	0	3	0	0	0	0	1	1	0	2.0	0	7	We chatted eagerly, laughed loudly, and exchanged numbers quickly	3
11	0	0	3	0	1	2	0	2	0	3	0	0	0	0	1	1	0	3.0	0	5	The caterpillar slithered, crawled, and munched the leaves.	3
27	0	0	5	3	0	7	3	3	0	4	0	0	2	1	2	2	0	4.0	1	17	We yodeled, wassailing, fist-bumping our way through the snowy night, the cold wind whipping our faces into a frenzy of merriment.	3
8	0	0	3	0	0	0	1	0	0	3	0	1	0	0	1	0	0	1.0	0	4	We were rushing, stumbling, yelling.	3
11	2	0	0	1	1	1	1	1	0	4	0	0	0	1	1	0	0	3.0	1	5	We ran yelling loudly and waved excitedly to the cheering crowd	3
10	3	1	1	0	1	0	1	0	0	3	0	0	0	1	1	0	0	3.0	1	3	I sprinted furiously and jumped hastily while yelling frantically.	3
18	1	0	3	3	1	3	1	3	0	3	0	0	0	0	1	0	0	3.0	0	12	We biked uphill with the wind, sang under the sun, and danced in the dew. 	3
33	2	0	4	3	1	7	3	3	0	7	0	0	1	2	1	5	0	4.0	2	22	We kindly invite you to attend the meeting, actively contribute to discussions, bring a dish to share, take notes for future reference, and share your feedback at the conclusion	5
71	4	6	2	7	1	11	9	6	0	15	0	2	4	11	5	4	2	12.0	13	15	``` Moving my items to storage before I get settled into my new apartment I am going to take a long-needed nap during which the dog keeps whimpering because he misses me before finally falling asleep myself while simultaneously attempting to pack a suitcase to go out of town the next day as I have to work during regular hours before going on a break and then the vacation	5
90	5	1	6	8	5	21	12	2	0	16	0	1	8	7	2	13	0	9.0	7	76	We will contact you as soon as possible to answer your email, discuss any changes or corrections to your order and provide training and support as part of our comprehensive solutions, provided you send it through our secure site, sign up to participate in special promotions to receive occasional gifts and enter contest to win great prizes, check out frequently asked questions and review our complete program offerings at your earliest convenience, then click the Submit Request button below to send us your details. 	5
39	2	2	3	3	1	7	4	2	0	9	0	2	2	4	3	6	0	4.0	4	24	I may hurry up to arrive immediately, run a test, take action to correct mistakes before I get moved, receive training and also give helpful information to new employees while we welcome them to the company	5
35	0	2	0	3	1	13	4	4	0	5	0	2	1	3	2	3	0	5.0	3	19	I will consult with the team leader regarding her recommendations before submitting my project proposal by tomorrow afternoon and I will check out the online library catalog before attending the book signing event this evening	5
82	1	0	8	9	14	25	2	2	0	15	0	1	4	2	0	10	0	5.0	2	59	Grab the materials list and review; get your tape measure and levels out, mark areas for tile and flooring to be demolished, check and turn off electricity mains and disconnect power to outlets; remove vanities and bathtubs and sinks; take the doors and windows out of their current locations and replace old flooring; install tile on floors and walls and new bathtubs and basins and put up new walls; and clean up when done. 	5
10	0	0	5	0	0	1	0	0	0	4	0	0	0	0	0	0	0	1.0	0	8	Running, shouting, laughing, dancing, singing.	5
29	2	1	1	3	1	6	1	6	0	6	0	1	0	3	1	4	0	5.0	3	19	I may take a trip around the world this morning while buying some food and learning how to cook, then write down a novel based on the experience	5
21	1	0	5	1	1	4	1	1	0	6	0	1	0	0	1	2	0	4.0	0	12	We can meet here, discuss ideas, plan, strategize, collaborate and build a working plan for tomorrow.	5
22	3	0	4	0	1	4	2	2	0	5	0	1	0	0	1	3	0	3.0	0	15	I may attend the meeting tonight, participate enthusiastically, express my opinion, listen carefully and consider the proposal thoroughly.	5
30	2	1	2	4	1	4	4	3	0	6	0	2	0	2	3	0	0	4.0	2	17	I confidently compete with the leading runners while I get prepared for the challenge; thus, I may practice with the ball and work on my game to win	5
66	3	1	4	8	2	18	3	9	0	10	0	1	7	4	3	4	2	11.0	6	12	Following an unspecified time living in a foreign land, the nomadic tribe has recently moved again and now dwells at the top of a majestic river valley that cuts across the open woodland, enhancing their vantage point into enemy territories while they await the coming winter, planning war efforts and fortifying defenses during these tumultuous weeks of uncertainty before the impending battle.	5
25	1	1	0	4	1	5	3	4	0	3	0	1	2	1	2	1	0	4.0	1	7	I will quickly check the details with my co-worker and return with the necessary documents while I move through the crowds in this bizarre rally	5
33	5	0	5	5	1	5	1	5	0	5	0	1	0	0	1	0	0	3.0	0	25	I will run hastily through the park, pause gracefully under the tree, jump vigorously over the obstacle, smile charmingly at the people, and dance gracefully in the rain.	5
33	1	0	6	1	2	9	1	5	0	7	0	0	1	0	1	7	0	5.0	0	18	I quickly review the lesson plan and distribute the materials, leading the exercise, facilitating discussions, answering questions, monitoring progress, and addressing the needs of the diverse participants.	5
21	0	0	1	1	0	4	2	2	0	5	0	2	0	4	2	2	0	7.0	4	5	I might decide to call it quits to ensure the team does not face consequences for the coaches’ actions. 	5
42	1	2	2	3	2	7	7	1	0	8	1	3	2	7	4	5	0	6.0	7	13	I have taken up painting to keep my mind off work and school and now have three large canvases sitting on the floor, waiting for me to find time to finish them as I hope they will be something good.	5
64	9	3	5	4	4	11	5	5	0	10	0	1	6	5	1	8	0	9.0	5	42	I will thoroughly research and write up this comprehensive report as quickly as possible, diligently ensuring its accuracy and professionalism, then artfully designing its presentation, finally swiftly finalizing and polishing it to perfection before delivering it efficiently within the tight deadline, all while maintaining open communication with the team and incorporating valuable feedback to create an exceptional end product.	5
62	5	2	5	8	2	12	5	4	0	9	0	1	5	5	3	3	0	7.0	5	28	I quickly dashed out and raced to the nearby library to grab some materials while my brain is still filled with useful information from yesterday's class, then frantically flipped through the dense pages, jotted down key terms and their definitions, before returning just in time for the evening's exam, ready to regurgitate everything I studied.	5
24	1	1	1	2	0	5	2	3	0	4	1	3	0	3	2	1	0	5.0	3	9	I may study hard all day tomorrow while I am being transferred to level 20, attempting to ace that quiz as a challenge	5
34	1	0	4	2	1	8	1	4	0	8	0	1	3	1	1	5	0	4.0	1	20	I will arrive hastily to class today, take thorough notes, question the professor, contribute relevant ideas, complete the required assignments and secure an A on the test with thorough preparedness	5
67	1	3	6	3	3	16	5	7	1	12	1	4	3	7	5	7	0	6.0	7	51	I will meet with everyone tomorrow at 3:00 pm to finalize plans and take attendance before running the test this evening when the team is prepared, confirm everyone is present for the video conference, record all answers, assign tasks, check to see if any new developments are forthcoming before we release our report Thursday morning, and collect all notes and revisions. 	5
36	0	0	1	4	2	7	3	5	0	6	0	1	3	3	2	4	0	8.0	3	17	We are asking each member to welcome new members and to introduce new alliances to the group and we urge you to feel free to participate in any conversation in any of the forum sections.	5
58	0	3	8	3	3	15	4	7	0	7	0	3	5	2	3	5	0	5.0	2	45	We will interview every single candidate; schedule and administer the exam if necessary; take the candidates on a campus tour if they are selected as top performers; discuss expectations, roles, culture, benefits, and the job description with them; and make an employment offer if everyone is a good mutual fit	5
43	4	1	5	9	0	11	1	2	0	7	0	0	2	1	1	0	1	4.0	2	27	Escaping from home responsibilities, rush through fields of golden grass, jump onto a train to somewhere new, sing loudly with the choir until our voices crack, then quickly dance to pop-up performances at night under glittering spotlights	5
38	0	1	5	3	1	10	1	5	1	7	1	1	1	2	1	6	0	5.0	2	23	I am able to run a meeting, check the Internet for information, write a summary, make phone calls, research a product, or answer questions while working in the home office in 30 minutes	5
69	3	1	6	10	3	14	10	3	0	10	3	3	0	4	4	5	0	5.0	4	58	I could quickly finish my report before I rush out to take a meeting at two o'clock, grab lunch, and then head to my training class this evening, which is to last until eight o'clock, and after that, I may run into my neighbor's party and help them decorate their home with balloons, then go to the gym at half past nine	5
67	4	4	4	5	1	15	7	6	0	10	1	4	2	9	5	7	0	7.0	9	42	I would study all evening while sipping tea, trying to memorize every word so that I can take notes from lectures without the need for any outside notes during exams when I move desks to seat 30 this afternoon; I would then reread every lesson after my exam to verify that my study and my note-taking were accurate enough to score well.	5
25	1	1	1	2	2	6	4	2	0	4	0	1	1	3	3	2	0	7.0	3	6	Moved quickly past the stalls and kiosks that filled the colorful streets as I looked for bargains and treats that would make my day. I tried and tested different creams at various prices but was unable to find that perfect pair that made my heart flutter. Eventually returned home with some souvenirs, smiling all along the way to my loved ones about a memorable afternoon. 	5
10	1	0	1	1	0	2	0	2	0	2	0	1	0	1	0	0	0	4.0	1	4	 Here is the sentence based on the completed task.	5
13	0	0	5	0	1	0	1	0	0	5	0	1	0	0	1	0	0	2.0	0	9	I will consult, investigate, organize, enforce, and follow. 	5
