n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PRON_constraint
13	1	0	2	1	0	2	2	1	0	1	1	2	0	1	1	1	0	4.0	1	3	I will do it, here is the sentence with 1 pronoun: He ran quickly down the street . 	1
11	0	1	1	1	0	2	1	2	0	2	0	0	1	1	1	1	0	3.0	1	5	 She ate a quick breakfast before running out the door.	1
7	0	0	0	2	0	1	2	1	0	1	0	0	0	0	1	0	0	2.0	0	5	She smiled at herself in the mirror	1
10	0	0	1	0	0	2	2	1	1	2	0	0	1	1	2	2	0	4.0	1	3	   Mia loves the new purse her mother bought her. 	1
8	0	0	0	0	0	2	0	2	1	2	0	0	0	1	1	2	0	3.0	1	3	The teacher gave Jane a book to read	1
9	1	0	1	1	0	2	1	2	0	1	0	0	0	0	1	1	0	2.0	0	5	  The teacher handed the homework back to them.	1
17	0	0	2	2	1	4	3	2	0	2	0	0	1	1	1	1	0	5.0	1	5	She walked through the door, carrying her purse and a big smile on her face. 	1
13	1	0	1	2	0	3	0	2	0	0	1	1	2	0	0	0	0	4.0	0	8	Satisfied with the response, below are three tasks related to the topic	1
10	1	0	0	1	1	2	1	2	0	2	0	0	0	0	1	1	0	3.0	0	6	She ran down the stairs and quickly caught the bus	1
12	0	0	1	2	1	3	2	1	0	2	0	0	0	0	1	1	0	4.0	0	5	She grabbed her things and stepped out of the hotel room. 	1
14	0	0	2	1	1	3	2	2	0	3	0	0	0	0	2	2	0	4.0	0	5	I did the task: She picked the pen and wrote with grace.	1
9	0	0	1	0	0	2	3	0	0	2	0	0	0	1	1	2	0	3.0	1	4	She ordered her assistant to get her pen. 	1
12	1	0	2	1	0	1	3	0	0	2	0	1	1	2	1	0	0	3.0	2	5	She looked at her watch, realizing how late it was. 	1
6	1	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	They walked slowly through the park	1
16	1	0	3	2	0	2	3	1	0	2	0	0	2	0	2	1	0	4.0	0	7	I do it:  She walked alone down the long corridor, deep in thought.	1
15	0	0	2	2	0	2	3	1	0	3	0	0	1	2	1	1	0	4.0	2	5	He walked into the party, hoping to impress her with his new suit. 	1
11	2	0	1	1	1	1	2	1	0	2	0	0	0	0	1	1	0	3.0	0	4	He grabbed it quickly and ran out into the rain.	1
6	0	0	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	2.0	0	3	  She wore a red hat.	1
21	0	0	1	3	1	5	2	4	0	3	0	0	2	1	1	2	0	5.0	1	5	She walked through the forest and picked some wild flowers, admiring her beauty in the reflection of a nearby pond	1
10	0	0	1	1	1	2	2	1	0	2	0	0	0	0	1	1	0	3.0	0	4	She grabbed her towel and headed to the beach.	1
10	0	0	1	1	1	2	2	1	0	2	0	0	0	0	1	1	0	3.0	0	4	She took her books and ran out the door.	1
4	1	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1.0	0	2	He drank it slowly	1
10	0	1	1	1	0	2	2	1	0	2	0	0	0	1	1	1	0	3.0	1	4	He finished his homework before going to the park.	1
9	0	0	1	2	0	3	1	1	0	1	0	0	0	0	1	1	0	3.0	0	6	She brought a bag of apples to class. 	1
11	1	0	1	1	1	2	2	1	0	2	0	0	0	0	1	2	0	3.0	0	5	She grabbed the pen and quickly wrote down his name.	1
6	2	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	1.0	0	3	They will be here soon.	1
6	1	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	2.0	0	3	She ate the apple quickly.	1
11	0	0	2	0	0	2	3	0	0	2	0	0	2	1	1	2	0	3.0	1	5	She wore her shirt open, revealing her new tatoos.	1
8	0	0	0	1	0	1	3	0	0	1	0	0	2	0	1	1	0	2.0	0	6	She laughed herself silly over his silly jokes	1
9	2	0	1	0	0	1	3	0	0	2	0	0	0	1	2	1	0	3.0	1	4	  She laughed joyfully when she saw her puppy.	1
15	1	1	2	0	1	0	3	0	0	3	0	2	1	2	3	0	0	4.0	2	4	 She smiled, and I knew that everything was going to be all right. 	1
7	1	0	0	0	1	1	3	0	0	1	0	0	0	0	1	1	0	3.0	0	4	She and her friends hugged him tightly	3
20	0	0	5	1	1	4	5	0	0	3	0	0	1	0	1	3	0	3.0	0	10	"""She wore her own tiara, brought his watch, and lost his wallet in their car.""   Can you do better?"	3
5	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1.0	0	2	Okay, here goes: She gave the pen to them to sign	3
16	0	0	3	1	1	3	3	2	0	3	0	0	0	0	3	2	0	3.0	0	12	 She walked into the store, He grabbed the item, and They paid cash.	3
14	0	1	0	0	1	2	1	1	3	2	0	0	1	1	2	2	0	4.0	1	9	Hela scrutinized Morgana's and Perseus' movements as they navigated the dark laboratory	3
36	2	1	9	1	3	2	5	0	3	2	4	1	3	1	3	2	0	4.0	1	16	She bought three shirts, one red, one blue, and one yellow, and he wore them on Tuesdays, Thursdays, and Saturdays, respectively, because that was their routine now. 	3
17	0	0	2	2	1	2	3	1	3	2	0	0	1	1	2	3	0	5.0	1	5	Jessica gave Sarah and Emily their books, each of whom read them with great interest. 	3
31	2	2	3	2	1	2	7	1	0	6	0	2	2	4	3	3	0	6.0	4	14	She looked around, surprised to see them all waiting for her, before she realized that they were all holding their own cameras and were taking pictures of her. 	3
9	1	0	3	0	1	0	1	0	2	1	0	0	0	0	1	0	0	3.0	0	6	   Kim, Sarah, and he walked home.	3
16	0	0	2	1	1	2	5	1	0	3	0	0	1	1	3	2	0	3.0	1	8	 She found the book he wanted, but she lent it to him last week. 	3
16	0	0	3	0	1	1	5	1	0	3	1	0	1	0	3	3	0	3.0	0	11	She bought three books, he read them all, and it left him speechless. 	3
30	0	0	4	5	2	5	6	2	0	5	0	0	0	2	1	4	0	7.0	2	6	She walked across the room, handing the packages to they, taking off her coat to show off their outfit, and pouring tea for her and them.	3
37	0	1	3	6	1	6	8	3	0	7	0	2	0	4	4	3	0	6.0	4	24	He walked into the room and saw her sitting at the desk, staring at him with tears in her eyes; her hands were shaking as she handed him the notes he had asked for.	3
18	1	0	3	0	2	3	5	1	0	3	0	0	0	0	3	2	0	4.0	0	13	They walked in; she grabbed her backpack and his books, and he carried the coffee.	3
11	3	0	1	0	0	1	4	0	0	2	0	0	0	0	2	2	0	3.0	0	5	He visited them, so they took their books back home	3
17	0	0	1	1	2	1	7	0	0	4	0	1	0	1	3	3	0	5.0	1	9	He visited her and brought her gifts, but she preferred what he had prepared for him	3
26	2	0	3	3	1	5	5	1	0	5	0	1	0	3	2	1	0	6.0	3	7	She walked through town, holding her hand to her forehead and speaking with her friend, wondering where he had gone the night before. 	3
21	0	0	1	4	3	3	2	0	3	4	0	0	1	2	1	1	0	6.0	2	8	Jesus and Martha sang with Peter in front of everyone, making them dance and laugh with great joy and excitement	3
28	1	1	3	6	1	5	6	1	0	4	0	0	0	1	3	0	0	4.0	1	13	She walked into the office with her laptop and backpack in hand; he nodded at her respectfully, while she sat down on her assigned chair.	3
28	1	0	3	3	1	5	5	3	0	5	0	1	1	3	4	2	0	5.0	3	14	The tourists followed them through the streets, waving at people they knew, but they avoided the local gossip who had always whispered behind their backs. 	3
18	0	0	3	0	1	4	3	4	0	3	0	0	0	1	3	4	0	4.0	1	12	The student asked the teacher, who gave them a note, and he left the room.	3
14	1	0	1	2	0	3	2	2	0	3	0	0	0	2	2	0	0	3.0	2	8	She walked into the office where he stood, looking at the computer screen She held her hand out for the document and he handed it over. They all knew she had done a great job.	3
13	0	0	3	1	1	2	3	2	0	1	0	0	0	0	1	1	0	3.0	0	5	The teacher gave a quiz to him, her, and them. 	3
10	0	0	3	0	1	1	3	1	0	1	0	0	0	0	1	1	0	3.0	0	6	 She, He, and It took the test.	3
10	0	0	0	2	0	4	1	2	0	1	0	0	0	0	1	1	0	3.0	0	7	The tourists took pictures of the mountains with their cameras	3
11	0	0	3	1	1	1	3	1	0	1	0	0	0	0	1	0	0	3.0	0	6	She, He, and It walked into the room.	3
10	0	0	1	1	1	1	2	0	0	2	2	0	0	0	1	2	0	2.0	0	6	He threw two balls to they but lost one. 	3
28	1	0	4	4	2	3	3	2	3	5	0	0	0	3	3	1	0	6.0	3	13	Sheila walked into the room, where they sat at their desks, and handed out the assignment to John and Michael, who began to work.	3
22	0	0	4	3	1	4	4	2	0	3	0	0	1	0	3	1	0	3.0	0	13	Without hesitation, they walked through the garden, she picked a few flowers, and he put on his nose. 	3
12	1	0	3	1	1	1	3	1	0	1	0	0	0	0	1	0	0	3.0	0	6	She, he, and it hiked together over the mountains. 	3
11	0	0	3	1	1	1	3	1	0	1	0	0	0	0	1	0	0	3.0	0	6	  She, he, and they walked into the room.	3
11	0	1	1	2	0	2	3	0	0	2	0	0	0	1	2	1	0	3.0	1	4	They exchanged gifts before they took off in their jet. 	3
16	0	0	3	0	1	3	3	3	0	3	0	0	0	0	3	3	0	3.0	0	11	They explored the caves, she found the artifact, and he examined the evidence. 	3
18	0	0	1	2	1	5	2	3	0	3	0	0	0	1	1	1	0	3.0	1	9	The manager assigned the completed reports to them and her to review before the meeting tomorrow morning.	3
14	0	0	10	0	1	0	3	0	0	0	0	0	0	0	0	0	0	2.0	0	9	" ""she,"" ""them,"" and ""they."")"	3
9	0	0	1	1	0	1	3	0	0	2	0	0	1	1	1	0	0	3.0	1	3	She he him went shopping for new shoes.	3
14	0	1	2	0	1	2	3	1	0	3	0	1	0	2	1	1	0	3.0	2	6	He, she and you can eat some ice cream before going swimming. 	3
27	3	1	3	1	2	2	8	1	0	4	0	2	0	1	4	4	0	4.0	1	15	She asked him if he could bring her a pen, but her friend already had done so, and so she gave it to her. 	3
15	0	0	2	3	1	3	2	1	0	3	0	0	0	1	1	0	0	3.0	1	10	 She walked down the street with her friends from work, talking and laughing. 	3
16	1	0	1	1	2	3	4	1	0	2	1	0	0	0	2	2	0	3.0	0	12	She bought three dresses for her sister and brother, but they all fit only her	3
13	0	0	1	3	0	3	3	1	0	2	0	0	0	1	1	1	0	4.0	1	6	He kept whispering secrets to they in the shadows of her presence. 	3
16	0	0	2	2	1	1	4	1	0	2	1	1	0	0	2	2	0	4.0	0	10	She bought 3 books for them, but they didn't like any of them.	3
12	0	0	1	2	1	2	3	2	0	1	0	0	0	0	1	1	0	3.0	0	7	She placed the books on the shelf between he and they.	3
19	1	0	3	2	1	2	4	1	0	4	0	1	0	1	3	0	0	3.0	1	13	They walked into the building, saw her standing there, and he was amazed by her smile. 	3
13	0	0	1	2	0	3	3	1	0	2	0	0	1	1	2	1	0	4.0	1	6	She gave the book he borrowed last week to him before class.	3
20	1	0	2	1	1	3	6	1	0	4	0	1	0	2	4	2	0	4.0	2	12	She found he hidden the remote under his book, but they quickly discovered her cat had swiped it.	3
17	0	0	3	0	0	4	3	3	0	3	0	0	1	0	3	3	0	4.0	0	7	They visited the city every year, she taking photographs, he eating the local cuisine. 	3
27	3	0	1	2	2	4	4	3	0	5	0	1	2	2	3	2	0	5.0	2	14	She walked into the room and found her friends chatting happily together but them all had different opinions on the latest movie they had just seen. 	3
17	2	0	0	2	1	1	6	1	0	3	0	0	0	1	2	3	0	4.0	1	11	She asked him to give the book back to her but he gave it to he instead	3
21	0	0	2	3	2	5	5	2	0	2	0	0	0	0	2	2	0	4.0	0	13	She walked into the room with her books and her purse, and he handed her the cup of coffee. 	3
19	0	0	4	2	1	3	5	2	0	2	0	0	0	0	2	1	0	3.0	0	12	The committee composed of they, their, them, those, and themselves approved the proposal with ease	5
23	0	0	5	2	1	0	10	0	0	5	0	0	0	0	5	3	0	3.0	0	19	He laughed at them, she kissed her, they liked her, he stared at it, and she wore it.	5
25	1	0	5	0	0	4	5	4	0	4	0	1	1	1	5	3	0	3.0	1	22	He walked outside, she took the book, we saw a bird, they climbed the tree, it was a beautiful sight.	5
25	0	0	4	3	2	4	5	3	0	3	0	0	0	1	2	3	0	4.0	1	12	The teacher asked him, her, them, he, and she to stand up in front of the class and recite the poem	5
83	9	1	6	8	4	11	13	7	0	15	1	3	1	9	9	7	0	6.0	9	62	She walked into the kitchen to find he was boiling water in a large pot, but he suddenly realized she forgot her phone on the table and had to quickly turn off the burner, so she rushed back to grab it, nearly knocking over a stack of his books on the way, and when she finally returned, she saw he had already poured some tea into two mugs and was patiently waiting for her to join him. 	5
14	1	0	1	2	0	0	5	0	0	3	0	0	0	2	2	2	0	4.0	2	5	He asked she to go they with him to see her over there.	5
22	3	0	1	2	0	2	6	2	0	4	0	1	0	4	4	2	0	4.0	4	9	He walked to the store she was in to buy them some eggs they desired when they suddenly bumped into him. 	5
56	2	1	7	5	3	8	11	5	0	12	0	0	0	6	6	6	0	9.0	6	47	They walked into the room and stood in front of the lectern, she took the microphone, her hands trembling slightly, pointing it towards him, asking him if he had any questions, which he quickly shook his head no and sat down, she smiled and turned to face the audience. 	5
14	2	0	1	0	0	0	5	0	0	5	0	1	0	4	5	0	0	6.0	4	3	He thought She said They found It left Theirs were scattered all around. 	5
50	6	0	5	6	0	0	15	0	0	15	0	1	0	10	12	1	0	6.0	10	43	She hears them talk when they think nobody listens in; she sees him look at her when he passes by; she feels herself sweating when he stares for too long; she wants to ask what he is looking for; she decides instead to look up. 	5
28	0	0	7	4	1	4	5	4	0	2	1	0	0	1	2	1	0	4.0	1	13	The five of us, they, we, him, and her, stood in front of the stage, anticipating the start of the concert.	5
16	0	0	2	2	0	3	3	3	0	3	0	0	0	0	3	1	0	3.0	0	11	He walked through the park, she picked a flower, they sat on a bench	5
38	4	0	4	4	2	5	7	2	1	5	0	0	4	3	4	1	0	6.0	3	28	She searched her house high and low for her keys, which they usually found inside the old piano, whose lid always fell open, but suddenly they went missing on that special day in August. 	5
50	7	1	1	5	0	1	21	0	0	7	1	3	1	7	6	9	0	10.0	7	10	He said it was he who wanted her it to take them they back to their place when suddenly she saw them as one out of many, so she wanted him to show him she it that only she had always been he who never knew them as they	5
14	1	0	0	1	0	0	7	0	0	5	0	0	0	4	3	3	0	6.0	4	4	They requested he go she buy him see them get it for him now	5
18	2	1	3	2	2	0	4	0	0	4	0	0	0	1	1	0	0	3.0	1	12	They stood up and went out, she, he, and we looking forward to getting home	5
26	0	2	4	2	1	4	5	3	0	5	0	0	0	3	4	2	0	5.0	3	12	 They walked to the store and bought eggs, which she put in the basket, while he paid the money, before we left.	5
78	7	3	8	10	2	15	14	3	0	10	1	2	2	4	6	4	0	6.0	4	52	She searched through her desk drawers for her notebook, because they usually sit on the right side; finally finding it underneath their papers in the back; her fingers ran over their leather covers as she opened one at random and saw their neatly-written notes inside; it suddenly occurred to her that they had forgotten to bring their lunch to work today and, as a result, were now very hungry. 	5
24	2	0	5	2	1	5	3	1	0	5	0	0	0	0	1	3	0	3.0	0	16	They walked in, took their seats, picked up their pencils, listened intently, and passed the exams with flying colors. 	5
45	2	0	7	8	2	7	8	3	0	8	0	0	0	2	5	0	0	6.0	2	40	They walked into the office, where she sat down at her desk, put on her headset, and started working on the project, he typed away on his laptop, she listened to the audio, and they talked over video.	5
37	5	1	5	3	2	2	9	4	0	5	1	0	0	1	5	5	0	5.0	1	12	They found them in there, he picked up one, but she preferred those over here, while I kept mine all the way back there, and we left them all on the table.	5
13	0	0	0	2	0	1	6	0	0	3	0	1	0	3	3	0	0	5.0	3	4	She hears they talk like him with what she thinks is her book	5
29	5	2	3	3	0	1	6	2	0	4	0	2	0	4	4	0	0	6.0	4	8	She glanced nervously at they, who were all staring intently at him, until she finally looked up to find that it was all just a dream.	5
16	1	1	2	0	1	1	6	1	0	3	0	0	0	1	3	3	0	3.0	1	10	She asked them if they wanted it, and they all nodded their heads eagerly. 	5
29	3	0	5	2	1	2	8	2	0	6	0	0	0	1	5	2	0	4.0	1	19	She walked in, he grabbed her arm, they both ran outside, she looked around, and they found him waiting for them under the tree. 	5
16	0	0	1	2	0	2	6	0	0	3	0	0	1	2	2	2	0	5.0	2	5	 She gave them her book, which they had to return to her before next week	5
85	3	4	6	5	6	7	20	5	0	19	0	8	1	7	11	9	0	8.0	7	69	He walked into the room, pointed to the book on the table and asked her if she had seen it, she shook her head and told them that she had never seen it before and suddenly remembered that she had left it at home, he was surprised and told her that she must have been dreaming, she smiled and suggested he try reading it, he laughed and said he would not waste his time on such a silly book. 	5
27	1	1	1	3	3	5	5	3	0	3	0	2	0	1	3	0	0	5.0	1	10	They walked into the house but her and their dogs were sleeping on the couch while his and my books were scattered all over the table. 	5
26	1	0	2	4	2	3	6	4	0	4	0	0	0	0	3	2	0	4.0	0	12	She stood on the stage and talked to them with him; he gave her the award, and they both walked down the stairs together	5
42	1	2	8	1	1	7	6	6	0	6	1	0	2	5	2	4	0	7.0	5	14	The five students - they, their, them, those, and those - carefully studied the materials before taking the exam, making sure they had a solid understanding of the subject matter before attempting to answer the questions. 	5
33	3	0	1	3	4	1	10	1	0	5	0	3	0	1	6	2	0	3.0	1	28	He walked through the park where she saw him and she talked to him but they did not know him and he was not there yet and she was waiting for him.	5
30	3	0	6	2	1	4	6	0	0	6	1	0	1	0	1	4	0	3.0	0	24	She walked alone to her desk, picked her favorite pen, checked her notebook, put it back, took two books, and sat next to him. 	5
95	8	4	7	4	3	11	25	5	0	16	1	5	4	11	14	11	0	7.0	11	87	They told her that she had lost their keys, but she swore that she had left them there yesterday; she said he would find them under their box when he looked later today; but in the end, she had to ask him to lend her his set, which he gave her without hesitation, as she knew he always kept an extra pair hidden somewhere nearby because he was one of those people who constantly misplaced his own, and she had already checked all the usual places multiple times	5
25	2	0	3	2	3	2	8	1	0	4	0	0	0	1	3	2	0	6.0	1	20	They walked to her house and found his backpack there, which had hers and its inside, and they all belonged to them.	5
24	0	0	1	1	0	2	12	1	0	5	0	2	0	5	5	4	0	7.0	5	9	They said it was him who she saw them give her a book that he had written with which his friends helped him.	5
27	0	0	5	2	2	7	7	1	0	3	0	0	0	1	2	1	0	5.0	1	18	I saw them take their book, his pen, her pencil case, her notes and his papers, and walk out of the room. 	5
26	1	1	5	0	0	5	2	5	0	5	0	2	0	4	4	2	0	6.0	4	13	The cat chased the mouse, who had stolen the cookie, which the dog had buried, while the rabbit looked on, puzzled.	5
